Cell lines	600MPE	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC38	HCC70	LY2	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg03038003__C1orf165	0.053777	0.67043	0.049291	0.039825	0.68272	0.3627	0.41885	0.053962	0.16112	0.90285	0.5918	0.072294	0.061953	0.068182	0.052471	0.038825	0.08679	0.17159	0.91686	0.036735	0.084344	0.67321	0.051274	0.039963	0.037794	0.12076	0.80133	0.037122	0.97947	0.3715	0.52918	0.23681
Meth__cg09044743__PANK4	0.05407	0.13045	0.69989	0.70409	0.085507	0.064025	0.12681	0.069729	0.16758	0.14104	0.14295	0.081247	0.07428	0.15611	0.14571	0.046167	0.20263	0.14578	0.073667	0.62169	0.08452	0.36285	0.1959	0.053698	0.042783	0.050547	0.096017	0.27602	0.043757	0.095741	0.25782	0.087561
Meth__cg24415468__ZNF6	0.15212	0.88419	0.077187	0.16134	0.49189	0.081994	0.30846	0.35829	0.076105	0.12561	0.33528	0.29808	0.53347	0.26014	0.061041	0.4831	0.083015	0.3754	0.78724	0.07588	0.40545	0.30822	0.12921	0.065748	0.067095	0.18987	0.071434	0.061362	0.53678	0.39927	0.093643	0.075953
Meth__cg22253036__DDX6	0.14914	0.09946	0.22629	0.10466	0.9153	0.61018	0.27173	0.89516	0.22552	0.66996	0.5064	0.74587	0.11805	0.1578	0.24932	0.14266	0.76072	0.092668	0.12218	0.096768	0.24226	0.23377	0.14196	0.080699	0.075577	0.14707	0.81593	0.0797	0.11796	0.59414	0.11513	0.14042
Meth__cg20008332__SOX11	0.87163	0.88913	0.031618	0.75936	0.89222	0.86273	0.92186	0.88169	0.064363	0.34575	0.11328	0.039014	0.038924	0.12765	0.81899	0.85058	0.042957	0.065553	0.81723	0.035366	0.57894	0.86167	0.075014	0.82664	0.18372	0.40894	0.028538	0.029262	0.47643	0.8609	0.73733	0.7312
Meth__cg26847093__FLJ11712	0.050299	0.94919	0.049685	0.053794	0.10388	0.05085	0.032177	0.069631	0.063096	0.10824	0.20078	0.058295	0.04136	0.10403	0.073646	0.076068	0.082804	0.048371	0.094099	0.063559	0.08809	0.065764	0.11319	0.034275	0.047965	0.064742	0.11381	0.030229	0.064601	0.044793	0.083899	0.075453
Meth__cg18418460__ULBP3	0.55062	0.067683	0.035109	0.032394	0.50902	0.94689	0.035175	0.037804	0.031524	0.054455	0.078731	0.17881	0.024876	0.17856	0.022066	0.029999	0.04456	0.026697	0.047853	0.033227	0.043057	0.46291	0.05543	0.024683	0.027897	0.026117	0.028097	0.026208	0.62857	0.031404	0.36105	0.58356
Meth__cg25376316__CA5B	0.75772	0.97704	0.021369	0.51536	0.22563	0.023503	0.98297	0.70498	0.02412	0.05472	0.60144	0.026641	0.03365	0.025929	0.01886	0.97868	0.02681	0.65165	0.61905	0.020981	0.13304	0.64606	0.073683	0.80907	0.025335	0.79145	0.71233	0.0364	0.56987	0.021429	0.96006	0.93958
Meth__cg21426387__SNN	0.51436	0.94081	0.03484	0.031247	0.030406	0.071164	0.062651	0.041799	0.032196	0.13244	0.041576	0.04204	0.20873	0.10459	0.65668	0.030253	0.035752	0.097523	0.95546	0.039344	0.053504	0.60759	0.11977	0.023182	0.023429	0.047004	0.062099	0.021896	0.22807	0.028576	0.030812	0.029179
Meth__cg13593287__SPTB	0.049197	0.073842	0.042938	0.041166	0.062797	0.060693	0.94005	0.058155	0.14227	0.066059	0.11984	0.054863	0.032963	0.081994	0.039838	0.41985	0.072935	0.054379	0.14573	0.044588	0.073227	0.081794	0.033212	0.035878	0.034985	0.075578	0.050526	0.043619	0.16225	0.049241	0.061265	0.050112
Meth__cg05920090__HSPA1A	0.018208	0.045214	0.048192	0.018742	0.013577	0.022451	0.014991	0.021161	0.021858	0.036877	0.024017	0.022129	0.019954	0.033891	0.018452	0.02114	0.026061	0.023295	0.72826	0.022547	0.027993	0.039151	0.03524	0.028059	0.02338	0.045577	0.020295	0.022942	0.017226	0.021429	0.01722	0.023623
Meth__cg00149659__C3orf10	0.041925	0.05369	0.074308	0.052681	0.036353	0.039154	0.3455	0.053742	0.035655	0.030247	0.13743	0.05269	0.034449	0.060951	0.028647	0.035804	0.034338	0.042425	0.073416	0.041316	0.082256	0.14881	0.10745	0.042712	0.041374	0.046329	0.039021	0.042527	0.040808	0.066739	0.041121	0.035614
Meth__cg23455517__BCAT2	0.058567	0.073102	0.64496	0.57774	0.96027	0.052326	0.042753	0.11604	0.069882	0.69837	0.9339	0.79729	0.68672	0.099953	0.051161	0.062101	0.06738	0.059451	0.073843	0.051393	0.086912	0.077408	0.061768	0.051163	0.047472	0.7062	0.13054	0.049155	0.89123	0.056282	0.18254	0.085749
Meth__cg25372135__DARS2	0.034974	0.051529	0.039083	0.026969	0.037562	0.034588	0.037678	0.037776	0.048342	0.035592	0.080811	0.03473	0.038173	0.075428	0.037809	0.048053	0.039221	0.026866	0.044565	0.049674	0.162	0.061244	0.068339	0.045739	0.045335	0.04009	0.039677	0.037443	0.025798	0.050689	0.041667	0.029486
Meth__cg19525717__PKIG	0.07029	0.66475	0.23677	0.10309	0.68377	0.37733	0.15004	0.099045	0.052222	0.21919	0.2803	0.25072	0.081255	0.14021	0.31943	0.23617	0.12834	0.064769	0.57083	0.23053	0.28527	0.80779	0.10688	0.059269	0.035894	0.3219	0.23563	0.064363	0.47169	0.12304	0.071932	0.06959
Meth__cg15918284__GABRA2	0.45595	0.8554	0.19495	0.12283	0.85051	0.14431	0.8068	0.16949	0.80545	0.76004	0.80759	0.12571	0.39633	0.20341	0.56961	0.71029	0.43451	0.25594	0.77339	0.12687	0.23835	0.57914	0.22204	0.08749	0.096931	0.32074	0.90243	0.09483	0.59516	0.12506	0.1464	0.29992
Meth__cg17329249__MAT2B	0.43882	0.083899	0.18057	0.33502	0.062172	0.26965	0.14082	0.089048	0.059352	0.060973	0.12022	0.12257	0.073809	0.19623	0.080666	0.89157	0.057183	0.072217	0.11885	0.092842	0.11558	0.13575	0.12915	0.056557	0.080475	0.084414	0.83202	0.039799	0.06758	0.064329	0.15721	0.59465
Meth__cg19363546__POU2F3	0.68206	0.97031	0.46999	0.18748	0.874	0.47312	0.66205	0.18715	0.59587	0.74655	0.8082	0.057557	0.14392	0.13895	0.95102	0.9583	0.43179	0.13508	0.79921	0.54966	0.086911	0.10713	0.099664	0.06837	0.50889	0.12486	0.82054	0.044206	0.86442	0.08038	0.13129	0.29295
Meth__cg03160637__DDB1	0.084491	0.067089	0.061993	0.068639	0.5695	0.37319	0.082577	0.071324	0.060965	0.29998	0.098157	0.060253	0.067424	0.16112	0.069176	0.055632	0.3913	0.077481	0.44876	0.12224	0.12995	0.13127	0.085525	0.033767	0.045417	0.066124	0.094866	0.04878	0.092131	0.067003	0.07391	0.061255
Meth__cg08699435__NAT5	0.044262	0.37762	0.049407	0.024685	0.30048	0.051551	0.060654	0.042727	0.030235	0.25377	0.14054	0.052429	0.1606	0.10906	0.077543	0.053647	0.038143	0.020844	0.11003	0.09749	0.06437	0.071842	0.040553	0.043065	0.030175	0.059803	0.0438	0.044942	0.049274	0.048449	0.049131	0.069127
Meth__cg00466249__MGC15523	0.092023	0.2403	0.071753	0.15167	0.76543	0.1075	0.35207	0.20109	0.10238	0.63695	0.43023	0.32491	0.24243	0.083399	0.044207	0.41842	0.77008	0.20009	0.25636	0.06278	0.14313	0.10094	0.12175	0.32064	0.047963	0.23162	0.53284	0.095648	0.53721	0.32812	0.086398	0.070755
Meth__cg19921353__HLA-DPB1	0.26501	0.42902	0.7603	0.29171	0.31357	0.30265	0.86879	0.090205	0.70528	0.42308	0.22964	0.75403	0.43791	0.16054	0.12064	0.76101	0.21073	0.14786	0.17864	0.18569	0.088374	0.22606	0.10365	0.13998	0.06756	0.17374	0.75442	0.049309	0.45585	0.10064	0.27645	0.37443
Meth__cg19965810__KCNH7	0.9684	0.90679	0.042011	0.1158	0.76285	0.96235	0.98389	0.032404	0.60021	0.80302	0.19314	0.2729	0.45871	0.065319	0.85627	0.029752	0.050005	0.592	0.92141	0.53027	0.058284	0.77361	0.032005	0.027407	0.9042	0.0353	0.94595	0.024902	0.95394	0.4532	0.95551	0.9551
Meth__cg06313930__MAGEA5	0.41441	0.79798	0.73324	0.060529	0.098086	0.75768	0.52998	0.18666	0.71856	0.65655	0.79877	0.12429	0.20313	0.18037	0.073844	0.059739	0.094925	0.53274	0.3048	0.088387	0.060859	0.82309	0.25561	0.03469	0.82282	0.064095	0.71352	0.18579	0.084221	0.55919	0.40612	0.53338
Meth__cg27140220__PKIA	0.24741	0.49938	0.056835	0.53053	0.64647	0.34006	0.65949	0.33027	0.79701	0.13609	0.59275	0.058787	0.071594	0.20538	0.46182	0.78997	0.071264	0.053381	0.064982	0.059254	0.09446	0.80284	0.060542	0.046154	0.061299	0.062752	0.25456	0.045929	0.4744	0.051689	0.23381	0.18242
Meth__cg04848452__EIF1B	0.11026	0.59043	0.6968	0.52335	0.49235	0.11484	0.0532	0.90938	0.55929	0.095442	0.88991	0.16008	0.066964	0.11473	0.097791	0.13033	0.099901	0.52786	0.2769	0.23304	0.18817	0.76462	0.15482	0.05012	0.6831	0.074985	0.58627	0.1015	0.63227	0.22565	0.30054	0.10035
Meth__cg13809962__ZNF6	0.32828	0.18416	0.078022	0.062448	0.8709	0.054333	0.30105	0.092692	0.043016	0.078509	0.37912	0.27489	0.43294	0.21203	0.034724	0.13148	0.044777	0.31976	0.81548	0.046317	0.14959	0.23954	0.053357	0.032668	0.035011	0.1049	0.15195	0.033611	0.46767	0.15201	0.049223	0.046912
Meth__cg15808558__EPHA4	0.105	0.054932	0.060263	0.036372	0.037056	0.048675	0.061572	0.051822	0.089797	0.07676	0.10289	0.041789	0.04006	0.095316	0.08273	0.056025	0.060866	0.061351	0.089243	0.052437	0.073509	0.088525	0.090615	0.052314	0.10768	0.042318	0.033093	0.03977	0.032779	0.049665	0.04099	0.039896
Meth__cg21878918__LOC56901	0.060216	0.061021	0.044715	0.034428	0.57739	0.041583	0.063152	0.058212	0.28889	0.43934	0.15442	0.046544	0.076066	0.11736	0.047475	0.052076	0.85824	0.031947	0.55113	0.052433	0.071523	0.094995	0.051951	0.050525	0.033256	0.21634	0.034423	0.033426	0.70918	0.035035	0.053703	0.045019
Meth__cg12667808__KIAA0082	0.039416	0.041553	0.093342	0.029041	0.039877	0.05507	0.05122	0.028366	0.239	0.065172	0.073374	0.062014	0.025171	0.10278	0.033209	0.043425	0.04223	0.056617	0.22063	0.053385	0.25997	0.069479	0.044041	0.026581	0.30152	0.036639	0.040451	0.035269	0.028006	0.050441	0.046246	0.040951
Meth__cg15853125__TIAM1	0.051712	0.21156	0.36248	0.079582	0.94339	0.34799	0.040397	0.098549	0.04384	0.79415	0.072272	0.099794	0.61031	0.079896	0.28745	0.057715	0.88871	0.045038	0.85046	0.13557	0.10424	0.087928	0.046448	0.28538	0.074151	0.19313	0.048876	0.032794	0.35937	0.04285	0.060667	0.065067
Meth__cg05600174__C9orf95	0.088871	0.17979	0.080146	0.11432	0.094892	0.65678	0.67551	0.14021	0.082811	0.10191	0.13538	0.11378	0.082907	0.12401	0.11328	0.24605	0.081282	0.087517	0.70557	0.26853	0.15486	0.20904	0.084731	0.10308	0.053373	0.11747	0.48507	0.14103	0.12656	0.15594	0.16338	0.36401
Meth__cg14435807__LOXL1	0.030801	0.63892	0.93407	0.64297	0.24917	0.88928	0.219	0.90889	0.91204	0.91547	0.8452	0.34922	0.038109	0.64992	0.93006	0.45617	0.37871	0.73627	0.056875	0.78478	0.070989	0.85047	0.54124	0.32349	0.022516	0.026253	0.042714	0.56618	0.027714	0.92101	0.41974	0.91108
Meth__cg12582366__FLJ32130	0.05414	0.28483	0.46773	0.022832	0.064936	0.044184	0.24705	0.030945	0.1122	0.079283	0.20534	0.059019	0.031852	0.11636	0.07234	0.077336	0.053552	0.36463	0.051089	0.48272	0.10137	0.05914	0.55045	0.067949	0.029704	0.35536	0.026322	0.14202	0.668	0.035656	0.033763	0.028411
Meth__cg19752722__ERBB2	0.026387	0.04207	0.018459	0.035267	0.034889	0.032465	0.42349	0.060406	0.94632	0.089398	0.040471	0.035948	0.021313	0.076536	0.033516	0.025364	0.039022	0.017231	0.044132	0.022771	0.03161	0.050139	0.037507	0.024628	0.022478	0.03534	0.043619	0.017277	0.025126	0.017396	0.028319	0.031288
Meth__cg11243196__ADAMTS3	0.041602	0.68341	0.051454	0.035428	0.81891	0.094095	0.031351	0.052018	0.043188	0.064076	0.27732	0.055038	0.041269	0.096864	0.64545	0.088006	0.037814	0.027285	0.61432	0.0498	0.064921	0.28105	0.077866	0.029329	0.030627	0.050007	0.38956	0.026553	0.85182	0.053884	0.040935	0.042112
Meth__cg20322876__FLJ45803	0.039317	0.51629	0.034304	0.036685	0.90082	0.055747	0.97045	0.040993	0.090073	0.027676	0.40016	0.7286	0.043065	0.076104	0.061186	0.22587	0.058971	0.027133	0.51275	0.046731	0.065397	0.077607	0.054968	0.034051	0.04136	0.033427	0.48751	0.023811	0.95185	0.030097	0.031741	0.038677
Meth__cg27226949__EFNB2	0.34681	0.17073	0.051117	0.029719	0.027236	0.040152	0.023254	0.054772	0.089174	0.029695	0.3382	0.035915	0.034684	0.041372	0.041017	0.05472	0.034966	0.087783	0.075505	0.033894	0.083681	0.13075	0.094885	0.039649	0.045634	0.042103	0.030352	0.047176	0.084387	0.072227	0.050358	0.045077
Meth__cg14939652__NPAS3	0.069499	0.52276	0.039395	0.43446	0.16855	0.12046	0.074851	0.16083	0.05386	0.068874	0.16019	0.049535	0.028093	0.11567	0.26869	0.67127	0.054955	0.073921	0.088299	0.031655	0.059643	0.10412	0.18489	0.035065	0.035197	0.046275	0.060071	0.027761	0.16117	0.33829	0.13561	0.12044
Meth__cg04856858__CENTG2	0.1227	0.96639	0.7517	0.34745	0.54586	0.30773	0.49257	0.64449	0.13748	0.35942	0.55864	0.74743	0.78618	0.40187	0.21154	0.74501	0.29531	0.25635	0.35159	0.20818	0.024979	0.73499	0.039229	0.015806	0.16368	0.87333	0.28607	0.043082	0.20639	0.027464	0.41621	0.040494
Meth__cg25776555__ZNF614	0.0318	0.038693	0.021395	0.018873	0.021446	0.055069	0.41305	0.022379	0.037513	0.014317	0.19964	0.048232	0.015988	0.035752	0.023274	0.020213	0.035998	0.031133	0.026688	0.023664	0.031618	0.042288	0.029465	0.040533	0.036253	0.027338	0.017146	0.03728	0.014871	0.028104	0.027327	0.018847
Meth__cg22467567__IGFBP5	0.28696	0.30283	0.072881	0.075076	0.4378	0.089927	0.076005	0.9229	0.35874	0.30452	0.84469	0.089801	0.051642	0.18373	0.47896	0.93996	0.52598	0.62682	0.88017	0.11366	0.1366	0.10103	0.27842	0.28841	0.060593	0.79776	0.89694	0.0599	0.95616	0.099467	0.52312	0.78336
Meth__cg14260643__CYP3A5	0.080121	0.46495	0.19905	0.073732	0.075029	0.10515	0.38442	0.07869	0.059879	0.18416	0.28842	0.10021	0.088628	0.12605	0.070001	0.15398	0.13466	0.066711	0.3515	0.091255	0.1302	0.16976	0.064622	0.072214	0.065558	0.21033	0.061882	0.079379	0.1254	0.068692	0.074958	0.10386
Meth__cg01952458__ATP6V1B2	0.038435	0.14334	0.045603	0.031212	0.095782	0.064643	0.032258	0.039679	0.032992	0.043816	0.30601	0.06752	0.10588	0.19456	0.043176	0.10496	0.054376	0.025517	0.33849	0.064317	0.05412	0.088571	0.032444	0.021745	0.016592	0.03386	0.018672	0.047659	0.067746	0.032694	0.063793	0.063991
Meth__cg16978070__FLJ39370	0.030112	0.046991	0.031336	0.033929	0.30178	0.037686	0.027011	0.024456	0.023606	0.073508	0.041925	0.03714	0.039746	0.063027	0.037744	0.034313	0.028077	0.01517	0.088647	0.036088	0.066242	0.05615	0.034855	0.026363	0.022876	0.039917	0.035001	0.027682	0.031311	0.035594	0.029279	0.024081
Meth__cg10730712__COL23A1	0.69007	0.5511	0.60853	0.042281	0.76523	0.75736	0.43375	0.87947	0.036525	0.11489	0.54363	0.2271	0.03794	0.048535	0.71602	0.75906	0.34742	0.24145	0.90818	0.044459	0.17611	0.91498	0.051237	0.022496	0.036405	0.31187	0.32578	0.020853	0.9729	0.53539	0.28695	0.030493
Meth__cg04775502__C6orf114	0.12428	0.10212	0.1154	0.10051	0.078416	0.76589	0.11139	0.10052	0.42818	0.1058	0.15022	0.09607	0.057948	0.14389	0.076489	0.095086	0.11651	0.14556	0.20755	0.17658	0.16346	0.24604	0.42817	0.12303	0.088227	0.096244	0.073221	0.077012	0.12129	0.11759	0.16989	0.14271
Meth__cg22946150__SH3GL3	0.086865	0.82806	0.021446	0.018458	0.73536	0.023693	0.014243	0.024278	0.018685	0.062592	0.026526	0.023315	0.014395	0.049736	0.01431	0.015025	0.024747	0.01257	0.98014	0.021297	0.025903	0.040054	0.024955	0.011828	0.011337	0.015156	0.015129	0.015997	0.027889	0.011214	0.018878	0.023452
Meth__cg06200697__CTNND1	0.029951	0.088319	0.12372	0.87784	0.15535	0.26357	0.43659	0.91197	0.78646	0.52499	0.12291	0.46102	0.48132	0.50275	0.082756	0.78449	0.032651	0.063974	0.23964	0.057964	0.38849	0.047517	0.050882	0.037448	0.18725	0.046831	0.84455	0.73004	0.29307	0.083152	0.22491	0.69592
Meth__cg15350194__FAM70B	0.074846	0.24839	0.25602	0.22498	0.78766	0.23178	0.28558	0.16723	0.33781	0.61589	0.35046	0.49376	0.088673	0.03473	0.49259	0.55173	0.61476	0.062234	0.15123	0.21875	0.02993	0.097322	0.084369	0.057042	0.04392	0.61617	0.022475	0.04185	0.93225	0.066651	0.097335	0.22129
Meth__cg21675030__ABHD10	0.050169	0.040212	0.051552	0.046873	0.044694	0.06995	0.33271	0.061673	0.0282	0.061406	0.1162	0.038856	0.046699	0.073367	0.040876	0.1158	0.043765	0.021734	0.073472	0.044825	0.058496	0.20342	0.050735	0.034626	0.036242	0.053516	0.06161	0.044272	0.049345	0.04465	0.054681	0.046443
Meth__cg17316750__FAM82C	0.041861	0.05293	0.063706	0.038592	0.73632	0.047616	0.041935	0.1071	0.046824	0.18307	0.12598	0.18362	0.052991	0.12607	0.063176	0.17877	0.12675	0.041551	0.20632	0.066587	0.16443	0.10276	0.10222	0.044336	0.075581	0.1211	0.084668	0.03593	0.040245	0.05069	0.097761	0.10743
Meth__cg20858478__B4GALNT2	0.058617	0.8728	0.037452	0.072396	0.8978	0.078303	0.67936	0.054812	0.89475	0.1418	0.24374	0.077497	0.069566	0.18502	0.075765	0.33942	0.81012	0.06911	0.76868	0.044246	0.20954	0.17602	0.15143	0.068137	0.079518	0.19465	0.10745	0.07097	0.8472	0.041849	0.061623	0.2656
Meth__cg05621401__RET	0.071251	0.09261	0.045105	0.9362	0.8755	0.071494	0.31809	0.97801	0.49979	0.82926	0.97039	0.040055	0.19726	0.077992	0.048155	0.050614	0.16556	0.037503	0.91516	0.048311	0.07058	0.092155	0.050925	0.048221	0.03728	0.034182	0.096162	0.054113	0.89685	0.083552	0.051518	0.20906
Meth__cg05522383__PITX2	0.94246	0.81049	0.78999	0.5194	0.07893	0.92481	0.94038	0.055247	0.12792	0.79304	0.87898	0.060278	0.12733	0.41586	0.87125	0.94044	0.040955	0.63638	0.54472	0.60837	0.071361	0.090703	0.69558	0.039063	0.02783	0.16325	0.046131	0.057101	0.90542	0.054193	0.92008	0.92514
Meth__cg06071083__SLC12A4	0.04084	0.063592	0.29418	0.065095	0.029434	0.47459	0.050396	0.042738	0.04694	0.035931	0.055816	0.04389	0.068591	0.061526	0.93706	0.16002	0.039149	0.033962	0.066589	0.043282	0.074287	0.10657	0.050756	0.033651	0.021805	0.034251	0.031213	0.021559	0.82787	0.038698	0.52791	0.61216
Meth__cg09060849__GGA2	0.080399	0.092079	0.075841	0.083572	0.047443	0.078546	0.090407	0.044734	0.071977	0.076299	0.15238	0.059493	0.073137	0.088393	0.055236	0.069888	0.13441	0.054117	0.21192	0.067822	0.13829	0.10746	0.072907	0.057266	0.072651	0.78526	0.088092	0.034354	0.076991	0.07238	0.074713	0.083794
Meth__cg16632280__LTBP3	0.060949	0.057743	0.11439	0.057562	0.053458	0.1289	0.079079	0.065726	0.092672	0.054777	0.12774	0.061294	0.049011	0.10188	0.047962	0.060601	0.13864	0.079313	0.062933	0.08134	0.094457	0.09321	0.39758	0.051739	0.053445	0.058733	0.054401	0.075716	0.046646	0.067997	0.061366	0.071418
Meth__cg13701273__EPHA5	0.41893	0.51225	0.044628	0.052431	0.03038	0.22876	0.49233	0.047927	0.13666	0.53666	0.30535	0.031196	0.030827	0.041329	0.44073	0.2791	0.030151	0.13004	0.21419	0.051659	0.033665	0.13911	0.040729	0.02349	0.025059	0.20354	0.03356	0.031121	0.45242	0.081297	0.1848	0.26072
Meth__cg09250703__PIR	0.60089	0.13939	0.60011	0.24839	0.60693	0.053021	0.05073	0.035092	0.055485	0.041297	0.55334	0.068389	0.057567	0.2562	0.026475	0.93308	0.087986	0.63868	0.075253	0.51506	0.041584	0.26361	0.23841	0.034741	0.089886	0.045975	0.22384	0.083596	0.034748	0.54062	0.20027	0.045861
Meth__cg08064891__PTOV1	0.040672	0.62364	0.060474	0.056395	0.059857	0.082055	0.25859	0.080873	0.061919	0.18091	0.13806	0.052101	0.046153	0.10626	0.071205	0.044893	0.19643	0.085702	0.47963	0.091111	0.063833	0.058231	0.2547	0.38847	0.08154	0.07778	0.047852	0.12796	0.045233	0.14478	0.038039	0.044591
Meth__cg15646782__FAM55C	0.029361	0.034486	0.023432	0.1133	0.02589	0.030691	0.02982	0.018506	0.02351	0.031156	0.054928	0.025537	0.037187	0.042028	0.033231	0.023604	0.029718	0.019083	0.048203	0.034733	0.037438	0.050452	0.030901	0.015327	0.020065	0.026182	0.0355	0.028122	0.021186	0.022548	0.29278	0.48403
Meth__cg23681213__PNMA1	0.036904	0.18131	0.029372	0.026128	0.0255	0.032221	0.027807	0.034371	0.034382	0.03098	0.12415	0.17174	0.033283	0.079673	0.027686	0.035012	0.037169	0.47662	0.07749	0.1151	0.038695	0.10941	0.23919	0.029251	0.076153	0.27569	0.033613	0.33071	0.033916	0.04034	0.048791	0.03194
Meth__cg08446111__ABCC11	0.17423	0.48959	0.14019	0.82967	0.30121	0.088571	0.14947	0.62036	0.15445	0.72742	0.13815	0.70668	0.084633	0.24923	0.43489	0.32852	0.80811	0.2394	0.48439	0.42903	0.16557	0.104	0.1707	0.072613	0.28924	0.1001	0.055969	0.047033	0.077438	0.1232	0.12077	0.54028
Meth__cg18380974__WIG1	0.079974	0.088016	0.1261	0.067096	0.080623	0.078259	0.12033	0.092054	0.084659	0.10275	0.16322	0.092835	0.072913	0.092309	0.099745	0.11075	0.093371	0.14982	0.1072	0.088324	0.057163	0.16291	0.076189	0.09085	0.10931	0.084754	0.055752	0.091929	0.075595	0.08167	0.1037	0.075554
Meth__cg00547789__RAB39B	0.45571	0.9275	0.90559	0.073125	0.040321	0.90418	0.25461	0.040751	0.89576	0.13005	0.85234	0.25805	0.31688	0.11554	0.050847	0.20631	0.33548	0.3993	0.81527	0.63551	0.10716	0.88848	0.080916	0.25624	0.033202	0.3333	0.11255	0.94546	0.93122	0.50209	0.35981	0.041241
Meth__cg05655556__PSMD2	0.035216	0.6779	0.02286	0.040361	0.67511	0.066694	0.015707	0.026307	0.028017	0.026397	0.068919	0.039495	0.034055	0.046803	0.018182	0.053099	0.034824	0.040163	0.044703	0.035487	0.055613	0.055383	0.034268	0.027349	0.028213	0.04013	0.03038	0.024643	0.12958	0.032508	0.044776	0.098772
Meth__cg23886551__TMEM121	0.032434	0.78879	0.53102	0.19857	0.97086	0.05927	0.51099	0.11176	0.040681	0.31296	0.72068	0.41038	0.076952	0.28899	0.47608	0.069235	0.39094	0.039734	0.91481	0.058185	0.065383	0.17176	0.19794	0.033383	0.043951	0.75694	0.40136	0.045702	0.085624	0.039594	0.030503	0.051576
Meth__cg13631913__MGC4399	0.040969	0.050567	0.05122	0.040847	0.040257	0.046841	0.030056	0.051784	0.061405	0.041198	0.071269	0.042264	0.044827	0.088994	0.044421	0.050107	0.043776	0.053428	0.06871	0.055672	0.075952	0.10945	0.090995	0.039139	0.039631	0.035981	0.049546	0.037952	0.036803	0.05241	0.044258	0.044436
Meth__cg08052882__NNT	0.083595	0.41492	0.43711	0.088199	0.061314	0.14996	0.045338	0.062845	0.068001	0.053924	0.5782	0.05839	0.064379	0.1259	0.13923	0.057424	0.054472	0.23906	0.082957	0.083239	0.11947	0.15829	0.15016	0.058553	0.094441	0.039927	0.44883	0.12813	0.52734	0.29966	0.28936	0.1601
Meth__cg17780098__CSRP1	0.030913	0.026631	0.030886	0.091356	0.65745	0.03773	0.046126	0.035282	0.44193	0.029611	0.053044	0.56237	0.025045	0.046805	0.70401	0.020501	0.5	0.024089	0.091326	0.030595	0.026842	0.037348	0.043122	0.02325	0.022018	0.025159	0.83018	0.020745	0.030707	0.027504	0.033077	0.15075
Meth__cg05045781__FHL3	0.073157	0.47332	0.40637	0.13797	0.21844	0.11833	0.17362	0.25619	0.089823	0.41154	0.14809	0.2243	0.14557	0.13788	0.11995	0.13443	0.1143	0.30142	0.40821	0.08839	0.10129	0.074345	0.1155	0.054221	0.053313	0.11675	0.66179	0.057817	0.087396	0.13832	0.11363	0.11984
Meth__cg22874046__ICAM1	0.037525	0.045336	0.23791	0.10044	0.96981	0.035613	0.99064	0.041632	0.025617	0.074268	0.11008	0.12936	0.71472	0.10083	0.031829	0.32489	0.43028	0.062703	0.18231	0.041868	0.040753	0.1159	0.048864	0.10746	0.026309	0.022156	0.21516	0.020708	0.96743	0.041611	0.18037	0.6762
Meth__cg03160740__VIPR1	0.093005	0.54206	0.11252	0.22027	0.84787	0.13392	0.1234	0.067363	0.16082	0.16407	0.13815	0.41646	0.40417	0.23208	0.052557	0.064828	0.30774	0.045992	0.14144	0.093679	0.070031	0.14282	0.1167	0.10994	0.09667	0.25902	0.050429	0.046761	0.0489	0.044773	0.16847	0.062449
Meth__cg25990647__OPRK1	0.97125	0.44733	0.026316	0.012936	0.93561	0.96178	0.031739	0.028199	0.04731	0.028841	0.037896	0.027617	0.025675	0.05391	0.85122	0.26109	0.029538	0.019848	0.87068	0.027433	0.063666	0.84251	0.037785	0.018943	0.029302	0.090564	0.015629	0.046642	0.91114	0.027004	0.02519	0.41069
Meth__cg23906291__ERBB2	0.03468	0.037472	0.028003	0.02863	0.027505	0.040856	0.045341	0.051587	0.99014	0.079151	0.026251	0.04573	0.032475	0.065925	0.042821	0.041352	0.029872	0.028113	0.032853	0.024005	0.06176	0.040657	0.047794	0.04319	0.030764	0.033662	0.039313	0.019288	0.039586	0.024538	0.05086	0.037458
Meth__cg08820801__FBXO17	0.93584	0.06298	0.97276	0.033358	0.016496	0.79433	0.01796	0.56912	0.031096	0.064203	0.95169	0.22527	0.014604	0.43192	0.058838	0.21231	0.023953	0.93175	0.031208	0.72689	0.078879	0.89326	0.85478	0.02684	0.019343	0.022066	0.95985	0.84976	0.016953	0.73798	0.79033	0.95731
Meth__cg13796218__C1orf187	0.076495	0.903	0.062578	0.10532	0.76554	0.10814	0.13256	0.071535	0.63334	0.42168	0.73603	0.06983	0.39231	0.47236	0.17368	0.057888	0.789	0.14385	0.75032	0.070556	0.099539	0.24095	0.061092	0.0981	0.062873	0.4469	0.080454	0.090659	0.74028	0.082762	0.15279	0.18659
