Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg22983885__C1orf128	0.087026	0.039283	0.066618	0.060226	0.082	0.058688	0.069631	0.1189	0.067299	0.064651	0.077422	0.063789	0.089542	0.1268	0.041009	0.057261	0.092919	0.062265	0.064553	0.033479	0.077664	0.095979	0.047734	0.074524	0.089296	0.46268	0.082031	0.045868	0.075944	0.040459	0.029753	0.039428	0.089403	0.10056	0.026591	0.061559	0.084746	0.09359	0.074178	0.08307
Meth__cg09916572__ZP3	0.048773	0.030785	0.048823	0.25155	0.041586	0.67466	0.072164	0.63665	0.040514	0.040831	0.048721	0.048004	0.13488	0.11074	0.070254	0.050972	0.081507	0.061989	0.12211	0.03945	0.038948	0.052846	0.56998	0.25054	0.037906	0.56027	0.29295	0.12792	0.64239	0.055211	0.044124	0.035193	0.054797	0.042197	0.032641	0.062878	0.074106	0.067493	0.053702	0.056257
Meth__cg05922057__ZZEF1	0.023436	0.63092	0.17495	0.064452	0.17533	0.037317	0.090276	0.058305	0.033444	0.44504	0.14435	0.033043	0.046693	0.59021	0.026455	0.36494	0.033066	0.022137	0.025912	0.034398	0.058863	0.029157	0.054286	0.15657	0.39175	0.063005	0.043626	0.041703	0.045548	0.20614	0.026813	0.024346	0.18255	0.061987	0.042008	0.10457	0.045288	0.044183	0.038744	0.044175
Meth__cg08570275__P2RY1	0.09353	0.035141	0.21073	0.049781	0.022666	0.090626	0.30683	0.038547	0.19275	0.032983	0.019924	0.11384	0.064076	0.05684	0.020878	0.022731	0.027827	0.02738	0.078074	0.023589	0.13794	0.071567	0.033255	0.036124	0.022319	0.45947	0.045188	0.026736	0.12117	0.044653	0.028443	0.015	0.028591	0.019095	0.0218	0.016035	0.10064	0.022464	0.024197	0.033257
Meth__cg05316065__MLZE	0.059014	0.03928	0.054755	0.34097	0.348	0.87752	0.16273	0.53712	0.048959	0.09708	0.21504	0.042594	0.016913	0.06867	0.19512	0.10639	0.031956	0.90005	0.12953	0.32574	0.61014	0.59327	0.89234	0.88427	0.042415	0.73654	0.32956	0.068568	0.79044	0.10849	0.1218	0.051078	0.079384	0.055807	0.027037	0.03868	0.22572	0.06117	0.081116	0.11294
Meth__cg27657283__LEPRE1	0.065804	0.063036	0.10471	0.090968	0.072172	0.041649	0.12208	0.13667	0.62597	0.042883	0.046107	0.06556	0.091477	0.20373	0.041906	0.040656	0.071195	0.096496	0.069792	0.064946	0.070391	0.075571	0.10188	0.082629	0.087151	0.15846	0.096449	0.19927	0.098442	0.098917	0.03837	0.075213	0.10654	0.072977	0.06112	0.064626	0.28164	0.11419	0.10607	0.087833
Meth__cg19239342__REEP5	0.073495	0.068173	0.10886	0.12556	0.065303	0.33369	0.092346	0.45611	0.19064	0.15047	0.08258	0.1198	0.54216	0.31169	0.069346	0.17725	0.18902	0.066379	0.24042	0.47476	0.12116	0.099086	0.13422	0.21336	0.23791	0.48132	0.1001	0.15	0.14274	0.16298	0.077313	0.089199	0.080056	0.2933	0.059588	0.070519	0.095147	0.30171	0.077035	0.21152
Meth__cg02515422__TLR4	0.28382	0.076106	0.094686	0.30517	0.15151	0.23457	0.56679	0.21627	0.10261	0.49511	0.068798	0.19977	0.1034	0.081401	0.061321	0.35179	0.15921	0.088087	0.16222	0.10242	0.080622	0.091572	0.75186	0.10728	0.095516	0.14634	0.13909	0.30542	0.21144	0.08661	0.090181	0.10478	0.092145	0.19566	0.084594	0.14604	0.10923	0.1212	0.38782	0.31617
Meth__cg20637307__ERBB4	0.052286	0.045	0.80133	0.039803	0.114	0.65494	0.060387	0.12165	0.37923	0.042615	0.034063	0.036929	0.148	0.10787	0.025074	0.047822	0.079156	0.022384	0.051804	0.041837	0.042646	0.082705	0.11953	0.050071	0.069415	0.23682	0.066537	0.046851	0.089693	0.093421	0.040494	0.027521	0.30543	0.34216	0.025455	0.018563	0.093095	0.051404	0.052975	0.076686
Meth__cg26614073__SCAP	0.33359	0.10368	0.35352	0.083333	0.11278	0.51463	0.11204	0.32869	0.65889	0.23632	0.1685	0.065262	0.88253	0.72698	0.23757	0.1814	0.1237	0.47353	0.19265	0.074055	0.35528	0.42669	0.34653	0.19286	0.65244	0.86738	0.82825	0.16241	0.37933	0.25756	0.054135	0.11633	0.145	0.66307	0.061929	0.1071	0.080954	0.071509	0.091359	0.093188
Meth__cg14213620__DFFB	0.033117	0.025013	0.053528	0.03573	0.022427	0.026544	0.034507	0.062998	0.50905	0.027586	0.032142	0.035677	0.03014	0.060045	0.019268	0.024875	0.027141	0.028048	0.04737	0.020197	0.018446	0.045558	0.0275	0.041858	0.02313	0.044372	0.040375	0.077448	0.053104	0.024739	0.023014	0.020055	0.021855	0.027693	0.020165	0.019569	0.061007	0.041229	0.040391	0.041709
Meth__cg03773789__GLI4	0.047175	0.1268	0.037782	0.07998	0.03024	0.093429	0.05518	0.14437	0.95072	0.055312	0.054418	0.045709	0.39501	0.13653	0.022428	0.042707	0.11725	0.04112	0.050319	0.026402	0.062032	0.039933	0.2046	0.16666	0.092294	0.063796	0.071883	0.065343	0.097955	0.051528	0.073171	0.046934	0.092534	0.77808	0.027138	0.42018	0.09739	0.032756	0.055317	0.10032
Meth__cg13283751__GPX5	0.12995	0.074523	0.61348	0.1328	0.048683	0.059169	0.062791	0.13562	0.62298	0.080724	0.083962	0.21459	0.097074	0.10346	0.040134	0.05962	0.29864	0.27312	0.081818	0.09078	0.080036	0.13345	0.071497	0.12722	0.1617	0.11189	0.11761	0.10529	0.19563	0.074883	0.046573	0.074776	0.071628	0.10304	0.046536	0.088776	0.087511	0.092757	0.12187	0.16982
Meth__cg24200059__FLJ22222	0.044144	0.038815	0.064047	0.049219	0.024467	0.081437	0.056539	0.28848	0.069236	0.060505	0.039146	0.054834	0.042932	0.082087	0.036279	0.056959	0.085475	0.072736	0.085324	0.17902	0.044471	0.059872	0.048037	0.071698	0.037674	0.31017	0.047029	0.08517	0.056536	0.06176	0.055002	0.049954	0.064949	0.048057	0.03823	0.039926	0.09863	0.050533	0.040591	0.049965
Meth__cg13163729__SIX3	0.068506	0.063566	0.86875	0.21311	0.55546	0.84868	0.75208	0.76127	0.094886	0.049965	0.51796	0.84127	0.057334	0.35537	0.04571	0.063754	0.62234	0.43672	0.10018	0.13257	0.80674	0.83865	0.61565	0.75055	0.36855	0.81808	0.34444	0.089934	0.39014	0.11775	0.056727	0.055231	0.089445	0.066464	0.044205	0.44981	0.07634	0.51021	0.72749	0.54301
Meth__cg03822011__FANCF	0.038219	0.037451	0.054107	0.045472	0.040765	0.18731	0.050948	0.062707	0.064267	0.03262	0.040146	0.043827	0.062356	0.53566	0.033862	0.034512	0.044606	0.036026	0.16044	0.048733	0.038241	0.051068	0.040363	0.055335	0.031501	0.27962	0.051289	0.058107	0.094856	0.05267	0.03906	0.03715	0.043377	0.040785	0.03183	0.025784	0.047862	0.043114	0.038204	0.042928
Meth__cg17317962__ACTG1	0.042239	0.34403	0.052158	0.03212	0.035408	0.03289	0.042559	0.015974	0.024157	0.024512	0.10237	0.02703	0.041556	0.15831	0.30816	0.03032	0.028697	0.024183	0.14418	0.024746	0.040006	0.031937	0.039771	0.033319	0.37222	0.053948	0.12764	0.23404	0.069112	0.4339	0.09315	0.032232	0.039437	0.01921	0.28312	0.04186	0.067158	0.070314	0.49672	0.036308
Meth__cg07103493__SLC27A6	0.12742	0.039827	0.76007	0.066102	0.037818	0.77589	0.4841	0.79274	0.37388	0.05482	0.040525	0.11641	0.069084	0.21351	0.021769	0.091951	0.031826	0.053556	0.18692	0.044589	0.042318	0.055946	0.16537	0.088848	0.046461	0.91009	0.54444	0.099343	0.89868	0.067811	0.042018	0.038286	0.099857	0.51965	0.35064	0.56352	0.29719	0.042921	0.13504	0.37456
Meth__cg11303749__HIST1H4B	0.044434	0.042752	0.0514	0.044854	0.044397	0.043092	0.048221	0.03508	0.053422	0.085112	0.043475	0.044912	0.026511	0.11288	0.037823	0.070416	0.034894	0.035029	0.048462	0.058982	0.035924	0.038791	0.052391	0.043264	0.052601	0.08915	0.04889	0.044929	0.069767	0.060978	0.042965	0.038338	0.0692	0.054249	0.059754	0.4785	0.027204	0.050133	0.043411	0.052002
Meth__cg07328579__GLT8D2	0.89446	0.035417	0.053583	0.055109	0.050625	0.28226	0.8596	0.153	0.93261	0.050645	0.38882	0.81195	0.12394	0.91163	0.032411	0.046385	0.8945	0.038966	0.13634	0.051303	0.60878	0.58289	0.91847	0.070252	0.29051	0.84888	0.82878	0.10679	0.80732	0.062691	0.87874	0.030431	0.041499	0.90122	0.068841	0.91305	0.035156	0.28207	0.57803	0.76585
Meth__cg01346718__CSNK1E	0.064285	0.13141	0.17989	0.13578	0.12717	0.75483	0.19053	0.63658	0.17916	0.14903	0.17277	0.23345	0.58873	0.30305	0.50275	0.18172	0.33513	0.19933	0.20503	0.11726	0.39383	0.27603	0.44402	0.75817	0.097957	0.19836	0.21841	0.187	0.19512	0.13831	0.098087	0.068539	0.17664	0.062957	0.11662	0.14511	0.26672	0.16425	0.13205	0.083173
Meth__cg06493994__SCGN	0.91357	0.0307	0.12132	0.9316	0.065241	0.8153	0.84913	0.33529	0.33293	0.038371	0.27865	0.71426	0.13684	0.2835	0.023651	0.051624	0.036276	0.39878	0.13622	0.85946	0.3349	0.61399	0.41792	0.14975	0.026431	0.884	0.46945	0.065686	0.87355	0.17172	0.091515	0.071482	0.38013	0.025744	0.027267	0.082377	0.07033	0.076686	0.13346	0.045216
Meth__cg08416046__IRS4	0.51233	0.063854	0.12831	0.068735	0.37831	0.67078	0.10843	0.58634	0.5229	0.058938	0.63761	0.49901	0.069857	0.07507	0.045047	0.076183	0.52814	0.55541	0.19929	0.6489	0.69291	0.063113	0.49763	0.55113	0.51563	0.9036	0.054191	0.55923	0.38752	0.087172	0.54168	0.05836	0.28852	0.044333	0.047295	0.29649	0.93077	0.56734	0.45224	0.052694
Meth__cg23927367__ACAD8	0.061598	0.030803	0.14298	0.070396	0.037809	0.039697	0.076247	0.37702	0.18158	0.037135	0.046276	0.063709	0.071013	0.13182	0.037609	0.048398	0.045144	0.066589	0.079336	0.07184	0.056205	0.059705	0.068292	0.050962	0.039274	0.19556	0.049323	0.096643	0.080702	0.070903	0.052531	0.047208	0.054012	0.042658	0.03533	0.041094	0.049581	0.048198	0.060556	0.054188
Meth__cg11005826__IGF2AS	0.12698	0.062355	0.63848	0.22124	0.079854	0.59868	0.15109	0.87397	0.6061	0.089198	0.098934	0.84389	0.76533	0.74153	0.057003	0.10114	0.20185	0.23364	0.17536	0.095636	0.69707	0.61976	0.16691	0.10685	0.25819	0.89915	0.88171	0.081839	0.73155	0.090395	0.072282	0.082935	0.096966	0.58137	0.090909	0.71136	0.16996	0.12167	0.10899	0.088751
Meth__cg19668255__LOC81558	0.039429	0.078713	0.10489	0.051171	0.028842	0.31791	0.09666	0.26135	0.41052	0.11046	0.031858	0.079585	0.081999	0.19337	0.027887	0.10622	0.05964	0.11128	0.12033	0.049222	0.16754	0.18469	0.034436	0.13895	0.040225	0.75238	0.031799	0.073116	0.033937	0.10521	0.039001	0.061565	0.072885	0.10299	0.036782	0.28719	0.23977	0.034971	0.056956	0.084559
Meth__cg05028467__SNCB	0.069949	0.032665	0.95205	0.040205	0.057493	0.084202	0.95999	0.37732	0.48398	0.05304	0.073071	0.88306	0.74426	0.91553	0.040778	0.048597	0.27705	0.038852	0.086779	0.061881	0.8867	0.95356	0.045153	0.058612	0.063126	0.91617	0.57481	0.058576	0.88817	0.1394	0.05801	0.03771	0.03522	0.86913	0.024988	0.97644	0.1885	0.060738	0.092824	0.21008
Meth__cg10189695__GPR78	0.038341	0.038164	0.067359	0.039971	0.035127	0.85632	0.048653	0.58955	0.28214	0.030642	0.037196	0.48693	0.5546	0.14212	0.026515	0.040233	0.040379	0.32935	0.080673	0.89762	0.057822	0.045559	0.032963	0.093041	0.030703	0.93888	0.053009	0.064763	0.6487	0.058447	0.032754	0.04257	0.52402	0.024228	0.029247	0.034336	0.051862	0.041443	0.035034	0.043472
Meth__cg21878918__LOC56901	0.060216	0.033143	0.061021	0.044715	0.034428	0.57739	0.041583	0.66844	0.063152	0.047477	0.058212	0.28889	0.43934	0.15442	0.037232	0.046544	0.56841	0.076066	0.11736	0.051808	0.047475	0.052893	0.052076	0.85824	0.031947	0.55113	0.052433	0.071523	0.094995	0.051951	0.050525	0.033256	0.21634	0.034423	0.033426	0.70918	0.083211	0.035035	0.053703	0.045019
Meth__cg23503501__RIBC2	0.060055	0.094974	0.044818	0.040833	0.027809	0.33056	0.046689	0.041254	0.48071	0.038957	0.042076	0.047087	0.090665	0.14866	0.031741	0.030672	0.33503	0.031644	0.053699	0.060678	0.50067	0.041824	0.30391	0.55301	0.36515	0.058598	0.036693	0.061182	0.065549	0.19894	0.03548	0.14301	0.064183	0.03631	0.018186	0.02599	0.083089	0.037592	0.063898	0.5522
Meth__cg26952662__CTHRC1	0.6443	0.025066	0.034941	0.43541	0.27932	0.96249	0.66592	0.97792	0.54812	0.93907	0.028927	0.063012	0.032133	0.23814	0.018059	0.71088	0.75089	0.27105	0.12335	0.83048	0.021442	0.030216	0.13934	0.23937	0.17145	0.9253	0.026449	0.049293	0.064728	0.063666	0.026654	0.033391	0.95559	0.25214	0.022457	0.38626	0.93981	0.025756	0.14203	0.94334
Meth__cg05590982__P8	0.053018	0.038124	0.071336	0.081393	0.6632	0.56191	0.048796	0.54995	0.084592	0.061207	0.27011	0.72697	0.12294	0.15609	0.039459	0.049806	0.2344	0.04502	0.046599	0.037704	0.74061	0.87778	0.84855	0.75292	0.80679	0.55148	0.30465	0.071736	0.061271	0.18115	0.037753	0.35099	0.073507	0.78839	0.036746	0.041063	0.068759	0.15295	0.26244	0.45714
Meth__cg09874752__SFRP5	0.57191	0.042928	0.94819	0.65626	0.045226	0.51225	0.81316	0.34316	0.2371	0.038552	0.11061	0.63952	0.070351	0.89858	0.054809	0.041333	0.53221	0.055901	0.082062	0.037566	0.94747	0.95539	0.12495	0.90829	0.47688	0.91906	0.60734	0.074098	0.91788	0.088973	0.040454	0.063402	0.067201	0.063371	0.034816	0.27297	0.87262	0.048482	0.55043	0.076095
Meth__cg26567442__PSMD6	0.37896	0.025686	0.028168	0.041378	0.031432	0.07178	0.040634	0.075684	0.033735	0.038635	0.032151	0.045398	0.094148	0.064346	0.028727	0.031922	0.03022	0.028601	0.054905	0.03355	0.022576	0.046643	0.030385	0.046345	0.026635	0.14394	0.035299	0.65149	0.062635	0.069091	0.021955	0.029621	0.03259	0.035856	0.034493	0.026185	0.05473	0.039488	0.028925	0.039456
Meth__cg16114640__THSD1	0.14028	0.12103	0.21383	0.16121	0.1219	0.10231	0.13749	0.184	0.65188	0.09106	0.091426	0.16279	0.21739	0.25919	0.25063	0.13138	0.17717	0.13842	0.19622	0.19456	0.17044	0.20392	0.54836	0.19064	0.52361	0.26254	0.79773	0.16601	0.52182	0.16145	0.09035	0.13389	0.48606	0.84858	0.068036	0.76589	0.75263	0.17236	0.38332	0.62417
Meth__cg22585988__PVRL4	0.026399	0.015309	0.036963	0.019419	0.016055	0.95734	0.0235	0.97074	0.017342	0.014845	0.01694	0.88553	0.019854	0.03884	0.013904	0.018761	0.061356	0.95308	0.026903	0.74041	0.024257	0.019638	0.021504	0.94787	0.015416	0.96822	0.03107	0.039588	0.031959	0.024859	0.93885	0.019266	0.93054	0.015303	0.019277	0.016235	0.046166	0.02521	0.022484	0.018927
Meth__cg20744464__MFI2	0.03616	0.044649	0.94852	0.95388	0.065948	0.85984	0.034285	0.042915	0.1741	0.069094	0.049272	0.032243	0.78675	0.96073	0.2201	0.090426	0.070385	0.13277	0.51873	0.22019	0.022107	0.022351	0.21545	0.026235	0.077079	0.069521	0.043285	0.021287	0.25557	0.13735	0.034811	0.030895	0.61814	0.35488	0.11238	0.048932	0.016344	0.82425	0.038754	0.032024
Meth__cg10135717__ADAMTS17	0.080965	0.12094	0.19773	0.18668	0.094598	0.40651	0.10733	0.60266	0.53519	0.091775	0.099123	0.39317	0.29238	0.3454	0.081458	0.10809	0.38523	0.11609	0.15551	0.50714	0.40204	0.14394	0.13871	0.17673	0.11095	0.58185	0.29258	0.10983	0.64052	0.11707	0.88096	0.077001	0.10749	0.27423	0.13868	0.26049	0.13214	0.085731	0.18025	0.19658
Meth__cg21700166__GPR68	0.30479	0.16829	0.94279	0.28845	0.065672	0.88507	0.34473	0.89254	0.8568	0.073934	0.071393	0.58287	0.79356	0.91006	0.30261	0.073249	0.20871	0.5801	0.04307	0.32393	0.72315	0.40589	0.068229	0.82618	0.2756	0.8177	0.28783	0.030349	0.66446	0.087872	0.026221	0.029519	0.51532	0.44867	0.075228	0.7689	0.24769	0.034598	0.25255	0.12499
Meth__cg00892798__NGFR	0.043545	0.041405	0.60748	0.41754	0.19601	0.19058	0.059641	0.02559	0.079261	0.058209	0.17907	0.43861	0.083452	0.64768	0.26284	0.10155	0.025418	0.03413	0.3907	0.029144	0.26445	0.079936	0.038918	0.02794	0.28772	0.9061	0.076442	0.039779	0.41539	0.061294	0.022616	0.31666	0.034916	0.11498	0.17674	0.12539	0.096233	0.031616	0.20149	0.33106
Meth__cg19547629__MYRIP	0.55903	0.21406	0.94306	0.043323	0.26615	0.9132	0.81554	0.61347	0.49257	0.040874	0.037421	0.93889	0.61637	0.42947	0.086504	0.12489	0.18533	0.35196	0.23906	0.75077	0.95863	0.9392	0.41282	0.32673	0.87392	0.85429	0.033394	0.30351	0.35325	0.060756	0.092499	0.11102	0.6221	0.048353	0.045326	0.79525	0.30207	0.034826	0.37691	0.44118
Meth__cg11654620__ECGF1	0.034691	0.02935	0.047408	0.12115	0.022133	0.84498	0.040417	0.80973	0.027812	0.040953	0.037896	0.071013	0.63678	0.067802	0.030684	0.028817	0.9537	0.026206	0.077512	0.095929	0.96381	0.92112	0.034488	0.044422	0.022558	0.91725	0.050356	0.045037	0.062206	0.063223	0.035377	0.030248	0.037659	0.017839	0.045027	0.032101	0.076504	0.028853	0.038435	0.039549
Meth__cg04972979__C20orf54	0.040733	0.02114	0.035598	0.029815	0.092436	0.8691	0.036616	0.66402	0.027553	0.020339	0.055678	0.58367	0.031271	0.053565	0.025835	0.028344	0.035829	0.73775	0.068248	0.15418	0.6191	0.52222	0.28448	0.48691	0.02758	0.70175	0.031899	0.04026	0.061221	0.032369	0.36709	0.069524	0.25004	0.025862	0.02299	0.029579	0.14144	0.045275	0.052696	0.035238
Meth__cg15948326__C11orf45	0.034961	0.015478	0.4701	0.016524	0.019576	0.64771	0.019323	0.045674	0.013055	0.023218	0.01767	0.017257	0.035165	0.034362	0.01485	0.013316	0.015058	0.023631	0.023281	0.062886	0.019133	0.021716	0.026802	0.022917	0.018942	0.50529	0.018879	0.024894	0.059541	0.026897	0.039816	0.014006	0.017688	0.20894	0.018538	0.8196	0.061411	0.020673	0.02459	0.10596
Meth__cg00067471__ATP5D	0.058818	0.061324	0.70581	0.090572	0.067579	0.39372	0.096675	0.13351	0.212	0.05635	0.087782	0.085263	0.35673	0.14735	0.052491	0.061668	0.14243	0.075771	0.22115	0.057543	0.092154	0.1859	0.09698	0.31772	0.19642	0.1249	0.14487	0.13729	0.13895	0.084494	0.046087	0.075986	0.059031	0.10731	0.072675	0.075208	0.14424	0.057761	0.067086	0.065105
Meth__cg08896945__CALCB	0.053901	0.04835	0.15917	0.20462	0.03918	0.67538	0.13948	0.43451	0.57538	0.042582	0.052428	0.41903	0.094656	0.53335	0.51117	0.047294	0.50711	0.14598	0.10142	0.051481	0.88885	0.90465	0.18829	0.13781	0.055919	0.85224	0.10886	0.057462	0.83774	0.14393	0.045033	0.051875	0.29802	0.034339	0.049971	0.12534	0.1326	0.06188	0.47486	0.43772
Meth__cg16078836__MAP3K13	0.14493	0.069876	0.11496	0.10805	0.085096	0.55409	0.1412	0.42704	0.37718	0.40631	0.069233	0.31785	0.11893	0.1294	0.067077	0.24691	0.06958	0.093938	0.059042	0.10181	0.07426	0.12605	0.086696	0.14127	0.076664	0.1905	0.096615	0.21561	0.10091	0.059655	0.47959	0.057369	0.11323	0.081081	0.053463	0.090909	0.082633	0.094212	0.13785	0.10994
Meth__cg08817120__DKFZP686A01247	0.046962	0.038437	0.051929	0.050878	0.031871	0.59041	0.041001	0.03829	0.034056	0.03585	0.047838	0.053212	0.03989	0.063048	0.021707	0.03758	0.029357	0.07391	0.062689	0.061435	0.55919	0.072956	0.036885	0.054692	0.033501	0.089264	0.047349	0.06673	0.062655	0.079215	0.029482	0.029828	0.029415	0.025753	0.031128	0.03401	0.15369	0.047616	0.034755	0.33123
Meth__cg09580336__ATP1A1	0.27093	0.069378	0.18257	0.594	0.18207	0.74737	0.79032	0.67744	0.091013	0.079679	0.29559	0.10165	0.096821	0.35197	0.087912	0.093262	0.11063	0.27632	0.16884	0.22529	0.045911	0.045885	0.83699	0.78625	0.20954	0.81908	0.39234	0.13652	0.69225	0.12137	0.29688	0.078887	0.31261	0.4824	0.10709	0.72232	0.21268	0.12373	0.76364	0.73725
Meth__cg21092462__KCNH1	0.046638	0.03681	0.3275	0.32301	0.15475	0.061643	0.22267	0.044147	0.14994	0.18492	0.42183	0.26013	0.21687	0.56402	0.086645	0.2616	0.086514	0.042716	0.18218	0.032147	0.17265	0.10291	0.17479	0.064897	0.29235	0.52129	0.074399	0.12443	0.36941	0.060483	0.033914	0.061194	0.32661	0.30498	0.28611	0.35525	0.12514	0.094632	0.13817	0.096902
Meth__cg21360828__CENPA	0.1967	0.085288	0.36824	0.22229	0.048972	0.533	0.31791	0.5357	0.17552	0.12118	0.064301	0.13811	0.27274	0.52492	0.12022	0.10097	0.22206	0.54317	0.096748	0.063619	0.066543	0.054887	0.64381	0.51381	0.096655	0.69872	0.25021	0.11102	0.11729	0.11067	0.058662	0.47476	0.16302	0.099069	0.14111	0.50108	0.13427	0.08476	0.081531	0.70725
Meth__cg10636246__AIM2	0.90503	0.078349	0.055518	0.42648	0.80235	0.10706	0.29387	0.16851	0.89499	0.40348	0.072034	0.48964	0.77098	0.18747	0.07601	0.41184	0.60802	0.85491	0.051833	0.12641	0.20325	0.21065	0.38265	0.12165	0.038783	0.41574	0.25737	0.094659	0.44243	0.10576	0.21646	0.86453	0.050966	0.052246	0.095673	0.26087	0.488	0.08654	0.57979	0.78215
Meth__cg05745851__CCDC62	0.082814	0.054615	0.72457	0.68261	0.034471	0.9351	0.051287	0.28027	0.41617	0.034944	0.033766	0.044397	0.32208	0.21023	0.9188	0.056411	0.93935	0.039938	0.15715	0.27001	0.045731	0.048068	0.028311	0.93597	0.049253	0.9124	0.71611	0.10478	0.08932	0.12201	0.063957	0.051792	0.12041	0.043424	0.077014	0.032744	0.52039	0.045679	0.66277	0.94668
Meth__cg17805404__GPR162	0.022497	0.23394	0.89643	0.90334	0.85737	0.035045	0.5258	0.017586	0.026045	0.68079	0.61552	0.71497	0.83815	0.81055	0.24694	0.62426	0.44675	0.030077	0.075924	0.037622	0.58418	0.57625	0.88853	0.68688	0.70239	0.04291	0.48733	0.030997	0.086844	0.3875	0.035642	0.30038	0.051617	0.33708	0.16204	0.61212	0.060124	0.91625	0.56377	0.63429
Meth__cg00003994__MEOX2	0.86347	0.038321	0.54108	0.58768	0.038327	0.84666	0.60042	0.070639	0.91269	0.047265	0.043733	0.6338	0.15465	0.36316	0.89134	0.039763	0.82158	0.066535	0.060197	0.53098	0.11628	0.092329	0.20038	0.048368	0.81869	0.70791	0.11481	0.088951	0.69585	0.078094	0.071066	0.066858	0.066631	0.19139	0.051345	0.1817	0.15807	0.36893	0.75733	0.79806
Meth__cg07477160__NDRG1	0.025971	0.021037	0.018228	0.032486	0.013486	0.67909	0.021902	0.015142	0.032789	0.016875	0.018233	0.015422	0.023916	0.034742	0.012496	0.013617	0.01391	0.018869	0.023701	0.013649	0.020761	0.022759	0.020104	0.017159	0.012474	0.020311	0.021843	0.034016	0.028091	0.026774	0.015308	0.013034	0.014763	0.01243	0.01166	0.016047	0.035067	0.012815	0.018229	0.022459
Meth__cg03623878__MCF2L	0.019556	0.025632	0.03543	0.030514	0.019958	0.45834	0.031095	0.31723	0.13625	0.020123	0.031796	0.04279	0.089331	0.09388	0.016615	0.027527	0.20627	0.75725	0.038929	0.016696	0.020634	0.044224	0.037087	0.59501	0.017721	0.048839	0.033462	0.043776	0.062828	0.02081	0.23603	0.081245	0.02306	0.022266	0.018268	0.025015	0.10253	0.057276	0.0278	0.044804
Meth__cg24205633__ACN9	0.34744	0.028062	0.052183	0.92137	0.028398	0.041416	0.92429	0.056911	0.032972	0.027238	0.03273	0.21508	0.040593	0.055681	0.04554	0.26489	0.034954	0.029654	0.053108	0.028594	0.91129	0.8549	0.9007	0.031537	0.028752	0.27339	0.034213	0.062626	0.096242	0.075577	0.035569	0.028316	0.040734	0.050105	0.03733	0.023929	0.7941	0.044648	0.76726	0.89301
Meth__cg20346726__MGC13040	0.091096	0.054526	0.63767	0.48837	0.043847	0.47739	0.89758	0.15681	0.04627	0.096095	0.067232	0.10718	0.076101	0.75205	0.041316	0.10588	0.13047	0.06144	0.089813	0.050245	0.46831	0.20247	0.90847	0.073317	0.11208	0.76866	0.84372	0.08678	0.63292	0.11006	0.085203	0.052329	0.047407	0.23534	0.04439	0.56007	0.53681	0.061	0.36925	0.83546
Meth__cg13686042__SBF1	0.06485	0.089095	0.12733	0.12409	0.11843	0.24261	0.087322	0.12763	0.048635	0.04418	0.10393	0.089672	0.18506	0.19512	0.055563	0.056491	0.20812	0.14685	0.08611	0.085718	0.19813	0.092376	0.37484	0.51925	0.14813	0.24416	0.11429	0.094009	0.099567	0.21524	0.052788	0.049274	0.059127	0.27112	0.052415	0.097941	0.098288	0.07951	0.052833	0.058541
Meth__cg05436231__CD164L2	0.036745	0.033462	0.085137	0.97276	0.031019	0.97605	0.032285	0.9699	0.3342	0.02452	0.035896	0.032724	0.25671	0.058847	0.02565	0.028591	0.034449	0.97612	0.68014	0.59779	0.041168	0.028935	0.030263	0.92365	0.026628	0.92422	0.72805	0.047919	0.90624	0.11738	0.26959	0.47549	0.49218	0.025109	0.041022	0.025292	0.059684	0.040048	0.9676	0.97134
Meth__cg00707317__NMNAT2	0.44644	0.018608	0.047463	0.096154	0.033648	0.54513	0.65071	0.15773	0.29211	0.022978	0.05353	0.31243	0.61645	0.93159	0.019721	0.023005	0.41447	0.041032	0.048409	0.23974	0.4339	0.31849	0.11132	0.021847	0.47681	0.087807	0.046111	0.14575	0.86271	0.045455	0.035586	0.066507	0.041901	0.10839	0.023884	0.71955	0.11803	0.035838	0.033272	0.31151
Meth__cg17430393__VSNL1	0.55686	0.022575	0.44812	0.064647	0.043326	0.36647	0.96147	0.42868	0.040426	0.040048	0.043928	0.11242	0.075825	0.044276	0.25672	0.03543	0.15675	0.071807	0.048632	0.029414	0.37894	0.49901	0.21177	0.030479	0.46753	0.11237	0.93128	0.080645	0.19226	0.058126	0.034816	0.030474	0.025337	0.026956	0.031802	0.16361	0.38922	0.92099	0.42788	0.48828
