Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg05248470__LILRB2	0.13792	0.087989	0.21685	0.12485	0.089618	0.086574	0.42544	0.42037	0.17512	0.16332	0.70101	0.82781	0.19884	0.053679	0.17433	0.39305	0.11056	0.11323	0.4556	0.20103	0.09686	0.096626	0.61092	0.16109	0.083826	0.11096	0.23531	0.20338	0.12199	0.1136	0.080366	0.092964	0.08793	0.045455	0.19848	0.15541	0.45647	0.11325	0.24127	0.12027
Meth__cg08804892__TRAK1	0.082364	0.090348	0.10427	0.097829	0.82794	0.1116	0.79647	0.05529	0.78743	0.11557	0.77695	0.081284	0.76513	0.051124	0.56751	0.36642	0.19473	0.81278	0.09373	0.11522	0.10108	0.77385	0.084757	0.11846	0.10479	0.12541	0.85595	0.43749	0.095591	0.13632	0.35805	0.091835	0.81162	0.084974	0.089379	0.1293	0.086183	0.32967	0.096991	0.76252
Meth__cg11119596__CD96	0.75669	0.057323	0.68534	0.12516	0.63233	0.46551	0.23535	0.30465	0.61593	0.16724	0.62154	0.15978	0.33206	0.1104	0.37127	0.2019	0.12189	0.29344	0.11211	0.11743	0.09117	0.21512	0.88967	0.099884	0.16293	0.12363	0.2504	0.25969	0.062994	0.105	0.23428	0.67945	0.18664	0.62164	0.14575	0.20611	0.34119	0.23723	0.31131	0.1724
Meth__cg15443822__ATP2A3	0.11411	0.020918	0.03511	0.047061	0.42492	0.58817	0.6325	0.65203	0.026584	0.24768	0.38707	0.85906	0.61688	0.023735	0.1263	0.44717	0.053686	0.021063	0.025446	0.026281	0.10301	0.74845	0.030621	0.44131	0.025094	0.21788	0.3601	0.10346	0.5103	0.059711	0.022819	0.12921	0.063191	0.023694	0.60681	0.037795	0.024403	0.039703	0.87081	0.034722
Meth__cg13531842__ZNF37A	0.038916	0.096827	0.13236	0.038048	0.03463	0.041301	0.23131	0.10048	0.14728	0.10737	0.036783	0.39112	0.11655	0.030511	0.14153	0.044861	0.10419	0.032571	0.052895	0.040176	0.04858	0.056299	0.041008	0.21544	0.40138	0.074697	0.38682	0.059599	0.16749	0.13906	0.033245	0.041796	0.094196	0.039074	0.027609	0.068864	0.032399	0.058632	0.12305	0.044237
Meth__cg14019317__PROX1	0.046567	0.04118	0.056563	0.11263	0.056622	0.046759	0.092627	0.06472	0.51442	0.15836	0.17431	0.11042	0.096405	0.09868	0.44379	0.055078	0.17854	0.10742	0.69701	0.7286	0.50928	0.052225	0.57721	0.59574	0.046561	0.15469	0.045771	0.12069	0.056239	0.11653	0.044301	0.061301	0.051171	0.041333	0.38675	0.41202	0.066568	0.46656	0.30223	0.31385
Meth__cg25141720__GAS1	0.089782	0.16983	0.1473	0.063593	0.062606	0.11924	0.055556	0.18337	0.083474	0.081248	0.11168	0.067033	0.10912	0.081807	0.074689	0.082836	0.17038	0.062937	0.13263	0.12523	0.10149	0.10085	0.11236	0.85351	0.1054	0.085234	0.081797	0.17572	0.071479	0.12956	0.069611	0.087805	0.065494	0.095099	0.061341	0.15153	0.06316	0.085534	0.19515	0.082973
Meth__cg20449833__RHOQ	0.04074	0.020125	0.41544	0.073431	0.029872	0.31959	0.10345	0.031139	0.13286	0.036006	0.031496	0.86853	0.067349	0.021952	0.097332	0.044096	0.069371	0.01863	0.024477	0.027775	0.035586	0.023005	0.26444	0.25586	0.039291	0.062834	0.036758	0.92868	0.47044	0.027472	0.026533	0.016238	0.02362	0.96827	0.98239	0.10802	0.44203	0.58877	0.078054	0.92213
Meth__cg15556558__STRN	0.039358	0.042686	0.036446	0.037686	0.89577	0.038258	0.12824	0.26465	0.035102	0.037796	0.04579	0.04137	0.09818	0.021459	0.04572	0.045089	0.077926	0.029216	0.031867	0.041084	0.031585	0.039271	0.026921	0.052657	0.041427	0.088271	0.12898	0.06318	0.035223	0.085363	0.037571	0.043839	0.051946	0.025193	0.039773	0.14498	0.043966	0.031459	0.069127	0.041794
Meth__cg09306675__EYA2	0.90949	0.073008	0.3481	0.066997	0.71775	0.73174	0.044629	0.53956	0.070186	0.10154	0.090197	0.052058	0.21565	0.17816	0.083301	0.34014	0.13803	0.057715	0.90497	0.94582	0.3558	0.41425	0.71565	0.87472	0.068178	0.10091	0.062843	0.91869	0.058527	0.08712	0.1122	0.16133	0.069378	0.30824	0.15213	0.088361	0.070535	0.49414	0.10651	0.18758
Meth__cg02282237__PRKCH	0.037052	0.034112	0.04672	0.045245	0.35064	0.033673	0.60914	0.047537	0.037083	0.027137	0.52881	0.062951	0.083862	0.021405	0.035163	0.033821	0.071117	0.23806	0.031315	0.036207	0.051635	0.055514	0.67167	0.83074	0.029517	0.056158	0.1381	0.07084	0.034289	0.049731	0.38074	0.033077	0.080095	0.031255	0.032091	0.054556	0.034876	0.026521	0.051009	0.037701
Meth__cg27622610__OR1G1	0.84653	0.034333	0.54087	0.050528	0.022104	0.12101	0.11007	0.22143	0.022724	0.051416	0.087552	0.55085	0.21361	0.027741	0.021311	0.11171	0.04328	0.042265	0.039789	0.10756	0.81619	0.034797	0.064272	0.097161	0.039643	0.059263	0.02462	0.097703	0.029762	0.061743	0.027516	0.023632	0.05324	0.44832	0.18568	0.061493	0.040137	0.059112	0.085822	0.035438
Meth__cg22050705__ZNF197	0.038339	0.068831	0.33009	0.04429	0.027164	0.06519	0.045663	0.32455	0.046468	0.037892	0.06793	0.088889	0.73003	0.42024	0.042803	0.049327	0.066955	0.027078	0.061933	0.14277	0.038378	0.048216	0.14333	0.050061	0.042418	0.11209	0.037282	0.059847	0.04353	0.056561	0.031537	0.041616	0.037042	0.034825	0.026679	0.080407	0.041923	0.44793	0.048795	0.6805
Meth__cg14795968__ACADL	0.051945	0.031286	0.65202	0.047359	0.57939	0.96869	0.59936	0.077898	0.072388	0.81622	0.42271	0.11294	0.92084	0.60104	0.06773	0.10945	0.091581	0.74586	0.50147	0.18537	0.97044	0.052498	0.97074	0.5379	0.95626	0.058794	0.039188	0.90965	0.22618	0.05551	0.1772	0.033379	0.31923	0.038395	0.97155	0.96697	0.96607	0.97652	0.93582	0.96552
Meth__cg12400881__PPL	0.037612	0.042573	0.041596	0.026891	0.90836	0.043749	0.86979	0.056685	0.026984	0.035215	0.43935	0.043209	0.046124	0.022427	0.03587	0.03371	0.056037	0.15321	0.02647	0.042615	0.023728	0.62091	0.029951	0.8052	0.03743	0.067464	0.17434	0.077351	0.48511	0.04651	0.35634	0.026324	0.41415	0.028904	0.025551	0.098641	0.033588	0.027178	0.074283	0.045866
Meth__cg03005261__FLJ20647	0.21408	0.18578	0.059654	0.44831	0.047632	0.93462	0.14187	0.097847	0.88025	0.78414	0.96385	0.078248	0.77952	0.03236	0.74398	0.049643	0.082095	0.97565	0.30186	0.065817	0.91965	0.053328	0.29333	0.21162	0.058711	0.11997	0.032381	0.10722	0.29715	0.10167	0.081651	0.2927	0.95797	0.83624	0.91543	0.1311	0.068427	0.79637	0.75477	0.93771
Meth__cg21859434__CXCR4	0.21883	0.18397	0.024599	0.026005	0.94208	0.028216	0.31371	0.013046	0.023924	0.026126	0.8329	0.051084	0.5378	0.020264	0.027483	0.14199	0.3169	0.029496	0.020306	0.024364	0.95462	0.031665	0.021261	0.89604	0.025663	0.062981	0.024158	0.032588	0.11979	0.042498	0.02079	0.033734	0.87231	0.024489	0.87619	0.071086	0.030983	0.038267	0.11443	0.031072
Meth__cg08343834__PMP22	0.08464	0.089417	0.38859	0.47021	0.54362	0.12107	0.61457	0.82086	0.11496	0.15478	0.52836	0.40228	0.72863	0.056031	0.10486	0.72591	0.13061	0.097708	0.18857	0.21744	0.11346	0.74188	0.095209	0.54875	0.1452	0.147	0.74403	0.22438	0.29309	0.095472	0.14707	0.64724	0.33634	0.40287	0.25352	0.24518	0.13434	0.12557	0.19438	0.12641
Meth__cg00888479__SLC24A3	0.047905	0.6701	0.052238	0.027847	0.84312	0.064337	0.65533	0.22164	0.032915	0.030045	0.2036	0.22225	0.31529	0.028527	0.05308	0.49204	0.098598	0.027935	0.36284	0.053936	0.057049	0.53114	0.67015	0.83616	0.065135	0.060514	0.90116	0.090071	0.050014	0.48088	0.042361	0.13799	0.24269	0.035333	0.022385	0.064297	0.03751	0.034699	0.2098	0.035579
Meth__cg27264345__REEP2	0.054883	0.22993	0.2444	0.16479	0.033074	0.52611	0.067125	0.50449	0.041275	0.073713	0.32705	0.46948	0.88909	0.22829	0.30193	0.052939	0.27388	0.032075	0.56976	0.3264	0.098493	0.37302	0.093421	0.13418	0.22813	0.19252	0.045542	0.82618	0.07003	0.23804	0.055457	0.041889	0.11521	0.69442	0.84082	0.29871	0.054766	0.60896	0.39773	0.85204
Meth__cg02001410__MAP1B	0.037696	0.082072	0.078145	0.050345	0.72623	0.58228	0.045782	0.035758	0.037149	0.048823	0.088122	0.059339	0.11104	0.032831	0.064909	0.042621	0.059994	0.021729	0.066711	0.037495	0.24821	0.058587	0.2586	0.058333	0.056102	0.058331	0.064903	0.09318	0.062902	0.097072	0.033602	0.079896	0.025985	0.026723	0.75909	0.15725	0.063823	0.26097	0.087831	0.10096
Meth__cg25524350__PEG10	0.51777	0.042403	0.17978	0.1224	0.036813	0.075727	0.46049	0.042515	0.060528	0.23173	0.096096	0.096529	0.31987	0.053284	0.16438	0.050932	0.25503	0.036886	0.48908	0.52541	0.81656	0.042919	0.21426	0.31735	0.29356	0.5731	0.044404	0.38034	0.048137	0.050183	0.050711	0.059484	0.039398	0.32559	0.74404	0.093882	0.068235	0.31204	0.10072	0.32102
Meth__cg03833068__HIST1H2BN	0.056039	0.05316	0.054611	0.043961	0.050731	0.059953	0.023222	0.058799	0.05074	0.061218	0.070776	0.057719	0.077487	0.044282	0.05728	0.058999	0.15369	0.055256	0.040879	0.059232	0.062764	0.058662	0.064767	0.42265	0.055243	0.07445	0.05966	0.081413	0.054011	0.087225	0.051506	0.060674	0.054481	0.062392	0.052858	0.12306	0.061039	0.066523	0.099988	0.058051
Meth__cg00121640__ASTN2	0.05728	0.046987	0.061001	0.045876	0.47682	0.066354	0.070142	0.45965	0.048248	0.069065	0.23746	0.26397	0.1686	0.056293	0.058457	0.23159	0.07346	0.052418	0.14659	0.06326	0.056571	0.074806	0.062655	0.48478	0.055438	0.068129	0.15343	0.13411	0.20749	0.061688	0.061738	0.065167	0.067239	0.063453	0.19914	0.081791	0.059246	0.054147	0.059038	0.062521
Meth__cg01366419__WBSCR17	0.90713	0.071024	0.70332	0.13147	0.86784	0.91447	0.39715	0.31599	0.16588	0.18844	0.90784	0.91588	0.76383	0.1762	0.15135	0.09319	0.10506	0.23683	0.60662	0.63264	0.64387	0.087669	0.88982	0.82392	0.30958	0.19256	0.084638	0.84544	0.45637	0.17254	0.06493	0.11895	0.19991	0.036089	0.60128	0.092315	0.85456	0.31035	0.75748	0.25617
Meth__cg10857774__DMPK	0.024035	0.034976	0.26771	0.50702	0.11874	0.36504	0.1442	0.89216	0.20703	0.39762	0.39984	0.22398	0.059949	0.046164	0.15794	0.031695	0.2566	0.015187	0.53814	0.76638	0.93884	0.1563	0.69299	0.12081	0.61607	0.058297	0.063939	0.37861	0.039381	0.10137	0.50122	0.44638	0.75812	0.079901	0.021555	0.1229	0.52165	0.29784	0.046872	0.52236
Meth__cg12687215__FAM50A	0.64079	0.016987	0.041789	0.34324	0.019896	0.03894	0.11151	0.19221	0.019849	0.51712	0.022568	0.17109	0.63128	0.018504	0.02574	0.37489	0.060629	0.023985	0.58699	0.027132	0.52711	0.022982	0.34273	0.066779	0.021768	0.064232	0.45404	0.14056	0.027634	0.059128	0.55244	0.021915	0.24498	0.029095	0.16899	0.063775	0.58774	0.2267	0.58045	0.027241
Meth__cg15299721__LOC133308	0.030073	0.029655	0.033639	0.34725	0.029434	0.51055	0.042263	0.025893	0.025332	0.036571	0.029243	0.021677	0.26021	0.019971	0.030094	0.023818	0.02684	0.020327	0.024209	0.035201	0.91169	0.03243	0.036861	0.93428	0.032098	0.042411	0.025957	0.92075	0.030895	0.091633	0.027222	0.025287	0.029427	0.026942	0.95607	0.055428	0.036221	0.030498	0.063204	0.034364
Meth__cg08419026__SLCO5A1	0.033567	0.031057	0.03648	0.036238	0.29689	0.55183	0.39888	0.050732	0.037964	0.038926	0.23749	0.2148	0.24427	0.041472	0.041494	0.048157	0.14707	0.048237	0.038879	0.034656	0.062482	0.040569	0.042914	0.87917	0.77985	0.10619	0.04018	0.46641	0.84295	0.12572	0.048319	0.037514	0.04902	0.18262	0.11152	0.089527	0.042577	0.041345	0.067238	0.22138
Meth__cg25549459__POU3F3	0.4366	0.037951	0.048207	0.093211	0.74605	0.7856	0.19154	0.72274	0.08577	0.03552	0.22888	0.2914	0.18733	0.25346	0.10884	0.028708	0.081527	0.044328	0.55009	0.84385	0.8855	0.11352	0.91164	0.52658	0.15807	0.096038	0.04003	0.69885	0.34676	0.13216	0.03762	0.042044	0.072252	0.049783	0.63961	0.67064	0.87682	0.53989	0.30014	0.57206
Meth__cg14894216__CATSPER1	0.22781	0.10667	0.76334	0.42162	0.095629	0.31169	0.16354	0.47553	0.12248	0.14807	0.28099	0.53892	0.44097	0.092901	0.1176	0.55625	0.23094	0.11407	0.5594	0.23439	0.36617	0.14918	0.80384	0.83939	0.11046	0.10566	0.079673	0.13832	0.20462	0.15314	0.11629	0.054128	0.11648	0.16649	0.22973	0.13015	0.14059	0.09937	0.16053	0.10644
Meth__cg21922574__NETO1	0.91668	0.10011	0.95147	0.80835	0.54552	0.92528	0.12143	0.95302	0.032414	0.03549	0.94657	0.51964	0.50737	0.92545	0.064436	0.29197	0.32972	0.29302	0.90515	0.93707	0.2581	0.050312	0.043026	0.87276	0.88006	0.11615	0.87577	0.85454	0.85253	0.10811	0.016888	0.52798	0.025758	0.024788	0.066987	0.041319	0.88267	0.73232	0.9018	0.89467
Meth__cg02433671__RGL3	0.59803	0.035935	0.030846	0.97968	0.97669	0.63179	0.5744	0.96479	0.12812	0.040266	0.94744	0.98638	0.96664	0.95951	0.35446	0.96784	0.11398	0.81024	0.98044	0.9721	0.97273	0.97132	0.97763	0.076197	0.96592	0.7126	0.13314	0.065528	0.056211	0.085685	0.63638	0.95695	0.47819	0.022495	0.97652	0.059363	0.041598	0.042096	0.73413	0.035875
Meth__cg06110728__NELL2	0.064612	0.044152	0.098365	0.042428	0.47362	0.56305	0.14221	0.3592	0.062757	0.068335	0.60621	0.43884	0.45239	0.46736	0.079277	0.069219	0.21797	0.36092	0.085679	0.052666	0.13197	0.058454	0.035267	0.5171	0.049122	0.20846	0.91055	0.16766	0.41931	0.091417	0.060146	0.035157	0.081041	0.060132	0.06004	0.090971	0.061305	0.066498	0.16747	0.056571
Meth__cg24779040__TSPYL2	0.69307	0.64886	0.028886	0.5428	0.021012	0.045801	0.090317	0.06644	0.5614	0.65662	0.045535	0.79407	0.57336	0.41573	0.49863	0.81531	0.52247	0.027186	0.023271	0.035569	0.69667	0.75413	0.61226	0.077322	0.61379	0.74518	0.68126	0.74474	0.032938	0.7196	0.7158	0.023474	0.75875	0.023932	0.031987	0.046694	0.49762	0.47494	0.66192	0.029219
Meth__cg15452573__SNCA	0.93471	0.03383	0.078443	0.58551	0.81333	0.61749	0.12831	0.046018	0.061342	0.032935	0.27803	0.96813	0.95209	0.97209	0.035021	0.043486	0.063834	0.32009	0.22012	0.27234	0.83249	0.045645	0.98314	0.92071	0.16058	0.14828	0.039463	0.88274	0.050671	0.057195	0.021963	0.031396	0.039628	0.92539	0.89114	0.76105	0.777	0.17123	0.86234	0.34423
Meth__cg09076077__FLJ33860	0.9135	0.095383	0.88458	0.64237	0.20871	0.74994	0.46154	0.9471	0.071361	0.6525	0.89522	0.80475	0.78764	0.11208	0.1722	0.58229	0.19752	0.044325	0.28591	0.67228	0.89346	0.086079	0.94333	0.17611	0.71059	0.14736	0.38014	0.91126	0.075764	0.092322	0.049679	0.040029	0.10275	0.20186	0.84222	0.073372	0.93637	0.086513	0.8404	0.0558
Meth__cg14218343__ZNF32	0.05424	0.13378	0.57991	0.060441	0.72218	0.41963	0.35125	0.059476	0.20147	0.045419	0.065891	0.32453	0.22602	0.033378	0.20902	0.22973	0.083199	0.11626	0.054934	0.065824	0.070501	0.045161	0.13268	0.4556	0.20389	0.075403	0.85799	0.10081	0.25149	0.092292	0.033402	0.48132	0.23436	0.12219	0.20902	0.062574	0.046082	0.14699	0.11718	0.26473
Meth__cg05751159__TSGA14	0.039856	0.027385	0.037645	0.022815	0.59817	0.038929	0.035543	0.40373	0.028598	0.035957	0.044698	0.024779	0.065841	0.021794	0.031833	0.031437	0.06533	0.025791	0.032125	0.03245	0.20469	0.037948	0.025822	0.071377	0.0376	0.069387	0.028274	0.072252	0.028643	0.088084	0.027891	0.029047	0.022842	0.12554	0.023524	0.10749	0.042955	0.16997	0.060443	0.45398
Meth__cg14320796__GAJ	0.029028	0.01926	0.17151	0.045933	0.028378	0.034851	0.038125	0.063111	0.031977	0.064671	0.025236	0.1693	0.17318	0.028624	0.041717	0.04988	0.041792	0.025765	0.034324	0.034963	0.075301	0.031771	0.048117	0.068764	0.045312	0.29276	0.03028	0.095036	0.046979	0.12284	0.029388	0.024408	0.078702	0.087473	0.044395	0.08616	0.3083	0.27631	0.065725	0.072788
Meth__cg04887278__RWDD2	0.034996	0.023841	0.01826	0.04139	0.18252	0.045917	0.91198	0.12612	0.024532	0.034131	0.56475	0.26393	0.19504	0.016819	0.030293	0.041415	0.59098	0.81045	0.037658	0.032752	0.83629	0.086115	0.033528	0.67829	0.02715	0.052314	0.11913	0.035987	0.12466	0.064266	0.026441	0.025709	0.9081	0.055914	0.02022	0.039494	0.10745	0.029523	0.038303	0.021736
Meth__cg16202564__MATN2	0.097922	0.18089	0.3926	0.18228	0.096613	0.62912	0.14494	0.12214	0.076923	0.089173	0.13942	0.098187	0.24966	0.079444	0.20469	0.11538	0.10831	0.11528	0.4994	0.51188	0.16258	0.16516	0.28624	0.27292	0.10721	0.15115	0.10918	0.70831	0.12134	0.12174	0.10342	0.12216	0.96307	0.25542	0.72043	0.29335	0.33209	0.10065	0.15565	0.12884
Meth__cg02605634__WFDC10A	0.060182	0.047545	0.67906	0.15634	0.17539	0.14257	0.33714	0.32319	0.49013	0.23202	0.50355	0.26863	0.27054	0.041215	0.33969	0.2108	0.32938	0.17542	0.16363	0.089258	0.88283	0.20047	0.089305	0.13041	0.14552	0.15638	0.17384	0.18431	0.11379	0.10515	0.070575	0.90283	0.33283	0.15351	0.3173	0.13596	0.30662	0.21873	0.15321	0.14834
Meth__cg15703690__IL6	0.34179	0.054715	0.099617	0.063152	0.25293	0.55211	0.050244	0.043014	0.099889	0.062678	0.20333	0.2104	0.33406	0.045366	0.10129	0.051552	0.074934	0.050003	0.0453	0.44629	0.78509	0.0517	0.27737	0.063317	0.28449	0.1814	0.087987	0.091509	0.067259	0.099555	0.086859	0.050151	0.056257	0.75297	0.69972	0.12083	0.11337	0.07901	0.12653	0.066819
Meth__cg07015629__ERBB4	0.028972	0.021499	0.028247	0.027846	0.59754	0.024187	0.095181	0.028632	0.0257	0.018349	0.49682	0.037232	0.12567	0.021286	0.02063	0.17622	0.10278	0.37226	0.029687	0.033638	0.050644	0.038869	0.46017	0.66832	0.024732	0.033371	0.045393	0.10227	0.52678	0.038201	0.031529	0.024754	0.25318	0.016617	0.015801	0.094244	0.024886	0.023187	0.032361	0.02297
Meth__cg05086873__RIC8A	0.041894	0.033097	0.042598	0.0363	0.027069	0.03578	0.040266	0.029168	0.034157	0.52497	0.035624	0.042369	0.07292	0.028414	0.040967	0.03071	0.08125	0.02837	0.036753	0.047519	0.031911	0.030355	0.023511	0.11985	0.056461	0.067086	0.041411	0.068461	0.037258	0.041337	0.029714	0.025857	0.033877	0.40997	0.039883	0.041167	0.031653	0.057787	0.047865	0.058162
Meth__cg03065202__MGC17330	0.045292	0.040763	0.03	0.071245	0.04907	0.04946	0.86469	0.051316	0.063278	0.059558	0.23841	0.14442	0.91081	0.051086	0.037169	0.11844	0.090736	0.055209	0.54601	0.050859	0.061395	0.90608	0.067653	0.24498	0.28319	0.048031	0.78584	0.33248	0.1358	0.090484	0.14127	0.05142	0.056914	0.037532	0.45102	0.23751	0.30542	0.037003	0.088788	0.041951
Meth__cg02376703__EPHA1	0.05208	0.058166	0.054508	0.038427	0.5081	0.043358	0.27921	0.057901	0.054558	0.058448	0.040735	0.05529	0.11305	0.022049	0.061279	0.046489	0.047358	0.043597	0.032219	0.054098	0.058939	0.055269	0.024481	0.33556	0.076585	0.084487	0.70441	0.098926	0.055521	0.099753	0.050258	0.077344	0.049411	0.056678	0.073457	0.12939	0.062116	0.064134	0.11723	0.052697
Meth__cg14415300__HIST2H2AA	0.42132	0.050705	0.060556	0.037313	0.05724	0.39261	0.043367	0.046298	0.038771	0.036477	0.46952	0.034569	0.15338	0.032729	0.046658	0.037799	0.087335	0.074365	0.094967	0.068334	0.062102	0.057637	0.47243	0.41363	0.044715	0.10257	0.057822	0.13766	0.042045	0.1153	0.040011	0.2838	0.090209	0.53113	0.39096	0.08545	0.044313	0.039035	0.29225	0.045423
Meth__cg02347487__NALP14	0.72274	0.043431	0.22362	0.52869	0.037978	0.18506	0.029648	0.041009	0.79123	0.059203	0.23666	0.069388	0.18004	0.027942	0.65336	0.10982	0.18816	0.039184	0.036722	0.051275	0.082763	0.04016	0.077648	0.23423	0.17791	0.056139	0.15128	0.12913	0.039093	0.057571	0.25076	0.14604	0.073325	0.87736	0.11724	0.094757	0.045173	0.29535	0.13468	0.22204
Meth__cg22231902__EN1	0.8698	0.043482	0.049351	0.03469	0.54509	0.579	0.15749	0.041585	0.045316	0.090612	0.050513	0.075511	0.13618	0.11697	0.060529	0.048284	0.084069	0.058403	0.53558	0.43904	0.34463	0.058847	0.27689	0.7386	0.25548	0.071909	0.045822	0.46664	0.053484	0.083229	0.051855	0.053697	0.04602	0.045964	0.58992	0.54889	0.075334	0.49484	0.57876	0.35782
Meth__cg18105315__MANEAL	0.4253	0.077494	0.038383	0.031072	0.028902	0.044332	0.036255	0.14801	0.49049	0.041007	0.033188	0.040889	0.40022	0.49921	0.46315	0.057531	0.069541	0.11497	0.027966	0.038252	0.030748	0.4701	0.043544	0.48079	0.037254	0.039547	0.040258	0.053673	0.41389	0.098297	0.28746	0.071387	0.71677	0.088101	0.030159	0.064114	0.045125	0.038735	0.52414	0.039458
Meth__cg25853020__IL6R	0.093244	0.07878	0.13066	0.44088	0.17391	0.17893	0.17641	0.063725	0.040484	0.10421	0.10992	0.22517	0.16997	0.084747	0.06569	0.085827	0.13593	0.33148	0.1088	0.077026	0.50946	0.21906	0.10553	0.079333	0.051704	0.069542	0.055695	0.19387	0.17524	0.34339	0.051583	0.059312	0.039834	0.55624	0.057293	0.26806	0.15218	0.050796	0.47203	0.053618
Meth__cg13864937__FAM111B	0.022713	0.01778	0.025661	0.024048	0.023379	0.022844	0.095155	0.016659	0.017852	0.026849	0.024413	0.019106	0.029474	0.018901	0.021423	0.019215	0.037695	0.050682	0.022364	0.037119	0.022665	0.025871	0.019465	0.033803	0.021114	0.034906	0.026837	0.025226	0.035439	0.050146	0.020258	0.34954	0.023311	0.026333	0.02252	0.095137	0.025958	0.031398	0.057369	0.030884
Meth__cg02548238__LOX	0.94641	0.028359	0.028724	0.029565	0.02109	0.32224	0.059967	0.024565	0.032578	0.2065	0.035898	0.036902	0.33137	0.028435	0.030646	0.030061	0.070601	0.019165	0.30517	0.035546	0.63777	0.044554	0.45547	0.048387	0.033546	0.047319	0.045862	0.83689	0.036548	0.033262	0.02566	0.026249	0.033985	0.054841	0.98253	0.054222	0.032749	0.032797	0.081004	0.038618
Meth__cg17483510__GNB4	0.04388	0.3433	0.9261	0.1907	0.031276	0.036469	0.044236	0.042042	0.046275	0.02561	0.024933	0.46965	0.18366	0.50267	0.1399	0.040191	0.061339	0.022689	0.92657	0.90161	0.35222	0.028924	0.89736	0.057845	0.60763	0.58489	0.076514	0.94871	0.057935	0.2567	0.038827	0.031636	0.037131	0.86692	0.96408	0.16311	0.59154	0.64456	0.35038	0.22645
Meth__cg24698622__PPP2CB	0.05631	0.041819	0.095354	0.37609	0.052069	0.15428	0.049571	0.058383	0.050388	0.21657	0.03452	0.043821	0.054806	0.051267	0.059751	0.051203	0.40517	0.034464	0.043421	0.048412	0.071366	0.040888	0.05392	0.099486	0.18025	0.052645	0.040802	0.093153	0.047845	0.062017	0.037702	0.031313	0.042764	0.12044	0.12758	0.058271	0.52248	0.048488	0.090797	0.045669
Meth__cg20852286__DHFRL1	0.068122	0.077165	0.073515	0.042806	0.05159	0.069431	0.16551	0.45657	0.083298	0.077653	0.0597	0.076577	0.076974	0.098178	0.072212	0.06789	0.075193	0.062888	0.062313	0.063063	0.058647	0.075763	0.059877	0.22745	0.091006	0.19336	0.054795	0.1313	0.055304	0.079846	0.10014	0.045563	0.07113	0.067316	0.062754	0.11552	0.056798	0.075276	0.10978	0.054757
Meth__cg22397854__C1orf102	0.054506	0.12481	0.13784	0.04676	0.13511	0.051142	0.060744	0.066087	0.040379	0.06511	0.044686	0.3159	0.14068	0.041333	0.056637	0.13958	0.070248	0.072997	0.079508	0.068178	0.074815	0.23488	0.052446	0.22115	0.14856	0.074402	0.12283	0.073376	0.62371	0.15301	0.044727	0.051309	0.07907	0.05152	0.045191	0.056944	0.070258	0.049374	0.13164	0.064301
Meth__cg23389061__C14orf122	0.043619	0.041744	0.039331	0.099599	0.61047	0.046559	0.051248	0.031076	0.04291	0.39753	0.30265	0.098227	0.14771	0.022178	0.042623	0.036986	0.14437	0.48845	0.084782	0.051059	0.040273	0.051826	0.062902	0.10137	0.038564	0.073055	0.079087	0.067787	0.040304	0.1294	0.04478	0.060414	0.066658	0.035024	0.038474	0.055454	0.1349	0.32611	0.12087	0.13342
Meth__cg26199493__LIN9	0.048716	0.35998	0.16922	0.13358	0.04427	0.086643	0.17518	0.04963	0.036318	0.1064	0.038645	0.14344	0.20723	0.026558	0.032468	0.071772	0.06938	0.03782	0.089777	0.055176	0.64844	0.044501	0.16348	0.066051	0.050694	0.084076	0.037187	0.1042	0.072274	0.17983	0.24695	0.25669	0.088805	0.32303	0.27379	0.049709	0.34636	0.31634	0.090131	0.53061
Meth__cg16896647__SYK	0.072898	0.48735	0.085575	0.080147	0.84097	0.12443	0.80612	0.27077	0.078088	0.07859	0.64417	0.20749	0.12465	0.083673	0.09316	0.069591	0.1777	0.079736	0.068824	0.074584	0.39353	0.16972	0.067703	0.77392	0.065318	0.048418	0.56565	0.31739	0.075429	0.22521	0.074038	0.36683	0.14139	0.19789	0.071548	0.08991	0.050745	0.15692	0.11247	0.10775
Meth__cg08157579__SERHL2	0.059296	0.056951	0.15941	0.073945	0.71312	0.41598	0.36007	0.61557	0.064406	0.072176	0.069392	0.070126	0.54148	0.90512	0.06311	0.66133	0.10476	0.0487	0.062976	0.085257	0.30386	0.15329	0.054609	0.21417	0.78922	0.077247	0.094739	0.61766	0.39911	0.11099	0.080722	0.046113	0.063113	0.067069	0.27991	0.090246	0.069371	0.065502	0.61285	0.66003
