Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G13241__LONRF2__LONRF2	3.7903	0.13384	4.3477	6.6943	2.2956	4.2931	1.4733	0.35575	5.1387	7.8064	0.33337	0.31323	0.59924	0.20636	0.11329	0.35946	0.8376	0.035217	0.26581	4.131	5.2239	0.66303	4.3186	0.070664	0.30533	1.1188	0.15278	2.0658	0.089869	4.0044	3.3933	4.6452	3.8043	3.1669
RS_G16044__NXPH3__NXPH3	0.63973	1.6768	3.3225	4.9965	1.4449	1.8154	3.7241	2.1343	4.6757	4.5822	0.48173	0.35093	1.4048	1.158	2.7146	3.0732	2.7136	0.83939	3.4998	3.5653	3.6032	2.3113	6.4008	3.532	0	1.4849	1.5721	2.5857	2.0227	0.82821	1.8999	0.72051	4.1853	1.3407
RS_G2016__COL9A3__COL9A3	1.4993	4.0111	0.88215	3.5012	1.2322	0.70713	6.8804	0.60545	2.0714	1.1249	5.9643	2.9465	2.6759	0	2.792	0.21295	2.7092	0.925	0.61144	3.7968	1.6879	0.36722	3.2525	4.299	0.38251	0.35941	9.2432	5.9379	4.908	2.9855	4.585	7.0235	1.077	0.53092
RS_G5561__PI3__PI3	3.0706	3.6429	3.0152	0	2.5138	0.73253	5.0806	3.2166	0.42835	0.53604	11.0888	3.8493	12.335	8.9357	0	5.0919	5.1559	10.2125	0.7907	1.1857	0	0	0.39099	0	7.5841	0.66256	11.976	8.1079	9.9971	2.5749	0	1.8475	0	0
RS_G228__IL32__IL32	5.6181	1.7467	0	4.5202	3.1875	3.1313	4.4773	3.7172	1.0388	1.9051	9.5237	4.2661	7.5667	3.3088	4.516	9.905	3.9209	4.1936	5.3523	3.0265	1.7987	6.2951	1.4724	0	0	3.5915	10.3044	0.7284	4.842	0	3.2789	2.4651	3.6558	0.78332
RS_G9893__GPR115__GPR115	0.88809	0.93221	1.9514	1.7075	0	0.94757	2.6098	0	1.0104	3.4159	0	4.497	5.1172	6.1597	2.3917	2.4067	0.15086	6.748	1.3793	2.005	3.5805	0	0.8928	0.49825	0.19789	0	0.65625	2.9011	4.9229	2.3835	0	0.37429	1.4797	0
RS_G17665__FAM25A__FAM25A	0.91608	7.1962	4.2358	5.7438	0	3.7671	0	0	3.3216	3.1388	0	4.8461	0	2.0457	1.6908	2.761	0	0	0	6.2332	0	0	4.6771	0	5.606	0	2.74	0	0	3.3555	4.3747	9.3534	0	2.0778
SNP__SLC44A5	0.014	0.102	-0.32	-0.214	0.166	-3.945	-0.041	-0.944	0.098	-0.494	-0.029	-0.116	-0.193	-0.172	0.048	-0.062	-3.665	0.254	0.226	-0.47	-0.201	0.39	-0.172	-0.063	0.279	-3.573	0.174	0.045	-0.082	0.058	-0.3	-0.284	-0.366	-0.36
RS_G12188__CRABP1__CRABP1	1.3741	1.4861	2.0796	8.0743	0.52734	11.7665	0.46236	0.32883	2.4799	0	8.2077	1.663	7.1373	0.275	0	4.5932	1.2108	4.8055	0.59695	0	8.5864	0.88537	8.0075	0	2.0754	1.972	0	0	0	0	3.1309	11.0915	7.1185	5.1386
RS_G7932__FBN2__FBN2	0.019862	0.045061	0.57831	1.1596	1.946	1.6834	5.1368	4.5745	0.054308	0.22874	1.2318	3.0649	0.29171	1.1022	1.0422	5.0247	7.6781	0.089204	5.8631	0.18858	0.47837	0.45439	2.9296	1.8496	0	0.99648	1.3781	0.61224	3.0375	0	0.11434	0.25183	0.49504	0.20828
RS_G14028__SUSD5__SUSD5	4.1374	0.2278	1.652	1.4189	7.4136	0.79899	3.8409	6.9339	2.5299	0.95948	0.80769	2.9449	2.9382	3.1619	1.2317	4.0329	6.9944	0.6891	4.6281	0.52125	0.29324	7.5128	1.1616	0.81957	1.4101	6.1608	1.8309	4.5563	2.0915	0.27212	3.4141	3.0074	0.075385	0.35588
SNP__ANKRD15	-0.657	-0.203	-1.013	-3.018	0.182	-0.496	-0.451	0.341	-0.475	-1.121	-0.033	-0.739	-0.129	0.558	0.296	-0.27	0.831	0.742	-2.347	0.383	0.366	0.112	-0.84	-0.627	-0.228	-0.826	-2.804	-0.41	-0.332	-0.181	-0.306	-0.296	-0.084	-0.001
RS_G11349__FBLN2__FBLN2	0.39761	11.101	0.2534	6.3401	0.23155	0.89252	10.8382	3.7514	1.0239	4.0648	5.9735	4.6059	8.1195	0.93459	0.43315	1.9516	0.6412	5.0908	1.9731	0.56682	0.52712	0	6.3892	0	8.4706	3.8971	5.4564	7.4762	7.0764	7.3138	0	10.8093	8.9052	7.0003
RS_G18751__COL4A6__COL4A6	0.67594	0.13292	0.082024	0	2.7738	0.18736	0.39431	0.12632	0.04069	0.15342	0.06856	5.2708	4.3231	2.4073	0.27736	0.8942	3.3987	0.59125	2.8252	0.45164	0.87533	0.68802	3.537	2.2581	0.099219	0.63428	4.2757	0.4863	5.7836	3.0149	3.9285	0.34172	0.38657	0.43794
RS_G3568__KRT23__KRT23	9.9798	4.0091	1.9457	8.0301	0.60861	1.1911	6.0621	0.49245	1.7194	2.2382	9.2509	1.7172	8.506	8.955	3.2441	8.0106	1.2587	8.7022	0.26738	1.4502	0.77332	0.74167	4.1622	3.8232	5.989	0	4.1409	6.7984	8.2329	7.9631	10.5322	5.2594	5.121	0.93588
RS_G5715__EREG__EREG	0.90798	0.3735	0.24246	1.7835	0	0.22456	0.63031	0.35404	1.2446	0.48662	0	6.0947	3.8145	1.813	0.79093	0.55554	0.81807	2.0283	0.45721	0.16657	0.21904	6.6798	0.47157	0.37437	0.21342	0.20656	5.8413	2.5883	6.5644	0.39455	0.30539	1.3575	0.67428	0.16071
RS_G2752__C13orf15__C13orf15	1.6778	0	0.2523	1.5405	1.0073	0	7.0141	5.6897	0	1.543	1.4384	2.3605	3.5916	1.9013	0	5.5066	1.8871	5.2724	0.83926	0	0.42973	4.7928	0.80035	0	0	0.40215	4.3445	2.1148	2.0999	2.9343	1.478	0.3017	2.636	1.8022
RS_G8740__AFF3__AFF3	0.44693	0.29226	4.8621	7.33	5.4881	6.8921	0.58624	3.254	3.5345	5.2327	2.2544	0.19739	0.1946	0.030628	0.86284	1.9919	3.4856	0.29365	4.3984	3.8837	3.673	0.84566	5.9017	1.941	0	1.8813	1.9608	0.46496	0.28438	5.0712	6.2548	3.8718	2.3747	0.30224
RS_G1765__GNAO1__GNAO1	2.0236	0.20204	0.16856	3.8761	0	0.5982	2.8474	4.6262	0.62384	0.83309	0.48915	0	3.3957	4.8725	0	2.618	1.1034	0.13849	5.4802	1.9497	1.3593	2.2935	3.6542	2.8936	0	0.6984	0.65085	2.0498	0.90966	5.5822	0	2.9335	1.0349	0.98333
RS_G18160__AC110754.4__AC110754.4	3.9514	0.83267	6.4627	8.8805	0.22701	6.9764	1.6741	1.5048	2.9835	9.6862	2.0801	1.2005	1.0817	1.1314	1.2745	1.6006	1.8395	0.67116	1.6999	9.1222	7.6365	1.7317	8.7503	0.67996	0.52524	1.0029	1.9295	1.1951	2.3357	2.9101	7.4037	8.649	8.6863	4.9591
RS_G6639__KHDRBS3__KHDRBS3	2.7656	1.8859	6.3116	2.5982	3.6717	3.9119	7.3774	8.9619	0.14162	3.5335	5.9593	3.7957	4.6798	4.5205	1.334	3.9564	3.1927	3.2543	5.0197	0.13271	1.6897	7.1711	4.1739	3.1378	0.99985	6.8705	2.3588	5.4535	0.69378	2.4602	2.8818	4.0823	4.0691	5.0319
RS_G12975__IL8__IL8	2.4162	0	0.28144	1.3546	5.0009	0.48587	5.3182	3.6831	0.14355	0	4.1919	5.2983	3.3396	5.781	0.47263	6.7404	4.9168	3.9488	7.2819	0.81189	0.25768	6.1665	0.83746	0	0	0.44358	6.3091	3.7779	0.69434	0.7175	0	0	0	0
RS_G1562__PKP1__PKP1	0.15156	0.83599	6.0682	6.0765	0.18638	0.40659	9.1236	0.52118	0.42248	0.19294	6.8236	8.7046	7.6667	0	0.097656	1.0626	1.1375	8.3043	0	7.5597	4.8379	0.41271	5.5674	1.1903	3.8358	1.2462	8.7949	6.8734	1.8114	0.9191	0.68334	5.1307	0.77356	0
RS_G41__TFPI__TFPI	1.8179	0.2174	0.72568	0.79129	8.5146	4.5244	0	4.3639	0.37081	3.8782	0	2.3925	3.7167	5.6665	0	2.9865	5.668	6.5509	6.9449	4.0401	7.4224	7.667	0.35548	0	0.67722	3.6419	0	0.60216	5.6653	4.1591	0	0.79281	0	0
RS_G4157__PDE10A__PDE10A	0.24391	1.0968	0.56945	1.6686	0	1.8322	1.7856	3.8587	0	0	3.5858	0.49179	0.10121	0.86591	0	0.36315	4.6507	3.6118	4.0025	0.18602	0.92933	4.6996	0.24783	0.22552	0.35049	0	2.3777	0.35275	0	0	0	3.1557	2.3037	1.2322
RS_G4160__SMOC2__SMOC2	2.5762	4.2469	4.5958	4.7433	0	3.3104	3.7889	1.0467	0.70265	8.2683	0	0	0.79236	0	0	0	0.15482	0	0.1795	2.3254	3.5263	0	2.8666	0	0.20552	0	0.16283	0.92437	0.45366	0	1.5942	7.9173	6.6553	5.9139
SNP__SLC25A24	0.014	0.102	-0.243	-0.156	0.224	0.456	-0.06	-0.31	-4.153	0.005	-0.041	-0.132	0.296	-0.216	0.04	0.224	0.636	0.251	0.226	0.538	1.121	0.534	-0.172	-0.063	0.268	0.164	0.188	0.083	-0.27	0.043	-4.56	-0.303	-0.389	-0.36
RS_G14073__MARCH3__MARCH3	2.7745	3.2569	2.3112	3.8079	7.2639	3.9127	3.3371	3.5078	4.7162	3.7624	3.8529	2.2062	4.095	4.8337	0.69297	3.733	3.2795	3.1876	5.5727	4.1582	4.2518	5.8431	2.9157	3.9047	3.2788	3.641	1.93	5.5269	5.393	3.9215	5.5492	4.9057	4.0362	3.6738
RS_G7745__IFI44L__IFI44L	0.23732	0	0	4.5645	0.60514	0	0.99127	3.5141	0	2.0578	9.2152	1.5653	3.916	4.217	4.1907	0.47385	1.9555	10.2427	1.0245	0	0.60717	1.9467	0	0	0	0	7.3195	7.3714	2.6778	0.41582	0	0	0	0
RS_G4506__FN1__FN1	4.4659	5.6734	2.1232	6.6339	12.0664	2.308	6.2799	13.1575	2.6835	8.1794	5.3713	6.1008	6.4374	6.0504	5.7624	10.4557	11.6619	6.9695	14.314	7.9571	5.8399	8.9032	4.4927	4.0323	5.2383	3.1511	10.3215	1.9746	11.44	5.2825	5.777	7.7872	3.9021	1.7401
RS_G9666__DPYSL4__DPYSL4	2.1402	2.0732	0.10834	2.7477	6.5065	0.36733	0.66651	6.9015	0.20354	0.57452	5.8937	5.5149	3.6203	0	0.35693	0.89312	7.2924	0	8.4033	5.9845	5.4214	0.18027	2.5149	2.3566	1.5021	3.1696	0.35504	3.2394	0	5.5632	1.3874	7.3126	1.3908	0
RS_G10165__DEPDC6__DEPDC6	5.8259	6.1946	7.7825	6.0532	2.4574	5.8304	3.868	5.2335	6.7933	6.4623	4.9882	0.51319	3.5353	4.7511	5.9438	3.252	2.4528	5.9295	7.3951	4.8614	6.0803	1.9036	6.7617	6.0819	5.9379	4.7027	3.6608	8.5343	2.335	3.9324	5.5378	6.7571	6.0442	4.9031
RS_G18754__CYP2B7P1__CYP2B7P1	7.8731	0.71843	4.2739	6.4891	0.97565	1.959	0.71636	1.7225	3.0186	5.0364	0.23268	4.7275	1.0877	1.8112	0.71491	0.094855	0.75563	0.43847	0.86152	2.1059	1.3998	1.0342	8.1502	0.77303	2.1599	0.44639	0.84597	0.49865	0.49534	0.64224	1.8966	4.7722	10.3949	8.5954
RS_G11694__RAET1E__RAET1E	4.2345	3.9647	0.51886	1.4753	0	0.26601	2.2136	1.0863	1.4202	2.7576	0.77451	2.1729	3.8641	3.1837	0.83932	1.5906	0.82097	0.91492	2.397	0	0	5.5974	0.12807	0.44336	4.5102	1.6644	4.124	0	4.9021	4.8095	4.1892	2.4922	0	0.65648
RS_G18569__ACSL5__ACSL5	4.0017	6.8688	0.8864	1.1563	0.26438	0.27539	0	0.71455	0.72692	0.099674	0.79755	4.3891	5.4941	6.1864	3.7539	2.465	0.84555	7.0282	3.1101	1.2554	0.26954	8.0381	0.13281	0.24714	7.5421	0	3.431	4.3078	5.681	0.92507	0	0.18613	1.2179	0.29214
SNP__SLC25A18	-0.01	-0.086	-0.134	-0.467	2.812	0.05	0.5	-0.288	-0.012	-0.384	0.122	-0.116	0.026	-0.136	2.543	0.217	0.723	0.172	0.157	-0.404	1.888	-0.122	0.062	0.328	-0.202	-0.752	2.554	0.227	0.058	-0.3	-0.32	-0.289	0.37	0.095
RS_G8194__TGFB1I1__TGFB1I1	4.2726	2.3439	1.5566	3.0164	9.8909	0.51218	4.6719	3.9998	1.9533	0	6.8274	5.2331	4.7585	0.25652	3.2342	0.71603	6.9022	4.8033	9.6163	5.4314	2.0027	8.2845	0.19792	0	1.3892	0.97629	7.6316	0	6.9564	2.8172	1.8548	4.6982	3.2699	2.7503
RS_G269__PRSS3__PRSS3	0.35343	0.82397	0	0	0	0	1.1189	0.48236	0.79957	0.31429	3.9888	10.2482	0.33195	1.0975	0	4.0374	0	3.7863	0.24885	0.22944	0	7.8197	0.50247	0.96621	0	0	3.352	1.0003	7.0381	0	0.26426	3.8493	0	0
RS_G12106__FBN1__FBN1	1.2014	1.8895	2.1102	0.65511	7.5586	2.1463	1.108	8.4746	0.6436	0.18388	0.66708	3.0923	4.1752	1.0146	0.74839	4.3982	6.9848	4.5742	9.8221	0.29333	1.5016	5.7106	1.3307	3.0962	1.224	5.4877	1.9859	0.49329	2.2667	1.2437	0.29429	1.1637	1.0261	0.5397
RS_G5608__KCNK15__KCNK15	3.7504	0	0.7482	5.7541	2.6802	2.0511	0.33281	0.4347	0.40328	4.7115	1.3315	0.58116	1.862	0	0	0	0	1.0739	0.76302	8.962	5.9771	0.19594	2.8145	0	0	0.65405	7.0193	5.6121	1.2994	0	4.0176	6.9586	8.3502	2.988
RS_G6326__AC006273.1__AC006273.1	4.7058	0.44652	0	6.9571	4.8531	2.6603	1.0627	1.6414	0.52069	0.8433	6.875	3.8642	0.70315	0.67825	0	0.22203	5.498	0	2.1711	3.6612	3.7451	0.29709	2.1202	1.1253	0	9.396	1.41	2.2989	3.9901	0	4.3873	6.578	5.6514	4.4249
RS_G6452__GATA5__GATA5	0	4.94	1.3896	5.8865	0	0.8752	0	0	0.38815	6.1074	0	3.0853	1.4507	0.092615	0	0	1.0026	0	0	0.36992	0.28951	0	3.0839	0.85482	0	0	0	4.1711	0.66483	4.124	4.5765	6.5887	2.8352	0.27519
RS_G15485__TH__TH	0.21303	9.0793	2.3729	4.2067	0	0	0.41538	0	11.2101	2.4775	0.43724	0	0.82904	1.695	0	0	0	0	1.018	4.0867	2.0259	0.2489	5.6676	0.44832	6.7501	0.45547	1.0089	0	3.2061	3.3023	2.331	2.1226	4.2082	1.1147
SNP__CSMD1	0.002	-0.578	-0.332	-0.507	0.511	-0.562	-0.491	-0.284	0.07	-0.453	-2.449	-0.152	-0.538	-0.627	-0.923	-0.349	-2.453	-1.129	0.005	-0.433	-0.588	-0.312	-0.823	-0.438	-0.588	-0.215	-2.326	0.694	-0.402	-0.746	-0.305	-0.305	-0.118	-0.018
RS_G12830__ATOH8__ATOH8	7.7862	1.7824	1.7667	0.27703	4.4009	0.19465	0.5588	2.2938	0.74704	0	0.17001	0	4.2842	0.17819	2.5507	2.4652	3.9632	0.90834	5.5191	4.3355	0.76855	3.9999	3.1334	2.6418	3.1621	2.2177	5.0986	4.2677	5.8057	0.76237	0	2.4473	0.25948	0.3877
RS_G1747__HSD17B14__HSD17B14	0.80069	2.6145	2.0302	0.39194	3.0802	2.2657	5.2018	3.9632	6.251	3.7079	4.6267	0	0.98208	0.52223	1.3323	3.6258	0.6824	1.8059	1.8705	3.493	5.0835	2.8906	3.6222	0.64863	3.4875	8.6585	0.96313	0.61375	0.79893	1.0138	1.174	3.4219	2.4532	1.8878
RS_G12908__CPT1C__CPT1C	5.2042	3.5784	0	2.7437	7.4381	0.43105	4.8268	0.20732	1.2967	2.5356	0	0.98468	0.79667	0.81333	1.3836	1.0342	0.67375	0.88718	3.7559	1.5574	2.7702	5.9182	0.24982	0.58011	2.3699	7.1905	2.3159	0	6.9607	3.0118	3.0157	0.85989	6.2814	7.1736
RS_G2770__GDPD3__GDPD3	5.7813	10.6318	4.8723	6.1391	3.3539	6.6958	2.9664	3.776	7.5407	4.0359	3.3238	4.3605	5.7742	4.4425	4.0949	4.6084	4.1315	4.2824	2.2524	7.0924	7.5877	2.1837	5.1432	5.1427	9.0082	5.0971	6.6166	2.9836	4.791	8.2566	4.4144	7.2016	5.7162	3.5616
RS_G17651__RAB42__RAB42	4.7677	1.7656	2.9216	3.4162	2.642	3.0762	2.7951	4.0546	3.3722	3.8698	4.7778	2.9868	4.3234	2.3992	3.6447	2.7081	3.7617	4.3767	3.3539	2.713	2.8852	1.9088	2.7932	3.1032	2.7408	2.8262	7.8286	3.4768	4.0306	2.1449	2.5359	2.9611	2.5914	2.6712
RS_G17438__PCDHB13__PCDHB13	2.6042	0.31959	0.69181	0.93207	0	2.0698	0	3.0721	0.67335	0.57046	0.52348	0.41998	2.4426	0.92907	3.8986	4.1259	4.4319	4.9072	2.286	4.471	2.1433	0.66883	2.0279	1.9702	0	6.0367	0	2.2451	1.9499	1.6839	6.1465	1.6726	0.26342	0
RS_G2467__MMP9__MMP9	0.3352	4.7331	0	1.8897	7.2801	1.3299	2.8432	7.1538	0.43548	1.2458	3.165	1.5059	6.2936	0.93467	0	3.1581	0.63889	0.45168	0.35709	3.8095	3.1157	0	1.3653	0	2.3144	0.54164	4.3212	0	5.3232	3.8646	1.7067	1.7646	2.9642	1.4825
RS_G4751__ST6GALNAC5__ST6GALNAC5	1.3493	1.0504	1.3399	1.0143	5.9416	0.2507	6.665	1.5309	5.1082	0.17517	7.3934	0.37743	6.2258	5.5602	0.23447	8.2988	7.1961	7.0426	1.3656	0	2.2612	5.7759	0	0	0	0.75056	6.2159	0.6064	0.52553	0	0	1.0276	1.2189	0.95463
RS_G7480__IL1RN__IL1RN	2.0463	0.66889	2.8104	4.7974	0	2.1334	3.2427	0.13026	1.045	3.8693	1.7232	3.4976	6.3153	4.7985	0.57981	4.6906	0.21629	4.1087	2.7149	3.2843	1.6923	0	1.396	1.4041	1.7651	0	4.5067	4.2315	3.3613	0.2421	0.64061	4.6217	1.8077	1.5411
RS_G1232__CRMP1__CRMP1	3.3209	0	3.014	5.2991	3.059	0.64075	0	2.2175	0.16006	3.0892	5.3528	2.3382	2.547	2.0576	0	5.2997	3.5543	0.87195	3.3146	0.28254	0.15011	2.1643	5.713	3.2428	0	2.8821	0.8311	2.2466	1.6613	2.1455	2.2182	3.4145	5.8315	4.9652
RS_G1552__TCF7__TCF7	0.61235	1.4587	0.64978	2.1217	4.4365	2.2157	4.4352	6.929	1.4072	1.8359	1.2298	4.6583	4.6643	2.1895	2.2238	5.6227	5.6906	6.4672	6.8571	2.1142	1.3186	3.0334	2.127	0	1.9959	10.0385	4.341	5.0887	4.6908	0.4835	3.2071	2.4257	3.3383	1.8283
RS_G17280__FSCN2__FSCN2	3.3651	0.14309	2.1833	3.9111	2.8483	1.8836	3.1352	1.6658	0.45642	3.1395	1.1291	0.46463	1.209	0	3.3092	0.69383	0.6566	1.3247	2.9367	5.0988	3.3494	0	4.1923	3.7905	1.3597	4.1766	7.3988	1.0177	1.7912	0	4.2797	3.9422	4.0247	4.0397
RS_G13457__KRT13__KRT13	4.7028	5.6353	0	10.5246	0	0	3.7695	0.17168	0.96284	8.3302	0	10.7883	10.8032	4.6532	0.28749	0	0.28252	0.37577	0.17184	3.975	0.28982	0	0.39019	0	5.3517	0	0.53341	0.75767	8.4012	4.1338	6.7909	6.459	4.6193	0.40504
RS_G10182__RAET1L__RAET1L	1.0118	0	0	0	0	1.1137	6.6474	0.40541	0	0	4.4844	0.75281	4.3745	3.1156	0.64727	2.746	0.18758	2.7756	0	3.3395	0.36247	0.84948	0.5551	0	0	0	0	5.2648	2.9576	3.3268	3.0632	0	0	0.50194
RS_G21976__PSORS1C2__PSORS1C2	3.4262	3.392	0	0.22306	0	0.42468	3.1842	1.3329	0	1.2556	1.3194	1.9812	1.3602	0.38672	3.262	3.807	0.57295	2.4497	0.25105	1.2149	0	1.8696	1.981	1.9018	5.3528	1.1628	3.4737	6.7636	3.6252	0.44865	0	1.9444	0.56515	1.432
SNP__RIMS1	0.009	-0.208	0.001	-0.619	-0.508	-0.563	-0.083	1.122	0.08	-3.083	-0.036	-0.169	0.02	-0.056	-0.507	0.423	0.686	-0.981	-0.047	-0.377	0.011	-0.129	0.41	0.284	-0.619	-2.669	-0.217	0.01	-0.147	0.226	-0.315	0.062	-0.222	-0.379
RS_G16925__AHNAK2__AHNAK2	2.7225	0.32426	0.85377	2.7863	5.6329	5.2479	8.636	6.0167	1.9327	4.4501	1.9293	5.065	4.1081	4.5002	0.58031	5.196	4.1838	4.2729	5.531	2.8578	2.6507	4.6099	0.72887	0.4055	0	9.8171	6.7573	4.612	6.1168	1.6537	2.9451	3.4654	2.6246	3.0882
RS_G10048__NCAM2__NCAM2	0.90591	0.059094	5.8956	5.5119	4.3315	7.6151	0.16098	0.37026	4.9363	5.8073	0.17185	2.3537	0.24293	0.091683	1.1394	0.80572	0	0.22422	0.99046	4.4702	5.91	0.23448	3.8161	5.5146	0.48347	0	0.25252	0.18146	0.1996	0	7.7429	2.5721	3.7889	2.5183
RS_G16385__ASCL2__ASCL2	1.3561	1.7678	6.3934	5.118	0	0.60927	3.6364	0	7.9802	1.7904	3.6262	1.2266	0.97424	1.6838	2.9164	0	0	0	0	6.1358	5.1486	0	4.9558	2.2584	1.324	0	0	5.8229	3.1506	4.2456	3.9544	6.2684	5.2367	5.0406
RS_G9456__ESAM__ESAM	3.0999	7.3263	4.8154	1.7034	2.2405	2.6448	5.202	0.65953	1.5135	1.7182	2.2506	1.6495	4.313	3.497	0	3.9889	0.1375	5.2749	3.4482	3.3394	1.8742	8.6426	5.3302	3.8334	7.7329	1.8701	0.50499	0	3.5671	2.9747	4.9043	4.4714	4.9846	3.9765
RS_G17866__FZD9__FZD9	0	4.6771	0.4403	2.9437	3.445	2.5305	3.3357	2.1183	0.12145	0.93021	5.7118	3.3851	3.5463	2.3341	1.4657	3.7746	0	2.9777	2.2666	4.1247	1.9509	0	0.16042	0	4.2909	4.2862	1.9381	2.3712	4.1039	2.547	3.9233	2.9662	0	0
RS_G10186__RAB39B__RAB39B	0.38428	0.62376	0	3.5463	3.185	0.29144	1.5096	0.46077	2.1624	3.4233	0.2595	0.43834	0	0.14128	3.7832	1.1671	0.80855	0	0.24693	3.8003	4.4548	0.13887	0.7854	0.37994	0	7.1328	0.53598	0	0	0	1.1418	4.4134	4.9092	2.3891
RS_G11804__CTHRC1__CTHRC1	0.59548	0.84977	0.51115	1.547	3.5916	0.60407	2.1533	1.6025	2.0582	2.0703	7.1335	1.9606	1.1417	0.78187	3.2306	0.33863	4.9283	4.0665	5.1817	1.85	2.4563	2.4179	1.0593	1.9293	0	7.2593	1.3576	3.4705	3.8286	0.64641	0	3.8219	1.0754	0.24786
RS_G13225__KRT75__KRT75	0.1001	0.48837	0.13704	2.6322	0	0.24517	5.1256	5.5198	0	0	2.0876	2.7652	3.4922	6.9589	0.61436	8.326	0	2.9312	1.6538	1.0494	0	0	0	0	1.8503	2.1211	0.93863	2.1169	3.1433	0.25517	0.87163	3.2242	0	0
RS_G12507__LY6D__LY6D	0	7.9331	1.51	0.56206	0	0	6.0624	0	0	0	0.89626	3.238	9.526	4.072	0	3.4716	0	1.1886	0	4.3203	1.421	0	3.1397	0	5.8242	0	4.0858	6.2628	10.4361	3.3461	0	2.5339	1.2481	0.42717
RS_G16619__SLITRK6__SLITRK6	5.6921	0	5.1781	2.1211	3.7194	4.5245	4.5316	4.1927	7.8925	0.92272	0.41187	5.1835	2.3251	5.4726	0.93462	3.9073	3.1682	3.1583	0.39362	2.9345	1.5436	0.83012	4.428	1.1176	0	0	2.1558	0.96991	0.90457	2.6655	0	2.3754	2.9342	1.3351
RS_G13378__SOX7__SOX7	1.0588	0.80182	0.33529	0.37561	2.2023	0.73492	1.4256	0.908	1.4048	0.41113	3.8063	7.2916	4.6599	0.35444	0.42879	0.57451	3.0217	1.1564	1.5305	0.49771	0.44132	1.6426	1.246	1.1283	1.9944	0.7326	1.8712	0.048543	6.6796	0.17357	1.1133	0.74282	0.95838	1.3032
RS_G16239__CCBE1__CCBE1	1.1161	0.50662	0.87902	0.61557	0.55127	0.78538	1.6318	1.3054	1.0989	1.887	0.44792	1.9175	2.0205	0.58084	1.1984	1.3956	1.9127	0.50876	6.035	0.6116	0.6678	6.1112	0.45356	1.0472	0.6324	2.1768	3.0047	0.37002	4.2038	0.17808	0.74833	0.72401	1.2971	0.83157
RS_G3314__CPVL__CPVL	2.9507	6.6103	3.8799	3.6083	0	0.57412	0	3.8694	0	2.277	8.656	3.351	7.146	2.9736	1.678	3.2959	7.101	0.77609	0.23995	0.10496	0.7097	5.9007	0.38588	0.36679	7.2629	0	6.5484	1.5564	3.7745	5.2759	5.3372	3.9972	1.9393	0
RS_G18988__AKR1B10__AKR1B10	6.0862	6.4031	3.4204	4.4495	3.4368	1.0699	3.6936	13.2877	6.9807	1.5061	1.9267	6.7916	5.592	11.1161	5.4083	6.367	3.9192	8.1433	2.5406	4.3702	1.7214	1.9461	3.7713	0.52788	3.873	1.0774	4.063	8.6727	9.6947	2.5692	0.50493	2.3659	1.4491	1.9367
RS_G386__CNTN1__CNTN1	5.1297	4.4821	4.0003	1.6827	0.2822	2.6966	1.4143	0.16983	5.5541	0.38665	0	5.2014	7.4095	5.7192	4.6712	3.524	0.40369	0	0	0	0	1.6466	1.0276	0	1.9387	0	4.7842	2.2935	2.9306	3.7199	0.17292	1.5049	4.0685	1.9316
RS_G16696__PRR16__PRR16	0.41506	0.24797	2.8974	0	8.729	0.51715	5.5895	5.757	0.29138	2.5036	5.5104	2.0171	2.0923	0.25845	0.70136	5.8394	6.3792	1.3786	7.437	0	0.88141	6.9914	0.32306	0.65491	0	7.3612	3.379	1.175	1.7352	0	0	1.625	0.80822	0.6793
RS_G13247__KRT83__KRT83	4.4686	6.0206	0.84412	2.8622	1.2037	0	1.6	0.15982	1.0608	3.8349	7.5226	0.21658	3.8995	4.0819	5.3611	6.2556	0.2605	0.45353	0	6.3004	5.1009	1.2838	4.3141	1.0845	5.2935	0.46695	9.9153	7.1214	1.1824	6.0218	0.43923	3.059	1.7506	1.8815
RS_G8515__ITGA10__ITGA10	4.1452	0.76035	0.65051	0.33333	5.8977	1.2635	1.8495	4.6249	1.7218	1.7512	1.4994	0.777	0.30154	0.75963	0.96605	0.46709	1.37	0.34075	5.1135	2.0192	0.73721	3.8615	2.5911	2.4997	0	8.3908	1.0885	1.595	1.6635	7.8181	3.3096	2.5003	1.1856	0.3426
RS_G7983__GLIPR1__GLIPR1	0.55287	0.2859	0.94121	0.19873	8.8142	0.67508	3.8198	6.0225	0.83764	0.62063	3.6456	5.4165	4.5642	4.8421	0.25714	6.5035	8.1578	4.0803	7.825	0.6577	0.57361	6.5993	0.1263	0	1.235	1.7892	3.8954	0.71376	4.6243	0.72126	1.595	0.29975	0.35881	0.094808
