Cell lines	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg14625604__UBE2A	0.0683	0.071423	0.19757	0.062375	0.067295	0.062722	0.42915	0.06274	0.11399	0.047	0.23079	0.62023	0.35115	0.051913	0.037808	0.10427	0.17529	0.53666	0.067081	0.051029	0.51594	0.082536	0.24129	0.53819	0.63398	0.48017	0.056909
Meth__cg18718102__SURF6	0.029333	0.48481	0.32196	0.12772	0.22737	0.022635	0.60169	0.034259	0.10871	0.5914	0.087228	0.48267	0.077883	0.32307	0.46938	0.18319	0.14745	0.060235	0.1614	0.66064	0.066857	0.058604	0.037514	0.036013	0.069437	0.031687	0.033715
RS_G11693__AC010990.3__AC010990.3	0.68784	0	0	0	0	1.0911	0	2.9069	6.7489	0	0.13845	2.4197	7.4569	3.2872	2.5149	0.36743	0	2.6547	0.63123	0	0	0	2.4176	0.27953	0	0	0
Meth__cg06226384__CACNG5	0.025691	0.36747	0.09534	0.056227	0.11916	0.25292	0.033985	0.097543	0.092099	0.021404	0.040031	0.029412	0.083991	0.043695	0.094988	0.10897	0.085191	0.65839	0.078658	0.024166	0.035377	0.047782	0.018715	0.048468	0.05024	0.038335	0.03692
Meth__cg07849904__MN1	0.16014	0.20315	0.22837	0.072058	0.20299	0.11854	0.14889	0.22686	0.16876	0.12669	0.093405	0.079578	0.16016	0.068605	0.18325	0.20656	0.095834	0.11723	0.54005	0.094433	0.15875	0.096903	0.075348	0.11822	0.082399	0.086831	0.12024
RS_G3584__PSMD3__PSMD3	13.2512	13.2945	10.1974	9.4771	9.9499	9.5923	9.501	9.3141	10.2489	8.9759	10.0743	10.7517	9.4688	9.7871	10.3671	9.3173	9.8704	10.6303	10.2483	11.1783	11.1809	12.3601	10.3903	10.1746	14.1566	9.9363	10.7353
Meth__cg24778383__TNFSF7	0.034587	0.10529	0.12018	0.033324	0.4776	0.97661	0.043073	0.70501	0.63657	0.10331	0.53102	0.032018	0.078248	0.11206	0.95896	0.95806	0.24698	0.56411	0.85419	0.84079	0.83127	0.049117	0.58923	0.29678	0.56351	0.058197	0.49613
Meth__cg19410841__NKAP	0.044852	0.054322	0.31844	0.04348	0.064924	0.34964	0.047334	0.053301	0.079932	0.045393	0.27866	0.48458	0.11704	0.039815	0.043149	0.042003	0.50578	0.46254	0.078546	0.061918	0.3929	0.081878	0.50533	0.17151	0.54824	0.39378	0.049674
RS_G3648__CCL2__CCL2	0.54392	0.65074	3.6296	6.3911	2.7066	0	0.783	2.6054	6.1951	3.0177	6.4836	4.4802	6.7484	5.2483	0	0	0	0.86553	10.2673	3.763	0	0	0	0	0.4296	0	0.81051
Meth__cg03506799__CHSY1	0.025617	0.036076	0.031683	0.070217	0.058364	0.036429	0.037209	0.034151	0.14669	0.023774	0.10493	0.045785	0.09476	0.033428	0.037745	0.041301	0.050766	0.099834	0.1436	0.056519	0.054186	0.040091	0.023056	0.034669	0.03408	0.032168	0.032969
Meth__cg05209463__TETRAN	0.06754	0.13851	0.034013	0.030006	0.068655	0.23407	0.19569	0.11477	0.13288	0.029796	0.057664	0.03404	0.11791	0.020705	0.043081	0.066195	0.031251	0.030791	0.32014	0.22563	0.079439	0.10686	0.022874	0.13522	0.035104	0.025326	0.030884
Meth__cg12339802__C1orf109	0.03717	0.082765	0.053994	0.027183	0.062514	0.050496	0.083226	0.049927	0.24982	0.047007	0.054251	0.041553	0.057789	0.034861	0.042771	0.058513	0.064569	0.061014	0.06213	0.07486	0.09367	0.043808	0.026817	0.032904	0.075895	0.043828	0.042235
Meth__cg02430692__PEX5L	0.042468	0.60438	0.049606	0.45257	0.69856	0.88833	0.058632	0.44078	0.48601	0.84722	0.10839	0.13236	0.21011	0.15516	0.09387	0.19981	0.20466	0.092431	0.73765	0.12777	0.43664	0.12434	0.043781	0.18069	0.31478	0.10606	0.091176
RS_G10910__CCL5__CCL5	1.9053	2.6625	4.9081	3.0073	3.5739	3.4087	4.4292	11.2916	4.4286	4.7918	6.4101	4.0382	7.181	3.9801	4.6098	3.2963	4.5923	2.2637	2.3663	3.9704	3.0851	2.8075	2.8119	3.0975	2.4924	1.8219	3.0076
Meth__cg11948328__HSD17B12	0.069847	0.084663	0.32918	0.37919	0.33462	0.068633	0.086931	0.095482	0.15399	0.067585	0.10177	0.078978	0.16352	0.052424	0.081321	0.098387	0.88111	0.08922	0.14911	0.10436	0.19104	0.13377	0.07785	0.5654	0.13683	0.28115	0.5291
Meth__cg15590526__ZNF124	0.37225	0.1014	0.035902	0.050866	0.32765	0.4201	0.19663	0.021656	0.30119	0.020332	0.30591	0.024786	0.085137	0.18355	0.13991	0.21313	0.085797	0.23988	0.20569	0.083931	0.040183	0.22793	0.028034	0.043215	0.037733	0.043774	0.027742
Meth__cg10685945__HMFN0839	0.50907	0.11739	0.36681	0.31151	0.066506	0.033043	0.094486	0.039084	0.082976	0.047265	0.044537	0.082882	0.11391	0.056099	0.055852	0.055662	0.095545	0.053387	0.092331	0.050637	0.56094	0.15353	0.046453	0.047049	0.063407	0.18571	0.050346
Meth__cg00651216__HSP90AB1	0.063254	0.37792	0.25791	0.8788	0.45155	0.58833	0.25853	0.23263	0.32777	0.038854	0.26017	0.41064	0.42914	0.49139	0.34909	0.25878	0.25451	0.16437	0.68549	0.14942	0.15459	0.12561	0.26386	0.19423	0.049258	0.16207	0.11802
Meth__cg07158339__FXN	0.14657	0.44118	0.13705	0.10409	0.45611	0.82871	0.16437	0.10883	0.35349	0.063541	0.19838	0.4138	0.08179	0.21145	0.34596	0.20932	0.054608	0.21592	0.32491	0.21433	0.27323	0.2651	0.05895	0.18273	0.078249	0.084704	0.15442
Meth__cg20339230__ST8SIA2	0.028654	0.037346	0.034037	0.96698	0.79202	0.82534	0.21312	0.97084	0.79465	0.1951	0.1181	0.071529	0.1615	0.15336	0.96721	0.97541	0.72879	0.97439	0.96064	0.84263	0.94044	0.083859	0.017664	0.94849	0.060312	0.14175	0.48773
Meth__cg14654926__FGF10	0.017131	0.9593	0.27196	0.70783	0.9346	0.97556	0.055336	0.93356	0.16017	0.93593	0.89917	0.038637	0.11764	0.52021	0.16543	0.85302	0.86042	0.51889	0.29758	0.88104	0.86513	0.03353	0.034599	0.27703	0.059183	0.85702	0.89915
Meth__cg20324165__KRT8	0.078052	0.064954	0.058629	0.72407	0.060394	0.045852	0.069492	0.05195	0.095683	0.035896	0.075521	0.52148	0.11467	0.70307	0.066078	0.06201	0.27729	0.042997	0.33612	0.049232	0.13349	0.12173	0.80571	0.14932	0.066881	0.061191	0.063274
Meth__cg20540913__EDA	0.19599	0.037376	0.46462	0.789	0.065636	0.077766	0.029726	0.032953	0.10373	0.51023	0.59029	0.55988	0.49255	0.050981	0.043818	0.035971	0.60457	0.58321	0.11888	0.035024	0.57843	0.56298	0.034373	0.55447	0.56212	0.50226	0.027895
Meth__cg20092036__UBE3B	0.05622	0.48903	0.13619	0.152	0.55908	0.75517	0.47133	0.10211	0.098246	0.10113	0.08251	0.096744	0.43242	0.13309	0.41481	0.252	0.094169	0.4078	0.83487	0.72384	0.11058	0.063483	0.051768	0.64223	0.66202	0.084393	0.14149
Meth__cg09666654__MYO1B	0.61817	0.046571	0.042935	0.04049	0.049447	0.032843	0.043407	0.036544	0.064489	0.029903	0.049825	0.037383	0.11801	0.032335	0.040005	0.033693	0.061614	0.041504	0.071266	0.061145	0.41185	0.085913	0.036131	0.48511	0.057078	0.069944	0.30376
RS_G9624__KCTD14__KCTD14	0	1.3939	0.15538	1.2875	0	1.4303	0.39689	4.2721	1.9413	0.53673	6.991	6.1103	3.674	4.8691	0.92268	1.2413	6.1017	6.5793	8.2157	0.66947	0	0	1.3039	2.9725	0	0	0.41275
Meth__cg02973971__CXorf40B	0.072903	0.061071	0.37253	0.050088	0.067518	0.68137	0.052708	0.06435	0.10465	0.030929	0.31958	0.47369	0.10174	0.056022	0.043507	0.061503	0.44424	0.38321	0.13709	0.05355	0.27019	0.099562	0.41854	0.20927	0.48312	0.32424	0.060829
Meth__cg02633817__FXYD3	0.075244	0.090704	0.077682	0.19723	0.092865	0.057599	0.066457	0.87835	0.078194	0.037933	0.15298	0.81893	0.076626	0.071565	0.059768	0.10185	0.1057	0.067147	0.55273	0.087961	0.12634	0.15708	0.56874	0.098254	0.098319	0.081073	0.092869
Meth__cg07719737__MANBAL	0.027906	0.066511	0.032566	0.021273	0.037002	0.0257	0.043221	0.017403	0.43605	0.035072	0.033301	0.027337	0.035261	0.22024	0.031228	0.043395	0.030409	0.025831	0.056356	0.029959	0.034857	0.047797	0.03116	0.028775	0.019226	0.033258	0.02762
Meth__cg13301014__SPINT2	0.037453	0.070748	0.10169	0.72871	0.051031	0.050613	0.053941	0.056563	0.071417	0.034066	0.050164	0.31441	0.07776	0.087662	0.060604	0.075175	0.11245	0.047671	0.083922	0.083668	0.090909	0.082388	0.16011	0.092701	0.043027	0.053602	0.076798
Meth__cg10770529__ZNF274	0.016856	0.13648	0.022882	0.019331	0.024351	0.019845	0.026513	0.054063	0.036405	0.43078	0.032254	0.015861	0.030279	0.01615	0.050586	0.16667	0.020191	0.023506	0.026176	0.15435	0.033598	0.040006	0.024504	0.033969	0.028358	0.02596	0.02984
Meth__cg09950034__BIRC4	0.035608	0.091891	0.36208	0.060091	0.086676	0.2485	0.089569	0.090909	0.14248	0.080133	0.20779	0.48122	0.11603	0.094726	0.065637	0.060105	0.31206	0.42433	0.12033	0.10017	0.36224	0.17839	0.49174	0.17446	0.53643	0.41205	0.10109
Meth__cg01665633__NDNL2	0.057879	0.056945	0.047685	0.064311	0.6715	0.075121	0.066742	0.074323	0.090538	0.063316	0.05662	0.060286	0.10864	0.061281	0.06535	0.083532	0.060597	0.047719	0.21877	0.066161	0.073433	0.09385	0.052606	0.04618	0.078693	0.0573	0.054859
Meth__cg26677448__PAX2	0.034816	0.059781	0.047982	0.050929	0.086744	0.84997	0.044162	0.068906	0.079432	0.29089	0.064816	0.044314	0.1416	0.043939	0.69652	0.699	0.047306	0.071982	0.8835	0.052369	0.1243	0.078807	0.037268	0.23788	0.057497	0.087003	0.042624
Meth__cg14865868__TRIB2	0.64561	0.90034	0.47951	0.92525	0.34918	0.06615	0.087788	0.10818	0.15318	0.36293	0.21309	0.076984	0.082829	0.059734	0.53975	0.11093	0.93116	0.1001	0.10791	0.80564	0.32624	0.74625	0.21996	0.40836	0.87268	0.45903	0.085101
Meth__cg17793621__ATP10A	0.097461	0.94765	0.059434	0.80384	0.93564	0.34835	0.092305	0.095668	0.26242	0.35796	0.10122	0.078653	0.15849	0.045524	0.92545	0.91576	0.090471	0.040004	0.25316	0.6293	0.83827	0.10726	0.066525	0.040707	0.06002	0.04993	0.13219
Meth__cg05674444__C21orf99	0.10673	0.1332	0.17065	0.10315	0.24778	0.44173	0.11859	0.43303	0.14513	0.080585	0.4987	0.22598	0.16163	0.13658	0.21978	0.19328	0.12858	0.096867	0.18908	0.12452	0.14433	0.08493	0.11475	0.21556	0.118	0.1184	0.087619
Meth__cg15898840__IGFBP3	0.03062	0.038406	0.020063	0.026767	0.053513	0.032258	0.067939	0.85913	0.058712	0.72887	0.026125	0.038422	0.043459	0.015511	0.90299	0.71196	0.022423	0.14952	0.057064	0.88567	0.80228	0.04259	0.030117	0.75182	0.031362	0.042242	0.032715
Meth__cg01869233__C20orf75	0.021875	0.071568	0.20221	0.65144	0.16595	0.037006	0.089934	0.2007	0.14328	0.033478	0.090444	0.84355	0.088123	0.13321	0.060268	0.2599	0.8811	0.15896	0.053843	0.31982	0.10958	0.04419	0.36938	0.40993	0.23279	0.13	0.28838
Meth__cg20643416__TOMM70A	0.035419	0.079225	0.027802	0.037654	0.041015	0.12041	0.04021	0.045994	0.089186	0.028561	0.036301	0.033836	0.078426	0.042146	0.038622	0.03861	0.040577	0.064172	0.07687	0.037724	0.069996	0.060877	0.039347	0.040536	0.037658	0.036931	0.040056
RS_G12622__ENTPD3__ENTPD3	1.6276	2.4329	2.2836	0.094504	1.3137	2.4286	0.25413	0.3192	2.9286	4.3004	0.36104	0	5.8247	0	3.3313	1.5158	0.18811	0.28822	1.9706	0.86462	0.46191	1.6258	0.17393	0.10292	4.1525	0	0
Meth__cg10082991__RNF44	0.049489	0.066654	0.040798	0.04207	0.06405	0.74393	0.051053	0.065326	0.088359	0.037328	0.056973	0.054809	0.14064	0.046471	0.062026	0.063542	0.045892	0.040817	0.088228	0.060836	0.10041	0.074307	0.047005	0.038513	0.055083	0.05466	0.0496
Meth__cg20715764__ZNF264	0.034507	0.26768	0.095448	0.029063	0.041498	0.42917	0.17426	0.036417	0.58111	0.64523	0.056748	0.024742	0.12549	0.031858	0.94922	0.40975	0.065027	0.040839	0.46633	0.043527	0.33415	0.066951	0.035737	0.025049	0.38676	0.047175	0.049826
Meth__cg14188232__ITGA11	0.03729	0.84258	0.81016	0.12646	0.45779	0.29785	0.48606	0.40408	0.56617	0.040556	0.71126	0.082098	0.095144	0.035655	0.56008	0.58747	0.38044	0.20865	0.28112	0.72505	0.19738	0.063988	0.040835	0.20506	0.35137	0.19166	0.24925
Meth__cg25591867__CKAP4	0.051318	0.040689	0.042372	0.031851	0.23823	0.047096	0.33077	0.047332	0.083555	0.028389	0.079145	0.042968	0.10341	0.032362	0.055981	0.080736	0.051298	0.091708	0.073021	0.050585	0.065466	0.082789	0.035937	0.032248	0.04538	0.037995	0.041141
Meth__cg21144270__STK25	0.41828	0.47474	0.029971	0.73184	0.10241	0.036276	0.028001	0.046637	0.67774	0.038927	0.19537	0.094801	0.056708	0.59726	0.76257	0.4735	0.039779	0.35155	0.96123	0.64701	0.059304	0.28555	0.028661	0.029769	0.03039	0.031961	0.028785
Meth__cg15304928__TMEM9	0.03734	0.43348	0.024135	0.033068	0.042706	0.086156	0.06224	0.040523	0.086531	0.021799	0.057697	0.043586	0.095341	0.039821	0.045463	0.041003	0.059791	0.024218	0.088797	0.052928	0.050429	0.068783	0.030782	0.03765	0.045311	0.039752	0.036069
Meth__cg11174654__GLUD2	0.040013	0.03966	0.041868	0.33049	0.047166	0.30968	0.086699	0.31038	0.08675	0.016055	0.31886	0.37707	0.21519	0.20548	0.022474	0.040374	0.35536	0.33998	0.32015	0.041574	0.34603	0.13041	0.34898	0.35592	0.434	0.29417	0.031911
Meth__cg26336164__FEM1A	0.032944	0.036571	0.023017	0.025571	0.047094	0.030297	0.037017	0.042941	0.04935	0.3787	0.032488	0.023507	0.099555	0.018237	0.038261	0.057352	0.024659	0.018587	0.06859	0.031935	0.097179	0.076489	0.020349	0.015206	0.023727	0.0295	0.026991
Meth__cg05129930__PFKL	0.04635	0.041504	0.023541	0.02814	0.060466	0.052034	0.049373	0.056717	0.088067	0.023849	0.037499	0.032012	0.092128	0.024957	0.030328	0.048224	0.032836	0.034668	0.06296	0.077358	0.069282	0.063241	0.030726	0.020445	0.035952	0.029269	0.04037
Meth__cg13948987__HCRTR2	0.022729	0.66716	0.36555	0.81381	0.9165	0.98124	0.030035	0.4965	0.33855	0.7274	0.52767	0.032308	0.069981	0.035593	0.40848	0.85279	0.88684	0.9529	0.82127	0.92598	0.5418	0.062438	0.019771	0.52506	0.38517	0.31672	0.053469
Meth__cg03169715__HAS3	0.045842	0.07138	0.12115	0.044403	0.53003	0.67242	0.36643	0.48049	0.10798	0.20607	0.12825	0.049928	0.078481	0.03516	0.62924	0.57483	0.038298	0.048824	0.8601	0.10527	0.088253	0.077265	0.054463	0.51452	0.074209	0.15032	0.39123
Meth__cg23699324__CTNNA2	0.091936	0.52197	0.070396	0.5049	0.4629	0.3829	0.29261	0.3578	0.37746	0.41109	0.072695	0.36554	0.14839	0.048633	0.39127	0.23246	0.057709	0.50094	0.6356	0.19017	0.629	0.076377	0.04827	0.092967	0.15687	0.061798	0.058682
Meth__cg11272332__ZDHHC15	0.035567	0.86806	0.059262	0.047065	0.94566	0.97323	0.19834	0.84716	0.91414	0.64686	0.44716	0.35775	0.08317	0.031767	0.91234	0.71781	0.46537	0.44844	0.71055	0.22904	0.84791	0.26479	0.038254	0.6551	0.51373	0.14852	0.63717
Meth__cg23376526__SLC27A3	0.05058	0.038909	0.098742	0.33827	0.043413	0.067033	0.059981	0.040475	0.12735	0.033564	0.034536	0.049692	0.094871	0.038149	0.028147	0.040238	0.042707	0.031158	0.57125	0.044921	0.076196	0.084047	0.38649	0.073585	0.048168	0.040417	0.050748
Meth__cg01911082__CSMD3	0.012962	0.20964	0.021941	0.096183	0.7801	0.7405	0.030032	0.17742	0.34704	0.1276	0.31183	0.055433	0.053961	0.017936	0.057812	0.56524	0.62828	0.23306	0.89605	0.032069	0.75204	0.027266	0.024689	0.068251	0.15682	0.050972	0.021657
Meth__cg00557354__ARHGEF7	0.068212	0.1719	0.14791	0.78027	0.84247	0.094429	0.10893	0.8499	0.57493	0.096785	0.06335	0.052672	0.11709	0.028276	0.95523	0.96515	0.087101	0.25547	0.93294	0.93046	0.95106	0.061517	0.045405	0.85923	0.040697	0.040531	0.076937
Meth__cg10749413__ABCA7	0.02556	0.025203	0.033583	0.02578	0.023929	0.018663	0.020844	0.026975	0.039233	0.018104	0.022776	0.022831	0.053875	0.016511	0.019737	0.030639	0.025178	0.022347	0.02826	0.025484	0.04153	0.036892	0.028567	0.023002	0.029124	0.029403	0.040837
Meth__cg01080862__IL13RA1	0.041291	0.067451	0.35671	0.040136	0.06374	0.37682	0.061867	0.055195	0.058288	0.029839	0.31397	0.69882	0.30109	0.039444	0.045187	0.060622	0.65366	0.61732	0.12826	0.06659	0.63357	0.12348	0.6518	0.44259	0.70939	0.3053	0.053125
Meth__cg23009046__PVRL1	0.035336	0.045271	0.034124	0.55211	0.039865	0.083399	0.039767	0.047347	0.055888	0.64993	0.044328	0.041531	0.078621	0.051568	0.055572	0.049612	0.032566	0.048497	0.066464	0.041561	0.057129	0.049326	0.065406	0.035763	0.040062	0.039754	0.039478
Meth__cg02293044__GAS2L1	0.034499	0.063633	0.074442	0.055323	0.49429	0.042724	0.086557	0.046696	0.056791	0.82855	0.13675	0.060378	0.28089	0.031995	0.26409	0.3257	0.15572	0.062683	0.04469	0.59418	0.11058	0.074515	0.030167	0.037624	0.10993	0.040003	0.03087
Meth__cg24130043__ZNF197	0.043548	0.53424	0.057586	0.031716	0.050139	0.92907	0.055191	0.41337	0.61931	0.8083	0.04246	0.039985	0.098345	0.027779	0.165	0.14452	0.038566	0.19011	0.060887	0.046864	0.089291	0.075583	0.036033	0.03514	0.038902	0.42765	0.54838
Meth__cg08896053__SNTG1	0.038702	0.81728	0.18316	0.42803	0.86221	0.67814	0.27086	0.85722	0.43229	0.43253	0.63152	0.49782	0.10593	0.039733	0.55152	0.80704	0.65655	0.55273	0.49023	0.056556	0.46458	0.053245	0.06062	0.66211	0.073924	0.13104	0.15588
Meth__cg18485485__DECR1	0.077216	0.042914	0.045099	0.036239	0.033479	0.031036	0.034941	0.039918	0.049973	0.029408	0.03105	0.033783	0.083453	0.023206	0.02733	0.035264	0.034597	0.035963	0.12384	0.040237	0.053542	0.062994	0.040188	0.809	0.048672	0.041291	0.040391
Meth__cg00653387__PTN	0.045683	0.79197	0.053582	0.72814	0.91778	0.88911	0.053831	0.79862	0.29949	0.060495	0.64109	0.15572	0.16559	0.089287	0.15578	0.31242	0.18561	0.69463	0.2767	0.42605	0.85302	0.076012	0.09352	0.27582	0.058323	0.087615	0.35434
RS_G18071__CXCL17__CXCL17	1.6066	6.1534	1.2095	0	0.74132	0.6322	1.3713	0	9.5671	6.8488	3.7511	0	12.3037	0	2.1353	2.7126	0	7.6157	0	5.9685	0.3767	0	0.38286	0	3.4737	6.5787	4.2359
Meth__cg02661879__FLNC	0.027093	0.065155	0.03428	0.86047	0.9165	0.81117	0.95046	0.84259	0.90672	0.30645	0.9563	0.033364	0.077961	0.022092	0.96026	0.95657	0.37733	0.37636	0.10096	0.68195	0.94053	0.053289	0.09066	0.95108	0.054954	0.044405	0.24182
Meth__cg09549827__ESPN	0.025902	0.039914	0.04528	0.91482	0.053416	0.050181	0.03446	0.9427	0.91137	0.032792	0.93956	0.034287	0.058604	0.077202	0.055615	0.039552	0.045334	0.037353	0.065937	0.047689	0.076137	0.04128	0.026362	0.030719	0.043266	0.041128	0.03196
RS_G16982__IFIT1__IFIT1	0.24404	1.6038	8.4349	2.6931	1.5317	3.5077	5.2973	9.1722	6.0911	6.388	1.8643	3.3544	10.3925	2.1393	3.6083	3.6486	6.109	2.752	6.2823	1.4311	1.9978	0	1.8031	3.048	0.1874	1.7547	0.9293
Meth__cg26747293__FLJ39155	0.036226	0.039429	0.059729	0.64608	0.065078	0.048838	0.056845	0.064938	0.91231	0.028942	0.052674	0.056704	0.053405	0.026578	0.056442	0.051022	0.056002	0.030743	0.86631	0.047022	0.90899	0.053195	0.077631	0.22936	0.088099	0.066804	0.093961
Meth__cg11612291__ZNF35	0.046394	0.058281	0.039095	0.038728	0.06553	0.95832	0.047599	0.048231	0.092635	0.054462	0.50626	0.043253	0.089636	0.028334	0.061956	0.061283	0.040424	0.056204	0.057878	0.056167	0.08893	0.055805	0.043151	0.05	0.06575	0.057698	0.067897
RS_G7745__IFI44L__IFI44L	0	0	4.5645	0.60514	0	0.99127	2.0578	9.2152	4.217	4.1907	0.47385	1.9555	10.2427	1.0245	0	0.60717	0.55766	1.1744	1.9467	0	0	0	0	0.41582	0	0	0
Meth__cg27176536__RAB26	0.11915	0.12238	0.10294	0.90562	0.1407	0.26985	0.14724	0.15988	0.16927	0.18324	0.14323	0.14863	0.15337	0.59396	0.12593	0.13916	0.1242	0.13126	0.1546	0.13457	0.16842	0.15513	0.12061	0.090216	0.12026	0.12099	0.13014
Meth__cg24892510__ZNF415	0.019092	0.055574	0.021241	0.17575	0.47969	0.59034	0.026456	0.20416	0.18536	0.015857	0.61771	0.018742	0.044806	0.033096	0.67349	0.28347	0.029628	0.21771	0.22919	0.066562	0.57598	0.046825	0.035333	0.1631	0.025077	0.080947	0.091618
Meth__cg11946769__NME6	0.02268	0.26304	0.028399	0.024424	0.046625	0.024322	0.039951	0.029718	0.076321	0.026449	0.028148	0.024345	0.031333	0.02433	0.029023	0.036604	0.034478	0.1779	0.054402	0.13723	0.047789	0.10466	0.025821	0.027989	0.032559	0.026342	0.02396
Meth__cg17803089__FANCE	0.055721	0.87025	0.10841	0.60572	0.14836	0.55885	0.1257	0.25146	0.80312	0.091966	0.42465	0.062197	0.92507	0.072333	0.12836	0.058791	0.057908	0.26112	0.27816	0.81446	0.56634	0.086289	0.040876	0.16128	0.082691	0.28729	0.20304
Meth__cg09979256__RSPO3	0.043681	0.063817	0.064446	0.041494	0.075466	0.050046	0.069263	0.38647	0.11428	0.055966	0.039973	0.040408	0.12018	0.066567	0.069061	0.06514	0.065911	0.047509	0.13243	0.56138	0.45437	0.056629	0.042154	0.063786	0.052139	0.068241	0.055525
Meth__cg01125463__PEX6	0.052371	0.10252	0.36419	0.26509	0.084644	0.039857	0.064592	0.13233	0.48548	0.4176	0.16993	0.061911	0.096372	0.24681	0.69634	0.57856	0.1292	0.088202	0.12615	0.34223	0.058529	0.1696	0.046288	0.052268	0.13488	0.048368	0.037725
Meth__cg19803984__SNRPN	0.035401	0.94727	0.044967	0.28995	0.9018	0.85965	0.06949	0.71909	0.1563	0.85265	0.31977	0.36252	0.084808	0.044217	0.067084	0.12952	0.18273	0.44604	0.18882	0.8846	0.76663	0.050456	0.069516	0.088879	0.046319	0.10863	0.1844
Meth__cg26035633__IDH3G	0.037724	0.060025	0.35633	0.043745	0.051194	0.45845	0.036467	0.050468	0.071095	0.03592	0.23319	0.52479	0.073813	0.027394	0.041052	0.042388	0.48293	0.47907	0.067374	0.046656	0.36233	0.073171	0.28616	0.23734	0.55112	0.22088	0.043195
Meth__cg07912181__HSD17B12	0.033179	0.028402	0.36329	0.51506	0.41846	0.01592	0.024018	0.026878	0.036068	0.022769	0.024651	0.022874	0.078202	0.024501	0.039661	0.041563	0.94661	0.023727	0.070872	0.033146	0.02606	0.043294	0.026451	0.68973	0.032972	0.20201	0.61752
Meth__cg05004940__C20orf195	0.048842	0.5361	0.12956	0.19409	0.060488	0.61244	0.059122	0.096631	0.77133	0.6945	0.076673	0.4643	0.092096	0.054593	0.64552	0.53489	0.052091	0.05215	0.81407	0.47357	0.29516	0.11958	0.081028	0.038547	0.089105	0.088549	0.058428
Meth__cg11854877__F8A1	0.38539	0.036545	0.55067	0.02531	0.037075	0.44352	0.59232	0.042942	0.092346	0.027205	0.55797	0.60297	0.53666	0.11139	0.028084	0.045317	0.62295	0.62228	0.053078	0.047806	0.52435	0.10613	0.58333	0.52043	0.63549	0.59438	0.047522
Meth__cg08798116__GPC4	0.013466	0.014791	0.40849	0.75567	0.024142	0.2851	0.11157	0.10287	0.033422	0.54206	0.40336	0.50033	0.18054	0.010155	0.012205	0.020579	0.54472	0.486	0.97172	0.018311	0.60509	0.019042	0.57921	0.64284	0.56409	0.43938	0.017183
Meth__cg11005826__IGF2AS	0.062355	0.22124	0.079854	0.59868	0.15109	0.6061	0.098934	0.84389	0.74153	0.057003	0.20185	0.23364	0.17536	0.095636	0.69707	0.61976	0.16691	0.25819	0.89915	0.88171	0.73155	0.090395	0.072282	0.71136	0.12167	0.10899	0.088751
Meth__cg13756879__IGF2	0.026439	0.044643	0.026202	0.62157	0.24536	0.80555	0.035355	0.76613	0.39144	0.038892	0.036356	0.037971	0.13813	0.07572	0.83533	0.7575	0.15088	0.79324	0.90291	0.046713	0.78247	0.054709	0.038643	0.21551	0.12218	0.031401	0.03039
Meth__cg01418124__ARHGAP24	0.045868	0.05226	0.41267	0.90528	0.052148	0.032777	0.058932	0.04674	0.088405	0.11186	0.83378	0.045881	0.10186	0.070239	0.04747	0.05126	0.48232	0.46185	0.13941	0.061677	0.61559	0.095846	0.30118	0.90631	0.057903	0.28236	0.91063
Meth__cg13841804__ANP32E	0.11386	0.14925	0.068596	0.10445	0.13185	0.16056	0.069148	0.11095	0.13752	0.0644	0.10416	0.084188	0.12156	0.056227	0.60004	0.36344	0.070035	0.050375	0.17523	0.13019	0.13244	0.10779	0.073875	0.06144	0.057512	0.075995	0.095561
Meth__cg07035740__SNCB	0.044635	0.063225	0.041465	0.19688	0.57354	0.46532	0.041275	0.34839	0.7185	0.05039	0.29728	0.17924	0.062976	0.23862	0.13489	0.062756	0.047042	0.070609	0.82305	0.049889	0.50289	0.050504	0.034321	0.70459	0.04186	0.046727	0.047215
Meth__cg02932689__MAP1LC3B	0.072285	0.11092	0.040359	0.4567	0.061183	0.18403	0.088311	0.076246	0.10306	0.4458	0.097151	0.090058	0.15259	0.47787	0.042837	0.061417	0.081791	0.058834	0.34406	0.12479	0.13505	0.082098	0.045574	0.057201	0.067881	0.051517	0.054965
Meth__cg21331821__ZSCAN1	0.027893	0.056944	0.041584	0.046315	0.22248	0.83473	0.050751	0.91472	0.69691	0.67798	0.88785	0.034463	0.12479	0.033978	0.58172	0.070351	0.045114	0.95587	0.83739	0.042555	0.875	0.12563	0.037137	0.89078	0.42474	0.032354	0.043284
Meth__cg16366323__DUSP3	0.054927	0.24496	0.05718	0.066949	0.25043	0.42048	0.1742	0.052782	0.14712	0.036113	0.11644	0.055743	0.082447	0.032447	0.14843	0.14457	0.057202	0.052067	0.4366	0.22279	0.13516	0.089235	0.032648	0.1314	0.057518	0.058233	0.055752
