Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg26399201__ANKRD43	0.048666	0.50248	0.97622	0.12499	0.062503	0.77031	0.044063	0.15171	0.041855	0.043418	0.53587	0.1427	0.30456	0.051294	0.12171	0.063837	0.13031	0.62294	0.32912	0.47534	0.36913	0.71196	0.077129	0.082381	0.15715	0.17734	0.044773	0.051901	0.26225	0.047877	0.89635	0.1518	0.038478	0.15736	0.10875
Meth__cg01369981__CAMKK2	0.020594	0.94423	0.0305	0.78372	0.097562	0.94725	0.94557	0.97746	0.018154	0.3113	0.49252	0.34581	0.92959	0.027985	0.71181	0.021544	0.42164	0.026697	0.76577	0.67868	0.96387	0.041453	0.01722	0.04757	0.71806	0.80419	0.031667	0.020506	0.041633	0.51789	0.479	0.1542	0.60789	0.33809	0.93386
Meth__cg17801256__ZMYM4	0.054571	0.040847	0.045466	0.045496	0.029904	0.036724	0.037984	0.028742	0.027127	0.049982	0.037643	0.030868	0.10998	0.043678	0.033578	0.03891	0.075575	0.040866	0.034111	0.038913	0.035859	0.10399	0.048755	0.2235	0.071486	0.037708	0.031072	0.028005	0.033566	0.031947	0.023094	0.091225	0.048153	0.57386	0.56913
Meth__cg21086464__PAK1	0.030808	0.084843	0.051602	0.057187	0.041104	0.37997	0.075202	0.0386	0.042927	0.05736	0.040229	0.030777	0.097533	0.041089	0.041886	0.040997	0.14538	0.036413	0.34606	0.042294	0.050289	0.056405	0.057826	0.16211	0.49119	0.13978	0.047488	0.029272	0.047228	0.03312	0.024024	0.10184	0.050422	0.066591	0.062529
Meth__cg09637363__CCND1	0.080986	0.063358	0.1952	0.15303	0.076728	0.87259	0.085539	0.68227	0.11849	0.13425	0.57933	0.88598	0.45041	0.15756	0.66137	0.33031	0.14023	0.31323	0.43333	0.15962	0.86545	0.21876	0.1339	0.1809	0.12074	0.11749	0.85268	0.84357	0.76051	0.065378	0.087831	0.28873	0.33639	0.10812	0.066272
Meth__cg22572159__NGFB	0.91998	0.056355	0.1215	0.061682	0.073098	0.13819	0.79797	0.4301	0.033573	0.067744	0.7568	0.21097	0.54967	0.10482	0.051602	0.031005	0.099518	0.042748	0.90328	0.89621	0.056061	0.081732	0.066813	0.11251	0.86939	0.16267	0.058707	0.048801	0.061256	0.045466	0.86942	0.1831	0.38379	0.094209	0.065141
Meth__cg01267315__C1orf164	0.73466	0.055646	0.073535	0.062663	0.041145	0.030982	0.11117	0.025874	0.045145	0.050421	0.38188	0.037029	0.31258	0.029318	0.05118	0.058342	0.07312	0.028301	0.068382	0.55781	0.044846	0.081692	0.047693	0.067568	0.41443	0.036085	0.033887	0.048965	0.038511	0.040541	0.067761	0.85683	0.04431	0.57175	0.46245
Meth__cg21832243__TTC3	0.13711	0.23406	0.60887	0.15828	0.12552	0.37517	0.15572	0.62452	0.12283	0.13416	0.2152	0.59431	0.81122	0.13027	0.82389	0.63473	0.36332	0.16294	0.13184	0.17234	0.70032	0.29372	0.17443	0.27817	0.14617	0.1795	0.11292	0.15256	0.19602	0.19129	0.16153	0.13714	0.092547	0.21091	0.12703
Meth__cg03065202__MGC17330	0.045292	0.040763	0.63329	0.03	0.071245	0.04907	0.04946	0.051316	0.063278	0.059558	0.23841	0.14442	0.91081	0.037169	0.11844	0.042275	0.090736	0.055209	0.54601	0.050859	0.90608	0.24498	0.28319	0.048031	0.33248	0.090484	0.14127	0.05142	0.056914	0.074776	0.45102	0.23751	0.30542	0.037003	0.041951
Meth__cg22297305__PRODH	0.023848	0.020475	0.13052	0.024648	0.020181	0.59447	0.027669	0.021907	0.021668	0.024426	0.033677	0.026373	0.043658	0.024539	0.01917	0.020513	0.024624	0.021467	0.032369	0.033348	0.025488	0.58887	0.026068	0.028688	0.15146	0.035807	0.030367	0.035275	0.01958	0.021537	0.031448	0.057773	0.024588	0.021694	0.015796
Meth__cg27352992__CNTN1	0.042816	0.035149	0.90203	0.17669	0.10253	0.55338	0.91177	0.03267	0.039046	0.045571	0.91466	0.087924	0.613	0.30131	0.78699	0.38165	0.09659	0.050707	0.48573	0.53393	0.109	0.63095	0.047929	0.111	0.8543	0.06868	0.30876	0.041616	0.14289	0.052234	0.79448	0.1869	0.06391	0.044901	0.31737
Meth__cg18997129__EPHA1	0.078105	0.071805	0.075321	0.068948	0.062381	0.92293	0.073347	0.10938	0.081083	0.078862	0.078374	0.08535	0.11774	0.082881	0.059491	0.42999	0.18385	0.77627	0.05608	0.093331	0.68969	0.85179	0.073622	0.10718	0.11507	0.11457	0.10823	0.056276	0.86803	0.078908	0.065061	0.090559	0.082862	0.076509	0.074361
Meth__cg01615704__MALL	0.08749	0.02225	0.13709	0.098615	0.092629	0.97955	0.10826	0.052279	0.026854	0.11988	0.15753	0.055982	0.10004	0.083367	0.095823	0.031042	0.11118	0.96144	0.10808	0.098705	0.97427	0.15359	0.12753	0.065475	0.65201	0.11344	0.54773	0.025125	0.98124	0.12486	0.571	0.15582	0.10298	0.15308	0.13721
Meth__cg12739034__PTGER3	0.099446	0.041473	0.8729	0.31827	0.057126	0.7193	0.050095	0.34089	0.057032	0.047541	0.47652	0.062752	0.098895	0.052976	0.25443	0.1391	0.11608	0.1117	0.044881	0.050033	0.1155	0.54621	0.05217	0.073286	0.32122	0.15483	0.21635	0.042404	0.559	0.048151	0.332	0.10638	0.062129	0.19074	0.48362
Meth__cg25941716__SH3KBP1	0.42469	0.027532	0.052735	0.037775	0.11906	0.038986	0.04536	0.045632	0.028881	0.54912	0.041573	0.53786	0.078547	0.043889	0.031472	0.033918	0.48347	0.072889	0.028176	0.03397	0.14555	0.065402	0.29741	0.14471	0.62194	0.1573	0.031118	0.02618	0.55938	0.027272	0.029604	0.075246	0.22963	0.17999	0.035374
Meth__cg06627364__MGC4677	0.042537	0.039036	0.037544	0.45822	0.36546	0.041134	0.15632	0.030711	0.039331	0.049287	0.04623	0.040006	0.089862	0.03941	0.048011	0.036473	0.059359	0.029481	0.032512	0.045604	0.040337	0.065539	0.048069	0.062225	0.098536	0.059527	0.041846	0.033956	0.041188	0.040266	0.036632	0.1218	0.050689	0.048356	0.15266
Meth__cg07326586__UBD	0.17996	0.074633	0.18507	0.14026	0.087672	0.05123	0.059959	0.71991	0.33944	0.074267	0.46693	0.15567	0.13801	0.27168	0.32236	0.60615	0.12331	0.081768	0.074423	0.11704	0.29204	0.12486	0.0903	0.056315	0.089664	0.22907	0.03236	0.068824	0.10373	0.071141	0.069585	0.089237	0.1329	0.14604	0.15348
Meth__cg15376097__EVA1	0.087054	0.06255	0.086989	0.16824	0.44998	0.14225	0.36946	0.10705	0.066386	0.10733	0.11194	0.043664	0.091667	0.0735	0.088707	0.10004	0.095364	0.062493	0.10124	0.20462	0.087137	0.31566	0.072436	0.11013	0.19568	0.11754	0.083243	0.054446	0.14044	0.057276	0.18993	0.099895	0.085197	0.13307	0.39103
Meth__cg27271445__IDH3G	0.57864	0.062717	0.066902	0.057995	0.58972	0.04611	0.070445	0.49167	0.042822	0.052863	0.051571	0.090314	0.10096	0.051443	0.54164	0.5433	0.26789	0.057732	0.077574	0.077093	0.66536	0.098737	0.061254	0.49221	0.43645	0.098846	0.58097	0.0466	0.64788	0.047157	0.44583	0.094382	0.62594	0.47983	0.054627
Meth__cg00158308__OXGR1	0.33312	0.11737	0.90458	0.55966	0.048988	0.71999	0.1551	0.88676	0.35014	0.05165	0.43885	0.2134	0.81235	0.3556	0.88044	0.17999	0.17633	0.055057	0.044263	0.057046	0.18052	0.74465	0.11782	0.28434	0.10607	0.11299	0.2942	0.44055	0.048886	0.059453	0.63847	0.047491	0.076068	0.051324	0.62907
Meth__cg17296078__UBTD1	0.042608	0.90896	0.077569	0.94971	0.81039	0.028461	0.73245	0.62164	0.048162	0.57498	0.041958	0.064178	0.11947	0.051733	0.10784	0.031397	0.051926	0.028348	0.93434	0.89476	0.034493	0.61842	0.88291	0.1149	0.1481	0.89471	0.48093	0.031497	0.049809	0.061032	0.85363	0.10777	0.10731	0.29837	0.923
Meth__cg19853229__PLEKHG2	0.040575	0.032801	0.13092	0.15529	0.040533	0.035309	0.039733	0.028978	0.035307	0.066756	0.043374	0.047996	0.31811	0.041129	0.10221	0.036525	0.092332	0.03212	0.027679	0.037237	0.039776	0.081598	0.035714	0.058197	0.080979	0.049311	0.24626	0.029569	0.036257	0.031934	0.39284	0.050078	0.044203	0.034771	0.040253
Meth__cg22862656__SCGB2A2	0.055845	0.047079	0.21466	0.24138	0.22013	0.70361	0.095397	0.84339	0.37538	0.36142	0.87111	0.17338	0.22479	0.32953	0.46196	0.671	0.090973	0.84613	0.13823	0.13718	0.91532	0.82923	0.129	0.082081	0.16283	0.054846	0.59018	0.30056	0.88767	0.043506	0.146	0.12228	0.18009	0.076393	0.074453
Meth__cg09529667__SSBP4	0.019703	0.12528	0.11987	0.074954	0.018458	0.016405	0.093656	0.040772	0.029009	0.46791	0.024544	0.44949	0.067756	0.031072	0.08355	0.11712	0.20529	0.015192	0.014189	0.025417	0.79588	0.060102	0.14399	0.033834	0.041919	0.045945	0.021441	0.021198	0.02056	0.0792	0.015116	0.058051	0.029849	0.024714	0.017673
Meth__cg24103438__NLGN4X	0.10104	0.055249	0.79615	0.89519	0.098592	0.60554	0.8119	0.77614	0.2946	0.075739	0.79332	0.55414	0.20375	0.30319	0.54644	0.21377	0.11096	0.097753	0.09748	0.29677	0.1392	0.36429	0.07921	0.076553	0.86194	0.19376	0.078474	0.43556	0.057628	0.49247	0.55461	0.15205	0.088434	0.60429	0.21661
Meth__cg11810837__ARMCX5	0.46921	0.04943	0.059105	0.058204	0.078395	0.046946	0.065786	0.38049	0.090221	0.075008	0.048782	0.070587	0.075553	0.092163	0.22273	0.50773	0.1454	0.045277	0.050701	0.047133	0.12104	0.074968	0.057307	0.31229	0.33127	0.084177	0.053181	0.042677	0.37793	0.044339	0.18821	0.11315	0.51633	0.096888	0.052954
Meth__cg11459714__KLK10	0.16724	0.066049	0.091133	0.08501	0.080722	0.52117	0.21582	0.047822	0.041444	0.074045	0.40347	0.45964	0.13174	0.096148	0.12775	0.19658	0.098306	0.13073	0.53197	0.52937	0.10116	0.39572	0.28027	0.12891	0.70639	0.12054	0.060174	0.066806	0.0708	0.048336	0.76889	0.15452	0.0745	0.08506	0.067836
Meth__cg01716061__CDKN2B	0.069762	0.050949	0.52494	0.113	0.038231	0.054961	0.057655	0.069027	0.050098	0.052868	0.054743	0.057893	0.10622	0.051094	0.055187	0.53982	0.06422	0.056871	0.09434	0.11304	0.057007	0.51418	0.076938	0.093445	0.065433	0.10453	0.40038	0.38973	0.078847	0.060398	0.056441	0.1037	0.067294	0.04951	0.047592
Meth__cg14265670__UPP1	0.033686	0.015627	0.028637	0.032728	0.204	0.0282	0.025038	0.01633	0.021315	0.030714	0.023243	0.024124	0.033129	0.027695	0.029244	0.021539	0.040419	0.015752	0.02235	0.039247	0.029662	0.033724	0.042244	0.030724	0.050228	0.034549	0.026396	0.026604	0.032735	0.022267	0.022992	0.012699	0.027329	0.048788	0.035678
Meth__cg01726775__C1RL	0.033715	0.61205	0.036024	0.51692	0.44691	0.037004	0.83469	0.036875	0.028017	0.84225	0.031447	0.17154	0.051108	0.22415	0.038484	0.028107	0.058237	0.031359	0.87136	0.87706	0.80127	0.063158	0.84009	0.3116	0.86029	0.54072	0.4782	0.042026	0.038345	0.53985	0.17678	0.11507	0.86975	0.353	0.09361
Meth__cg05001145__ELL2	0.017427	0.010639	0.03812	0.017048	0.015176	0.076282	0.088505	0.12355	0.01889	0.015715	0.054974	0.11055	0.053679	0.019309	0.093636	0.024546	0.031207	0.01132	0.069039	0.027824	0.017034	0.070498	0.052934	0.016841	0.096418	0.028949	0.019371	0.012098	0.012138	0.013039	0.020874	0.032374	0.023468	0.017911	0.016836
Meth__cg10549973__UNQ9438	0.043119	0.85524	0.97299	0.38549	0.39079	0.96303	0.17224	0.049704	0.036838	0.064012	0.25604	0.74269	0.5033	0.048766	0.16429	0.73013	0.099784	0.86551	0.92228	0.066206	0.90947	0.92402	0.57734	0.078667	0.093897	0.13549	0.61132	0.58401	0.65229	0.46449	0.77996	0.10096	0.071578	0.49257	0.599
Meth__cg04856043__HS1BP3	0.046779	0.040913	0.10598	0.04961	0.036032	0.13053	0.036265	0.70706	0.037203	0.043326	0.054773	0.19949	0.30616	0.051374	0.048479	0.051069	0.069107	0.039262	0.049456	0.046575	0.066015	0.19391	0.050813	0.07946	0.093413	0.09053	0.040375	0.036157	0.03327	0.033702	0.038875	0.11949	0.042188	0.039642	0.042528
Meth__cg06816106__SPDY1	0.062178	0.35728	0.93796	0.049432	0.038993	0.50374	0.52731	0.94323	0.037666	0.049243	0.50601	0.05957	0.65682	0.038402	0.033891	0.043542	0.088035	0.63764	0.052957	0.050008	0.043476	0.87754	0.63851	0.16667	0.92679	0.066452	0.058762	0.047409	0.67159	0.055058	0.58384	0.092049	0.049474	0.90264	0.92739
Meth__cg05935584__HMGB3	0.56063	0.036648	0.034971	0.061282	0.49774	0.024551	0.041581	0.37384	0.031087	0.027416	0.038941	0.04803	0.052345	0.028326	0.47762	0.45047	0.19638	0.028546	0.044187	0.041199	0.67159	0.065068	0.033929	0.50753	0.38417	0.11345	0.46899	0.01632	0.54983	0.020614	0.27173	0.12773	0.58074	0.46661	0.031995
Meth__cg01401376__EYA4	0.54026	0.039168	0.37965	0.8415	0.061514	0.16069	0.83849	0.93866	0.050112	0.12754	0.050538	0.39212	0.56149	0.051616	0.067081	0.18171	0.12348	0.0597	0.83295	0.91307	0.062551	0.58197	0.6755	0.0651	0.61384	0.10783	0.040617	0.051739	0.33678	0.39497	0.83397	0.42529	0.40731	0.84721	0.89978
Meth__cg25072962__MGC35295	0.20874	0.051257	0.48892	0.75976	0.069154	0.26966	0.18006	0.8811	0.40239	0.07448	0.37275	0.16182	0.20516	0.3463	0.22709	0.37193	0.24171	0.047082	0.054	0.07149	0.12652	0.11116	0.083804	0.15752	0.31163	0.12887	0.075371	0.16789	0.056421	0.061649	0.23765	0.16828	0.090429	0.1002	0.088808
Meth__cg04431054__LOC133619	0.13014	0.42601	0.3947	0.32714	0.094925	0.71329	0.064116	0.37348	0.34151	0.077172	0.76823	0.63801	0.69016	0.24335	0.23004	0.33535	0.3555	0.076923	0.14598	0.075239	0.27064	0.2078	0.095205	0.13518	0.17908	0.33367	0.44825	0.76506	0.31688	0.27573	0.28256	0.089081	0.068115	0.32013	0.17125
Meth__cg10073723__BMPER	0.11584	0.03055	0.96455	0.69219	0.54042	0.022799	0.30631	0.96185	0.03082	0.34328	0.28147	0.48477	0.88079	0.031853	0.80796	0.033727	0.11705	0.023546	0.92357	0.70007	0.036097	0.78439	0.039639	0.044552	0.91325	0.045917	0.029506	0.041578	0.066017	0.029791	0.79773	0.88793	0.27307	0.25613	0.47125
Meth__cg00908551__FANCF	0.097938	0.091072	0.13289	0.1045	0.061214	0.52566	0.093215	0.099178	0.08552	0.090905	0.13581	0.12739	0.69352	0.098628	0.067714	0.065872	0.10502	0.44151	0.11231	0.094707	0.10562	0.45626	0.09966	0.075219	0.13902	0.1148	0.069437	0.074113	0.11993	0.077883	0.057227	0.22867	0.065499	0.068342	0.075328
Meth__cg24777065__FBLN5	0.069915	0.054149	0.56956	0.67453	0.30751	0.15022	0.41309	0.924	0.033558	0.18534	0.055425	0.085308	0.9118	0.050729	0.87498	0.045736	0.058742	0.046627	0.65385	0.74441	0.050261	0.48238	0.86037	0.19025	0.66173	0.089105	0.070209	0.043752	0.077885	0.035824	0.75982	0.15937	0.072264	0.74015	0.85963
Meth__cg02205962__BCAP31	0.77238	0.026047	0.026869	0.026908	0.65025	0.019398	0.028529	0.55172	0.031057	0.017116	0.03257	0.099684	0.075563	0.026779	0.69745	0.63518	0.16981	0.029225	0.034348	0.031099	0.060532	0.068313	0.028028	0.78179	0.50917	0.099973	0.71728	0.016239	0.82496	0.022261	0.49884	0.060866	0.82083	0.69026	0.028342
Meth__cg11778001__NAB1	0.37777	0.081591	0.91967	0.83849	0.81913	0.46567	0.63146	0.11243	0.050648	0.46704	0.035807	0.051004	0.84956	0.088967	0.045257	0.032913	0.079548	0.55078	0.74356	0.55583	0.5126	0.35092	0.56894	0.08107	0.37458	0.19944	0.039828	0.032798	0.050908	0.090355	0.27698	0.06868	0.46968	0.50258	0.80287
Meth__cg05385377__TMEM51	0.24074	0.27722	0.078756	0.41854	0.65565	0.61868	0.62256	0.21245	0.039417	0.45604	0.056117	0.030242	0.063114	0.072975	0.35251	0.03409	0.096687	0.22355	0.55106	0.54275	0.5007	0.16517	0.60126	0.098014	0.39074	0.16636	0.048656	0.049815	0.21393	0.08948	0.37095	0.19448	0.10301	0.099321	0.12459
Meth__cg27567335__RAMP1	0.091111	0.10214	0.19814	0.15525	0.10092	0.45824	0.1049	0.86398	0.090568	0.097119	0.16281	0.52166	0.73514	0.10494	0.82404	0.1044	0.24639	0.082788	0.087113	0.11776	0.31701	0.19951	0.30685	0.19804	0.38215	0.17572	0.12645	0.096107	0.082693	0.10295	0.61865	0.12827	0.099738	0.11897	0.24162
Meth__cg19693015__CHMP6	0.045237	0.04065	0.055402	0.048606	0.030854	0.042635	0.037997	0.033594	0.038907	0.038848	0.046139	0.044415	0.088061	0.042331	0.036592	0.042892	0.060533	0.043132	0.038161	0.046767	0.77307	0.074837	0.056447	0.13005	0.11849	0.089589	0.036918	0.032417	0.030945	0.029974	0.035804	0.080067	0.044427	0.040911	0.03701
Meth__cg14230133__IDS	0.2921	0.0278	0.037273	0.053967	0.14755	0.021869	0.032065	0.061564	0.038935	0.37045	0.026239	0.059251	0.050094	0.031886	0.11148	0.21841	0.023659	0.020281	0.029079	0.020258	0.043497	0.11695	0.030508	0.11936	0.15396	0.053679	0.16541	0.024012	0.028204	0.023681	0.046008	0.047754	0.4546	0.10733	0.019435
Meth__cg25886284__ZNF545	0.04275	0.048519	0.96449	0.39544	0.24791	0.039178	0.037598	0.75268	0.031042	0.032869	0.040551	0.10254	0.89866	0.044673	0.21399	0.024414	0.07034	0.033035	0.96818	0.90039	0.04078	0.067242	0.0474	0.070279	0.81303	0.078997	0.035099	0.036234	0.14542	0.028594	0.59786	0.07542	0.039326	0.73093	0.68346
Meth__cg15973234__KIAA1199	0.040841	0.040659	0.35655	0.068132	0.052705	0.052252	0.047986	0.34222	0.038929	0.052328	0.13665	0.3038	0.17099	0.044615	0.31961	0.14099	0.093397	0.034574	0.046361	0.079429	0.07053	0.1235	0.059955	0.09179	0.08005	0.10509	0.037998	0.053259	0.04444	0.070718	0.11045	0.047139	0.049266	0.055896	0.04699
Meth__cg00311768__TSTA3	0.086867	0.19853	0.6503	0.70767	0.3596	0.66789	0.3497	0.67668	0.21182	0.77743	0.071736	0.86943	0.36088	0.24303	0.3347	0.5905	0.13027	0.081038	0.42845	0.43043	0.8973	0.78983	0.74237	0.16358	0.14426	0.51164	0.081686	0.092009	0.11472	0.4348	0.11911	0.13438	0.85424	0.074186	0.074599
Meth__cg01885202__CDKL5	0.48144	0.45129	0.036898	0.032468	0.31693	0.034706	0.042282	0.034211	0.03015	0.50416	0.04077	0.43358	0.37693	0.040473	0.036559	0.035555	0.41328	0.45056	0.026556	0.053257	0.038096	0.06509	0.46372	0.48803	0.39487	0.48117	0.5008	0.030092	0.45944	0.031242	0.039187	0.049334	0.44171	0.2651	0.040053
Meth__cg20264732__RBM35B	0.046686	0.034188	0.057528	0.039043	0.027442	0.95268	0.043285	0.07562	0.02793	0.036657	0.047701	0.045649	0.076788	0.032751	0.42705	0.072816	0.07017	0.92495	0.033588	0.046215	0.93122	0.88563	0.052389	0.071887	0.075573	0.098937	0.83739	0.031245	0.94422	0.032487	0.030411	0.082999	0.036573	0.037412	0.041099
Meth__cg12453288__FLJ25143	0.050991	0.07176	0.11113	0.096002	0.062548	0.13858	0.099368	0.098467	0.091985	0.068432	0.59994	0.070166	0.10816	0.089763	0.076716	0.078649	0.13819	0.066507	0.071278	0.066215	0.077157	0.11435	0.066005	0.073413	0.096561	0.13779	0.066555	0.064811	0.071979	0.067187	0.06977	0.095406	0.067642	0.089252	0.077105
Meth__cg18507125__RPL36A	0.6717	0.055018	0.068625	0.069158	0.21535	0.062476	0.06977	0.58053	0.50698	0.74497	0.052179	0.038244	0.066554	0.44053	0.64943	0.67022	0.11576	0.066516	0.056867	0.053979	0.077775	0.094055	0.066942	0.22966	0.51158	0.098505	0.055095	0.064622	0.3052	0.061027	0.32553	0.09426	0.69201	0.065532	0.072284
Meth__cg19564367__AFAP	0.41481	0.053954	0.60929	0.18704	0.095033	0.17969	0.074802	0.13911	0.10602	0.16103	0.058029	0.25049	0.25032	0.10293	0.14875	0.84578	0.27509	0.49625	0.21437	0.3123	0.067583	0.17079	0.30203	0.10755	0.16675	0.11638	0.04538	0.077792	0.48263	0.4848	0.33088	0.1117	0.18893	0.14709	0.07742
Meth__cg16519321__MYOD1	0.41556	0.071598	0.95214	0.3785	0.60069	0.47141	0.76764	0.46709	0.084658	0.065576	0.93623	0.18547	0.51556	0.085432	0.605	0.35463	0.085793	0.19293	0.42132	0.30533	0.089934	0.51139	0.055371	0.10869	0.70934	0.063782	0.058109	0.090025	0.19942	0.053731	0.31181	0.17093	0.44689	0.25805	0.34218
Meth__cg04880063__SFXN3	0.050362	0.47603	0.88617	0.57528	0.052925	0.34047	0.082453	0.048412	0.11519	0.057213	0.062293	0.20464	0.48195	0.15981	0.38446	0.063528	0.074783	0.029924	0.1132	0.11232	0.14183	0.34229	0.13603	0.091298	0.42607	0.39456	0.030531	0.43567	0.099032	0.27858	0.12804	0.10191	0.046219	0.10504	0.057191
Meth__cg11718090__NOTCH2NL	0.080708	0.061866	0.33915	0.14987	0.04319	0.33002	0.062427	0.095758	0.18309	0.062932	0.041452	0.28099	0.21761	0.19046	0.068366	0.095007	0.070025	0.063062	0.11434	0.13226	0.062703	0.30647	0.098435	0.052083	0.29189	0.10619	0.042358	0.14758	0.054994	0.05633	0.077764	0.061144	0.087356	0.050041	0.062433
Meth__cg21179457__INSM2	0.039607	0.048792	0.051686	0.056435	0.035811	0.036894	0.06103	0.049834	0.042575	0.04124	0.49247	0.093199	0.069956	0.069378	0.060584	0.065368	0.0428	0.055864	0.04874	0.072793	0.059578	0.13776	0.058477	0.056847	0.073482	0.079641	0.06801	0.037991	0.045253	0.040108	0.043634	0.10587	0.04893	0.076698	0.098369
Meth__cg23430664__XYLT2	0.045303	0.036109	0.16677	0.24643	0.032184	0.32281	0.04323	0.090114	0.032528	0.068319	0.035031	0.19968	0.21506	0.062414	0.044699	0.059334	0.0697	0.06549	0.068006	0.080721	0.29772	0.23874	0.098303	0.077282	0.23267	0.10628	0.02731	0.026754	0.065913	0.051913	0.039506	0.06666	0.046661	0.04393	0.032915
Meth__cg00224234__RNMTL1	0.035994	0.028972	0.046598	0.031618	0.022681	0.027795	0.037778	0.5138	0.023611	0.034583	0.032894	0.020342	0.045057	0.032981	0.024621	0.031678	0.12086	0.02625	0.026561	0.031089	0.034205	0.045719	0.041374	0.042756	0.075923	0.063222	0.022052	0.028074	0.033002	0.024673	0.023667	0.065405	0.037641	0.029925	0.039211
Meth__cg22722802__FLJ39599	0.057344	0.090205	0.93916	0.26055	0.038755	0.69063	0.20518	0.48457	0.021187	0.030345	0.88604	0.15495	0.39557	0.035598	0.70837	0.029965	0.07785	0.03622	0.58939	0.42711	0.51686	0.64759	0.19855	0.039993	0.18242	0.044394	0.16058	0.019164	0.043691	0.024819	0.051547	0.057958	0.038322	0.033758	0.029927
Meth__cg08278554__C15orf48	0.13436	0.067825	0.72813	0.18901	0.1068	0.66463	0.097548	0.079726	0.076996	0.13213	0.2026	0.21694	0.13956	0.13518	0.11177	0.13967	0.19236	0.11736	0.11324	0.10687	0.10736	0.17324	0.13395	0.15337	0.42025	0.11251	0.065369	0.055095	0.91661	0.093236	0.33122	0.15324	0.10202	0.11851	0.10831
Meth__cg03259469__SVIL	0.068264	0.24059	0.4206	0.084881	0.074652	0.43658	0.087692	0.051522	0.070228	0.069503	0.31865	0.13696	0.21476	0.06644	0.65965	0.061009	0.14437	0.069806	0.072672	0.068032	0.092039	0.12402	0.070023	0.13347	0.15022	0.12157	0.066373	0.060151	0.05076	0.066181	0.42195	0.11001	0.078039	0.063197	0.070714
Meth__cg03641225__DIRAS3	0.1618	0.022288	0.3103	0.37599	0.12301	0.58522	0.080794	0.4938	0.27028	0.40112	0.41691	0.72091	0.18454	0.29699	0.21576	0.71948	0.070414	0.040952	0.058389	0.087138	0.31842	0.20021	0.065258	0.031151	0.13201	0.036995	0.21668	0.20152	0.15246	0.033674	0.045343	0.046878	0.10204	0.072512	0.056732
Meth__cg25211525__C6orf145	0.98911	0.021031	0.020167	0.028098	0.71642	0.018468	0.98797	0.017616	0.016792	0.027082	0.016972	0.030887	0.030778	0.017749	0.017477	0.072748	0.032386	0.01054	0.9927	0.98662	0.021217	0.034262	0.021069	0.033414	0.96624	0.036171	0.014543	0.0092653	0.017362	0.013274	0.014097	0.76801	0.018771	0.02428	0.02075
Meth__cg19001794__HIC1	0.049327	0.044756	0.93661	0.050992	0.035101	0.040285	0.049574	0.051797	0.033121	0.040048	0.24236	0.022662	0.081268	0.043385	0.038254	0.037199	0.11816	0.049031	0.033844	0.057106	0.3185	0.1043	0.043571	0.094487	0.10402	0.070009	0.048827	0.030702	0.042994	0.67094	0.061156	0.047882	0.047586	0.036881	0.047913
Meth__cg05522383__PITX2	0.94246	0.67017	0.81049	0.78999	0.5194	0.07893	0.92481	0.94038	0.05273	0.055247	0.12792	0.79304	0.87898	0.060278	0.76241	0.12733	0.41586	0.037999	0.87125	0.92824	0.040955	0.54472	0.60837	0.071361	0.090703	0.69558	0.039063	0.02783	0.16325	0.057101	0.90542	0.57523	0.054193	0.92008	0.92514
Meth__cg06637893__C16orf48	0.21008	0.76789	0.40316	0.83007	0.14203	0.56719	0.20603	0.51336	0.91211	0.67248	0.93503	0.26362	0.4846	0.62562	0.52631	0.49265	0.068762	0.13773	0.74805	0.72663	0.46503	0.53457	0.074915	0.18371	0.10079	0.42195	0.047046	0.043434	0.35463	0.083021	0.14454	0.090778	0.051441	0.053897	0.041848
Meth__cg15839448__SFRP1	0.93665	0.040289	0.50895	0.95046	0.82839	0.48204	0.88949	0.069652	0.35486	0.41397	0.039626	0.023471	0.8973	0.35347	0.03766	0.068033	0.094424	0.15602	0.92556	0.86369	0.042198	0.92812	0.81265	0.1345	0.88663	0.18841	0.74017	0.029358	0.56523	0.036109	0.9355	0.53521	0.93675	0.69931	0.69443
Meth__cg25093045__FLJ46481	0.10205	0.032211	0.88853	0.35298	0.5327	0.067861	0.38321	0.83974	0.031731	0.76777	0.52014	0.26509	0.50292	0.030169	0.22574	0.33483	0.17331	0.030835	0.59805	0.44765	0.053784	0.074183	0.59426	0.050382	0.36629	0.071114	0.027496	0.033277	0.036804	0.030412	0.30744	0.15661	0.46086	0.26481	0.23253
Meth__cg04125208__CD44	0.052436	0.08162	0.056772	0.080487	0.1306	0.037632	0.14209	0.068807	0.089275	0.045757	0.050761	0.034675	0.096381	0.098078	0.036794	0.03845	0.086803	0.03203	0.20823	0.069384	0.051352	0.059818	0.04504	0.034745	0.60002	0.11226	0.044972	0.042256	0.039183	0.039294	0.4102	0.049572	0.045722	0.038898	0.57226
