Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg07080358__C2orf32	0.68798	0.042887	0.16346	0.20563	0.049562	0.96042	0.054769	0.95153	0.046744	0.46391	0.8446	0.38798	0.84871	0.36184	0.052404	0.14534	0.030608	0.1432	0.041259	0.96174	0.56812	0.11071	0.9698	0.8667	0.93899	0.2041	0.46224	0.38272	0.061502	0.042116	0.077877	0.39651	0.047434	0.96722	0.55779	0.57082	0.64974	0.92404	0.65856
Meth__cg05626013__LRRTM3	0.29061	0.093426	0.63909	0.10767	0.27788	0.21835	0.24533	0.77333	0.19201	0.13245	0.25376	0.23782	0.2509	0.16485	0.2089	0.20077	0.22465	0.14815	0.16475	0.15774	0.78845	0.20112	0.16157	0.45484	0.1721	0.13881	0.14153	0.10098	0.087942	0.10622	0.20464	0.34642	0.53417	0.10853	0.13061	0.12659	0.14646	0.38405	0.14324
Meth__cg13722123__GRM1	0.20062	0.064437	0.48291	0.15217	0.15279	0.41528	0.14542	0.49595	0.30261	0.081916	0.72913	0.10587	0.24535	0.079689	0.29997	0.31827	0.3195	0.15603	0.067488	0.17702	0.80052	0.093652	0.37085	0.3185	0.11892	0.12372	0.15313	0.13748	0.11808	0.1347	0.16879	0.075909	0.10926	0.48428	0.14754	0.29361	0.091734	0.63078	0.098739
U133A__NUPR1	8.3817	8.5851	9.1563	5.705	6.8348	9.1852	6.0282	8.2416	7.7551	6.5249	7.5511	7.4436	5.3	9.6655	8.3006	7.6349	7.9804	8.4359	7.9112	5.7052	4.8386	7.3621	5.8722	5.1132	9.5998	8.9667	6.4411	8.737	7.3286	8.8157	4.8391	5.5743	5.9139	9.7779	9.55	8.1518	8.6268	9.2991	4.9015
Meth__cg17749961__LYCAT	0.075651	0.2634	0.07144	0.093657	0.058854	0.074945	0.18182	0.045757	0.57779	0.071328	0.061908	0.066059	0.43831	0.33591	0.37249	0.063398	0.074927	0.14895	0.063645	0.055124	0.063786	0.045806	0.072541	0.18149	0.13242	0.13517	0.06298	0.083421	0.25871	0.057005	0.049411	0.77184	0.054239	0.056137	0.11307	0.19185	0.077433	0.16352	0.17192
U133A__FARP1	7.4771	6.1313	8.1138	8.8341	6.541	6.6631	5.4307	8.6433	7.6265	8.0007	6.585	7.8769	5.4775	7.1214	7.2328	7.2984	7.3103	7.3406	5.9912	5.8391	6.5233	6.071	8.236	5.4881	8.0231	7.4909	6.371	6.7873	5.9676	5.0966	5.858	4.6886	8.1285	5.8389	6.1601	7.5092	6.6622	8.4562	6.7694
Meth__cg27105123__EPS8L1	0.079082	0.075669	0.12635	0.31401	0.21162	0.16603	0.10554	0.088651	0.085681	0.086475	0.23354	0.07665	0.11025	0.12256	0.10215	0.082024	0.078121	0.068357	0.065123	0.34384	0.78064	0.12306	0.078936	0.13519	0.35503	0.089682	0.096933	0.063945	0.12836	0.10593	0.063355	0.054517	0.24018	0.057191	0.10549	0.082349	0.11896	0.11397	0.091702
Meth__cg20444256__CKM	0.22579	0.066365	0.69877	0.239	0.32458	0.47305	0.42902	0.88786	0.59083	0.11714	0.62306	0.74148	0.4648	0.046079	0.3283	0.50775	0.39171	0.091906	0.022029	0.38725	0.8739	0.61916	0.75205	0.21918	0.18671	0.13038	0.44594	0.32699	0.15681	0.2475	0.13165	0.033946	0.24499	0.20606	0.15305	0.091372	0.10416	0.12881	0.12821
Meth__cg05661838__MOS	0.55064	0.025489	0.78511	0.18028	0.43625	0.58524	0.12409	0.83057	0.05344	0.22479	0.6783	0.24283	0.33786	0.034678	0.13338	0.69459	0.13011	0.11346	0.035843	0.2424	0.065474	0.64868	0.63439	0.46893	0.096899	0.057642	0.67401	0.091018	0.058949	0.084129	0.48926	0.085487	0.37429	0.46875	0.10784	0.60336	0.36567	0.41413	0.58984
U133A__TOM1L1	7.9076	5.7186	9.4773	7.1879	5.1145	6.9637	5.2507	6.7397	4.7466	7.9732	5.146	5.8162	5.9377	4.7196	6.3062	6.4622	6.6798	6.1347	4.2894	7.4272	7.1205	5.3791	7.2296	5.9639	8.1008	6.8372	6.9063	6.292	5.5921	6.9032	5.8708	6.031	6.4239	6.756	7.2706	7.6229	8.6175	6.4265	7.7091
Meth__cg07330329__TRIM48	0.39161	0.065597	0.39617	0.12532	0.062487	0.41774	0.24548	0.1816	0.53834	0.080043	0.44044	0.25934	0.07149	0.122	0.31896	0.077626	0.054476	0.19588	0.12098	0.15743	0.13627	0.089044	0.3495	0.10679	0.18739	0.25077	0.1026	0.089391	0.082513	0.086803	0.10317	0.10251	0.49615	0.091285	0.10824	0.048917	0.21578	0.20243	0.2038
Meth__cg23910835__SFRP2	0.30301	0.070523	0.21503	0.070477	0.17463	0.20075	0.33671	0.44089	0.067969	0.072834	0.44984	0.1105	0.17267	0.070812	0.089004	0.2404	0.19606	0.24881	0.077012	0.1344	0.3495	0.43317	0.3125	0.14959	0.22596	0.080456	0.15014	0.14272	0.092015	0.083219	0.048535	0.078605	0.63636	0.052525	0.071665	0.16108	0.094754	0.20418	0.089463
Meth__cg26806924__PROCR	0.24564	0.03236	0.83128	0.23269	0.49724	0.055518	0.028524	0.36875	0.049159	0.083601	0.55505	0.60045	0.6279	0.037339	0.053615	0.20501	0.11699	0.052395	0.04257	0.088622	0.32232	0.077029	0.35987	0.070325	0.36627	0.056208	0.083893	0.25688	0.06391	0.29257	0.041366	0.033557	0.50268	0.44366	0.061734	0.55302	0.3594	0.33422	0.33958
Meth__cg07214572__LHX9	0.11074	0.016044	0.37053	0.088369	0.9041	0.58639	0.43347	0.96433	0.028251	0.04192	0.90993	0.024131	0.65435	0.021064	0.024459	0.83189	0.030244	0.036828	0.063651	0.34794	0.79438	0.92551	0.85707	0.59701	0.4538	0.028063	0.41999	0.22939	0.032519	0.036896	0.024328	0.042036	0.28307	0.14604	0.12567	0.14515	0.62927	0.68845	0.32465
Meth__cg06244906__ZIM2	0.90163	0.042749	0.41479	0.91824	0.42462	0.65708	0.070479	0.32653	0.064867	0.084705	0.85888	0.62466	0.20225	0.15072	0.10871	0.80712	0.30622	0.051761	0.044238	0.32078	0.91375	0.45238	0.88519	0.19414	0.04835	0.074639	0.16607	0.49474	0.064573	0.75574	0.16317	0.17711	0.065692	0.51542	0.095643	0.9171	0.070821	0.21793	0.066571
Meth__cg05902852__MAGI2	0.92645	0.018264	0.66624	0.51435	0.97038	0.66977	0.56716	0.96736	0.02034	0.017279	0.94291	0.53313	0.76119	0.91286	0.024076	0.7787	0.028379	0.044516	0.012171	0.61728	0.045895	0.80708	0.68582	0.88202	0.026656	0.028813	0.4364	0.03433	0.032594	0.029218	0.28325	0.023195	0.96712	0.53396	0.28106	0.056331	0.61818	0.64379	0.71302
Meth__cg06952310__CSPG3	0.32804	0.037371	0.19501	0.33379	0.22105	0.2787	0.12833	0.44652	0.087352	0.044265	0.5112	0.36931	0.45267	0.050826	0.086599	0.30482	0.3726	0.098044	0.072194	0.076468	0.59345	0.21453	0.83429	0.22492	0.050766	0.10623	0.18373	0.10672	0.1154	0.30733	0.2737	0.12508	0.14325	0.12238	0.16218	0.086306	0.094635	0.10081	0.076141
Meth__cg26499611__BAIAP3	0.50226	0.074498	0.55456	0.21226	0.31225	0.084829	0.16635	0.3925	0.070396	0.4817	0.47151	0.46751	0.32265	0.13528	0.084207	0.10067	0.25587	0.15426	0.066977	0.35827	0.079827	0.23235	0.2384	0.65064	0.14198	0.055439	0.081601	0.88891	0.083792	0.064717	0.074708	0.068757	0.04247	0.73931	0.10926	0.33299	0.067271	0.2588	0.061997
Meth__cg03028472__RERG	0.043956	0.046842	0.052767	0.036077	0.047018	0.062458	0.077731	0.03558	0.053393	0.062981	0.29356	0.08535	0.1147	0.038645	0.050459	0.058107	0.077688	0.07334	0.058227	0.048031	0.046406	0.14565	0.046783	0.069656	0.054672	0.099863	0.04237	0.064077	0.090603	0.03868	0.035849	0.90539	0.032336	0.60564	0.076609	0.072079	0.045348	0.094094	0.0475
Meth__cg24623271__ZIC2	0.39781	0.07379	0.547	0.4038	0.038425	0.060793	0.14398	0.073735	0.34267	0.051221	0.48218	0.067866	0.055265	0.1482	0.34376	0.065779	0.064729	0.21311	0.034763	0.10147	0.85147	0.20181	0.76292	0.074662	0.067899	0.52596	0.042576	0.11688	0.33735	0.060592	0.054176	0.048562	0.11	0.039312	0.085036	0.05833	0.72698	0.38589	0.69912
Meth__cg19470701__C20orf149	0.025454	0.028181	0.028062	0.017274	0.036658	0.03099	0.016095	0.018179	0.023513	0.025104	0.027663	0.068915	0.11043	0.014772	0.026264	0.031693	0.030307	0.075679	0.026821	0.039041	0.023104	0.053962	0.024305	0.30675	0.028185	0.057649	0.028201	0.061581	0.056413	0.028935	0.03159	0.042437	0.025807	0.023702	0.05615	0.02809	0.024366	0.05011	0.029385
Meth__cg09068492__CALCA	0.94046	0.042653	0.86494	0.29177	0.91595	0.91572	0.13093	0.93647	0.03379	0.054759	0.89384	0.16791	0.88823	0.14772	0.04603	0.8323	0.65193	0.17321	0.10047	0.94607	0.73737	0.14932	0.23838	0.89264	0.53759	0.067737	0.48344	0.65612	0.0795	0.52618	0.45535	0.17112	0.34875	0.48752	0.12989	0.92963	0.27079	0.60127	0.29417
Meth__cg12647643__PTPN13	0.0531	0.047747	0.07989	0.048752	0.43401	0.068605	0.35786	0.045576	0.26316	0.074665	0.066305	0.11209	0.55318	0.040868	0.23642	0.18649	0.050523	0.62245	0.041821	0.059989	0.057871	0.065093	0.051417	0.12052	0.10098	0.16806	0.14633	0.10662	0.054933	0.033382	0.15846	0.078338	0.1052	0.07119	0.14061	0.067448	0.062278	0.13183	0.13702
Meth__cg22757447__IMPACT	0.60113	0.037954	0.53005	0.067898	0.41524	0.039965	0.16399	0.075412	0.46168	0.035433	0.24244	0.060917	0.19018	0.045647	0.43707	0.032415	0.39172	0.071895	0.028375	0.47941	0.073555	0.23226	0.093216	0.24911	0.042575	0.078498	0.044518	0.20875	0.075192	0.027567	0.084142	0.047564	0.94555	0.03989	0.12423	0.031935	0.037932	0.18064	0.029116
Meth__cg23815845__ARHGEF5	0.01908	0.018252	0.032017	0.016705	0.63352	0.022059	0.18859	0.035141	0.021825	0.02257	0.020534	0.029756	0.043231	0.021796	0.029728	0.19029	0.038138	0.065235	0.02457	0.032922	0.027856	0.093376	0.022039	0.59579	0.028056	0.040764	0.65569	0.032212	0.025036	0.094531	0.04581	0.25862	0.03163	0.045095	0.049661	0.027504	0.035787	0.064259	0.035411
Meth__cg12422450__CHGA	0.91297	0.052816	0.25781	0.25657	0.94344	0.82512	0.91723	0.70627	0.060871	0.26713	0.85435	0.94906	0.93233	0.10376	0.066471	0.056644	0.095113	0.073171	0.88068	0.86682	0.96117	0.11551	0.31083	0.9442	0.9558	0.066151	0.067587	0.089171	0.076451	0.04291	0.69823	0.090453	0.36943	0.87968	0.10713	0.29006	0.56087	0.90154	0.1279
Meth__cg24014020__PIGQ	0.035708	0.022447	0.044262	0.042465	0.045459	0.047792	0.35007	0.063194	0.053326	0.031669	0.027862	0.071357	0.064512	0.057542	0.057767	0.048269	0.034077	0.068645	0.033701	0.041532	0.035798	0.075919	0.029484	0.073781	0.044892	0.10665	0.033536	0.059157	0.1418	0.052003	0.040445	0.042913	0.048908	0.048689	0.096336	0.056692	0.040734	0.10041	0.039319
U133A__ALDOC	6.5777	8.3205	6.6705	8.4622	5.9173	6.748	8.2793	8.3786	7.6054	6.2571	8.268	5.9627	7.5516	9.5103	6.3166	7.6059	5.9395	5.9531	6.084	7.7475	7.8802	5.3038	6.7481	7.1603	6.11	6.5345	6.252	5.4054	8.8374	6.2906	6.7714	6.409	6.929	6.3134	7.7955	11.3442	6.2557	6.4764	6.2591
Meth__cg16752583__TRPV6	0.090788	0.084862	0.13133	0.4985	0.11472	0.091434	0.58993	0.39104	0.11669	0.16353	0.48237	0.17656	0.16784	0.060527	0.058489	0.15266	0.76524	0.12118	0.091822	0.38624	0.82732	0.11203	0.059656	0.40823	0.14392	0.10592	0.30598	0.10542	0.066696	0.077655	0.2381	0.22789	0.39098	0.0617	0.21027	0.2263	0.15201	0.15373	0.10676
Meth__cg03698393__HAPLN3	0.79335	0.05615	0.89057	0.91525	0.061785	0.91627	0.071245	0.51816	0.033535	0.90386	0.30202	0.19205	0.85501	0.062557	0.041688	0.093175	0.035821	0.6847	0.036875	0.90665	0.33423	0.4844	0.44196	0.060245	0.89874	0.099755	0.24952	0.23386	0.065798	0.16299	0.034869	0.027255	0.61049	0.86925	0.49604	0.91962	0.80404	0.75183	0.85078
U133A__CEBPD	6.6929	8.6335	6.0731	7.3742	9.5029	6.3522	8.6464	8.0968	9.7249	7.1484	7.2111	8.6922	7.3539	6.7642	6.9569	9.2087	8.8963	8.6788	6.0953	7.0844	6.2396	8.7538	7.4876	5.9531	6.0972	6.213	10.7514	9.1109	6.6089	8.2928	8.4856	8.7118	7.0693	5.3927	7.6899	7.834	7.6569	5.6782	6.9549
Meth__cg21825027__SH3YL1	0.038298	0.025129	0.036103	0.030979	0.81016	0.036726	0.30647	0.031537	0.3773	0.037829	0.038754	0.039823	0.079953	0.023933	0.33283	0.24759	0.035975	0.078543	0.35381	0.031535	0.033186	0.24716	0.034328	0.87962	0.042625	0.09269	0.04349	0.038609	0.084143	0.051733	0.026934	0.7369	0.035292	0.027055	0.047659	0.031878	0.037232	0.073165	0.040057
Meth__cg27140220__PKIA	0.24741	0.055532	0.056835	0.53053	0.64647	0.34006	0.08283	0.65949	0.048621	0.33027	0.79701	0.13609	0.59275	0.22976	0.058787	0.065669	0.071594	0.20538	0.032894	0.40553	0.78997	0.071264	0.053381	0.064982	0.059254	0.09446	0.052887	0.18953	0.060542	0.046154	0.061299	0.062752	0.25456	0.4744	0.39487	0.051689	0.23381	0.14084	0.18242
Meth__cg11990309__HTR1E	0.038295	0.033872	0.55549	0.3707	0.81744	0.13464	0.39166	0.50531	0.15149	0.58196	0.90272	0.77358	0.60507	0.085906	0.15432	0.46175	0.26692	0.052868	0.18734	0.36495	0.15769	0.21098	0.47237	0.76553	0.13106	0.069964	0.5276	0.35349	0.11083	0.056185	0.084292	0.48623	0.40035	0.54461	0.27472	0.41924	0.088472	0.12452	0.20924
Meth__cg03996822__RASSF6	0.074394	0.076952	0.08213	0.15339	0.74866	0.19289	0.57658	0.44389	0.87234	0.13761	0.65536	0.25514	0.32775	0.1187	0.6898	0.29011	0.3778	0.21558	0.52073	0.69215	0.094251	0.44845	0.084238	0.2693	0.081221	0.11663	0.86957	0.57432	0.12406	0.89184	0.42141	0.80343	0.040997	0.27146	0.14826	0.70256	0.26647	0.13215	0.16686
U133A__ZNF217	7.419	7.5835	7.8014	8.8077	6.3906	7.2507	4.8339	6.639	6.8205	7.0884	6.5128	6.7022	5.9938	6.3508	6.8491	6.55	6.4752	7.1567	5.4451	8.0458	7.2063	6.4752	8.3299	5.7126	7.3471	6.1379	5.8998	7.0682	7.1079	5.8327	5.9423	5.1742	6.4352	5.7603	6.5379	9.0439	7.9256	6.4036	7.0191
Meth__cg18223379__BPIL3	0.91385	0.089356	0.93168	0.85847	0.12087	0.89381	0.31663	0.4676	0.35361	0.062536	0.22876	0.5538	0.57713	0.071581	0.50713	0.42676	0.89338	0.074706	0.040069	0.8539	0.84478	0.11151	0.93143	0.10684	0.80414	0.24977	0.10759	0.080661	0.047619	0.034136	0.036072	0.041479	0.75307	0.90015	0.11031	0.74977	0.56166	0.88247	0.50476
Meth__cg05354432__LEF1	0.040212	0.030002	0.041342	0.027631	0.9619	0.034423	0.24248	0.023747	0.035762	0.033414	0.037179	0.035279	0.081301	0.2605	0.031688	0.041191	0.038645	0.074195	0.026103	0.053714	0.037857	0.062261	0.026463	0.073633	0.041698	0.077992	0.038512	0.04746	0.05047	0.043942	0.02954	0.028119	0.025036	0.041315	0.11391	0.045981	0.048791	0.058588	0.034517
Meth__cg19759064__PHKG1	0.019916	0.017709	0.20044	0.01781	0.018986	0.021363	0.201	0.38986	0.014	0.019038	0.019541	0.026409	0.027098	0.013185	0.017173	0.018599	0.01328	0.046314	0.014262	0.036318	0.553	0.028274	0.091717	0.033122	0.026063	0.036615	0.046201	0.01594	0.033551	0.01832	0.68588	0.024148	0.90076	0.018199	0.028411	0.03078	0.018764	0.029948	0.023156
U133A__PITX1	9.8753	7.5732	7.034	4.5147	6.6076	8.178	5.7831	5.4193	6.9945	6.0236	7.476	9.1927	7.9791	7.0459	6.757	7.7254	6.4763	7.7318	6.1391	5.5115	5.7696	5.6804	6.1627	6.162	5.8575	9.6044	5.6066	8.1453	5.9408	5.1925	6.3959	6.8659	5.0373	8.2732	7.2836	7.4338	6.9897	7.731	7.3591
Meth__cg23547429__SLC43A3	0.015846	0.03007	0.5699	0.67022	0.24891	0.18976	0.034069	0.01504	0.021196	0.11412	0.2199	0.022272	0.035018	0.032177	0.032061	0.028379	0.02071	0.027173	0.021224	0.68819	0.80838	0.10566	0.23381	0.033535	0.36659	0.045644	0.43444	0.02349	0.047867	0.021132	0.02594	0.057202	0.58964	0.042823	0.032138	0.021989	0.050141	0.025423	0.15638
Meth__cg25133753__WFDC11	0.35124	0.088457	0.29844	0.10828	0.046339	0.30344	0.23227	0.13235	0.20772	0.11388	0.073822	0.13209	0.21776	0.12103	0.16149	0.11607	0.079781	0.081174	0.074145	0.21508	0.84965	0.10866	0.58717	0.13615	0.12273	0.14578	0.13509	0.12065	0.087372	0.086688	0.06965	0.10306	0.56481	0.055373	0.30782	0.16347	0.1074	0.2091	0.098709
Meth__cg25957124__DNAH3	0.03284	0.015667	0.026286	0.021258	0.80174	0.025798	0.96395	0.027903	0.021162	0.020719	0.022183	0.022542	0.036247	0.037611	0.019752	0.19153	0.30428	0.039688	0.97339	0.031101	0.028437	0.97454	0.021379	0.94477	0.02393	0.036635	0.98339	0.028604	0.038737	0.82312	0.033216	0.97473	0.015385	0.022526	0.046948	0.030246	0.021022	0.047596	0.017574
Meth__cg06437004__LDHB	0.71664	0.046459	0.58354	0.4522	0.045803	0.9131	0.021552	0.037061	0.031974	0.057247	0.047387	0.06485	0.56611	0.67372	0.047277	0.42439	0.038202	0.070586	0.030881	0.89914	0.92063	0.051113	0.090638	0.061648	0.058185	0.13333	0.035697	0.10152	0.1302	0.033337	0.044269	0.037619	0.92681	0.03705	0.48461	0.041992	0.71358	0.10523	0.86612
Meth__cg07070940__HDHD1A	0.3084	0.03601	0.047146	0.061441	0.058295	0.059325	0.040895	0.079238	0.045486	0.055406	0.053998	0.033704	0.070456	0.025632	0.049367	0.046493	0.049016	0.12948	0.028173	0.062481	0.075691	0.073258	0.047059	0.072038	0.061071	0.048797	0.034012	0.060113	0.063751	0.04666	0.049146	0.027454	0.079512	0.42112	0.11216	0.053607	0.045319	0.3151	0.034666
U133A__PSIP1	3.5886	6.4073	5.1188	6.6778	8.2756	6.8945	8.4135	6.4199	7.555	4.4933	6.2788	7.4217	8.1103	6.3365	4.5639	7.2935	9.1106	9.2339	6.9717	6.5724	7.9387	7.1031	5.4963	6.9404	4.8731	6.4635	6.81	6.4577	6.0784	4.2305	8.8722	6.341	5.5796	6.4744	5.9734	6.9431	5.742	6.2261	7.0488
U133A__LOXL2	4.6838	4.8373	5.2765	4.931	11.2532	5.0339	9.0871	5.1123	8.9399	4.9087	6.8644	5.0723	7.4659	5.579	4.8991	7.0953	7.9161	6.9804	9.527	5.5615	5.0457	9.013	4.8066	8.2858	5.1224	5.0076	8.8485	6.7358	5.2823	8.7674	8.8033	7.5966	5.225	5.0957	4.983	7.7962	5.0515	4.5299	4.9497
U133A__EIF5A	6.1532	10.2322	6.6804	8.676	10.141	10.3505	9.8574	7.0561	6.2771	10.4307	10.9743	7.3039	9.2206	10.7045	10.6954	11.0518	6.7936	10.9733	11.4584	7.0806	7.2351	10.9628	6.3987	9.8155	8.213	8.5732	10.7809	10.5292	9.4725	10.7482	11.3354	10.6383	7.469	10.9772	6.6051	6.774	8.3558	6.3053	9.9089
Meth__cg00892798__NGFR	0.043545	0.041405	0.41754	0.19601	0.19058	0.059641	0.02559	0.079261	0.058209	0.17907	0.43861	0.083452	0.64768	0.26284	0.10155	0.025418	0.03413	0.3907	0.029144	0.079936	0.038918	0.02794	0.28772	0.9061	0.076442	0.039779	0.041593	0.1285	0.061294	0.022616	0.31666	0.034916	0.11498	0.12539	0.096233	0.031616	0.20149	0.084662	0.33106
Meth__cg08268099__OLFM1	0.96476	0.044572	0.97416	0.95793	0.73638	0.3297	0.9207	0.66605	0.041722	0.9515	0.54783	0.52823	0.94993	0.049595	0.05705	0.8194	0.9319	0.11733	0.074352	0.9648	0.92614	0.95548	0.97769	0.063968	0.91011	0.2654	0.95727	0.082569	0.10252	0.047404	0.080053	0.062455	0.057533	0.96159	0.67758	0.95501	0.88771	0.2005	0.92629
Meth__cg12847373__EDNRB	0.85895	0.027074	0.9035	0.57243	0.59816	0.88263	0.52015	0.92132	0.036666	0.028712	0.21163	0.16033	0.29703	0.34113	0.21938	0.56753	0.035571	0.072003	0.084202	0.46839	0.86947	0.03931	0.2967	0.49559	0.030866	0.20956	0.044195	0.44994	0.043644	0.028827	0.044955	0.79076	0.88199	0.81859	0.0612	0.5499	0.84802	0.71293	0.8344
Meth__cg25598083__ACOT2	0.14148	0.086233	0.12698	0.12326	0.5112	0.093897	0.52707	0.14279	0.88051	0.15135	0.13225	0.46723	0.2268	0.12185	0.73579	0.86211	0.19211	0.15181	0.25242	0.090193	0.10949	0.91994	0.19124	0.19482	0.10723	0.24074	0.82656	0.48157	0.12553	0.31408	0.10289	0.84034	0.1023	0.072256	0.16391	0.085832	0.12879	0.20086	0.19039
Meth__cg06776256__GPRC5A	0.06568	0.074574	0.063896	0.062626	0.29139	0.075699	0.17325	0.050217	0.066788	0.086817	0.085077	0.089929	0.10942	0.057028	0.078506	0.43728	0.060285	0.12743	0.20024	0.076254	0.10767	0.2572	0.071626	0.08313	0.072625	0.12106	0.26833	0.063133	0.17121	0.14364	0.069428	0.64701	0.068366	0.066563	0.068457	0.085082	0.063787	0.12629	0.078433
Meth__cg03302287__PKP2	0.043445	0.083649	0.055358	0.030474	0.93296	0.043877	0.095689	0.063005	0.054132	0.038715	0.044027	0.027698	0.11232	0.047179	0.043103	0.040904	0.076315	0.12308	0.43069	0.040196	0.039857	0.047751	0.03619	0.1262	0.044025	0.058108	0.043589	0.045848	0.084804	0.041663	0.038136	0.085839	0.03396	0.036931	0.10114	0.041224	0.043055	0.08619	0.058149
Meth__cg03243946__LDHB	0.81874	0.065801	0.78427	0.7515	0.083307	0.94948	0.30628	0.07513	0.12782	0.71975	0.06265	0.10425	0.51188	0.66662	0.13069	0.47424	0.049203	0.082998	0.093932	0.81477	0.94008	0.082992	0.11502	0.094371	0.063979	0.58266	0.054674	0.12366	0.065379	0.048668	0.036139	0.060998	0.95878	0.18964	0.48413	0.077533	0.86306	0.22054	0.89466
Meth__cg16382256__EPHB3	0.039116	0.020315	0.027157	0.020384	0.40648	0.034016	0.080965	0.025009	0.032858	0.01969	0.01944	0.040394	0.046758	0.019395	0.035496	0.028629	0.026696	0.04374	0.026513	0.02625	0.041859	0.034332	0.020253	0.062218	0.028286	0.042502	0.040337	0.047217	0.07259	0.026271	0.018414	0.026	0.019218	0.020674	0.17476	0.03744	0.028378	0.056666	0.030513
Meth__cg03168582__DMRT1	0.98579	0.016823	0.21206	0.65902	0.97659	0.98775	0.059725	0.036713	0.015259	0.043789	0.63041	0.057578	0.90647	0.26717	0.022027	0.50788	0.21912	0.028658	0.013205	0.98491	0.95502	0.057128	0.76467	0.81531	0.027772	0.027457	0.078168	0.027424	0.03187	0.019083	0.38085	0.067916	0.086943	0.95405	0.41517	0.73041	0.46002	0.5273	0.91337
Meth__cg02992632__FGF12	0.053696	0.039929	0.047491	0.037733	0.2858	0.046329	0.49134	0.13297	0.62441	0.040211	0.30802	0.089996	0.27615	0.48672	0.46875	0.045789	0.7518	0.18002	0.18992	0.039647	0.045741	0.080511	0.036344	0.38926	0.047756	0.091996	0.05666	0.098906	0.063586	0.078201	0.049365	0.1015	0.066135	0.04821	0.05356	0.59911	0.04959	0.13241	0.047053
Meth__cg03473294__TASP1	0.029399	0.027847	0.029496	0.026338	0.029936	0.040013	0.041537	0.022289	0.02707	0.03798	0.036389	0.024867	0.078889	0.032557	0.033757	0.032513	0.029901	0.078256	0.039292	0.033551	0.032673	0.040279	0.02873	0.081692	0.03686	0.04797	0.29111	0.045862	0.061021	0.032777	0.025064	0.034215	0.026542	0.031132	0.071466	0.041849	0.033843	0.040856	0.039254
Meth__cg21988041__GLT8D2	0.6069	0.13977	0.062896	0.06597	0.089242	0.89272	0.14661	0.9213	0.052563	0.39326	0.8925	0.10705	0.86649	0.040583	0.1218	0.88273	0.056875	0.10619	0.047921	0.61939	0.89041	0.057229	0.41095	0.85054	0.82525	0.080295	0.069536	0.088722	0.099538	0.8934	0.052318	0.066955	0.66594	0.75387	0.083778	0.3664	0.35172	0.36771	0.83383
Meth__cg01193293__SIGLEC7	0.39865	0.04903	0.85544	0.80661	0.11766	0.43685	0.42476	0.77036	0.036828	0.76836	0.72716	0.28793	0.80088	0.040612	0.047043	0.38469	0.85303	0.059775	0.049206	0.84545	0.068589	0.56032	0.89116	0.27402	0.551	0.073498	0.61571	0.18679	0.057289	0.81643	0.0643	0.21288	0.063436	0.40896	0.38624	0.89567	0.34556	0.10256	0.68341
Meth__cg17084361__CDS1	0.038155	0.038477	0.045718	0.027147	0.24795	0.042672	0.56656	0.047262	0.041943	0.06258	0.029819	0.086377	0.084603	0.027536	0.036506	0.042478	0.032436	0.082858	0.24786	0.046109	0.041764	0.073784	0.026023	0.28336	0.049938	0.10648	0.7869	0.040143	0.062855	0.1518	0.03252	0.063496	0.032964	0.050114	0.064434	0.046204	0.04896	0.063835	0.040958
Meth__cg24068372__LOC349136	0.8477	0.051241	0.45726	0.097925	0.63174	0.69218	0.80595	0.92824	0.059541	0.061344	0.91491	0.50124	0.8908	0.054972	0.065705	0.78863	0.056575	0.174	0.069926	0.75095	0.72471	0.06966	0.73136	0.84662	0.07374	0.19202	0.6808	0.87469	0.097022	0.058381	0.10776	0.12176	0.43912	0.87202	0.25901	0.72422	0.19681	0.1507	0.49989
Meth__cg16509658__GABRB2	0.74283	0.021736	0.93785	0.27919	0.92536	0.94182	0.2764	0.93019	0.025088	0.022518	0.93413	0.33561	0.59539	0.86785	0.088533	0.85192	0.12824	0.060827	0.018508	0.94343	0.25624	0.06289	0.04101	0.72049	0.27972	0.33892	0.067142	0.2557	0.038659	0.037759	0.019472	0.019834	0.93085	0.84796	0.055162	0.87883	0.11878	0.070845	0.22943
U133A__SYNRG	7.2809	6.6195	9.8116	7.4446	6.4624	7.1391	7.1136	6.7788	7.4791	6.3822	6.7116	6.574	6.2967	7.026	6.7863	6.4957	7.5364	6.6443	6.3439	6.8778	7.2459	6.8603	6.6246	6.8511	6.6902	6.4818	6.5588	6.5593	6.4561	6.5931	6.2908	6.4468	6.9097	6.8952	6.7438	6.8543	6.7335	6.2789	7.0088
