Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg24889366__GNG13	0.039695	0.034513	0.040614	0.036974	0.55077	0.046729	0.60194	0.045447	0.58631	0.10593	0.20493	0.049939	0.85567	0.47782	0.094947	0.049739	0.049619	0.042227	0.040644	0.16911	0.67336	0.16198	0.24133	0.068439	0.077284	0.038898	0.026613	0.034775	0.044332	0.042113
RS_G19245__PAPSS2__PAPSS2	4.7504	6.5983	4.0619	7.0498	8.042	1.3024	4.17	0.8696	4.569	0.38472	7.7571	6.476	0	6.2425	8.4018	5.8728	5.7819	6.6965	3.3596	6.2762	8.5553	4.5095	0.23329	5.2053	3.3438	5.187	6.5563	8.76	8.8967	4.4862
Meth__cg02397514__HES4	0.054613	0.034298	0.033688	0.022799	0.034801	0.045608	0.081664	0.024197	0.042039	0.07116	0.040636	0.0235	0.68297	0.045846	0.063478	0.40481	0.032468	0.062256	0.11485	0.04412	0.06668	0.042044	0.088115	0.083226	0.056342	0.026103	0.02964	0.031838	0.024017	0.024289
RS_G8573__ECM1__ECM1	4.8617	4.7393	5.8238	4.9641	2.9491	2.9311	7.9628	3.4946	2.8586	4.9619	3.4121	2.5694	4.2049	5.5615	4.459	8.7029	2.4417	2.5781	3.3888	5.2516	8.4389	4.5503	3.36	2.5147	7.9556	5.7183	2.2735	4.0931	1.8392	1.202
RS_G11045__AKR7A3__AKR7A3	1.5004	9.0838	2.8319	5.5429	2.3864	5.6015	0.33305	6.9813	3.9476	2.6553	2.5611	3.5058	1.6885	1.8247	3.6119	3.3894	2.2465	2.6067	6.6687	2.6739	2.2116	8.4881	9.7412	7.4822	2.8625	4.159	3.0519	7.2329	8.6879	8.2294
Meth__cg25072962__MGC35295	0.20874	0.051257	0.75976	0.069154	0.26966	0.18006	0.8811	0.07448	0.37275	0.16182	0.20516	0.03506	0.22709	0.37193	0.24171	0.047082	0.054	0.07149	0.30777	0.097093	0.11116	0.083804	0.31163	0.12887	0.075371	0.16789	0.23765	0.090429	0.1002	0.088808
Meth__cg14598387__OR1N1	0.37592	0.043395	0.68965	0.1336	0.030203	0.19357	0.60861	0.034598	0.21752	0.19306	0.14921	0.026155	0.072892	0.077477	0.041537	0.039569	0.043319	0.060324	0.61344	0.18665	0.044871	0.12951	0.21081	0.039745	0.034736	0.048804	0.064887	0.090808	0.071598	0.10447
Meth__cg02260587__PCDHB2	0.86158	0.028977	0.92344	0.026623	0.03984	0.34554	0.8833	0.048265	0.41957	0.05205	0.26046	0.028875	0.88652	0.04831	0.1143	0.040189	0.85057	0.64029	0.48143	0.3794	0.37807	0.052346	0.36292	0.15313	0.91871	0.8079	0.067242	0.051172	0.61074	0.050703
RS_G22398__MT1A__MT1A	0	3.7604	1.053	0	0	1.9847	4.0185	0	0	0	0	0	0	4.4147	0.90595	0	0.97271	0	0	0.84017	5.5838	0	0	0	0	0	0	0	0	0
Meth__cg26240939__LOC57149	0.092752	0.11019	0.18301	0.11714	0.78985	0.1298	0.45372	0.10776	0.1484	0.53717	0.30401	0.10705	0.7491	0.61561	0.41639	0.70733	0.092926	0.08609	0.11299	0.30139	0.65211	0.13825	0.15576	0.1511	0.69693	0.27541	0.10719	0.12514	0.17127	0.17521
Meth__cg02718725__CNN3	0.095922	0.76956	0.46418	0.685	0.066589	0.078282	0.1107	0.15205	0.079197	0.086041	0.55908	0.1035	0.092466	0.068525	0.12611	0.063976	0.87256	0.84551	0.07334	0.087847	0.17061	0.097633	0.14765	0.35906	0.062677	0.086289	0.080878	0.1228	0.38835	0.78004
Meth__cg07997737__NRTN	0.16461	0.20494	0.23982	0.15686	0.23703	0.12488	0.82267	0.29868	0.84916	0.64207	0.68844	0.061492	0.65751	0.66927	0.41086	0.053234	0.48228	0.47454	0.41555	0.66625	0.16821	0.13173	0.09283	0.3792	0.072664	0.052992	0.27753	0.067509	0.086437	0.10518
Meth__cg14494812__TOB1	0.072696	0.13068	0.048242	0.071856	0.93006	0.073532	0.96071	0.076621	0.8906	0.8944	0.55904	0.060396	0.9174	0.89707	0.84272	0.88012	0.21016	0.12577	0.085239	0.27606	0.89721	0.03816	0.11702	0.23783	0.94165	0.89261	0.070151	0.087179	0.050452	0.035481
Meth__cg20542190__LILRA4	0.044691	0.040528	0.089233	0.040438	0.069662	0.055715	0.63061	0.069508	0.32081	0.28954	0.067973	0.023577	0.077828	0.43249	0.09347	0.029287	0.14215	0.1034	0.053191	0.17699	0.069641	0.055331	0.089783	0.054144	0.050484	0.044436	0.099229	0.058058	0.066338	0.048772
Meth__cg09847584__RIMBP2	0.14844	0.14004	0.76719	0.087589	0.53735	0.44389	0.92924	0.12138	0.17769	0.92905	0.1513	0.10953	0.14112	0.4265	0.19029	0.12452	0.3383	0.23848	0.88833	0.41708	0.19052	0.10845	0.55853	0.19856	0.09904	0.12152	0.15038	0.41408	0.12594	0.19967
Meth__cg08197122__DCC1	0.028681	0.1817	0.21942	0.052707	0.029089	0.033455	0.030134	0.14858	0.025072	0.013252	0.03857	0.54909	0.02045	0.018672	0.030422	0.043072	0.029773	0.024693	0.033851	0.036945	0.046306	0.13954	0.038079	0.046035	0.020744	0.04985	0.037109	0.03136	0.17734	0.12477
Meth__cg15827031__NUP155	0.10555	0.061125	0.94414	0.024191	0.31145	0.022022	0.020388	0.94763	0.024272	0.077929	0.94232	0.014899	0.024186	0.026173	0.22244	0.031827	0.027333	0.041222	0.026277	0.021423	0.070138	0.75859	0.057787	0.088461	0.02651	0.047466	0.18278	0.027653	0.54989	0.8919
RS_G13234__AC135457.2__AC135457.2	4.438	5.5184	2.9816	4.176	0	4.1144	0.57084	3.1298	0.76268	0.3818	0.91582	3.4289	0.58332	0	0	0.90435	1.9106	3.1711	4.0342	2.8411	0.1258	6.1146	7.5507	4.8409	0.23253	0	0.80114	3.6333	6.1201	5.5207
Meth__cg13950558__BLOC1S3	0.0875	0.052052	0.14282	0.12053	0.19013	0.17053	0.17899	0.19968	0.073847	0.72867	0.22522	0.10818	0.25812	0.12371	0.10276	0.057326	0.10871	0.083731	0.19809	0.30502	0.84681	0.13787	0.065945	0.10894	0.061432	0.41672	0.032413	0.10634	0.075351	0.055734
Meth__cg11521325__FLJ32926	0.28701	0.051987	0.5736	0.37893	0.16098	0.18985	0.79586	0.24987	0.31047	0.60519	0.20071	0.02444	0.18714	0.57895	0.10666	0.082371	0.40238	0.40775	0.66196	0.80626	0.11307	0.145	0.14745	0.12227	0.062955	0.1	0.080756	0.75243	0.18562	0.11095
RS_G8867__TM4SF19__TM4SF19	1.6938	0	1.7121	1.2061	1.4021	0.82399	4.2581	1.0244	0.22523	5.4001	3.7259	0	1.5527	2.3795	3.6887	2.0732	0.4553	1.6893	1.6472	2.016	7.2146	1.4234	0.74831	0	2.859	3.8026	1.1632	1.6337	0	0.63044
Meth__cg04733302__TTC18	0.067138	0.030458	0.0866	0.085997	0.065968	0.11834	0.88023	0.082706	0.093983	0.1956	0.15077	0.04637	0.074523	0.075105	0.11223	0.070866	0.067636	0.082955	0.075104	0.057917	0.10884	0.07829	0.1743	0.063786	0.38476	0.070754	0.095089	0.068988	0.067047	0.048474
Meth__cg06747888__TBR1	0.34451	0.14694	0.11045	0.068479	0.91287	0.10154	0.91489	0.086213	0.87401	0.8873	0.92516	0.093604	0.89441	0.69516	0.29074	0.8852	0.073411	0.084	0.36592	0.17871	0.80047	0.066035	0.1454	0.13495	0.93282	0.15766	0.53994	0.11234	0.38505	0.16266
RS_G4338__RBP1__RBP1	1.987	3.1128	6.0775	5.3745	0	5.1226	10.5498	8.8629	1.8734	9.7819	9.0972	2.2301	5.2502	6.3557	8.9415	0.38579	0	2.1658	12.2119	8.6783	1.3317	2.4359	1.5538	0	2.5823	8.2226	0	6.7232	0.47168	0
Meth__cg24423088__KRTAP8-1	0.91932	0.035409	0.87774	0.47099	0.73051	0.91413	0.96024	0.055007	0.87092	0.74529	0.11024	0.49776	0.75947	0.18863	0.053517	0.04127	0.042047	0.040557	0.82177	0.86726	0.13477	0.060967	0.37721	0.067815	0.042549	0.88467	0.047809	0.051495	0.36579	0.83517
Meth__cg13066963__ESPN	0.27401	0.11409	0.059191	0.070203	0.92307	0.88171	0.87689	0.81051	0.9164	0.92632	0.88616	0.66923	0.93966	0.51989	0.25144	0.46764	0.892	0.15161	0.14748	0.34731	0.85341	0.51579	0.089624	0.32096	0.59255	0.04236	0.044711	0.042406	0.041968	0.033587
Meth__cg20632573__SLC6A5	0.023414	0.018858	0.32773	0.023957	0.093084	0.040033	0.1384	0.04042	0.90777	0.44652	0.11321	0.025002	0.062084	0.023897	0.067528	0.018478	0.01751	0.020222	0.17833	0.036913	0.063364	0.026063	0.29525	0.033363	0.029916	0.029574	0.044962	0.41264	0.024328	0.020181
Meth__cg16072462__PF4	0.473	0.054258	0.33941	0.44131	0.88185	0.6641	0.89851	0.064976	0.59639	0.57356	0.74177	0.19378	0.68738	0.42698	0.18243	0.071913	0.11227	0.10756	0.82732	0.087726	0.59927	0.15005	0.55838	0.093232	0.10358	0.39894	0.29733	0.070183	0.080563	0.33198
Meth__cg04962134__TRIM51	0.48978	0.03257	0.41912	0.2148	0.40642	0.60961	0.5416	0.046795	0.53144	0.33468	0.13493	0.4379	0.48944	0.26591	0.13094	0.028118	0.048687	0.067823	0.33735	0.44208	0.14701	0.14533	0.4938	0.051698	0.16284	0.38713	0.068173	0.19256	0.44837	0.41456
Meth__cg21624282__LOC122258	0.9168	0.061139	0.91042	0.075581	0.092154	0.92256	0.93537	0.093969	0.84374	0.83209	0.24851	0.068585	0.13627	0.89124	0.10448	0.10911	0.83868	0.81058	0.22519	0.92934	0.18131	0.15963	0.52431	0.063722	0.081868	0.082086	0.63083	0.78293	0.54141	0.4048
Meth__cg01257202__DKC1	0.45424	0.037193	0.053792	0.035296	0.026485	0.040562	0.43915	0.035977	0.055587	0.10068	0.056974	0.030499	0.064185	0.27932	0.071627	0.040779	0.033702	0.042424	0.42945	0.41684	0.069275	0.04115	0.13476	0.055556	0.077365	0.02251	0.08262	0.55918	0.076783	0.039893
Meth__cg25174591__DNAH9	0.06566	0.050236	0.85282	0.060041	0.65978	0.63207	0.91752	0.081568	0.83707	0.87749	0.20548	0.46861	0.090336	0.80735	0.475	0.066482	0.57532	0.76854	0.072242	0.10274	0.60373	0.069994	0.84158	0.10816	0.092003	0.13996	0.091379	0.45916	0.07919	0.06407
Meth__cg10887021__PCDHB2	0.64448	0.082121	0.90936	0.064935	0.064721	0.36651	0.70043	0.092952	0.51425	0.19202	0.19434	0.065021	0.88396	0.067827	0.14608	0.097206	0.80335	0.40337	0.55965	0.46516	0.11835	0.098481	0.51543	0.077164	0.65543	0.83482	0.077309	0.090652	0.12471	0.086715
Meth__cg18294257__SEC14L3	0.03484	0.017329	0.60894	0.20212	0.02827	0.043394	0.39618	0.035403	0.12446	0.81475	0.16975	0.02135	0.081782	0.047993	0.093863	0.016935	0.19921	0.11077	0.89678	0.16203	0.056557	0.040917	0.055794	0.029602	0.021482	0.032206	0.047182	0.37924	0.052147	0.042684
Meth__cg23159337__ATP13A4	0.15034	0.11465	0.11196	0.12382	0.10113	0.23533	0.72148	0.10021	0.47685	0.12014	0.49082	0.061385	0.23706	0.14292	0.25096	0.10415	0.075832	0.10072	0.66138	0.1097	0.32123	0.13456	0.1723	0.16648	0.65389	0.23474	0.11309	0.12911	0.16658	0.10175
Meth__cg25340403__LYPD3	0.041991	0.035241	0.052266	0.20651	0.83676	0.058992	0.47752	0.15438	0.42546	0.079824	0.18769	0.030084	0.30018	0.66495	0.076535	0.83915	0.03933	0.037908	0.2338	0.035903	0.7884	0.036387	0.26306	0.040486	0.82379	0.028007	0.02642	0.040626	0.040225	0.044181
Meth__cg09831553__LAMA5	0.022807	0.13601	0.57921	0.77813	0.49461	0.67954	0.80604	0.41624	0.75993	0.93924	0.82579	0.25453	0.55471	0.92535	0.41117	0.087648	0.10095	0.23081	0.85003	0.051867	0.035102	0.48174	0.069262	0.2373	0.712	0.26706	0.64056	0.57449	0.23231	0.44521
Meth__cg04084172__CCNG1	0.028308	0.033262	0.045328	0.028029	0.03946	0.04059	0.04159	0.045036	0.03841	0.051385	0.052217	0.027953	0.043792	0.036435	0.047961	0.032665	0.033834	0.035591	0.03514	0.038193	0.092899	0.036955	0.1182	0.050592	0.044245	0.031478	0.033304	0.033308	0.030353	0.031331
Meth__cg16986846__SCGB2A1	0.075058	0.036625	0.21086	0.39271	0.63391	0.088225	0.62762	0.55006	0.60803	0.13615	0.10046	0.034849	0.18538	0.73309	0.12784	0.057083	0.056342	0.15278	0.60775	0.36938	0.22244	0.14196	0.10639	0.10301	0.13376	0.37671	0.06277	0.25454	0.17054	0.058859
Meth__cg01971122__CALCA	0.47155	0.060275	0.667	0.16415	0.6995	0.83724	0.55545	0.093716	0.73723	0.83021	0.41755	0.18373	0.45121	0.47097	0.12958	0.060933	0.8078	0.79652	0.20715	0.31532	0.41123	0.29982	0.49019	0.104	0.78429	0.059228	0.50622	0.86582	0.15464	0.15218
Meth__cg03940966__THEM4	0.035749	0.035263	0.30757	0.033056	0.88868	0.042723	0.036471	0.041622	0.033927	0.031313	0.074321	0.1326	0.030374	0.029011	0.090242	0.025181	0.031479	0.03666	0.03417	0.030449	0.056075	0.035487	0.46763	0.060915	0.031572	0.03594	0.77189	0.037385	0.12139	0.55572
Meth__cg25587233__PPP2R4	0.087756	0.053871	0.078611	0.49451	0.89057	0.093173	0.70143	0.46324	0.72419	0.88853	0.45113	0.032687	0.62916	0.7418	0.073884	0.87954	0.65737	0.59838	0.92441	0.69998	0.75458	0.24133	0.049626	0.11718	0.40441	0.15105	0.47071	0.22651	0.12103	0.074319
RS_G4095__RBM24__RBM24	0	0.18099	2.7361	6.8059	5.2114	5.5365	3.1305	6.8352	1.4929	2.9359	0.57117	0.20004	4.7801	6.5447	0.48409	3.744	3.949	2.8777	9.1516	0.62792	7.44	4.9553	0	0	4.2684	0.54062	0	2.1862	3.1769	2.4745
Meth__cg25961684__STK36	0.050686	0.05214	0.047775	0.068992	0.049013	0.046304	0.031103	0.048771	0.038702	0.061109	0.062972	0.46243	0.039121	0.044528	0.11434	0.043566	0.046932	0.041411	0.052606	0.046082	0.088631	0.053524	0.10691	0.13279	0.040963	0.044741	0.050561	0.05535	0.20973	0.04985
RS_G14028__SUSD5__SUSD5	4.1374	0.2278	1.652	1.4189	7.4136	0.79899	3.8409	0.95948	0.80769	2.9382	3.1619	1.2317	4.0329	6.9944	0.6891	4.6281	0.52125	0.29324	2.9912	3.0817	7.5128	1.1616	0.81957	1.4101	6.1608	1.8309	0.27212	3.0074	0.075385	0.35588
Meth__cg13864937__FAM111B	0.022713	0.01778	0.025661	0.024048	0.023379	0.022844	0.016659	0.026849	0.024413	0.019106	0.029474	0.018901	0.019215	0.020881	0.037695	0.050682	0.022364	0.037119	0.022665	0.019465	0.033803	0.021114	0.025226	0.050146	0.020258	0.34954	0.02252	0.025958	0.031398	0.030884
RS_G7308__CAPN9__CAPN9	6.4438	3.1332	3.5347	3.5598	0	1.0939	0.31269	0.27084	0.18039	0.54781	0.42803	2.2606	0	0	0.48368	0.58627	2.7745	2.9198	2.5747	3.4162	0	6.9213	2.4802	2.4484	0	0	2.8086	4.2802	5.3116	6.7046
RS_G2649__SRPX__SRPX	2.5884	1.0314	2.6197	0.97679	2.7858	0.26305	6.6006	2.9338	7.0833	1.2447	5.9047	0	3.9004	4.6477	1.8195	5.4903	2.0271	1.2433	2.542	2.1877	5.0677	1.48	0.77069	0	9.8027	4.4822	0	1.0759	2.558	1.0927
Meth__cg09424896__CIB3	0.065255	0.063733	0.14757	0.060012	0.63935	0.077577	0.95004	0.090296	0.73891	0.77515	0.26431	0.31089	0.69546	0.7559	0.74622	0.051335	0.078989	0.066937	0.080463	0.052947	0.48722	0.085883	0.18148	0.17021	0.92619	0.33109	0.26824	0.071693	0.088942	0.063621
RS_G21888__SLC44A4__SLC44A4	10.1997	2.5993	3.2179	3.4584	0.35858	1.975	0.68161	1.6234	1.0694	1.3511	0.95468	8.2946	0.2895	0.70528	5.6633	0.79152	1.3571	1.618	5.8168	4.6087	0.18325	5.3455	5.4773	5.7888	0.4787	1.0129	1.277	4.2833	8.7733	7.8269
Meth__cg21949781__PSTPIP2	0.052286	0.059754	0.04488	0.039137	0.049578	0.059145	0.20206	0.061646	0.54434	0.16544	0.26721	0.027619	0.085472	0.053786	0.11416	0.039068	0.042228	0.053241	0.085406	0.059616	0.63408	0.060952	0.1358	0.069578	0.22229	0.032928	0.96194	0.050794	0.038111	0.04199
Meth__cg03609102__MUC5B	0.023048	0.018929	0.025664	0.01365	0.56322	0.019154	0.91849	0.02859	0.22949	0.8021	0.19173	0.020787	0.54421	0.88815	0.036661	0.035204	0.032847	0.23739	0.047714	0.29075	0.20239	0.031602	0.27103	0.073333	0.86762	0.31253	0.69896	0.030479	0.024829	0.023617
Meth__cg14023451__GPLD1	0.18936	0.05207	0.34282	0.21128	0.28268	0.30455	0.88775	0.30841	0.77415	0.65904	0.7038	0.05	0.83146	0.93433	0.56693	0.061822	0.42436	0.31514	0.48566	0.51958	0.44699	0.089206	0.52624	0.13984	0.24222	0.90997	0.70897	0.77966	0.1395	0.25879
Meth__cg19963797__GLT28D1	0.039963	0.026423	0.046532	0.56138	0.030446	0.042169	0.75291	0.80261	0.026449	0.044051	0.052625	0.020391	0.60769	0.71629	0.32057	0.02681	0.020911	0.049884	0.7029	0.65681	0.058102	0.04879	0.56054	0.035501	0.73186	0.028166	0.51646	0.022337	0.029715	0.033673
Meth__cg09146695__LEF1	0.070533	0.055806	0.062928	0.054207	0.81078	0.063236	0.057627	0.05299	0.050982	0.038734	0.16538	0.051988	0.059044	0.057906	0.19928	0.05163	0.057019	0.10165	0.044202	0.047051	0.20767	0.075889	0.15056	0.085915	0.043407	0.054221	0.06466	0.097543	0.072622	0.073252
Meth__cg25104030__RASGEF1A	0.057249	0.04033	0.060835	0.051146	0.4472	0.081241	0.45393	0.044912	0.49508	0.08152	0.36717	0.044909	0.45259	0.053621	0.081723	0.039421	0.035256	0.04827	0.18108	0.064386	0.3243	0.04657	0.13272	0.053804	0.039706	0.049151	0.031162	0.082668	0.07011	0.046049
Meth__cg06668073__C20orf42	0.90337	0.23621	0.11402	0.16595	0.35316	0.59099	0.029798	0.11498	0.069126	0.068892	0.21828	0.084016	0.075404	0.050772	0.093868	0.054367	0.38659	0.16042	0.29746	0.075731	0.078561	0.094229	0.71898	0.12871	0.1113	0.052595	0.62276	0.093095	0.12292	0.10998
Meth__cg23613317__LARP1	0.072952	0.096369	0.13242	0.082979	0.88962	0.086897	0.91516	0.073621	0.88792	0.602	0.72989	0.10704	0.41386	0.89715	0.39357	0.69157	0.083825	0.097112	0.080109	0.090634	0.81449	0.080833	0.18438	0.16238	0.88573	0.11466	0.077075	0.079965	0.084131	0.098184
Meth__cg15479752__FFAR2	0.053974	0.049646	0.07805	0.16886	0.8048	0.043876	0.40519	0.051029	0.87594	0.36013	0.21567	0.06724	0.62324	0.39319	0.12657	0.049021	0.12591	0.1885	0.1677	0.16878	0.53001	0.17385	0.10543	0.13949	0.41349	0.057307	0.19051	0.11779	0.13289	0.10961
Meth__cg00425792__PEX12	0.081914	0.06629	0.07711	0.073325	0.073236	0.079786	0.076636	0.10795	0.066854	0.053341	0.12967	0.084148	0.074762	0.068074	0.10133	0.092063	0.071215	0.08071	0.075026	0.070142	0.12487	0.079252	0.093754	0.192	0.075448	0.089854	0.07251	0.08634	0.090396	0.076298
Meth__cg20319264__NIPSNAP1	0.061101	0.039934	0.043275	0.048743	0.045341	0.04016	0.031652	0.049948	0.039972	0.034208	0.077207	0.028559	0.03956	0.041344	0.050572	0.040964	0.035075	0.06257	0.037691	0.030664	0.083937	0.38276	0.055251	0.12585	0.036979	0.038821	0.039771	0.047251	0.041388	0.040291
Meth__cg20420433__HLXB9	0.047722	0.32756	0.22066	0.13299	0.90805	0.37057	0.56294	0.48623	0.24034	0.94142	0.68498	0.068451	0.80796	0.49582	0.3249	0.45518	0.080023	0.12474	0.8681	0.098483	0.15035	0.10058	0.049322	0.48493	0.10869	0.078449	0.10385	0.061715	0.12841	0.042652
Meth__cg18915211__ZCRB1	0.07878	0.11256	0.1374	0.098738	0.10213	0.33814	0.14363	0.1521	0.15228	0.71831	0.062621	0.33109	0.1002	0.10938	0.10628	0.085695	0.1422	0.094401	0.21014	0.51315	0.68189	0.17826	0.089331	0.20281	0.061441	0.044662	0.073621	0.30666	0.086274	0.069285
Meth__cg23067535__FAM83A	0.048124	0.041366	0.23531	0.72136	0.9363	0.12719	0.94995	0.083708	0.39822	0.61336	0.21697	0.040391	0.73704	0.95298	0.18288	0.89482	0.74221	0.59368	0.93871	0.38987	0.88741	0.49916	0.094499	0.29655	0.94186	0.035759	0.66055	0.88739	0.20083	0.26025
Meth__cg19258882__ERBB3	0.039942	0.036267	0.063007	0.066172	0.13329	0.047175	0.056798	0.071361	0.046058	0.17765	0.071405	0.026029	0.076534	0.088053	0.031152	0.14355	0.06331	0.03822	0.37777	0.041971	0.12185	0.038808	0.051876	0.044444	0.068946	0.071797	0.037677	0.049906	0.03682	0.037791
Meth__cg01816336__MINPP1	0.03692	0.028772	0.042253	0.023717	0.026037	0.041945	0.044299	0.031381	0.037497	0.56965	0.087667	0.02762	0.51674	0.034885	0.060337	0.032151	0.034721	0.044703	0.037249	0.030751	0.1353	0.035496	0.095422	0.04327	0.036689	0.032483	0.028603	0.036514	0.034254	0.037331
Meth__cg04355435__TMEM125	0.03376	0.031498	0.058673	0.034024	0.87813	0.058741	0.040345	0.041456	0.93379	0.062036	0.074948	0.030277	0.13934	0.64199	0.096695	0.052938	0.021999	0.0392	0.034136	0.035908	0.59318	0.03952	0.036822	0.052555	0.040631	0.02143	0.025979	0.041487	0.061021	0.042498
Meth__cg04527363__GRM7	0.82774	0.083151	0.75659	0.88205	0.45654	0.74305	0.32255	0.085175	0.64897	0.7402	0.13475	0.093199	0.70604	0.40217	0.16983	0.074108	0.12142	0.11417	0.89306	0.8474	0.33464	0.078752	0.59117	0.098135	0.081972	0.78245	0.36873	0.26985	0.15638	0.32786
Meth__cg12108912__MGC10993	0.11655	0.095044	0.1282	0.092884	0.86415	0.12486	0.85873	0.10685	0.66053	0.61235	0.296	0.28599	0.85405	0.89793	0.28052	0.78285	0.078471	0.083123	0.10069	0.15758	0.79091	0.1338	0.17964	0.12073	0.41155	0.84576	0.11566	0.13804	0.11306	0.12503
Meth__cg08785534__GAL	0.1055	0.081009	0.30548	0.077289	0.40194	0.40151	0.54361	0.086872	0.11865	0.46917	0.27501	0.078074	0.23006	0.1809	0.10602	0.073618	0.46172	0.3938	0.25457	0.14043	0.5964	0.15616	0.55575	0.12793	0.081558	0.079649	0.19008	0.087473	0.090697	0.085967
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10611	0.064654	0.5951	0.11245	0.59318	0.11617	0.2313	0.14534	0.1777	0.039736	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.50069	0.047569	0.46397	0.093381	0.13924	0.10808	0.40976	0.11321	0.10159	0.057143	0.073786	0.10372
Meth__cg17810944__GDAP1L1	0.10796	0.06367	0.41314	0.68567	0.13108	0.24583	0.25189	0.076903	0.56053	0.48191	0.4434	0.039897	0.16275	0.23208	0.056075	0.053352	0.77191	0.77211	0.6982	0.77216	0.23197	0.14306	0.33554	0.053729	0.12154	0.054475	0.278	0.087869	0.16069	0.1689
Meth__cg13332925__DKFZp451M2119	0.0326	0.025575	0.033151	0.55266	0.028838	0.034656	0.029039	0.034238	0.02602	0.037151	0.52361	0.63628	0.028155	0.026429	0.071435	0.027443	0.9343	0.94636	0.02866	0.023787	0.089595	0.0409	0.16669	0.05525	0.021159	0.024082	0.022809	0.040732	0.038052	0.1042
RS_G10491__RIBC1__RIBC1	3.9264	3.101	2.5422	4.4233	1.5303	4.0011	0.7201	4.2275	2.634	2.2063	3.2129	8.1277	4.1118	2.0924	1.1848	1.4566	3.7258	3.6101	3.7148	3.6913	0.68483	4.1442	4.9097	2.4338	2.1117	3.0577	4.4471	5.6378	4.2151	3.6118
Meth__cg14944362__PDYN	0.52131	0.051197	0.7848	0.56997	0.085092	0.29786	0.5295	0.54058	0.48242	0.45676	0.55692	0.051408	0.53226	0.74576	0.10689	0.045704	0.20691	0.20253	0.34956	0.46232	0.11009	0.23747	0.36102	0.051414	0.33542	0.31969	0.23521	0.50574	0.18156	0.29701
Meth__cg10822172__CREB5	0.29674	0.04953	0.128	0.079303	0.1405	0.15324	0.64048	0.1457	0.23612	0.44351	0.68499	0.087634	0.2327	0.35853	0.13978	0.086753	0.091725	0.11935	0.87467	0.1292	0.28478	0.1395	0.17241	0.12219	0.11268	0.1568	0.67446	0.17871	0.10541	0.081254
Meth__cg21978299__MCTS1	0.11155	0.018232	0.038894	0.019577	0.017234	0.026936	0.11623	0.019368	0.024198	0.16883	0.032049	0.0268	0.046279	0.32144	0.065073	0.034655	0.023453	0.021593	0.27099	0.22108	0.050211	0.052495	0.19769	0.031181	0.097192	0.029166	0.029038	0.37155	0.070154	0.026681
Meth__cg05674444__C21orf99	0.096849	0.10673	0.1332	0.17065	0.10315	0.24778	0.44173	0.11859	0.43303	0.13062	0.14513	0.080585	0.4987	0.22598	0.16163	0.13658	0.21978	0.19328	0.12858	0.096867	0.18908	0.12452	0.14433	0.08493	0.11475	0.080916	0.21556	0.118	0.1184	0.087619
Meth__cg04991214__PFDN2	0.41668	0.094997	0.76353	0.23497	0.94325	0.054593	0.43365	0.087019	0.55952	0.88306	0.32682	0.1261	0.67905	0.95165	0.078295	0.93395	0.217	0.22655	0.42367	0.94217	0.9228	0.11169	0.11834	0.11401	0.38861	0.90557	0.24443	0.9022	0.25074	0.1899
Meth__cg04536922__FAM13A1	0.10051	0.067725	0.37995	0.29121	0.061286	0.31308	0.085555	0.15213	0.062235	0.064948	0.24738	0.35414	0.085069	0.069641	0.15274	0.092938	0.34031	0.15221	0.14144	0.068902	0.13272	0.09634	0.5358	0.14723	0.041696	0.075864	0.12459	0.44957	0.68221	0.82532
Meth__cg12315302__HIST1H4D	0.11961	0.8636	0.089825	0.86715	0.88415	0.30182	0.84254	0.82262	0.44584	0.098472	0.8251	0.94066	0.079524	0.065189	0.21655	0.096731	0.38634	0.1348	0.12772	0.086672	0.76684	0.1398	0.18153	0.81217	0.040789	0.073075	0.58445	0.090053	0.83985	0.80124
Meth__cg25661884__RDH8	0.081234	0.059298	0.29093	0.11973	0.10045	0.18663	0.6501	0.073595	0.56484	0.83948	0.63812	0.054698	0.31018	0.098273	0.1221	0.23613	0.26862	0.45993	0.54122	0.46762	0.15237	0.17146	0.18652	0.10604	0.29765	0.048661	0.46591	0.39482	0.20005	0.48093
Meth__cg26791905__PHGDH	0.042046	0.042928	0.049856	0.046446	0.043146	0.065604	0.047124	0.041954	0.076067	0.057467	0.1302	0.03131	0.043863	0.042978	0.093178	0.039788	0.038405	0.047592	0.69824	0.051027	0.67556	0.041364	0.08963	0.054405	0.04652	0.036841	0.037657	0.046756	0.043637	0.055209
Meth__cg17827767__LRRC21	0.62183	0.17726	0.94227	0.8664	0.077655	0.63996	0.83861	0.17983	0.91993	0.31077	0.12921	0.027831	0.52902	0.9078	0.082295	0.03775	0.66707	0.75731	0.504	0.94794	0.064497	0.32436	0.41783	0.094905	0.32277	0.05735	0.13488	0.77008	0.33146	0.42426
