Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg25106814__C9orf82	0.075551	0.059226	0.10422	0.068899	0.053647	0.076333	0.10828	0.068499	0.049494	0.060571	0.058335	0.16418	0.13389	0.039723	0.059222	0.057073	0.52525	0.070445	0.030869	0.060166	0.065798	0.049994	0.073585	0.064801	0.038313	0.13252	0.060877	0.06556	0.067942	0.083237	0.094214	0.06041	0.074683	0.047282	0.049249	0.13462	0.096038	0.08571	0.090808	0.077372
Meth__cg25374813__SLC23A1	0.066578	0.042765	0.07166	0.037853	0.79219	0.02368	0.091371	0.061996	0.05739	0.034997	0.20773	0.069813	0.15114	0.099665	0.071187	0.29458	0.43308	0.14265	0.096554	0.12285	0.15215	0.20117	0.7913	0.43618	0.20202	0.035584	0.155	0.31795	0.13225	0.04447	0.05433	0.83308	0.068985	0.15501	0.036205	0.080586	0.02446	0.062926	0.034118	0.028706
Meth__cg12603043__EHD2	0.018397	0.014393	0.79661	0.57101	0.015228	0.014747	0.025422	0.0087876	0.020765	0.022736	0.64376	0.025704	0.038102	0.026493	0.018247	0.020842	0.014009	0.10366	0.014781	0.014862	0.050648	0.030744	0.02961	0.036797	0.024044	0.5002	0.030667	0.96058	0.036709	0.90306	0.051305	0.015875	0.015337	0.035983	0.018127	0.02135	0.023824	0.023302	0.031647	0.018529
Meth__cg21667836__PRMT8	0.54707	0.098208	0.92141	0.91192	0.74081	0.84307	0.17857	0.87309	0.060228	0.9067	0.37704	0.51733	0.54283	0.11111	0.078493	0.65346	0.11517	0.16733	0.10683	0.26132	0.79399	0.92433	0.14838	0.93498	0.23677	0.16909	0.17802	0.38831	0.13846	0.12396	0.14079	0.33571	0.085486	0.83095	0.81	0.19308	0.8697	0.35864	0.37017	0.29086
Meth__cg14987922__STRN	0.045707	0.019698	0.043017	0.076484	0.73832	0.029673	0.12334	0.03053	0.039134	0.039845	0.024029	0.017994	0.054764	0.013365	0.041589	0.017331	0.042347	0.06812	0.12038	0.029034	0.030081	0.048642	0.020503	0.028104	0.074145	0.043009	0.093309	0.013364	0.042262	0.024243	0.053735	0.019675	0.041486	0.014066	0.024185	0.11186	0.02505	0.055545	0.065992	0.03957
Meth__cg04853958__NAP1L4	0.045498	0.055435	0.062723	0.041176	0.048332	0.069247	0.12363	0.5	0.056997	0.052131	0.10345	0.11912	0.12825	0.038433	0.05493	0.057954	0.057881	0.084157	0.059962	0.034788	0.084408	0.047093	0.057814	0.067929	0.12634	0.11302	0.064837	0.067596	0.077491	0.30502	0.060222	0.038288	0.04342	0.061708	0.053135	0.094841	0.061046	0.059838	0.098771	0.061877
Meth__cg25507001__NME5	0.05473	0.05429	0.89183	0.034109	0.32788	0.89313	0.74899	0.90876	0.080675	0.39236	0.52458	0.89235	0.85673	0.075799	0.11091	0.43794	0.059944	0.14178	0.061062	0.55468	0.3751	0.050311	0.76126	0.089427	0.68478	0.83104	0.097833	0.89722	0.8026	0.78605	0.13633	0.032695	0.13657	0.89678	0.70639	0.13074	0.058738	0.24708	0.76595	0.21109
Meth__cg00832994__ATPAF1	0.04648	0.47701	0.69326	0.36093	0.97326	0.17211	0.62938	0.81007	0.51532	0.91389	0.4376	0.90238	0.54391	0.44488	0.45817	0.10245	0.18734	0.53248	0.92363	0.46389	0.23691	0.51119	0.24562	0.16262	0.92875	0.42863	0.12199	0.96539	0.087675	0.92269	0.22973	0.034946	0.14364	0.74029	0.074414	0.27086	0.060491	0.68312	0.3086	0.86806
Meth__cg08724563__RAX	0.1431	0.043422	0.1511	0.09706	0.086692	0.2094	0.040973	0.40924	0.048538	0.053441	0.37822	0.063287	0.096417	0.032449	0.063547	0.069422	0.039329	0.080651	0.044675	0.044465	0.049682	0.5772	0.052867	0.8604	0.16795	0.055255	0.073585	0.18161	0.11848	0.065699	0.10343	0.045847	0.052759	0.070841	0.15467	0.052484	0.059403	0.045041	0.11456	0.10929
Meth__cg09935540__DNAH3	0.06814	0.069957	0.094174	0.069688	0.060715	0.067887	0.57229	0.11976	0.063629	0.043028	0.090466	0.14347	0.090107	0.12598	0.062822	0.036414	0.057077	0.098415	0.076147	0.034046	0.090484	0.069094	0.8108	0.054638	0.20971	0.042899	0.13546	0.30823	0.083591	0.098906	0.086244	0.05205	0.11746	0.064509	0.053403	0.14433	0.065187	0.057663	0.18336	0.081221
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10611	0.064654	0.5951	0.11245	0.32298	0.59318	0.076529	0.11617	0.2313	0.14534	0.1777	0.039736	0.054874	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.50069	0.15407	0.047569	0.46397	0.093381	0.25091	0.66202	0.13924	0.13479	0.10808	0.40976	0.35144	0.3118	0.10159	0.10894	0.057143	0.073786	0.16812	0.10372
Meth__cg07035740__SNCB	0.041188	0.044635	0.063225	0.041465	0.19688	0.57354	0.033802	0.46532	0.036812	0.041275	0.34839	0.64327	0.7185	0.05039	0.04656	0.29728	0.17924	0.062976	0.23862	0.13489	0.062756	0.047042	0.057255	0.070609	0.82305	0.049889	0.092236	0.069756	0.50289	0.41465	0.050504	0.034321	0.047209	0.025616	0.70459	0.068286	0.04186	0.046727	0.064637	0.047215
Meth__cg12072973__PLEKHO1	0.028173	0.39219	0.80983	0.06378	0.040358	0.24431	0.037875	0.59259	0.021404	0.68894	0.59007	0.89206	0.93784	0.25563	0.033563	0.91759	0.025068	0.47203	0.024762	0.19009	0.12594	0.10504	0.036373	0.48058	0.20365	0.050029	0.10135	0.9781	0.35206	0.29161	0.18813	0.087236	0.029567	0.083896	0.973	0.06897	0.33362	0.72933	0.20015	0.56995
Meth__cg03099492__CYP26A1	0.048356	0.073171	0.057698	0.040474	0.11744	0.054329	0.11393	0.5228	0.055474	0.055887	0.8242	0.45891	0.51093	0.044951	0.044156	0.70409	0.069005	0.098044	0.062279	0.33081	0.635	0.07074	0.54251	0.046449	0.76864	0.064386	0.070854	0.10976	0.092221	0.12086	0.094251	0.05599	0.05598	0.19924	0.4786	0.058857	0.05271	0.071262	0.15692	0.05543
Meth__cg21104946__WNT7B	0.07642	0.16639	0.37122	0.25936	0.29451	0.14863	0.58719	0.091187	0.088094	0.34506	0.43246	0.65306	0.30976	0.53436	0.11551	0.55884	0.15058	0.12563	0.081902	0.10343	0.15844	0.64481	0.63629	0.44619	0.18171	0.17416	0.097978	0.46567	0.26318	0.16306	0.18317	0.058153	0.10382	0.17478	0.23591	0.083232	0.14701	0.3754	0.19737	0.11467
Meth__cg17065601__SUMO2	0.03625	0.019044	0.035261	0.036297	0.032167	0.053085	0.039929	0.011226	0.034451	0.030698	0.017736	0.023	0.035079	0.02262	0.037923	0.020452	0.061192	0.032811	0.023847	0.022564	0.037306	0.025704	0.019632	0.02697	0.02856	0.021905	0.043745	0.02865	0.024822	0.029006	0.047783	0.01672	0.023976	0.033821	0.026416	0.061525	0.15125	0.038203	0.038491	0.04851
Meth__cg16442715__MAP3K7IP1	0.053033	0.049112	0.054028	0.071809	0.057086	0.074865	0.24359	0.059634	0.061144	0.071546	0.068272	0.076884	0.087923	0.061216	0.053575	0.079582	0.041953	0.0709	0.096818	0.085878	0.064795	0.099976	0.088764	0.072408	0.26068	0.099394	0.082411	0.34597	0.080509	0.087916	0.11999	0.053878	0.070177	0.092867	0.065169	0.045762	0.071973	0.059728	0.13254	0.067049
Meth__cg05940536__ACVR1B	0.092568	0.063952	0.052368	0.053964	0.066556	0.076233	0.21034	0.10468	0.080114	0.068455	0.10882	0.3054	0.22029	0.04196	0.081883	0.1047	0.076575	0.13893	0.090431	0.048262	0.074358	0.074398	0.10108	0.092776	0.13985	0.058107	0.15634	0.57787	0.16008	0.10342	0.076482	0.087938	0.058226	0.25015	0.061363	0.086528	0.077661	0.078665	0.1362	0.084746
Meth__cg26536259__BMP2	0.91127	0.37105	0.79242	0.26363	0.25961	0.89456	0.28221	0.10762	0.28997	0.094719	0.18882	0.21197	0.57007	0.085135	0.25391	0.21741	0.10102	0.39774	0.11133	0.23163	0.31336	0.16767	0.1979	0.11973	0.25374	0.3539	0.31621	0.12209	0.85133	0.13575	0.19877	0.074471	0.10531	0.10351	0.82718	0.30217	0.09267	0.27421	0.81415	0.50707
Meth__cg25104030__RASGEF1A	0.057249	0.04033	0.060835	0.051146	0.4472	0.081241	0.3124	0.45393	0.041467	0.044912	0.49508	0.08152	0.36717	0.044909	0.059034	0.45259	0.053621	0.081723	0.039421	0.035256	0.04827	0.18108	0.46131	0.064386	0.3243	0.04657	0.075085	0.48889	0.13272	0.045552	0.053804	0.039706	0.069546	0.22339	0.031162	0.08744	0.082668	0.07011	0.22404	0.046049
Meth__cg01130192__ACO1	0.040878	0.52847	0.16667	0.37497	0.029263	0.053204	0.036237	0.030953	0.033556	0.11474	0.024571	0.10472	0.054967	0.013935	0.02795	0.04385	0.029661	0.036226	0.017779	0.072178	0.048833	0.22994	0.037187	0.22676	0.044446	0.065356	0.036326	0.020777	0.17918	0.055142	0.14336	0.027928	0.30824	0.024029	0.043975	0.069171	0.044027	0.23624	0.42822	0.34702
Meth__cg22827290__MGC13024	0.045519	0.056927	0.60352	0.03883	0.040879	0.047093	0.041915	0.14051	0.054351	0.039889	0.072517	0.0898	0.053783	0.032015	0.041588	0.56497	0.039117	0.062989	0.03548	0.029507	0.045038	0.05179	0.068993	0.038438	0.081743	0.043283	0.053925	0.039818	0.059602	0.055541	0.11051	0.040121	0.031128	0.050895	0.045524	0.035599	0.045422	0.042776	0.077651	0.043298
Meth__cg17718302__HIST1H3J	0.037683	0.030638	0.96437	0.71745	0.15351	0.56176	0.078292	0.9659	0.08557	0.94635	0.5356	0.029211	0.50223	0.94708	0.10196	0.030692	0.025689	0.35911	0.68555	0.023484	0.036968	0.95356	0.033129	0.60413	0.49521	0.36821	0.10951	0.054074	0.092789	0.024528	0.057543	0.82455	0.058708	0.71364	0.38567	0.48105	0.035367	0.040732	0.2224	0.034055
Meth__cg02827328__TRIM14	0.040854	0.027456	0.041562	0.034347	0.61748	0.037988	0.040297	0.060325	0.043062	0.034788	0.041608	0.026279	0.064567	0.023767	0.055519	0.031372	0.038291	0.074837	0.027588	0.031316	0.036131	0.033422	0.030996	0.030192	0.061345	0.032659	0.08527	0.033586	0.10283	0.033037	0.083892	0.036218	0.036734	0.030613	0.029622	0.073826	0.036746	0.031559	0.061165	0.26654
Meth__cg18851831__DYRK1B	0.081268	0.072079	0.063353	0.11148	0.072289	0.057291	0.1813	0.034199	0.064366	0.12099	0.49103	0.66555	0.68821	0.04836	0.087508	0.062767	0.66373	0.59854	0.93642	0.06046	0.060853	0.049735	0.082756	0.052932	0.080184	0.076153	0.078246	0.11057	0.14588	0.058376	0.071058	0.045673	0.89045	0.052163	0.070407	0.067048	0.93112	0.67355	0.11459	0.37011
Meth__cg15812873__SULT1A1	0.07856	0.069042	0.26235	0.037515	0.63037	0.19664	0.34577	0.40718	0.033968	0.036431	0.88408	0.080069	0.23832	0.031131	0.0391	0.76217	0.024731	0.090532	0.034752	0.52741	0.41266	0.069379	0.54389	0.028935	0.61971	0.1655	0.07046	0.64602	0.15973	0.71989	0.034532	0.10808	0.056955	0.1047	0.040765	0.20961	0.040436	0.033749	0.24037	0.049032
Meth__cg24838010__SLC26A11	0.045369	0.043678	0.080653	0.027524	0.050659	0.061192	0.86421	0.84472	0.036511	0.32794	0.049852	0.74233	0.31811	0.030673	0.043237	0.07811	0.097455	0.72459	0.17316	0.033988	0.05	0.033958	0.14231	0.046223	0.81635	0.041175	0.062295	0.036245	0.070986	0.11264	0.038888	0.036295	0.83486	0.059154	0.034056	0.079325	0.045784	0.033385	0.078333	0.031746
Meth__cg19125999__C1orf172	0.074993	0.030801	0.058096	0.044485	0.20764	0.034081	0.64484	0.043977	0.074663	0.041112	0.057514	0.057778	0.061305	0.033389	0.067221	0.054933	0.39165	0.072659	0.050393	0.043712	0.058484	0.038323	0.73115	0.045817	0.71607	0.056483	0.059149	0.68486	0.055103	0.052108	0.088105	0.45386	0.81534	0.031176	0.044297	0.29478	0.090963	0.056438	0.075051	0.055575
Meth__cg01418124__ARHGAP24	0.048066	0.045868	0.05226	0.41267	0.90528	0.052148	0.28869	0.032777	0.16426	0.058932	0.04674	0.070869	0.088405	0.11186	0.14993	0.83378	0.045881	0.10186	0.070239	0.04747	0.05126	0.48232	0.042028	0.46185	0.13941	0.061677	0.13298	0.05153	0.61559	0.045377	0.095846	0.30118	0.057649	0.078303	0.90631	0.11439	0.057903	0.28236	0.29945	0.91063
Meth__cg11806565__PHKA1	0.50684	0.025075	0.048951	0.39621	0.77387	0.046101	0.10526	0.02292	0.12575	0.030394	0.040622	0.0604	0.077323	0.75059	0.070098	0.35449	0.37511	0.046	0.046197	0.042142	0.038069	0.28081	0.10983	0.37627	0.08227	0.046021	0.50477	0.45866	0.20368	0.024459	0.46711	0.032858	0.51077	0.050303	0.35662	0.08394	0.35347	0.27276	0.51525	0.070337
Meth__cg27420123__FSHB	0.19518	0.046391	0.18074	0.072032	0.10625	0.28062	0.098658	0.33875	0.79805	0.49003	0.21939	0.20453	0.085838	0.65105	0.55915	0.30356	0.056456	0.12506	0.069784	0.071902	0.060864	0.15558	0.08844	0.26389	0.13556	0.1516	0.085803	0.086737	0.084207	0.048163	0.082905	0.57119	0.065071	0.077301	0.057132	0.082749	0.071709	0.089321	0.073986	0.056729
Meth__cg04533591__RPL39	0.53908	0.056145	0.074796	0.30351	0.032346	0.055363	0.081281	0.40082	0.50846	0.35441	0.048798	0.1385	0.081902	0.042004	0.44474	0.25523	0.53655	0.11927	0.065083	0.077707	0.058298	0.44862	0.038226	0.41233	0.06598	0.070911	0.24826	0.5166	0.3814	0.057409	0.075529	0.46518	0.47453	0.069052	0.2161	0.13139	0.56168	0.35955	0.50513	0.044734
Meth__cg23472215__GSTM3	0.64754	0.56457	0.055776	0.14641	0.025161	0.6968	0.67026	0.038587	0.036474	0.030071	0.034445	0.040584	0.40898	0.10797	0.048955	0.031129	0.026909	0.10024	0.044006	0.56795	0.29839	0.61805	0.029364	0.032767	0.54706	0.64027	0.058351	0.032662	0.93623	0.031703	0.04221	0.03064	0.1299	0.027068	0.57497	0.055297	0.037295	0.66593	0.061537	0.6511
Meth__cg02293044__GAS2L1	0.049892	0.034499	0.063633	0.074442	0.055323	0.49429	0.5865	0.042724	0.050426	0.086557	0.046696	0.91737	0.056791	0.82855	0.07527	0.13675	0.060378	0.28089	0.031995	0.26409	0.3257	0.15572	0.12446	0.062683	0.04469	0.59418	0.14174	0.080294	0.11058	0.094467	0.074515	0.030167	0.04585	0.040131	0.037624	0.052821	0.10993	0.040003	0.11888	0.03087
Meth__cg15271616__RUSC2	0.13098	0.49391	0.9521	0.29554	0.04772	0.72587	0.17638	0.024892	0.28476	0.087952	0.064239	0.17224	0.91622	0.97798	0.8458	0.054902	0.063948	0.075962	0.041457	0.94693	0.91038	0.046825	0.075623	0.53619	0.067387	0.96119	0.10173	0.050982	0.9484	0.075115	0.10792	0.054537	0.5604	0.97325	0.25968	0.14849	0.67134	0.60355	0.93404	0.94667
Meth__cg24292612__DEFB1	0.063507	0.069412	0.10685	0.054987	0.12041	0.1115	0.11427	0.82771	0.045238	0.10842	0.30426	0.15574	0.11395	0.065728	0.063907	0.27352	0.74428	0.21669	0.038147	0.11365	0.099842	0.10707	0.13488	0.23597	0.18566	0.13254	0.15145	0.57114	0.20125	0.081678	0.11214	0.077188	0.062063	0.10643	0.12164	0.11679	0.092473	0.073149	0.18959	0.07886
Meth__cg21526212__PTCH	0.03285	0.03255	0.037811	0.029587	0.033439	0.044587	0.037089	0.044998	0.032408	0.16428	0.046456	0.047606	0.065052	0.10674	0.039559	0.039348	0.028508	0.059059	0.033352	0.028021	0.044963	0.46382	0.04073	0.036601	0.086038	0.045787	0.12	0.036137	0.10611	0.044965	0.070325	0.039386	0.04433	0.035134	0.038462	0.079498	0.047214	0.035697	0.09023	0.037979
Meth__cg26660414__SLC7A8	0.089981	0.083658	0.86328	0.40122	0.89037	0.084633	0.63108	0.92933	0.086597	0.38148	0.86811	0.91943	0.86861	0.14047	0.12852	0.91157	0.23034	0.66788	0.5971	0.92373	0.8887	0.077953	0.74028	0.049862	0.67306	0.051548	0.10422	0.93919	0.1539	0.81768	0.20126	0.043478	0.49966	0.90458	0.14877	0.10077	0.060355	0.88919	0.10869	0.85983
Meth__cg21574752__COPG2	0.27238	0.16058	0.064118	0.035847	0.056261	0.035502	0.24879	0.064935	0.06375	0.039412	0.035191	0.062209	0.14042	0.022679	0.07456	0.041764	0.022422	0.03593	0.029391	0.042142	0.037116	0.05966	0.030073	0.13655	0.096154	0.037422	0.20401	0.03377	0.081326	0.068889	0.076384	0.030389	0.054367	0.049232	0.054785	0.097234	0.054875	0.062421	0.23811	0.073849
Meth__cg08700306__LRP3	0.029822	0.34655	0.029985	0.038212	0.037435	0.038887	0.041216	0.82744	0.047049	0.28144	0.044869	0.89802	0.41217	0.048698	0.043019	0.40806	0.027445	0.41259	0.054136	0.088368	0.10149	0.028419	0.13541	0.035374	0.52712	0.034702	0.13183	0.039621	0.043153	0.42666	0.39009	0.079143	0.41659	0.046393	0.033679	0.054623	0.033749	0.03356	0.11499	0.033209
Meth__cg06716436__EDG5	0.02261	0.034796	0.030067	0.063404	0.24943	0.029095	0.056713	0.028869	0.022249	0.04741	0.025488	0.024052	0.073647	0.035394	0.024631	0.022356	0.026431	0.053688	0.016496	0.03571	0.028851	0.024611	0.029285	0.033315	0.065283	0.038391	0.12995	0.031167	0.035271	0.022907	0.045621	0.019075	0.03313	0.033567	0.036588	0.095779	0.061477	0.038752	0.04911	0.045031
Meth__cg05337441__APOB	0.063603	0.030815	0.30368	0.06024	0.08168	0.11445	0.062659	0.10999	0.033676	0.045242	0.36328	0.27217	0.32117	0.023443	0.043726	0.11891	0.3442	0.047721	0.033098	0.040326	0.041781	0.63009	0.15179	0.098845	0.11382	0.046236	0.055731	0.062464	0.11928	0.042761	0.045032	0.052087	0.035148	0.1219	0.088126	0.089299	0.042382	0.039527	0.09521	0.043158
Meth__cg09666654__MYO1B	0.043646	0.61817	0.046571	0.042935	0.04049	0.049447	0.089857	0.032843	0.043413	0.043407	0.036544	0.055168	0.064489	0.029903	0.043944	0.049825	0.037383	0.11801	0.032335	0.040005	0.033693	0.061614	0.04536	0.041504	0.071266	0.061145	0.10706	0.049723	0.41185	0.051233	0.085913	0.036131	0.031589	0.023986	0.48511	0.063301	0.057078	0.069944	0.10952	0.30376
Meth__cg19346193__UROS	0.063676	0.038022	0.63525	0.27343	0.15418	0.85069	0.84188	0.11582	0.35128	0.61915	0.097208	0.78153	0.072399	0.51932	0.27618	0.21004	0.028721	0.61375	0.89977	0.80499	0.70136	0.94137	0.93025	0.62972	0.43366	0.63906	0.54204	0.040148	0.55986	0.35069	0.074481	0.44986	0.051151	0.045591	0.14747	0.83991	0.11336	0.38792	0.13781	0.72131
Meth__cg14323109__KDR	0.084215	0.028818	0.066702	0.039222	0.65586	0.062384	0.098053	0.042456	0.045866	0.044609	0.073075	0.19114	0.089134	0.031747	0.043369	0.045815	0.078123	0.050956	0.50972	0.42491	0.06253	0.54261	0.039705	0.034544	0.50211	0.69279	0.072953	0.037074	0.88333	0.048407	0.13226	0.042825	0.32907	0.046947	0.11227	0.13002	0.048393	0.072319	0.1011	0.17063
Meth__cg01184522__ZNF496	0.019043	0.86648	0.16598	0.48796	0.021103	0.072605	0.035762	0.064435	0.020647	0.95939	0.018235	0.046538	0.13207	0.38373	0.026963	0.021369	0.016264	0.054804	0.017	0.029389	0.042118	0.068669	0.38599	0.029846	0.049809	0.06764	0.031197	0.14528	0.033694	0.15453	0.23224	0.024451	0.022162	0.89644	0.020742	0.039251	0.03533	0.02587	0.22832	0.030071
Meth__cg12995941__INSRR	0.48641	0.059086	0.80315	0.54089	0.42039	0.14437	0.94719	0.58616	0.075318	0.91853	0.84918	0.37561	0.83803	0.14667	0.085143	0.60962	0.092103	0.11824	0.079821	0.89832	0.9517	0.96074	0.95959	0.68433	0.7752	0.76997	0.12469	0.88869	0.60845	0.10402	0.10137	0.080859	0.090709	0.15853	0.3229	0.10266	0.94709	0.57901	0.45868	0.49274
Meth__cg17471019__TMEM67	0.044442	0.049195	0.034705	0.028531	0.032672	0.036737	0.053584	0.018983	0.033461	0.033941	0.030898	0.0278	0.075816	0.02524	0.037196	0.028642	0.031727	0.062266	0.029224	0.026931	0.031786	0.036577	0.03352	0.030624	0.069086	0.035752	0.0591	0.033445	0.053568	0.032117	0.11631	0.036583	0.041514	0.030434	0.028526	0.038909	0.03451	0.032811	0.063098	0.03139
Meth__cg09146695__LEF1	0.070533	0.055806	0.062928	0.054207	0.81078	0.063236	0.28404	0.057627	0.056393	0.05299	0.050982	0.038734	0.16538	0.051988	0.063566	0.059044	0.057906	0.19928	0.05163	0.057019	0.10165	0.044202	0.077701	0.047051	0.20767	0.075889	0.13036	0.063021	0.15056	0.075607	0.085915	0.043407	0.068213	0.05358	0.06466	0.068826	0.097543	0.072622	0.13526	0.073252
Meth__cg22199080__CENTG1	0.23625	0.061486	0.094972	0.058438	0.61599	0.10154	0.20041	0.64392	0.097616	0.086269	0.17566	0.25413	0.098611	0.0721	0.10102	0.35797	0.10244	0.14007	0.1412	0.064783	0.065632	0.099916	0.20687	0.079722	0.22008	0.070071	0.14533	0.73584	0.12767	0.1247	0.10867	0.067304	0.12751	0.055906	0.07832	0.091163	0.070947	0.046488	0.16817	0.06776
Meth__cg03833068__HIST1H2BN	0.056039	0.05316	0.054611	0.043961	0.050731	0.059953	0.023222	0.058799	0.05074	0.061218	0.070776	0.057719	0.077487	0.044282	0.05728	0.058999	0.045505	0.15369	0.055256	0.040879	0.059232	0.062764	0.058662	0.064767	0.42265	0.055243	0.07445	0.05966	0.081413	0.054011	0.087225	0.051506	0.054481	0.062392	0.052858	0.12306	0.061039	0.066523	0.099988	0.058051
Meth__cg05780311__STAT5B	0.033547	0.049979	0.047348	0.028134	0.027443	0.040574	0.024696	0.037961	0.026184	0.052888	0.047498	0.036135	0.035096	0.028917	0.029483	0.03844	0.032726	0.073643	0.022615	0.031364	0.036027	0.23289	0.038711	0.043159	0.066282	0.060465	0.058261	0.029049	0.091507	0.031549	0.051698	0.029775	0.027226	0.054114	0.029448	0.073981	0.034043	0.033389	0.08587	0.024729
Meth__cg21351994__EMX1	0.064597	0.19839	0.06795	0.056574	0.051397	0.91365	0.34901	0.17361	0.047226	0.063208	0.18415	0.19494	0.17047	0.20477	0.053278	0.098326	0.21854	0.10203	0.45476	0.071076	0.085846	0.072055	0.17916	0.70677	0.91217	0.083695	0.12925	0.10621	0.53046	0.10585	0.19998	0.055725	0.083326	0.052291	0.046601	0.098868	0.061853	0.055796	0.68687	0.074593
Meth__cg19410841__NKAP	0.46515	0.044852	0.054322	0.31844	0.04348	0.064924	0.049273	0.34964	0.54869	0.047334	0.053301	0.12015	0.079932	0.045393	0.4729	0.27866	0.48458	0.11704	0.039815	0.043149	0.042003	0.50578	0.048142	0.46254	0.078546	0.061918	0.32644	0.4904	0.3929	0.048505	0.081878	0.50533	0.48076	0.040336	0.17151	0.15562	0.54824	0.39378	0.51666	0.049674
Meth__cg23750556__SRPX	0.57547	0.03967	0.039758	0.10937	0.063728	0.056613	0.31703	0.092814	0.17199	0.04864	0.063118	0.62571	0.14045	0.5368	0.15704	0.09488	0.074685	0.49953	0.066143	0.048876	0.069912	0.5894	0.065096	0.40287	0.14904	0.50601	0.065114	0.052761	0.4081	0.052834	0.11575	0.60722	0.63001	0.040163	0.083536	0.07777	0.46482	0.2708	0.63705	0.065458
Meth__cg04109220__SPAG8	0.086256	0.07091	0.10817	0.038447	0.80784	0.052857	0.058601	0.040823	0.38782	0.070137	0.77513	0.20944	0.20324	0.03158	0.15414	0.041645	0.22081	0.14262	0.044312	0.24341	0.054078	0.050798	0.065784	0.043111	0.26696	0.049899	0.086824	0.11744	0.14775	0.27153	0.067876	0.058713	0.10611	0.070529	0.26765	0.073458	0.088307	0.074079	0.12512	0.19056
Meth__cg04818845__PLEKHG5	0.062643	0.19452	0.20083	0.040738	0.84527	0.073995	0.91443	0.42281	0.054349	0.071935	0.13836	0.82195	0.43296	0.06683	0.060415	0.11822	0.13669	0.10713	0.051753	0.21874	0.081307	0.055594	0.06603	0.059397	0.81813	0.21215	0.13815	0.32574	0.73398	0.087148	0.27037	0.55205	0.54353	0.05154	0.073474	0.45582	0.30157	0.10628	0.091938	0.49415
Meth__cg05743054__MLF1	0.01802	0.016014	0.018668	0.020608	0.016677	0.015987	0.020763	0.011521	0.016633	0.017396	0.01444	0.018971	0.032202	0.026438	0.01637	0.015162	0.017432	0.019099	0.012699	0.031076	0.013997	0.018154	0.022194	0.013665	0.02667	0.020527	0.028839	0.011377	0.019654	0.015776	0.022338	0.018008	0.014378	0.011157	0.015735	0.025526	0.017399	0.01922	0.015082	0.019645
Meth__cg22375192__IGF1R	0.028776	0.084317	0.022384	0.025792	0.066515	0.034949	0.059352	0.024074	0.97802	0.025335	0.027419	0.030464	0.056968	0.017803	0.83428	0.023813	0.020336	0.10245	0.023386	0.033274	0.025055	0.024125	0.032322	0.39485	0.054197	0.030384	0.087121	0.031826	0.03268	0.033788	0.049093	0.84217	0.012787	0.017347	0.019366	0.06531	0.036448	0.036613	0.041886	0.030418
Meth__cg17841529__OSBPL8	0.066152	0.051997	0.054559	0.053723	0.05344	0.048773	0.058635	0.035075	0.06442	0.049299	0.063091	0.06391	0.059428	0.04611	0.055575	0.049381	0.047524	0.10526	0.051185	0.048138	0.057309	0.79971	0.04477	0.042466	0.070764	0.050946	0.064732	0.047105	0.18252	0.049563	0.094219	0.040719	0.050755	0.046327	0.051282	0.5246	0.05131	0.25144	0.10398	0.32482
Meth__cg19211800__MARCKS	0.92169	0.023108	0.021273	0.044901	0.023662	0.045857	0.017573	0.021137	0.020396	0.025504	0.028182	0.027813	0.44786	0.017717	0.63037	0.018898	0.017266	0.039578	0.019155	0.20304	0.027301	0.021085	0.026539	0.038407	0.035891	0.02432	0.049434	0.021478	0.44434	0.022957	0.031803	0.022824	0.027132	0.016393	0.018488	0.91662	0.41844	0.030478	0.44466	0.027164
Meth__cg18809289__ALOX5	0.16115	0.17799	0.23337	0.10928	0.91561	0.14933	0.68802	0.47892	0.12298	0.10298	0.65779	0.1651	0.20122	0.22137	0.1208	0.48377	0.38339	0.1456	0.43729	0.12395	0.20169	0.18772	0.23261	0.33154	0.84574	0.11345	0.1759	0.55072	0.83329	0.40385	0.13857	0.25603	0.23211	0.12991	0.1742	0.18236	0.11811	0.11157	0.18315	0.13307
Meth__cg04316770__RUTBC3	0.07362	0.036757	0.05093	0.043092	0.050212	0.038797	0.11576	0.029675	0.05589	0.080775	0.039653	0.052097	0.068823	0.014715	0.040156	0.036751	0.04153	0.054643	0.032921	0.047344	0.066458	0.039743	0.055492	0.026182	0.067366	0.052866	0.067964	0.049451	0.051952	0.057912	0.070943	0.036691	0.028197	0.024673	0.043646	0.36136	0.06413	0.065053	0.067299	0.068788
