Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg15652212__FLJ90586	0.40877	0.024128	0.43846	0.63754	0.47324	0.94852	0.92946	0.69859	0.95747	0.025454	0.92812	0.344	0.7967	0.037512	0.71411	0.45028	0.95008	0.88375	0.81921	0.29222	0.083311	0.41935	0.94584	0.018115	0.90709	0.81217	0.056336	0.82155	0.052418	0.94177	0.93814	0.94936	0.025062	0.039746	0.065898	0.034333	0.22361	0.063509	0.88494
Meth__cg24709471__CRABP1	0.12498	0.12952	0.63356	0.21697	0.39024	0.18261	0.10506	0.72879	0.12687	0.78281	0.16572	0.18133	0.57901	0.13051	0.15405	0.19959	0.1156	0.2031	0.13364	0.82718	0.73485	0.37923	0.25327	0.12681	0.21828	0.1873	0.19306	0.43499	0.14136	0.1145	0.13472	0.11996	0.30354	0.42643	0.30723	0.12724	0.30549	0.35866	0.52072
Meth__cg06269001__ENTPD6	0.032895	0.025851	0.030358	0.028809	0.022824	0.019701	0.035417	0.024325	0.015847	0.028351	0.021585	0.026717	0.77651	0.023932	0.02317	0.022979	0.0178	0.070875	0.01485	0.020223	0.024067	0.028514	0.02673	0.020699	0.044935	0.029045	0.10974	0.057799	0.03302	0.025585	0.021671	0.023718	0.1749	0.012903	0.065049	0.02574	0.031491	0.057937	0.034813
Meth__cg26614073__SCAP	0.33359	0.10368	0.35352	0.083333	0.11278	0.51463	0.11204	0.65889	0.23632	0.1685	0.065262	0.88253	0.72698	0.23757	0.1814	0.1237	0.47353	0.19265	0.074055	0.35528	0.42669	0.34653	0.19286	0.65244	0.86738	0.82825	0.16241	0.37933	0.25756	0.054135	0.11633	0.145	0.66307	0.1071	0.080954	0.071509	0.091359	0.34375	0.093188
Meth__cg21515744__GUK1	0.015186	0.013738	0.030293	0.020715	0.43386	0.71488	0.2022	0.014001	0.043386	0.0843	0.021647	0.047433	0.043708	0.029257	0.03961	0.022713	0.020233	0.059515	0.093463	0.046058	0.039459	0.88932	0.022204	0.025118	0.061822	0.022142	0.033102	0.055704	0.053653	0.020358	0.017858	0.029308	0.32995	0.019532	0.032897	0.025271	0.023283	0.037093	0.016077
Meth__cg00275232__ZNF342	0.031245	0.034471	0.7953	0.045394	0.052821	0.80101	0.044311	0.046787	0.033056	0.044594	0.053148	0.077469	0.12549	0.034483	0.033401	0.97991	0.030112	0.039057	0.79469	0.040627	0.042466	0.035558	0.078734	0.028188	0.13538	0.052811	0.080534	0.1139	0.061898	0.02891	0.040676	0.070088	0.035127	0.02493	0.17663	0.037485	0.03191	0.062878	0.050843
Meth__cg10981541__FAM57A	0.060126	0.55295	0.09662	0.36413	0.27348	0.070353	0.15834	0.085296	0.051105	0.49372	0.070695	0.081517	0.13524	0.16576	0.1592	0.075785	0.053462	0.10117	0.062562	0.081615	0.072357	0.4798	0.085074	0.42742	0.086747	0.30372	0.10165	0.13714	0.17388	0.061224	0.061899	0.058605	0.16103	0.057661	0.14745	0.10238	0.25613	0.1646	0.17757
Meth__cg23349242__SUSD2	0.072809	0.057536	0.5905	0.49761	0.10584	0.89215	0.12727	0.83461	0.89473	0.050367	0.84926	0.56531	0.53325	0.14533	0.76376	0.11375	0.87863	0.67828	0.3668	0.40374	0.44602	0.15292	0.74445	0.31836	0.44125	0.33295	0.10301	0.65673	0.077034	0.24451	0.66256	0.62861	0.076095	0.041201	0.11417	0.078561	0.684	0.26745	0.6296
Meth__cg23320056__ARHGEF2	0.085076	0.12809	0.094831	0.51945	0.32368	0.091571	0.36413	0.12192	0.11339	0.2047	0.085915	0.12114	0.26317	0.31918	0.1124	0.088826	0.081267	0.16114	0.074579	0.28013	0.41851	0.61574	0.12842	0.10819	0.12155	0.20731	0.37449	0.1896	0.15269	0.085515	0.089303	0.081509	0.14974	0.061273	0.10379	0.25421	0.11504	0.29029	0.10253
Meth__cg17385448__AGMAT	0.10111	0.80758	0.94372	0.84415	0.3587	0.68604	0.3538	0.93881	0.09914	0.5613	0.23802	0.60557	0.88144	0.12561	0.18125	0.91691	0.25726	0.14629	0.12718	0.11493	0.1671	0.65993	0.92736	0.63236	0.43241	0.17716	0.10907	0.096868	0.66403	0.10379	0.14536	0.1033	0.79426	0.82992	0.10705	0.077031	0.16455	0.78007	0.22079
Meth__cg03849074__ZNF306	0.073555	0.059781	0.062428	0.07201	0.055613	0.051953	0.062901	0.06363	0.055128	0.068239	0.08073	0.14885	0.097679	0.901	0.063925	0.048249	0.051565	0.34503	0.06334	0.074458	0.056925	0.072036	0.063885	0.058806	0.073931	0.0658	0.14278	0.098752	0.097909	0.04482	0.059872	0.069999	0.13456	0.070407	0.12895	0.072791	0.075213	0.12812	0.081051
Meth__cg01794265__FAM105A	0.038804	0.096085	0.17493	0.08539	0.11229	0.11507	0.078544	0.059717	0.045064	0.04963	0.043336	0.27968	0.19068	0.044531	0.051505	0.12434	0.045642	0.17495	0.20514	0.1071	0.047553	0.64015	0.037058	0.09288	0.11785	0.04973	0.10044	0.10324	0.13745	0.074545	0.043772	0.11545	0.088449	0.10157	0.10482	0.055076	0.055208	0.16543	0.04757
Meth__cg25107903__SPAG11	0.43403	0.059275	0.33206	0.18053	0.16433	0.055349	0.19266	0.20772	0.13389	0.10287	0.14834	0.14945	0.23495	0.08622	0.13268	0.12	0.62381	0.13316	0.081757	0.082275	0.097497	0.091591	0.1499	0.84361	0.19628	0.17097	0.13256	0.23717	0.083809	0.052163	0.074352	0.070516	0.32624	0.085404	0.23429	0.10406	0.31662	0.24234	0.35656
Meth__cg22572159__NGFB	0.91998	0.056355	0.1215	0.061682	0.073098	0.13819	0.79797	0.4301	0.033573	0.067744	0.7568	0.21097	0.54967	0.062985	0.10482	0.051602	0.031005	0.099518	0.042748	0.90328	0.89621	0.45716	0.056061	0.89715	0.081732	0.066813	0.11251	0.86939	0.16267	0.058707	0.048801	0.061256	0.54735	0.86942	0.1831	0.38379	0.094209	0.71021	0.065141
Meth__cg07979357__IL27RA	0.043361	0.22499	0.60014	0.75604	0.39332	0.12074	0.33393	0.15824	0.031485	0.45634	0.19306	0.38362	0.41798	0.065168	0.072965	0.57806	0.040725	0.084356	0.023654	0.66328	0.55146	0.19487	0.27421	0.37384	0.33773	0.35809	0.26315	0.42237	0.30437	0.054619	0.064683	0.10404	0.42977	0.58865	0.16727	0.22311	0.15138	0.17752	0.096493
Meth__cg03218909__HAPLN2	0.087496	0.090526	0.10262	0.34629	0.22203	0.133	0.10207	0.37109	0.094939	0.35276	0.22603	0.18935	0.51375	0.087093	0.1018	0.2648	0.14143	0.11197	0.11957	0.10389	0.12972	0.7809	0.22241	0.12816	0.22985	0.12823	0.25443	0.13156	0.20636	0.08948	0.099825	0.11803	0.53766	0.25872	0.14782	0.13556	0.09164	0.38007	0.099238
Meth__cg03161839__ARHGEF1	0.029776	0.029312	0.21654	0.042661	0.30068	0.092332	0.067432	0.44848	0.031873	0.043526	0.033575	0.05344	0.041053	0.025391	0.032322	0.13803	0.04688	0.10158	0.0308	0.031652	0.034415	0.090845	0.038344	0.049949	0.045608	0.1031	0.04455	0.061168	0.042493	0.0426	0.035414	0.031133	0.43437	0.041321	0.071793	0.03696	0.030918	0.076583	0.059095
Meth__cg07997737__NRTN	0.16461	0.20494	0.47987	0.23982	0.15686	0.23703	0.12488	0.82267	0.10978	0.29868	0.84916	0.64207	0.68844	0.061492	0.098994	0.65751	0.66927	0.41086	0.053234	0.48228	0.47454	0.41555	0.68617	0.66625	0.16821	0.13173	0.13955	0.09283	0.3792	0.072664	0.052992	0.098102	0.71981	0.27753	0.18228	0.067509	0.086437	0.26605	0.10518
Meth__cg02407785__PCDH9	0.52833	0.033818	0.40731	0.041748	0.027527	0.032856	0.054492	0.054282	0.080155	0.051476	0.067144	0.040662	0.22865	0.48772	0.068397	0.033772	0.079073	0.074411	0.71309	0.047827	0.058793	0.21565	0.091215	0.080708	0.095721	0.051153	0.084875	0.85861	0.080851	0.027169	0.038757	0.060456	0.036303	0.49321	0.55594	0.019188	0.039944	0.44889	0.05551
Meth__cg19044630__C9orf65	0.10184	0.50758	0.97666	0.88926	0.16862	0.12629	0.10221	0.83494	0.046295	0.04629	0.35968	0.22852	0.64835	0.03013	0.055271	0.9467	0.073381	0.094423	0.12299	0.08685	0.071778	0.39487	0.048302	0.50489	0.67673	0.27516	0.40746	0.96415	0.76625	0.35049	0.032747	0.0298	0.60541	0.30243	0.062469	0.055368	0.70658	0.18201	0.89011
Meth__cg06873352__LYK5	0.45635	0.10072	0.088369	0.079768	0.49165	0.53874	0.53443	0.15517	0.094723	0.10143	0.080751	0.23871	0.53741	0.049239	0.086501	0.45321	0.05397	0.15477	0.080612	0.2954	0.24908	0.81333	0.051973	0.074117	0.098595	0.49107	0.12624	0.10477	0.16407	0.067184	0.070312	0.0972	0.69671	0.85404	0.11286	0.076056	0.30329	0.62012	0.91887
Meth__cg25033972__RIPK4	0.45568	0.42398	0.34749	0.13054	0.22472	0.071904	0.51815	0.04601	0.10906	0.2705	0.1482	0.092322	0.83056	0.082893	0.13059	0.80448	0.10513	0.22132	0.14335	0.53434	0.69156	0.86373	0.080329	0.26521	0.12278	0.63071	0.14233	0.61365	0.12389	0.044764	0.11773	0.10218	0.92049	0.89442	0.090748	0.10702	0.21505	0.36925	0.20724
Meth__cg20695587__TMPRSS11F	0.20238	0.12043	0.11328	0.11858	0.096742	0.16994	0.09214	0.57139	0.51044	0.12716	0.69178	0.22125	0.11706	0.086827	0.37464	0.80109	0.86621	0.21065	0.10669	0.097585	0.098436	0.15816	0.52217	0.19054	0.76667	0.10025	0.17517	0.15465	0.1725	0.66442	0.12962	0.18842	0.097376	0.20968	0.17548	0.12786	0.138	0.29332	0.093188
Meth__cg23988310__SCG2	0.13786	0.11825	0.66486	0.099716	0.10666	0.093386	0.11271	0.84785	0.12767	0.097466	0.11755	0.17481	0.1964	0.097183	0.12449	0.15506	0.085122	0.26248	0.12979	0.10094	0.11805	0.73451	0.072665	0.073534	0.16631	0.099115	0.21884	0.14534	0.12424	0.05839	0.09762	0.10884	0.26207	0.56327	0.16374	0.10839	0.095458	0.13127	0.13417
Meth__cg12506373__CAD	0.044603	0.053796	0.079829	0.047999	0.05008	0.032399	0.04772	0.036589	0.034795	0.14568	0.090438	0.10261	0.073631	0.040984	0.054635	0.041142	0.036526	0.067015	0.043329	0.05518	0.055392	0.043144	0.069894	0.054574	0.060098	0.62477	0.055128	0.074643	0.097434	0.036185	0.037828	0.03727	0.04804	0.049075	0.038023	0.044603	0.042862	0.078889	0.036091
Meth__cg25632203__ZNF643	0.033247	0.03827	0.043375	0.025286	0.031089	0.026707	0.026011	0.050668	0.023437	0.026468	0.028795	0.071146	0.1544	0.023961	0.0232	0.026273	0.018417	0.054711	0.025265	0.046118	0.033945	0.032505	0.037731	0.043125	0.06958	0.031763	0.055652	0.06694	0.044682	0.02734	0.023402	0.02041	0.03294	0.022807	0.1778	0.043308	0.055676	0.087728	0.038553
Meth__cg14322224__DDAH1	0.04673	0.065107	0.046109	0.053136	0.07377	0.091511	0.09591	0.054988	0.15674	0.056833	0.076281	0.030788	0.3495	0.039772	0.13372	0.034778	0.044105	0.068943	0.051264	0.063687	0.057376	0.044799	0.066484	0.068417	0.27049	0.053545	0.054795	0.047511	0.072332	0.059986	0.72599	0.9313	0.046013	0.040387	0.1072	0.045983	0.05199	0.12085	0.056058
Meth__cg04235146__ATP2A2	0.044408	0.14507	0.15237	0.1885	0.12719	0.21652	0.27211	0.040154	0.042681	0.11355	0.082201	0.21614	0.15932	0.050072	0.054534	0.17858	0.047624	0.16183	0.042452	0.22919	0.1782	0.67169	0.10458	0.17344	0.052997	0.14877	0.24198	0.10383	0.15777	0.050234	0.037548	0.054194	0.54179	0.10646	0.19479	0.12465	0.20001	0.2092	0.25267
Meth__cg08431931__MGC26816	0.11229	0.084761	0.16142	0.16722	0.16685	0.96307	0.14682	0.12463	0.23428	0.22235	0.19591	0.18904	0.85287	0.11398	0.16116	0.40836	0.68518	0.095924	0.053885	0.79324	0.80893	0.77854	0.18542	0.65845	0.1839	0.96466	0.17159	0.70045	0.11433	0.1576	0.81361	0.2375	0.059611	0.9787	0.19631	0.19718	0.20448	0.18319	0.1571
Meth__cg12687215__FAM50A	0.64079	0.016987	0.024084	0.041789	0.34324	0.019896	0.03894	0.19221	0.019849	0.51712	0.022568	0.17109	0.63128	0.018504	0.02574	0.37489	0.31847	0.060629	0.023985	0.58699	0.027132	0.52711	0.022982	0.34273	0.066779	0.021768	0.064232	0.14056	0.059128	0.55244	0.021915	0.24498	0.029095	0.16899	0.063775	0.58774	0.2267	0.58045	0.027241
Meth__cg00019495__HOP	0.065804	0.054208	0.069195	0.076923	0.053654	0.77097	0.053447	0.40221	0.078713	0.085434	0.83632	0.094268	0.1004	0.036578	0.064161	0.76049	0.80696	0.12057	0.15878	0.046522	0.063906	0.050172	0.4149	0.055799	0.82704	0.063696	0.08346	0.10296	0.06139	0.085053	0.12873	0.80788	0.08619	0.13704	0.2076	0.083678	0.042567	0.1091	0.046419
Meth__cg17293641__TNFRSF11B	0.02133	0.011142	0.98766	0.020224	0.66211	0.75052	0.98522	0.67684	0.019615	0.01748	0.025514	0.013164	0.10144	0.40709	0.014993	0.014075	0.012874	0.036549	0.011135	0.018557	0.33672	0.68029	0.34101	0.012952	0.62865	0.048134	0.035515	0.96894	0.014956	0.012901	0.012301	0.015792	0.98316	0.35267	0.027595	0.013562	0.60974	0.027767	0.94126
Meth__cg15702701__METTL7B	0.44979	0.05164	0.17919	0.47477	0.064271	0.23428	0.10715	0.28566	0.05399	0.068185	0.051562	0.090756	0.40146	0.069839	0.063001	0.29678	0.27817	0.13424	0.052072	0.058464	0.055857	0.4696	0.14124	0.052966	0.076868	0.063216	0.095075	0.22826	0.08955	0.058257	0.087525	0.04812	0.81937	0.52984	0.16097	0.069045	0.080395	0.18461	0.18157
Meth__cg26790132__IL17D	0.45392	0.47953	0.96201	0.042607	0.19386	0.24943	0.61351	0.038542	0.024814	0.08369	0.043991	0.086677	0.88839	0.060711	0.066362	0.26087	0.040109	0.10427	0.39816	0.034533	0.045416	0.8864	0.044748	0.087399	0.21723	0.039799	0.01854	0.53595	0.18939	0.057759	0.033716	0.067452	0.2547	0.53719	0.14573	0.068152	0.10129	0.88721	0.031467
Meth__cg23435746__TWSG1	0.11315	0.072101	0.58726	0.82809	0.19686	0.12496	0.62371	0.22688	0.071584	0.31715	0.14611	0.38185	0.19022	0.40212	0.085392	0.10757	0.12352	0.22234	0.34201	0.08794	0.10324	0.20851	0.058754	0.13604	0.26869	0.63785	0.12901	0.87652	0.18746	0.050225	0.056554	0.15626	0.085458	0.10786	0.19795	0.11542	0.64589	0.20751	0.90075
Meth__cg22477971__C1QB	0.66867	0.042449	0.40925	0.58753	0.35406	0.055725	0.27506	0.509	0.061315	0.09166	0.092337	0.26225	0.63026	0.056075	0.066922	0.48365	0.47889	0.14958	0.058087	0.24202	0.24173	0.90206	0.13627	0.37689	0.10715	0.21514	0.090168	0.096581	0.090375	0.25924	0.056673	0.09606	0.33709	0.56406	0.12232	0.10687	0.11169	0.44874	0.079979
Meth__cg20699736__VAX2	0.10919	0.22933	0.23655	0.10454	0.14927	0.31776	0.43366	0.043405	0.084588	0.14534	0.070087	0.059149	0.76703	0.068577	0.089394	0.28666	0.062309	0.069824	0.3766	0.20507	0.24149	0.079207	0.60868	0.16609	0.5656	0.29541	0.11893	0.72788	0.11251	0.058948	0.029255	0.08603	0.24289	0.79616	0.065822	0.063298	0.091466	0.30535	0.40188
Meth__cg12382902__CCND2	0.97477	0.014984	0.97453	0.07162	0.087623	0.97217	0.96391	0.97836	0.052404	0.9516	0.97085	0.97303	0.75998	0.82134	0.075622	0.015948	0.023693	0.043749	0.42182	0.98217	0.96767	0.95917	0.035189	0.96857	0.93317	0.59793	0.032203	0.95599	0.43183	0.01428	0.055846	0.015849	0.015828	0.98444	0.069026	0.51028	0.83481	0.97071	0.62122
Meth__cg11688219__THAP3	0.051535	0.19208	0.16583	0.23969	0.20483	0.060988	0.086789	0.20958	0.12096	0.53875	0.08329	0.58207	0.47452	0.29037	0.14984	0.038345	0.097729	0.49022	0.041834	0.28621	0.2074	0.065126	0.060236	0.21558	0.14219	0.10641	0.088435	0.21926	0.17754	0.036888	0.038867	0.04951	0.10785	0.044543	0.069236	0.077056	0.10438	0.21603	0.088617
Meth__cg04113075__RAB32	0.053698	0.87631	0.54298	0.85183	0.28611	0.032325	0.37334	0.096895	0.11476	0.19062	0.04241	0.90267	0.098502	0.92751	0.45574	0.067214	0.03266	0.22914	0.042817	0.90535	0.87327	0.22002	0.071883	0.39177	0.074934	0.92307	0.095051	0.87632	0.48891	0.051784	0.039953	0.038506	0.51878	0.043306	0.13049	0.063168	0.57425	0.54261	0.33256
Meth__cg01249910__SAT2	0.049269	0.045489	0.4405	0.053164	0.063537	0.038227	0.057715	0.045675	0.067821	0.057726	0.044319	0.041105	0.059713	0.022435	0.056651	0.04606	0.040219	0.073389	0.059124	0.68711	0.33758	0.057894	0.051686	0.044432	0.050085	0.052545	0.079278	0.10682	0.076337	0.049122	0.036987	0.061708	0.48695	0.030332	0.066372	0.04747	0.057437	0.12853	0.048274
Meth__cg17880199__MYH11	0.97085	0.044188	0.57607	0.10291	0.2384	0.95682	0.53513	0.97431	0.061021	0.03518	0.63545	0.14763	0.94845	0.056062	0.073555	0.071717	0.15611	0.14667	0.75634	0.96393	0.96374	0.45369	0.10903	0.61508	0.93372	0.04454	0.083912	0.83758	0.067664	0.023554	0.053029	0.058644	0.056101	0.34085	0.074549	0.037591	0.15811	0.088157	0.8957
Meth__cg08722720__AVEN	0.04299	0.060623	0.050939	0.045752	0.057755	0.037251	0.050338	0.20565	0.052757	0.060773	0.051948	0.057333	0.10917	0.042176	0.05494	0.043822	0.049432	0.06894	0.037867	0.042276	0.047421	0.6358	0.076275	0.035836	0.069852	0.076697	0.10542	0.091141	0.094962	0.030189	0.049421	0.036723	0.18535	0.034117	0.10547	0.05769	0.047893	0.12469	0.051862
Meth__cg14601560__SCLY	0.094461	0.08518	0.14165	0.16414	0.080434	0.084485	0.096664	0.67811	0.082814	0.097187	0.11528	0.10229	0.14468	0.073566	0.10303	0.095025	0.09425	0.17969	0.11028	0.12511	0.09561	0.095213	0.11154	0.10431	0.10764	0.098058	0.11868	0.13529	0.12503	0.099448	0.092221	0.082875	0.093346	0.088259	0.09594	0.084868	0.081757	0.094664	0.091196
Meth__cg03737135__HSPA14	0.044439	0.488	0.090149	0.081261	0.11429	0.047095	0.11736	0.056907	0.06558	0.12628	0.071321	0.080618	0.12167	0.043492	0.0626	0.043631	0.032995	0.092105	0.092427	0.098513	0.062121	0.19418	0.04636	0.073393	0.12375	0.087069	0.072513	0.10169	0.19056	0.054959	0.043673	0.074565	0.093273	0.089133	0.088435	0.050823	0.065764	0.11184	0.083494
Meth__cg15480941__PIM2	0.60104	0.35192	0.79318	0.032323	0.47551	0.043202	0.031966	0.032674	0.52564	0.72049	0.035671	0.72594	0.61134	0.51941	0.48673	0.68699	0.033771	0.32763	0.10983	0.023041	0.037722	0.60709	0.63353	0.56867	0.080345	0.61448	0.42044	0.5313	0.32743	0.6228	0.022449	0.57262	0.04104	0.034919	0.072065	0.55459	0.13373	0.63447	0.032027
Meth__cg25370441__FLJ20184	0.070364	0.077692	0.17633	0.088547	0.068987	0.8174	0.077053	0.095466	0.15628	0.070677	0.48313	0.13208	0.21731	0.06755	0.14379	0.065906	0.38197	0.12019	0.12616	0.14799	0.12859	0.54028	0.56714	0.072821	0.67366	0.092663	0.12642	0.11754	0.059852	0.13329	0.079968	0.47937	0.11738	0.097744	0.17616	0.10173	0.074804	0.13129	0.068695
Meth__cg25423576__RFXDC1	0.39365	0.0176	0.64428	0.13155	0.05609	0.56215	0.87674	0.71483	0.027333	0.039989	0.58258	0.10995	0.79969	0.51217	0.044453	0.81693	0.02117	0.08594	0.028931	0.804	0.4377	0.93514	0.69372	0.07803	0.83154	0.56876	0.017197	0.73886	0.047023	0.017841	0.036349	0.090927	0.84681	0.87223	0.05479	0.033197	0.12934	0.084989	0.08402
Meth__cg05388361__STAT2	0.033582	0.33056	0.038899	0.026561	0.016398	0.029645	0.029845	0.027495	0.038412	0.034735	0.038306	0.023556	0.10997	0.021245	0.041499	0.033709	0.025911	0.08477	0.019853	0.023861	0.028001	0.023166	0.027008	0.02284	0.052705	0.033738	0.046046	0.045676	0.078092	0.030811	0.029442	0.034215	0.027194	0.033766	0.089608	0.028605	0.028637	0.06943	0.027618
Meth__cg00756058__DZIP1	0.96833	0.030265	0.97005	0.56045	0.024725	0.030488	0.62167	0.34321	0.019434	0.97643	0.026764	0.017164	0.89565	0.59635	0.024186	0.4943	0.026056	0.097789	0.018138	0.97245	0.96711	0.97205	0.02222	0.53529	0.9283	0.97159	0.095064	0.94587	0.046695	0.026231	0.017612	0.018472	0.030433	0.77069	0.86617	0.024053	0.66824	0.95078	0.94356
Meth__cg27202708__C1orf65	0.38334	0.014166	0.77252	0.03381	0.049418	0.68292	0.42561	0.33024	0.019917	0.028971	0.29333	0.55738	0.77997	0.023378	0.022644	0.29829	0.021212	0.043772	0.023371	0.23631	0.38222	0.80154	0.92047	0.018265	0.25044	0.033923	0.032303	0.1296	0.038379	0.158	0.016474	0.18166	0.36721	0.59226	0.06549	0.028816	0.12375	0.065456	0.16207
Meth__cg10493166__PTGS1	0.10139	0.077079	0.9177	0.91433	0.46191	0.40471	0.86684	0.87159	0.14597	0.32525	0.72182	0.37002	0.79912	0.22207	0.1744	0.70457	0.11018	0.21985	0.073798	0.80707	0.86226	0.8947	0.73014	0.10879	0.19746	0.65941	0.15295	0.75927	0.13616	0.078075	0.049326	0.080817	0.64502	0.72536	0.081468	0.70643	0.77488	0.6709	0.73873
Meth__cg01125463__PEX6	0.043703	0.052371	0.42529	0.10252	0.36419	0.26509	0.084644	0.039857	0.076814	0.064592	0.13233	0.37773	0.48548	0.4176	0.076669	0.16993	0.061911	0.096372	0.24681	0.69634	0.57856	0.1292	0.13884	0.088202	0.12615	0.34223	0.066422	0.058529	0.1696	0.046288	0.049519	0.038075	0.18697	0.052268	0.10577	0.13488	0.048368	0.24746	0.037725
Meth__cg19063972__SOX21	0.095467	0.024624	0.96753	0.040232	0.25007	0.60128	0.9436	0.87812	0.31849	0.14465	0.68535	0.29879	0.94979	0.49716	0.35202	0.020093	0.096546	0.11986	0.70383	0.39328	0.93286	0.98115	0.055557	0.97158	0.63951	0.039019	0.093	0.95488	0.409	0.047172	0.040294	0.050534	0.15969	0.97643	0.87769	0.052536	0.73043	0.12364	0.96257
Meth__cg08132931__ADD2	0.57405	0.041512	0.52487	0.39783	0.038083	0.61366	0.70325	0.060746	0.038432	0.055316	0.076793	0.063322	0.61927	0.35167	0.046242	0.047636	0.041958	0.064777	0.062246	0.66354	0.55288	0.09088	0.075227	0.62142	0.39222	0.40567	0.10175	0.79733	0.065307	0.038033	0.03305	0.036807	0.67471	0.27854	0.29422	0.45561	0.62045	0.057509	0.66157
Meth__cg23246978__GPC6	0.11298	0.18327	0.15342	0.10407	0.095172	0.054999	0.12687	0.56361	0.053151	0.22459	0.16728	0.28375	0.2087	0.5011	0.068781	0.10693	0.13061	0.13876	0.095579	0.13394	0.16166	0.19216	0.061949	0.07913	0.12187	0.13953	0.096679	0.26267	0.30904	0.078779	0.098509	0.15578	0.1768	0.29137	0.15544	0.030122	0.12626	0.18776	0.091771
Meth__cg22598563__P4HA2	0.071948	0.081285	0.87916	0.08305	0.070591	0.061715	0.11747	0.071329	0.36673	0.073406	0.05432	0.57466	0.62397	0.11845	0.309	0.17215	0.079388	0.17491	0.091159	0.075424	0.072672	0.098313	0.1133	0.10374	0.40885	0.062029	0.11276	0.13533	0.11277	0.040653	0.063082	0.070788	0.55662	0.45913	0.16802	0.070233	0.073498	0.42455	0.056471
Meth__cg08872550__CA2	0.32794	0.058366	0.12393	0.20261	0.10177	0.16497	0.14689	0.22042	0.077294	0.047818	0.045223	0.15849	0.31413	0.043011	0.081562	0.081969	0.067918	0.15011	0.034685	0.09065	0.20221	0.44683	0.17496	0.10843	0.17967	0.13066	0.097716	0.39148	0.11276	0.2994	0.076754	0.06371	0.34655	0.11921	0.04603	0.05958	0.069973	0.3881	0.094479
Meth__cg22983529__GNG11	0.60244	0.48225	0.88731	0.80903	0.6245	0.038265	0.7609	0.85711	0.22785	0.44553	0.090396	0.1039	0.86749	0.1069	0.23518	0.53008	0.094661	0.13943	0.047273	0.50363	0.51777	0.61901	0.058954	0.16876	0.075092	0.50017	0.093424	0.1621	0.50088	0.051249	0.44782	0.05267	0.81965	0.69163	0.11326	0.62348	0.36757	0.10052	0.75088
Meth__cg17699374__MGC35206	0.22081	0.11049	0.89932	0.86889	0.84078	0.062583	0.51974	0.96292	0.074191	0.1819	0.23566	0.87098	0.74408	0.081087	0.085751	0.40212	0.84295	0.051688	0.022593	0.8257	0.82167	0.91725	0.09178	0.954	0.078198	0.45516	0.035927	0.15692	0.11922	0.036483	0.055352	0.080575	0.85202	0.76576	0.13755	0.89464	0.5522	0.323	0.40802
Meth__cg11609760__FGD1	0.25171	0.070962	0.09375	0.082691	0.14642	0.066264	0.071086	0.094605	0.20437	0.46137	0.073521	0.27803	0.35164	0.19282	0.20247	0.26408	0.075635	0.28031	0.079319	0.064363	0.10255	0.55966	0.31345	0.49078	0.16316	0.44332	0.11773	0.5209	0.35519	0.11585	0.066385	0.17347	0.074187	0.078115	0.089286	0.48088	0.099101	0.53296	0.075138
Meth__cg04460372__ST6GALNAC6	0.060076	0.19635	0.37837	0.36012	0.10014	0.11408	0.17004	0.23255	0.054313	0.056544	0.047551	0.67222	0.21688	0.036086	0.063589	0.20395	0.073775	0.1204	0.035566	0.37758	0.071686	0.11024	0.22793	0.13311	0.084252	0.56684	0.085669	0.1444	0.1064	0.036975	0.048618	0.05237	0.038251	0.36413	0.050058	0.044738	0.054503	0.27891	0.083852
Meth__cg20842040__PRPS2	0.47943	0.033239	0.054373	0.031564	0.52953	0.027183	0.032519	0.031496	0.045105	0.59169	0.034755	0.67445	0.55305	0.58598	0.036293	0.038336	0.046895	0.58494	0.40218	0.037515	0.050237	0.59645	0.20911	0.56584	0.070849	0.51569	0.38318	0.53443	0.62458	0.6055	0.04283	0.66106	0.54211	0.02098	0.19158	0.54037	0.51009	0.59932	0.030984
Meth__cg02661879__FLNC	0.037342	0.027093	0.96064	0.065155	0.03428	0.86047	0.9165	0.81117	0.029506	0.95046	0.84259	0.63372	0.90672	0.30645	0.037216	0.9563	0.033364	0.077961	0.022092	0.96026	0.95657	0.37733	0.38911	0.37636	0.10096	0.68195	0.074946	0.94053	0.053289	0.09066	0.041719	0.049024	0.035429	0.95108	0.056343	0.054954	0.044405	0.12103	0.24182
Meth__cg00216361__GAP43	0.18379	0.030707	0.054914	0.37669	0.038462	0.092419	0.60721	0.94297	0.38119	0.044896	0.18937	0.71057	0.055361	0.05613	0.25921	0.085214	0.036246	0.047988	0.32527	0.042178	0.03475	0.87407	0.04169	0.045706	0.59274	0.047788	0.069023	0.30754	0.08467	0.041953	0.31243	0.028402	0.74269	0.067612	0.0449	0.035752	0.17588	0.28977	0.36933
