Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM44PE	SUM52PE	T47D	UACC812
Meth__cg17655614__CDH1	0.10943	0.62005	0.18606	0.12414	0.13203	0.89728	0.11865	0.96584	0.087042	0.14816	0.35216	0.09251	0.13068	0.097724	0.1342	0.12425	0.099458	0.82604	0.13805	0.86774	0.12383	0.75011	0.93171	0.15081	0.18289	0.95438	0.099815	0.097428	0.42994	0.23953	0.1482	0.94121	0.12605	0.17161	0.052005	0.079585	0.17695	0.080185
Meth__cg12434779__ARHGAP6	0.82409	0.042953	0.11505	0.44607	0.067362	0.035668	0.67533	0.023834	0.039411	0.033822	0.053481	0.071194	0.42015	0.24265	0.054852	0.045152	0.03923	0.039856	0.39639	0.45229	0.46831	0.076298	0.29994	0.04951	0.07542	0.057389	0.85088	0.051558	0.059237	0.35129	0.039936	0.0635	0.045258	0.035821	0.81962	0.86156	0.058948	0.4966
Meth__cg16377880__CYP4F3	0.027607	0.042208	0.031953	0.12671	0.049741	0.036736	0.021581	0.59985	0.65409	0.021643	0.027085	0.3217	0.0089177	0.03332	0.030196	0.02709	0.36219	0.68497	0.02691	0.034334	0.062342	0.072872	0.20342	0.14622	0.023034	0.63337	0.19024	0.063969	0.087544	0.28473	0.018927	0.057891	0.041902	0.13897	0.10336	0.031443	0.083032	0.026808
Meth__cg13643585__HOXB9	0.45248	0.06034	0.59893	0.40711	0.2422	0.64284	0.97177	0.044723	0.84788	0.47194	0.031136	0.44323	0.029641	0.96749	0.43666	0.40258	0.30071	0.016819	0.20054	0.028898	0.073793	0.03422	0.44476	0.039391	0.13717	0.031304	0.9585	0.042839	0.18374	0.13547	0.04988	0.028194	0.27918	0.027023	0.97622	0.9439	0.072229	0.14803
Meth__cg22775000__TMEFF1	0.97093	0.05175	0.96156	0.80554	0.8692	0.086228	0.9667	0.14681	0.24948	0.01772	0.76783	0.027192	0.54182	0.93548	0.44636	0.11334	0.062483	0.021191	0.22327	0.25444	0.27803	0.01985	0.39338	0.046953	0.083996	0.035502	0.14753	0.25608	0.35156	0.018723	0.058075	0.45251	0.41604	0.12649	0.93461	0.95621	0.91364	0.93126
Meth__cg27020690__TERC	0.042899	0.42765	0.048173	0.048226	0.11924	0.077345	0.069589	0.62545	0.38345	0.04069	0.040525	0.62376	0.045505	0.50585	0.35738	0.053387	0.048553	0.34495	0.05583	0.032286	0.64783	0.058442	0.10755	0.46383	0.089488	0.063953	0.11629	0.088532	0.065905	0.02445	0.032666	0.27504	0.2534	0.10461	0.064166	0.56367	0.065616	0.072848
Meth__cg05562817__MGC33839	0.047898	0.075152	0.093729	0.71677	0.2378	0.052471	0.12321	0.031506	0.089842	0.50683	0.10304	0.065211	0.5035	0.11111	0.21714	0.52285	0.11281	0.06103	0.11307	0.044588	0.080851	0.066259	0.07335	0.15728	0.13798	0.038965	0.11494	0.66568	0.2402	0.052443	0.24782	0.063856	0.41959	0.058231	0.58886	0.054567	0.066196	0.073545
Meth__cg07308943__FLJ20628	0.036066	0.034547	0.045047	0.044329	0.032067	0.25217	0.05228	0.039943	0.028523	0.036549	0.036669	0.062892	0.028717	0.088464	0.039527	0.03618	0.047367	0.041605	0.076428	0.036259	0.035051	0.034762	0.084247	0.040973	0.066507	0.036172	0.055483	0.036365	0.058457	0.031445	0.032788	0.044686	0.031561	0.032084	0.036202	0.038078	0.05925	0.031838
Meth__cg09060849__GGA2	0.080399	0.063841	0.092079	0.075841	0.083572	0.047443	0.078546	0.21151	0.090407	0.057152	0.044734	0.071977	0.076299	0.15238	0.086317	0.059493	0.065516	0.073137	0.088393	0.12231	0.068175	0.13441	0.21192	0.067822	0.13829	0.10008	0.10746	0.15807	0.072907	0.057266	0.072651	0.78526	0.088092	0.034354	0.040467	0.076991	0.16275	0.07238
Meth__cg14386691__C14orf93	0.064684	0.042553	0.052657	0.82024	0.10319	0.11553	0.076731	0.21535	0.074436	0.036293	0.055184	0.040595	0.22453	0.18444	0.83448	0.046861	0.26096	0.057361	0.17772	0.19234	0.054882	0.055456	0.087509	0.4454	0.068606	0.044952	0.099964	0.10193	0.12535	0.051136	0.62992	0.071291	0.596	0.12845	0.69598	0.070903	0.092355	0.046638
Meth__cg14986136__WBP5	0.092165	0.1859	0.14671	0.84331	0.31393	0.077385	0.85888	0.15377	0.061533	0.073151	0.084991	0.52511	0.36417	0.79391	0.70864	0.070511	0.3657	0.28624	0.22461	0.13424	0.81229	0.11903	0.12301	0.12573	0.12985	0.49452	0.39054	0.11347	0.33717	0.12972	0.13987	0.080952	0.82326	0.23563	0.12273	0.24342	0.40226	0.71704
Meth__cg10950297__EFNB1	0.5228	0.046047	0.051055	0.065909	0.32854	0.04264	0.059789	0.058481	0.042957	0.46443	0.05907	0.040211	0.041705	0.11962	0.58341	0.43841	0.10636	0.056566	0.45081	0.056173	0.050873	0.30636	0.11582	0.042525	0.46873	0.5048	0.45192	0.054773	0.56153	0.56856	0.038884	0.55952	0.061462	0.045277	0.4989	0.39481	0.10395	0.484
Meth__cg08159444__PNMA5	0.10401	0.084835	0.80373	0.79764	0.49079	0.089533	0.35319	0.15571	0.8699	0.82829	0.62976	0.2479	0.69585	0.67884	0.030903	0.63722	0.31986	0.73281	0.14108	0.055721	0.53828	0.13323	0.15356	0.16386	0.052681	0.1333	0.13471	0.13272	0.251	0.21964	0.039111	0.045927	0.67663	0.12766	0.40765	0.17077	0.18889	0.71452
Meth__cg10301990__UBXD6	0.057272	0.053883	0.6109	0.19846	0.11042	0.30804	0.073521	0.41431	0.16961	0.16671	0.096185	0.20936	0.23339	0.20572	0.1484	0.1599	0.10314	0.77876	0.18556	0.070806	0.07035	0.21137	0.66116	0.36199	0.10003	0.092819	0.08766	0.38771	0.061687	0.30287	0.077175	0.067786	0.095939	0.084485	0.091995	0.10174	0.08961	0.070281
Meth__cg20353465__ABHD1	0.061278	0.055752	0.07989	0.57764	0.064113	0.91169	0.071832	0.6775	0.067365	0.056389	0.06091	0.16949	0.1466	0.62978	0.038321	0.059208	0.47702	0.18695	0.11046	0.07002	0.056983	0.059856	0.71759	0.089287	0.1362	0.066941	0.14539	0.065477	0.17314	0.072143	0.29704	0.069778	0.045906	0.057168	0.042917	0.048107	0.11635	0.065293
Meth__cg20637800__BRI3	0.036045	0.047011	0.052067	0.040368	0.088527	0.030945	0.097576	0.036444	0.047487	0.027436	0.046828	0.031295	0.04073	0.084336	0.02481	0.029932	0.02691	0.039692	0.082515	0.025019	0.077288	0.051744	0.056595	0.14685	0.10983	0.02464	0.072849	0.0446	0.056027	0.024295	0.021347	0.030816	0.02741	0.022993	0.14651	0.026973	0.14915	0.082944
Meth__cg09983885__TRIM21	0.15123	0.036555	0.29603	0.1092	0.076051	0.6223	0.17025	0.61204	0.086794	0.42737	0.054929	0.27535	0.22903	0.19295	0.054426	0.2912	0.13859	0.042925	0.14223	0.32938	0.092058	0.084175	0.54864	0.13436	0.098564	0.70155	0.25444	0.083868	0.077613	0.027495	0.060072	0.046777	0.53166	0.13191	0.097009	0.63641	0.19009	0.063486
Meth__cg01172899__SLC16A14	0.058537	0.38384	0.34659	0.11106	0.60238	0.86698	0.11523	0.40261	0.17485	0.071455	0.21945	0.12243	0.35792	0.77848	0.064084	0.10135	0.44428	0.13639	0.10199	0.39893	0.20053	0.86897	0.5538	0.089871	0.12688	0.87944	0.17717	0.20667	0.34775	0.63182	0.093569	0.6174	0.22436	0.11467	0.34417	0.44468	0.14427	0.45268
Meth__cg07495664__FAM63A	0.020337	0.14441	0.025187	0.02122	0.017477	0.074235	0.01591	0.11581	0.024164	0.18793	0.018967	0.031326	0.023379	0.052795	0.010501	0.19891	0.021757	0.020112	0.033173	0.019214	0.024551	0.056581	0.037841	0.02797	0.036908	0.92082	0.033931	0.024372	0.03134	0.089302	0.020829	0.017496	0.018087	0.014769	0.014921	0.014657	0.060197	0.022159
Meth__cg21336547__AKAP8	0.043584	0.03592	0.045617	0.02697	0.048397	0.034015	0.041248	0.066549	0.024359	0.032092	0.068045	0.051423	0.036471	0.46602	0.036659	0.041277	0.037386	0.036511	0.0746	0.026444	0.037361	0.037334	0.06844	0.051175	0.12176	0.030485	0.079222	0.036389	0.061227	0.029971	0.034144	0.038822	0.048533	0.029193	0.032248	0.051957	0.10045	0.051837
Meth__cg25912611__STK6	0.092496	0.048683	0.071335	0.10033	0.26573	0.15684	0.79946	0.67907	0.28236	0.21466	0.3499	0.096405	0.38866	0.142	0.71766	0.21172	0.15422	0.1028	0.16417	0.12542	0.091432	0.70085	0.19509	0.28286	0.14123	0.089692	0.10009	0.31309	0.079354	0.37039	0.063735	0.12252	0.54953	0.059035	0.061341	0.20694	0.12297	0.79417
Meth__cg12991365__CHDH	0.076562	0.15675	0.56629	0.10798	0.21344	0.8262	0.072421	0.82898	0.057978	0.22678	0.067687	0.11549	0.41134	0.80163	0.047107	0.20974	0.52277	0.081135	0.2131	0.12368	0.16549	0.81303	0.64773	0.070088	0.060458	0.32261	0.073546	0.2706	0.19989	0.071846	0.078347	0.089642	0.3598	0.063894	0.067012	0.86297	0.16658	0.11028
Meth__cg14289985__ZNF471	0.87626	0.041294	0.50006	0.67389	0.41752	0.052055	0.93421	0.35558	0.34582	0.037117	0.041456	0.057813	0.093449	0.84552	0.45809	0.059625	0.054118	0.038262	0.11542	0.10478	0.48861	0.033281	0.76511	0.066357	0.10799	0.17497	0.90475	0.091458	0.21547	0.056913	0.10337	0.7456	0.073808	0.34194	0.86347	0.93107	0.12694	0.054144
Meth__cg00131121__POLR2J	0.057632	0.11044	0.12329	0.085795	0.058266	0.11802	0.038896	0.033121	0.13491	0.10169	0.11336	0.034	0.10415	0.18363	0.054363	0.088478	0.032182	0.084354	0.033715	0.028774	0.065877	0.094831	0.11357	0.045265	0.041824	0.068031	0.15899	0.29204	0.090211	0.034352	0.053501	0.070595	0.037819	0.1054	0.5846	0.13161	0.070392	0.12507
Meth__cg20797766__PRSS27	0.051354	0.071979	0.051667	0.23743	0.11662	0.053177	0.51569	0.12914	0.063866	0.11939	0.33229	0.048387	0.050987	0.1294	0.2422	0.10135	0.090562	0.049602	0.07847	0.048181	0.29862	0.053939	0.058605	0.44299	0.084003	0.036577	0.2447	0.057386	0.061582	0.043534	0.032722	0.048449	0.24227	0.046654	0.11693	0.045551	0.11572	0.045258
Meth__cg10493166__PTGS1	0.10139	0.077079	0.9177	0.91433	0.46191	0.40471	0.86684	0.43806	0.87159	0.14597	0.32525	0.72182	0.37002	0.79912	0.22207	0.1744	0.70457	0.11018	0.21985	0.073798	0.86226	0.73014	0.19746	0.65941	0.15295	0.19334	0.75927	0.14005	0.13616	0.078075	0.049326	0.080817	0.64502	0.11296	0.7762	0.72536	0.081468	0.70643
Meth__cg10883352__	0.27522	0.01873	0.12367	0.81738	0.39945	0.30637	0.62023	0.15716	0.92224	0.41979	0.024548	0.87016	0.50436	0.37806	0.01914	0.21406	0.56498	0.93204	0.028314	0.13371	0.25553	0.92868	0.60691	0.13107	0.017389	0.19772	0.31916	0.027522	0.033218	0.10265	0.54748	0.072104	0.53607	0.026958	0.17026	0.055989	0.024951	0.047878
Meth__cg27607639__UNC119	0.059134	0.062711	0.98007	0.051102	0.028318	0.026519	0.042364	0.020809	0.032349	0.025893	0.032571	0.039222	0.026794	0.60695	0.54895	0.035223	0.035091	0.024776	0.045208	0.027463	0.045817	0.061057	0.11956	0.53555	0.044891	0.028854	0.098624	0.038537	0.056201	0.029246	0.024466	0.028312	0.022038	0.63841	0.03221	0.024717	0.047171	0.034839
Meth__cg10617171__SCN1B	0.14269	0.090184	0.20109	0.18885	0.075078	0.042808	0.081453	0.035837	0.097885	0.051039	0.038154	0.095464	0.051529	0.17134	0.072742	0.042872	0.064255	0.10008	0.10778	0.041566	0.081404	0.073746	0.14947	0.086098	0.069181	0.038144	0.72071	0.063937	0.0799	0.045616	0.045174	0.0466	0.044144	0.03185	0.042553	0.54202	0.10076	0.042963
Meth__cg05696092__NOSIP	0.15523	0.048349	0.057098	0.15525	0.05109	0.56711	0.058236	0.35603	0.049778	0.05516	0.055446	0.084162	0.062403	0.13424	0.03959	0.060658	0.086155	0.6361	0.070682	0.051876	0.36422	0.19812	0.51857	0.071614	0.074219	0.20045	0.1281	0.068862	0.079407	0.065279	0.054185	0.065802	0.12879	0.040763	0.077316	0.059451	0.1146	0.077762
Meth__cg06952310__CSPG3	0.32804	0.037371	0.082363	0.19501	0.33379	0.22105	0.2787	0.12833	0.44652	0.087352	0.044265	0.5112	0.36931	0.45267	0.050826	0.086599	0.30482	0.3726	0.098044	0.072194	0.076468	0.21453	0.22492	0.050766	0.10623	0.18373	0.1797	0.10672	0.1154	0.30733	0.2737	0.12508	0.14325	0.042637	0.53194	0.12238	0.16218	0.086306
Meth__cg15055101__SH2D3A	0.052624	0.03237	0.052175	0.053912	0.060818	0.93679	0.051684	0.78209	0.60411	0.044447	0.077592	0.045032	0.051737	0.090166	0.02596	0.0451	0.026803	0.89085	0.13701	0.040112	0.066175	0.6316	0.16622	0.28723	0.075676	0.9012	0.079925	0.051937	0.052512	0.35371	0.025354	0.080415	0.045821	0.033666	0.057027	0.037844	0.13673	0.069947
Meth__cg02624129__SNX19	0.15494	0.059795	0.24163	0.18689	0.03759	0.032492	0.24075	0.55638	0.13972	0.059148	0.17755	0.92744	0.12543	0.83542	0.17418	0.077515	0.16842	0.24247	0.12115	0.036777	0.21612	0.073111	0.11312	0.14277	0.086248	0.051611	0.16097	0.037308	0.15927	0.26244	0.076312	0.025434	0.14708	0.048436	0.16657	0.22558	0.086632	0.041475
Meth__cg26365553__MADD	0.036836	0.066792	0.046946	0.50434	0.083533	0.037782	0.057327	0.035268	0.029446	0.094759	0.90327	0.11337	0.15923	0.3408	0.087536	0.094568	0.3126	0.80476	0.13608	0.090495	0.16026	0.077402	0.05479	0.039553	0.12149	0.58262	0.077559	0.13004	0.18322	0.030013	0.05951	0.19867	0.035007	0.026733	0.04087	0.037475	0.69558	0.049468
Meth__cg23114866__NKX2-2	0.068366	0.012541	0.025113	0.024109	0.022595	0.47699	0.27852	0.081687	0.29997	0.026373	0.022028	0.017038	0.3559	0.34875	0.045001	0.025243	0.070123	0.045668	0.04116	0.018042	0.026925	0.020287	0.20726	0.033673	0.026415	0.024047	0.085231	0.22784	0.037923	0.3116	0.027658	0.06433	0.029385	0.017803	0.44113	0.32367	0.092553	0.036508
Meth__cg19906550__SLC22A18	0.039893	0.031305	0.059861	0.10125	0.32707	0.92602	0.0913	0.75855	0.044794	0.027812	0.25981	0.099694	0.41981	0.11473	0.068188	0.038149	0.039689	0.9207	0.11026	0.86608	0.86673	0.70892	0.85709	0.21451	0.44244	0.88252	0.053949	0.038065	0.13513	0.91677	0.71895	0.88788	0.11012	0.028183	0.38386	0.089485	0.14424	0.78173
Meth__cg07456645__C19orf30	0.037705	0.028759	0.047092	0.043547	0.022241	0.48	0.20855	0.41302	0.69052	0.051145	0.039363	0.04928	0.12664	0.1236	0.030758	0.048146	0.031721	0.37453	0.039702	0.30199	0.26233	0.030099	0.4842	0.070148	0.099443	0.027633	0.53058	0.045544	0.039581	0.032064	0.29123	0.036913	0.73681	0.030781	0.035938	0.037713	0.063112	0.047949
Meth__cg08064891__PTOV1	0.040672	0.050495	0.62364	0.060474	0.056395	0.059857	0.082055	0.37329	0.25859	0.04105	0.080873	0.061919	0.18091	0.13806	0.068627	0.052101	0.10144	0.046153	0.10626	0.05368	0.05061	0.19643	0.47963	0.091111	0.063833	0.047798	0.058231	0.070309	0.2547	0.38847	0.08154	0.07778	0.047852	0.12796	0.039159	0.045233	0.11906	0.14478
Meth__cg20801056__MBP	0.047032	0.048703	0.086189	0.047615	0.039465	0.89191	0.047144	0.84836	0.041823	0.19363	0.052472	0.060044	0.084946	0.11235	0.042788	0.21148	0.055651	0.070786	0.063051	0.84529	0.056857	0.86703	0.09874	0.075651	0.11152	0.51965	0.10299	0.059624	0.14205	0.054169	0.041839	0.24254	0.17574	0.050953	0.053155	0.037992	0.11419	0.061685
Meth__cg21885525__SCYE1	0.093543	0.062949	0.070893	0.057299	0.043458	0.095377	0.063082	0.50636	0.08616	0.07155	0.057232	0.05382	0.051061	0.17312	0.045975	0.058796	0.097188	0.077805	0.097599	0.085508	0.068062	0.13141	0.25325	0.052931	0.11907	0.054413	0.11357	0.10556	0.1146	0.065171	0.10541	0.096196	0.078608	0.059178	0.058376	0.077224	0.20576	0.1064
Meth__cg19668255__LOC81558	0.039429	0.078713	0.10489	0.051171	0.028842	0.31791	0.09666	0.26135	0.41052	0.11046	0.031858	0.079585	0.081999	0.19337	0.027887	0.10622	0.05964	0.11128	0.12033	0.049222	0.18469	0.13895	0.75238	0.031799	0.073116	0.88909	0.033937	0.40677	0.10521	0.039001	0.061565	0.072885	0.10299	0.036782	0.10652	0.28719	0.23977	0.034971
Meth__cg04044684__CHFR	0.04995	0.42412	0.069051	0.11607	0.04252	0.89939	0.04607	0.49876	0.12651	0.07423	0.038865	0.041684	0.1526	0.72711	0.031036	0.070666	0.19334	0.038032	0.10799	0.36815	0.040811	0.064897	0.70976	0.058024	0.064831	0.089245	0.099366	0.053243	0.18874	0.034747	0.1116	0.81699	0.044138	0.092621	0.036124	0.18867	0.11398	0.04272
Meth__cg13913917__ATP11B	0.042714	0.043769	0.032286	0.040312	0.038347	0.033035	0.034211	0.046636	0.031467	0.04832	0.033494	0.043041	0.028502	0.067455	0.036657	0.050131	0.035946	0.037455	0.067946	0.030483	0.040312	0.036516	0.099907	0.037609	0.07417	0.044401	0.048914	0.041041	0.049727	0.046719	0.02333	0.040294	0.030031	0.036574	0.049074	0.032574	0.82441	0.036381
Meth__cg08432727__SOX11	0.95154	0.5703	0.9298	0.16878	0.21822	0.67821	0.38105	0.90665	0.40599	0.030947	0.066054	0.31481	0.53143	0.2783	0.015426	0.026468	0.38737	0.046556	0.11119	0.09411	0.087914	0.043429	0.83813	0.03805	0.58443	0.55174	0.50583	0.33795	0.44839	0.32561	0.12883	0.53218	0.023137	0.024388	0.082519	0.4725	0.4863	0.030723
Meth__cg18619267__LOC389199	0.042592	0.039781	0.046333	0.056748	0.040429	0.59253	0.37021	0.056261	0.053972	0.045535	0.083716	0.055087	0.039907	0.12222	0.069266	0.052659	0.050106	0.046757	0.21009	0.040503	0.24539	0.036368	0.17844	0.14731	0.08763	0.032824	0.14208	0.065137	0.11885	0.37445	0.035073	0.068685	0.060995	0.27004	0.1916	0.73717	0.11999	0.075913
Meth__cg00003994__MEOX2	0.86347	0.038321	0.54108	0.58768	0.038327	0.84666	0.60042	0.070639	0.91269	0.047265	0.043733	0.6338	0.15465	0.36316	0.89134	0.039763	0.82158	0.066535	0.060197	0.53098	0.092329	0.048368	0.70791	0.11481	0.088951	0.2067	0.69585	0.053217	0.078094	0.071066	0.066858	0.066631	0.19139	0.051345	0.51761	0.1817	0.15807	0.36893
Meth__cg01519742__JAKMIP1	0.030357	0.023443	0.042944	0.02894	0.018709	0.72168	0.027624	0.089076	0.55981	0.046186	0.036173	0.043988	0.29964	0.12275	0.98425	0.047913	0.032528	0.050461	0.046013	0.20033	0.044121	0.031929	0.95995	0.035035	0.049978	0.033545	0.79604	0.97722	0.081231	0.02874	0.58003	0.06178	0.029076	0.021227	0.020271	0.03167	0.069697	0.034839
Meth__cg14719055__RBBP7	0.40304	0.56126	0.046301	0.55295	0.15772	0.88089	0.058199	0.10614	0.74346	0.44373	0.052234	0.035508	0.10139	0.87378	0.42474	0.33015	0.69068	0.10383	0.10135	0.10345	0.17375	0.87997	0.88278	0.056882	0.30574	0.88316	0.12715	0.18003	0.411	0.48146	0.84519	0.89972	0.7684	0.74133	0.42196	0.56894	0.063474	0.21936
Meth__cg09643313__PPP1R9A	0.06392	0.051817	0.14764	0.046775	0.042374	0.046506	0.05428	0.8	0.067008	0.041445	0.048181	0.34399	0.087543	0.42851	0.044124	0.054103	0.04191	0.050343	0.078186	0.050845	0.049751	0.082926	0.055614	0.054703	0.087821	0.052573	0.064227	0.055081	0.049749	0.079023	0.057647	0.052479	0.04306	0.043805	0.033832	0.033837	0.10653	0.051455
Meth__cg13079099__LENG9	0.06386	0.063436	0.067901	0.55981	0.067534	0.039791	0.087789	0.39867	0.13031	0.038198	0.090822	0.051568	0.066179	0.10136	0.044979	0.045064	0.25189	0.47491	0.064798	0.033387	0.11074	0.36591	0.083508	0.13122	0.069746	0.041342	0.074596	0.50887	0.10832	0.087696	0.036214	0.040015	0.50637	0.036086	0.032464	0.029008	0.11455	0.072104
Meth__cg15239123__SMOC1	0.95158	0.7168	0.52987	0.69414	0.60681	0.73334	0.57074	0.33592	0.062623	0.039704	0.92938	0.31621	0.053545	0.76533	0.5167	0.30559	0.039071	0.16967	0.063723	0.12442	0.94518	0.072842	0.86867	0.13486	0.063318	0.043484	0.88557	0.045565	0.074772	0.038584	0.032389	0.033173	0.47895	0.037445	0.94227	0.94194	0.74841	0.040817
Meth__cg16929104__GDF15	0.073132	0.089252	0.94296	0.24301	0.21201	0.71202	0.25029	0.80477	0.91744	0.67508	0.085135	0.34471	0.60129	0.12359	0.098706	0.63676	0.57834	0.94069	0.66578	0.6374	0.070468	0.81036	0.13605	0.23204	0.079916	0.79976	0.13956	0.75177	0.15338	0.092354	0.13364	0.060709	0.061211	0.076772	0.32192	0.060519	0.11661	0.085255
Meth__cg08935003__MS4A6E	0.14696	0.069858	0.64054	0.56533	0.08967	0.084832	0.11345	0.11479	0.20032	0.54975	0.082323	0.21459	0.078575	0.49254	0.11166	0.46544	0.15752	0.33098	0.17373	0.070431	0.086098	0.099125	0.17892	0.097564	0.16348	0.093635	0.19215	0.078739	0.097599	0.083561	0.062073	0.0842	0.42977	0.07212	0.1161	0.10616	0.11706	0.080221
SNP__ACOT1	-0.006	0.339	-0.173	0.142	-0.418	0.204	-0.18	0.531	0.109	0.97	-0.06	-0.426	-0.064	0.097	-0.191	0.297	0.026	-0.436	-0.187	-0.081	-2.039	-1.651	-0.202	0.111	-0.318	-0.255	0.303	1.592	0.04	0.184	-0.121	-0.014	0.027	-2.016	0.143	-0.45	0.279	-2.152
Meth__cg19439331__CXXC6	0.060526	0.044109	0.039611	0.17056	0.038837	0.035538	0.060549	0.069102	0.033045	0.03544	0.052376	0.0463	0.029261	0.093309	0.0578	0.036776	0.49513	0.034318	0.075938	0.029527	0.047928	0.050396	0.7814	0.054497	0.10412	0.038345	0.22645	0.0399	0.074185	0.0343	0.033641	0.039791	0.023538	0.033762	0.068744	0.21595	0.083065	0.041269
Meth__cg13686115__PHYHIPL	0.87823	0.266	0.87513	0.87216	0.81597	0.3286	0.88475	0.084224	0.38135	0.03993	0.04028	0.63881	0.11686	0.86765	0.16236	0.19355	0.05913	0.083431	0.059983	0.4136	0.50974	0.065124	0.59936	0.67382	0.072792	0.21603	0.77454	0.16584	0.37468	0.04963	0.061006	0.21461	0.33119	0.53704	0.82327	0.84401	0.3151	0.49789
Meth__cg20052718__TWIST1	0.021695	0.023794	0.98184	0.019344	0.022751	0.016859	0.43833	0.027572	0.71922	0.017296	0.049982	0.48674	0.38891	0.23274	0.52053	0.022374	0.020343	0.028436	0.035667	0.013286	0.040404	0.030368	0.97148	0.02408	0.029883	0.016129	0.95952	0.077475	0.026857	0.021709	0.01786	0.029637	0.014431	0.027744	0.013403	0.97116	0.767	0.5157
Meth__cg01249910__SAT2	0.049269	0.045489	0.4405	0.053164	0.063537	0.038227	0.057715	0.063647	0.045675	0.067821	0.057726	0.044319	0.041105	0.059713	0.022435	0.056651	0.04606	0.040219	0.073389	0.059124	0.33758	0.051686	0.050085	0.052545	0.079278	0.04242	0.10682	0.05205	0.076337	0.049122	0.036987	0.061708	0.48695	0.051387	0.045538	0.030332	0.066372	0.04747
Meth__cg14433673__UCP2	0.020783	0.022101	0.028933	0.21486	0.014377	0.54946	0.029144	0.034054	0.019208	0.20121	0.023653	0.022951	0.32339	0.54199	0.020826	0.20911	0.037444	0.020795	0.078324	0.64626	0.021799	0.5989	0.065174	0.027111	0.038983	0.98247	0.052984	0.025907	0.040803	0.085471	0.082686	0.031542	0.019378	0.023105	0.026389	0.021471	0.041569	0.1179
Meth__cg04244987__NCKIPSD	0.082972	0.086977	0.87412	0.083409	0.050168	0.3553	0.071116	0.77112	0.14431	0.042849	0.080518	0.12609	0.68747	0.21628	0.06747	0.06446	0.11072	0.076025	0.48313	0.05758	0.11057	0.075656	0.56297	0.06867	0.19636	0.10252	0.085229	0.21751	0.10688	0.13261	0.045982	0.090002	0.13318	0.18009	0.068733	0.073784	0.12917	0.052503
Meth__cg12839593__SIX1	0.60985	0.051188	0.10776	0.054259	0.030997	0.035162	0.5651	0.051437	0.052913	0.048529	0.043618	0.055063	0.044442	0.087456	0.075858	0.048262	0.056931	0.045972	0.11089	0.038487	0.57227	0.073869	0.10051	0.040514	0.4949	0.046831	0.1306	0.045826	0.098924	0.042813	0.033522	0.034231	0.033742	0.036256	0.96388	0.044569	0.75805	0.050371
Meth__cg18279742__RPS2	0.12967	0.11675	0.070151	0.41185	0.2528	0.41985	0.084977	0.60606	0.34238	0.16345	0.12904	0.033473	0.87728	0.16553	0.2395	0.19013	0.095382	0.15831	0.33494	0.54119	0.035572	0.36558	0.17222	0.44293	0.11949	0.17651	0.061158	0.16364	0.14694	0.06356	0.048085	0.40948	0.079331	0.20085	0.11917	0.046995	0.05274	0.153
Meth__cg19167673__PDGFB	0.046916	0.72744	0.13156	0.048245	0.030884	0.3332	0.055407	0.36791	0.088835	0.035568	0.038938	0.43232	0.08623	0.17909	0.034464	0.047125	0.4918	0.05569	0.12953	0.20753	0.081675	0.19842	0.089426	0.056442	0.067879	0.35296	0.082775	0.034747	0.11646	0.097541	0.035973	0.081403	0.028339	0.032243	0.032809	0.027607	0.051616	0.036274
Meth__cg10331038__TNR	0.72192	0.10113	0.46243	0.71691	0.65478	0.10661	0.31627	0.14802	0.55569	0.73842	0.30075	0.64481	0.70742	0.58222	0.062142	0.5837	0.40734	0.80283	0.15589	0.10515	0.18641	0.090919	0.17413	0.22302	0.18552	0.12184	0.75055	0.10089	0.10235	0.10366	0.13604	0.10064	0.725	0.086781	0.4441	0.27883	0.084169	0.60593
Meth__cg08348496__HAPLN3	0.94355	0.047727	0.96791	0.95838	0.96418	0.2441	0.92347	0.16947	0.57276	0.031471	0.96594	0.49632	0.070914	0.90846	0.078794	0.047239	0.06531	0.098274	0.54987	0.028731	0.96468	0.6252	0.059889	0.94869	0.075652	0.32564	0.91954	0.28386	0.038635	0.067618	0.024429	0.027285	0.48028	0.12766	0.94785	0.77042	0.8686	0.96568
Meth__cg06518779__KDELC1	0.021109	0.025181	0.041014	0.029996	0.030772	0.030631	0.038538	0.11389	0.023591	0.020101	0.063349	0.050777	0.020943	0.05619	0.029269	0.02198	0.034704	0.025434	0.054013	0.037327	0.044635	0.037937	0.052128	0.037447	0.053169	0.018073	0.098837	0.031462	0.030607	0.031818	0.021564	0.023893	0.025774	0.019208	0.98701	0.95778	0.05227	0.070605
Meth__cg09420988__MRPS30	0.035231	0.034964	0.51024	0.033185	0.021716	0.032434	0.031155	0.027917	0.043359	0.033124	0.036888	0.038413	0.018689	0.070856	0.029103	0.043181	0.031859	0.031556	0.069515	0.024703	0.034219	0.033356	0.046148	0.036662	0.078443	0.022928	0.065869	0.033783	0.048377	0.032036	0.028185	0.0235	0.03007	0.028089	0.028411	0.026166	0.042349	0.039298
