Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR7530
Meth__cg07330329__TRIM48	0.39161	0.065597	0.096273	0.39617	0.12532	0.062487	0.41774	0.1816	0.53834	0.080043	0.44044	0.25934	0.07149	0.122	0.31896	0.077626	0.054476	0.19588	0.12098	0.125	0.15743	0.13627	0.089044	0.3495	0.10679	0.18739	0.25077	0.10526	0.082513	0.086803	0.10251	0.49615	0.091285	0.10824	0.048917	0.20243
Meth__cg06437004__LDHB	0.71664	0.046459	0.91188	0.58354	0.4522	0.045803	0.9131	0.037061	0.031974	0.057247	0.047387	0.06485	0.56611	0.67372	0.047277	0.42439	0.038202	0.070586	0.030881	0.8885	0.89914	0.92063	0.051113	0.090638	0.061648	0.058185	0.13333	0.86239	0.1302	0.033337	0.037619	0.92681	0.03705	0.48461	0.041992	0.10523
Meth__cg02271621__DUSP8	0.085875	0.034549	0.90174	0.056948	0.14379	0.033686	0.040268	0.92157	0.39601	0.89903	0.036283	0.95549	0.21858	0.037318	0.34763	0.55157	0.048466	0.10251	0.074156	0.034472	0.043517	0.54583	0.041164	0.1792	0.86586	0.61791	0.091338	0.25903	0.074207	0.38205	0.088028	0.05088	0.90529	0.08973	0.62864	0.25513
Meth__cg08300622__SCML2	0.5394	0.12846	0.16328	0.12808	0.39913	0.045729	0.095973	0.063393	0.059462	0.60997	0.055903	0.37315	0.43248	0.44555	0.057708	0.050098	0.076931	0.41986	0.31721	0.054774	0.092505	0.60128	0.24682	0.48863	0.12461	0.40911	0.40204	0.40703	0.47735	0.49243	0.50927	0.3225	0.066801	0.084811	0.38717	0.61566
Meth__cg18338311__LOC124842	0.79951	0.04059	0.73928	0.23458	0.06371	0.97054	0.66826	0.68595	0.051291	0.041261	0.11123	0.3006	0.4102	0.36796	0.043832	0.040905	0.36711	0.088694	0.038925	0.60362	0.20367	0.048231	0.074186	0.11944	0.90221	0.062539	0.039092	0.94658	0.083643	0.053301	0.10705	0.036214	0.60768	0.33503	0.045296	0.53013
Meth__cg10006582__BBS5	0.046512	0.036185	0.86432	0.03381	0.042639	0.82269	0.045995	0.10731	0.035269	0.041801	0.040286	0.10294	0.23886	0.032301	0.042871	0.078772	0.037905	0.052127	0.032063	0.050609	0.035215	0.052662	0.050448	0.02685	0.24515	0.071765	0.0483	0.070065	0.082253	0.036943	0.031931	0.036931	0.045563	0.038136	0.043016	0.079867
Meth__cg18995088__CXCL14	0.13009	0.06522	0.51623	0.87864	0.73717	0.789	0.75714	0.13569	0.057038	0.94561	0.94576	0.082846	0.92983	0.019361	0.076088	0.037238	0.14212	0.077735	0.021312	0.94705	0.96279	0.45333	0.067882	0.84093	0.54491	0.17306	0.040077	0.70948	0.061764	0.08888	0.031228	0.95868	0.5601	0.70953	0.043346	0.30979
Meth__cg10810921__CRLF1	0.074382	0.07197	0.059511	0.062297	0.019425	0.3288	0.036408	0.067208	0.035994	0.041159	0.099437	0.066289	0.13834	0.02094	0.034942	0.037378	0.036439	0.073051	0.1473	0.026254	0.047757	0.027939	0.034959	0.18336	0.84581	0.037245	0.042861	0.29496	0.060465	0.021498	0.039164	0.022731	0.019993	0.086764	0.022816	0.12439
Meth__cg20263942__GOLPH2	0.17298	0.82379	0.18843	0.91158	0.96369	0.05548	0.91388	0.92801	0.098964	0.94152	0.093004	0.24312	0.57451	0.48656	0.14754	0.49864	0.053325	0.13725	0.14807	0.94318	0.82786	0.96151	0.24898	0.63618	0.11799	0.52055	0.19375	0.88356	0.85451	0.07463	0.19986	0.62526	0.63096	0.2149	0.12709	0.20319
Meth__cg02588309__OSRF	0.49874	0.040982	0.83697	0.19496	0.063071	0.34164	0.097627	0.081055	0.13588	0.071327	0.066118	0.12504	0.12206	0.046072	0.10902	0.062055	0.06958	0.06777	0.052811	0.12266	0.15012	0.51209	0.033153	0.070965	0.54084	0.088222	0.078463	0.18227	0.095683	0.033666	0.065278	0.099203	0.061227	0.17156	0.073234	0.096141
Meth__cg00919857__TMOD2	0.040036	0.030195	0.7704	0.60409	0.22345	0.49913	0.52865	0.14805	0.13449	0.29855	0.23152	0.24802	0.56462	0.080006	0.26818	0.039389	0.080084	0.40152	0.32155	0.57504	0.57071	0.36624	0.21103	0.21726	0.50643	0.444	0.1063	0.42091	0.059834	0.027097	0.28007	0.14688	0.19682	0.07885	0.033382	0.36559
Meth__cg27519236__KIFC3	0.10299	0.91867	0.88716	0.71866	0.098568	0.032391	0.5963	0.037754	0.037947	0.041388	0.049771	0.03909	0.91267	0.53276	0.06246	0.037426	0.029542	0.1546	0.036692	0.92174	0.89375	0.047158	0.049547	0.059077	0.10197	0.85888	0.084071	0.84109	0.43408	0.028421	0.033542	0.9424	0.94481	0.83829	0.39809	0.87397
Meth__cg09875273__ERBB2	0.053791	0.015603	0.079565	0.026686	0.039669	0.037077	0.040262	0.041044	0.069294	0.080723	0.82974	0.067161	0.026325	0.016197	0.066076	0.03812	0.028524	0.058193	0.052415	0.046638	0.094865	0.038746	0.064923	0.051511	0.062746	0.019489	0.066418	0.023267	0.029278	0.053346	0.040705	0.087138	0.03228	0.029851	0.019065	0.017864
Meth__cg02946850__GRM8	0.54437	0.025803	0.40999	0.81848	0.031751	0.69226	0.48042	0.27586	0.89172	0.14019	0.6881	0.15909	0.17997	0.066885	0.73174	0.21969	0.41247	0.10585	0.069539	0.12884	0.09275	0.76126	0.10342	0.87078	0.25446	0.2696	0.098087	0.27641	0.044114	0.10827	0.10909	0.24187	0.18048	0.28368	0.13211	0.30458
Meth__cg27552599__DHX35	0.059684	0.085591	0.09985	0.23293	0.081274	0.29541	0.12965	0.084385	0.05068	0.6684	0.035141	0.084932	0.29534	0.047715	0.073816	0.2133	0.12275	0.086723	0.064358	0.064012	0.12883	0.44168	0.22914	0.3631	0.10171	0.64435	0.10452	0.071087	0.13738	0.067868	0.31202	0.29398	0.058289	0.35642	0.32282	0.43712
Meth__cg12119029__CDK10	0.66465	0.043857	0.47988	0.55254	0.096321	0.55768	0.30366	0.85827	0.27817	0.17168	0.043423	0.61857	0.33203	0.20258	0.35607	0.065205	0.35143	0.16889	0.073689	0.51587	0.25009	0.079891	0.1438	0.3525	0.16947	0.54609	0.085075	0.51336	0.12176	0.039517	0.13215	0.05903	0.079398	0.5196	0.072011	0.18011
Meth__cg13745870__SPATA12	0.11185	0.12979	0.13041	0.30764	0.80006	0.44681	0.42341	0.073248	0.33468	0.43019	0.47328	0.27233	0.19797	0.6529	0.30226	0.089232	0.09338	0.22647	0.1601	0.2851	0.24682	0.82787	0.13023	0.19693	0.11399	0.53236	0.15565	0.57084	0.29567	0.11626	0.13499	0.14751	0.41859	0.45451	0.15131	0.19484
Meth__cg14550518__ZNF659	0.28245	0.024115	0.088289	0.65838	0.071339	0.026826	0.20037	0.13258	0.10068	0.044228	0.12295	0.056957	0.16407	0.72334	0.074787	0.16814	0.046078	0.11533	0.12837	0.027735	0.039466	0.69865	0.27559	0.038355	0.72278	0.056937	0.17709	0.77974	0.052541	0.039221	0.029609	0.79925	0.13408	0.044002	0.037167	0.14297
Meth__cg04531254__MGC17839	0.062457	0.40342	0.97429	0.082571	0.3108	0.036339	0.062253	0.020705	0.12165	0.042916	0.043602	0.11657	0.85374	0.059107	0.6124	0.064507	0.05643	0.29659	0.61457	0.054337	0.059375	0.062689	0.043	0.066963	0.057952	0.052589	0.046269	0.074098	0.26842	0.051502	0.034969	0.96844	0.066856	0.053009	0.041937	0.58641
Meth__cg14323109__KDR	0.084215	0.028818	0.13787	0.066702	0.039222	0.65586	0.062384	0.042456	0.045866	0.044609	0.073075	0.19114	0.089134	0.031747	0.043369	0.045815	0.078123	0.050956	0.50972	0.42491	0.06253	0.54261	0.039705	0.034544	0.50211	0.69279	0.072953	0.88333	0.13226	0.042825	0.32907	0.046947	0.11227	0.13002	0.048393	0.1011
Meth__cg06378976__TFEB	0.0547	0.040598	0.077481	0.42508	0.070828	0.1847	0.074912	0.90486	0.088555	0.054117	0.081971	0.27499	0.086567	0.056605	0.08446	0.04517	0.47706	0.070284	0.09339	0.034725	0.074157	0.055808	0.041337	0.078781	0.13929	0.062784	0.072383	0.25106	0.062819	0.046893	0.073387	0.048166	0.045286	0.19511	0.082251	0.078628
Meth__cg00078194__MDK	0.039446	0.029595	0.97929	0.037013	0.17435	0.031208	0.05647	0.027867	0.031958	0.036012	0.04997	0.075326	0.9577	0.44362	0.034093	0.98258	0.029853	0.068708	0.041246	0.42758	0.19223	0.048088	0.71521	0.033162	0.14433	0.08671	0.11531	0.66692	0.082329	0.03991	0.031	0.027663	0.66351	0.099316	0.050628	0.071328
Meth__cg13277179__PHKG2	0.063923	0.042414	0.15048	0.067037	0.21981	0.26201	0.10572	0.058809	0.11532	0.2012	0.11175	0.10568	0.10231	0.038614	0.11601	0.044704	0.041289	0.054218	0.029738	0.072396	0.092376	0.42371	0.059676	0.31356	0.47366	0.13983	0.067129	0.41502	0.08064	0.041918	0.14929	0.039673	0.076193	0.11068	0.044929	0.094054
Meth__cg25483003__ENTPD2	0.027448	0.026395	0.25123	0.046992	0.030778	0.96981	0.048842	0.038498	0.043032	0.048717	0.041365	0.31006	0.59165	0.017567	0.061762	0.037064	0.60325	0.06407	0.96028	0.15813	0.095541	0.060063	0.97156	0.035769	0.92223	0.23298	0.073487	0.066875	0.079761	0.090844	0.30212	0.044924	0.019893	0.05442	0.043149	0.13697
Meth__cg00660989__BTBD5	0.038142	0.019807	0.064162	0.041488	0.025568	0.03809	0.061573	0.055036	0.062873	0.031533	0.087927	0.12939	0.070339	0.038462	0.045004	0.041461	0.026143	0.12801	0.056867	0.03453	0.033911	0.052216	0.052253	0.26896	0.10509	0.031804	0.065483	0.061951	0.042291	0.5815	0.044072	0.034548	0.043263	0.88722	0.058079	0.072911
Meth__cg23455517__BCAT2	0.058567	0.045972	0.073102	0.64496	0.57774	0.96027	0.052326	0.042753	0.95862	0.11604	0.069882	0.69837	0.9339	0.54407	0.79729	0.82719	0.68672	0.099953	0.30832	0.051161	0.058851	0.062101	0.06738	0.059451	0.073843	0.051393	0.086912	0.077408	0.061768	0.051163	0.7062	0.13054	0.89123	0.16459	0.056282	0.16268
Meth__cg16969623__ZNF331	0.054403	0.051463	0.060963	0.053277	0.035478	0.048311	0.080109	0.044224	0.054637	0.047886	0.070541	0.070993	0.41966	0.032414	0.046914	0.0666	0.047783	0.12828	0.03997	0.035757	0.050332	0.051222	0.071553	0.035438	0.82523	0.055727	0.10596	0.13645	0.093033	0.053364	0.41752	0.056203	0.0463	0.16299	0.054394	0.62057
Meth__cg14737977__ITGA3	0.065457	0.11248	0.080396	0.19356	0.24761	0.071128	0.1975	0.038292	0.37274	0.061105	0.77974	0.1445	0.11204	0.7179	0.375	0.07349	0.056862	0.12216	0.095521	0.083244	0.062694	0.080382	0.06955	0.087869	0.17699	0.10404	0.15631	0.12191	0.14787	0.08362	0.072556	0.28878	0.10495	0.11757	0.25204	0.48671
Meth__cg18164599__HPGD	0.061841	0.046395	0.57136	0.06405	0.02889	0.15614	0.050742	0.14014	0.044074	0.072713	0.052359	0.066011	0.12039	0.035784	0.050749	0.068806	0.09634	0.05672	0.050023	0.046108	0.07174	0.33155	0.051051	0.052306	0.063904	0.051993	0.059807	0.092747	0.079715	0.044757	0.054244	0.049503	0.79992	0.10182	0.06285	0.11697
Meth__cg27495845__FCRLM2	0.5036	0.028987	0.40779	0.64864	0.77647	0.068506	0.18094	0.56939	0.36124	0.076687	0.26636	0.43119	0.35158	0.023051	0.25728	0.2694	0.13469	0.13626	0.066583	0.43877	0.29772	0.92441	0.28949	0.94486	0.50068	0.34684	0.1279	0.14032	0.072702	0.33034	0.50163	0.11512	0.22983	0.14646	0.89484	0.21233
Meth__cg20224517__THUMPD2	0.053941	0.316	0.068689	0.2988	0.14315	0.3154	0.24316	0.4728	0.096373	0.14101	0.12007	0.07559	0.15633	0.72947	0.10296	0.05975	0.068376	0.26389	0.057086	0.32713	0.089927	0.081192	0.36769	0.083912	0.11023	0.087591	0.083012	0.093813	0.13179	0.042175	0.050715	0.41079	0.070437	0.187	0.05958	0.098647
Meth__cg24652919__WDR58	0.32183	0.14301	0.13407	0.63943	0.39614	0.079496	0.49403	0.10356	0.18871	0.41756	0.57642	0.2601	0.23013	0.37365	0.23152	0.11797	0.064309	0.16586	0.067547	0.53395	0.38103	0.8217	0.077942	0.40989	0.085484	0.71752	0.62762	0.40351	0.21957	0.053232	0.072009	0.28568	0.16937	0.44675	0.18536	0.61297
Meth__cg02210123__RHOJ	0.53147	0.066054	0.49148	0.83874	0.46828	0.089181	0.77798	0.26223	0.10239	0.10681	0.12463	0.323	0.52915	0.21067	0.10814	0.12933	0.097066	0.15688	0.11567	0.093265	0.20944	0.73425	0.10262	0.083051	0.13993	0.53605	0.15593	0.73062	0.073558	0.076003	0.13093	0.851	0.41626	0.34056	0.086456	0.15943
Meth__cg06722633__GRIK3	0.66819	0.056564	0.98007	0.054991	0.02749	0.9497	0.30441	0.97007	0.11314	0.023688	0.95237	0.97925	0.64135	0.5977	0.10463	0.30739	0.72838	0.040835	0.17133	0.96973	0.80682	0.027456	0.13344	0.11844	0.83429	0.95701	0.087006	0.86966	0.078788	0.16866	0.74124	0.059884	0.86704	0.062468	0.282	0.95964
Meth__cg26955512__HDAC8	0.57107	0.075007	0.093328	0.084228	0.16325	0.093215	0.083644	0.064606	0.11919	0.077046	0.08743	0.070504	0.094998	0.1366	0.11019	0.093735	0.12387	0.14291	0.062987	0.072634	0.074301	0.56456	0.088139	0.54457	0.10613	0.082117	0.12153	0.2665	0.10234	0.073417	0.21109	0.06713	0.14961	0.19644	0.10919	0.39998
Meth__cg22983529__GNG11	0.60244	0.48225	0.88731	0.80903	0.6245	0.038265	0.7609	0.85711	0.22785	0.44553	0.090396	0.1039	0.86749	0.1069	0.23518	0.53008	0.094661	0.13943	0.047273	0.50363	0.51777	0.61901	0.058954	0.16876	0.075092	0.50017	0.093424	0.1621	0.50088	0.051249	0.05267	0.81965	0.69163	0.11326	0.62348	0.10052
Meth__cg16797831__KIAA1324	0.045383	0.051912	0.8673	0.038595	0.040509	0.86528	0.037028	0.22915	0.7601	0.051214	0.79987	0.68636	0.8209	0.036506	0.51283	0.85993	0.58335	0.41292	0.37299	0.19843	0.042498	0.038914	0.86149	0.058132	0.83076	0.039269	0.093795	0.16937	0.20807	0.39163	0.85326	0.13412	0.040257	0.14057	0.052663	0.17418
Meth__cg12716838__B3GALT3	0.030133	0.27208	0.97528	0.028097	0.02206	0.85386	0.027542	0.036519	0.031515	0.019564	0.019787	0.35973	0.7358	0.01941	0.040351	0.96687	0.019474	0.022497	0.02512	0.024164	0.30071	0.28514	0.042628	0.051435	0.077438	0.029324	0.029435	0.038127	0.041905	0.033453	0.5341	0.67293	0.7798	0.080202	0.024045	0.062072
Meth__cg15065896__GOLGA4	0.068394	0.050351	0.053935	0.049893	0.044561	0.58638	0.063921	0.061031	0.048247	0.057754	0.052671	0.04398	0.075534	0.042562	0.058446	0.053166	0.059259	0.069867	0.049051	0.042313	0.059974	0.056542	0.068704	0.062937	0.10442	0.056308	0.095189	0.065247	0.064077	0.048019	0.043191	0.05707	0.042394	0.096722	0.054735	0.17773
Meth__cg20715764__ZNF264	0.032799	0.034507	0.053469	0.26768	0.095448	0.029063	0.041498	0.42917	0.047067	0.17426	0.036417	0.040014	0.58111	0.64523	0.060276	0.056748	0.024742	0.12549	0.031858	0.94922	0.40975	0.065027	0.039973	0.040839	0.46633	0.043527	0.13864	0.33415	0.066951	0.035737	0.034122	0.068	0.025049	0.13044	0.38676	0.11476
Meth__cg03812067__SERINC3	0.019335	0.021863	0.045091	0.042129	0.021922	0.027933	0.024698	0.71854	0.022697	0.026737	0.034085	0.022407	0.041119	0.018079	0.024905	0.023793	0.020374	0.030071	0.017518	0.024659	0.02807	0.024627	0.030757	0.028846	0.042479	0.030945	0.022031	0.0495	0.022579	0.025236	0.024854	0.023559	0.018179	0.052209	0.023979	0.045079
Meth__cg01939428__UBE3C	0.10224	0.093935	0.11369	0.079925	0.090719	0.072436	0.10129	0.096774	0.53703	0.095756	0.0848	0.23021	0.12796	0.05369	0.39839	0.081047	0.84574	0.15324	0.26154	0.061894	0.079684	0.085801	0.10171	0.060967	0.16557	0.083126	0.10251	0.12678	0.14007	0.067196	0.095468	0.072157	0.092391	0.22631	0.094308	0.17981
Meth__cg17853587__NDST3	0.049418	0.04951	0.38191	0.14902	0.11258	0.089272	0.089234	0.059754	0.052538	0.052301	0.068285	0.14228	0.16231	0.065151	0.062835	0.091229	0.084261	0.11755	0.15004	0.092503	0.076842	0.22902	0.041907	0.065156	0.13653	0.059035	0.10305	0.084718	0.098684	0.057066	0.056286	0.14055	0.56605	0.2547	0.077331	0.10094
Meth__cg08831594__TSPAN15	0.046048	0.020593	0.077019	0.037313	0.04513	0.96431	0.053323	0.035126	0.04876	0.053385	0.7675	0.099624	0.078079	0.035798	0.051595	0.042332	0.24267	0.054054	0.96724	0.037317	0.047001	0.05482	0.058512	0.043201	0.067132	0.060955	0.075117	0.10884	0.083126	0.044619	0.3779	0.019311	0.049541	0.11403	0.044042	0.097561
Meth__cg01419479__GLUL	0.047306	0.084796	0.62136	0.041779	0.019447	0.98975	0.051037	0.071178	0.046522	0.016292	0.040002	0.024779	0.15835	0.014221	0.024123	0.9909	0.023351	0.12822	0.64267	0.015038	0.036137	0.024426	0.036295	0.014964	0.69764	0.027848	0.026479	0.066033	0.095384	0.12489	0.038209	0.016228	0.014958	0.10919	0.023053	0.044921
Meth__cg25092328__PXMP4	0.044222	0.045294	0.049441	0.89603	0.59255	0.31103	0.083673	0.036136	0.64542	0.061511	0.53938	0.5809	0.53962	0.073716	0.66569	0.042064	0.038839	0.89714	0.055342	0.04602	0.050468	0.036922	0.042638	0.034108	0.07076	0.44422	0.093869	0.064818	0.087793	0.045192	0.043641	0.04471	0.074453	0.10053	0.89752	0.12015
Meth__cg25345005__C3orf9	0.03082	0.021472	0.26514	0.029828	0.02228	0.024488	0.031315	0.043254	0.029586	0.032064	0.024196	0.023639	0.28786	0.017707	0.026777	0.021552	0.028025	0.088659	0.025211	0.018863	0.033022	0.028042	0.026593	0.023458	0.073284	0.035668	0.06618	0.078284	0.0411	0.023891	0.031732	0.024715	0.022465	0.057721	0.03327	0.14206
Meth__cg09130402__TXNL1	0.048839	0.058062	0.075509	0.03487	0.034942	0.048226	0.046733	0.062856	0.048297	0.049716	0.048735	0.05838	0.11024	0.036113	0.059956	0.059617	0.035683	0.12359	0.037515	0.031473	0.056131	0.038611	0.068071	0.039074	0.12696	0.049239	0.098361	0.094613	0.19519	0.047305	0.042035	0.056606	0.046419	0.12919	0.05515	0.29733
Meth__cg07393322__A4GALT	0.070948	0.50115	0.54747	0.66901	0.075221	0.49112	0.52974	0.058774	0.34368	0.062136	0.55767	0.47093	0.77518	0.1843	0.24876	0.72963	0.13108	0.32339	0.23132	0.11567	0.063552	0.5244	0.093349	0.2807	0.087988	0.14344	0.11318	0.52254	0.46725	0.080527	0.29037	0.52475	0.57197	0.06935	0.061572	0.2376
Meth__cg11778001__NAB1	0.37777	0.081591	0.91967	0.83849	0.81913	0.46567	0.63146	0.11243	0.050648	0.46704	0.035807	0.051004	0.84956	0.56936	0.088967	0.045257	0.032913	0.079548	0.55078	0.74356	0.55583	0.82083	0.5126	0.56383	0.35092	0.56894	0.08107	0.37458	0.19944	0.039828	0.050908	0.89256	0.27698	0.06868	0.46968	0.33037
Meth__cg26059153__C20orf133	0.024953	0.018055	0.028028	0.024049	0.01511	0.11385	0.025098	0.016777	0.015383	0.027022	0.0099937	0.048589	0.033339	0.013062	0.018449	0.024321	0.014782	0.036383	0.012553	0.017542	0.016956	0.01747	0.026479	0.013449	0.91985	0.025854	0.1737	0.045327	0.031707	0.016122	0.039833	0.010631	0.022114	0.03199	0.023748	0.023957
Meth__cg01626227__TRIM4	0.033758	0.025452	0.032323	0.93983	0.029868	0.024662	0.023858	0.023639	0.029236	0.025055	0.026639	0.023678	0.036466	0.017242	0.021974	0.20268	0.022787	0.077252	0.020814	0.17071	0.20569	0.029558	0.030919	0.024839	0.046493	0.027077	0.049041	0.044662	0.0381	0.030202	0.028731	0.23008	0.65921	0.02556	0.024668	0.081803
Meth__cg24408313__BCL2	0.092924	0.26644	0.85352	0.05112	0.10681	0.89925	0.072043	0.85645	0.73872	0.044376	0.88951	0.86823	0.75592	0.12655	0.66092	0.89026	0.91772	0.6388	0.68451	0.13241	0.07515	0.1425	0.88796	0.1239	0.90598	0.066455	0.076456	0.08786	0.20824	0.50751	0.93945	0.63184	0.16185	0.08773	0.45824	0.20527
Meth__cg02975142__FLCN	0.040513	0.032007	0.039206	0.053265	0.048856	0.033724	0.066776	0.044096	0.042271	0.057974	0.039467	0.035714	0.051753	0.038594	0.039955	0.031916	0.0425	0.047157	0.026667	0.039914	0.050352	0.052214	0.033664	0.046169	0.071525	0.049128	0.10868	0.056149	0.060647	0.62791	0.076881	0.031641	0.029859	0.084983	0.047636	0.087092
Meth__cg24555600__DHRS4	0.024584	0.021545	0.021823	0.023414	0.02211	0.025568	0.031898	0.030075	0.024853	0.023388	0.024816	0.028701	0.02636	0.021702	0.024278	0.024588	0.023248	0.047287	0.02271	0.024778	0.033173	0.02627	0.2455	0.024388	0.041178	0.026263	0.052498	0.047571	0.038205	0.027895	0.021868	0.025165	0.016363	0.070219	0.027734	0.042819
Meth__cg00105253__NUDT14	0.051858	0.050274	0.048915	0.18876	0.044749	0.072745	0.052332	0.033378	0.053236	0.078517	0.041672	0.26043	0.042673	0.038698	0.052408	0.048154	0.044478	0.083333	0.032647	0.038572	0.055229	0.2582	0.048796	0.05582	0.060703	0.10507	0.04577	0.070536	0.075732	0.044124	0.045977	0.028202	0.070107	0.032022	0.061714	0.057426
Meth__cg11255230__BCL2	0.051128	0.058229	0.089946	0.047037	0.049639	0.55592	0.061695	0.030986	0.048217	0.045033	0.06842	0.13638	0.13044	0.04513	0.063956	0.066774	0.044491	0.068206	0.045438	0.0603	0.06968	0.050825	0.082668	0.048167	0.14088	0.091053	0.1417	0.068672	0.16317	0.059613	0.068294	0.051524	0.052423	0.11867	0.071912	0.12687
Meth__cg14625604__UBE2A	0.62712	0.0683	0.16965	0.071423	0.19757	0.062375	0.067295	0.062722	0.54345	0.42915	0.06274	0.061509	0.11399	0.047	0.53778	0.23079	0.62023	0.35115	0.051913	0.037808	0.10427	0.17529	0.11413	0.53666	0.067081	0.051029	0.086328	0.51594	0.082536	0.24129	0.19493	0.045857	0.53819	0.15268	0.63398	0.67829
Meth__cg12072973__PLEKHO1	0.028173	0.39219	0.97241	0.80983	0.06378	0.040358	0.24431	0.59259	0.021404	0.68894	0.59007	0.89206	0.93784	0.25563	0.033563	0.91759	0.025068	0.47203	0.024762	0.19009	0.12594	0.10504	0.036373	0.48058	0.20365	0.050029	0.10135	0.35206	0.18813	0.087236	0.029567	0.083896	0.973	0.06897	0.33362	0.20015
Meth__cg00673191__DOPEY2	0.068182	0.072102	0.57709	0.091344	0.086237	0.83658	0.090206	0.86324	0.68077	0.058868	0.65159	0.2425	0.26187	0.092826	0.47178	0.65658	0.56674	0.16736	0.29676	0.061847	0.090241	0.092583	0.775	0.068129	0.081341	0.12534	0.24718	0.17652	0.10886	0.80671	0.41973	0.077041	0.070452	0.10426	0.086177	0.17674
Meth__cg21137823__PRKCZ	0.26808	0.057186	0.22216	0.26316	0.057365	0.95841	0.069993	0.11157	0.63563	0.23063	0.28428	0.21045	0.15574	0.036831	0.52548	0.030824	0.035256	0.036404	0.023111	0.056126	0.049195	0.10332	0.045624	0.047134	0.48588	0.070507	0.060093	0.1075	0.088788	0.10294	0.037657	0.041039	0.036164	0.17245	0.037109	0.16444
Meth__cg12688215__KTI12	0.019587	0.024734	0.02358	0.02813	0.025028	0.02301	0.028729	0.042441	0.018244	0.02275	0.022713	0.020673	0.053487	0.017283	0.021311	0.028899	0.032352	0.05116	0.015054	0.01682	0.026229	0.026531	0.029401	0.1076	0.037361	0.027862	0.068994	0.052587	0.049593	0.021786	0.019879	0.023713	0.014985	0.42791	0.027938	0.21546
Meth__cg07861564__HSPB8	0.03468	0.045376	0.045305	0.026336	0.029675	0.83425	0.044531	0.36069	0.049531	0.03866	0.187	0.2586	0.45757	0.025424	0.057606	0.075702	0.42422	0.13017	0.033823	0.030772	0.045875	0.030308	0.049461	0.028142	0.085495	0.039543	0.060409	0.86769	0.065578	0.047776	0.034255	0.071328	0.028094	0.059765	0.041425	0.33065
Meth__cg23865067__ARPP-19	0.052806	0.048886	0.051117	0.049067	0.04969	0.058807	0.056969	0.58175	0.044624	0.054221	0.043207	0.035034	0.086347	0.036491	0.050739	0.048928	0.047065	0.10521	0.046164	0.067689	0.053845	0.059071	0.053905	0.064202	0.094036	0.058125	0.092022	0.068528	0.11808	0.057458	0.054734	0.060854	0.046586	0.05708	0.069273	0.11503
Meth__cg09498007__CREG2	0.13756	0.071562	0.10641	0.12547	0.10464	0.39224	0.12895	0.28087	0.15674	0.12002	0.12048	0.41247	0.26617	0.060446	0.10124	0.16195	0.3314	0.1798	0.099342	0.078996	0.088884	0.076835	0.10439	0.073691	0.79613	0.10162	0.19753	0.19106	0.18443	0.061603	0.10492	0.091468	0.07851	0.29831	0.11431	0.15087
Meth__cg26624294__CETN2	0.56921	0.045708	0.060041	0.031644	0.44184	0.029524	0.047659	0.5354	0.030256	0.029834	0.063627	0.030214	0.069671	0.022197	0.033948	0.52604	0.53325	0.77917	0.031698	0.030989	0.040662	0.56841	0.46181	0.56612	0.056389	0.04053	0.53364	0.44676	0.073366	0.54941	0.41751	0.030406	0.43043	0.02983	0.58881	0.58005
Meth__cg16729690__FZD3	0.060092	0.22214	0.38595	0.072507	0.096774	0.76873	0.095481	0.11306	0.14585	0.11129	0.13153	0.11447	0.88553	0.10372	0.14231	0.10997	0.059439	0.19437	0.0526	0.060737	0.10462	0.63874	0.338	0.050257	0.11597	0.14092	0.18418	0.15381	0.17704	0.070311	0.41078	0.08568	0.092624	0.11451	0.078914	0.20877
Meth__cg25128803__SLC16A1	0.34989	0.022799	0.02754	0.28168	0.036867	0.021644	0.023908	0.021319	0.028641	0.031802	0.023515	0.026178	0.1239	0.015301	0.025905	0.019518	0.025543	0.042989	0.021008	0.020708	0.023684	0.028947	0.029901	0.045876	0.89039	0.039936	0.032592	0.040738	0.035623	0.019406	0.021443	0.034274	0.020476	0.072393	0.73456	0.052078
Meth__cg26246138__SCML2	0.54403	0.034553	0.053076	0.030344	0.33526	0.021586	0.039254	0.029239	0.042764	0.40156	0.036198	0.6454	0.60728	0.29993	0.027673	0.030971	0.023246	0.33118	0.099443	0.055238	0.037606	0.57725	0.16913	0.56051	0.058864	0.43522	0.27781	0.46871	0.38793	0.60125	0.5848	0.59378	0.015386	0.076231	0.34879	0.54775
Meth__cg04736140__GPR161	0.035733	0.11043	0.062103	0.15549	0.066657	0.059729	0.47096	0.05763	0.047972	0.036992	0.054499	0.030244	0.2861	0.05322	0.050148	0.29259	0.033184	0.077444	0.032714	0.84707	0.76869	0.24261	0.07372	0.27	0.41122	0.055859	0.077478	0.084649	0.087175	0.23925	0.043975	0.13763	0.53413	0.04532	0.16297	0.089559
