Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC3153	HCC38	HCC70	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg03257423__ZNF228	0.19231	0.048723	0.24008	0.050928	0.11711	0.25922	0.2363	0.049112	0.34574	0.10477	0.11085	0.047977	0.039864	0.18199	0.047006	0.043642	0.28043	0.037258	0.10387	0.044891	0.073371	0.056568	0.052932	0.17765	0.092155	0.13542	0.056549	0.051964	0.053373
RS_G7167__ADAM19__ADAM19	5.0712	6.9435	0.69705	2.9636	7.4741	0.38305	6.6385	0.22092	1.5558	1.7055	5.2338	4.4636	5.8058	3.8545	1.6872	0.69548	3.9726	2.9015	6.0789	0.040708	0.28145	4.8527	5.6307	2.7338	3.2612	2.3468	1.6562	3.1471	2.3855
Meth__cg18495563__TCP11L1	0.067813	0.040544	0.86297	0.38701	0.070909	0.81743	0.077956	0.42045	0.065792	0.87246	0.3484	0.047455	0.054177	0.13324	0.17261	0.15134	0.21986	0.24557	0.12409	0.63528	0.44345	0.10452	0.038039	0.028584	0.038823	0.057858	0.37937	0.18182	0.17655
RS_G12287__ANPEP__ANPEP	4.6781	3.3458	0.4918	2.3499	9.3546	0.34204	0.60793	1.2098	2.4168	9.2789	0.94625	0.81235	7.8441	6.672	1.7722	1.5798	0.72205	10.471	0.4706	0.586	0.65303	2.6835	13.7475	11.5166	0.8554	1.2223	6.7332	1.7071	0.4654
Meth__cg12743894__C11orf46	0.016494	0.016067	0.56162	0.016733	0.019471	0.023737	0.02686	0.021752	0.019992	0.020204	0.065686	0.017791	0.014452	0.04477	0.018171	0.028667	0.025281	0.016879	0.069708	0.025768	0.044183	0.029704	0.021363	0.018039	0.016916	0.020691	0.021258	0.021096	0.021382
Meth__cg16886188__ADRA2A	0.027908	0.026409	0.035695	0.025992	0.029863	0.033978	0.036218	0.035535	0.16769	0.031443	0.049613	0.024115	0.02855	0.038053	0.01855	0.025798	0.034675	0.034277	0.28784	0.032496	0.059553	0.06649	0.028058	0.0343	0.021223	0.11254	0.027503	0.022691	0.029851
Meth__cg00815605__ACOT2	0.066589	0.54777	0.076174	0.079405	0.39865	0.085456	0.058386	0.10247	0.067716	0.071762	0.64658	0.10197	0.064734	0.16954	0.74117	0.53552	0.061944	0.19467	0.1146	0.078571	0.11946	0.27994	0.079772	0.065903	0.055901	0.08671	0.07937	0.064324	0.075357
Meth__cg09580336__ATP1A1	0.27093	0.069378	0.594	0.18207	0.74737	0.79032	0.091013	0.29559	0.10165	0.096821	0.35197	0.11063	0.27632	0.16884	0.045911	0.045885	0.83699	0.20954	0.81908	0.39234	0.69225	0.12137	0.29688	0.078887	0.72232	0.21268	0.12373	0.76364	0.73725
Meth__cg20899053__HLXB9	0.10654	0.068368	0.099465	0.052745	0.064286	0.11014	0.098069	0.79488	0.13436	0.16707	0.14012	0.05927	0.091385	0.212	0.054582	0.13374	0.08	0.64947	0.12592	0.13251	0.15058	0.10484	0.051964	0.067198	0.055758	0.26595	0.070597	0.10646	0.084156
Meth__cg10946435__KCNN3	0.76366	0.040861	0.39774	0.043137	0.61628	0.35158	0.96318	0.055165	0.78971	0.81744	0.65795	0.42398	0.40931	0.26744	0.043583	0.66191	0.088901	0.61422	0.16548	0.50969	0.89811	0.068661	0.092718	0.7656	0.32	0.069776	0.67335	0.80279	0.57619
Meth__cg04059714__C12orf38	0.067809	0.049529	0.059249	0.0426	0.046205	0.070229	0.048	0.054799	0.066382	0.050532	0.11791	0.048436	0.053691	0.10384	0.047319	0.053824	0.045134	0.046143	0.074896	0.051675	0.10333	0.057702	0.046731	0.048729	0.042903	0.097194	0.057753	0.054287	0.058727
Meth__cg00393585__FLJ31659	0.95343	0.055902	0.62407	0.069824	0.07966	0.94402	0.081417	0.14242	0.054598	0.59294	0.94524	0.087639	0.056907	0.11318	0.055946	0.080844	0.61724	0.072506	0.11131	0.75478	0.091897	0.19383	0.076888	0.036037	0.064581	0.87486	0.09852	0.9595	0.9565
Meth__cg05989054__GAMT	0.053622	0.096064	0.094304	0.066947	0.938	0.092937	0.97686	0.056482	0.78996	0.8594	0.61074	0.71222	0.93312	0.26854	0.74026	0.19151	0.058247	0.14859	0.89647	0.14617	0.061819	0.13506	0.49665	0.60321	0.057638	0.1935	0.061422	0.064756	0.054482
Meth__cg11139878__CD5L	0.80234	0.045068	0.57406	0.24339	0.09744	0.24423	0.14573	0.40792	0.50239	0.34237	0.74223	0.15652	0.25153	0.42045	0.22182	0.12826	0.29669	0.21364	0.085496	0.16599	0.21423	0.14148	0.057182	0.53648	0.28778	0.22197	0.17702	0.44636	0.74258
Meth__cg07623294__ELAVL2	0.76984	0.023497	0.76691	0.06047	0.029583	0.75205	0.39253	0.42244	0.22432	0.57208	0.052815	0.032964	0.4	0.17369	0.060714	0.22229	0.92579	0.13336	0.357	0.0619	0.12652	0.058166	0.26569	0.40747	0.064694	0.079397	0.055391	0.031217	0.022426
Meth__cg07672479__DYNC1H1	0.024472	0.018028	0.03146	0.029338	0.032508	0.042609	0.48525	0.024849	0.053205	0.056197	0.033311	0.023757	0.030411	0.096437	0.020499	0.018491	0.025036	0.016725	0.090323	0.034396	0.049443	0.058895	0.020556	0.028162	0.024845	0.034413	0.046945	0.035941	0.040579
Meth__cg27146152__BIRC4BP	0.28106	0.032057	0.85579	0.26766	0.65145	0.5084	0.87967	0.12115	0.049059	0.026081	0.038788	0.08219	0.015296	0.029385	0.63093	0.79989	0.87192	0.081333	0.23152	0.3845	0.54575	0.04497	0.037572	0.20682	0.40347	0.067888	0.80817	0.51508	0.53754
Meth__cg08703971__SGPP1	0.074268	0.07138	0.12037	0.23905	0.070086	0.31717	0.13038	0.060039	0.34682	0.045544	0.082836	0.059839	0.06734	0.35315	0.073322	0.20403	0.3078	0.7345	0.211	0.069052	0.83112	0.073685	0.057165	0.071879	0.060591	0.15482	0.079474	0.057467	0.066849
Meth__cg16826718__HRK	0.028479	0.019901	0.085596	0.054113	0.070079	0.072836	0.10706	0.26608	0.105	0.018321	0.092269	0.056887	0.060632	0.029174	0.063075	0.036351	0.19369	0.44379	0.86598	0.056048	0.54811	0.03443	0.036675	0.030998	0.11467	0.027198	0.03558	0.053867	0.059877
Meth__cg22799917__YWHAB	0.040512	0.027181	0.036522	0.030333	0.030009	0.050638	0.34301	0.046944	0.036506	0.032577	0.075563	0.034577	0.026085	0.064554	0.03879	0.049114	0.037949	0.034463	0.12874	0.043435	0.095748	0.058505	0.041012	0.030421	0.033651	0.048123	0.058852	0.039706	0.043074
Meth__cg09305770__HIST1H3A	0.18852	0.11023	0.17083	0.22846	0.39798	0.16479	0.89407	0.84894	0.81344	0.1993	0.74108	0.067899	0.093152	0.15499	0.1089	0.15246	0.17452	0.13095	0.17294	0.65563	0.16197	0.094535	0.057774	0.10553	0.63694	0.13738	0.22477	0.23882	0.2146
Meth__cg14920334__GALNT8	0.86622	0.031051	0.89645	0.86855	0.048443	0.4768	0.62693	0.41421	0.56163	0.54566	0.37789	0.3405	0.60134	0.090739	0.22875	0.36942	0.92175	0.82671	0.078784	0.8439	0.58252	0.057886	0.14025	0.31975	0.65404	0.13491	0.87436	0.27696	0.23724
Meth__cg00725635__B3GALT2	0.14425	0.36484	0.10271	0.11235	0.091275	0.095064	0.73398	0.10317	0.2567	0.15118	0.63435	0.12023	0.069597	0.14466	0.13817	0.1862	0.88134	0.88271	0.8141	0.30658	0.44252	0.31334	0.080219	0.89309	0.7955	0.18673	0.3339	0.52951	0.4523
Meth__cg11308840__LOC401498	0.061259	0.049669	0.80724	0.089947	0.40248	0.80964	0.50867	0.057452	0.53587	0.098918	0.68223	0.24879	0.067682	0.13756	0.78687	0.54915	0.25665	0.88807	0.84232	0.52385	0.79329	0.08758	0.43421	0.059967	0.51577	0.12822	0.8284	0.65455	0.72641
Meth__cg17868994__NIPSNAP3B	0.080845	0.024161	0.056881	0.020222	0.67668	0.086171	0.044422	0.024031	0.059295	0.032182	0.039045	0.039681	0.024144	0.16643	0.037968	0.034841	0.18879	0.027108	0.72346	0.041928	0.16233	0.020318	0.033811	0.030439	0.6701	0.033833	0.023247	0.24664	0.2877
Meth__cg22511947__FN1	0.13905	0.071693	0.21108	0.090261	0.074415	0.13273	0.57992	0.094836	0.10108	0.14634	0.66503	0.10677	0.044999	0.14374	0.065514	0.091052	0.39524	0.21732	0.21934	0.34661	0.51966	0.18245	0.071681	0.097167	0.76818	0.2128	0.11664	0.46476	0.097143
Meth__cg13986130__PTGS2	0.049627	0.032549	0.89878	0.046082	0.94899	0.94817	0.080119	0.097789	0.071353	0.14052	0.60854	0.28562	0.064748	0.14259	0.054904	0.059665	0.81552	0.94901	0.14345	0.91349	0.8286	0.079141	0.062109	0.049866	0.94769	0.057349	0.89003	0.94767	0.93841
Meth__cg19914607__SLC38A3	0.063957	0.36973	0.34744	0.40292	0.80303	0.27385	0.92876	0.12527	0.065338	0.61582	0.87968	0.50357	0.085543	0.15626	0.87032	0.62744	0.23301	0.2621	0.52035	0.12127	0.12744	0.19611	0.29456	0.10212	0.62972	0.11129	0.10636	0.45889	0.69383
Meth__cg26022315__SNF8	0.015484	0.02023	0.020881	0.024999	0.023189	0.020554	0.027328	0.021374	0.020535	0.019063	0.035334	0.0203	0.020319	0.051864	0.013943	0.01967	0.038066	0.025868	0.16712	0.020312	0.034974	0.035992	0.017922	0.023986	0.015254	0.015522	0.020048	0.023405	0.019519
Meth__cg14605021__FGF20	0.10524	0.034945	0.93103	0.13532	0.92773	0.92244	0.95651	0.077901	0.94251	0.7036	0.11765	0.90928	0.078464	0.11086	0.52906	0.53847	0.48482	0.13282	0.91888	0.74797	0.89136	0.089178	0.62789	0.56263	0.12239	0.12485	0.68306	0.74705	0.79989
RS_G19421__ANKRD43__ANKRD43	0.68894	0.2593	3.6807	5.9951	0.14915	8.0828	0.2467	5.3162	2.7259	1.4485	1.9012	1.8589	0.34528	2.0114	1.9544	1.3813	4.5803	1.4627	0.073516	2.734	0.68446	0	0	1.9312	0.7374	6.731	7.7023	2.4612	3.3888
Meth__cg00445824__ISYNA1	0.097191	0.42488	0.72755	0.092059	0.68815	0.076027	0.094179	0.073036	0.060648	0.42156	0.32719	0.68889	0.13385	0.091971	0.7722	0.44601	0.082967	0.067532	0.95786	0.11505	0.086121	0.099371	0.065374	0.09077	0.062677	0.13515	0.126	0.094522	0.10542
Meth__cg12878228__PRSS1	0.52339	0.026859	0.75599	0.60257	0.047536	0.099067	0.75639	0.05321	0.11174	0.35661	0.68287	0.16955	0.42708	0.10566	0.065838	0.14543	0.5768	0.89766	0.36241	0.12768	0.13028	0.030451	0.032823	0.075917	0.052673	0.083997	0.8612	0.22806	0.25576
Meth__cg17127587__TMEM45A	0.24365	0.036802	0.50888	0.085522	0.028363	0.092769	0.045072	0.057946	0.072182	0.047516	0.058498	0.037134	0.076754	0.051877	0.037919	0.042197	0.07625	0.027601	0.10576	0.047361	0.12346	0.1132	0.028521	0.033562	0.047508	0.073111	0.050581	0.20528	0.32962
Meth__cg11314292__RNF125	0.092019	0.054995	0.12428	0.34007	0.59155	0.22124	0.16698	0.5555	0.1414	0.29653	0.27937	0.35529	0.15603	0.14233	0.20004	0.11274	0.080568	0.14749	0.18045	0.27451	0.19622	0.20944	0.73384	0.050569	0.74207	0.10735	0.073351	0.15258	0.20624
Meth__cg21178548__SAMD14	0.079662	0.14246	0.034536	0.082963	0.33734	0.12859	0.047043	0.093477	0.89944	0.22666	0.38579	0.50537	0.077666	0.15909	0.077859	0.097669	0.12513	0.067645	0.14449	0.056934	0.088875	0.27388	0.041549	0.05763	0.17283	0.17849	0.13411	0.094266	0.068594
Meth__cg23984434__GUCY1A2	0.056755	0.048632	0.060696	0.036872	0.045049	0.071109	0.056472	0.20325	0.19496	0.060246	0.092997	0.06826	0.046479	0.14899	0.043464	0.058378	0.057288	0.054321	0.65794	0.067309	0.084616	0.074415	0.039226	0.05057	0.044734	0.79873	0.059589	0.052696	0.06859
Meth__cg06290168__C12orf24	0.08181	0.030407	0.21389	0.023685	0.036879	0.070403	0.040558	0.023242	0.097316	0.01463	0.067054	0.01591	0.035817	0.13866	0.03491	0.099148	0.03073	0.032461	0.04507	0.060263	0.090607	0.028385	0.024664	0.020546	0.018647	0.034579	0.02965	0.029109	0.033085
Meth__cg12053284__SYT4	0.051167	0.060019	0.058073	0.032443	0.11462	0.097939	0.71267	0.063823	0.2484	0.14407	0.12651	0.081182	0.034296	0.15525	0.048751	0.068794	0.96172	0.051686	0.44192	0.054869	0.66718	0.094055	0.038935	0.64182	0.17639	0.11746	0.048161	0.32393	0.13353
RS_G10718__TFF3__TFF3	9.803	7.179	11.1887	12.8489	0	6.3298	0.97441	11.0513	1.8337	0.53575	1.7682	2.2698	0	0	9.9781	8.776	7.7139	12.8413	5.8853	12.3423	6.3096	5.0467	0	0	0.69196	8.9041	15.7551	12.4151	11.5272
Meth__cg07684809__MGC26856	0.8526	0.082391	0.88558	0.44108	0.86422	0.46922	0.14155	0.082009	0.77358	0.12177	0.64514	0.56838	0.30515	0.67357	0.047586	0.069862	0.8301	0.073828	0.43587	0.4851	0.28826	0.10562	0.243	0.69917	0.82345	0.11154	0.70802	0.73919	0.8559
Meth__cg22951794__OR10A5	0.82663	0.12341	0.59564	0.60176	0.088082	0.68402	0.20416	0.82499	0.696	0.045731	0.23692	0.64111	0.76497	0.058928	0.072826	0.07043	0.35524	0.41717	0.54262	0.32579	0.10262	0.14473	0.424	0.82529	0.6068	0.073505	0.12829	0.64255	0.68844
Meth__cg00690893__RAB9A	0.70173	0.043269	0.050651	0.052859	0.089211	0.045608	0.1295	0.16813	0.07879	0.070588	0.1249	0.060996	0.13982	0.3394	0.086579	0.097735	0.54536	0.05855	0.083693	0.46278	0.15706	0.32351	0.036707	0.092952	0.043358	0.11612	0.064295	0.38083	0.12457
Meth__cg20856834__OR12D3	0.45013	0.078551	0.33772	0.047889	0.068294	0.29556	0.85452	0.16548	0.41601	0.1267	0.17212	0.39893	0.19428	0.12907	0.10456	0.11555	0.090675	0.77038	0.13654	0.077639	0.092895	0.18239	0.103	0.33074	0.44699	0.10443	0.19622	0.20189	0.19971
Meth__cg13225039__TACC3	0.044458	0.26874	0.063045	0.17087	0.080743	0.059268	0.10476	0.11216	0.057918	0.024958	0.13566	0.064682	0.092442	0.049441	0.067888	0.095711	0.063049	0.058722	0.11839	0.050987	0.054214	0.36103	0.046387	0.045211	0.029188	0.07397	0.038819	0.0309	0.037491
Meth__cg05742308__SEMA3A	0.43098	0.047241	0.25737	0.096191	0.37484	0.23782	0.80309	0.10867	0.2485	0.21209	0.45653	0.70008	0.06991	0.21693	0.045238	0.1157	0.4342	0.099952	0.13042	0.12872	0.23517	0.092901	0.094757	0.077534	0.12533	0.19681	0.13077	0.19728	0.52289
Meth__cg23110514__LCE3E	0.34905	0.082072	0.57597	0.22851	0.12524	0.13915	0.32659	0.17597	0.13352	0.33811	0.27781	0.11407	0.11807	0.15749	0.091823	0.13498	0.13716	0.8463	0.1989	0.15125	0.1934	0.12186	0.10664	0.14818	0.14042	0.1284	0.078664	0.098409	0.15376
Meth__cg00733682__ZNF44	0.034708	0.041142	0.025293	0.034012	0.025165	0.031101	0.033738	0.04879	0.034925	0.021204	0.069255	0.029239	0.020923	0.050497	0.028363	0.026017	0.028901	0.029031	0.51604	0.027715	0.058285	0.05597	0.023891	0.16658	0.020787	0.083531	0.044569	0.038002	0.044645
Meth__cg13697387__LCE2A	0.27509	0.043983	0.65477	0.15407	0.054804	0.14731	0.13113	0.086573	0.068216	0.10582	0.31409	0.074821	0.066347	0.099091	0.12432	0.14704	0.070858	0.22852	0.084909	0.26708	0.10434	0.087605	0.046214	0.085968	0.068738	0.12438	0.20918	0.12555	0.2164
Meth__cg22268164__TRHR	0.57429	0.048519	0.80406	0.60388	0.040804	0.58111	0.82198	0.041128	0.27461	0.17896	0.19433	0.10983	0.8143	0.086848	0.024761	0.15936	0.21447	0.89483	0.55575	0.26702	0.43692	0.10635	0.53143	0.27608	0.046432	0.17304	0.038253	0.33626	0.21672
Meth__cg05964373__TEX9	0.061677	0.033327	0.42889	0.041478	0.040466	0.048359	0.037497	0.054151	0.056697	0.037517	0.098679	0.062328	0.047865	0.079529	0.043261	0.056178	0.046036	0.04451	0.12059	0.089576	0.1487	0.061352	0.041515	0.066553	0.04214	0.073872	0.083429	0.044938	0.040347
Meth__cg11510839__OCA2	0.82435	0.04102	0.85731	0.12395	0.22805	0.66691	0.27829	0.67091	0.052233	0.16009	0.58989	0.053626	0.40291	0.14406	0.46225	0.69744	0.10034	0.53877	0.20357	0.45749	0.7766	0.095632	0.038637	0.043539	0.08487	0.15685	0.37232	0.32558	0.40364
Meth__cg05922972__TSPAN3	0.035155	0.042797	0.17799	0.042105	0.028965	0.047341	0.045611	0.050935	0.041836	0.041003	0.071043	0.030367	0.034028	0.082556	0.040859	0.048328	0.078263	0.055429	0.10553	0.069773	0.13632	0.053681	0.030643	0.029178	0.034103	0.067262	0.037981	0.036393	0.034771
RS_G6759__XAF1__XAF1	0.70494	0.24912	0.077767	3.8743	4.3757	0.34105	0.51684	0.37371	8.1182	5.2741	3.6319	0.3472	4.516	7.9514	0.74722	0.55715	0.21993	0.27561	0.070228	0	0.25471	0	2.2428	4.2314	0.15909	0.9767	0.050434	0.10585	0.10335
Meth__cg24968336__KCNK6	0.055029	0.29251	0.34206	0.26666	0.89598	0.066996	0.90938	0.4462	0.10864	0.80086	0.53039	0.56271	0.46583	0.093795	0.27657	0.079055	0.06784	0.4058	0.79421	0.44313	0.46202	0.21682	0.48296	0.082581	0.55102	0.16124	0.065219	0.066534	0.10117
Meth__cg15696627__MSX1	0.33914	0.046718	0.084448	0.13123	0.03652	0.064643	0.070228	0.044652	0.043234	0.053953	0.67575	0.074708	0.034008	0.13514	0.029366	0.04041	0.047924	0.054764	0.8546	0.081716	0.43952	0.068467	0.037237	0.08914	0.030131	0.065712	0.04081	0.063901	0.039886
Meth__cg02774439__HAND2	0.92696	0.056757	0.93519	0.52137	0.051204	0.87441	0.42387	0.06042	0.053218	0.12877	0.69848	0.082824	0.40627	0.1032	0.85356	0.80055	0.91523	0.88157	0.81346	0.75534	0.85131	0.064165	0.047154	0.036746	0.9242	0.43971	0.91076	0.73893	0.9004
Meth__cg08307092__HIST1H3D	0.061629	0.050571	0.059566	0.038435	0.048571	0.049651	0.057303	0.065416	0.52174	0.026705	0.14652	0.053239	0.042894	0.10777	0.070562	0.052563	0.058799	0.062164	0.54993	0.09435	0.061159	0.058315	0.049201	0.054458	0.66256	0.26033	0.063768	0.065949	0.081375
RS_G10667__TPPP3__TPPP3	2.2526	0	2.186	6.7959	0.41479	1.8475	2.3133	0	4.4312	0.83472	0	0.90646	1.6514	5.3208	1.3278	0.42247	5.9442	5.773	0	1.9225	0	0	3.6597	4.4601	0.64202	2.8537	5.2787	7.4528	1.5766
Meth__cg02992596__MGC27016	0.92418	0.10004	0.70822	0.28646	0.54188	0.62371	0.9746	0.5682	0.72987	0.53501	0.46932	0.32167	0.94944	0.12063	0.1069	0.082572	0.31172	0.89042	0.45202	0.24036	0.23194	0.045455	0.94295	0.91627	0.040779	0.061692	0.40398	0.31819	0.42164
Meth__cg22083639__SLCO5A1	0.047556	0.021471	0.37563	0.071332	0.20444	0.43957	0.24264	0.2836	0.29645	0.41112	0.10708	0.079856	0.19246	0.04763	0.030976	0.071905	0.059748	0.16363	0.10346	0.19783	0.32705	0.073602	0.044233	0.033391	0.09258	0.038043	0.41949	0.089694	0.091198
Meth__cg19534879__CXXC4	0.049465	0.046185	0.043011	0.028791	0.15686	0.037921	0.036707	0.038228	0.044914	0.40629	0.079535	0.055625	0.035507	0.075572	0.051104	0.043666	0.032661	0.031818	0.046359	0.044786	0.060322	0.074831	0.037342	0.036598	0.06063	0.23055	0.056605	0.035402	0.040503
Meth__cg10076009__SMARCA1	0.62257	0.081307	0.081633	0.40317	0.051164	0.092926	0.44971	0.11336	0.084743	0.04067	0.14422	0.082291	0.43205	0.28209	0.080385	0.078692	0.59826	0.55948	0.19191	0.093854	0.45206	0.10859	0.057078	0.051659	0.26658	0.117	0.67125	0.079944	0.090069
RS_G9022__SCUBE3__SCUBE3	3.5466	0.2618	2.5074	6.8946	1.7019	0.87587	2.3629	2.2384	2.795	2.8216	0.42772	1.3151	1.3521	1.3012	1.9989	1.9342	3.1102	3.0681	3.0285	2.9598	3.4945	0.25785	2.954	1.0921	0.10982	2.6449	4.6731	1.8505	0.94161
Meth__cg16504798__MYO1F	0.12611	0.71845	0.15791	0.17267	0.51247	0.346	0.80888	0.092889	0.15055	0.60817	0.52796	0.30949	0.2557	0.089912	0.63331	0.6592	0.1658	0.23629	0.46723	0.64124	0.34618	0.4146	0.035864	0.041952	0.62575	0.15933	0.35566	0.15913	0.28355
Meth__cg24949488__DNTT	0.42372	0.096279	0.84817	0.75592	0.08372	0.35639	0.83895	0.66379	0.2809	0.17602	0.35968	0.096892	0.71303	0.16543	0.30137	0.4392	0.92606	0.91575	0.085451	0.32687	0.20078	0.20579	0.033616	0.10259	0.2166	0.048182	0.83443	0.3763	0.22312
Meth__cg25836326__DRD3	0.14213	0.071691	0.25564	0.099225	0.11602	0.10317	0.63147	0.20921	0.1228	0.15122	0.17185	0.093309	0.10147	0.10028	0.082415	0.10238	0.47574	0.32981	0.15269	0.069571	0.15417	0.13434	0.073001	0.10048	0.092929	0.15233	0.096572	0.10273	0.093482
Meth__cg21842478__HOXB13	0.96972	0.045486	0.1359	0.32307	0.45197	0.9667	0.51161	0.97235	0.045478	0.10197	0.883	0.43031	0.030287	0.11916	0.73401	0.7526	0.80961	0.59945	0.90592	0.74024	0.94861	0.10084	0.030055	0.040837	0.97855	0.35224	0.66732	0.91167	0.84162
Meth__cg12056618__KLF13	0.19023	0.023514	0.040393	0.015044	0.025165	0.024181	0.054419	0.020442	0.043324	0.014582	0.091442	0.015041	0.026264	0.032724	0.020795	0.064515	0.01753	0.72547	0.059935	0.035669	0.96982	0.023118	0.01724	0.01946	0.017094	0.48005	0.026302	0.042418	0.019357
Meth__cg26209058__EIF5A2	0.44706	0.029613	0.076422	0.041046	0.034042	0.95495	0.047455	0.037941	0.050753	0.045546	0.42059	0.030517	0.03191	0.044915	0.029877	0.041424	0.93689	0.027089	0.056522	0.72577	0.90734	0.049765	0.027143	0.025002	0.73576	0.47184	0.074581	0.15318	0.42415
Meth__cg23779331__ARRB2	0.045062	0.041078	0.050344	0.04913	0.031719	0.054388	0.041456	0.052244	0.049711	0.046504	0.074278	0.041608	0.05686	0.084845	0.051111	0.03762	0.066949	0.042487	0.5175	0.072223	0.11936	0.058848	0.037667	0.032047	0.031835	0.10073	0.063358	0.065163	0.072843
Meth__cg10801213__SLC7A3	0.32946	0.01362	0.88977	0.48952	0.55393	0.85983	0.92535	0.77307	0.40021	0.10289	0.58087	0.25694	0.047514	0.040841	0.44551	0.83402	0.029422	0.94387	0.088526	0.73964	0.21773	0.090292	0.038684	0.022675	0.026809	0.12644	0.87536	0.46814	0.85682
Meth__cg25375711__TRMT12	0.050735	0.013583	0.01987	0.015664	0.019407	0.024068	0.014295	0.021072	0.024008	0.016842	0.40377	0.019808	0.01623	0.055771	0.02029	0.018442	0.022306	0.021465	0.12326	0.030126	0.26623	0.028956	0.025347	0.022982	0.024649	0.0256	0.021388	0.025825	0.026458
Meth__cg05594230__INGX	0.57364	0.43734	0.27633	0.61582	0.94436	0.048715	0.0563	0.29027	0.044463	0.048626	0.91455	0.87617	0.33297	0.13852	0.93712	0.68987	0.95169	0.35825	0.85131	0.14735	0.35179	0.12756	0.049096	0.034366	0.92863	0.89548	0.29009	0.050258	0.914
Meth__cg12339802__C1orf109	0.058391	0.03717	0.082765	0.053994	0.027183	0.062514	0.050496	0.083226	0.049927	0.090305	0.24982	0.054251	0.041553	0.057789	0.042771	0.058513	0.064569	0.061014	0.06213	0.07486	0.09367	0.043808	0.026817	0.039458	0.032904	0.064431	0.075895	0.043828	0.042235
Meth__cg03764506__ESRRA	0.039344	0.036598	0.35552	0.035821	0.035231	0.044699	0.032525	0.037967	0.048631	0.03972	0.0792	0.03218	0.031805	0.040586	0.024792	0.031429	0.03655	0.034617	0.094586	0.034602	0.096832	0.071278	0.031333	0.024233	0.030978	0.070482	0.04156	0.039515	0.040214
Meth__cg16480145__RUSC2	0.034489	0.023829	0.034324	0.026733	0.026881	0.032471	0.039875	0.02673	0.045969	0.026213	0.061007	0.024155	0.020299	0.074634	0.022332	0.033949	0.027054	0.024743	0.087522	0.039022	0.18425	0.060033	0.023217	0.020681	0.019967	0.044208	0.027693	0.026371	0.024313
Meth__cg04084157__VGF	0.096468	0.055263	0.089861	0.042585	0.044898	0.080985	0.048595	0.062039	0.10372	0.92626	0.19397	0.046732	0.059562	0.23951	0.04824	0.096779	0.059002	0.11056	0.88487	0.082092	0.88941	0.0756	0.043426	0.070242	0.067304	0.051869	0.063261	0.050518	0.050005
Meth__cg06269001__ENTPD6	0.032895	0.025851	0.028809	0.022824	0.019701	0.035417	0.024325	0.028351	0.021585	0.026717	0.77651	0.022979	0.0178	0.070875	0.020223	0.024067	0.028514	0.020699	0.044935	0.029045	0.057799	0.03302	0.025585	0.021671	0.012903	0.065049	0.02574	0.031491	0.034813
Meth__cg19841506__ZMYND15	0.035162	0.83335	0.858	0.11714	0.98488	0.20926	0.034124	0.090386	0.034916	0.040243	0.20213	0.9533	0.098532	0.081003	0.97517	0.44933	0.5414	0.17631	0.95448	0.39702	0.070012	0.40178	0.47775	0.026658	0.93533	0.075872	0.23403	0.052951	0.53049
Meth__cg05879334__ACAT2	0.02114	0.019475	0.031157	0.018188	0.018307	0.034961	0.038803	0.036594	0.028059	0.027885	0.06597	0.026606	0.017173	0.055615	0.022566	0.031549	0.022654	0.03387	0.037615	0.26906	0.52768	0.083118	0.017608	0.019723	0.02062	0.054051	0.026414	0.027012	0.021986
Meth__cg03812067__SERINC3	0.019335	0.021863	0.042129	0.021922	0.027933	0.024698	0.71854	0.026737	0.034085	0.022407	0.041119	0.023793	0.020374	0.030071	0.024659	0.02807	0.024627	0.028846	0.042479	0.030945	0.0495	0.022579	0.025236	0.028461	0.018179	0.052209	0.023979	0.021955	0.02348
Meth__cg19875047__ANKRD42	0.075377	0.038998	0.082545	0.047394	0.031465	0.47707	0.051809	0.36758	0.053713	0.073626	0.087676	0.046501	0.034276	0.070232	0.061034	0.051623	0.060806	0.091901	0.15596	0.087569	0.068046	0.067887	0.054283	0.041205	0.072368	0.20932	0.052058	0.046137	0.15866
Meth__cg16747567__PCNX	0.049125	0.024207	0.2664	0.19088	0.36991	0.16783	0.02563	0.076359	0.053601	0.073512	0.080247	0.055715	0.037179	0.087822	0.056216	0.040933	0.44112	0.094097	0.078374	0.15579	0.15041	0.049964	0.036965	0.046069	0.067426	0.070888	0.10215	0.12614	0.12125
Meth__cg08248532__PRDX4	0.45372	0.041192	0.052872	0.23399	0.05072	0.060694	0.096774	0.49466	0.071329	0.096662	0.40335	0.056741	0.11216	0.24898	0.045129	0.083035	0.40232	0.42258	0.10814	0.34718	0.34213	0.23769	0.41299	0.085461	0.034821	0.081957	0.33559	0.11048	0.059816
Meth__cg21020710__ZNF544	0.032245	0.030323	0.033732	0.025562	0.031292	0.030263	0.091038	0.030023	0.1558	0.015206	0.28904	0.028003	0.027329	0.053668	0.022957	0.077364	0.025672	0.065805	0.090675	0.029369	0.39885	0.064293	0.029238	0.02711	0.02522	0.090213	0.032893	0.076632	0.094916
