Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
SNP__GRB7	0.376	1.965	-0.203	1.862	-0.07	0.096	0.172	-0.199	-0.316	2.135	-0.411	2.277	-0.144	-0.141	2.696	-0.04	0.755	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	2.455	-0.144	0.294	2.132	-0.034	0.021
EA_G__RAB38	4.748	5.0076	5.0068	5.2149	4.5026	4.7627	4.9551	6.2294	5.0822	5.1297	7.9437	4.4994	9.1861	7.0946	5.3936	5.3835	4.7469	6.2689	6.6002	5.1511	4.7386	5.6053	6.3813	5.136	7.9365	7.8406	5.0837	5.1862	4.9365	8.6056	4.9034	7.3497	4.9047	6.8348	5.4012	5.1026	4.7659
EA_G__FGFR3	6.4098	6.4686	6.758	7.2628	6.3636	6.1745	6.0463	7.8694	6.2454	8.4332	6.4613	6.4522	6.9181	8.6444	6.4297	8.0712	6.4189	6.4648	6.2407	6.1123	7.8528	6.8679	6.7138	6.4535	7.8569	6.8435	7.043	6.5493	6.0993	6.6322	6.2285	6.826	6.7292	7.4786	7.0184	6.8274	7.3067
EA_G__B4GALNT3	7.1092	6.9649	5.6312	6.0981	5.8707	5.7563	6.8101	7.5583	6.3181	7.2793	9.0251	6.5173	7.1681	7.1566	7.3057	6.8762	7.7833	5.8952	8.2248	5.6841	5.8718	6.0511	6.0185	6.8599	6.3605	6.1138	6.6364	6.1034	5.842	7.6391	5.9322	8.1763	6.2917	6.4298	7.3841	6.1195	6.4727
EA_G__SLC27A2	8.5063	5.1088	6.6077	7.8871	4.0871	3.931	5.4878	6.774	3.3608	6.9925	3.8366	3.2589	6.2125	6.885	7.4555	3.9322	7.2385	3.3953	6.0106	3.3467	6.3785	7.4416	2.6453	5.3778	6.8498	7.1993	5.8779	4.7158	3.1861	7.0796	6.9076	4.774	6.7155	5.5308	6.9755	4.433	7.2726
EA_G__XYLT1	5.2317	6.9895	7.1485	5.7365	5.0699	4.8446	4.7954	5.1637	6.8135	4.9647	4.9793	6.7744	5.4631	6.0867	6.7221	8.1534	4.4744	4.8526	6.1864	8.2443	5.5817	6.2135	4.9722	4.6559	5.9876	6.7302	5.8468	7.241	9.0893	6.4884	6.0094	5.6381	5.653	5.5988	6.3338	4.979	5.3589
EA_G__SLC39A11	8.0039	7.6914	6.4328	7.5502	6.5108	9.2791	6.8888	6.8928	7.3307	7.5156	8.6527	7.168	6.3672	7.0764	7.36	8.1172	7.0266	7.0961	7.8446	6.3549	7.9397	7.9691	7.3801	6.5379	7.9556	9.0344	6.4632	8.3686	7.2705	6.1905	6.1289	8.5277	6.7183	7.9721	9.1536	9.6432	8.6471
EA_G__S100A3	4.4039	5.3412	4.9353	4.3282	5.6023	4.3749	6.6335	6.9833	6.4591	4.2712	4.0737	4.3869	5.8534	6.0279	5.0119	4.5809	6.6095	7.8016	4.8696	7.5816	4.6237	4.3372	8.4498	6.8913	4.202	4.152	5.2117	6.455	6.0566	6.3403	6.9666	4.1719	4.8878	4.3484	4.3764	4.3595	4.5112
EA_G__IRF6	9.1696	8.0282	7.5604	8.1633	3.8128	9.1797	10.0554	6.7037	4.5638	8.2055	9.4594	8.5462	9.872	9.6737	8.8168	8.441	8.7425	4.26	8.7031	4.1966	7.1606	7.4177	4.2715	4.6084	8.7099	9.4025	8.2687	8.274	4.6999	8.2688	5.0442	8.7285	9.079	8.3038	7.8424	9.1979	8.3068
EA_G__PDLIM4	6.3468	6.5293	6.2511	7.1997	6.2219	6.1313	7.301	7.815	6.5161	6.2182	5.9288	6.1434	7.481	7.1811	6.1103	6.187	6.2728	7.7514	7.6157	7.0196	6.4254	6.4202	5.8866	7.9411	5.9933	8.7632	7.0234	6.5909	6.332	6.5471	8.3351	6.1832	6.7261	6.1563	6.9223	6.2421	6.277
EA_G__TM7SF2	7.362	8.6146	7.5175	10.6738	7.777	7.8977	7.2251	9.5359	6.8147	9.1668	7.9039	6.7241	7.7442	7.9366	7.4522	8.5326	7.6531	7.0171	7.4679	6.3437	9.5635	10.0085	6.465	6.9611	9.7289	8.2619	9.9341	8.013	7.0973	7.8511	5.806	6.8613	8.2324	10.641	9.5627	9.7151	9.4245
EA_G__C10orf116	8.5275	7.8628	6.5106	9.234	6.0445	8.8934	8.0972	6.6043	6.3444	10.0804	8.4497	6.3077	9.3566	5.5352	6.2731	8.2283	6.4519	6.6204	6.9088	6.4827	7.4401	6.8984	6.5491	6.4931	9.9144	9.1916	6.8429	8.3492	6.279	7.7809	6.2948	7.8405	9.3617	7.999	8.5228	8.537	9.5151
SNP__TCAP	0.376	1.965	-0.203	1.862	-0.07	0.096	0.172	-0.199	-0.316	2.135	-0.411	2.251	-0.144	-0.141	2.696	-0.04	0.201	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	2.422	-0.144	0.294	2.132	-0.034	0.021
EA_G__SLC7A8	8.5421	7.6746	4.869	8.8236	5.042	10.6962	5.0441	6.3737	6.0296	9.5636	7.2944	4.7488	8.4816	5.2606	5.1604	8.1148	4.7435	5.7111	5.5632	5.0076	5.3353	5.3922	4.7921	4.9899	10.2853	9.6818	8.7371	6.5396	4.8894	6.1091	4.9765	8.4994	8.5397	9.0232	10.533	6.8407	5.1734
EA_G__PYCARD	9.443	5.8975	6.2016	7.4633	5.8679	7.1821	6.5411	6.4667	5.8489	7.1847	7.4192	6.1353	8.2567	8.6562	6.1075	7.7418	6.1017	7.5823	7.0041	6.1024	8.4495	8.2378	6.0251	6.0005	8.4311	7.9519	7.989	6.2619	5.8926	8.3914	6.3681	6.4585	8.0813	7.3974	9.0695	6.9469	7.0365
SNP__ERBB2	0.376	1.965	-0.203	1.862	-0.07	0.096	0.172	-0.199	-0.316	2.135	-0.411	3.272	-0.144	-0.141	2.696	-0.04	0.755	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	3.576	-0.144	0.294	2.132	-0.034	0.021
SNP__PNMT	0.376	1.965	-0.203	1.862	-0.07	0.096	0.172	-0.199	-0.316	2.135	-0.411	2.251	-0.144	-0.141	2.696	-0.04	0.201	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	2.422	-0.144	0.294	2.132	-0.034	0.021
EA_G__SRPX2	4.1973	4.7095	7.9005	4.3877	4.2844	4.0862	5.4767	4.4034	6.441	4.0076	4.3344	4.1716	5.7482	7.5426	8.5976	5.2662	6.331	6.7143	9.6519	7.1681	4.5453	4.3283	4.4019	5.4315	4.1632	5.0324	4.908	4.8403	6.884	6.2682	6.3809	5.0401	4.7459	4.5637	4.38	4.4076	4.1805
SNP__LOC553158	-0.003	-0.092	-0.2	-0.161	-0.154	0.018	0.287	-0.231	0.306	-0.012	-0.391	0.092	-0.114	-0.193	-0.279	0.328	0.111	0.432	-4.011	0.16	-0.404	-0.52	-3.357	-3.547	-0.223	0.027	0.314	-0.216	-0.182	-0.152	0.004	0.51	0.009	-0.327	-2.757	-0.431	-0.368
EA_G__TC2N	8.5979	9.0717	6.9775	9.3938	3.3223	8.2578	6.9443	9.7443	3.7734	8.8806	7.6394	5.7542	7.1173	6.7638	7.7872	8.4157	6.5571	2.5474	7.8365	3.1031	7.5099	7.5506	3.4834	4.5382	8.6498	8.2854	8.3271	8.4929	3.1594	6.1981	2.9353	8.8122	7.8362	8.1402	8.2774	9.4791	8.1944
SNP__PERLD1	0.376	1.965	-0.203	1.862	-0.07	0.096	0.172	-0.199	-0.316	2.135	-0.411	2.251	-0.144	-0.141	2.696	-0.04	0.201	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	2.422	-0.144	0.294	2.132	-0.034	0.021
EA_G__EHD2	7.3175	7.175	6.3216	6.3603	9.1305	7.8483	8.6393	6.4028	8.256	6.0272	6.5969	6.0329	8.7643	7.588	8.5066	7.8595	7.7524	9.2252	8.1121	9.9391	6.6247	6.7547	8.9681	7.6772	6.0786	8.2494	7.1402	7.063	8.4964	8.0041	9.1996	7.1679	9.2335	7.4684	6.7046	6.9207	6.7111
EA_G__H2AFY2	8.1988	5.3299	6.2549	9.2559	5.3209	5.4754	7.8704	9.4872	6.1545	5.8495	7.878	6.2785	6.7217	7.4557	7.5053	5.8091	8.1304	8.1102	7.9249	5.6012	8.2846	7.9538	8.1688	5.5163	8.1898	5.096	7.16	5.5325	7.0571	5.8205	5.3303	7.7793	5.7419	7.9909	6.8286	9.006	8.477
EA_G__BMP4	6.759	4.9334	5.0114	6.0309	6.0715	7.1783	6.7259	4.6689	6.2272	4.4739	6.9521	5.1107	6.0793	7.2095	5.0103	7.2881	5.2657	6.2001	5.1243	5.8727	6.6692	6.7862	6.9458	8.0266	6.0005	4.8624	7.5144	4.8065	4.6613	8.2492	6.0626	6.6187	5.3941	6.9863	5.8698	5.6496	5.4777
EA_G__MYO5C	8.7021	7.8463	7.275	7.9832	4.007	8.6099	7.3812	6.793	3.7876	8.5988	8.705	3.62	5.4571	7.8221	6.9236	7.7686	7.586	4.5314	8.1173	4.1085	9.2621	8.7398	3.747	7.0582	7.7598	8.3844	7.2253	7.5109	3.8417	6.0904	3.955	7.7172	8.2857	8.322	7.6815	8.492	9.2547
EA_G__IGFBP3	6.5418	6.2321	5.9447	6.194	10.4666	5.8726	10.7593	8.2432	10.8471	5.6892	5.5772	5.9308	8.7316	10.2826	10.7306	10.0307	9.709	9.0301	11.3362	9.3579	6.1592	6.4941	8.1435	7.4194	5.9981	6.6661	7.6014	6.7459	8.8475	7.5569	6.2586	6.9434	6.7155	5.8457	6.3318	5.853	5.7447
EA_G__ERRFI1	8.1341	7.5702	8.7043	6.603	8.6141	6.7365	7.8389	9.4325	7.4122	6.6906	7.5325	7.394	7.2591	8.2775	8.8433	6.9059	7.3531	7.017	7.3158	8.0267	6.6888	6.1651	5.1415	8.6333	6.2681	6.6757	6.8775	6.909	8.4482	9.4221	8.6958	8.7294	7.8365	6.4471	6.9978	5.8399	6.0896
EA_G__GATA3	6.1846	6.0285	7.7046	9.1018	4.9681	10.7896	5.7457	8.0649	4.7885	9.427	10.3545	5.8406	7.0576	7.0787	7.9689	9.3687	5.6591	6.5915	8.1065	4.9955	10.3924	10.9892	4.5959	5.609	9.224	9.5855	9.916	7.2562	6.9	7.9032	5.883	7.7068	9.5042	10.5263	10.2285	9.6733	10.1029
EA_G__BET1	6.3569	6.9957	6.2755	6.3838	6.2745	6.7615	5.8252	7.0366	7.918	6.7614	6.4892	6.7832	5.7018	6.2612	6.0473	6.8871	7.0151	6.2255	6.5598	6.8018	6.5824	5.8896	6.6229	7.0148	5.7022	7.1447	4.6717	6.666	6.4714	6.28	6.6824	9.4215	7.9898	6.5079	5.7936	6.5203	6.3647
EA_G__IGF2BP3	3.6624	4.2122	8.2012	3.8851	4.6605	3.6779	7.2037	4.1296	7.5191	4.0699	3.6299	7.7252	8.3337	6.971	7.5306	4.3622	6.5162	8.1443	7.9738	7.2336	4.1652	4.2482	8.6283	7.7226	5.4133	4.7006	4.2992	4.4079	8.7171	4.3408	5.2561	4.4225	5.3115	4.8538	3.948	3.8747	4.3159
EA_G__COBL	6.9315	7.3722	5.5295	7.4904	4.9504	7.2341	7.084	5.6151	5.0062	7.6344	6.6659	6.0049	5.1724	6.0185	6.5425	6.9815	5.7516	4.7727	5.2075	4.9245	6.4901	6.7704	4.8492	5.0952	8.0264	8.5046	6.01	6.9633	4.8804	6.3035	5.1492	7.9556	6.8173	6.8655	7.2664	7.0127	7.0229
EA_G__EPB41L2	6.6357	3.5196	8.5143	5.0152	7.2057	6.1864	8.2547	6.4645	8.3694	7.0403	4.1389	9.0062	5.5827	6.685	7.1446	4.8245	8.3567	8.2745	3.269	8.2875	4.9766	7.0896	7.2073	8.3392	5.3878	8.5821	5.747	3.4058	8.1063	7.0184	7.3074	4.428	6.6847	5.489	5.5184	3.3655	5.0117
EA_G__ST14	9.3704	10.0699	9.5095	9.4025	5.3989	8.4103	9.1952	10.6256	5.1965	8.8454	9.6956	8.111	9.7844	9.82	10.1543	10.002	9.6359	5.0132	9.7185	5.5207	9.0798	8.8239	5.3651	5.8956	9.328	8.803	9.6571	10.0178	5.6156	9.5955	5.7331	9.2113	8.7602	11.0696	10.1267	9.1367	9.6422
EA_G__FN1	5.8877	6.6198	8.3686	4.0288	9.8478	3.7438	6.8731	6.5156	11.9001	4.4044	8.4649	5.1783	6.5823	5.5249	6.3209	8.3059	11.3179	10.8315	7.74	12.354	8.0092	6.6245	11.7706	8.224	6.684	4.5648	4.8693	9.218	9.6008	10.5618	11.1685	4.5006	7.7977	7.2817	8.5263	5.625	3.9594
EA_G__C5orf13	5.5414	4.3653	4.1747	4.5417	7.5209	7.8357	5.1632	8.383	7.2215	4.5145	4.5834	6.7748	4.4672	5.0358	6.5435	6.0565	4.6739	6.0911	5.2714	8.5295	4.9998	5.1223	8.7321	5.4841	6.0678	8.1582	5.921	4.7948	5.9629	5.2228	9.0534	5.122	5.3452	4.7828	5.8596	5.3181	5.0496
EA_G__IFITM1	4.955	6.0176	8.0251	4.2124	5.9383	5.4824	9.0056	6.7403	8.4714	4.0937	4.8646	9.3887	6.6329	8.5115	8.9598	7.7922	6.3744	5.4517	10.7138	7.2294	5.7593	7.4095	7.2532	4.4739	4.9995	7.2448	4.7663	6.3415	7.0263	9.678	8.2737	9.2745	4.3998	7.0862	4.4135	4.1749	4.3142
EA_G__NCAM2	3.816	4.1347	3.568	8.0462	9.1486	9.8166	3.7322	3.5577	3.8641	7.8067	8.7152	4.455	5.3325	3.6916	4.4058	5.2566	3.904	3.5774	3.8887	4.4973	8.406	8.0627	7.1285	3.9935	8.4651	9.355	7.8803	5.3409	3.8289	3.9723	6.5092	4.2984	5.7731	9.9927	6.3459	7.5498	5.8347
EA_G__ERBB2	9.7997	12.3532	8.5748	12.3566	7.7806	9.1247	7.7491	8.9829	7.1261	12.6526	8.5876	11.3467	7.4832	7.6512	12.3708	10.2349	8.7512	8.1322	8.6875	7.0841	8.5271	8.7417	7.9542	7.3805	11.4924	9.0715	10.6304	12.0992	8.1194	7.4859	7.6326	12.6826	8.6454	9.1608	12.2493	10.0611	9.751
EA_G__SNTB1	6.5174	9.0401	5.3419	5.6897	6.1939	5.2882	6.8135	7.5273	6.0278	5.2358	6.1383	5.151	5.3682	6.147	5.4435	7.9611	5.7358	5.328	7.1994	8.4768	5.5713	5.5621	6.4132	6.978	5.4164	7.0513	5.7734	7.048	7.0599	6.3088	7.2352	8.8972	5.898	5.5137	5.5402	5.8036	6.2733
EA_G__SQRDL	8.7049	7.6228	8.294	8.2439	3.6097	8.8551	8.5299	6.3138	6.2931	8.6975	6.6712	6.6656	8.8996	8.0078	8.6172	7.4967	8.2497	5.8078	7.9002	3.82	6.066	7.3891	4.1692	7.528	7.0661	8.5646	9.2856	7.046	6.9046	7.5518	7.9414	7.4127	8.804	8.5423	8.1667	7.3309	8.0341
EA_G__ZNF704	8.1814	9.3051	6.5403	8.2384	4.6263	7.3683	6.9108	5.7166	5.1148	7.714	7.8754	6.5857	6.0118	7.4215	7.6123	7.4168	6.6064	5.3602	5.9619	7.0056	6.1707	6.1659	6.3429	6.0438	7.7515	7.6132	7.9124	9.7141	6.9534	6.0965	4.8082	8.0799	7.8858	6.9934	6.9613	6.6039	6.1979
EA_G__STS	8.143	6.7578	6.9719	9.0473	5.225	5.693	5.4704	5.3683	5.3946	6.1455	9.8669	5.3857	5.7559	7.7408	7.5128	8.0108	6.1489	3.963	7.8473	6.9436	5.5505	6.341	6.5913	6.5483	10.4565	9.262	8.2868	6.7478	5.2848	5.6274	7.1699	5.477	4.632	6.0835	7.854	7.2758	6.1104
EA_G__PCOLCE	6.7534	6.7128	6.6846	6.712	6.7364	7.4607	6.9746	7.6908	10.842	6.4453	6.5451	7.4562	6.8707	6.4979	6.2802	7.2003	6.3125	6.7406	7.4144	10.6903	7.7289	7.314	11.8645	6.8586	6.6072	6.1781	7.129	7.0203	7.1821	7.4437	8.8205	6.4911	7.396	6.5972	6.7696	7.103	7.3112
EA_G__CPAMD8	7.0478	6.0825	7.2596	7.2388	5.6587	6.0427	5.6522	7.7413	5.7791	6.8633	6.049	6.0436	5.9711	6.7098	6.1118	8.4635	5.9444	5.3842	6.5933	5.5284	6.2974	6.322	6.7371	5.4769	7.4537	5.9555	7.027	6.3632	5.7861	6.2587	5.9367	7.1091	6.9385	8.6235	8.1872	6.9222	6.1828
EA_G__CAPN13	7.1311	7.5018	6.8198	6.7239	4.5748	5.9724	4.4929	4.5142	4.4092	7.9041	4.5065	4.7075	4.6089	5.0453	6.041	6.0129	5.6988	4.2756	5.5895	4.4542	5.7773	6.2634	4.4638	4.5847	7.3388	6.8161	7.333	7.547	4.4298	4.957	4.3726	7.2106	8.5483	6.0565	6.693	5.6346	5.9757
EA_G__TSPAN12	8.1459	4.8065	5.8963	7.7101	4.3818	4.2948	4.7016	6.0141	4.4727	8.3821	5.7973	5.0621	5.3798	4.4833	5.7382	8.3077	6.0146	4.17	5.5669	4.8314	5.1698	5.8543	4.91	6.9227	8.0057	8.1337	5.1424	5.347	5.4176	6.1065	4.1776	6.801	6.3377	6.1741	6.5665	5.9616	6.0829
EA_G__DAB2	5.6629	6.0574	6.362	4.4007	9.6669	4.0868	7.4827	6.3865	9.0069	10.8663	10.103	5.6433	6.1758	5.0374	6.1662	4.7337	6.9188	7.4558	7.2915	9.8138	3.729	5.115	9.5508	7.8924	4.6273	8.6039	4.8335	6.3081	8.1656	5.948	8.5452	7.4008	6.5954	4.5375	3.8524	6.5683	3.8021
EA_G__PRNP	8.5325	8.966	9.4338	7.1683	10.0008	4.5591	9.9432	9.4469	10.1123	6.5717	6.5746	9.6536	10.4869	10.7038	10.0801	8.4081	9.0153	10.7803	8.4326	9.5619	7.9611	6.9297	9.4125	9.6684	7.846	5.9126	6.856	9.276	9.3299	8.787	9.619	9.7165	8.8016	7.8626	8.2148	6.9197	7.6553
EA_G__SULT2B1	7.1357	6.8833	9.4294	9.1628	5.7405	7.7251	5.914	6.4811	5.785	8.7665	8.3769	6.0404	6.95	7.4704	7.0618	8.0968	6.0645	6.3418	7.6274	5.6875	8.1165	9.3186	5.9954	5.853	8.6353	7.0519	7.6271	6.8376	6.0664	6.8115	6.0611	8.1049	9.217	8.2163	8.3169	7.9758	7.5317
EA_G__PSIP1	4.1751	6.1176	6.9211	5.1612	7.8028	7.2215	6.6113	6.9571	7.085	5.1184	5.0618	6.5259	5.2413	6.8764	8.328	4.6729	6.7028	8.6434	7.5354	6.9847	5.8802	5.8378	6.9256	6.4013	4.9988	6.1713	5.1239	6.0302	5.3133	7.7199	6.0896	5.1479	6.2861	5.9503	6.4023	5.8246	6.1255
EA_G__RBMS3	3.6966	3.9791	3.4284	3.7614	6.9879	3.583	6.8575	3.6609	6.9888	3.541	3.5718	3.7914	3.8414	5.8881	4.5971	3.7264	5.8152	7.3861	5.6311	8.01	3.8227	3.7421	8.1422	7.5577	3.5926	4.3143	4.0302	3.8835	7.0336	4.6486	7.2745	3.5711	3.8293	3.865	3.5954	3.6699	3.4762
EA_G__INTS2	7.2151	6.7012	6.7113	7.2601	6.4691	7.3178	7.4116	6.4775	7.149	7.3245	8.1638	7.1226	7.5024	6.9457	7.2394	6.5345	7.4087	7.8691	6.0655	7.1747	8.414	8.9319	7.7431	7.7411	8.5325	6.2997	7.3884	6.2112	7.546	7.0627	7.3497	6.3364	7.8161	7.6856	7.5579	7.8745	7.6142
EA_G__PRKCA	5.1123	6.9849	6.7965	6.093	8.7689	4.7539	7.1254	3.9318	7.493	4.0132	4.0291	5.6109	6.9189	6.4077	7.722	6.2455	7.0923	8.9502	4.7269	8.3028	6.6467	5.9656	9.6278	8.5886	5.5478	7.1467	5.4288	7.173	9.0008	4.8225	8.6544	5.3847	5.7431	5.6894	6.2828	5.5399	5.837
EA_G__PGM2L1	5.1043	5.0607	5.1815	5.9896	5.7676	7.7206	6.3623	6.7073	7.1083	4.302	5.4083	4.8871	4.7927	4.2934	7.8337	7.0438	6.7975	6.2643	6.7048	6.6205	5.1081	5.1711	7.3829	5.9498	5.1439	6.6134	4.6713	4.8103	5.9794	6.251	6.8761	5.335	5.2986	4.9215	5.3564	4.3529	4.3942
EA_G__NHEDC2	5.1404	4.6241	5.2315	5.0185	6.6627	4.1264	5.9421	5.7687	7.6438	4.8055	5.3737	6.7333	6.4724	6.1886	5.7758	6.4636	6.7411	6.1157	5.8529	7.1676	5.7495	5.4824	6.4926	4.4558	5.0307	4.3183	5.1944	5.7618	7.2622	6.4832	7.8141	4.9132	4.7038	5.6645	5.6493	4.6542	5.4813
