Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
EA_G__TM7SF2	7.362	8.6146	7.5175	10.6738	8.9356	7.777	7.8977	7.2251	9.5359	7.9039	6.7241	7.9366	7.4522	10.2226	8.5326	7.6531	7.0171	7.4679	6.3437	10.0085	6.465	6.9611	9.7289	8.2619	9.9341	8.013	7.0973	7.8511	5.806	6.8613	8.2324	10.641	9.5627	9.7151
Meth__cg02604290__CYP24A1	0.069827	0.03956	0.89889	0.36516	0.066737	0.779	0.50854	0.058426	0.28351	0.17306	0.38061	0.21176	0.30937	0.070628	0.19788	0.88283	0.063336	0.087113	0.077465	0.30853	0.12281	0.26913	0.18384	0.27799	0.65869	0.075622	0.31096	0.070045	0.30193	0.042136	0.69173	0.088561	0.098216	0.18179
Meth__cg21816539__GRIK1	0.037614	0.023693	0.81503	0.033832	0.040748	0.81599	0.94282	0.65967	0.066341	0.056615	0.94723	0.90416	0.74076	0.035516	0.13158	0.042463	0.55839	0.072512	0.48767	0.38703	0.41607	0.79924	0.057605	0.051462	0.87938	0.060328	0.4204	0.1186	0.45577	0.037047	0.846	0.080432	0.9322	0.16571
Meth__cg25659818__CCL4	0.64348	0.071226	0.50719	0.88175	0.84115	0.033458	0.80729	0.27584	0.72093	0.49539	0.663	0.7181	0.76355	0.038782	0.37959	0.28534	0.88237	0.079532	0.091253	0.53988	0.046091	0.10963	0.5232	0.07104	0.37225	0.15759	0.1813	0.041318	0.051529	0.063974	0.50914	0.074679	0.53822	0.56564
Meth__cg16852892__MMP16	0.058105	0.01336	0.19439	0.026514	0.02313	0.028711	0.025643	0.032231	0.027376	0.0234	0.1916	0.043585	0.057017	0.020311	0.025478	0.041599	0.028796	0.025142	0.016062	0.027015	0.032646	0.25877	0.031166	0.067775	0.059191	0.022528	0.030146	0.021413	0.033652	0.020335	0.050354	0.060531	0.026856	0.027701
Meth__cg21801378__BRUNOL6	0.078636	0.02509	0.96229	0.083203	0.028799	0.039815	0.037471	0.29744	0.035331	0.032549	0.91329	0.21127	0.28252	0.028285	0.040885	0.053571	0.27236	0.13821	0.46123	0.048405	0.039628	0.75761	0.038488	0.069504	0.94663	0.073446	0.05116	0.27812	0.059427	0.022412	0.22986	0.070002	0.066466	0.56518
Meth__cg25875213__FLJ37549	0.033018	0.035102	0.63661	0.044841	0.34232	0.034496	0.46176	0.98221	0.52695	0.037588	0.96245	0.043848	0.83146	0.98729	0.43282	0.9339	0.36096	0.098511	0.34612	0.94684	0.35885	0.94016	0.035543	0.13004	0.11789	0.056223	0.031253	0.82783	0.2981	0.026311	0.94791	0.084628	0.43883	0.96392
EA_G__SLC44A4	11.6736	6.0217	5.1742	6.4575	6.28	5.1744	5.8406	5.1784	5.4359	5.3873	5.2039	5.0755	5.4196	10.1184	9.9478	5.5018	5.1499	6.7549	5.1958	5.7798	5.3333	5.4313	5.9026	11.0876	7.5139	7.3705	5.4841	5.7716	5.4328	5.6014	6.6319	5.8825	6.0667	10.1028
Meth__cg04763192__C1orf88	0.020002	0.025397	0.94919	0.33628	0.029678	0.80139	0.019258	0.02539	0.5771	0.023751	0.13792	0.035446	0.81154	0.025101	0.37204	0.32254	0.02105	0.024017	0.018684	0.025486	0.08343	0.42885	0.028668	0.029419	0.15254	0.030286	0.02712	0.033952	0.022766	0.02249	0.90705	0.04226	0.034376	0.056205
Meth__cg04481779__IL20RA	0.047772	0.59967	0.86769	0.83159	0.045441	0.72447	0.30617	0.86055	0.42872	0.044924	0.31768	0.20234	0.099597	0.14476	0.29987	0.80557	0.58344	0.24047	0.8754	0.60266	0.8317	0.8149	0.040514	0.096527	0.34148	0.56377	0.38095	0.050281	0.837	0.034776	0.6874	0.075503	0.10838	0.055176
EA_G__CNN3	8.4208	5.6037	8.51	7.712	6.7753	9.0177	9.2162	8.9063	8.3886	7.7128	8.5625	9.4372	9.1471	8.8511	7.7323	9.3889	9.7847	9.7946	9.0441	3.5971	9.392	9.5909	8.2272	9.1239	9.3042	7.601	9.0462	8.283	8.3459	8.8179	8.6341	8.8297	7.4936	8.3843
Meth__cg21360828__CENPA	0.1967	0.085288	0.36824	0.22229	0.048972	0.533	0.31791	0.17552	0.12118	0.064301	0.13811	0.27274	0.52492	0.12022	0.10097	0.22206	0.54317	0.096748	0.063619	0.054887	0.51381	0.69872	0.25021	0.11102	0.11729	0.11067	0.058662	0.47476	0.16302	0.14111	0.50108	0.13427	0.08476	0.081531
Meth__cg19752722__ERBB2	0.026387	0.012366	0.04207	0.018459	0.035267	0.034889	0.032465	0.42349	0.056244	0.060406	0.94632	0.089398	0.040471	0.019309	0.035948	0.028517	0.021313	0.076536	0.035561	0.044015	0.039022	0.044132	0.022771	0.03161	0.050139	0.037507	0.024628	0.022478	0.03534	0.017277	0.025126	0.049216	0.017396	0.028319
Meth__cg09416313__MATK	0.52985	0.12967	0.76161	0.47659	0.05088	0.95567	0.5714	0.12879	0.034027	0.044586	0.64334	0.73746	0.7737	0.090708	0.041145	0.95064	0.51679	0.10286	0.49633	0.44718	0.96598	0.88714	0.51754	0.089373	0.93062	0.060795	0.086504	0.070634	0.048497	0.090194	0.95994	0.084397	0.050105	0.21668
Meth__cg16111791__CACNB4	0.063205	0.066468	0.25155	0.070713	0.043092	0.22639	0.059942	0.20764	0.075307	0.045782	0.11741	0.050316	0.26019	0.051232	0.041255	0.22166	0.089577	0.056549	0.043485	0.062977	0.11809	0.073375	0.058179	0.08321	0.81879	0.06192	0.074068	0.070873	0.069058	0.063469	0.17625	0.053642	0.066777	0.050617
Meth__cg21602160__AOC3	0.11882	0.10507	0.35813	0.52162	0.085511	0.34316	0.16892	0.82081	0.37593	0.18767	0.29037	0.78503	0.27364	0.12308	0.25571	0.20615	0.44181	0.16472	0.073569	0.14726	0.55568	0.32335	0.31855	0.11785	0.24326	0.10149	0.12325	0.28906	0.13469	0.10513	0.14666	0.056917	0.14286	0.11211
Meth__cg07378350__GDF5	0.54505	0.049725	0.94347	0.80505	0.11172	0.92972	0.79963	0.82574	0.27155	0.069669	0.36406	0.49491	0.61789	0.079766	0.24268	0.26573	0.73576	0.42381	0.4	0.14908	0.086694	0.83013	0.17538	0.093576	0.22653	0.069715	0.071293	0.070783	0.87844	0.052065	0.61665	0.075387	0.07062	0.059329
Meth__cg03258472__CRB3	0.079784	0.11564	0.49767	0.46442	0.14385	0.89658	0.16443	0.12442	0.11025	0.086542	0.68613	0.44686	0.54194	0.063409	0.11977	0.3015	0.61983	0.27618	0.58603	0.23197	0.89445	0.86654	0.19307	0.18168	0.41737	0.13792	0.10496	0.078814	0.87862	0.12707	0.11371	0.095326	0.08574	0.086335
Meth__cg27560292__TAF10	0.073045	0.10904	0.6108	0.19076	0.18066	0.093559	0.10337	0.16974	0.17832	0.28585	0.69145	0.78546	0.28444	0.16406	0.1916	0.10928	0.088142	0.072573	0.32015	0.20747	0.6083	0.55305	0.63949	0.094704	0.49239	0.27938	0.044828	0.063535	0.056665	0.18547	0.53522	0.10171	0.14944	0.076317
EA_G__SELENBP1	9.3821	11.1376	7.9104	9.1265	9.3341	5.4145	10.1056	5.6859	8.0894	8.0519	8.1768	7.0976	7.4304	10.2276	10.3951	5.9801	5.5176	9.058	5.8776	10.0174	5.6347	7.434	9.528	10.4363	10.1032	10.6142	5.3724	6.0275	6.422	9.591	9.8577	8.6891	10.0604	10.8426
Meth__cg13526007__LRFN5	0.44371	0.053142	0.82288	0.22045	0.054878	0.077474	0.42909	0.74563	0.078052	0.066157	0.81977	0.85844	0.75084	0.84123	0.071568	0.61867	0.1192	0.27837	0.069556	0.49383	0.062395	0.69951	0.071872	0.14764	0.37485	0.12695	0.055329	0.38422	0.068207	0.062457	0.11578	0.52229	0.06346	0.10288
Meth__cg21832243__TTC3	0.13711	0.23406	0.60887	0.15828	0.12552	0.37517	0.15572	0.62452	0.12283	0.13416	0.2152	0.59431	0.81122	0.14937	0.13027	0.82389	0.63473	0.36332	0.16294	0.17234	0.70032	0.29372	0.17443	0.27817	0.14617	0.1795	0.11292	0.15256	0.19602	0.19129	0.16153	0.13714	0.092547	0.21091
Meth__cg21712685__UNQ3045	0.046434	0.04306	0.50889	0.058518	0.041605	0.61885	0.093688	0.14421	0.031645	0.042702	0.045603	0.064123	0.39538	0.057493	0.038326	0.86026	0.039921	0.11903	0.11086	0.060668	0.17914	0.041079	0.038582	0.078509	0.18845	0.079435	0.04887	0.038831	0.060926	0.039312	0.039876	0.042503	0.045876	0.043031
EA_G__C20orf54	7.8454	7.0549	7.58	8.7599	8.2466	4.561	7.0352	7.1855	6.3617	5.81	5.7621	7.8136	6.9528	7.1588	8.6817	6.6259	4.5418	9.0217	4.4105	5.5658	4.7941	5.1877	8.0301	7.9836	7.323	7.5251	5.0305	5.8399	4.8263	7.281	7.4639	8.2019	7.7561	8.9315
EA_G__CDKN1A	7.6223	5.6813	6.1515	6.4516	8.1183	5.5956	5.843	7.4914	7.5622	6.0874	5.8016	7.1044	6.6212	6.0946	5.4977	7.7513	5.5767	6.2617	6.6892	7.4505	6.1198	6.1107	7.3511	5.8232	6.166	5.8865	6.8653	5.5836	6.0481	7.0882	5.8646	6.8521	6.7727	7.4713
Meth__cg07443748__CESK1	0.88322	0.12393	0.65753	0.84947	0.55211	0.052044	0.71624	0.48532	0.16396	0.61206	0.69543	0.14883	0.098286	0.041842	0.20245	0.44559	0.60145	0.02948	0.031988	0.83665	0.1331	0.03965	0.64572	0.079212	0.11724	0.052074	0.078189	0.045546	0.11852	0.15757	0.16906	0.18858	0.45057	0.61666
Meth__cg23213170__FCMD	0.044025	0.042392	0.039503	0.042334	0.03013	0.036857	0.037335	0.64723	0.031051	0.035197	0.044009	0.046275	0.084358	0.037211	0.047234	0.043482	0.025228	0.066282	0.036405	0.036382	0.035542	0.081757	0.036998	0.077751	0.075469	0.058575	0.036912	0.03947	0.039117	0.033399	0.040235	0.046911	0.03638	0.038733
EA_G__DDAH1	8.2975	8.0848	8.152	6.8764	7.1266	8.5481	6.7475	7.913	5.1987	7.6054	7.5138	8.2456	7.3184	7.7187	7.9016	7.528	8.1061	7.6799	9.8182	7.2951	7.6619	10.0483	7.3886	8.5508	7.5272	8.303	7.6419	6.6042	8.2063	7.7275	8.0472	7.3595	7.8989	7.4722
EA_G__C6orf145	5.4036	8.3998	8.4855	5.2388	7.33	9.3274	4.84	7.6627	6.9175	6.1149	7.5599	7.8633	9.6262	6.116	8.7077	9.2521	7.4843	8.2029	8.7651	5.2908	9.2975	7.5824	7.0897	5.7131	5.997	8.6844	8.3425	8.6219	8.6442	9.1234	6.0272	7.1796	7.373	6.837
EA_G__GADD45A	6.0251	6.3877	7.29	6.2489	5.8731	7.0816	5.5713	7.2169	6.2905	5.5842	6.46	8.8588	7.7404	5.9186	5.5864	7.7197	6.6974	6.4102	8.2647	6.2982	7.206	6.8756	5.9687	6.3753	6.3945	6.1844	8.4067	6.1507	8.2315	7.382	5.9993	5.571	5.8913	6.1594
Meth__cg12412075__LIN7B	0.019378	0.031262	0.038968	0.1419	0.019518	0.028455	0.022231	0.38747	0.016206	0.056106	0.021103	0.64663	0.54823	0.011108	0.018942	0.19133	0.18421	0.017532	0.023797	0.028873	0.96065	0.915	0.04263	0.037757	0.040571	0.052665	0.016518	0.029959	0.043306	0.01903	0.016792	0.035726	0.022361	0.021049
EA_G__PADI2	9.3092	9.1245	7.7046	9.5608	7.5274	5.5554	5.7804	6.8087	8.7344	6.6508	5.4932	7.8027	6.5577	8.483	9.4405	7.8639	5.5305	9.7534	5.6336	6.5501	5.4501	5.6259	9.952	10.1818	6.4141	8.6201	6.0273	6.5008	5.8087	8.2646	9.4022	7.0662	8.0231	10.3101
Meth__cg23043245__PACSIN1	0.10604	0.39894	0.066006	0.23683	0.097404	0.87053	0.20087	0.7753	0.0815	0.11653	0.83579	0.32098	0.74439	0.075942	0.091923	0.57078	0.13206	0.22747	0.24129	0.14394	0.8777	0.84703	0.095973	0.12243	0.30105	0.50857	0.69998	0.35531	0.29351	0.069297	0.88876	0.2289	0.12467	0.59248
Meth__cg17226343__DIRAS1	0.073719	0.069567	0.79199	0.45801	0.076869	0.44702	0.11198	0.68519	0.068014	0.11589	0.067736	0.8333	0.51135	0.15119	0.075761	0.22563	0.10605	0.16732	0.12422	0.57417	0.46011	0.57161	0.48836	0.1201	0.73187	0.1195	0.0819	0.084456	0.40484	0.057742	0.31727	0.15978	0.52374	0.15594
EA_G__RNF145	8.2864	8.9906	7.8601	5.9042	6.4469	8.2399	3.6986	8.1927	6.4509	6.8288	6.957	7.931	8.2957	7.1362	6.8248	7.964	8.0655	8.2727	9.2999	5.8841	8.7718	8.5754	5.0477	9.0789	5.5689	8.0365	8.8456	9.6135	7.7868	8.1719	8.3063	7.5792	6.3729	6.331
Meth__cg12402251__CALB1	0.60789	0.065808	0.24499	0.10834	0.093942	0.47137	0.19416	0.96436	0.017414	0.013468	0.43975	0.64721	0.46746	0.016957	0.0647	0.053291	0.18838	0.12311	0.11717	0.097855	0.019125	0.58601	0.015951	0.033726	0.31662	0.038449	0.017562	0.33859	0.39124	0.19483	0.14876	0.026089	0.021576	0.021415
Meth__cg20001829__TMEM25	0.20053	0.032306	0.82639	0.39257	0.09387	0.32354	0.44295	0.12943	0.12191	0.12155	0.9362	0.85649	0.51803	0.10206	0.09477	0.25627	0.10046	0.37048	0.48599	0.91296	0.53025	0.77817	0.10785	0.16091	0.13214	0.138	0.07416	0.071724	0.63033	0.075525	0.10321	0.15079	0.057824	0.1141
EA_G__FMNL2	4.0253	5.0374	5.7022	4.32	4.6838	6.8369	4.8322	7.2053	7.5584	5.597	6.4228	7.5557	7.599	5.5222	6.2067	7.1766	7.6335	5.0551	6.8236	5.0364	6.5388	6.9875	4.9813	3.8189	4.6063	5.199	8.2269	6.307	6.8317	6.313	5.0518	4.1588	5.4521	5.0902
EA_G__EEF1A2	8.724	10.195	10.7909	10.1908	10.7744	7.0377	10.2507	7.8491	6.0991	9.0378	6.769	8.2178	9.52	9.0043	6.3966	6.868	8.5526	7.5921	8.032	10.7881	9.2038	8.1047	10.1051	7.9425	9.8692	7.5646	6.6486	9.7901	7.7531	9.8363	7.4054	10.1629	9.1895	11.0605
Meth__cg05203877__SLC8A3	0.90119	0.081107	0.60155	0.071727	0.059163	0.58046	0.11676	0.65611	0.063997	0.073114	0.29389	0.071146	0.43177	0.17981	0.074624	0.055143	0.079731	0.16811	0.091623	0.077607	0.084979	0.86899	0.06669	0.14165	0.83245	0.085553	0.0531	0.060961	0.064823	0.047765	0.67339	0.1353	0.087621	0.068591
Meth__cg18106189__C18orf1	0.026516	0.051027	0.64884	0.030204	0.035814	0.49304	0.034608	0.036079	0.025661	0.027936	0.044272	0.033412	0.21957	0.032724	0.02497	0.027585	0.027325	0.10706	0.035686	0.043598	0.031554	0.93391	0.036213	0.039693	0.058257	0.036348	0.024485	0.39697	0.070557	0.028119	0.089649	0.060435	0.031577	0.023076
Meth__cg05860890__KCNV1	0.52731	0.50177	0.23228	0.39202	0.050959	0.58349	0.8508	0.69867	0.046065	0.62158	0.73457	0.4566	0.44474	0.73626	0.18302	0.42856	0.1315	0.10165	0.070875	0.070815	0.088568	0.81575	0.071237	0.083616	0.66476	0.56133	0.4184	0.48931	0.44972	0.060594	0.31433	0.12146	0.4123	0.52663
EA_G__AYTL1	7.3451	7.1032	8.8434	3.4912	7.2213	3.721	7.3811	9.2522	5.1033	6.6586	6.4997	8.9295	9.0577	4.2716	5.3034	7.8978	7.0226	8.0966	7.8892	6.1771	7.8299	7.7667	4.106	9.037	5.5384	7.0446	7.5085	8.2262	7.7642	7.9989	7.3574	5.8654	7.7288	5.2961
Meth__cg27241190__RND1	0.046199	0.038826	0.048149	0.059522	0.031498	0.47618	0.042731	0.057056	0.119	0.04963	0.93492	0.0497	0.055346	0.02895	0.099099	0.59172	0.0436	0.19753	0.042664	0.046371	0.044707	0.06575	0.043901	0.046271	0.070108	0.054843	0.03683	0.043084	0.042987	0.037641	0.085134	0.031717	0.041987	0.05387
Meth__cg07710481__SLITRK5	0.078049	0.11466	0.70428	0.6823	0.06862	0.045234	0.10179	0.14117	0.15576	0.10058	0.75758	0.1819	0.47392	0.05672	0.10762	0.16964	0.0598	0.056379	0.29091	0.12847	0.063995	0.13333	0.66206	0.13561	0.7516	0.11297	0.074432	0.066684	0.76463	0.029871	0.6327	0.12739	0.10238	0.076427
Meth__cg15572787__RTDR1	0.031867	0.025735	0.061297	0.035472	0.031032	0.95346	0.029957	0.025965	0.027903	0.038486	0.10515	0.33155	0.41423	0.020937	0.036642	0.12852	0.0809	0.05818	0.051847	0.058088	0.073114	0.061173	0.037643	0.047733	0.054608	0.073011	0.027211	0.033738	0.030244	0.03556	0.21142	0.069988	0.028413	0.047616
Meth__cg10615091__FAM13C1	0.037463	0.036621	0.12528	0.040756	0.026686	0.034765	0.056185	0.61462	0.035829	0.046943	0.07242	0.19423	0.15765	0.029225	0.041591	0.075094	0.032194	0.070264	0.037112	0.045501	0.046067	0.056137	0.047859	0.061135	0.065112	0.050747	0.049629	0.045734	0.040191	0.034561	0.34877	0.076758	0.051734	0.045805
Meth__cg19799744__ENPP5	0.055069	0.031166	0.74929	0.03344	0.039153	0.91254	0.039288	0.02116	0.083871	0.0451	0.20477	0.041393	0.1116	0.065975	0.042998	0.048122	0.11803	0.078211	0.071251	0.045432	0.1773	0.43944	0.050625	0.046424	0.34024	0.0753	0.029887	0.032526	0.1542	0.030646	0.040398	0.039582	0.040293	0.064056
EA_G__PSTPIP2	8.1593	6.3706	3.5291	7.6426	7.4955	6.6895	7.2941	7.4507	7.6004	5.7749	6.4943	6.3866	7.652	8.1594	5.1606	7.4375	6.6511	7.1926	6.3224	6.3679	6.8034	4.9291	6.9576	6.2978	7.5041	7.2658	4.4207	4.512	4.9834	5.7917	3.9841	7.5519	7.4189	8.2947
EA_G__GPRC5B	4.9745	6.388	8.1964	6.1617	6.2748	6.497	5.2667	6.0606	6.7039	4.8034	7.9743	7.5867	8.3264	7.0387	7.6177	6.3867	5.3386	7.5323	7.0233	5.3699	7.6679	4.6996	6.5032	6.9632	5.7648	6.2546	5.117	5.209	6.388	6.2985	5.6048	5.5162	5.5363	6.325
Meth__cg01879488__CD44	0.093921	0.044484	0.066613	0.56807	0.59692	0.054119	0.88796	0.046084	0.60997	0.046086	0.053477	0.11229	0.054219	0.052705	0.54654	0.042188	0.050434	0.13217	0.05092	0.077083	0.045385	0.066082	0.068665	0.076867	0.8244	0.093854	0.040428	0.022334	0.047302	0.059101	0.55405	0.087183	0.075409	0.16507
Meth__cg18858343__UNC5B	0.020337	0.023596	0.052448	0.021707	0.023622	0.22676	0.028453	0.048121	0.02223	0.13355	0.048343	0.032615	0.45782	0.02202	0.023976	0.023816	0.019938	0.062786	0.025177	0.023077	0.029357	0.099785	0.026126	0.029837	0.042728	0.043392	0.02812	0.032224	0.025081	0.024482	0.01994	0.056367	0.033082	0.026877
Meth__cg00292662__LGALS1	0.053644	0.16456	0.056186	0.14659	0.065405	0.037183	0.045059	0.039776	0.033552	0.066745	0.043177	0.060235	0.071709	0.031975	0.056345	0.036909	0.038611	0.079734	0.031378	0.38293	0.047001	0.078754	0.10599	0.05928	0.13099	0.07959	0.042994	0.036419	0.042809	0.045981	0.04278	0.054889	0.044615	0.31603
EA_G__MAP1B	4.0691	4.1506	5.5635	4.4828	4.4376	7.3859	4.0451	7.1683	6.6007	4.3324	4.8655	5.2252	5.1172	6.0937	4.0538	6.0101	7.7143	6.2577	8.7705	5.0935	7.836	7.159	4.158	5.8074	4.7968	4.2089	8.0577	4.7129	8.5112	6.5307	4.2357	4.0326	4.3419	4.0378
EA_G__GPD1L	7.1581	8.4613	5.3985	8.9161	7.7328	6.4188	7.7827	6.2488	5.9624	7.4073	6.0314	6.7928	7.0246	7.647	9.6036	7.1174	6.939	6.6889	6.1596	8.5606	6.3214	6.7807	8.9259	7.8841	8.5556	8.1451	6.377	7.0466	7.118	7.3485	8.142	7.77	7.872	8.385
Meth__cg25729068__MTAC2D1	0.043736	0.042711	0.065976	0.040705	0.062532	0.45352	0.055631	0.10696	0.12297	0.04501	0.061615	0.084744	0.16591	0.042383	0.11036	0.043988	0.086904	0.068333	0.045651	0.042796	0.075656	0.24331	0.046327	0.063142	0.080898	0.0752	0.045063	0.035001	0.058481	0.03951	0.058308	0.025587	0.047828	0.041266
EA_G__EIF5A2	5.0671	6.2951	7.8413	5.3636	5.4876	7.0288	3.9816	6.5229	4.6112	6.0151	6.4365	8.5671	6.6962	4.3065	4.1127	7.1292	7.9963	5.1445	8.1412	6.2623	7.3762	6.8793	3.7667	4.1613	4.6846	5.9985	6.7265	6.2262	7.4626	4.3927	4.1756	6.6644	4.8266	4.4717
EA_G__CLIC3	7.0648	8.1927	8.3041	6.5415	7.5044	6.185	7.7296	6.0092	6.5107	10.0641	6.4205	6.8843	6.2405	6.6602	8.2096	5.9382	5.5997	7.1404	5.8165	7.7337	5.9123	5.9865	8.6685	6.9106	8.6884	8.286	6.2981	6.7925	6.6261	7.3727	7.0178	9.8811	8.4713	7.4439
Meth__cg21859434__CXCR4	0.21883	0.18397	0.11052	0.024599	0.026005	0.94208	0.028216	0.013046	0.023924	0.026126	0.8329	0.051084	0.5378	0.020264	0.027483	0.14199	0.027733	0.3169	0.029496	0.024364	0.031665	0.89604	0.025663	0.062981	0.032588	0.042498	0.02079	0.033734	0.87231	0.020218	0.87619	0.071086	0.030983	0.038267
EA_G__DUSP6	9.8728	5.2274	7.0322	9.4609	7.1006	5.9895	4.9247	5.8978	4.2526	5.5236	4.7839	7.3352	8.9962	7.6982	6.4023	7.7043	5.4817	5.005	7.6371	5.4104	6.56	10.3426	5.7494	8.1152	9.5996	5.0428	6.9765	6.9249	6.2371	11.5639	11.3319	6.2762	7.5986	5.0224
Meth__cg09059945__MEST	0.95127	0.038861	0.081911	0.17879	0.042301	0.93668	0.48827	0.58986	0.36752	0.047879	0.95195	0.48067	0.50349	0.028839	0.27301	0.93373	0.038409	0.88687	0.36397	0.045128	0.81744	0.51158	0.05598	0.10589	0.1557	0.050842	0.61818	0.94111	0.069753	0.045268	0.9252	0.8491	0.066809	0.059116
EA_G__C3	11.1381	4.8038	5.7921	4.907	4.8165	5.0298	4.8716	10.3847	6.4352	4.7003	11.1099	9.6805	5.2872	5.1273	8.1162	8.8543	5.0106	10.7164	5.3388	5.0779	5.4559	4.8816	4.7966	5.3727	5.5679	5.181	5.009	12.2114	8.5831	5.6334	5.676	6.1862	5.3649	4.9409
Meth__cg03160740__VIPR1	0.093005	0.080052	0.54206	0.11252	0.22027	0.84787	0.13392	0.1234	0.43309	0.067363	0.16082	0.16407	0.13815	0.28135	0.41646	0.54279	0.40417	0.23208	0.58672	0.11759	0.30774	0.14144	0.093679	0.070031	0.14282	0.1167	0.10994	0.09667	0.25902	0.046761	0.0489	0.069621	0.044773	0.16847
Meth__cg07551659__CGNL1	0.03046	0.027105	0.69424	0.037114	0.0407	0.95599	0.042041	0.68906	0.028179	0.03312	0.034614	0.028121	0.31959	0.024662	0.025374	0.042962	0.033854	0.090825	0.54186	0.066807	0.114	0.63664	0.031108	0.037201	0.63793	0.029644	0.083186	0.040763	0.045212	0.034567	0.95315	0.099018	0.038278	0.041877
EA_G__ZNF91	7.3303	3.247	6.062	7.8296	7.4681	6.727	7.5761	3.3515	7.7064	8.1863	5.334	5.7455	6.6532	6.9867	5.1995	6.3693	6.45	6.2166	5.176	7.1203	7.1255	4.4042	7.5935	7.4691	5.4573	3.5138	6.2806	7.0586	4.4679	6.6549	5.2976	6.0909	7.1857	6.8157
Meth__cg02409282__ULBP1	0.25301	0.056022	0.061949	0.11258	0.27512	0.87054	0.075008	0.057817	0.065631	0.10596	0.55532	0.068321	0.82939	0.1824	0.11399	0.37607	0.048725	0.12992	0.074518	0.069638	0.07149	0.83489	0.067555	0.11665	0.16518	0.10015	0.046769	0.05008	0.1043	0.055794	0.60917	0.1334	0.080824	0.080195
Meth__cg00504595__TNFRSF19	0.84773	0.10349	0.88679	0.36793	0.099263	0.66939	0.17391	0.71858	0.081712	0.13642	0.54895	0.11405	0.45973	0.10064	0.070509	0.29817	0.8452	0.084654	0.63305	0.12411	0.35073	0.35368	0.62945	0.1437	0.2797	0.070363	0.17726	0.84055	0.10573	0.065212	0.40501	0.17208	0.11147	0.19208
EA_G__DCBLD2	8.5471	4.4849	10.0473	7.708	6.5121	9.4737	3.6511	8.2451	7.0105	3.6162	7.8489	9.1965	9.857	7.8921	8.0481	9.6844	9.6487	8.7991	10.7754	6.7617	10.5443	9.4729	7.8692	3.5968	6.9997	6.6151	9.3028	7.7366	9.0471	7.7637	7.4904	8.1841	8.5023	7.8199
Meth__cg09197965__TUBA1	0.043133	0.044593	0.25205	0.052695	0.032588	0.13339	0.047072	0.1055	0.040482	0.051316	0.075599	0.064175	0.16451	0.032524	0.04078	0.88945	0.02933	0.048608	0.036206	0.049412	0.047515	0.080431	0.043292	0.092178	0.099136	0.080367	0.047384	0.036665	0.027641	0.037008	0.40759	0.10526	0.045907	0.053112
Meth__cg06973760__NFATC1	0.026659	0.034355	0.067961	0.050539	0.035468	0.68325	0.036838	0.024909	0.037539	0.042823	0.042099	0.31619	0.20018	0.028993	0.031522	0.12778	0.018161	0.044193	0.02771	0.047183	0.05996	0.087273	0.041752	0.04842	0.043722	0.045161	0.030218	0.030586	0.080671	0.026032	0.035688	0.046819	0.043404	0.027479
EA_G__COTL1	5.9198	7.0348	10.274	6.6603	7.9471	8.8765	6.1352	8.5549	7.4247	7.2202	7.2821	9.7896	9.7695	6.152	6.8316	9.2709	9.1656	9.3668	8.8264	7.0144	7.8644	8.3797	6.4174	5.9237	7.2764	7.4072	7.7958	7.976	9.0746	7.4659	7.2679	7.4007	7.0112	6.5166
Meth__cg00828602__WNT5A	0.070454	0.062573	0.066089	0.22455	0.095627	0.16773	0.097	0.16989	0.086671	0.10079	0.15365	0.069598	0.20235	0.11975	0.12104	0.29112	0.078195	0.097623	0.058729	0.14772	0.09727	0.1483	0.068354	0.17479	0.13837	0.13583	0.055947	0.055261	0.082193	0.058929	0.89483	0.14621	0.081666	0.059196
Meth__cg01808706__ITPKA	0.03035	0.024838	0.8729	0.094394	0.029028	0.048468	0.027693	0.021474	0.025536	0.038242	0.63045	0.061132	0.45974	0.023526	0.023573	0.033562	0.09697	0.040145	0.38602	0.035634	0.26463	0.84462	0.033178	0.051586	0.085485	0.046458	0.044041	0.02075	0.69616	0.022701	0.70636	0.055365	0.04036	0.038
Meth__cg14564494__CBR3	0.082028	0.18794	0.16086	0.099128	0.10106	0.78766	0.092253	0.16199	0.22255	0.087619	0.56528	0.61336	0.62535	0.1609	0.23631	0.55364	0.12443	0.2036	0.12029	0.088662	0.59878	0.14941	0.13045	0.16185	0.31541	0.39152	0.40798	0.090118	0.11611	0.13084	0.35116	0.19681	0.062555	0.19244
Meth__cg03549127__GCA	0.10905	0.063899	0.09792	0.10018	0.10118	0.75505	0.11784	0.29885	0.10658	0.082001	0.63793	0.13311	0.091641	0.071341	0.13717	0.11522	0.056771	0.16108	0.10489	0.10017	0.082023	0.13003	0.10425	0.10682	0.13865	0.081766	0.090182	0.30441	0.11147	0.058865	0.077214	0.12718	0.11079	0.088728
