Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg08651674__RREB1	0.039981	0.050356	0.043263	0.039015	0.034668	0.038743	0.77748	0.043731	0.048246	0.047026	0.044628	0.043281	0.042006	0.042873	0.04284	0.06013	0.045472	0.049563	0.040111	0.045674	0.055567	0.05513	0.067212	0.04227	0.062188	0.053315	0.070848	0.059956	0.058511	0.045683	0.032544	0.058411	0.035355	0.085338	0.039392	0.045139	0.047315
U133A__MLLT11	6.2166	5.4252	5.4761	5.4696	9.2362	5.5842	5.7505	6.2622	6.0969	5.7778	5.6596	5.1106	5.3868	5.5513	9.7364	5.8626	8.5124	5.5678	5.6979	8.2225	8.9305	5.5103	5.6819	8.5691	7.7028	7.9421	5.7603	7.4782	7.9219	7.7591	5.4643	5.3271	5.7609	6.4866	6.123	5.5322	5.3209
Meth__cg24341236__MTCP1	0.47031	0.023812	0.028471	0.037464	0.024789	0.031663	0.26944	0.025621	0.027359	0.036051	0.043588	0.034425	0.034388	0.45031	0.41042	0.060484	0.026029	0.020874	0.025317	0.54323	0.024509	0.4911	0.08364	0.026888	0.065845	0.36917	0.040748	0.54193	0.018999	0.40707	0.02329	0.019662	0.26193	0.075969	0.61201	0.35161	0.031114
U133A__RAI14	5.8045	6.8528	7.6505	6.5191	7.1977	6.3754	6.2722	5.5801	7.0817	6.0818	5.9586	7.2175	4.9184	8.4573	6.3942	8.6065	6.5584	5.6957	5.9513	5.9509	8.3284	6.7127	7.995	7.088	4.6179	5.8292	6.033	4.3547	5.7551	7.8314	6.3683	4.7881	6.0277	5.7235	6.4105	4.2361	5.793
Meth__cg10730712__COL23A1	0.69007	0.024966	0.5511	0.60853	0.76523	0.75736	0.43375	0.030663	0.87947	0.036525	0.11489	0.54363	0.2271	0.035594	0.03794	0.048535	0.037881	0.71602	0.76964	0.75906	0.34742	0.24145	0.90818	0.044459	0.17611	0.91498	0.051237	0.022496	0.036405	0.31187	0.32578	0.020853	0.9729	0.11895	0.53539	0.28695	0.030493
Meth__cg22674717__SALL1	0.83	0.027683	0.91805	0.82142	0.42428	0.58124	0.67567	0.058691	0.093481	0.79281	0.53909	0.3278	0.070458	0.031893	0.058559	0.069131	0.030022	0.90403	0.94086	0.06232	0.04634	0.78564	0.75325	0.72147	0.071266	0.84567	0.042171	0.089929	0.11766	0.039576	0.029684	0.15565	0.036499	0.065364	0.87831	0.40983	0.11469
Meth__cg26616347__IRF5	0.14677	0.058382	0.38473	0.33128	0.81039	0.2491	0.84899	0.12392	0.13907	0.73231	0.76733	0.31242	0.10286	0.31604	0.29645	0.098395	0.1091	0.40374	0.1771	0.75665	0.47389	0.41427	0.46016	0.18779	0.094738	0.11156	0.06692	0.60522	0.12047	0.055207	0.62283	0.041242	0.19644	0.17922	0.58015	0.31227	0.45994
Meth__cg10822172__CREB5	0.29674	0.04953	0.21504	0.128	0.1405	0.15324	0.64048	0.067411	0.1457	0.23612	0.44351	0.68499	0.10202	0.2327	0.35853	0.13978	0.086753	0.091725	0.11935	0.87467	0.10404	0.1292	0.28478	0.1395	0.14243	0.17241	0.12219	0.11268	0.1568	0.17991	0.50757	0.097386	0.67446	0.19578	0.17871	0.10541	0.081254
Meth__cg17773950__IGF2AS	0.42903	0.055883	0.58901	0.098246	0.32571	0.27331	0.48893	0.065234	0.076214	0.58555	0.76724	0.41506	0.059686	0.055702	0.32811	0.13711	0.33661	0.82642	0.44181	0.07161	0.055131	0.44401	0.76673	0.075557	0.087146	0.83494	0.078018	0.047588	0.45769	0.12432	0.043988	0.046278	0.19644	0.53664	0.74262	0.053325	0.05472
Meth__cg27519236__KIFC3	0.10299	0.91867	0.88716	0.71866	0.032391	0.5963	0.037754	0.037947	0.041388	0.049771	0.03909	0.91267	0.06246	0.037426	0.029542	0.1546	0.036692	0.92174	0.89375	0.047158	0.049547	0.059077	0.10197	0.85888	0.084071	0.84109	0.43408	0.028421	0.02837	0.033542	0.9424	0.42552	0.94481	0.83829	0.39809	0.92052	0.89771
U133A__PAPSS2	7.0707	5.8816	3.9695	5.3602	6.6711	3.8394	4.8937	4.6984	3.9281	5.1435	3.971	6.3733	4.9065	3.897	5.6995	8.2559	6.008	6.3637	6.5578	3.9412	7.408	6.6677	8.8003	6.8324	5.2034	4.2712	5.4182	4.7146	5.0383	4.0733	11.0443	7.0197	7.4545	6.4273	9.8404	8.3648	5.2131
Meth__cg26450866__KCNA7	0.92992	0.029783	0.90152	0.21574	0.928	0.91957	0.045822	0.05275	0.038762	0.89627	0.048724	0.77996	0.042008	0.64038	0.051125	0.067629	0.67558	0.45337	0.33932	0.7392	0.78589	0.94928	0.86947	0.91423	0.083401	0.86319	0.057572	0.042269	0.039778	0.10207	0.12793	0.032644	0.67489	0.066625	0.057512	0.20249	0.72036
U133A__DDHD2	5.7329	5.1869	5.7385	6.3218	7.3764	7.6679	5.7755	7.0075	6.4243	6.4252	5.7536	5.0022	5.3877	4.7849	8.2977	5.5132	5.3983	4.8431	5.0398	9.4371	6.2164	4.9926	5.8959	7.1894	5.1896	5.0304	5.7845	5.3218	6.174	6.0806	6.4773	5.8549	8.5294	5.6816	7.1608	6.7111	8.0634
Meth__cg06627364__MGC4677	0.042537	0.039036	0.037544	0.45822	0.041134	0.15632	0.030711	0.039331	0.049287	0.04623	0.040006	0.089862	0.03941	0.048011	0.036473	0.059359	0.029481	0.032512	0.045604	0.60303	0.040337	0.035216	0.065539	0.048069	0.062225	0.098536	0.059527	0.041846	0.033956	0.041188	0.041446	0.040266	0.036632	0.1218	0.050689	0.048356	0.15266
Meth__cg05769161__B4GALNT3	0.084152	0.063291	0.91161	0.086316	0.94607	0.10674	0.38667	0.052327	0.049691	0.071288	0.10787	0.13257	0.06	0.051946	0.11121	0.11055	0.2229	0.088777	0.097242	0.093193	0.11074	0.068613	0.92315	0.061646	0.20119	0.12965	0.094615	0.035299	0.0571	0.10526	0.049098	0.047312	0.20694	0.057005	0.0855	0.069481	0.21815
Meth__cg02678356__ZXDA	0.29701	0.043702	0.10362	0.056422	0.037763	0.075501	0.45734	0.054539	0.12074	0.081891	0.20761	0.1944	0.061081	0.24076	0.49635	0.055219	0.047721	0.057352	0.054584	0.10822	0.061154	0.30278	0.11519	0.31519	0.13309	0.18107	0.063474	0.060632	0.036862	0.046807	0.057	0.046909	0.16189	0.092453	0.065141	0.070534	0.062658
Meth__cg14314889__OR1E2	0.57682	0.033208	0.26345	0.64087	0.11834	0.15843	0.23179	0.079042	0.063533	0.41599	0.55985	0.16041	0.12291	0.23011	0.37169	0.14849	0.02276	0.10887	0.28114	0.85211	0.13736	0.39538	0.16138	0.035748	0.13947	0.15532	0.057372	0.032783	0.12302	0.055291	0.29395	0.026733	0.50192	0.045338	0.75214	0.21919	0.047609
Meth__cg07328579__GLT8D2	0.89446	0.035417	0.053583	0.055109	0.28226	0.8596	0.93261	0.050645	0.38882	0.81195	0.12394	0.91163	0.046385	0.8945	0.038966	0.13634	0.051303	0.60878	0.58289	0.91847	0.070252	0.29051	0.84888	0.82878	0.10679	0.80732	0.062691	0.87874	0.030431	0.041499	0.90122	0.068841	0.91305	0.035156	0.28207	0.57803	0.76585
Meth__cg26680127__MLCK	0.07862	0.03161	0.037413	0.11884	0.092675	0.045671	0.3473	0.044856	0.058072	0.07127	0.18304	0.13722	0.055831	0.059378	0.15606	0.10477	0.047948	0.083949	0.13431	0.52693	0.12393	0.2603	0.083847	0.056208	0.085907	0.0599	0.042087	0.031631	0.033278	0.026906	0.14425	0.020877	0.055097	0.046686	0.090101	0.052188	0.05754
Meth__cg11521325__FLJ32926	0.28701	0.051987	0.70159	0.5736	0.16098	0.18985	0.79586	0.15842	0.24987	0.31047	0.60519	0.20071	0.12292	0.18714	0.57895	0.10666	0.082371	0.40238	0.40775	0.66196	0.49883	0.80626	0.11307	0.145	0.079541	0.14745	0.12227	0.062955	0.1	0.072416	0.17326	0.044765	0.080756	0.44286	0.75243	0.18562	0.11095
Meth__cg00513467__KLHL9	0.10652	0.061969	0.077325	0.11533	0.060559	0.08204	0.08023	0.065372	0.066062	0.063381	0.089901	0.10493	0.075504	0.062686	0.077352	0.11599	0.063809	0.078778	0.079178	0.10135	0.061812	0.051561	0.57889	0.088019	0.15085	0.19628	0.058726	0.06986	0.050793	0.083452	0.071205	0.065652	0.054267	0.13298	0.075996	0.077366	0.062193
U133A__ARHGDIB	8.5293	8.1199	5.8842	6.4501	4.7304	4.7976	5.607	6.4063	8.0311	5.4551	9.2045	7.5589	10.3184	8.841	4.8659	9.2277	6.0753	4.7729	5.4535	5.0219	5.5393	10.2407	10.0378	9.1753	10.118	6.7721	8.9124	5.2272	8.2832	6.2232	9.5105	9.0231	7.7081	6.377	9.6437	8.9659	6.9107
Meth__cg07561400__ZC3HAV1	0.05779	0.057704	0.10133	0.063164	0.31245	0.068403	0.27357	0.044135	0.056464	0.099423	0.036697	0.073356	0.058342	0.083589	0.043841	0.10708	0.043266	0.041767	0.091932	0.070423	0.063122	0.034774	0.11894	0.057306	0.075423	0.10305	0.067546	0.033025	0.030328	0.041669	0.09223	0.044739	0.053208	0.047787	0.066797	0.058192	0.44775
Meth__cg14443380__SEMA7A	0.046933	0.030909	0.047135	0.073805	0.50841	0.050022	0.094988	0.038502	0.037365	0.06231	0.062726	0.071277	0.034151	0.047741	0.055607	0.083156	0.042327	0.076836	0.06675	0.052893	0.045596	0.11904	0.094359	0.072615	0.083132	0.19714	0.053222	0.043735	0.036619	0.040755	0.032419	0.028792	0.0436	0.058697	0.041771	0.043717	0.048338
Meth__cg07525445__TPM1	0.040436	0.9314	0.97081	0.044818	0.03134	0.062854	0.019769	0.022235	0.15522	0.025263	0.012668	0.38233	0.027029	0.025799	0.024241	0.1	0.021223	0.021206	0.026476	0.12565	0.039721	0.04146	0.97303	0.031055	0.064503	0.044802	0.048802	0.037262	0.031729	0.03153	0.16872	0.028207	0.95943	0.05081	0.048429	0.14994	0.084795
Meth__cg24820809__MB	0.05712	0.047509	0.0881	0.07863	0.82648	0.060538	0.46469	0.065563	0.092446	0.76487	0.24261	0.15926	0.05893	0.086324	0.828	0.13099	0.87805	0.25277	0.51405	0.10787	0.85248	0.051076	0.83832	0.075061	0.068209	0.11121	0.17373	0.48991	0.46529	0.89296	0.3884	0.045737	0.055263	0.059827	0.068192	0.047792	0.048207
U133A__MYBL1	4.1786	3.2174	3.9001	4.7679	9.1908	7.7161	7.5343	6.7188	7.7789	5.5451	3.8436	5.3119	5.9194	5.2875	6.3972	6.3711	6.4187	4.9238	5.6882	8.1351	7.2197	5.1224	7.4962	5.1765	5.8498	3.5382	3.6408	9.1344	4.1395	4.4723	3.8426	3.6467	4.8438	6.6299	6.5727	4.3772	5.5983
Meth__cg23910835__SFRP2	0.30301	0.070523	0.37448	0.21503	0.17463	0.20075	0.44089	0.067969	0.072834	0.44984	0.1105	0.17267	0.089004	0.2404	0.19606	0.24881	0.077012	0.092311	0.1344	0.3495	0.43317	0.3125	0.14959	0.22596	0.080456	0.24072	0.092015	0.083219	0.048535	0.078605	0.63636	0.050042	0.052525	0.071665	0.16108	0.094754	0.089463
Meth__cg05385377__TMEM51	0.24074	0.27722	0.078756	0.41854	0.61868	0.62256	0.21245	0.039417	0.45604	0.056117	0.030242	0.063114	0.072975	0.35251	0.03409	0.096687	0.22355	0.55106	0.54275	0.080689	0.5007	0.10193	0.16517	0.60126	0.098014	0.39074	0.16636	0.048656	0.049815	0.21393	0.47404	0.08948	0.37095	0.19448	0.10301	0.099321	0.12459
Meth__cg27543230__PPP2CA	0.32493	0.039769	0.043006	0.041733	0.29468	0.062128	0.027419	0.044084	0.06385	0.27349	0.22493	0.19027	0.046687	0.040275	0.029005	0.077652	0.03954	0.040807	0.047132	0.075323	0.17044	0.050675	0.50431	0.3241	0.063799	0.085887	0.10318	0.035413	0.029862	0.32687	0.072971	0.03189	0.034334	0.048459	0.043027	0.030675	0.047469
Meth__cg00105253__NUDT14	0.051858	0.050274	0.048915	0.18876	0.072745	0.052332	0.033378	0.053236	0.078517	0.041672	0.26043	0.042673	0.052408	0.048154	0.044478	0.083333	0.032647	0.038572	0.055229	0.2582	0.048796	0.05582	0.060703	0.10507	0.04577	0.070536	0.075732	0.044124	0.035238	0.045977	0.028202	0.054337	0.070107	0.032022	0.061714	0.043568	0.046191
Meth__cg04609859__HOXB4	0.93434	0.03755	0.044684	0.64059	0.031238	0.82236	0.87354	0.48533	0.42034	0.32749	0.94638	0.73548	0.41116	0.11962	0.030202	0.074571	0.44629	0.89809	0.69944	0.30421	0.28431	0.94034	0.75829	0.63583	0.04459	0.48567	0.070417	0.29009	0.036709	0.21774	0.38674	0.043763	0.048776	0.72442	0.10772	0.47201	0.83944
Meth__cg01204271__YBX2	0.049016	0.031265	0.062772	0.044086	0.9004	0.085525	0.026387	0.057888	0.085634	0.044797	0.10231	0.070261	0.057082	0.055036	0.033603	0.096017	0.18516	0.05338	0.034312	0.062911	0.033409	0.044734	0.98167	0.055402	0.10434	0.072435	0.069483	0.029286	0.033638	0.084415	0.029669	0.03837	0.02925	0.081839	0.063916	0.054745	0.052374
Meth__cg17804302__NKD1	0.043266	0.030803	0.037414	0.037835	0.12156	0.54028	0.036492	0.028317	0.03253	0.030339	0.032059	0.088512	0.038858	0.028554	0.083118	0.094805	0.027538	0.02308	0.042891	0.070719	0.039918	0.022839	0.48829	0.037069	0.042028	0.058516	0.047292	0.026518	0.025734	0.021714	0.028753	0.025486	0.025708	0.039904	0.030228	0.029355	0.035511
Meth__cg05337441__APOB	0.063603	0.030815	0.09165	0.30368	0.08168	0.11445	0.10999	0.033676	0.045242	0.36328	0.27217	0.32117	0.043726	0.11891	0.3442	0.047721	0.033098	0.040326	0.041781	0.63009	0.15179	0.098845	0.11382	0.046236	0.055731	0.11928	0.045032	0.052087	0.035091	0.035148	0.1219	0.036821	0.088126	0.089299	0.042382	0.039527	0.043158
U133A__NAMPT	5.9078	7.5425	7.6434	7.1369	7.5271	6.5232	5.9372	7.4207	5.6088	6.7065	7.3738	7.3141	6.6757	6.4502	6.6746	7.6402	5.828	7.1487	6.4945	5.6817	6.255	5.5494	8.1958	6.5858	6.2031	4.6505	6.4053	5.6559	8.4488	7.3949	6.9115	8.3478	7.0908	5.2057	6.5646	7.9709	6.2666
Meth__cg09416313__MATK	0.52985	0.12967	0.76161	0.47659	0.95567	0.5714	0.12879	0.034027	0.044586	0.64334	0.73746	0.7737	0.041145	0.95064	0.51679	0.10286	0.49633	0.11354	0.44718	0.082299	0.96598	0.076536	0.88714	0.51754	0.089373	0.93062	0.060795	0.086504	0.070634	0.048497	0.067893	0.090194	0.95994	0.084397	0.050105	0.21668	0.60054
U133A__ATP2C2	6.3307	6.2095	5.2594	6.78	4.7505	6.4084	5.4049	4.9367	6.2669	4.6402	6.105	5.0725	6.7137	6.1365	4.8823	5.9041	4.6599	6.1516	5.6878	5.0964	4.7406	6.6441	4.5629	6.3763	7.4543	5.9877	6.6966	5.0115	5.5817	4.528	7.6748	7.6835	6.0596	5.6751	6.1125	7.0079	5.4811
Meth__cg08798116__GPC4	0.55943	0.013466	0.015388	0.014791	0.75567	0.024142	0.2851	0.010792	0.11157	0.10287	0.018603	0.033422	0.010687	0.40336	0.50033	0.18054	0.010155	0.012205	0.020579	0.54472	0.50517	0.486	0.97172	0.018311	0.34702	0.60509	0.019042	0.57921	0.016738	0.57513	0.011948	0.011779	0.64284	0.056174	0.56409	0.43938	0.017183
Meth__cg21250577__ETFA	0.041983	0.038599	0.03206	0.026157	0.034259	0.051458	0.044092	0.040076	0.03987	0.048848	0.038333	0.080834	0.036263	0.49816	0.045615	0.074198	0.037296	0.031355	0.037648	0.60092	0.051269	0.024902	0.070266	0.030031	0.033443	0.08386	0.053055	0.028152	0.024847	0.031656	0.037898	0.022046	0.02929	0.084362	0.049428	0.044309	0.055059
Meth__cg24166097__NPM3	0.088623	0.12197	0.14269	0.074263	0.050821	0.081244	0.078624	0.1029	0.10826	0.10949	0.27509	0.7705	0.30916	0.079809	0.090545	0.14536	0.090708	0.043999	0.07428	0.064831	0.067081	0.06923	0.091625	0.07877	0.14247	0.15209	0.10381	0.086241	0.086689	0.088866	0.087317	0.92903	0.096934	0.23795	0.073978	0.93161	0.90764
Meth__cg14449051__SLC6A15	0.47961	0.032503	0.07644	0.60877	0.58759	0.92954	0.023437	0.041093	0.037269	0.03939	0.79152	0.88737	0.11145	0.047143	0.05061	0.072201	0.40353	0.822	0.53655	0.37304	0.036088	0.71211	0.89209	0.5379	0.057488	0.78953	0.06514	0.025614	0.026783	0.94123	0.68912	0.037269	0.3095	0.17969	0.39298	0.036308	0.032629
Meth__cg25714610__FAM3A	0.51103	0.028242	0.044244	0.04454	0.028866	0.042064	0.41045	0.029286	0.54132	0.032282	0.031669	0.046514	0.036544	0.33893	0.43008	0.10526	0.031804	0.026648	0.040521	0.51783	0.02682	0.45397	0.078941	0.035214	0.089437	0.25158	0.057009	0.40951	0.021488	0.41894	0.023199	0.036942	0.31019	0.064279	0.57711	0.29673	0.035787
Meth__cg08775230__C11orf52	0.15705	0.090283	0.11342	0.13866	0.60713	0.13002	0.09136	0.091926	0.1354	0.080691	0.24213	0.19243	0.062945	0.090618	0.67964	0.16026	0.29634	0.1241	0.14394	0.15735	0.57095	0.13317	0.60424	0.14157	0.18984	0.14716	0.1012	0.8496	0.08232	0.27826	0.079417	0.067185	0.11087	0.096774	0.072299	0.14078	0.16807
Meth__cg27032352__C21orf94	0.40069	0.073468	0.06773	0.6167	0.12116	0.39229	0.39763	0.27981	0.29751	0.16216	0.2605	0.20523	0.23665	0.13492	0.20809	0.13134	0.12285	0.084989	0.10967	0.79298	0.12854	0.72462	0.11471	0.30802	0.17554	0.50315	0.29741	0.046252	0.098029	0.10968	0.58196	0.064728	0.10033	0.23805	0.12384	0.31018	0.23063
Meth__cg03316864__B3GNT3	0.04218	0.031665	0.073398	0.91932	0.59156	0.70795	0.024448	0.081499	0.66438	0.052428	0.034838	0.5466	0.10725	0.59249	0.77986	0.086049	0.034308	0.43514	0.4807	0.76238	0.80883	0.064093	0.16492	0.088642	0.062223	0.78368	0.054525	0.55325	0.030823	0.54631	0.034476	0.025672	0.024791	0.35275	0.052625	0.38876	0.33673
Meth__cg12376406__FAM12B	0.24613	0.24563	0.63569	0.22391	0.032421	0.086803	0.92419	0.31644	0.065627	0.41231	0.7754	0.45369	0.21569	0.14298	0.075259	0.68987	0.0317	0.15275	0.0472	0.057054	0.066761	0.34233	0.046628	0.063189	0.066928	0.070482	0.34128	0.046184	0.071768	0.065265	0.077033	0.22601	0.077638	0.1577	0.0877	0.097845	0.10616
Meth__cg15900980__GPX1	0.040667	0.94337	0.053815	0.051706	0.029646	0.18086	0.028742	0.9451	0.45459	0.95722	0.095941	0.063996	0.9552	0.033965	0.038094	0.066721	0.1622	0.9691	0.96247	0.43895	0.90008	0.95744	0.055759	0.088757	0.056099	0.065529	0.92836	0.034062	0.033818	0.029214	0.9744	0.036206	0.86217	0.94103	0.94246	0.94083	0.93726
Meth__cg20281815__PSCA	0.056421	0.033802	0.044872	0.038144	0.97648	0.032376	0.11812	0.123	0.08489	0.67591	0.51153	0.095267	0.095583	0.66141	0.96341	0.36228	0.97049	0.057895	0.28945	0.92756	0.95753	0.17419	0.95598	0.046805	0.22074	0.69624	0.053354	0.96432	0.67051	0.89383	0.038165	0.028705	0.050204	0.92544	0.60073	0.3398	0.42364
Meth__cg23029193__FLJ39155	0.14869	0.041264	0.54127	0.58479	0.36013	0.71662	0.28395	0.30684	0.089672	0.56365	0.21963	0.55599	0.33232	0.47916	0.060385	0.11625	0.041774	0.62809	0.77559	0.44146	0.67241	0.096905	0.68809	0.49864	0.072701	0.57628	0.082112	0.12062	0.058442	0.082808	0.26665	0.06504	0.090561	0.048415	0.08476	0.21914	0.31202
Meth__cg00901493__YBX2	0.035067	0.036062	0.056282	0.60146	0.95157	0.047868	0.036085	0.04268	0.056777	0.047596	0.10758	0.090122	0.0475	0.32026	0.10358	0.1237	0.43951	0.034767	0.055342	0.070975	0.85617	0.055416	0.83843	0.43328	0.053123	0.10598	0.046332	0.50119	0.085473	0.95672	0.09875	0.04392	0.033836	0.076683	0.037995	0.051802	0.054314
U133A__SIDT2	5.8856	8.986	6.2933	7.3246	6.6145	6.7782	5.727	7.0085	7.2121	6.4307	6.8686	5.6188	8.9948	6.3065	6.9148	6.7901	5.7854	7.1027	6.6763	6.7265	7.3668	6.6904	6.4539	7.618	6.7863	7.0954	7.2985	7.8062	5.4073	6.5306	8.0395	7.2792	6.6182	7.7683	8.1148	7.4488	7.262
Meth__cg07068998__NRAS	0.047341	0.049213	0.39444	0.077123	0.041993	0.035095	0.11322	0.075717	0.09926	0.94866	0.11676	0.18759	0.60321	0.046591	0.036206	0.62382	0.036321	0.075417	0.07542	0.070721	0.051198	0.083115	0.069266	0.13345	0.78274	0.22168	0.059261	0.034575	0.35139	0.11533	0.94607	0.9318	0.43314	0.13612	0.91194	0.93361	0.93911
Meth__cg06284244__YES1	0.034375	0.036432	0.045707	0.36709	0.17488	0.051035	0.040193	0.05833	0.049049	0.041298	0.11014	0.060382	0.070032	0.080715	0.066159	0.087729	0.03327	0.037953	0.043939	0.50899	0.039004	0.26645	0.27204	0.05511	0.074011	0.073943	0.045776	0.030934	0.027105	0.063047	0.11671	0.033647	0.034122	0.067576	0.054389	0.045235	0.21098
Meth__cg03258472__CRB3	0.079784	0.11564	0.49767	0.46442	0.89658	0.16443	0.12442	0.11025	0.086542	0.68613	0.44686	0.54194	0.11977	0.3015	0.61983	0.27618	0.58603	0.31853	0.23197	0.1317	0.89445	0.092931	0.86654	0.19307	0.18168	0.41737	0.13792	0.10496	0.078814	0.87862	0.22324	0.12707	0.11371	0.095326	0.08574	0.086335	0.10793
Meth__cg15916628__ZNF579	0.095861	0.053042	0.52897	0.25998	0.83925	0.11582	0.78023	0.12223	0.06546	0.6025	0.47647	0.4974	0.1257	0.65217	0.53378	0.20199	0.27212	0.36003	0.3678	0.39849	0.65202	0.088502	0.41145	0.32094	0.20163	0.51963	0.080961	0.058166	0.48489	0.075974	0.36066	0.068801	0.17208	0.12271	0.070472	0.074426	0.21342
Meth__cg01151699__CACNG2	0.10254	0.052545	0.10389	0.072727	0.06527	0.46665	0.69083	0.14651	0.08121	0.11266	0.29098	0.37544	0.14156	0.058039	0.05928	0.12227	0.28694	0.061132	0.097848	0.43443	0.072393	0.045748	0.83529	0.062753	0.10342	0.74103	0.092317	0.062981	0.060345	0.074886	0.046089	0.044536	0.097116	0.095286	0.069349	0.086593	0.059938
Meth__cg17769238__H19	0.5687	0.056374	0.065951	0.058196	0.68583	0.058641	0.0857	0.044526	0.056429	0.2829	0.91749	0.08813	0.05686	0.048337	0.062036	0.080226	0.061436	0.045616	0.65488	0.2905	0.056617	0.3676	0.65721	0.064009	0.10131	0.10529	0.083783	0.04748	0.12101	0.068767	0.10757	0.051282	0.52315	0.10133	0.89238	0.077552	0.092923
Meth__cg23447996__SYK	0.13343	0.095417	0.10393	0.14174	0.55392	0.37867	0.55779	0.084544	0.10152	0.7121	0.168	0.098669	0.114	0.17038	0.43939	0.10948	0.085471	0.14679	0.096425	0.57126	0.41967	0.23115	0.34617	0.2493	0.17959	0.84099	0.26182	0.11554	0.30635	0.23107	0.75598	0.061028	0.15646	0.11242	0.08708	0.1058	0.12679
U133A__SH3BP5	4.5669	6.8751	7.6365	6.3726	5.3896	6.2074	5.7432	8.4108	7.7287	6.5201	6.0643	6.2105	6.5372	4.3785	6.5156	7.5147	5.231	8.6417	8.4431	6.9531	6.5498	6.6958	5.8189	7.3821	6.1776	6.3141	6.571	7.6624	5.2193	4.8949	6.9699	5.8436	6.8418	6.3893	7.6927	5.6068	6.8504
Meth__cg20947775__SCD5	0.06253	0.070556	0.22127	0.17196	0.048239	0.78189	0.05284	0.036801	0.092725	0.098631	0.053436	0.47109	0.065685	0.11797	0.04825	0.108	0.050314	0.084782	0.07334	0.076411	0.16711	0.38924	0.19517	0.09125	0.13431	0.062804	0.14466	0.23329	0.052551	0.060348	0.12883	0.052065	0.60539	0.12517	0.065431	0.20446	0.1938
U133A__SCNN1A	10.6798	10.2873	7.6271	9.5174	5.1269	5.7522	7.855	7.1514	7.5591	5.0831	9.5579	6.8491	10.2154	8.2008	8.0919	8.4828	5.1176	7.4845	8.3324	6.7783	5.031	9.9974	4.9415	10.249	9.0519	5.2967	8.9389	5.0404	10.1973	6.488	11.1194	9.4423	10.4939	7.683	8.8468	7.9238	7.3972
Meth__cg14900471__GATA4	0.59751	0.043478	0.045923	0.04867	0.96331	0.51893	0.97572	0.046011	0.048386	0.66624	0.93777	0.913	0.063614	0.56293	0.16459	0.10229	0.19708	0.97727	0.97043	0.96964	0.8262	0.97841	0.66471	0.91823	0.076553	0.13263	0.12066	0.055234	0.58156	0.30173	0.041103	0.084255	0.76386	0.90974	0.97187	0.74347	0.78676
Meth__cg09511421__NDST4	0.16173	0.090701	0.14242	0.12682	0.14309	0.090736	0.89632	0.7306	0.063819	0.31407	0.42035	0.28911	0.53982	0.17225	0.092474	0.12954	0.099766	0.077198	0.14065	0.27532	0.11773	0.068323	0.41758	0.14988	0.12531	0.42646	0.11718	0.082781	0.16167	0.14175	0.12161	0.071374	0.13469	0.13721	0.10768	0.085979	0.13323
Meth__cg13589108__FAM5B	0.037459	0.017425	0.68142	0.041757	0.53422	0.91667	0.28683	0.026398	0.66225	0.87585	0.31053	0.90391	0.028506	0.040242	0.063808	0.074245	0.063991	0.75245	0.74069	0.56729	0.03957	0.050542	0.87954	0.88877	0.058467	0.94294	0.035125	0.034404	0.022843	0.024807	0.71101	0.036963	0.83935	0.067968	0.038663	0.079297	0.053664
Meth__cg00666746__SYDE1	0.41238	0.030133	0.324	0.66617	0.073923	0.94867	0.052147	0.036128	0.34151	0.067596	0.032832	0.34307	0.043688	0.091044	0.17529	0.024571	0.13046	0.65223	0.57288	0.97031	0.082913	0.3788	0.094208	0.75963	0.13832	0.94463	0.05243	0.078448	0.021204	0.074675	0.95397	0.042409	0.93969	0.29767	0.14649	0.041897	0.28929
Meth__cg27648946__RHOBTB1	0.094307	0.074576	0.089362	0.13993	0.79831	0.20646	0.84827	0.19471	0.058956	0.70694	0.52147	0.24935	0.17597	0.3361	0.31514	0.18854	0.67314	0.07189	0.080154	0.06643	0.1215	0.05526	0.3759	0.14613	0.18424	0.75419	0.072351	0.085406	0.35233	0.073378	0.17787	0.084916	0.30742	0.06972	0.071443	0.10163	0.15385
Meth__cg24783979__SEPT5	0.058618	0.038895	0.12995	0.077264	0.057179	0.046822	0.076066	0.036111	0.038311	0.053648	0.070486	0.087934	0.042352	0.35901	0.050809	0.063545	0.035205	0.033844	0.055142	0.043748	0.038737	0.039211	0.54879	0.064685	0.053156	0.12892	0.076594	0.039894	0.063104	0.040379	0.040903	0.037775	0.040063	0.07383	0.041477	0.038762	0.041168
Meth__cg20001829__TMEM25	0.20053	0.032306	0.82639	0.39257	0.32354	0.44295	0.12943	0.12191	0.12155	0.9362	0.85649	0.51803	0.09477	0.25627	0.10046	0.37048	0.48599	0.8814	0.91296	0.11203	0.53025	0.15034	0.77817	0.10785	0.16091	0.13214	0.138	0.07416	0.071724	0.63033	0.10346	0.075525	0.10321	0.15079	0.057824	0.1141	0.17051
