Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg01172899__SLC16A14	0.058537	0.38384	0.11106	0.60238	0.86698	0.11523	0.40261	0.17485	0.071455	0.21945	0.12243	0.35792	0.77848	0.064084	0.10135	0.44428	0.13639	0.10199	0.39893	0.53061	0.20053	0.23113	0.86897	0.08361	0.5538	0.089871	0.12688	0.87944	0.17717	0.20667	0.34775	0.63182	0.093569	0.6174	0.22436	0.44468	0.14427	0.45268	0.096006	0.19938	0.15851
Meth__cg02128567__KCNK5	0.027432	0.034767	0.091834	0.031232	0.98454	0.048709	0.74997	0.044876	0.033172	0.023146	0.045549	0.029614	0.46257	0.069087	0.035436	0.032087	0.03236	0.076503	0.31617	0.12233	0.088607	0.049139	0.14299	0.14688	0.55417	0.63545	0.065166	0.038752	0.95948	0.027123	0.049509	0.051398	0.043662	0.89039	0.52514	0.64122	0.11654	0.03463	0.072119	0.15965	0.041909
Meth__cg06162422__GLA	0.55951	0.06101	0.085992	0.26291	0.046165	0.086469	0.10048	0.28175	0.59698	0.59936	0.047087	0.10086	0.089013	0.057272	0.49532	0.40492	0.41879	0.089465	0.082949	0.04439	0.048246	0.46463	0.25777	0.44648	0.11421	0.099046	0.29794	0.65188	0.33845	0.050101	0.040788	0.067451	0.068401	0.47036	0.081954	0.1079	0.12138	0.59784	0.26964	0.58892	0.04862
Meth__cg03077062__SFXN5	0.030947	0.01937	0.023	0.023323	0.025651	0.026343	0.11149	0.023834	0.027085	0.027067	0.026535	0.021221	0.048937	0.048463	0.025772	0.03174	0.018627	0.033228	0.019718	0.017951	0.030097	0.02052	0.025486	0.025617	0.038066	0.027519	0.054111	0.019722	0.37138	0.02636	0.027399	0.022804	0.018435	0.021022	0.01771	0.037982	0.031449	0.023009	0.028103	0.035304	0.023992
Meth__cg25499099__TNK1	0.032652	0.027856	0.037242	0.035071	0.76598	0.049258	0.91662	0.05389	0.035219	0.044526	0.031275	0.0359	0.077447	0.034978	0.037565	0.040279	0.038973	0.13487	0.040545	0.045809	0.033799	0.052589	0.6178	0.030299	0.31613	0.03894	0.06104	0.55257	0.082882	0.041756	0.04794	0.14134	0.02446	0.046693	0.024566	0.02888	0.043149	0.043687	0.037916	0.097404	0.045772
Meth__cg02961200__DKFZp451M2119	0.032722	0.044799	0.2383	0.53361	0.11341	0.055275	0.095916	0.033488	0.10106	0.052724	0.044098	0.044088	0.37539	0.055445	0.11406	0.033624	0.04872	0.11683	0.034583	0.39136	0.6062	0.061253	0.067839	0.080078	0.052003	0.16645	0.062234	0.036055	0.062366	0.058959	0.096394	0.034812	0.0619	0.034126	0.16106	0.029799	0.17387	0.048578	0.33208	0.81185	0.36981
Meth__cg18511445__FUNDC1	0.23394	0.049396	0.093843	0.044767	0.051748	0.078455	0.041508	0.068535	0.055573	0.045149	0.052534	0.038745	0.078515	0.040341	0.06895	0.097122	0.063978	0.061216	0.068043	0.044369	0.062747	0.45805	0.042974	0.043764	0.099862	0.049703	0.10031	0.35863	0.42123	0.05447	0.083735	0.041111	0.050814	0.048905	0.16139	0.091954	0.10184	0.059409	0.059795	0.33858	0.054809
Meth__cg09009111__EMILIN2	0.95931	0.36212	0.16975	0.6147	0.74647	0.97072	0.040483	0.17908	0.062433	0.5822	0.81768	0.39096	0.90587	0.71407	0.061625	0.061221	0.10239	0.13354	0.034717	0.96889	0.97023	0.51791	0.057141	0.96049	0.84083	0.96074	0.11742	0.037509	0.90885	0.27698	0.42463	0.068822	0.11788	0.11449	0.041485	0.90421	0.88097	0.65392	0.48216	0.90628	0.54448
Meth__cg13320626__ST8SIA4	0.65218	0.091759	0.58249	0.072299	0.57281	0.52881	0.18743	0.90216	0.066968	0.066717	0.82454	0.13157	0.80021	0.81234	0.25826	0.90112	0.077039	0.16421	0.23519	0.049091	0.36395	0.82655	0.079452	0.61215	0.16378	0.91619	0.09196	0.20897	0.82919	0.10589	0.18961	0.43641	0.080973	0.82514	0.67642	0.75193	0.78216	0.69895	0.38474	0.26196	0.83472
Meth__cg08918749__LPL	0.87543	0.15588	0.18739	0.13548	0.88038	0.86145	0.3478	0.19538	0.048357	0.11513	0.25774	0.062179	0.79618	0.61913	0.41532	0.525	0.071348	0.13319	0.42502	0.88035	0.83867	0.25883	0.077495	0.1272	0.80762	0.15806	0.12142	0.052967	0.8505	0.81504	0.12977	0.047672	0.043854	0.25616	0.071505	0.87765	0.28798	0.061029	0.5333	0.10319	0.41344
Meth__cg14830952__E2F5	0.027307	0.021825	0.027689	0.032675	0.028885	0.036781	0.02599	0.035396	0.025245	0.040993	0.026965	0.025363	0.074837	0.020915	0.029238	0.035505	0.029813	0.066595	0.038667	0.03619	0.034547	0.029338	0.031008	0.024708	0.079117	0.035005	0.24489	0.024282	0.059487	0.033381	0.046633	0.0305	0.022524	0.026047	0.030464	0.024594	0.04211	0.036066	0.022355	0.059048	0.029449
Meth__cg08792314__COASY	0.048217	0.59059	0.63206	0.13355	0.04376	0.11838	0.046316	0.054516	0.098045	0.52974	0.0455	0.045943	0.37515	0.049163	0.26316	0.043461	0.44687	0.10394	0.051266	0.41708	0.49452	0.045827	0.52268	0.045767	0.10321	0.068262	0.13112	0.056582	0.11416	0.5471	0.233	0.046902	0.041194	0.039714	0.065526	0.043853	0.14781	0.058574	0.040751	0.17871	0.038293
Meth__cg23283495__IRF6	0.02375	0.023591	0.046671	0.023899	0.52407	0.0324	0.066929	0.035594	0.034871	0.044203	0.023087	0.085332	0.049289	0.020874	0.036585	0.032637	0.44756	0.057761	0.84073	0.05478	0.062926	0.034411	0.73542	0.0321	0.82483	0.034436	0.032955	0.87137	0.067084	0.049507	0.03596	0.051367	0.035072	0.073276	0.036076	0.027953	0.05232	0.033766	0.021431	0.049304	0.028556
Meth__cg01062029__ROR2	0.099696	0.049869	0.9046	0.81198	0.87369	0.45367	0.04447	0.19604	0.067585	0.84831	0.76419	0.58383	0.86382	0.041673	0.092974	0.53794	0.45332	0.13059	0.52004	0.77297	0.81856	0.28611	0.15586	0.59242	0.8088	0.05922	0.048778	0.44275	0.12965	0.56869	0.07186	0.090808	0.036074	0.060439	0.61582	0.29668	0.12344	0.82445	0.49891	0.1485	0.39369
Meth__cg12548454__PSAT1	0.049974	0.033581	0.042591	0.051768	0.031235	0.22411	0.59914	0.03034	0.046898	0.043215	0.04661	0.036988	0.079106	0.030993	0.041266	0.84876	0.019734	0.043669	0.037266	0.59851	0.24901	0.90962	0.19017	0.82998	0.072826	0.42247	0.076161	0.056176	0.80167	0.052623	0.0956	0.032165	0.030129	0.049511	0.018616	0.67176	0.16172	0.83172	0.3486	0.36438	0.71006
Meth__cg11879577__ARL6IP	0.091481	0.22247	0.17639	0.17902	0.13008	0.16823	0.46514	0.033371	0.053303	0.43612	0.049331	0.19038	0.30291	0.074795	0.067888	0.055335	0.062934	0.14489	0.15251	0.59804	0.39463	0.16813	0.10301	0.072186	0.060851	0.3248	0.1469	0.040693	0.2377	0.075379	0.12886	0.030389	0.061196	0.59513	0.14811	0.10155	0.22058	0.37202	0.43772	0.24485	0.48985
Meth__cg06866657__LHX6	0.40725	0.076259	0.10046	0.05124	0.3637	0.23943	0.12968	0.050374	0.069521	0.060367	0.15116	0.068691	0.34335	0.10695	0.076902	0.049525	0.047575	0.12479	0.25989	0.21613	0.1653	0.14459	0.056252	0.39454	0.37772	0.066936	0.089161	0.064036	0.76294	0.084304	0.084665	0.056677	0.10425	0.42963	0.054616	0.54514	0.035645	0.055604	0.19328	0.12043	0.26024
Meth__cg02477931__C11orf39	0.27199	0.15943	0.13895	0.063608	0.31335	0.23517	0.49433	0.61446	0.054242	0.10923	0.54276	0.49468	0.40102	0.063204	0.073703	0.45545	0.75866	0.18247	0.10205	0.42408	0.31083	0.14232	0.10133	0.25736	0.21763	0.11198	0.16191	0.23465	0.37425	0.064216	0.11873	0.14566	0.054311	0.070357	0.092428	0.52027	0.066029	0.7345	0.31097	0.10644	0.47541
Meth__cg25553916__FLJ22318	0.089485	0.11383	0.18897	0.20191	0.71702	0.14667	0.83119	0.33907	0.50594	0.16439	0.44825	0.69358	0.21934	0.080068	0.41497	0.20196	0.29046	0.1814	0.85917	0.16831	0.091174	0.12542	0.82307	0.16411	0.65092	0.093989	0.23545	0.40394	0.18641	0.33	0.17264	0.32593	0.49938	0.53574	0.12093	0.11189	0.12436	0.1739	0.087772	0.1899	0.10441
Meth__cg18602314__GFPT2	0.071848	0.11224	0.48736	0.6961	0.32391	0.18614	0.17417	0.057962	0.033032	0.27946	0.065223	0.1209	0.26977	0.16824	0.043134	0.094129	0.035129	0.3272	0.031722	0.78156	0.87288	0.042636	0.048602	0.16323	0.10731	0.42702	0.1271	0.026266	0.86885	0.18424	0.083512	0.25664	0.029872	0.085159	0.029205	0.42154	0.41071	0.040592	0.40696	0.12188	0.32165
Meth__cg16176600__FRK	0.044181	0.036175	0.040952	0.060506	0.1546	0.07307	0.36667	0.025321	0.03764	0.050741	0.056023	0.099583	0.052599	0.026039	0.017041	0.028197	0.042439	0.057048	0.386	0.020193	0.063301	0.92401	0.059038	0.029029	0.096493	0.036933	0.045193	0.66145	0.8219	0.028566	0.071197	0.21121	0.036135	0.039322	0.03698	0.70239	0.17272	0.040274	0.096561	0.060306	0.037256
Meth__cg18925548__MDK	0.042878	0.029734	0.049091	0.092413	0.028946	0.038892	0.070115	0.028142	0.019258	0.057603	0.088214	0.4114	0.30729	0.94819	0.026987	0.91086	0.02334	0.1578	0.01913	0.69953	0.5354	0.09314	0.69843	0.048395	0.12376	0.61791	0.044291	0.024552	0.92146	0.085137	0.058657	0.18204	0.024276	0.031646	0.022595	0.72063	0.34632	0.039756	0.66368	0.22235	0.56513
Meth__cg00646140__ARSD	0.62539	0.05324	0.096634	0.053466	0.95356	0.053955	0.072114	0.95166	0.053343	0.037474	0.034351	0.63343	0.091377	0.80068	0.067581	0.53184	0.047985	0.11301	0.092926	0.057008	0.05651	0.054377	0.172	0.034971	0.15423	0.26544	0.10189	0.045682	0.90848	0.066492	0.091992	0.28598	0.044	0.5429	0.53595	0.057926	0.037598	0.043237	0.11653	0.57317	0.060269
Meth__cg10154926__HAP1	0.05149	0.022167	0.043959	0.027332	0.030192	0.054171	0.075758	0.053109	0.033079	0.032846	0.45826	0.034084	0.061506	0.025566	0.041771	0.027348	0.031097	0.092373	0.036235	0.042499	0.031057	0.030677	0.053372	0.034156	0.82013	0.037825	0.067887	0.039022	0.12692	0.034998	0.040177	0.034835	0.022574	0.033112	0.038671	0.034782	0.032381	0.044504	0.035863	0.11111	0.0367
Meth__cg23430664__XYLT2	0.045303	0.036109	0.24643	0.032184	0.32281	0.04323	0.2629	0.090114	0.032528	0.068319	0.035031	0.19968	0.21506	0.040618	0.062414	0.044699	0.059334	0.0697	0.06549	0.068006	0.080721	0.097182	0.29772	0.10551	0.23874	0.098303	0.077282	0.070099	0.23267	0.11891	0.10628	0.02731	0.026754	0.065913	0.086188	0.039506	0.06666	0.046661	0.04393	0.090765	0.032915
Meth__cg03672021__FLNA	0.34794	0.61109	0.073804	0.18525	0.040993	0.054698	0.091895	0.49841	0.062371	0.37724	0.039224	0.06487	0.48727	0.031645	0.069539	0.16497	0.19072	0.050276	0.042758	0.077146	0.051912	0.08545	0.66242	0.29507	0.085282	0.07476	0.092218	0.31811	0.13868	0.11301	0.13947	0.16378	0.037221	0.078767	0.044891	0.078193	0.099509	0.71943	0.11791	0.35469	0.051828
Meth__cg08100497__NRG2	0.082239	0.10203	0.076843	0.058212	0.069965	0.12659	0.14452	0.86455	0.084741	0.06516	0.093373	0.049083	0.097177	0.085968	0.07526	0.084077	0.09021	0.11653	0.055714	0.072834	0.080479	0.10524	0.077016	0.080053	0.096696	0.09035	0.13626	0.07429	0.1278	0.07593	0.12105	0.088212	0.073852	0.12173	0.076461	0.13705	0.1061	0.094706	0.1357	0.14522	0.085384
Meth__cg07242414__BMP1	0.054429	0.050136	0.46653	0.44256	0.042852	0.21269	0.67752	0.23631	0.024846	0.43602	0.037547	0.285	0.5012	0.03939	0.028218	0.19743	0.035415	0.040184	0.021551	0.14334	0.21425	0.35707	0.18518	0.32651	0.11546	0.043577	0.057991	0.16067	0.31639	0.14394	0.065934	0.02315	0.059784	0.11064	0.13742	0.12346	0.047261	0.82994	0.17017	0.4973	0.056498
Meth__cg03775422__MGC33530	0.90007	0.030786	0.059655	0.50633	0.83457	0.87258	0.098013	0.81498	0.033323	0.04454	0.27618	0.48081	0.47647	0.028004	0.083051	0.048824	0.33852	0.14019	0.058006	0.37787	0.41032	0.2794	0.058087	0.18704	0.61288	0.20808	0.076092	0.44363	0.77813	0.49216	0.052794	0.27651	0.28348	0.2948	0.076825	0.57979	0.17367	0.034741	0.37984	0.7097	0.42979
Meth__cg11140785__ZNF264	0.026863	0.024425	0.027875	0.025434	0.029618	0.036554	0.045547	0.050246	0.023486	0.031731	0.03232	0.016231	0.93105	0.48656	0.037365	0.032291	0.026934	0.043379	0.024853	0.86126	0.8522	0.036019	0.058558	0.019079	0.28403	0.037748	0.030193	0.027381	0.080161	0.021203	0.040707	0.032671	0.031718	0.027227	0.027443	0.022155	0.055778	0.035581	0.040462	0.03941	0.028191
Meth__cg20450764__TSPAN7	0.098574	0.063522	0.17163	0.11345	0.22891	0.12967	0.23104	0.70481	0.090288	0.08985	0.08384	0.16717	0.24478	0.10963	0.098345	0.17909	0.091391	0.11195	0.36964	0.38163	0.11269	0.31212	0.14475	0.31546	0.70863	0.2819	0.21934	0.41817	0.16772	0.1117	0.17672	0.68778	0.075783	0.25814	0.089872	0.12535	0.23606	0.35318	0.081527	0.13568	0.074401
Meth__cg04818845__PLEKHG5	0.062643	0.19452	0.20083	0.040738	0.84527	0.073995	0.91443	0.42281	0.054349	0.071935	0.13836	0.82195	0.43296	0.06683	0.060415	0.11822	0.13669	0.10713	0.051753	0.21874	0.081307	0.055594	0.06603	0.059397	0.81813	0.21215	0.13815	0.32574	0.73398	0.087148	0.27037	0.55205	0.29896	0.54353	0.05154	0.073474	0.45582	0.30157	0.10628	0.091938	0.49415
Meth__cg02168291__CDH13	0.80182	0.10518	0.77721	0.50704	0.77059	0.24662	0.49944	0.93195	0.06427	0.084976	0.12063	0.83067	0.62766	0.061224	0.071013	0.30828	0.085621	0.08024	0.25261	0.26226	0.15825	0.2241	0.53333	0.90436	0.66994	0.22847	0.11167	0.23026	0.16795	0.059713	0.15593	0.067965	0.24111	0.16166	0.85205	0.17943	0.13801	0.75109	0.23887	0.14708	0.2317
Meth__cg03922337__RRAS2	0.34336	0.064436	0.43942	0.6309	0.071619	0.53337	0.049967	0.79527	0.060353	0.69102	0.09781	0.068058	0.18893	0.36122	0.072051	0.10142	0.054537	0.1281	0.041866	0.29579	0.46357	0.94851	0.051511	0.73957	0.094221	0.10195	0.4358	0.080094	0.83198	0.088422	0.31526	0.068137	0.053879	0.32831	0.23189	0.14639	0.055029	0.050125	0.20552	0.59212	0.096798
Meth__cg12300353__KCTD8	0.061157	0.020782	0.030195	0.70852	0.64549	0.97831	0.2985	0.05313	0.015128	0.036799	0.97973	0.52772	0.67419	0.98654	0.34455	0.020822	0.67589	0.077853	0.32709	0.98737	0.95447	0.38893	0.042894	0.04613	0.94808	0.83668	0.50178	0.033027	0.96404	0.93847	0.044636	0.019931	0.016044	0.41941	0.014403	0.98314	0.93671	0.48886	0.18136	0.081789	0.44185
Meth__cg04420907__WDRPUH	0.10478	0.02509	0.94739	0.034619	0.019636	0.053183	0.08508	0.48521	0.027889	0.034502	0.9448	0.051814	0.91523	0.013172	0.025507	0.34362	0.95502	0.050606	0.020934	0.038247	0.18971	0.14444	0.96581	0.038001	0.49683	0.028236	0.061544	0.059433	0.03937	0.034381	0.060276	0.60332	0.020734	0.038748	0.058936	0.57365	0.055151	0.035528	0.31068	0.62725	0.86443
Meth__cg17267907__DEFA1	0.079797	0.085964	0.27797	0.04751	0.08843	0.066651	0.09403	0.32653	0.1783	0.071761	0.45452	0.69664	0.10474	0.063077	0.19753	0.12358	0.54883	0.16369	0.082422	0.39191	0.22157	0.1132	0.071216	0.29573	0.10665	0.076552	0.082615	0.14808	0.086207	0.074411	0.15035	0.13807	0.089117	0.080821	0.51798	0.085364	0.12763	0.67088	0.11661	0.067775	0.11841
Meth__cg26453670__RNPC1	0.06653	0.027105	0.13617	0.037411	0.35645	0.38496	0.064196	0.058163	0.034193	0.07157	0.1171	0.13386	0.079888	0.058188	0.03924	0.047306	0.33551	0.12721	0.36145	0.079845	0.15419	0.11962	0.12385	0.10104	0.2793	0.21659	0.083501	0.14599	0.33175	0.087629	0.057477	0.034234	0.11894	0.41243	0.14179	0.04819	0.039404	0.053215	0.045784	0.090646	0.033855
Meth__cg03139057__DLL3	0.023566	0.016275	0.053216	0.023754	0.87786	0.14077	0.92702	0.92098	0.080528	0.041389	0.63066	0.59284	0.66999	0.016933	0.052819	0.79745	0.50525	0.062588	0.064459	0.16224	0.2523	0.59361	0.94119	0.027521	0.87085	0.060748	0.071511	0.93025	0.072545	0.38159	0.020128	0.81329	0.04417	0.058207	0.14191	0.76187	0.045556	0.028345	0.025753	0.046597	0.25695
Meth__cg20684399__PHF2	0.024591	0.16571	0.025967	0.024678	0.022215	0.10296	0.027126	0.77074	0.016691	0.055657	0.024143	0.072989	0.049291	0.018115	0.023964	0.026236	0.021147	0.034228	0.021355	0.022238	0.02665	0.028055	0.053974	0.025747	0.043358	0.027074	0.046445	0.022373	0.044239	0.038181	0.057486	0.024977	0.035466	0.033109	0.028866	0.020843	0.10613	0.034388	0.024218	0.04236	0.056287
Meth__cg06458239__ZNF549	0.43971	0.34477	0.088235	0.071857	0.077251	0.18788	0.25118	0.25353	0.088664	0.105	0.1127	0.27128	0.76912	0.86412	0.098113	0.11943	0.088847	0.16911	0.089392	0.3321	0.45223	0.11938	0.16015	0.1103	0.17288	0.07723	0.15114	0.07967	0.16894	0.12672	0.60782	0.1318	0.099195	0.11842	0.070947	0.17311	0.1911	0.36771	0.72946	0.76185	0.77059
Meth__cg21832150__PLEKHN1	0.049348	0.038728	0.058618	0.039487	0.56833	0.05374	0.049507	0.05914	0.03604	0.053531	0.045686	0.050737	0.059439	0.029751	0.04816	0.044788	0.044206	0.17668	0.029315	0.048971	0.054557	0.12654	0.17051	0.043007	0.094308	0.062295	0.089839	0.054821	0.1418	0.059613	0.066091	0.051679	0.034346	0.03562	0.033087	0.037401	0.07305	0.050961	0.036326	0.066004	0.04758
Meth__cg19899882__FOXQ1	0.14868	0.074102	0.34104	0.6061	0.87505	0.43259	0.083536	0.048179	0.026193	0.89504	0.80494	0.059094	0.82566	0.29886	0.17107	0.82708	0.070851	0.12548	0.48112	0.86283	0.57963	0.38291	0.043157	0.52207	0.084758	0.81331	0.15749	0.02703	0.78677	0.048765	0.13438	0.037647	0.029616	0.025281	0.34431	0.80036	0.63288	0.8768	0.54817	0.8537	0.33544
Meth__cg20131968__CCDC47	0.075696	0.049002	0.10157	0.47823	0.27086	0.14443	0.80032	0.16897	0.20481	0.39166	0.085405	0.10526	0.10726	0.056187	0.16186	0.075864	0.037383	0.12556	0.0653	0.054949	0.069752	0.11687	0.061276	0.78444	0.26394	0.084914	0.12201	0.091576	0.081447	0.12118	0.064599	0.035906	0.059837	0.065405	0.075407	0.025716	0.057344	0.072253	0.08221	0.15773	0.29835
Meth__cg23699324__CTNNA2	0.069983	0.091936	0.52197	0.070396	0.5049	0.4629	0.46376	0.3829	0.71588	0.29261	0.3578	0.14486	0.37746	0.41109	0.58562	0.072695	0.36554	0.14839	0.048633	0.39127	0.23246	0.057709	0.067487	0.50094	0.6356	0.19017	0.087738	0.22108	0.629	0.38697	0.076377	0.04827	0.54617	0.079521	0.12276	0.092967	0.072161	0.15687	0.061798	0.11958	0.058682
Meth__cg24593475__SNAI2	0.052769	0.027891	0.056503	0.03328	0.041719	0.070124	0.042364	0.053783	0.044473	0.04611	0.031668	0.03932	0.072954	0.031088	0.047269	0.051764	0.038989	0.10012	0.034701	0.053257	0.049246	0.48655	0.04288	0.036247	0.38278	0.051346	0.079449	0.042618	0.12479	0.14861	0.095541	0.050268	0.032327	0.052436	0.092839	0.2169	0.068983	0.037	0.059732	0.1093	0.065259
Meth__cg06038049__CPSF3L	0.014639	0.011391	0.020107	0.016572	0.016067	0.019613	0.026188	0.58661	0.013141	0.0201	0.024711	0.015934	0.011169	0.017738	0.012322	0.014016	0.015827	0.025085	0.01183	0.014629	0.018469	0.017105	0.01985	0.01689	0.062182	0.019752	0.030948	0.019144	0.04156	0.044644	0.022481	0.015045	0.013425	0.014699	0.014522	0.011843	0.074344	0.020005	0.021727	0.054814	0.020121
Meth__cg00728317__MT1F	0.11482	0.48127	0.3621	0.11283	0.65832	0.25875	0.60039	0.59386	0.095978	0.089356	0.083282	0.46402	0.15081	0.063354	0.10117	0.75039	0.1101	0.12838	0.43844	0.15773	0.23577	0.11212	0.53635	0.092353	0.8043	0.5699	0.12068	0.12259	0.14442	0.1324	0.16908	0.12551	0.085827	0.11138	0.28344	0.25128	0.25127	0.13418	0.076752	0.23674	0.078234
Meth__cg00864867__PAWR	0.041413	0.042636	0.037549	0.032142	0.049639	0.050704	0.05619	0.030603	0.035614	0.042899	0.048838	0.03861	0.064382	0.029105	0.045423	0.036471	0.032227	0.069091	0.040219	0.03377	0.038127	0.041813	0.041524	0.77209	0.032499	0.043606	0.064199	0.038716	0.061339	0.042823	0.088241	0.041133	0.041648	0.035753	0.038018	0.03185	0.060448	0.043698	0.052923	0.099721	0.051679
Meth__cg03169527__C3orf31	0.033713	0.027596	0.03604	0.031849	0.092477	0.03316	0.062072	0.08026	0.054943	0.039721	0.040405	0.027849	0.040083	0.02648	0.033731	0.037713	0.021125	0.07739	0.022782	0.034504	0.045363	0.041635	0.024871	0.032714	0.058013	0.034724	0.084414	0.01952	0.037078	0.044061	0.091856	0.02281	0.029234	0.34982	0.024419	0.035681	0.10652	0.036359	0.028023	0.033449	0.019558
Meth__cg02545106__KM-HN-1	0.070123	0.29365	0.10673	0.11435	0.32793	0.10255	0.12918	0.35449	0.074061	0.084953	0.062787	0.13833	0.16733	0.056999	0.13164	0.2286	0.05745	0.25435	0.095981	0.097244	0.11842	0.080157	0.082272	0.1311	0.70291	0.28161	0.11697	0.13186	0.60471	0.16252	0.20019	0.06016	0.18949	0.080303	0.056459	0.19152	0.15102	0.081468	0.1386	0.21348	0.26949
Meth__cg03959219__TSPYL4	0.084163	0.063144	0.062432	0.054619	0.056932	0.067293	0.08387	0.059897	0.057461	0.066477	0.074981	0.061282	0.59228	0.059318	0.064876	0.05347	0.053472	0.11391	0.056001	0.11536	0.067518	0.054266	0.068496	0.058678	0.06416	0.073916	0.11862	0.058869	0.10283	0.057028	0.10039	0.05494	0.06178	0.047397	0.047934	0.057052	0.14143	0.061551	0.074631	0.098936	0.0652
Meth__cg21932800__TMEM32	0.029884	0.024562	0.35685	0.091694	0.66349	0.028256	0.12735	0.2922	0.085399	0.54561	0.038026	0.12899	0.4627	0.17392	0.13485	0.050301	0.17966	0.2822	0.81542	0.051257	0.03352	0.50774	0.047413	0.46862	0.48186	0.24806	0.1921	0.59724	0.44997	0.49129	0.10571	0.032049	0.034051	0.19343	0.13456	0.11793	0.030922	0.41378	0.24778	0.19318	0.043954
Meth__cg11271605__STEAP4	0.046232	0.04751	0.89655	0.19108	0.78839	0.58266	0.50309	0.89553	0.038741	0.10316	0.65723	0.044431	0.12967	0.076346	0.45765	0.53793	0.48499	0.094155	0.26472	0.38049	0.04715	0.8804	0.18123	0.036601	0.85433	0.88027	0.059989	0.4923	0.077904	0.038027	0.069616	0.2029	0.031428	0.29262	0.63425	0.79415	0.064368	0.083531	0.056251	0.53028	0.074633
Meth__cg14354749__EIF1AX	0.054528	0.048636	0.046585	0.048461	0.048928	0.074408	0.05884	0.083251	0.080301	0.053284	0.066581	0.066965	0.094238	0.042116	0.083346	0.061867	0.062318	0.095769	0.04246	0.054022	0.071613	0.038758	0.040353	0.035419	0.088299	0.048393	0.064575	0.047624	0.093849	0.046806	0.086712	0.052956	0.053911	0.60182	0.062205	0.063488	0.091352	0.040524	0.069876	0.093897	0.054081
Meth__cg08917718__PCBP4	0.060075	0.058189	0.28017	0.042514	0.048059	0.24997	0.072831	0.59831	0.062188	0.087259	0.14148	0.30548	0.30456	0.073191	0.069599	0.30685	0.045201	0.11142	0.035266	0.1088	0.091277	0.067709	0.15017	0.055049	0.36362	0.38306	0.13365	0.04888	0.13356	0.48438	0.070143	0.048707	0.092093	0.093298	0.76977	0.048837	0.095935	0.081215	0.051487	0.27819	0.065433
Meth__cg21681756__NDUFS3	0.016083	0.021694	0.034081	0.023798	0.023013	0.025551	0.031485	0.038838	0.022771	0.018764	0.020997	0.13012	0.046731	0.025682	0.021069	0.042711	0.014149	0.03987	0.01954	0.035886	0.022108	0.027688	0.031852	0.02153	0.23893	0.027769	0.024249	0.046245	0.026615	0.047213	0.03527	0.022426	0.017286	0.017601	0.013951	0.012959	0.021655	0.020534	0.02401	0.034977	0.023996
Meth__cg04856043__HS1BP3	0.046779	0.040913	0.04961	0.036032	0.13053	0.036265	0.045414	0.70706	0.037203	0.043326	0.054773	0.19949	0.30616	0.031072	0.051374	0.048479	0.051069	0.069107	0.039262	0.049456	0.046575	0.057196	0.066015	0.034703	0.19391	0.050813	0.07946	0.047225	0.093413	0.2362	0.09053	0.040375	0.036157	0.03327	0.049359	0.038875	0.11949	0.042188	0.039642	0.08429	0.042528
Meth__cg09088508__RHOF	0.042013	0.037593	0.60343	0.060755	0.91589	0.25242	0.89708	0.38124	0.035414	0.051848	0.034004	0.53088	0.40324	0.031122	0.044044	0.24163	0.090845	0.55854	0.66231	0.034272	0.050087	0.038892	0.89915	0.046532	0.07243	0.25254	0.073053	0.033982	0.13503	0.38291	0.11409	0.10955	0.051481	0.22781	0.30832	0.43295	0.061865	0.034716	0.23315	0.17444	0.03586
Meth__cg03681481__OVOL1	0.040764	0.050693	0.39277	0.040256	0.72467	0.084454	0.92877	0.15508	0.38095	0.30013	0.083069	0.079139	0.46009	0.032427	0.35275	0.55819	0.086943	0.12435	0.37821	0.037631	0.047418	0.039086	0.94591	0.06052	0.91772	0.058041	0.11165	0.57688	0.068096	0.4096	0.097232	0.74025	0.052813	0.12185	0.030648	0.064453	0.073395	0.11137	0.19243	0.18297	0.14252
Meth__cg27301343__EML2	0.086034	0.061066	0.096085	0.081605	0.15743	0.074124	0.71778	0.076923	0.068615	0.062305	0.10938	0.093486	0.084503	0.056658	0.073826	0.067044	0.067663	0.13148	0.081067	0.097772	0.10794	0.093573	0.14023	0.054498	0.095291	0.10596	0.11983	0.11586	0.12595	0.12496	0.065421	0.069776	0.059123	0.086665	0.12668	0.040683	0.13718	0.069003	0.069549	0.075544	0.068228
Meth__cg02975142__FLCN	0.040513	0.032007	0.053265	0.048856	0.033724	0.066776	0.03766	0.044096	0.042271	0.057974	0.039467	0.035714	0.051753	0.038594	0.039955	0.031916	0.0425	0.047157	0.026667	0.039914	0.050352	0.052214	0.033664	0.046169	0.071525	0.049128	0.10868	0.060803	0.056149	0.038873	0.060647	0.62791	0.043496	0.076881	0.031641	0.029859	0.084983	0.047636	0.044797	0.087092	0.040133
