Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg00076645__DC-UbP	0.0555	0.045732	0.062389	0.10204	0.046428	0.40607	0.052673	0.048141	0.098928	0.074639	0.054316	0.060504	0.12044	0.084888	0.080919	0.043059	0.11043	0.041402	0.17718	0.090788	0.035641	0.055035	0.14618	0.075634	0.14204	0.44123	0.10404	0.046718	0.051683	0.061865	0.55017	0.037781	0.098272	0.094747	0.053807	0.054264
Meth__cg24552431__ATAD1	0.027248	0.025069	0.061939	0.029635	0.026192	0.02757	0.031817	0.025323	0.024257	0.031093	0.028933	0.52147	0.063281	0.031448	0.64531	0.025906	0.050305	0.018473	0.04281	0.026366	0.033417	0.026697	0.066003	0.030213	0.05264	0.04538	0.065721	0.027393	0.025865	0.027579	0.019622	0.034522	0.017893	0.12276	0.030014	0.029737
Meth__cg12832649__SPOCK	0.60446	0.047028	0.82553	0.047469	0.051485	0.078393	0.18793	0.28407	0.030457	0.42386	0.69394	0.17779	0.6226	0.020543	0.021766	0.020229	0.12898	0.02624	0.48561	0.043863	0.024334	0.54261	0.90303	0.038986	0.0435	0.919	0.022235	0.033973	0.65998	0.017963	0.022294	0.072556	0.71276	0.50642	0.027815	0.039898
Meth__cg24727203__PPP1R3B	0.051774	0.080771	0.10773	0.072931	0.10446	0.84796	0.11684	0.061077	0.03667	0.37649	0.077542	0.1654	0.23929	0.048352	0.040289	0.041414	0.13491	0.035029	0.081916	0.089457	0.082419	0.05117	0.11262	0.13493	0.073256	0.12525	0.29878	0.80978	0.036409	0.050866	0.05273	0.12272	0.082455	0.087547	0.054713	0.065779
Meth__cg20163288__GJA7	0.068425	0.12114	0.048331	0.48714	0.24857	0.8613	0.62668	0.025081	0.036326	0.86892	0.061929	0.45343	0.33283	0.047448	0.46641	0.036938	0.07528	0.20597	0.89693	0.16348	0.56572	0.08147	0.83207	0.29306	0.062448	0.80667	0.067346	0.03718	0.038287	0.053739	0.050241	0.03477	0.15679	0.046942	0.045376	0.048155
Meth__cg07494047__ZNF304	0.036396	0.027345	0.053548	0.032331	0.026287	0.024315	0.032569	0.51056	0.02218	0.027735	0.041605	0.022806	0.050707	0.026395	0.03071	0.025635	0.044651	0.022729	0.029182	0.028971	0.036359	0.018929	0.064395	0.027831	0.048934	0.083562	0.051087	0.024126	0.023703	0.025097	0.022871	0.026168	0.021073	0.084799	0.033679	0.026715
Meth__cg02838492__KIF12	0.036195	0.063233	0.96731	0.61455	0.048227	0.96852	0.052254	0.96362	0.92896	0.042802	0.95791	0.92256	0.94723	0.75667	0.95485	0.97149	0.51175	0.96503	0.58426	0.2093	0.7132	0.1275	0.91032	0.05071	0.052868	0.94632	0.14717	0.6588	0.97778	0.96632	0.23819	0.051838	0.028466	0.064142	0.07434	0.74537
Meth__cg06850526__MGC15523	0.067797	0.075712	0.19615	0.096842	0.092101	0.87227	0.060445	0.056349	0.33919	0.078976	0.117	0.71953	0.38465	0.21604	0.31351	0.19648	0.1299	0.90819	0.12046	0.50792	0.94745	0.1076	0.17402	0.061937	0.12681	0.11865	0.088441	0.26392	0.052686	0.28293	0.59904	0.052057	0.66482	0.16467	0.28064	0.073901
Meth__cg06044900__GNAS	0.058594	0.025734	0.024661	0.03301	0.022071	0.017492	0.048381	0.026248	0.046897	0.04038	0.031569	0.027252	0.02343	0.03864	0.034415	0.023337	0.045496	0.022041	0.025373	0.29176	0.048341	0.022795	0.05578	0.042029	0.050532	0.088565	0.069881	0.029319	0.019174	0.026384	0.017064	0.018624	0.014607	0.071113	0.025859	0.028086
Meth__cg11780934__ANKRD13B	0.055947	0.044294	0.05908	0.046823	0.037463	0.036782	0.054338	0.033086	0.032968	0.05773	0.050227	0.1031	0.28975	0.049116	0.04657	0.040766	0.066343	0.048665	0.054118	0.043999	0.068976	0.047441	0.15179	0.050788	0.036534	0.072993	0.044405	0.039222	0.033394	0.048587	0.11936	0.043691	0.041103	0.064505	0.043501	0.041746
Meth__cg04956511__PTPN6	0.03225	0.022618	0.031017	0.038527	0.026983	0.9805	0.040832	0.31457	0.053368	0.032539	0.095867	0.049161	0.040184	0.047216	0.026186	0.98352	0.10567	0.98399	0.032936	0.024559	0.97769	0.025787	0.59746	0.034722	0.058024	0.060752	0.07638	0.96965	0.021993	0.68302	0.033035	0.02673	0.023815	0.062668	0.033818	0.028054
Meth__cg00354572__FLJ21963	0.58596	0.061514	0.15786	0.51561	0.36231	0.10646	0.23105	0.29713	0.15894	0.066401	0.34508	0.24007	0.28701	0.15253	0.33116	0.067748	0.1323	0.29823	0.047946	0.63955	0.0876	0.12553	0.20871	0.55185	0.10789	0.64264	0.12985	0.079729	0.47938	0.15216	0.71641	0.14911	0.39376	0.18975	0.066892	0.6703
Meth__cg03833068__HIST1H2BN	0.056039	0.05316	0.05749	0.054611	0.043961	0.050731	0.059953	0.058799	0.05074	0.061218	0.070776	0.057719	0.077487	0.05728	0.058999	0.045505	0.15369	0.055256	0.059232	0.062764	0.058662	0.064767	0.42265	0.055243	0.07445	0.081413	0.087225	0.051506	0.060674	0.054481	0.062392	0.042249	0.052858	0.12306	0.061039	0.066523
Meth__cg08383315__RIC3	0.82622	0.039041	0.95956	0.95161	0.16179	0.8059	0.86342	0.43759	0.030549	0.047804	0.034123	0.81702	0.81239	0.27843	0.74208	0.045787	0.13296	0.028809	0.62301	0.042528	0.075749	0.48597	0.86867	0.35634	0.1071	0.81218	0.056156	0.5482	0.04136	0.23557	0.78731	0.028339	0.30708	0.060807	0.038951	0.47624
Meth__cg09772154__FGFR2	0.051302	0.052388	0.13718	0.098032	0.050643	0.060641	0.073059	0.054132	0.080311	0.060474	0.071123	0.037939	0.50657	0.075339	0.077251	0.080112	0.12443	0.497	0.61321	0.09033	0.27884	0.034067	0.91249	0.05893	0.041849	0.078138	0.10166	0.041212	0.041183	0.058456	0.068384	0.058374	0.015353	0.10804	0.049771	0.033754
Meth__cg15232450__SETMAR	0.043992	0.023223	0.048938	0.064899	0.032053	0.17085	0.037176	0.031368	0.029602	0.050733	0.033626	0.032633	0.10239	0.04313	0.04714	0.022818	0.092376	0.02461	0.05379	0.060154	0.30859	0.041814	0.44871	0.062696	0.05066	0.090398	0.065831	0.029457	0.033529	0.031463	0.024831	0.030471	0.042737	0.10228	0.044354	0.030795
Meth__cg08999895__SLC22A18AS	0.040431	0.068029	0.56809	0.79314	0.19238	0.9165	0.13225	0.29236	0.41048	0.19981	0.38694	0.69899	0.44982	0.33173	0.42771	0.54265	0.27657	0.86717	0.08433	0.2072	0.85063	0.11107	0.68239	0.39079	0.11409	0.2617	0.28812	0.61403	0.05954	0.50788	0.047912	0.24333	0.039097	0.14813	0.44421	0.14405
Meth__cg24022301__PTGFR	0.49693	0.039644	0.55118	0.07811	0.23902	0.031601	0.11007	0.051658	0.041756	0.052852	0.058297	0.12376	0.84815	0.034372	0.071267	0.046946	0.046579	0.049889	0.686	0.3305	0.067604	0.14541	0.12587	0.46474	0.063515	0.35235	0.12349	0.042957	0.041736	0.049384	0.072401	0.037268	0.24661	0.16066	0.47286	0.2755
Meth__cg04770504__DFNA5	0.52962	0.032854	0.60618	0.92466	0.48612	0.030053	0.95623	0.9483	0.067309	0.064716	0.052992	0.074781	0.75957	0.12752	0.052437	0.044207	0.36641	0.072843	0.93682	0.71317	0.042381	0.50592	0.083844	0.45295	0.13904	0.92959	0.073621	0.0367	0.027205	0.036375	0.57557	0.049225	0.95233	0.5694	0.049665	0.48783
Meth__cg01479232__C20orf54	0.23381	0.10505	0.15561	0.15093	0.53088	0.66217	0.17359	0.093385	0.20892	0.32161	0.75657	0.17097	0.25162	0.14771	0.21905	0.85649	0.248	0.12352	0.7819	0.7172	0.55262	0.077579	0.5263	0.18592	0.146	0.23887	0.19105	0.61203	0.26047	0.1575	0.064739	0.090284	0.095044	0.24066	0.2092	0.33209
Meth__cg12689375__DDX3X	0.033397	0.59222	0.0437	0.24124	0.031464	0.031568	0.039084	0.040107	0.05069	0.036859	0.03884	0.039555	0.073486	0.051998	0.04235	0.035369	0.14094	0.035325	0.053488	0.33934	0.037283	0.024969	0.10604	0.039528	0.064912	0.068828	0.18002	0.04163	0.038299	0.028729	0.02967	0.043854	0.042178	0.062033	0.036832	0.035164
Meth__cg00231140__ACAA2	0.80112	0.023757	0.046137	0.62257	0.13372	0.02337	0.027498	0.39589	0.01947	0.63924	0.028109	0.041151	0.88135	0.1246	0.032617	0.020141	0.091218	0.015553	0.038903	0.43418	0.034222	0.072363	0.03101	0.82612	0.078178	0.88563	0.067977	0.024355	0.018805	0.018087	0.16549	0.038147	0.70594	0.052305	0.031213	0.40649
Meth__cg00848728__DAB1	0.94101	0.017176	0.96972	0.96362	0.34531	0.56175	0.95829	0.71998	0.0096605	0.026253	0.90055	0.67059	0.87854	0.014218	0.018025	0.031821	0.024429	0.015436	0.95484	0.72237	0.055309	0.92636	0.75462	0.027965	0.020141	0.94787	0.01169	0.1171	0.019876	0.024348	0.95724	0.020949	0.49843	0.054146	0.89796	0.027976
Meth__cg02676865__UBTD1	0.071118	0.89832	0.11829	0.96518	0.82476	0.041939	0.85065	0.67022	0.067923	0.69974	0.077852	0.0956	0.18566	0.080167	0.079763	0.057481	0.096762	0.039126	0.9357	0.94871	0.072519	0.82364	0.65784	0.93217	0.099961	0.13725	0.93632	0.51974	0.044783	0.049362	0.077008	0.087289	0.94575	0.056561	0.078638	0.25741
Meth__cg17733100__C1orf106	0.054622	0.037504	0.084968	0.13757	0.1056	0.036547	0.069474	0.46116	0.040626	0.046508	0.053183	0.060216	0.19902	0.35939	0.053671	0.049572	0.1192	0.049393	0.35178	0.27186	0.6084	0.030031	0.059762	0.062733	0.089893	0.086826	0.079254	0.28283	0.034321	0.04925	0.23903	0.064211	0.035786	0.05262	0.05778	0.052421
Meth__cg00024396__ELOVL5	0.050909	0.06071	0.088115	0.051616	0.23642	0.9052	0.2055	0.033844	0.052956	0.069179	0.043793	0.081155	0.17291	0.069401	0.065955	0.04543	0.20089	0.046381	0.39958	0.2222	0.051599	0.049927	0.57499	0.046545	0.14778	0.088882	0.15289	0.034206	0.037434	0.0778	0.05638	0.043341	0.046003	0.10705	0.05595	0.11569
Meth__cg13084909__RNF26	0.046075	0.027956	0.042291	0.039502	0.029345	0.022755	0.043126	0.044028	0.021866	0.032372	0.031851	0.02958	0.91667	0.034172	0.023916	0.041291	0.084166	0.029088	0.034105	0.036482	0.032337	0.028167	0.053348	0.038213	0.060262	0.072889	0.094974	0.045153	0.024577	0.03373	0.031165	0.025706	0.034626	0.063661	0.037979	0.033128
Meth__cg25599242__RARRES3	0.33251	0.10668	0.12207	0.71295	0.40287	0.84402	0.16672	0.38036	0.082461	0.15473	0.55584	0.055647	0.085197	0.088441	0.42097	0.13801	0.14261	0.22321	0.63522	0.15679	0.098644	0.42237	0.55741	0.52893	0.10762	0.91717	0.12923	0.53775	0.53654	0.20434	0.10231	0.070813	0.12662	0.21508	0.11534	0.39962
Meth__cg07181349__KIT	0.033982	0.054159	0.97219	0.0537	0.72194	0.8329	0.7566	0.015063	0.048453	0.32136	0.34507	0.043841	0.95068	0.043184	0.50564	0.032974	0.098405	0.28878	0.046801	0.4167	0.030383	0.047983	0.92698	0.028066	0.072989	0.93064	0.10064	0.028961	0.03875	0.051218	0.9657	0.023341	0.98206	0.64288	0.038012	0.25719
Meth__cg26774430__PSCD3	0.045043	0.019013	0.026606	0.027432	0.02123	0.025051	0.033663	0.017443	0.024499	0.025385	0.027344	0.076137	0.062826	0.022734	0.027781	0.022762	0.076185	0.015534	0.020713	0.024626	0.023725	0.017961	0.13307	0.037825	0.052328	0.070479	0.048122	0.019768	0.021357	0.017176	0.018478	0.02323	0.014699	0.047581	0.02984	0.022348
Meth__cg09479015__KIRREL2	0.54909	0.071672	0.96037	0.9636	0.81224	0.031431	0.95752	0.93964	0.039045	0.95909	0.0617	0.47166	0.9347	0.11349	0.25654	0.064565	0.18923	0.19374	0.95868	0.050253	0.64257	0.28474	0.87813	0.91586	0.12804	0.92419	0.15898	0.053487	0.042169	0.038565	0.22381	0.039868	0.73594	0.88674	0.45598	0.59731
Meth__cg19063397__POLD1	0.025321	0.03312	0.12939	0.36476	0.073787	0.36557	0.022133	0.057315	0.3221	0.48758	0.038816	0.26787	0.18839	0.27006	0.11064	0.35523	0.075106	0.42916	0.097515	0.073177	0.14873	0.14917	0.052162	0.17519	0.040662	0.11098	0.065911	0.042588	0.11109	0.071611	0.043657	0.14484	0.084522	0.026518	0.10329	0.10956
Meth__cg04515986__FTHL17	0.22471	0.074083	0.42984	0.7539	0.29543	0.12107	0.476	0.66732	0.064315	0.070288	0.46355	0.33985	0.34989	0.080234	0.58162	0.21457	0.12565	0.076205	0.27108	0.11253	0.29667	0.30842	0.13478	0.10375	0.10141	0.21778	0.18017	0.071716	0.73861	0.065717	0.23057	0.14371	0.21998	0.14742	0.0627	0.24675
Meth__cg17887537__RRAGA	0.042788	0.022811	0.050861	0.058859	0.035381	0.032455	0.029693	0.024438	0.020259	0.027612	0.027676	0.030536	0.06701	0.026251	0.023652	0.024762	0.022196	0.023625	0.034759	0.030037	0.030667	0.031428	0.066197	0.060907	0.041089	0.062375	0.047646	0.031799	0.017282	0.29585	0.039352	0.024722	0.040149	0.081748	0.035064	0.03076
Meth__cg22771603__HSPA4	0.041849	0.050578	0.073337	0.051348	0.035355	0.038096	0.04977	0.031408	0.041987	0.57907	0.037076	0.040534	0.067674	0.049774	0.055078	0.034189	0.079976	0.03499	0.36322	0.061308	0.042818	0.028207	0.10491	0.051225	0.068391	0.07604	0.12735	0.036121	0.036928	0.045035	0.030838	0.031237	0.03207	0.083027	0.30731	0.043583
Meth__cg14708847__PAK3	0.097577	0.054287	0.08935	0.29157	0.10406	0.11505	0.13917	0.32054	0.057297	0.073696	0.18852	0.071263	0.25378	0.062732	0.094476	0.0383	0.14248	0.074511	0.15196	0.22931	0.092495	0.28947	0.3284	0.08794	0.087172	0.10855	0.1202	0.057138	0.049746	0.085514	0.62163	0.057116	0.054648	0.099965	0.41228	0.074513
Meth__cg19853760__LGALS1	0.093504	0.51621	0.062883	0.94098	0.58783	0.033077	0.045188	0.067228	0.031494	0.061987	0.050154	0.19246	0.39771	0.41766	0.10688	0.034093	0.11081	0.028775	0.46262	0.53059	0.03724	0.31529	0.046878	0.89865	0.23595	0.38616	0.48233	0.033629	0.036956	0.031262	0.90769	0.78067	0.060641	0.064202	0.099595	0.71672
Meth__cg03343942__SLC39A5	0.051534	0.029206	0.70315	0.51285	0.17126	0.65375	0.22165	0.78413	0.28636	0.23037	0.57483	0.68571	0.52439	0.22115	0.21653	0.59271	0.16633	0.022783	0.36777	0.56515	0.55255	0.81309	0.26681	0.30595	0.039166	0.23621	0.06852	0.49159	0.12508	0.035387	0.1705	0.032578	0.2884	0.10522	0.35785	0.23502
Meth__cg02422694__HOXB4	0.85288	0.040165	0.044382	0.62235	0.062092	0.038815	0.79084	0.57267	0.29239	0.42335	0.48432	0.84927	0.79198	0.26402	0.28696	0.062763	0.1021	0.50899	0.63029	0.47695	0.35063	0.8913	0.87256	0.77022	0.087323	0.7091	0.10436	0.51582	0.076262	0.81624	0.59284	0.17318	0.51045	0.65983	0.25375	0.34509
Meth__cg21010262__MRPS2	0.04863	0.06027	0.3697	0.4455	0.039864	0.57583	0.083185	0.83806	0.19353	0.068123	0.80573	0.53124	0.58732	0.12557	0.48312	0.19831	0.1333	0.035633	0.057789	0.064847	0.89072	0.062765	0.30723	0.10122	0.18867	0.12669	0.11995	0.034649	0.039438	0.038456	0.044713	0.076786	0.12123	0.073234	0.070209	0.044901
Meth__cg23706211__CELSR2	0.066642	0.084048	0.56494	0.28676	0.039293	0.72559	0.41593	0.44019	0.10187	0.049425	0.88545	0.47567	0.17902	0.10198	0.41362	0.25575	0.055823	0.14088	0.10859	0.037496	0.87533	0.53166	0.7673	0.2634	0.15691	0.45314	0.1834	0.50101	0.071149	0.27864	0.062123	0.095748	0.43932	0.18096	0.11298	0.090696
Meth__cg10261589__LOC133308	0.18472	0.080249	0.71576	0.092655	0.70459	0.072775	0.74275	0.07834	0.12175	0.083017	0.088932	0.17144	0.39435	0.088496	0.099248	0.083262	0.11651	0.081465	0.092482	0.95584	0.095692	0.124	0.92266	0.11156	0.23428	0.94424	0.10284	0.067161	0.085346	0.07591	0.24462	0.12317	0.9585	0.11878	0.13642	0.18388
Meth__cg13427055__HERC5	0.020704	0.012469	0.024447	0.01783	0.020554	0.018327	0.021173	0.018258	0.021192	0.02472	0.019693	0.012605	0.040256	0.024712	0.18875	0.024085	0.052383	0.01332	0.027921	0.015443	0.021248	0.015042	0.032428	0.023507	0.038249	0.044934	0.044608	0.015122	0.014118	0.013944	0.016967	0.018383	0.020852	0.10164	0.019418	0.021135
Meth__cg01919488__ZNF638	0.063601	0.035933	0.22812	0.37571	0.17084	0.35639	0.057299	0.10613	0.080461	0.081838	0.042503	0.13918	0.14534	0.087529	0.32523	0.051175	0.11153	0.035115	0.072077	0.050637	0.042032	0.71609	0.090725	0.099864	0.071847	0.49138	0.11294	0.040754	0.34025	0.033647	0.29922	0.035683	0.04597	0.15212	0.045723	0.24062
Meth__cg14494596__SCOTIN	0.084681	0.49982	0.09774	0.080387	0.2507	0.33702	0.24586	0.43194	0.070452	0.11319	0.082339	0.19216	0.13419	0.076636	0.19953	0.11356	0.20736	0.07517	0.11339	0.25876	0.20206	0.085749	0.64254	0.11214	0.21475	0.13971	0.62499	0.26258	0.38149	0.1428	0.52215	0.099152	0.086467	0.072225	0.080341	0.11014
Meth__cg25553916__FLJ22318	0.089485	0.11383	0.16207	0.18897	0.20191	0.71702	0.14667	0.33907	0.50594	0.16439	0.44825	0.69358	0.21934	0.41497	0.20196	0.29046	0.1814	0.85917	0.091174	0.12542	0.82307	0.16411	0.65092	0.093989	0.23545	0.18641	0.17264	0.32593	0.49938	0.53574	0.12093	0.14055	0.11189	0.12436	0.1739	0.087772
Meth__cg02917972__ZCCHC11	0.018051	0.021335	0.018389	0.022561	0.02766	0.028381	0.028541	0.024448	0.018361	0.021096	0.020241	0.03223	0.027885	0.018252	0.021419	0.020577	0.04531	0.019487	0.71142	0.30678	0.024658	0.027086	0.080063	0.02696	0.043696	0.048544	0.031808	0.023926	0.018024	0.018547	0.023409	0.024772	0.022559	0.03698	0.030783	0.026276
Meth__cg19379303__AYP1	0.024996	0.040782	0.024217	0.030662	0.018911	0.022808	0.042424	0.018703	0.023939	0.02344	0.020771	0.025309	0.045363	0.024195	0.085246	0.023509	0.04547	0.016814	0.025532	0.021602	0.09376	0.015065	0.093573	0.029893	0.035184	0.034483	0.037745	0.025701	0.015613	0.023551	0.032284	0.021953	0.022528	0.061911	0.02625	0.022757
Meth__cg23583739__KDELR3	0.050493	0.57089	0.057216	0.10046	0.056546	0.041348	0.69652	0.047301	0.049108	0.048226	0.044365	0.04484	0.15308	0.052632	0.050599	0.044922	0.091523	0.036565	0.057388	0.057027	0.062081	0.038658	0.15686	0.085541	0.049093	0.51243	0.25534	0.049352	0.033905	0.030807	0.22362	0.035548	0.56431	0.11028	0.068311	0.19084
Meth__cg17309462__C20orf38	0.079862	0.094895	0.10573	0.16234	0.11144	0.14222	0.83755	0.28294	0.075392	0.11012	0.06963	0.087227	0.16515	0.076911	0.13665	0.064954	0.12982	0.069205	0.79197	0.5708	0.09211	0.044295	0.11936	0.60355	0.28479	0.3164	0.10313	0.19333	0.050316	0.33872	0.10908	0.10699	0.085235	0.1167	0.13487	0.49371
Meth__cg12391174__FLJ20489	0.058824	0.045077	0.0641	0.040955	0.024516	0.053179	0.052226	0.048858	0.091958	0.047189	0.2153	0.051581	0.056482	0.042544	0.035319	0.044056	0.094271	0.34236	0.052848	0.034056	0.63961	0.033235	0.098196	0.049144	0.034527	0.072581	0.094804	0.0271	0.033095	0.25245	0.027217	0.034023	0.032639	0.037954	0.038001	0.042603
Meth__cg08612037__BTBD11	0.058572	0.057504	0.063418	0.065202	0.05173	0.51509	0.068988	0.064883	0.064922	0.053856	0.5183	0.084267	0.085041	0.078924	0.05376	0.11141	0.097486	0.056649	0.064191	0.052704	0.065789	0.042913	0.89251	0.60349	0.11622	0.79926	0.087395	0.048595	0.049902	0.14585	0.046141	0.049808	0.078675	0.10018	0.062934	0.052692
Meth__cg14545899__FAM46C	0.022105	0.017287	0.021119	0.034201	0.02223	0.29548	0.022022	0.023856	0.011819	0.029902	0.043708	0.021596	0.02405	0.021972	0.024337	0.014514	0.056147	0.012023	0.017663	0.023291	0.023273	0.019791	0.048377	0.027666	0.02286	0.059214	0.035195	0.0152	0.018343	0.017076	0.021832	0.021517	0.012073	0.09511	0.038754	0.019755
Meth__cg10539712__LYN	0.039092	0.11779	0.076111	0.062704	0.079822	0.88486	0.34458	0.071227	0.037709	0.39811	0.037561	0.060118	0.041841	0.041893	0.072131	0.037619	0.10118	0.021652	0.85782	0.57656	0.06039	0.43048	0.10941	0.056431	0.062754	0.90998	0.34584	0.038843	0.038389	0.034761	0.021981	0.052748	0.079535	0.1438	0.052309	0.047396
Meth__cg04765929__TNFAIP8L1	0.038224	0.032153	0.041185	0.67122	0.040615	0.039168	0.037374	0.039322	0.037494	0.047077	0.043826	0.049183	0.074631	0.052149	0.049892	0.029911	0.11682	0.027524	0.040772	0.048575	0.041223	0.024559	0.12456	0.04562	0.11658	0.090511	0.057777	0.038172	0.030777	0.03043	0.05199	0.027529	0.045935	0.062276	0.052554	0.044859
Meth__cg22882178__PITX3	0.93999	0.039592	0.91915	0.93756	0.94541	0.6381	0.93518	0.36045	0.041657	0.041114	0.9171	0.12286	0.60512	0.03963	0.12069	0.024645	0.16614	0.065977	0.05482	0.5138	0.066348	0.93862	0.82543	0.93211	0.076838	0.86115	0.077211	0.041776	0.49913	0.045681	0.15314	0.082571	0.43038	0.92746	0.12057	0.91867
Meth__cg20801056__MBP	0.047032	0.048703	0.086189	0.047615	0.039465	0.89191	0.047144	0.041823	0.19363	0.052472	0.060044	0.084946	0.11235	0.21148	0.055651	0.070786	0.063051	0.84529	0.056857	0.037086	0.86703	0.043901	0.09874	0.075651	0.11152	0.10299	0.14205	0.054169	0.041839	0.24254	0.17574	0.050953	0.037992	0.11419	0.061685	0.048785
Meth__cg00405677__HAND1	0.12806	0.043478	0.61401	0.33835	0.042496	0.50758	0.62112	0.3364	0.66866	0.039876	0.62982	0.78211	0.72054	0.66022	0.78566	0.053745	0.082824	0.16769	0.73021	0.11617	0.52242	0.36795	0.45153	0.88108	0.03547	0.77458	0.11106	0.049989	0.047425	0.22312	0.035757	0.050224	0.6076	0.066103	0.87589	0.36136
Meth__cg16241648__ARPC1A	0.033786	0.041777	0.047358	0.046357	0.036818	0.039513	0.049694	0.036042	0.031901	0.041062	0.039437	0.037747	0.10855	0.039332	0.040531	0.04752	0.079381	0.033841	0.037297	0.039676	0.035799	0.061167	0.069606	0.058458	0.048237	0.11331	0.10642	0.038117	0.046335	0.038359	0.042893	0.042813	0.031507	0.055125	0.059085	0.039503
Meth__cg20166532__EDG1	0.49884	0.059168	0.53655	0.1478	0.57552	0.056678	0.87288	0.91116	0.056329	0.63674	0.3702	0.14198	0.70214	0.055415	0.65042	0.047442	0.15215	0.46839	0.85237	0.73482	0.065538	0.89128	0.77479	0.81224	0.35453	0.82819	0.11004	0.077375	0.04496	0.26194	0.44945	0.063692	0.47955	0.6098	0.56245	0.61782
Meth__cg12744185__PCTP	0.038843	0.049028	0.050305	0.41475	0.046388	0.045571	0.049903	0.030745	0.047464	0.035121	0.041441	0.043602	0.11052	0.053906	0.033341	0.033799	0.07214	0.030464	0.034949	0.040548	0.034614	0.044414	0.065965	0.037343	0.049266	0.71487	0.12547	0.032254	0.038563	0.0243	0.052082	0.0342	0.035026	0.13154	0.036907	0.04645
Meth__cg17237063__RBMS3	0.70869	0.14718	0.43411	0.73318	0.40449	0.066645	0.54345	0.061277	0.7719	0.117	0.1441	0.12215	0.48641	0.56748	0.10342	0.081801	0.16354	0.065667	0.17419	0.13245	0.074304	0.12861	0.1527	0.49356	0.20592	0.41227	0.18277	0.16661	0.12097	0.11349	0.66874	0.10533	0.16783	0.18462	0.084359	0.72981
Meth__cg10319505__RASEF	0.032554	0.050956	0.033968	0.030579	0.024923	0.3371	0.037964	0.040259	0.033299	0.03729	0.53325	0.052946	0.044266	0.038316	0.79861	0.060373	0.071304	0.86788	0.040247	0.031526	0.13888	0.028043	0.30772	0.046326	0.066157	0.10272	0.042103	0.036387	0.02885	0.57453	0.049797	0.030744	0.026773	0.051753	0.046076	0.030581
Meth__cg21513553__COL6A2	0.68028	0.019306	0.33083	0.85315	0.25589	0.32408	0.96208	0.02574	0.16466	0.91013	0.018367	0.075507	0.94135	0.14373	0.028798	0.027056	0.048808	0.019045	0.96404	0.094682	0.023975	0.9859	0.66918	0.39079	0.6259	0.95103	0.047568	0.019964	0.021739	0.016519	0.042453	0.02435	0.62697	0.64724	0.78106	0.7616
Meth__cg19764407__CDKN2B	0.064621	0.048487	0.3241	0.086972	0.049597	0.055226	0.057417	0.045894	0.041258	0.047717	0.040945	0.046558	0.11352	0.04589	0.042151	0.28455	0.11485	0.05587	0.073166	0.04883	0.050618	0.038592	0.42566	0.093451	0.12123	0.11676	0.075169	0.23922	0.21578	0.11861	0.059073	0.0487	0.0421	0.08148	0.055522	0.059308
Meth__cg06497752__COL9A3	0.43256	0.4709	0.97711	0.344	0.50281	0.89753	0.95732	0.022174	0.035962	0.36189	0.032558	0.15918	0.57449	0.035598	0.90867	0.021547	0.057786	0.061265	0.51477	0.46357	0.81215	0.32048	0.93423	0.041156	0.030103	0.92964	0.047451	0.1186	0.025529	0.080072	0.021906	0.015639	0.95729	0.44176	0.17811	0.076623
Meth__cg10837843__DUSP1	0.049284	0.1806	0.063113	0.098858	0.097227	0.20777	0.061828	0.043905	0.065765	0.3239	0.052916	0.064304	0.3838	0.078454	0.1963	0.047297	0.095288	0.037893	0.05388	0.53733	0.23521	0.055078	0.09384	0.053693	0.084153	0.079702	0.46599	0.04217	0.039093	0.045619	0.5375	0.042335	0.045007	0.099058	0.10493	0.074447
Meth__cg04736140__GPR161	0.035733	0.11043	0.062103	0.15549	0.066657	0.059729	0.47096	0.05763	0.047972	0.036992	0.054499	0.030244	0.2861	0.050148	0.29259	0.033184	0.077444	0.032714	0.76869	0.24261	0.07372	0.27	0.41122	0.055859	0.077478	0.084649	0.087175	0.23925	0.032429	0.043975	0.13763	0.030893	0.53413	0.04532	0.16297	0.12729
Meth__cg05824432__DCI	0.019346	0.016696	0.020649	0.3849	0.012316	0.01226	0.015821	0.013191	0.021814	0.013955	0.015063	0.012296	0.028283	0.015266	0.022785	0.015018	0.023184	0.015114	0.018289	0.016869	0.018468	0.027712	0.037641	0.33763	0.02521	0.037819	0.018713	0.015807	0.016297	0.013691	0.013744	0.023528	0.014737	0.038246	0.015	0.31724
Meth__cg12727374__MAP6D1	0.082051	0.94029	0.036238	0.03423	0.027967	0.032154	0.037303	0.37606	0.029402	0.02483	0.05205	0.024788	0.33176	0.49443	0.030898	0.04583	0.12663	0.46501	0.045628	0.041042	0.032708	0.27878	0.08624	0.047956	0.056232	0.08639	0.12306	0.21007	0.027536	0.102	0.34202	0.01967	0.96843	0.052465	0.042956	0.58872
