Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg12717594__RECK	0.78094	0.021486	0.96573	0.87044	0.02557	0.97028	0.025007	0.40315	0.022386	0.020081	0.62513	0.77331	0.021548	0.030148	0.20877	0.022356	0.96255	0.96537	0.96434	0.030898	0.051069	0.96918	0.94615	0.15682	0.019055	0.032157	0.96725	0.021989	0.78209	0.96812	0.96772
RS_G4506__FN1__FN1	4.4659	5.6734	2.1232	6.6339	12.0664	2.308	6.2799	8.1794	5.3713	6.4374	6.0504	5.7624	10.4557	11.6619	6.9695	14.314	7.9571	5.8399	8.6337	7.242	8.9032	4.4927	4.0323	5.2383	3.1511	10.3215	1.9746	5.2825	5.777	3.9021	1.7401
RS_G8867__TM4SF19__TM4SF19	1.6938	0	1.7121	1.2061	1.4021	0.82399	4.2581	1.0244	0.22523	5.4001	3.7259	0	1.5527	2.3795	3.6887	2.0732	0.4553	1.6893	1.6472	2.016	7.2146	1.4234	0.74831	0	2.859	3.8026	0	1.1632	2.8123	0	0.63044
Meth__cg26309134__ZNF542	0.98222	0.019986	0.9819	0.032272	0.54365	0.98064	0.97477	0.028213	0.98064	0.36279	0.89469	0.63587	0.88318	0.029058	0.11529	0.22461	0.98613	0.98058	0.02782	0.022947	0.96333	0.59054	0.94905	0.036343	0.021331	0.91014	0.22865	0.95729	0.078386	0.96055	0.97855
RS_G7164__C9orf61__C9orf61	4.8022	0.16473	2.4311	3.6999	0	2.8137	2.0588	1.9729	1.5573	3.7812	4.2492	0.18218	4.2811	0.61178	2.4214	0	3.8531	4.0848	0	3.9713	1.9287	2.0662	0	0	0.81004	0.35035	3.3579	3.0649	0	5.4726	1.911
Meth__cg04527363__GRM7	0.82774	0.083151	0.75659	0.88205	0.45654	0.74305	0.32255	0.085175	0.64897	0.7402	0.13475	0.093199	0.70604	0.40217	0.16983	0.074108	0.12142	0.11417	0.89306	0.8474	0.33464	0.078752	0.59117	0.098135	0.081972	0.78245	0.077186	0.36873	0.14828	0.15638	0.32786
Meth__cg20979799__RFXDC1	0.054135	0.071539	0.070442	0.058505	0.87108	0.091855	0.13902	0.080354	0.29348	0.32712	0.61743	0.065185	0.46859	0.25247	0.12645	0.31737	0.27054	0.090243	0.31585	0.067917	0.91991	0.053366	0.21305	0.076611	0.080719	0.17186	0.07369	0.46478	0.13727	0.090965	0.073603
RS_G1328__ADD2__ADD2	0.20263	0.2254	0.4463	0.25086	0	0.13381	6.7679	4.9889	4.1361	7.516	0.33157	0	6.6719	5.0306	0.81879	0.28117	1.5899	0.13083	1.1201	3.7528	6.9199	4.0692	0.42801	0	4.463	6.2682	1.4621	0.073313	0	0.18417	0
Meth__cg25587233__PPP2R4	0.087756	0.053871	0.078611	0.49451	0.89057	0.093173	0.70143	0.46324	0.72419	0.88853	0.45113	0.032687	0.62916	0.7418	0.073884	0.87954	0.65737	0.59838	0.92441	0.69998	0.75458	0.24133	0.049626	0.11718	0.40441	0.15105	0.14607	0.47071	0.24486	0.12103	0.074319
RS_G13473__C18orf4__C18orf4	2.916	0.19285	1.8636	0.81516	6.8813	2.0898	3.5813	0.85351	1.2471	0.70224	0.051857	2.0646	2.9336	0.30277	0.5877	5.6726	0.27885	0.83484	5.3935	0.6096	3.6129	0.593	0.79273	0.074512	4.3534	3.7589	0.58445	3.8849	0.37249	1.2527	2.7154
RS_G16319__SERHL2__SERHL2	5.5576	9.6885	4.2228	5.1276	3.5316	4.1391	4.4021	3.0556	6.0929	4.2306	3.487	4.2993	5.1006	5.2126	4.4447	4.1099	5.1008	8.2175	3.9131	8.19	3.8247	5.6157	3.797	11.2439	4.1716	4.2778	10.349	3.1849	6.6946	10.0126	9.7217
Meth__cg07654934__LXN	0.28162	0.65417	0.19624	0.48811	0.90713	0.062351	0.052002	0.52379	0.89896	0.067149	0.81605	0.34616	0.049567	0.11277	0.069308	0.88067	0.065195	0.057981	0.8992	0.10524	0.17951	0.081334	0.86394	0.11847	0.26883	0.072095	0.89836	0.90891	0.83605	0.88144	0.87017
Meth__cg01369981__CAMKK2	0.020594	0.94423	0.78372	0.097562	0.94725	0.94557	0.97746	0.3113	0.49252	0.34581	0.92959	0.44921	0.71181	0.021544	0.42164	0.026697	0.76577	0.67868	0.076214	0.020631	0.041453	0.01722	0.71806	0.80419	0.031667	0.020506	0.51789	0.479	0.1542	0.33809	0.93386
RS_G1779__PTHLH__PTHLH	0	0	2.2732	1.8152	2.1658	0	7.2097	0	0.32391	2.3649	2.1959	0	2.287	1.3148	1.5258	4.0306	0	0.76599	3.356	1.957	0.83936	2.8815	1.3368	0	1.8976	0.5104	2.0936	2.0487	0	0.48471	0
Meth__cg03513163__PCDHB1	0.78168	0.10268	0.62216	0.11254	0.66389	0.80449	0.86479	0.15187	0.73308	0.14055	0.5359	0.064984	0.7606	0.13226	0.17289	0.15138	0.86833	0.63286	0.10358	0.086172	0.59501	0.76329	0.3017	0.10384	0.32816	0.77225	0.063568	0.12822	0.25633	0.50757	0.43519
RS_G8399__COL6A2__COL6A2	0.09725	1.2175	2.8781	5.7926	7.9295	1.5704	9.9917	1.3977	8.5995	7.7184	3.3578	0	4.7661	10.2763	0.66729	13.2127	4.7809	5.0646	0.064059	0.64549	6.3192	4.4906	0.84685	0.54742	9.0792	8.6458	5.6524	0.74141	3.3194	2.3452	6.8501
Meth__cg23097681__ARHGAP24	0.041288	0.030973	0.048718	0.37594	0.83752	0.048463	0.029764	0.061018	0.037341	0.07403	0.12681	0.11936	0.61129	0.034403	0.10505	0.035845	0.024018	0.044248	0.48458	0.31759	0.12666	0.051499	0.57514	0.090365	0.037021	0.031114	0.03554	0.60424	0.071185	0.14934	0.77381
Meth__cg15134628__MAPK12	0.092935	0.26078	0.075926	0.18331	0.047721	0.067444	0.16453	0.063685	0.065937	0.16213	0.79897	0.057928	0.93067	0.092073	0.13954	0.039485	0.38843	0.65937	0.15473	0.057199	0.11521	0.071042	0.20457	0.28467	0.0623	0.042557	0.064602	0.045148	0.13573	0.05025	0.081243
Meth__cg00635481__ZNF76	0.045094	0.10714	0.033825	0.021072	0.026257	0.090946	0.090746	0.12268	0.050133	0.033629	0.29693	0.018782	0.027564	0.028484	0.063918	0.025018	0.032478	0.071376	0.028732	0.065176	0.079977	0.028979	0.065264	0.10701	0.022739	0.019569	0.020072	0.046463	0.12437	0.028003	0.029449
Meth__cg21966410__AR	0.56933	0.032125	0.039161	0.23654	0.034815	0.03352	0.82621	0.046639	0.92674	0.93937	0.048535	0.025605	0.93539	0.6363	0.35405	0.029977	0.047704	0.039575	0.53367	0.82955	0.69698	0.047297	0.36496	0.054207	0.53563	0.056747	0.023951	0.94602	0.049418	0.33454	0.060654
Meth__cg15182360__PCDH20	0.059401	0.056993	0.080845	0.084398	0.86733	0.067436	0.080093	0.094394	0.2909	0.085648	0.34605	0.083738	0.063759	0.63286	0.11861	0.070033	0.069841	0.13666	0.11073	0.050146	0.12882	0.078431	0.12769	0.079328	0.16829	0.067919	0.043772	0.10591	0.28497	0.074242	0.088437
RS_G15449__PSTK__PSTK	3.0441	2.5953	2.506	2.888	3.4201	1.9302	3.6997	3.047	4.0419	3.7742	3.8694	1.2227	4.1269	3.8838	3.0608	2.759	3.2617	3.0766	3.4609	2.7387	4.1285	3.3489	3.8483	2.2706	4.3471	3.1501	3.2526	9.5518	2.9723	3.321	2.3236
RS_G5897__C20orf114__C20orf114	7.2811	4.1593	6.4009	4.4106	0	0.79278	0.42508	1.576	0.63302	6.651	7.7517	0.67061	0	0.2615	6.3258	0.30149	2.4042	2.3954	6.6345	11.8817	0	6.9239	0.24599	6.1223	0	0.87411	2.0639	3.1221	4.9933	8.9966	6.0651
Meth__cg21680717__AKAP8	0.046064	0.057669	0.072521	0.03496	0.030332	0.050201	0.41984	0.032987	0.056154	0.035092	0.41562	0.032523	0.02927	0.045264	0.06402	0.029395	0.035651	0.06228	0.036398	0.026953	0.067779	0.056571	0.086971	0.045431	0.036127	0.033362	0.027712	0.035294	0.11017	0.043374	0.055404
Meth__cg15572787__RTDR1	0.031867	0.025735	0.035472	0.031032	0.95346	0.029957	0.025965	0.038486	0.10515	0.33155	0.41423	0.020937	0.12852	0.0809	0.05818	0.051847	0.033938	0.058088	0.028285	0.024264	0.061173	0.037643	0.054608	0.073011	0.027211	0.033738	0.03556	0.21142	0.069988	0.047616	0.17593
Meth__cg12238343__RLN3R1	0.91442	0.01538	0.72838	0.14761	0.07689	0.92635	0.92105	0.078211	0.89511	0.19427	0.89144	0.15622	0.047601	0.028474	0.07899	0.2964	0.8457	0.77787	0.89693	0.24965	0.83527	0.65984	0.59539	0.024673	0.05385	0.15472	0.035116	0.22411	0.45755	0.67792	0.79764
Meth__cg20427879__EML2	0.084668	0.062063	0.077227	0.064347	0.070743	0.061145	0.06364	0.059018	0.13275	0.10957	0.10724	0.067383	0.091852	0.07354	0.10661	0.057999	0.051345	0.055848	0.12301	0.062333	0.13366	0.066257	0.13987	0.090937	0.070744	0.082316	0.069188	0.062398	0.08821	0.077884	0.074348
Meth__cg21094669__GLRA3	0.11664	0.12048	0.53343	0.098651	0.50497	0.12933	0.85795	0.14949	0.23274	0.37504	0.21743	0.076367	0.19167	0.14086	0.18052	0.23404	0.093999	0.116	0.58186	0.1098	0.43661	0.11295	0.73855	0.10473	0.14913	0.098868	0.09602	0.65366	0.21843	0.3929	0.38598
RS_G10899__PERLD1__PERLD1	7.7632	10.8788	10.843	8.1343	5.7015	7.023	5.4851	6.7597	1.9356	4.808	11.5693	10.3273	7.3482	6.5941	7.0206	5.8111	6.5555	5.7895	6.5318	7.7669	5.3794	9.638	8.0489	10.3657	5.6013	6.5852	14.7454	5.4877	7.267	7.3184	6.7812
Meth__cg20492121__GLUL	0.021101	0.53873	0.80418	0.016658	0.74462	0.32771	0.030575	0.018399	0.02754	0.42018	0.28587	0.24143	0.96578	0.019003	0.075999	0.015908	0.28979	0.40015	0.021264	0.046434	0.23423	0.50327	0.052215	0.4074	0.037008	0.018017	0.015464	0.041623	0.024375	0.038313	0.16033
RS_G7014__HMGCS2__HMGCS2	3.2458	4.7467	9.5647	0	0	2.0295	0	1.1194	0	0.66734	0	3.1984	0	0	0	0	2.1169	1.2016	2.2865	4.1494	1.5586	8.5555	0	3.6267	0	0	4.2566	4.6803	5.0264	4.8179	3.1114
Meth__cg05843340__KENAE	0.016524	0.013311	0.016587	0.0095935	0.014558	0.01576	0.01953	0.017661	0.01406	0.010438	0.027129	0.0094656	0.012499	0.014683	0.039396	0.0091764	0.017502	0.021026	0.01228	0.013096	0.023921	0.016427	0.025273	0.024998	0.0099348	0.01339	0.011233	0.01374	0.027977	0.017617	0.015062
Meth__cg03080985__SH3BGRL2	0.057327	0.057038	0.078248	0.066243	0.10615	0.11034	0.038386	0.083559	0.14852	0.062398	0.15343	0.075007	0.053772	0.080077	0.096702	0.25134	0.054652	0.060842	0.24061	0.051666	0.15421	0.057264	0.13991	0.087833	0.059169	0.048247	0.054814	0.55393	0.15317	0.075812	0.091967
Meth__cg18287975__MEF2C	0.055567	0.056827	0.0912	0.052036	0.62119	0.039696	0.056257	0.058958	0.058085	0.59163	0.12943	0.055698	0.059685	0.059691	0.076644	0.058197	0.032976	0.047121	0.94435	0.04994	0.10164	0.046073	0.080495	0.096364	0.043074	0.046725	0.035474	0.071416	0.1003	0.073811	0.080558
RS_G3621__RASD1__RASD1	5.969	3.1449	0.68218	4.3604	1.2555	2.573	2.5312	1.1515	3.5046	1.2438	1.4534	3.8761	1.8056	1.9539	1.1264	2.8615	6.7543	8.3099	4.2693	6.4316	5.2432	4.799	2.2009	1.6598	1.155	3.3133	8.5541	2.7128	0.32639	2.5211	1.6951
Meth__cg24127989__IMPDH1	0.036357	0.021158	0.035781	0.040831	0.4554	0.02838	0.67278	0.17844	0.082511	0.89264	0.31292	0.019537	0.31138	0.043122	0.074263	0.24567	0.022575	0.095494	0.11955	0.035317	0.42855	0.034043	0.046959	0.030549	0.47524	0.022835	0.025352	0.029738	0.048071	0.037517	0.03191
Meth__cg07596494__KIF3C	0.048135	0.40926	0.07482	0.042526	0.030989	0.23079	0.041296	0.053311	0.044344	0.2067	0.3556	0.056837	0.040678	0.029035	0.18653	0.088987	0.13788	0.061855	0.041248	0.064501	0.13151	0.045577	0.10444	0.12982	0.028713	0.027589	0.12024	0.88642	0.070772	0.27147	0.13597
Meth__cg07017374__FLT3	0.038732	0.083311	0.060403	0.047054	0.97612	0.064323	0.056919	0.076683	0.96014	0.82494	0.64938	0.15263	0.10864	0.13835	0.085498	0.78864	0.77244	0.23776	0.2561	0.77401	0.91193	0.46411	0.34125	0.13342	0.14959	0.50336	0.040797	0.28135	0.91824	0.066198	0.07724
Meth__cg09486093__HSD17B4	0.49607	0.14846	0.13687	0.029285	0.038462	0.043362	0.97671	0.039245	0.97194	0.16827	0.91659	0.95196	0.058256	0.20514	0.11152	0.038526	0.033935	0.039133	0.19974	0.51847	0.088738	0.057344	0.28537	0.67542	0.02168	0.039546	0.086942	0.040571	0.14239	0.53698	0.044423
Meth__cg20311501__APC	0.56993	0.93896	0.23702	0.10373	0.03555	0.92954	0.92772	0.063776	0.58326	0.054336	0.90664	0.92065	0.91151	0.063918	0.0777	0.03536	0.04148	0.31678	0.92761	0.89638	0.10296	0.89275	0.86127	0.24006	0.88487	0.054076	0.92993	0.95248	0.089838	0.90863	0.91719
Meth__cg13554114__TERF1	0.033416	0.18593	0.033876	0.02644	0.030901	0.035488	0.048614	0.029322	0.028933	0.030865	0.070663	0.025826	0.041816	0.02866	0.044914	0.030942	0.036801	0.033662	0.029774	0.030489	0.074488	0.033737	0.055341	0.27773	0.034162	0.029741	0.038391	0.027498	0.075484	0.040102	0.034519
Meth__cg13906416__PVR	0.075452	0.061582	0.07788	0.058666	0.058351	0.56777	0.1102	0.060942	0.067765	0.061753	0.11147	0.04698	0.052435	0.08001	0.099205	0.053848	0.076747	0.52112	0.056715	0.052338	0.16268	0.083305	0.17949	0.10629	0.04804	0.052161	0.049481	0.11504	0.11106	0.063123	0.076227
Meth__cg05697249__C11orf52	0.063577	0.036649	0.057755	0.045496	0.81729	0.059855	0.066511	0.049995	0.11194	0.086407	0.11993	0.028946	0.051717	0.79239	0.074356	0.62525	0.04626	0.10354	0.057075	0.0529	0.80554	0.050172	0.092303	0.07757	0.85419	0.04898	0.039659	0.077129	0.12188	0.048631	0.056347
Meth__cg25133753__WFDC11	0.35124	0.088457	0.29844	0.10828	0.046339	0.30344	0.13235	0.11388	0.073822	0.13209	0.21776	0.12103	0.11607	0.079781	0.081174	0.074145	0.096061	0.21508	0.84965	0.58717	0.13615	0.12273	0.071499	0.087372	0.086688	0.06965	0.05236	0.055373	0.30782	0.1074	0.098709
Meth__cg17132967__ZNF83	0.097468	0.29339	0.63885	0.46186	0.29599	0.71719	0.79059	0.76738	0.088081	0.23484	0.66099	0.042348	0.081462	0.093768	0.10467	0.059474	0.58612	0.6295	0.44305	0.074962	0.63084	0.73412	0.54263	0.44813	0.050353	0.68503	0.30035	0.43141	0.13091	0.50432	0.34528
Meth__cg11747771__GLDC	0.97063	0.062312	0.060334	0.036813	0.37399	0.53926	0.069004	0.054896	0.96807	0.032925	0.37792	0.043132	0.043342	0.11543	0.16303	0.45054	0.95801	0.95738	0.36242	0.033563	0.9496	0.34	0.93215	0.071885	0.039028	0.046127	0.066555	0.031097	0.078672	0.2828	0.56143
RS_G13287__HOXB9__HOXB9	0.35693	0	3.9845	0.71643	0.35586	0	0.30977	0.26024	3.9151	3.9374	3.1658	1.089	1.121	4.0206	1.9987	1.8404	0.98759	0.58499	0	0.30031	5.7397	2.2944	0	0	0.48243	0	0	1.8711	3.8828	0	3.3937
Meth__cg05882691__HIST1H3H	0.18797	0.14451	0.16943	0.46288	0.1493	0.15854	0.20064	0.24261	0.78739	0.13964	0.23321	0.12172	0.16214	0.16889	0.20065	0.21711	0.16361	0.19601	0.19008	0.84158	0.34661	0.16025	0.24114	0.2984	0.14023	0.1528	0.39443	0.88547	0.28469	0.2101	0.26521
Meth__cg16221059__PLS3	0.056314	0.039921	0.046808	0.058762	0.033043	0.078294	0.042657	0.077511	0.037135	0.019971	0.099745	0.71989	0.048394	0.1212	0.07502	0.024477	0.61928	0.88016	0.1364	0.4695	0.049249	0.043355	0.2512	0.073839	0.048688	0.034555	0.037923	0.26528	0.042883	0.067225	0.038261
RS_G18751__COL4A6__COL4A6	0.67594	0.13292	0.082024	0	2.7738	0.18736	0.39431	0.15342	0.06856	4.3231	2.4073	0.27736	0.8942	3.3987	0.59125	2.8252	0.45164	0.87533	1.2266	1.004	0.68802	3.537	2.2581	0.099219	0.63428	4.2757	0.4863	3.0149	3.9285	0.38657	0.43794
Meth__cg08792314__COASY	0.048217	0.59059	0.63206	0.13355	0.04376	0.11838	0.054516	0.52974	0.0455	0.045943	0.37515	0.049163	0.043461	0.44687	0.10394	0.051266	0.41708	0.49452	0.045827	0.045767	0.10321	0.068262	0.11416	0.233	0.046902	0.041194	0.038845	0.043853	0.14781	0.040751	0.038293
Meth__cg07448460__GGH	0.03751	0.06916	0.050647	0.021593	0.019646	0.028427	0.024761	0.024202	0.037113	0.018109	0.067151	0.036812	0.035148	0.026466	0.079213	0.028234	0.032969	0.032092	0.03479	0.029223	0.035744	0.038439	0.063548	0.36163	0.026502	0.038211	0.040186	0.020965	0.017875	0.03245	0.02369
RS_G18754__CYP2B7P1__CYP2B7P1	7.8731	0.71843	4.2739	6.4891	0.97565	1.959	0.71636	5.0364	0.23268	1.0877	1.8112	0.71491	0.094855	0.75563	0.43847	0.86152	2.1059	1.3998	2.6524	1.6952	1.0342	8.1502	0.77303	2.1599	0.44639	0.84597	0.49865	0.64224	1.8966	10.3949	8.5954
Meth__cg23283875__FLJ21062	0.042698	0.028106	0.040876	0.025859	0.18557	0.03841	0.044698	0.025647	0.054956	0.021897	0.49617	0.02898	0.024038	0.027221	0.078951	0.017873	0.025824	0.044099	0.026932	0.018583	0.079191	0.039565	0.087439	0.057127	0.02443	0.021371	0.020998	0.019175	0.069805	0.027159	0.02423
Meth__cg24769045__TIPRL	0.052246	0.049955	0.053777	0.042379	0.041717	0.057065	0.52405	0.050235	0.04716	0.034884	0.087641	0.031039	0.042691	0.038532	0.071773	0.041042	0.050135	0.078689	0.048417	0.041491	0.13727	0.04701	0.081308	0.091327	0.037507	0.039933	0.039377	0.036857	0.061836	0.041681	0.053076
Meth__cg06341721__DAZAP1	0.066857	0.079944	0.074414	0.07214	0.50269	0.06893	0.054686	0.067751	0.076068	0.091881	0.1237	0.046042	0.11543	0.33203	0.11513	0.65658	0.052052	0.095559	0.070165	0.06275	0.16833	0.070785	0.13612	0.11312	0.056168	0.052059	0.0638	0.056882	0.14806	0.075306	0.079975
Meth__cg21096966__BTBD5	0.077753	0.063634	0.17796	0.081487	0.08381	0.09808	0.098776	0.077455	0.1556	0.134	0.18809	0.068036	0.066383	0.078814	0.13945	0.1054	0.063401	0.081062	0.10057	0.43412	0.24554	0.078916	0.082994	0.083621	0.92032	0.065494	0.075972	0.13592	0.86305	0.18563	0.12952
Meth__cg08404227__SLCO3A1	0.066176	0.23426	0.14116	0.040587	0.1297	0.051615	0.055614	0.043258	0.45403	0.037801	0.1583	0.10958	0.032914	0.032757	0.052588	0.035597	0.05987	0.069858	0.044744	0.026288	0.5402	0.046629	0.074485	0.075844	0.027884	0.038316	0.041386	0.42255	0.088239	0.041837	0.045559
Meth__cg24705286__JMJD5	0.09337	0.082897	0.053292	0.027086	0.027758	0.056325	0.04033	0.025675	0.091873	0.032086	0.11536	0.019994	0.021262	0.032821	0.092829	0.01539	0.035369	0.079674	0.028257	0.025935	0.043561	0.11144	0.29285	0.064486	0.022335	0.030568	0.021772	0.017322	0.13462	0.0241	0.0318
Meth__cg11141013__ZNF688	0.024724	0.017351	0.030468	0.017069	0.022197	0.030523	0.022336	0.02033	0.030168	0.0165	0.046152	0.026457	0.018532	0.024036	0.032082	0.016563	0.019052	0.028064	0.020379	0.02217	0.040282	0.028619	0.026561	0.031848	0.015912	0.025797	0.021277	0.013014	0.02417	0.02877	0.030344
Meth__cg08319404__THRB	0.087583	0.93083	0.094969	0.33025	0.93178	0.11568	0.06693	0.14985	0.88923	0.16129	0.51522	0.09197	0.8376	0.28203	0.15423	0.85571	0.78312	0.10325	0.63993	0.099616	0.72456	0.099191	0.2286	0.52073	0.13963	0.14101	0.10175	0.11408	0.11762	0.10234	0.13661
Meth__cg13133148__SNAPC5	0.034533	0.034262	0.034122	0.027935	0.031053	0.043678	0.048987	0.035235	0.027605	0.014565	0.036857	0.048414	0.026521	0.030477	0.063429	0.05859	0.030443	0.029882	0.032589	0.026324	0.052969	0.040186	0.051808	0.039501	0.02417	0.023959	0.020436	0.020359	0.040903	0.030893	0.03187
Meth__cg05286874__ABCA1	0.48258	0.021962	0.36238	0.016301	0.017646	0.027802	0.048023	0.025381	0.02359	0.026611	0.81567	0.027384	0.41761	0.017065	0.052967	0.016804	0.97285	0.54978	0.040057	0.01578	0.055876	0.45604	0.097611	0.047798	0.090347	0.028462	0.018469	0.96715	0.074651	0.021845	0.066255
Meth__cg07551659__CGNL1	0.03046	0.027105	0.037114	0.0407	0.95599	0.042041	0.68906	0.03312	0.034614	0.028121	0.31959	0.024662	0.042962	0.033854	0.090825	0.54186	0.065029	0.066807	0.61421	0.050833	0.63664	0.031108	0.63793	0.029644	0.083186	0.040763	0.034567	0.95315	0.099018	0.041877	0.12318
Meth__cg05004940__C20orf195	0.068011	0.048842	0.5361	0.12956	0.19409	0.060488	0.61244	0.059122	0.096631	0.15365	0.77133	0.6945	0.076673	0.4643	0.092096	0.054593	0.64552	0.53489	0.052091	0.05215	0.81407	0.47357	0.29516	0.11958	0.081028	0.050587	0.054412	0.038547	0.27791	0.088549	0.058428
Meth__cg20176532__ZNF256	0.029795	0.023756	0.020806	0.020806	0.017898	0.04057	0.56869	0.016211	0.97359	0.017198	0.1503	0.013803	0.027933	0.021264	0.049656	0.017449	0.49324	0.60682	0.017107	0.014331	0.95348	0.023078	0.052459	0.022564	0.024927	0.017321	0.017309	0.028464	0.11015	0.44912	0.17082
RS_G4584__KYNU__KYNU	0.60489	4.1925	1.4848	1.7876	0	6.9957	1.0675	4.2133	3.9039	4.0487	8.0346	4.4861	6.7536	0.39923	5.3852	0.64089	6	9.3717	0.4213	5.9079	4.6446	2.6547	0.53147	6.069	0	8.9084	4.1763	5.0554	6.6215	4.0011	0.96745
RS_G14203__IL20RB__IL20RB	2.3285	2.3977	1.9633	2.6694	2.9313	3.6584	3.7298	2.0501	4.4568	6.0774	2.1694	2.4511	3.8537	4.2693	3.4924	3.1903	2.3034	3.4285	1.2384	2.9665	2.316	2.3458	2.0891	1.235	3.8664	6.4871	3.0164	4.6157	2.8394	2.5497	2.8662
Meth__cg02153528__OBFC2B	0.029414	0.022253	0.27399	0.08141	0.11467	0.031089	0.038044	0.66272	0.072099	0.34082	0.18068	0.04044	0.030377	0.11858	0.055284	0.01904	0.035849	0.046251	0.060716	0.061387	0.27708	0.13522	0.055927	0.032783	0.047599	0.024598	0.044885	0.018573	0.066737	0.040843	0.023071
Meth__cg20059151__SLC44A3	0.05867	0.090672	0.21277	0.26937	0.88752	0.062381	0.10725	0.077659	0.24563	0.054478	0.1248	0.057041	0.066485	0.10448	0.12155	0.34943	0.091606	0.1771	0.54276	0.060002	0.80344	0.087736	0.5145	0.17807	0.23499	0.055464	0.059162	0.25629	0.085582	0.079902	0.10886
Meth__cg07297906__GPC3	0.46587	0.018036	0.021876	0.36748	0.83554	0.045048	0.39012	0.44378	0.038442	0.18109	0.074132	0.11065	0.37236	0.47858	0.15581	0.011831	0.036582	0.03419	0.57075	0.4815	0.78891	0.024548	0.8868	0.025499	0.6078	0.065242	0.012691	0.3695	0.028091	0.24523	0.066546
RS_G14722__SOX11__SOX11	1.6202	1.7439	5.867	0.80538	0	2.1931	1.301	0.085999	2.1426	0.22485	2.04	6.8695	1.1929	2.7944	2.6119	2.5781	0.23006	3.6079	0.62698	1.5044	0	3.8528	2.3554	1.4443	0.26818	0.0634	4.6098	0.4718	0	0.67554	0.29162
Meth__cg18525740__ZNF346	0.05456	0.043677	0.052012	0.033395	0.035001	0.064885	0.08534	0.034873	0.066378	0.034169	0.5664	0.032569	0.039861	0.039797	0.10787	0.031172	0.038065	0.05774	0.045307	0.033441	0.11294	0.048464	0.08125	0.080179	0.035605	0.029977	0.030394	0.033121	0.058401	0.037516	0.045144
Meth__cg01860753__RASSF5	0.1632	0.12248	0.1831	0.087403	0.13263	0.1837	0.14556	0.20926	0.22644	0.22554	0.24363	0.12884	0.17805	0.21542	0.15097	0.18531	0.11562	0.1396	0.19491	0.15421	0.23562	0.19891	0.1592	0.20138	0.19111	0.18933	0.18726	0.1799	0.1879	0.14272	0.17472
Meth__cg07704144__SNPH	0.095289	0.044406	0.052237	0.41148	0.046418	0.49669	0.88681	0.07937	0.43286	0.059137	0.92046	0.054452	0.058156	0.048933	0.092676	0.033999	0.95727	0.55585	0.34827	0.053009	0.12111	0.065616	0.10491	0.072628	0.045177	0.060532	0.079013	0.96716	0.14121	0.16265	0.64025
Meth__cg21825027__SH3YL1	0.038298	0.025129	0.036103	0.030979	0.81016	0.036726	0.031537	0.037829	0.038754	0.039823	0.079953	0.023933	0.24759	0.035975	0.078543	0.35381	0.024917	0.031535	0.033186	0.034328	0.87962	0.042625	0.073631	0.084143	0.051733	0.026934	0.039897	0.027055	0.047659	0.037232	0.040057
Meth__cg18669381__ARHGEF19	0.069456	0.054734	0.066552	0.057513	0.34519	0.059887	0.050163	0.060015	0.058052	0.054098	0.093711	0.047175	0.069911	0.25933	0.09417	0.16583	0.051857	0.064602	0.054115	0.052454	0.28585	0.057193	0.093656	0.11594	0.10506	0.084705	0.060102	0.051879	0.046164	0.052313	0.061117
Meth__cg12629325__PCDHAC1	0.72053	0.031167	0.98037	0.74264	0.14147	0.53618	0.4169	0.055849	0.088822	0.069204	0.37618	0.76579	0.060213	0.057251	0.19379	0.038446	0.9744	0.85281	0.041328	0.040947	0.93686	0.74678	0.07194	0.041369	0.061068	0.032482	0.027944	0.84757	0.45674	0.82349	0.84554
Meth__cg10763288__DHCR7	0.086037	0.13677	0.12202	0.11879	0.23856	0.24493	0.078581	0.10299	0.065916	0.17609	0.09001	0.083589	0.11924	0.15085	0.096828	0.71974	0.086405	0.057586	0.12194	0.17737	0.48607	0.14242	0.15178	0.15637	0.11428	0.10661	0.0838	0.09438	0.093506	0.10229	0.090708
Meth__cg07293947__SFXN1	0.39563	0.13265	0.57156	0.064983	0.19776	0.056538	0.18644	0.050917	0.044179	0.40177	0.54961	0.029579	0.13145	0.034925	0.089854	0.040359	0.59835	0.27361	0.36529	0.075205	0.56626	0.40193	0.092017	0.11961	0.022717	0.033047	0.029669	0.15475	0.091582	0.10336	0.11226
Meth__cg18125479__PYGL	0.025509	0.033512	0.13328	0.018343	0.020405	0.18765	0.04738	0.015818	0.020327	0.030503	0.038272	0.045563	0.015031	0.021524	0.049231	0.014378	0.026161	0.031648	0.021486	0.057875	0.036012	0.05405	0.86245	0.030331	0.023605	0.024869	0.023733	0.6257	0.030845	0.122	0.66278
