Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg03218909__HAPLN2	0.087496	0.090526	0.34629	0.22203	0.133	0.10207	0.37109	0.35276	0.22603	0.18935	0.51375	0.087093	0.2648	0.14143	0.11197	0.11957	0.12972	0.7809	0.12816	0.22985	0.12823	0.13156	0.20636	0.08948	0.099825	0.11347	0.25872	0.14782	0.13556	0.09164
Meth__cg05210526__PGM1	0.039585	0.067518	0.206	0.079503	0.032891	0.1471	0.026099	0.049637	0.056171	0.042734	0.072222	0.031207	0.039528	0.040053	0.091254	0.028113	0.043624	0.02733	0.037065	0.084572	0.04595	0.061353	0.10792	0.026009	0.036198	0.030113	0.037941	0.15809	0.047728	0.043528
Meth__cg11061975__SIRPB2	0.55454	0.037456	0.90019	0.5657	0.91335	0.072181	0.83979	0.66249	0.69322	0.82033	0.91681	0.05067	0.82067	0.88406	0.13403	0.32362	0.18262	0.080376	0.37836	0.09343	0.13229	0.20048	0.035281	0.091876	0.93519	0.053371	0.6201	0.21721	0.092211	0.33774
Meth__cg15974053__DHRS10	0.032402	0.015839	0.029941	0.90337	0.57347	0.21581	0.017741	0.03111	0.32612	0.97433	0.75256	0.12323	0.041071	0.85343	0.034148	0.032565	0.31072	0.64225	0.083857	0.098322	0.035522	0.052583	0.029452	0.015443	0.032363	0.014973	0.49286	0.021165	0.030354	0.018187
Meth__cg27501458__SULT4A1	0.022391	0.022337	0.033808	0.037762	0.62481	0.039634	0.31788	0.033056	0.17879	0.024863	0.13856	0.018061	0.050341	0.025648	0.029238	0.091665	0.29591	0.024258	0.044825	0.57687	0.048498	0.85386	0.030277	0.045619	0.4246	0.021156	0.030091	0.032334	0.029379	0.031382
Meth__cg21902544__CBLN2	0.04994	0.044655	0.058018	0.039018	0.57234	0.050874	0.42838	0.073737	0.61121	0.082666	0.49094	0.04355	0.069343	0.45283	0.19436	0.23491	0.069256	0.087225	0.055467	0.81557	0.063611	0.11893	0.082535	0.059989	0.050437	0.056938	0.89646	0.12185	0.50913	0.042952
Meth__cg24892510__ZNF415	0.026113	0.019092	0.055574	0.021241	0.17575	0.47969	0.59034	0.026456	0.20416	0.052939	0.18536	0.015857	0.61771	0.018742	0.044806	0.033096	0.28347	0.029628	0.21771	0.22919	0.066562	0.57598	0.046825	0.035333	0.11041	0.014687	0.1631	0.13558	0.025077	0.080947
Meth__cg01269795__BTN3A3	0.1586	0.1356	0.16318	0.11121	0.76367	0.15912	0.81016	0.13309	0.27959	0.20586	0.26686	0.13032	0.37953	0.8132	0.21406	0.18026	0.14362	0.16861	0.18744	0.27071	0.1341	0.19225	0.21353	0.12955	0.65794	0.14783	0.097144	0.18642	0.15124	0.16205
Meth__cg06940107__C21orf100	0.18767	0.075508	0.18542	0.5252	0.28102	0.21691	0.87566	0.35835	0.44743	0.1981	0.16071	0.25306	0.64171	0.76755	0.16398	0.085128	0.32565	0.90484	0.70863	0.42077	0.51531	0.30817	0.16649	0.073781	0.71389	0.10943	0.58805	0.16823	0.061394	0.4776
Meth__cg13240311__PKIG	0.058797	0.052784	0.046772	0.042959	0.40699	0.071806	0.059549	0.075363	0.040325	0.12939	0.12296	0.13403	0.081684	0.034021	0.084265	0.057272	0.059887	0.10904	0.036117	0.10231	0.060257	0.34177	0.10145	0.04199	0.044025	0.045202	0.64503	0.089793	0.055708	0.041861
RS_G1589__PGR__PGR	0	0	5.8141	4.6073	0	5.1131	0	6.0643	0	0	0	0	0	0.29135	0	0	2.2482	2.7384	0.085527	0	4.3203	0.097528	0	0	0	0	0.84492	7.8522	6.9785	6.2611
Meth__cg16442715__MAP3K7IP1	0.053033	0.049112	0.054028	0.071809	0.057086	0.074865	0.059634	0.071546	0.068272	0.076884	0.087923	0.061216	0.079582	0.041953	0.0709	0.096818	0.064795	0.099976	0.072408	0.26068	0.099394	0.080509	0.11999	0.053878	0.059078	0.057922	0.065169	0.045762	0.071973	0.059728
Meth__cg19063972__SOX21	0.095467	0.024624	0.040232	0.25007	0.60128	0.9436	0.87812	0.14465	0.68535	0.29879	0.94979	0.49716	0.020093	0.096546	0.11986	0.70383	0.93286	0.98115	0.97158	0.63951	0.039019	0.95488	0.409	0.047172	0.040294	0.054342	0.97643	0.87769	0.052536	0.73043
RS_G12874__UQCRFS1__UQCRFS1	9.2562	8.9636	9.4392	9.4359	10.4656	9.7133	10.0995	10.3673	14.2713	9.9233	11.0279	8.688	10.4741	9.7953	10.8393	9.1658	9.9577	9.2917	10.0729	10.2078	8.6633	9.7125	10.489	8.0425	9.593	8.5155	9.4899	9.9183	9.2637	9.5214
Meth__cg09983885__TRIM21	0.15123	0.036555	0.1092	0.076051	0.6223	0.17025	0.086794	0.054929	0.27535	0.22903	0.19295	0.054426	0.13859	0.042925	0.14223	0.32938	0.092058	0.25871	0.056198	0.54864	0.13436	0.25444	0.077613	0.027495	0.060072	0.13191	0.63641	0.19009	0.063486	0.11292
Meth__cg25397076__RBP7	0.037989	0.022225	0.14027	0.16119	0.98177	0.84996	0.050058	0.034611	0.9704	0.036938	0.92748	0.075112	0.96856	0.40773	0.061145	0.23692	0.18386	0.61775	0.25772	0.95742	0.58542	0.94773	0.072128	0.063325	0.03015	0.026243	0.97969	0.046536	0.034541	0.10469
Meth__cg10387901__MRPS25	0.033595	0.05921	0.031606	0.014773	0.023985	0.032197	0.0304	0.021248	0.036563	0.029077	0.041673	0.017747	0.016904	0.05281	0.17586	0.014267	0.054514	0.018186	0.017066	0.041987	0.048631	0.056608	0.031859	0.019924	0.015702	0.022981	0.016807	0.048043	0.028224	0.026824
Meth__cg14613832__CYP26A1	0.053446	0.027923	0.037602	0.033107	0.036531	0.049556	0.051666	0.049338	0.49982	0.062687	0.086816	0.027995	0.42327	0.034547	0.080265	0.085811	0.051326	0.040394	0.027324	0.83291	0.041959	0.052095	0.065909	0.03506	0.052348	0.031071	0.23434	0.051188	0.035978	0.037301
Meth__cg14892066__DCTD	0.050701	0.14792	0.30249	0.050185	0.89033	0.050902	0.30563	0.070555	0.055807	0.12472	0.71378	0.067045	0.48836	0.089824	0.09196	0.052841	0.07975	0.66908	0.056295	0.086563	0.046716	0.1417	0.16407	0.046468	0.11571	0.045146	0.17652	0.13626	0.064637	0.1023
Meth__cg23749760__ZNF467	0.017928	0.38802	0.20327	0.06328	0.37799	0.1255	0.098107	0.47783	0.36961	0.7039	0.66378	0.61169	0.55685	0.30662	0.16759	0.20636	0.10726	0.0312	0.024795	0.6145	0.026112	0.03571	0.57419	0.12303	0.093758	0.090246	0.25421	0.031124	0.023288	0.057223
Meth__cg10946435__KCNN3	0.76366	0.040861	0.39774	0.043137	0.61628	0.35158	0.96318	0.055165	0.78971	0.81744	0.65795	0.61116	0.42398	0.40931	0.26744	0.74435	0.66191	0.088901	0.61422	0.16548	0.50969	0.89811	0.068661	0.092718	0.7656	0.046722	0.32	0.069776	0.67335	0.80279
Meth__cg16111791__CACNB4	0.063205	0.066468	0.070713	0.043092	0.22639	0.059942	0.20764	0.045782	0.11741	0.050316	0.26019	0.051232	0.22166	0.089577	0.056549	0.043485	0.062977	0.084352	0.093643	0.073375	0.058179	0.81879	0.06192	0.074068	0.070873	0.063469	0.17625	0.053642	0.066777	0.050617
Meth__cg20172280__OLFML2B	0.033859	0.035797	0.053478	0.053141	0.071037	0.05993	0.042565	0.091213	0.38449	0.078199	0.13502	0.041741	0.064428	0.028453	0.045209	0.038922	0.070768	0.061474	0.037597	0.19141	0.072481	0.28364	0.058688	0.037361	0.10086	0.04567	0.097319	0.042041	0.080107	0.13797
Meth__cg25167643__PTPRZ1	0.42579	0.023721	0.036077	0.038648	0.9717	0.049006	0.51684	0.40961	0.11793	0.29993	0.95423	0.092718	0.050973	0.067288	0.13872	0.14126	0.83698	0.32023	0.05998	0.23539	0.45591	0.95403	0.026042	0.046826	0.034178	0.035896	0.87612	0.60659	0.07216	0.045447
Meth__cg24997944__KCNH8	0.1131	0.78609	0.78643	0.7967	0.42297	0.95469	0.065899	0.39989	0.039334	0.051734	0.48166	0.93318	0.20895	0.052155	0.16465	0.05032	0.95696	0.31695	0.042444	0.85793	0.9352	0.86624	0.90029	0.11623	0.033972	0.64615	0.39084	0.42793	0.94165	0.13166
Meth__cg00676660__ADAMTS9	0.068493	0.03046	0.071594	0.060174	0.40816	0.10815	0.040861	0.072583	0.097267	0.089046	0.19117	0.037683	0.064873	0.051542	0.10545	0.031776	0.14543	0.47608	0.49093	0.11305	0.052725	0.35042	0.061506	0.052839	0.10157	0.030355	0.21779	0.10635	0.046726	0.051112
Meth__cg00292662__LGALS1	0.053644	0.16456	0.14659	0.065405	0.037183	0.045059	0.039776	0.066745	0.043177	0.060235	0.071709	0.031975	0.036909	0.038611	0.079734	0.031378	0.38293	0.22213	0.045969	0.078754	0.10599	0.13099	0.07959	0.042994	0.036419	0.045981	0.04278	0.054889	0.044615	0.31603
Meth__cg12601757__ST6GALNAC3	0.67353	0.032275	0.6809	0.91763	0.033151	0.88099	0.034291	0.045512	0.039084	0.045902	0.49139	0.77401	0.52824	0.033254	0.25934	0.024351	0.90572	0.66411	0.042159	0.69633	0.84849	0.76201	0.039416	0.077338	0.034806	0.7217	0.56647	0.070784	0.90577	0.82868
Meth__cg03973663__LYN	0.078525	0.061648	0.084351	0.032846	0.86859	0.056897	0.3023	0.034635	0.92582	0.67003	0.88329	0.086025	0.87148	0.9304	0.16543	0.81605	0.079744	0.65056	0.047105	0.15364	0.10029	0.12821	0.074676	0.9126	0.42793	0.13734	0.29198	0.18533	0.05233	0.08799
Meth__cg11304734__PRAF1	0.048177	0.033978	0.10452	0.16911	0.36964	0.16523	0.085358	0.046489	0.37084	0.28883	0.28881	0.1141	0.083903	0.060047	0.092716	0.041706	0.03982	0.093146	0.030235	0.73204	0.046507	0.069297	0.032988	0.036119	0.74227	0.043827	0.077996	0.094563	0.040183	0.056261
Meth__cg24855780__TNKS1BP1	0.031848	0.020648	0.035134	0.026584	0.95329	0.036243	0.077938	0.037675	0.75482	0.76241	0.084576	0.03274	0.065861	0.11046	0.11259	0.055394	0.071582	0.080041	0.051179	0.8805	0.042191	0.067038	0.052741	0.56105	0.45686	0.031375	0.0313	0.12976	0.029889	0.03403
RS_G13976__AGR3__AGR3	0.96279	0	5.0594	7.9502	0	0	0	0	0	0.80972	1.3525	0	4.4427	0	7.9863	0	4.7527	1.5785	2.7431	0	2.8728	0	0	0	0	2.4631	5.5046	5.7254	4.8488	7.679
Meth__cg03608167__CXCR4	0.03534	0.04017	0.039036	0.034818	0.60237	0.041742	0.037063	0.041051	0.48356	0.046098	0.5852	0.037212	0.03212	0.02893	0.046605	0.032868	0.03139	0.54547	0.025774	0.83527	0.029608	0.061166	0.066913	0.026761	0.037698	0.031808	0.080952	0.080796	0.032715	0.033584
Meth__cg02409282__ULBP1	0.25301	0.056022	0.11258	0.27512	0.87054	0.075008	0.057817	0.10596	0.55532	0.068321	0.82939	0.1824	0.37607	0.048725	0.12992	0.074518	0.069638	0.23953	0.097615	0.83489	0.067555	0.16518	0.10015	0.046769	0.05008	0.055794	0.60917	0.1334	0.080824	0.080195
Meth__cg12402251__CALB1	0.60789	0.065808	0.10834	0.093942	0.47137	0.19416	0.96436	0.013468	0.43975	0.64721	0.46746	0.016957	0.053291	0.18838	0.12311	0.11717	0.097855	0.41661	0.084679	0.58601	0.015951	0.31662	0.038449	0.017562	0.33859	0.19483	0.14876	0.026089	0.021576	0.021415
RS_G8682__OSR1__OSR1	0.11123	0.23849	0.2896	0	0.48045	0	4.8216	0	4.1075	0.83199	0	0	4.8445	2.7179	0.34605	7.5551	0	0	4.4393	4.3569	0.57157	0.45115	0	3.2881	3.4287	0	0.52938	0	6.3186	0
Meth__cg00066816__IL12B	0.060987	0.047143	0.52105	0.10585	0.5711	0.50049	0.08661	0.058147	0.095852	0.58085	0.83323	0.067166	0.084994	0.11857	0.12041	0.86557	0.16143	0.47991	0.37083	0.27145	0.072914	0.79863	0.083999	0.054437	0.061571	0.051495	0.88138	0.21251	0.23852	0.095459
Meth__cg10862848__GNMT	0.083171	0.10758	0.098375	0.11497	0.96915	0.093602	0.45752	0.094028	0.76394	0.27473	0.6165	0.06715	0.28875	0.39957	0.098237	0.90082	0.077794	0.076393	0.12441	0.9181	0.08944	0.086146	0.10795	0.74142	0.33027	0.082896	0.93574	0.17859	0.11195	0.1462
Meth__cg11572744__DPYSL3	0.076104	0.04979	0.054041	0.03674	0.56279	0.58536	0.78021	0.093091	0.47803	0.069643	0.33791	0.045269	0.077069	0.051029	0.13045	0.056396	0.06028	0.40212	0.040958	0.36544	0.064399	0.83261	0.11739	0.03875	0.036984	0.034773	0.39119	0.069014	0.072305	0.050466
Meth__cg15207619__CAB39L	0.11648	0.11553	0.19164	0.097733	0.89454	0.10434	0.212	0.22343	0.14286	0.23209	0.13687	0.087506	0.26829	0.4984	0.11305	0.37511	0.13871	0.20695	0.0971	0.61713	0.14076	0.15153	0.14164	0.22754	0.78827	0.14209	0.17593	0.30349	0.052664	0.1211
RS_G16181__NKX2-5__NKX2-5	0	0.14799	0	2.2776	0.30376	0	0	0	5.648	7.2823	0	0	7.3849	5.2771	0	7.6837	0	5.3599	6.5462	6.4732	5.7523	0.52732	0	0.74346	0	0	4.6758	0	0	3.6568
Meth__cg13950558__BLOC1S3	0.0875	0.052052	0.14282	0.12053	0.19013	0.17053	0.17899	0.19968	0.073847	0.72867	0.22522	0.10818	0.25812	0.12371	0.10276	0.057326	0.083731	0.19809	0.30502	0.84681	0.13787	0.065945	0.10894	0.061432	0.41672	0.062065	0.032413	0.1025	0.10634	0.075351
RS_G1779__PTHLH__PTHLH	0	0	2.2732	1.8152	2.1658	0	7.2097	0	0.32391	2.3649	2.1959	0	2.287	1.3148	1.5258	4.0306	0.76599	3.356	1.957	0.83936	2.8815	1.3368	0	1.8976	0.5104	2.0936	2.0487	0	0	0.48471
RS_G3758__SOD3__SOD3	7.5192	4.4952	4.6305	5.0809	0	0.33068	0	0.9042	6.7181	3.1972	0	3.5966	6.5962	1.8315	1.4813	0.36301	0	0.60126	0	4.7235	5.6337	0	5.5921	0.3023	0	8.0244	0	9.7077	0.80941	0
Meth__cg23499129__MGC35308	0.15067	0.045932	0.12326	0.27734	0.88508	0.84744	0.68312	0.56578	0.95797	0.07829	0.36426	0.066817	0.91067	0.073658	0.096783	0.13224	0.92222	0.16999	0.61327	0.74105	0.067702	0.9095	0.050177	0.077898	0.056485	0.047281	0.82258	0.86293	0.073425	0.069667
Meth__cg25376316__CA5B	0.75772	0.039274	0.021369	0.51536	0.22563	0.023503	0.98297	0.70498	0.02412	0.05472	0.60144	0.84478	0.031438	0.03365	0.025929	0.81822	0.029037	0.97868	0.65165	0.61905	0.020981	0.64606	0.073683	0.80907	0.025335	0.0364	0.56987	0.030325	0.021429	0.96006
Meth__cg23116589__ARMCX1	0.06181	0.11744	0.77797	0.08122	0.40193	0.58747	0.59295	0.26438	0.75366	0.32051	0.52945	0.37139	0.2515	0.19482	0.1929	0.17922	0.099516	0.30524	0.2789	0.14673	0.58496	0.2956	0.12299	0.13113	0.18851	0.068038	0.31533	0.14828	0.36242	0.21833
Meth__cg14775560__FOLH1	0.14435	0.08238	0.12793	0.13369	0.28945	0.83522	0.20047	0.11998	0.16373	0.33272	0.29259	0.12708	0.14071	0.13628	0.18655	0.16279	0.14189	0.68515	0.54688	0.36418	0.12497	0.20155	0.16854	0.12442	0.07993	0.071743	0.42225	0.21813	0.1311	0.12928
RS_G4919__CTGF__CTGF	9.505	4.4992	0.78195	1.8219	12.8527	0	8.7089	1.2462	8.3956	6.3887	7.5308	2.5085	10.7526	9.5522	5.6891	12.5646	1.758	0.22651	5.5647	10.5691	3.2516	1.4824	4.5607	6.2663	7.3857	6.1576	6.591	2.1019	4.4628	1.8454
Meth__cg01249910__SAT2	0.049269	0.045489	0.053164	0.063537	0.038227	0.057715	0.045675	0.057726	0.044319	0.041105	0.059713	0.022435	0.04606	0.040219	0.073389	0.059124	0.33758	0.057894	0.044432	0.050085	0.052545	0.10682	0.076337	0.049122	0.036987	0.051387	0.030332	0.066372	0.04747	0.057437
Meth__cg25896975__SNX17	0.027025	0.02778	0.025713	0.018637	0.021526	0.027833	0.024605	0.021869	0.022175	0.020085	0.045114	0.012304	0.016813	0.023875	0.052309	0.017934	0.036018	0.026436	0.020871	0.042291	0.027828	0.037629	0.028361	0.022956	0.018383	0.021625	0.018612	0.053516	0.021383	0.022967
RS_G35581__APOBEC3C__APOBEC3C	0.345	1.8556	0	1.6981	0	0	4.6314	0	0.69901	7.9072	4.2884	0	6.6221	7.1835	5.6152	7.1315	0	0.77854	7.2322	7.4238	6.7343	2.0552	0	1.5503	7.4712	2.4223	2.0175	0	0.5452	0
RS_G1917__LEPREL1__LEPREL1	1.6812	1.213	1.016	0.15032	9.6328	0	8.6274	0.20528	2.3881	10.0755	7.8581	0	6.0855	6.9596	8.8539	6.6718	0	0.54021	4.5962	7.6461	0.14506	0	1.8994	2.7188	5.8777	1.6577	3.8936	2.3297	1.1214	2.3917
Meth__cg21388029__CREG2	0.032214	0.021701	0.61866	0.034425	0.61708	0.84035	0.024369	0.75231	0.85046	0.11918	0.77981	0.046468	0.12819	0.038497	0.062291	0.90395	0.10997	0.054842	0.069761	0.86786	0.17337	0.89601	0.062427	0.032023	0.034585	0.03922	0.93372	0.065786	0.23403	0.18135
Meth__cg07699440__FAH	0.019971	0.022935	0.019462	0.022929	0.015399	0.019689	0.019522	0.017143	0.016567	0.034418	0.031505	0.013245	0.012481	0.016733	0.02603	0.011525	0.016792	0.020918	0.013089	0.030586	0.27491	0.059209	0.039851	0.017962	0.015552	0.018089	0.013203	0.051118	0.021431	0.020083
Meth__cg00155609__PRDX2	0.089171	0.11474	0.096389	0.034085	0.044416	0.072994	0.0419	0.049772	0.068491	0.031246	0.12497	0.036588	0.039872	0.087529	0.096622	0.038656	0.11234	0.057504	0.043972	0.094137	0.13393	0.11165	0.089083	0.56764	0.039752	0.036685	0.046586	0.13116	0.04814	0.039093
Meth__cg06022562__FLJ13841	0.085558	0.10554	0.072057	0.059399	0.92006	0.080737	0.8998	0.075742	0.67222	0.2069	0.27778	0.34233	0.84796	0.93214	0.19148	0.89282	0.075066	0.093206	0.064456	0.85915	0.12639	0.097748	0.10402	0.93451	0.49174	0.086884	0.36575	0.15427	0.081413	0.10217
Meth__cg19275050__HAS2	0.43354	0.019343	0.26316	0.129	0.10065	0.10116	0.10606	0.07956	0.35488	0.41107	0.63309	0.22048	0.46275	0.073354	0.11915	0.081527	0.37045	0.8433	0.29649	0.23492	0.12137	0.45524	0.03687	0.094503	0.15629	0.068182	0.28856	0.18362	0.22275	0.15558
RS_G4537__IL1R2__IL1R2	1.0369	2.5004	0	1.733	0	0.17018	0.49293	0	4.4036	6.64	0.64775	0.96617	5.6003	0.30776	0	0.18783	0.30816	2.1815	4.1934	0.75668	2.2311	3.5958	0	1.3658	3.235	0	1.5253	0	3.4121	0
Meth__cg19547629__MYRIP	0.55903	0.21406	0.043323	0.26615	0.9132	0.81554	0.49257	0.037421	0.93889	0.61637	0.42947	0.086504	0.18533	0.35196	0.23906	0.75077	0.9392	0.41282	0.87392	0.85429	0.033394	0.35325	0.060756	0.092499	0.11102	0.045326	0.79525	0.30207	0.034826	0.37691
Meth__cg13969584__AFG3L1	0.10116	0.021031	0.13726	0.057105	0.84712	0.20174	0.017959	0.035939	0.10027	0.252	0.83806	0.05741	0.03126	0.027976	0.078929	0.82651	0.037896	0.25902	0.50624	0.79554	0.59886	0.29035	0.038787	0.026615	0.89169	0.024593	0.028277	0.43	0.033533	0.037719
Meth__cg24387818__POF1B	0.11642	0.071667	0.066459	0.069755	0.11159	0.094445	0.21801	0.056697	0.73693	0.61327	0.11046	0.14495	0.3802	0.52726	0.083164	0.074565	0.086032	0.21847	0.071942	0.15132	0.072899	0.55748	0.10425	0.81083	0.83281	0.051919	0.17338	0.18728	0.086742	0.091488
Meth__cg01632825__CLTCL1	0.052195	0.034136	0.059395	0.05443	0.11536	0.063969	0.27161	0.058448	0.044103	0.18738	0.16808	0.035281	0.15867	0.039357	0.11596	0.029883	0.056042	0.20041	0.049431	0.47931	0.05615	0.39546	0.054338	0.038795	0.057096	0.034582	0.070344	0.082828	0.049573	0.055409
Meth__cg06866657__LHX6	0.40725	0.076259	0.10046	0.05124	0.3637	0.23943	0.050374	0.060367	0.15116	0.068691	0.34335	0.10695	0.049525	0.047575	0.12479	0.25989	0.1653	0.14459	0.39454	0.37772	0.066936	0.76294	0.084665	0.056677	0.10425	0.057907	0.54514	0.035645	0.055604	0.19328
Meth__cg01015879__RDX	0.072499	0.30408	0.069616	0.073879	0.049748	0.12378	0.042395	0.057692	0.037697	0.04304	0.22999	0.039028	0.042067	0.049924	0.13552	0.046301	0.08859	0.59035	0.061789	0.065237	0.093181	0.22101	0.062483	0.051458	0.04611	0.039474	0.06811	0.11421	0.05583	0.085782
Meth__cg08818784__KLK10	0.5101	0.026629	0.48659	0.031376	0.94963	0.58841	0.024941	0.027022	0.43505	0.030064	0.98568	0.87857	0.88063	0.027546	0.0359	0.045195	0.98734	0.73688	0.98767	0.97335	0.67038	0.98305	0.058114	0.038154	0.03906	0.023135	0.98827	0.058053	0.038743	0.029056
Meth__cg24448259__CPVL	0.61752	0.031732	0.24758	0.048667	0.62953	0.46031	0.89881	0.40053	0.061201	0.11241	0.85695	0.087791	0.85326	0.041842	0.069727	0.12357	0.61469	0.91052	0.095063	0.51258	0.82935	0.41738	0.060273	0.57759	0.073451	0.039479	0.72876	0.057904	0.056028	0.41213
Meth__cg22594309__SYT2	0.73725	0.032013	0.15579	0.031939	0.96556	0.7083	0.807	0.038923	0.46552	0.20974	0.96468	0.34317	0.10654	0.043688	0.076201	0.040422	0.6647	0.43292	0.66699	0.94605	0.03654	0.93421	0.066179	0.046622	0.060364	0.031477	0.95638	0.4004	0.52041	0.50134
Meth__cg20339230__ST8SIA2	0.96718	0.028654	0.037346	0.034037	0.96698	0.79202	0.82534	0.21312	0.97084	0.37684	0.79465	0.1951	0.1181	0.071529	0.1615	0.15336	0.97541	0.72879	0.97439	0.96064	0.84263	0.94044	0.083859	0.017664	0.17711	0.33661	0.94849	0.81184	0.060312	0.14175
Meth__cg07551659__CGNL1	0.03046	0.027105	0.037114	0.0407	0.95599	0.042041	0.68906	0.03312	0.034614	0.028121	0.31959	0.024662	0.042962	0.033854	0.090825	0.54186	0.066807	0.61421	0.050833	0.63664	0.031108	0.63793	0.029644	0.083186	0.040763	0.034567	0.95315	0.099018	0.038278	0.041877
Meth__cg04688368__KCNMA1	0.10548	0.083148	0.081713	0.064329	0.065887	0.096815	0.23114	0.07517	0.71577	0.1296	0.2704	0.25695	0.092153	0.096959	0.19321	0.070239	0.099244	0.09799	0.15577	0.75946	0.097687	0.12017	0.13525	0.078981	0.11629	0.074203	0.10085	0.11477	0.086505	0.082975
RS_G15160__THBD__THBD	2.1121	3.0337	1.9883	4.929	0	3.8626	0	2.3226	0.27449	0	0	0	0	0.1815	0.17079	1.0032	4.1804	6.4552	2.5167	4.9336	6.3586	6.7423	1.4443	7.6701	3.2897	3.8937	0.26966	0.40369	3.3066	3.7341
Meth__cg05473175__IGSF4C	0.046076	0.052027	0.071286	0.045399	0.18165	0.064613	0.086266	0.061139	0.088411	0.078922	0.18728	0.044003	0.060238	0.093113	0.079009	0.28109	0.096972	0.075709	0.17319	0.49919	0.088519	0.12079	0.11098	0.055213	0.067944	0.054822	0.21542	0.1142	0.10428	0.050092
Meth__cg18114671__NOL4	0.48012	0.091236	0.10399	0.22576	0.17096	0.47258	0.069506	0.33153	0.79174	0.26515	0.5096	0.78221	0.72623	0.065552	0.20225	0.10629	0.64663	0.7026	0.34354	0.79103	0.11097	0.82918	0.17867	0.13674	0.070671	0.108	0.65179	0.2466	0.31955	0.22128
Meth__cg03079681__CDKN2A	0.063554	0.052506	0.086167	0.036117	0.038042	0.055957	0.043632	0.046419	0.072684	0.047531	0.060783	0.032372	0.041452	0.50257	0.073762	0.045677	0.07914	0.043446	0.038577	0.58395	0.072775	0.088077	0.064707	0.45346	0.27183	0.050469	0.041007	0.12001	0.063431	0.052099
Meth__cg07380959__TFPI2	0.038784	0.034156	0.058055	0.032361	0.047405	0.031491	0.6634	0.033929	0.78845	0.058958	0.64095	0.034237	0.57633	0.031973	0.048795	0.25355	0.036276	0.082835	0.025007	0.084274	0.063808	0.32243	0.044354	0.029971	0.026074	0.022905	0.87922	0.80549	0.055187	0.04013
Meth__cg20536369__TIMM13	0.053221	0.043085	0.064207	0.041554	0.042386	0.073922	0.056214	0.045423	0.050641	0.034572	0.098333	0.044558	0.037994	0.070527	0.11658	0.037308	0.64654	0.048919	0.038716	0.1171	0.067292	0.092256	0.059011	0.055172	0.040247	0.042191	0.038108	0.10908	0.046861	0.046187
RS_G4449__TP53I3__TP53I3	6.2147	5.1241	4.0524	3.1718	5.9533	5.2338	6.097	3.9811	5.0749	5.846	6.3916	6.3165	7.5979	5.7409	4.9518	6.7277	6.3196	6.9346	7.6764	7.1538	6.6031	7.0284	4.1156	6.9599	7.4397	1.4907	5.3831	11.8603	5.2288	6.1034
RS_G4882__NRP2__NRP2	0.9771	0.20883	0.35126	0.070484	5.1284	0	4.7753	0	6.9605	6.1647	1.8408	0	5.4395	6.3585	3.0381	4.719	0.60902	2.8202	1.0506	4.1193	0.27601	0.53772	1.3656	9.3677	1.3344	1.1954	2.2134	0.87418	0.047311	0
RS_G3853__C11orf41__C11orf41	0.10845	0.061167	0.16984	0.13559	1.3798	0	4.781	0.21235	5.1998	4.1824	1.2452	0.089237	1.3581	2.648	2.5653	6.7553	0.11354	0	4.6097	0.14799	0	0	0.11867	2.9811	0.64591	0.3339	0.51858	0	0.7605	0.27734
Meth__cg07706362__ZNF91	0.062832	0.02389	0.063875	0.052571	0.049325	0.15351	0.44974	0.25966	0.25536	0.094027	0.1118	0.045267	0.095408	0.056635	0.068056	0.066057	0.07734	0.082076	0.073781	0.14128	0.071208	0.33607	0.057427	0.06927	0.21862	0.054326	0.2585	0.22469	0.17681	0.20092
Meth__cg24035962__NCOA4	0.10698	0.10142	0.099031	0.067261	0.084919	0.098934	0.078169	0.098579	0.10178	0.071846	0.17245	0.078562	0.097168	0.075246	0.26613	0.089537	0.095658	0.08919	0.075265	0.1811	0.11675	0.16305	0.14846	0.11373	0.093757	0.10543	0.073763	0.17481	0.59973	0.22371
Meth__cg16178491__SLC5A8	0.037621	0.034817	0.1224	0.045191	0.82104	0.04082	0.090032	0.038439	0.53388	0.07489	0.39311	0.40579	0.71079	0.048963	0.15156	0.022118	0.034295	0.39717	0.026298	0.70288	0.025515	0.84151	0.051446	0.040964	0.36865	0.17896	0.16627	0.21697	0.042031	0.79668
Meth__cg15415509__ADRB2	0.18859	0.087709	0.1756	0.15547	0.34274	0.10198	0.16782	0.23504	0.87674	0.79292	0.30218	0.14435	0.372	0.15961	0.53248	0.21776	0.20029	0.1462	0.16834	0.16573	0.18096	0.24716	0.16965	0.10629	0.21492	0.12387	0.20745	0.34709	0.15012	0.23195
Meth__cg02497758__MAFB	0.16919	0.053579	0.047388	0.03218	0.83965	0.059214	0.10725	0.04432	0.77766	0.06293	0.12066	0.027787	0.53016	0.091848	0.074752	0.37544	0.095504	0.059001	0.34046	0.87696	0.041478	0.11371	0.10408	0.26313	0.076376	0.026899	0.040469	0.11393	0.049511	0.051027
