Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg10493166__PTGS1	0.10139	0.077079	0.9177	0.91433	0.46191	0.40471	0.86684	0.43806	0.87159	0.14597	0.32525	0.72182	0.37002	0.79912	0.22207	0.1744	0.70457	0.11018	0.21985	0.073798	0.80707	0.86226	0.73014	0.19746	0.65941	0.15295	0.75927	0.13616	0.078075	0.049326	0.080817	0.64502	0.11296	0.72536	0.081468	0.77488	0.73873
Meth__cg13784792__JUP	0.05942	0.049025	0.071604	0.059367	0.05174	0.059887	0.052729	0.075056	0.056552	0.067759	0.053438	0.061529	0.092977	0.093884	0.04478	0.067123	0.0504	0.068053	0.099347	0.36108	0.041939	0.066659	0.06001	0.11978	0.076428	0.15343	0.35072	0.083437	0.070219	0.043205	0.08201	0.072844	0.050809	0.047686	0.14041	0.06194	0.062949
Meth__cg12701101__DKFZp434N062	0.056583	0.37827	0.055595	0.048264	0.047404	0.048787	0.077891	0.071391	0.046961	0.047016	0.059364	0.052324	0.064117	0.063682	0.22728	0.042986	0.069656	0.042142	0.090977	0.039136	0.58641	0.49672	0.05194	0.094735	0.057568	0.10236	0.099187	0.12739	0.048107	0.046445	0.042927	0.39867	0.045571	0.043371	0.068347	0.043811	0.4977
Meth__cg04818845__PLEKHG5	0.062643	0.19452	0.27713	0.20083	0.040738	0.84527	0.073995	0.91443	0.42281	0.054349	0.071935	0.13836	0.82195	0.43296	0.06683	0.060415	0.11822	0.13669	0.10713	0.051753	0.21874	0.081307	0.06603	0.81813	0.21215	0.13815	0.73398	0.27037	0.55205	0.29896	0.54353	0.05154	0.27215	0.073474	0.45582	0.10628	0.49415
Meth__cg27321931__DSP	0.051941	0.030712	0.18543	0.039908	0.027757	0.85866	0.040997	0.12887	0.2646	0.81179	0.097319	0.049137	0.16692	0.10754	0.023388	0.65041	0.12339	0.028611	0.11676	0.28848	0.031805	0.037565	0.036835	0.061354	0.066207	0.06847	0.22169	0.055831	0.3222	0.039182	0.084459	0.035429	0.021676	0.1123	0.17343	0.062755	0.068847
Meth__cg09239756__CKAP4	0.051788	0.64307	0.16806	0.36598	0.46991	0.039158	0.7391	0.59562	0.096446	0.11543	0.5817	0.066964	0.82841	0.32701	0.88083	0.087754	0.19461	0.041916	0.15385	0.055364	0.57502	0.75641	0.064356	0.072065	0.091	0.15537	0.18458	0.20444	0.047488	0.041552	0.10132	0.91774	0.051973	0.047463	0.15739	0.15943	0.41929
Meth__cg09331011__GNAL	0.049049	0.057035	0.082953	0.08402	0.039163	0.82049	0.099256	0.059628	0.54637	0.10952	0.047431	0.053402	0.034792	0.078529	0.80322	0.10762	0.034795	0.044452	0.17095	0.034992	0.75302	0.76039	0.04996	0.086922	0.04497	0.084699	0.89603	0.05429	0.045295	0.074579	0.037222	0.044707	0.029043	0.042789	0.15041	0.032274	0.042594
Meth__cg21388029__CREG2	0.032214	0.021701	0.60958	0.61866	0.034425	0.61708	0.84035	0.69823	0.024369	0.043634	0.75231	0.85046	0.11918	0.77981	0.046468	0.036466	0.12819	0.038497	0.062291	0.90395	0.63681	0.10997	0.047242	0.86786	0.17337	0.051252	0.89601	0.062427	0.032023	0.034585	0.95716	0.25381	0.03922	0.93372	0.065786	0.18135	0.80393
Meth__cg18049750__SCML1	0.53291	0.52515	0.11276	0.062451	0.29003	0.043862	0.049154	0.047509	0.084627	0.065479	0.5054	0.066787	0.27239	0.30582	0.51933	0.075297	0.054527	0.087812	0.42533	0.43427	0.060547	0.068073	0.43246	0.059599	0.4963	0.57116	0.46	0.45338	0.43537	0.042584	0.46132	0.50178	0.052754	0.049596	0.064853	0.32814	0.053934
Meth__cg18399703__EVA1	0.06938	0.030394	0.044513	0.065406	0.042095	0.156	0.13177	0.49155	0.060707	0.03645	0.052304	0.040838	0.028012	0.053966	0.043186	0.042128	0.038054	0.056791	0.078098	0.046528	0.036102	0.034088	0.050287	0.50194	0.043153	0.14241	0.11886	0.066466	0.063553	0.047422	0.33044	0.10251	0.035251	0.080335	0.081975	0.04848	0.078775
Meth__cg21825027__SH3YL1	0.038298	0.025129	0.034829	0.036103	0.030979	0.81016	0.036726	0.30647	0.031537	0.3773	0.037829	0.038754	0.039823	0.079953	0.023933	0.33283	0.24759	0.035975	0.078543	0.35381	0.024917	0.031535	0.24716	0.87962	0.042625	0.09269	0.073631	0.084143	0.051733	0.026934	0.7369	0.035292	0.039897	0.027055	0.047659	0.037232	0.040057
Meth__cg26309134__ZNF542	0.98222	0.019986	0.038682	0.9819	0.032272	0.54365	0.98064	0.93504	0.97477	0.031371	0.028213	0.98064	0.36279	0.89469	0.63587	0.029665	0.88318	0.029058	0.11529	0.22461	0.98613	0.98058	0.55875	0.96333	0.59054	0.11555	0.94905	0.036343	0.021331	0.91014	0.66275	0.017876	0.22865	0.95729	0.078386	0.96055	0.97855
Meth__cg23442323__CD109	0.061758	0.36336	0.10117	0.41831	0.059825	0.023196	0.56552	0.048035	0.026127	0.08461	0.04878	0.065509	0.051757	0.94125	0.086513	0.072719	0.025675	0.020822	0.055695	0.029656	0.15785	0.1555	0.028397	0.49101	0.16909	0.056042	0.82675	0.25007	0.032518	0.025751	0.029799	0.43999	0.15543	0.58315	0.21758	0.19049	0.1871
Meth__cg03332970__ESAM	0.078194	0.040239	0.06546	0.063172	0.060062	0.84854	0.067929	0.8316	0.044543	0.039336	0.052435	0.16299	0.044326	0.18126	0.049826	0.052315	0.12833	0.072852	0.15103	0.61276	0.056022	0.062708	0.081236	0.063341	0.05875	0.15145	0.14353	0.078882	0.064535	0.05038	0.057751	0.068523	0.039946	0.51444	0.068722	0.053013	0.054364
Meth__cg04434339__ST6GAL2	0.044605	0.040234	0.52409	0.039688	0.031403	0.50659	0.91644	0.047251	0.064277	0.031511	0.032268	0.032518	0.0812	0.12829	0.56707	0.040486	0.034193	0.048638	0.07903	0.024842	0.84333	0.84377	0.034907	0.79837	0.47594	0.37413	0.88712	0.12819	0.039866	0.022915	0.093304	0.58709	0.025265	0.64032	0.40919	0.066663	0.047857
Meth__cg18667426__C1orf85	0.02472	0.021647	0.02511	0.022499	0.019227	0.026761	0.023305	0.076446	0.53608	0.018958	0.032008	0.26463	0.033111	0.040758	0.022189	0.029086	0.031965	0.02451	0.050425	0.028201	0.027983	0.033925	0.034902	0.055995	0.036783	0.039526	0.063071	0.043022	0.69247	0.028167	0.12476	0.056339	0.033003	0.17857	0.07821	0.0242	0.02408
Meth__cg24010952__BDKRB2	0.077811	0.073765	0.13529	0.067881	0.05544	0.36208	0.10181	0.14068	0.80069	0.14712	0.068971	0.44664	0.32171	0.18265	0.088226	0.16101	0.14485	0.11867	0.14105	0.09375	0.061114	0.066623	0.073071	0.12126	0.081547	0.10788	0.12922	0.11333	0.11021	0.43109	0.4063	0.12025	0.071763	0.087113	0.12257	0.072446	0.084506
Meth__cg08190291__ADAMTS5	0.48605	0.042749	0.89968	0.11959	0.2954	0.033975	0.73552	0.019362	0.078636	0.040004	0.049139	0.045053	0.034699	0.33035	0.031483	0.041795	0.035749	0.036088	0.088267	0.040613	0.81177	0.55947	0.051724	0.79726	0.83766	0.094142	0.90909	0.085817	0.042217	0.032798	0.10334	0.031858	0.040871	0.45911	0.082262	0.65958	0.76708
Meth__cg19005368__PRRG4	0.040734	0.037949	0.052116	0.042112	0.043024	0.89331	0.047416	0.39983	0.31785	0.051001	0.034751	0.78426	0.039302	0.062116	0.028179	0.062309	0.08515	0.058876	0.1221	0.85418	0.036115	0.048532	0.47659	0.87922	0.048893	0.061274	0.2197	0.072273	0.44462	0.03347	0.468	0.11974	0.028329	0.022767	0.081963	0.034041	0.041743
Meth__cg04775502__C6orf114	0.12428	0.84194	0.10212	0.1154	0.10051	0.078416	0.76589	0.17934	0.11139	0.12851	0.10052	0.42818	0.1058	0.15022	0.064197	0.09607	0.060421	0.057948	0.14389	0.12032	0.076489	0.1114	0.11651	0.20755	0.17658	0.16346	0.24604	0.42817	0.12303	0.088227	0.096244	0.073221	0.077012	0.12129	0.24661	0.16989	0.14271
Meth__cg00297600__UNC5D	0.72702	0.060237	0.3032	0.57631	0.11579	0.050434	0.22151	0.39359	0.14484	0.083493	0.1738	0.72172	0.29756	0.30926	0.46926	0.085266	0.43668	0.1033	0.44154	0.074699	0.093264	0.15118	0.10039	0.16797	0.082288	0.25187	0.59551	0.19595	0.12311	0.54848	0.14501	0.15182	0.55537	0.65194	0.57143	0.26251	0.29273
Meth__cg01017147__DNM3	0.91203	0.064695	0.93071	0.95273	0.53796	0.19398	0.8203	0.16899	0.94542	0.30304	0.58	0.11301	0.58535	0.92322	0.16137	0.30775	0.047225	0.11499	0.032638	0.11556	0.45349	0.61229	0.21035	0.11614	0.36312	0.065192	0.66365	0.16922	0.19277	0.45911	0.095507	0.85866	0.23208	0.65491	0.10257	0.63158	0.53617
Meth__cg15957394__AFAP	0.073859	0.046955	0.25567	0.056665	0.04951	0.091893	0.051087	0.18657	0.085378	0.06619	0.073051	0.053607	0.087667	0.1683	0.061708	0.064047	0.06573	0.80397	0.096317	0.13814	0.049437	0.083941	0.061263	0.095052	0.050163	0.097943	0.13237	0.1671	0.050699	0.054913	0.10365	0.044933	0.096043	0.068942	0.068054	0.057665	0.074386
Meth__cg08731300__FZD8	0.061285	0.058113	0.54051	0.069987	0.034523	0.049404	0.073748	0.030869	0.13046	0.049011	0.044364	0.084406	0.035206	0.29394	0.085885	0.054327	0.043145	0.070617	0.13103	0.03551	0.037791	0.089521	0.06752	0.087224	0.065231	0.066312	0.29888	0.070305	0.043791	0.040495	0.046058	0.048907	0.033055	0.029889	0.15604	0.041464	0.056714
Meth__cg12962021__LIN9	0.056951	0.079014	0.38868	0.19882	0.13674	0.048476	0.14949	0.20208	0.062818	0.049304	0.24061	0.045908	0.30508	0.21187	0.041734	0.062802	0.076181	0.028695	0.091398	0.093717	0.09299	0.075714	0.055968	0.18325	0.08167	0.12175	0.10989	0.1946	0.063662	0.045048	0.29476	0.27266	0.11257	0.25656	0.17584	0.24836	0.30728
Meth__cg05276137__SLC2A4RG	0.04205	0.034909	0.52587	0.3953	0.12825	0.43517	0.049333	0.26588	0.48328	0.048521	0.58364	0.042484	0.70371	0.4229	0.067861	0.16168	0.32423	0.17435	0.6147	0.037098	0.099316	0.24685	0.12477	0.17542	0.16654	0.035898	0.2693	0.070423	0.035896	0.12352	0.086731	0.16327	0.17406	0.088376	0.064565	0.11122	0.08685
Meth__cg23389061__C14orf122	0.043619	0.041744	0.49445	0.039331	0.099599	0.61047	0.046559	0.051248	0.031076	0.04291	0.39753	0.30265	0.098227	0.14771	0.022178	0.042623	0.036986	0.044799	0.14437	0.48845	0.084782	0.051059	0.051826	0.10137	0.038564	0.073055	0.067787	0.1294	0.04478	0.060414	0.066658	0.035024	0.090963	0.038474	0.055454	0.32611	0.13342
Meth__cg06156376__SHOX2	0.57908	0.061605	0.080222	0.077632	0.061844	0.057702	0.13508	0.055416	0.093209	0.087495	0.51007	0.11364	0.10494	0.90514	0.9816	0.53468	0.04842	0.061687	0.14892	0.04346	0.083275	0.55697	0.079182	0.068982	0.073516	0.58904	0.94429	0.090818	0.052372	0.070688	0.071768	0.06046	0.55868	0.56319	0.81131	0.6409	0.66166
Meth__cg01663968__CTSZ	0.05678	0.042954	0.035347	0.061075	0.73201	0.67571	0.059328	0.089664	0.31116	0.73933	0.36671	0.78695	0.056506	0.10379	0.42341	0.57354	0.65803	0.035074	0.11067	0.053656	0.94142	0.91087	0.49429	0.072266	0.064281	0.057491	0.28843	0.07678	0.057934	0.026953	0.039768	0.56736	0.040289	0.030465	0.082728	0.077066	0.05692
Meth__cg06700462__PHKA2	0.53936	0.025774	0.032892	0.02037	0.29101	0.020366	0.032276	0.023073	0.035646	0.032594	0.55434	0.032115	0.52365	0.47651	0.59157	0.034386	0.021725	0.03405	0.41247	0.023275	0.03034	0.02764	0.31782	0.047007	0.45939	0.44944	0.39253	0.4991	0.54043	0.02103	0.53323	0.49359	0.020182	0.025242	0.057615	0.45206	0.023999
Meth__cg24691461__C20orf160	0.8394	0.079832	0.89401	0.89205	0.81992	0.17804	0.66995	0.1189	0.77355	0.2566	0.40556	0.40246	0.73844	0.51108	0.033412	0.22119	0.51839	0.25019	0.058893	0.026793	0.7235	0.64773	0.23462	0.07731	0.67668	0.050079	0.079358	0.085586	0.048499	0.043172	0.039859	0.72586	0.0379	0.30904	0.078389	0.48052	0.41438
Meth__cg22646710__SYT6	0.35685	0.025895	0.93872	0.2348	0.086194	0.722	0.4456	0.13025	0.62091	0.16279	0.0487	0.89584	0.43409	0.81578	0.023516	0.13374	0.26948	0.028066	0.027169	0.016965	0.51917	0.51611	0.29071	0.33453	0.83311	0.06524	0.71496	0.036982	0.025341	0.02568	0.022342	0.033202	0.024602	0.32982	0.49432	0.72412	0.44877
Meth__cg03883348__KLC3	0.043523	0.042558	0.30754	0.75109	0.12148	0.72197	0.20696	0.47903	0.13963	0.030603	0.24703	0.53574	0.14955	0.25453	0.069762	0.061615	0.154	0.37459	0.11948	0.40407	0.23669	0.090816	0.24171	0.50006	0.49828	0.29818	0.10397	0.063822	0.073966	0.46028	0.12888	0.15675	0.13246	0.057385	0.041302	0.2309	0.10165
Meth__cg26036443__EHD2	0.056504	0.04708	0.92188	0.90683	0.82286	0.045626	0.052403	0.08067	0.1139	0.068352	0.18485	0.90394	0.30208	0.10675	0.038588	0.059523	0.068838	0.048639	0.28776	0.046894	0.045916	0.14278	0.07628	0.14294	0.69298	0.13265	0.087145	0.098769	0.051464	0.036489	0.056873	0.30518	0.094591	0.17823	0.11551	0.060969	0.071972
Meth__cg09835543__DIRAS2	0.07165	0.050945	0.60471	0.039852	0.024273	0.87754	0.047918	0.10863	0.08965	0.060302	0.036615	0.46044	0.06169	0.74632	0.043282	0.066922	0.068182	0.095034	0.18249	0.48571	0.046522	0.038075	0.2491	0.92308	0.039681	0.079304	0.094153	0.077511	0.041806	0.10616	0.23889	0.81196	0.02933	0.62641	0.068734	0.051539	0.054733
Meth__cg02992632__FGF12	0.053696	0.039929	0.88949	0.047491	0.037733	0.2858	0.046329	0.49134	0.13297	0.62441	0.040211	0.30802	0.089996	0.27615	0.48672	0.46875	0.045789	0.7518	0.18002	0.18992	0.03752	0.039647	0.080511	0.38926	0.047756	0.091996	0.59197	0.063586	0.078201	0.049365	0.1015	0.066135	0.54854	0.04821	0.05356	0.04959	0.047053
Meth__cg15111734__C10orf13	0.088726	0.10114	0.40146	0.082844	0.068017	0.061832	0.095418	0.15903	0.06648	0.097416	0.091534	0.53903	0.36323	0.15089	0.049804	0.097575	0.10056	0.0819	0.25911	0.078069	0.06049	0.079692	0.076323	0.12113	0.066997	0.23184	0.23835	0.19082	0.080381	0.09174	0.095139	0.057476	0.075718	0.070985	0.11791	0.080747	0.071155
Meth__cg27133864__HIST1H2AE	0.27177	0.093085	0.68939	0.18574	0.15679	0.10729	0.13611	0.2216	0.1934	0.12179	0.21253	0.32435	0.24084	0.23575	0.093121	0.10618	0.10345	0.11189	0.12515	0.49517	0.1632	0.1366	0.14694	0.71377	0.17286	0.16986	0.35191	0.19097	0.54021	0.15211	0.16553	0.16411	0.13683	0.81462	0.17897	0.1961	0.26864
Meth__cg03475172__USP6NL	0.074178	0.1597	0.16924	0.23973	0.0503	0.74547	0.19023	0.8472	0.88775	0.31726	0.070683	0.58999	0.64735	0.38526	0.08425	0.28568	0.84397	0.73103	0.257	0.51561	0.20509	0.087166	0.75943	0.36386	0.21553	0.55421	0.2692	0.16346	0.85841	0.37261	0.19856	0.13076	0.089666	0.26178	0.21812	0.14298	0.27074
Meth__cg00995327__CHST2	0.67175	0.04784	0.84857	0.75502	0.49822	0.046874	0.9651	0.063889	0.086184	0.057507	0.93258	0.10316	0.03836	0.75204	0.97026	0.4142	0.054506	0.055154	0.082666	0.046193	0.97083	0.95221	0.051815	0.47195	0.95258	0.57525	0.91096	0.092729	0.057507	0.5015	0.056366	0.96329	0.070247	0.8264	0.91942	0.77903	0.8426
Meth__cg03309050__ZNF688	0.044148	0.044872	0.10898	0.052165	0.039392	0.038417	0.039677	0.079488	0.036455	0.037376	0.049486	0.063588	0.044355	0.067758	0.036274	0.047905	0.041542	0.05354	0.14222	0.048259	0.043643	0.044594	0.046021	0.17656	0.041396	0.085876	0.10768	0.073175	0.044202	0.039162	0.042419	0.054515	0.034293	0.034693	0.03935	0.042189	0.042724
Meth__cg09874752__SFRP5	0.57191	0.042928	0.94819	0.65626	0.045226	0.51225	0.81316	0.34316	0.2371	0.038552	0.11061	0.63952	0.070351	0.89858	0.054809	0.041333	0.53221	0.055901	0.082062	0.037566	0.94747	0.95539	0.90829	0.91906	0.60734	0.074098	0.91788	0.088973	0.040454	0.063402	0.067201	0.063371	0.034816	0.27297	0.87262	0.55043	0.076095
Meth__cg23003832__ZDHHC12	0.036049	0.026247	0.031207	0.20506	0.099262	0.70421	0.052266	0.060066	0.17428	0.29687	0.033633	0.028196	0.31373	0.049396	0.02405	0.21426	0.37535	0.2294	0.11209	0.39703	0.047505	0.029138	0.043257	0.21817	0.27012	0.11677	0.074264	0.063501	0.028699	0.029156	0.043797	0.033288	0.14494	0.10316	0.099593	0.039247	0.038665
Meth__cg22192762__PLXNC1	0.043478	0.028309	0.1047	0.03585	0.036575	0.64811	0.043908	0.05347	0.030136	0.032028	0.039848	0.5518	0.029255	0.063191	0.039376	0.043981	0.04526	0.034378	0.070491	0.032208	0.046669	0.036304	0.045063	0.94025	0.037584	0.065522	0.91218	0.09355	0.0407	0.042269	0.069677	0.034289	0.035353	0.15436	0.047872	0.044733	0.045842
Meth__cg07243519__UFM1	0.040736	0.035878	0.033767	0.035927	0.029889	0.027057	0.035055	0.071117	0.020399	0.039735	0.050752	0.059813	0.054184	0.082474	0.025421	0.037316	0.034058	0.033156	0.097866	0.49217	0.026754	0.030835	0.046438	0.077534	0.038381	0.044615	0.060903	0.07628	0.029865	0.035185	0.043742	0.02787	0.040706	0.042144	0.092969	0.037058	0.042061
Meth__cg15020645__APC	0.58359	0.80039	0.94588	0.51594	0.092095	0.037601	0.92086	0.073238	0.94625	0.24559	0.051494	0.55149	0.048081	0.85848	0.95532	0.4604	0.90555	0.040802	0.071507	0.044794	0.048079	0.32641	0.044201	0.071757	0.93618	0.039531	0.92894	0.53848	0.94605	0.048417	0.046145	0.94487	0.90201	0.95396	0.039656	0.90817	0.91138
Meth__cg02654291__C9orf64	0.093588	0.20108	0.95046	0.83311	0.21853	0.93407	0.091411	0.29717	0.10623	0.9677	0.11295	0.71293	0.89524	0.70121	0.90116	0.91848	0.95689	0.24201	0.15421	0.65923	0.093917	0.10316	0.47601	0.14715	0.1465	0.16315	0.17897	0.18215	0.060419	0.56857	0.63157	0.94394	0.08077	0.060522	0.58816	0.098453	0.1171
Meth__cg27376817__HSPB1	0.072587	0.072343	0.075099	0.065291	0.080398	0.37629	0.090882	0.28629	0.092435	0.061617	0.09755	0.084639	0.21699	0.12994	0.039568	0.11911	0.38415	0.050719	0.16095	0.048507	0.041852	0.080436	0.066313	0.12043	0.094222	0.16496	0.11982	0.15315	0.071364	0.066453	0.083756	0.2124	0.050389	0.08463	0.12162	0.097419	0.087221
Meth__cg25363317__GTF2F1	0.040851	0.028327	0.032124	0.036696	0.030801	0.034332	0.028521	0.031101	0.031918	0.026448	0.034421	0.032891	0.056558	0.67263	0.03771	0.02977	0.022172	0.018811	0.042954	0.026932	0.049673	0.035847	0.03442	0.062954	0.030245	0.057084	0.03808	0.070147	0.021284	0.021878	0.022784	0.02466	0.023734	0.023455	0.042396	0.045794	0.042372
Meth__cg17296078__UBTD1	0.042608	0.90896	0.077569	0.94971	0.81039	0.028461	0.73245	0.11408	0.62164	0.048162	0.57498	0.041958	0.064178	0.11947	0.055525	0.051733	0.10784	0.031397	0.051926	0.028348	0.93434	0.89476	0.034493	0.61842	0.88291	0.1149	0.1481	0.89471	0.48093	0.031497	0.049809	0.14496	0.061032	0.85363	0.10777	0.29837	0.923
Meth__cg18427589__MGC13024	0.05578	0.017834	0.062821	0.52337	0.028034	0.020582	0.032942	0.056906	0.021381	0.037357	0.24657	0.038732	0.049195	0.13811	0.018819	0.03556	0.31623	0.035685	0.10159	0.044172	0.01791	0.042224	0.038178	0.06359	0.053846	0.03426	0.083114	0.083185	0.019191	0.026108	0.027867	0.049095	0.025715	0.028549	0.096708	0.026879	0.046774
Meth__cg10691006__MCM2	0.12147	0.64357	0.55672	0.69391	0.60067	0.6691	0.61052	0.060114	0.066997	0.3879	0.4724	0.058788	0.42402	0.57263	0.49249	0.48069	0.53333	0.29733	0.17984	0.057532	0.19331	0.11111	0.065428	0.058527	0.8534	0.092615	0.21427	0.61104	0.041743	0.066443	0.043683	0.75004	0.10859	0.045198	0.15484	0.47095	0.47929
Meth__cg16852892__MMP16	0.058105	0.01336	0.19439	0.026514	0.02313	0.028711	0.025643	0.094507	0.032231	0.027376	0.0234	0.1916	0.043585	0.057017	0.020311	0.025478	0.041599	0.028796	0.025142	0.016062	0.015227	0.027015	0.032646	0.25877	0.031166	0.067775	0.059191	0.022528	0.030146	0.021413	0.033652	0.032203	0.020335	0.050354	0.060531	0.027701	0.028672
Meth__cg19103704__FCGBP	0.072995	0.057182	0.36126	0.83583	0.64805	0.055399	0.36922	0.23426	0.16662	0.051793	0.082106	0.27999	0.15396	0.24818	0.059934	0.059808	0.16629	0.067348	0.081208	0.037318	0.414	0.61874	0.58507	0.093399	0.39395	0.10575	0.15563	0.14453	0.05752	0.050659	0.052219	0.32204	0.030947	0.14827	0.15174	0.43048	0.31463
Meth__cg00651216__HSP90AB1	0.05165	0.063254	0.9036	0.37792	0.25791	0.8788	0.45155	0.89153	0.58833	0.34771	0.25853	0.23263	0.90971	0.32777	0.038854	0.31024	0.26017	0.41064	0.42914	0.49139	0.34909	0.25878	0.42919	0.68549	0.14942	0.29603	0.15459	0.12561	0.26386	0.072957	0.10591	0.71347	0.35643	0.19423	0.089229	0.16207	0.11802
Meth__cg19328294__PRSS22	0.021852	0.020362	0.026036	0.023586	0.021236	0.69016	0.022946	0.61637	0.015955	0.018075	0.019341	0.021374	0.023912	0.038798	0.023044	0.024721	0.021978	0.028694	0.03687	0.065508	0.01937	0.024906	0.63151	0.038796	0.01998	0.02636	0.034607	0.033072	0.030829	0.019135	0.024328	0.017659	0.024545	0.021393	0.067745	0.022646	0.028868
Meth__cg19287277__RKHD3	0.13617	0.046629	0.04384	0.041917	0.032708	0.030901	0.041719	0.047875	0.05716	0.036237	0.036769	0.04414	0.023102	0.085042	0.048675	0.039621	0.035201	0.044382	0.12675	0.035203	0.037489	0.040886	0.03947	0.64304	0.045497	0.077557	0.11492	0.063793	0.038236	0.055016	0.035285	0.033011	0.038985	0.034161	0.044853	0.035306	0.03613
Meth__cg04653308__PPP2R4	0.11889	0.10337	0.23153	0.111	0.301	0.68219	0.11429	0.67285	0.60047	0.12361	0.22276	0.48858	0.68238	0.34509	0.091529	0.15534	0.40823	0.52885	0.13246	0.57075	0.32675	0.28407	0.73994	0.41105	0.17219	0.10304	0.12463	0.12452	0.20374	0.13461	0.41822	0.22229	0.12733	0.19544	0.19895	0.11432	0.11508
Meth__cg06379754__CACNA2D1	0.040611	0.083201	0.5111	0.042072	0.034305	0.55811	0.11022	0.28109	0.0319	0.09378	0.031134	0.25625	0.50436	0.10849	0.15157	0.088893	0.13467	0.062907	0.30513	0.18495	0.12314	0.065049	0.037091	0.054598	0.032684	0.090751	0.38779	0.16846	0.028379	0.053558	0.26803	0.13249	0.042189	0.72111	0.076806	0.03368	0.030301
Meth__cg21663580__PTK7	0.040669	0.60041	0.04258	0.039638	0.6841	0.027362	0.92923	0.044273	0.04529	0.029033	0.95596	0.035269	0.020229	0.081218	0.020352	0.035805	0.035582	0.032969	0.081443	0.032649	0.74198	0.63642	0.04717	0.29402	0.044131	0.042204	0.091756	0.22255	0.023104	0.025233	0.025629	0.035159	0.028442	0.97241	0.059454	0.50042	0.96603
Meth__cg01343729__ZNF688	0.044454	0.034711	0.066312	0.045827	0.026992	0.040532	0.049447	0.11413	0.0427	0.031439	0.042612	0.043152	0.029595	0.078233	0.030348	0.039598	0.034202	0.04147	0.04124	0.030814	0.044338	0.059417	0.057352	0.083293	0.054304	0.041555	0.063305	0.062373	0.040295	0.035896	0.032609	0.033004	0.025627	0.025599	0.08369	0.050445	0.054042
Meth__cg06111454__NFATC4	0.031008	0.91534	0.93899	0.95181	0.89464	0.03078	0.95067	0.30737	0.63793	0.044619	0.7664	0.68037	0.95046	0.9205	0.94885	0.64319	0.62251	0.9343	0.56835	0.032155	0.89111	0.95279	0.94123	0.66808	0.96337	0.050688	0.79922	0.83139	0.030141	0.028271	0.040214	0.96661	0.705	0.94151	0.067546	0.61776	0.92578
Meth__cg09412715__HELB	0.057254	0.031086	0.075177	0.045592	0.020551	0.039946	0.039494	0.18544	0.010105	0.051101	0.029173	0.079448	0.1561	0.11624	0.025126	0.046147	0.034138	0.02877	0.053476	0.35804	0.022686	0.038036	0.043504	0.069065	0.04711	0.038693	0.060471	0.056252	0.047234	0.034868	0.043279	0.38072	0.03402	0.11762	0.08663	0.04519	0.034057
Meth__cg09243900__RAB25	0.06656	0.044754	0.065745	0.069495	0.057205	0.92211	0.065311	0.92646	0.049319	0.053652	0.070708	0.36055	0.054334	0.088115	0.049814	0.051841	0.18874	0.90448	0.09224	0.8575	0.05608	0.067266	0.92018	0.85421	0.07798	0.10981	0.057734	0.21213	0.43773	0.060403	0.88861	0.051223	0.050536	0.053532	0.08133	0.061861	0.058729
Meth__cg19111262__IGSF9	0.039211	0.051878	0.049253	0.051877	0.032709	0.87894	0.049199	0.75537	0.040137	0.036842	0.055298	0.074081	0.053224	0.083688	0.024281	0.047581	0.051816	0.22488	0.08207	0.87074	0.069502	0.050441	0.95482	0.80738	0.066364	0.070038	0.062521	0.062023	0.71583	0.066415	0.94467	0.052027	0.038395	0.043157	0.075828	0.046012	0.039604
Meth__cg21932800__TMEM32	0.029884	0.024562	0.50425	0.35685	0.091694	0.66349	0.028256	0.12735	0.2922	0.085399	0.54561	0.038026	0.12899	0.4627	0.17392	0.13485	0.050301	0.17966	0.2822	0.81542	0.051257	0.03352	0.047413	0.48186	0.24806	0.1921	0.44997	0.10571	0.032049	0.034051	0.19343	0.13456	0.036587	0.11793	0.030922	0.24778	0.043954
Meth__cg01535453__ACADS	0.50289	0.96803	0.9678	0.92864	0.15151	0.97295	0.10014	0.079316	0.04812	0.08931	0.21009	0.093761	0.071077	0.93647	0.98089	0.36773	0.072031	0.050949	0.13158	0.048585	0.16734	0.12486	0.11514	0.58504	0.96465	0.097405	0.94702	0.93738	0.1287	0.076404	0.065188	0.090626	0.79693	0.034667	0.73624	0.96573	0.96446
Meth__cg03292149__CBLC	0.075403	0.077924	0.067632	0.081752	0.043025	0.94914	0.058719	0.88711	0.090366	0.072123	0.063818	0.29016	0.13326	0.15985	0.047075	0.061311	0.2534	0.94787	0.12642	0.92253	0.064227	0.06458	0.8948	0.84596	0.066317	0.13019	0.23308	0.12181	0.42397	0.065908	0.89286	0.052733	0.048075	0.036512	0.28048	0.0586	0.065107
