Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg23967169__FAM19A4	0.90929	0.047501	0.91659	0.71161	0.53588	0.87721	0.081086	0.11151	0.28217	0.075882	0.89757	0.20965	0.54019	0.11086	0.26572	0.21669	0.37477	0.052017	0.83664	0.4537	0.19658	0.57418	0.29661	0.06236	0.49847	0.80849	0.5897	0.080425	0.6987	0.092004	0.69322	0.16676	0.22694	0.048952	0.43774	0.56934	0.69244
Meth__cg01427567__TMC4	0.11875	0.14124	0.2551	0.11702	0.47201	0.11302	0.052933	0.093075	0.11883	0.13533	0.13816	0.23739	0.1836	0.095432	0.12211	0.13581	0.14951	0.35813	0.1125	0.097999	0.69092	0.39161	0.16573	0.15801	0.26095	0.14157	0.13157	0.20409	0.52486	0.12426	0.12146	0.094335	0.093271	0.13664	0.11979	0.12567	0.11363
Meth__cg08223748__MEF2C	0.020413	0.021038	0.02196	0.015775	0.63461	0.017904	0.042923	0.033485	0.017955	0.015339	0.020013	0.070811	0.038723	0.012863	0.018051	0.019276	0.030938	0.016278	0.018113	0.016383	0.019616	0.052219	0.025277	0.02237	0.01863	0.048579	0.022303	0.033162	0.030787	0.027708	0.083186	0.014734	0.017512	0.050449	0.024083	0.024581	0.019632
Meth__cg06117855__CLEC3B	0.045261	0.054418	0.10858	0.039315	0.83982	0.070184	0.41184	0.94735	0.05711	0.055796	0.19976	0.82383	0.25827	0.043121	0.049985	0.13727	0.098188	0.035615	0.04931	0.11105	0.88844	0.45706	0.089976	0.11861	0.32184	0.076369	0.14009	0.12579	0.070477	0.55625	0.058381	0.9165	0.11426	0.059652	0.042773	0.070586	0.078879
Meth__cg04619381__LOC222171	0.037973	0.032548	0.046231	0.02809	0.93383	0.038161	0.22674	0.030702	0.046377	0.037402	0.93953	0.37159	0.063108	0.031919	0.046029	0.61805	0.094299	0.5224	0.037907	0.043977	0.27583	0.83896	0.03567	0.089903	0.51505	0.1112	0.03575	0.049406	0.20248	0.029939	0.086899	0.027421	0.03116	0.087766	0.039522	0.030141	0.038457
Meth__cg20050113__SLC9A2	0.025465	0.028807	0.025714	0.050198	0.95649	0.72708	0.78413	0.025068	0.037845	0.030352	0.95474	0.4969	0.95194	0.022904	0.03388	0.94713	0.15528	0.016513	0.027046	0.027216	0.95227	0.89918	0.024712	0.033616	0.97566	0.041678	0.93279	0.045749	0.46637	0.94268	0.95774	0.021717	0.56138	0.039251	0.034249	0.031884	0.037479
Meth__cg26392924__SLC23A1	0.056165	0.043544	0.047082	0.031428	0.23664	0.059872	0.064919	0.77016	0.13347	0.028467	0.22657	0.049311	0.076303	0.089573	0.12008	0.12164	0.083462	0.025193	0.050309	0.038434	0.38495	0.078105	0.034903	0.071324	0.11613	0.11626	0.047457	0.15565	0.038262	0.045758	0.03714	0.070283	0.0829	0.024001	0.06879	0.044338	0.026369
Meth__cg14191360__MET	0.074269	0.079447	0.23731	0.3502	0.098274	0.29223	0.12701	0.0907	0.087811	0.24633	0.061253	0.15179	0.15869	0.15742	0.088577	0.06649	0.17442	0.65138	0.20591	0.10988	0.078171	0.11971	0.12666	0.11876	0.12379	0.41116	0.073449	0.29776	0.078853	0.05694	0.10438	0.19202	0.52356	0.13509	0.31882	0.10881	0.19243
Meth__cg26201213__MGMT	0.022372	0.93001	0.9576	0.027421	0.13453	0.032333	0.63834	0.34287	0.7141	0.46342	0.015932	0.099731	0.70799	0.69026	0.62603	0.073513	0.05236	0.53279	0.12263	0.089898	0.89592	0.70454	0.44766	0.059425	0.018228	0.28509	0.62092	0.89206	0.019552	0.012812	0.45403	0.54704	0.15413	0.029428	0.018467	0.050026	0.02523
Meth__cg06630737__C1orf187	0.12003	0.067922	0.89421	0.74559	0.95203	0.8803	0.78398	0.81502	0.039009	0.81498	0.88247	0.23248	0.7302	0.08464	0.075551	0.21817	0.095513	0.045909	0.78919	0.87241	0.74384	0.93354	0.75316	0.16299	0.48258	0.93747	0.47905	0.1557	0.12572	0.053688	0.061326	0.47461	0.40139	0.19965	0.194	0.66013	0.81094
Meth__cg22176895__PROX1	0.23675	0.044831	0.067417	0.17701	0.1415	0.35456	0.054744	0.21944	0.31933	0.070297	0.36309	0.069574	0.090238	0.12173	0.306	0.049042	0.29066	0.048237	0.6371	0.58544	0.051348	0.38708	0.05369	0.09373	0.051857	0.36935	0.31949	0.12499	0.040209	0.16567	0.045734	0.053547	0.60114	0.18737	0.076971	0.29045	0.52935
Meth__cg02210123__RHOJ	0.53147	0.066054	0.83874	0.46828	0.089181	0.77798	0.13224	0.26223	0.10239	0.10681	0.12463	0.323	0.52915	0.21067	0.10814	0.12933	0.15688	0.11567	0.093265	0.20944	0.10262	0.13993	0.53605	0.15593	0.10308	0.73062	0.087139	0.073558	0.076003	0.077368	0.13093	0.851	0.41626	0.34056	0.086456	0.71665	0.75144
Meth__cg05940536__ACVR1B	0.092568	0.063952	0.052368	0.053964	0.066556	0.076233	0.21034	0.10468	0.080114	0.068455	0.10882	0.3054	0.22029	0.04196	0.081883	0.1047	0.13893	0.090431	0.048262	0.074358	0.10108	0.13985	0.058107	0.15634	0.57787	0.16008	0.10342	0.076482	0.087938	0.084439	0.058226	0.25015	0.061363	0.086528	0.077661	0.078665	0.084746
Meth__cg17935677__WDR76	0.037172	0.047976	0.159	0.037051	0.029585	0.031211	0.025712	0.023243	0.12803	0.041754	0.046786	0.029226	0.093056	0.03158	0.11678	0.034392	0.10306	0.034313	0.032004	0.039203	0.039023	0.074063	0.039741	0.075561	0.028748	0.094777	0.03818	0.052665	0.026552	0.031187	0.024821	0.49185	0.024786	0.060149	0.041783	0.067758	0.26248
Meth__cg05807991__TRAM1L1	0.091365	0.071106	0.074235	0.055697	0.057801	0.069861	0.40573	0.9667	0.083368	0.064571	0.073809	0.23297	0.80482	0.048146	0.077108	0.072104	0.20005	0.12453	0.05565	0.090059	0.075332	0.21957	0.072314	0.17362	0.050018	0.11403	0.81598	0.11016	0.071446	0.074992	0.11236	0.10372	0.94223	0.1476	0.092248	0.085312	0.059982
Meth__cg04541078__ARCN1	0.050059	0.47368	0.2961	0.482	0.29862	0.10941	0.14865	0.065065	0.17954	0.60043	0.057282	0.045842	0.26648	0.47272	0.17279	0.056639	0.19292	0.043824	0.13383	0.25662	0.042764	0.45577	0.076938	0.086863	0.031889	0.1399	0.35158	0.12236	0.039213	0.036666	0.11269	0.4957	0.047906	0.19197	0.05862	0.29102	0.58486
Meth__cg04738091__PTEN	0.016553	0.018751	0.017735	0.015988	0.97512	0.012225	0.037642	0.011263	0.90408	0.017079	0.017287	0.54545	0.020433	0.010132	0.72485	0.48819	0.051279	0.013082	0.010945	0.015354	0.016727	0.030881	0.020321	0.068092	0.018965	0.041879	0.088325	0.049313	0.019422	0.015519	0.016991	0.038639	0.011529	0.029468	0.01981	0.020907	0.013365
Meth__cg06385087__CTSZ	0.027811	0.067591	0.041837	0.77845	0.49182	0.1994	0.034395	0.59265	0.89169	0.47671	0.69077	0.1198	0.030352	0.36165	0.55776	0.4386	0.038879	0.020528	0.94259	0.94848	0.52254	0.10006	0.163	0.046032	0.022136	0.58737	0.035144	0.054617	0.026139	0.02193	0.024036	0.68424	0.022763	0.05047	0.054953	0.16232	0.060018
Meth__cg07495664__FAM63A	0.020337	0.14441	0.02122	0.017477	0.074235	0.01591	0.11581	0.024164	0.18793	0.018967	0.031326	0.023379	0.052795	0.010501	0.19891	0.021757	0.033173	0.019214	0.065269	0.024551	0.056581	0.037841	0.02797	0.036908	0.92082	0.033931	0.024372	0.03134	0.089302	0.020829	0.017496	0.018087	0.014657	0.060197	0.022159	0.023074	0.029412
Meth__cg19118812__ELMO1	0.03263	0.020744	0.02769	0.022496	0.64137	0.68493	0.083284	0.037583	0.023598	0.036108	0.026072	0.036532	0.77016	0.80352	0.019175	0.039488	0.051128	0.026444	0.029052	0.039362	0.02918	0.95415	0.046555	0.084853	0.034729	0.96535	0.82431	0.03667	0.025903	0.021873	0.45653	0.023361	0.047149	0.082317	0.029448	0.025323	0.021739
Meth__cg15958424__ACPP	0.081619	0.054936	0.057897	0.17052	0.64915	0.11261	0.43897	0.42689	0.081173	0.22954	0.41355	0.24419	0.11825	0.11656	0.084071	0.36306	0.088472	0.64299	0.065888	0.060295	0.38604	0.70139	0.094867	0.20242	0.67435	0.15679	0.12348	0.13556	0.82287	0.091768	0.43041	0.64435	0.21919	0.13085	0.14562	0.098747	0.10263
Meth__cg26991199__FUSIP1	0.088694	0.058982	0.09071	0.11954	0.048743	0.096195	0.17883	0.039993	0.37303	0.37965	0.07783	0.10917	0.084309	0.060901	0.30214	0.10214	0.069238	0.038521	0.099566	0.091588	0.072557	0.059371	0.09763	0.1131	0.055866	0.090031	0.086997	0.10313	0.044136	0.046436	0.059273	0.057066	0.043239	0.070687	0.073557	0.28834	0.097674
Meth__cg08158289__KIAA0141	0.065812	0.067538	0.55398	0.2134	0.33923	0.19117	0.61026	0.45256	0.53794	0.2582	0.084082	0.088299	0.26432	0.74026	0.41988	0.12166	0.049604	0.19733	0.066017	0.13599	0.60684	0.68998	0.47783	0.10313	0.047019	0.25474	0.32059	0.15993	0.026168	0.0316	0.76993	0.24336	0.033058	0.03093	0.20906	0.044284	0.031018
Meth__cg12163490__CDH11	0.074899	0.076535	0.038912	0.729	0.033615	0.525	0.31382	0.4797	0.075479	0.043301	0.56278	0.1159	0.68726	0.66924	0.075141	0.036094	0.22935	0.025153	0.88671	0.96272	0.039121	0.092415	0.082396	0.075845	0.046023	0.932	0.73599	0.10948	0.027985	0.13573	0.29113	0.17514	0.76743	0.38361	0.8368	0.16648	0.79193
Meth__cg02189785__CLIC3	0.48929	0.05813	0.5905	0.054443	0.90844	0.11108	0.92285	0.50997	0.23721	0.048181	0.91524	0.10806	0.60687	0.19698	0.23721	0.82916	0.091853	0.56665	0.060461	0.32003	0.55781	0.37939	0.22688	0.055432	0.79847	0.50809	0.11288	0.060488	0.15141	0.54617	0.11772	0.20102	0.42227	0.079978	0.059846	0.3839	0.18069
Meth__cg11777321__TEF	0.030772	0.037467	0.46322	0.028105	0.091387	0.32732	0.65885	0.1344	0.028352	0.1789	0.05354	0.44856	0.23153	0.02068	0.11546	0.059251	0.10975	0.035771	0.10581	0.042013	0.059069	0.61249	0.040747	0.07639	0.21549	0.064924	0.52478	0.067356	0.43257	0.6265	0.27062	0.066859	0.10634	0.05455	0.034363	0.051989	0.051827
Meth__cg18967533__KLK6	0.040336	0.046607	0.37624	0.51906	0.51775	0.399	0.38265	0.042959	0.035504	0.42903	0.12847	0.036861	0.065166	0.036253	0.047588	0.051771	0.063182	0.040003	0.31538	0.21798	0.45289	0.14482	0.29214	0.076272	0.62021	0.10319	0.044537	0.11443	0.52084	0.040861	0.043564	0.10681	0.22233	0.29315	0.050462	0.11025	0.36477
Meth__cg01249910__SAT2	0.049269	0.045489	0.053164	0.063537	0.038227	0.057715	0.063647	0.045675	0.067821	0.057726	0.044319	0.041105	0.059713	0.022435	0.056651	0.04606	0.073389	0.059124	0.68711	0.33758	0.051686	0.050085	0.052545	0.079278	0.04242	0.10682	0.05205	0.076337	0.049122	0.036987	0.061708	0.48695	0.030332	0.066372	0.04747	0.057437	0.048274
Meth__cg10006582__BBS5	0.046512	0.036185	0.03381	0.042639	0.82269	0.045995	0.058897	0.10731	0.035269	0.041801	0.040286	0.10294	0.23886	0.032301	0.042871	0.078772	0.052127	0.032063	0.050609	0.035215	0.050448	0.24515	0.071765	0.0483	0.037623	0.070065	0.050061	0.082253	0.036943	0.050663	0.031931	0.036931	0.045563	0.038136	0.043016	0.03498	0.041478
Meth__cg17213552__DLAT	0.036392	0.053985	0.06083	0.050325	0.37854	0.041429	0.27614	0.044812	0.17451	0.059436	0.12341	0.045533	0.27516	0.030947	0.12795	0.08185	0.047837	0.43491	0.029301	0.038068	0.4431	0.081647	0.038944	0.04662	0.031051	0.068438	0.046163	0.049148	0.034129	0.040961	0.050961	0.038832	0.026331	0.044739	0.034173	0.032307	0.043247
Meth__cg24078828__WWTR1	0.035513	0.027857	0.036836	0.028368	0.027298	0.038104	0.02827	0.019045	0.028096	0.03407	0.027104	0.017735	0.061661	0.016678	0.030189	0.031254	0.070647	0.026837	0.022172	0.035002	0.028471	0.093977	0.049909	0.067459	0.035906	0.056227	0.03532	0.067756	0.023342	0.023567	0.024631	0.093532	0.033311	0.090642	0.036914	0.034772	0.27397
Meth__cg05249393__LDLR	0.10354	0.1007	0.066476	0.10656	0.062105	0.089097	0.10904	0.069321	0.077802	0.30614	0.082495	0.082943	0.1066	0.062528	0.055914	0.072772	0.18537	0.60566	0.068943	0.078363	0.061934	0.12105	0.081962	0.15555	0.090358	0.10223	0.060419	0.15194	0.047716	0.046391	0.095588	0.16691	0.065956	0.14876	0.10633	0.10114	0.093299
Meth__cg14711709__C16orf51	0.041717	0.14236	0.046349	0.030765	0.042393	0.039289	0.045841	0.063817	0.047593	0.043417	0.053778	0.035194	0.11289	0.032551	0.047623	0.03742	0.095471	0.040457	0.048269	0.033919	0.04409	0.15436	0.056802	0.087161	0.25203	0.088032	0.043958	0.056099	0.036806	0.036341	0.04549	0.03385	0.037251	0.064943	0.03059	0.036751	0.04089
Meth__cg12099357__FAM76A	0.054419	0.021592	0.11552	0.041377	0.35438	0.034622	0.08692	0.028663	0.053922	0.060063	0.036543	0.031425	0.045677	0.035074	0.035394	0.025168	0.0422	0.021442	0.031179	0.037227	0.02611	0.074956	0.038565	0.042396	0.024108	0.037058	0.038802	0.085674	0.023627	0.01933	0.027187	0.025434	0.01959	0.083163	0.04255	0.035807	0.031605
Meth__cg03996822__RASSF6	0.074394	0.076952	0.08213	0.15339	0.74866	0.19289	0.57658	0.44389	0.87234	0.13761	0.65536	0.25514	0.32775	0.1187	0.6898	0.29011	0.21558	0.52073	0.79881	0.69215	0.44845	0.2693	0.081221	0.11663	0.86957	0.50733	0.57432	0.12406	0.89184	0.42141	0.80343	0.040997	0.27146	0.14826	0.70256	0.26647	0.16686
Meth__cg20852286__DHFRL1	0.068122	0.077165	0.073515	0.042806	0.05159	0.069431	0.16551	0.45657	0.083298	0.077653	0.0597	0.076577	0.076974	0.098178	0.072212	0.06789	0.075193	0.062888	0.062313	0.063063	0.075763	0.22745	0.091006	0.19336	0.054795	0.1313	0.055304	0.079846	0.10014	0.045563	0.07113	0.067316	0.062754	0.11552	0.056798	0.075276	0.054757
Meth__cg20570279__ZNF259	0.039947	0.33866	0.90221	0.62022	0.32176	0.072465	0.29722	0.17605	0.48692	0.84871	0.43665	0.19532	0.51244	0.13987	0.45668	0.1935	0.19234	0.19897	0.63833	0.29752	0.62447	0.28256	0.35236	0.075941	0.66546	0.093702	0.18973	0.39628	0.037774	0.03473	0.40278	0.41288	0.063875	0.21183	0.34036	0.24801	0.68099
Meth__cg19184963__MAPK11	0.047294	0.042296	0.044362	0.045702	0.070084	0.042099	0.50697	0.052749	0.064499	0.042573	0.10653	0.099888	0.12873	0.048295	0.063262	0.63522	0.085808	0.085974	0.035581	0.049646	0.19967	0.18786	0.049117	0.081455	0.20281	0.28855	0.057139	0.073997	0.040933	0.044532	0.063766	0.20406	0.038419	0.21617	0.044045	0.047919	0.048121
Meth__cg21010262__MRPS2	0.04863	0.06027	0.4455	0.039864	0.57583	0.083185	0.62272	0.83806	0.19353	0.068123	0.80573	0.53124	0.58732	0.036451	0.12557	0.48312	0.1333	0.035633	0.068554	0.057789	0.89072	0.30723	0.10122	0.18867	0.59014	0.12669	0.18688	0.11995	0.034649	0.039438	0.038456	0.044713	0.12123	0.073234	0.070209	0.044901	0.048348
Meth__cg15443822__ATP2A3	0.11411	0.020918	0.03511	0.047061	0.42492	0.58817	0.6325	0.65203	0.026584	0.24768	0.38707	0.85906	0.61688	0.023735	0.1263	0.44717	0.053686	0.021063	0.025446	0.026281	0.74845	0.44131	0.025094	0.21788	0.3601	0.10346	0.5103	0.059711	0.022819	0.12921	0.063191	0.023694	0.60681	0.037795	0.024403	0.039703	0.034722
Meth__cg12322132__IGF2AS	0.9583	0.044329	0.15742	0.057413	0.62217	0.6307	0.48859	0.40707	0.035171	0.63687	0.84169	0.12581	0.50941	0.04848	0.044583	0.049508	0.53376	0.15401	0.96485	0.96367	0.096698	0.87332	0.64201	0.039995	0.056278	0.94187	0.41662	0.083211	0.035314	0.53712	0.044953	0.17032	0.94848	0.88329	0.55256	0.042846	0.067009
Meth__cg24855780__TNKS1BP1	0.031848	0.020648	0.035134	0.026584	0.95329	0.036243	0.42551	0.077938	0.028992	0.037675	0.75482	0.76241	0.084576	0.03274	0.048765	0.065861	0.11259	0.055394	0.38696	0.071582	0.59691	0.8805	0.042191	0.033642	0.75379	0.067038	0.25297	0.052741	0.56105	0.45686	0.64323	0.041517	0.0313	0.12976	0.029889	0.03403	0.034636
Meth__cg14944362__PDYN	0.52131	0.051197	0.7848	0.56997	0.085092	0.29786	0.44355	0.5295	0.05408	0.54058	0.48242	0.45676	0.55692	0.051408	0.066734	0.53226	0.10689	0.045704	0.20691	0.20253	0.097846	0.11009	0.23747	0.068511	0.63648	0.36102	0.12177	0.051414	0.33542	0.31969	0.05396	0.66086	0.23521	0.071976	0.50574	0.18156	0.29701
Meth__cg13228642__IER5	0.078205	0.065152	0.50167	0.078632	0.48461	0.067086	0.17556	0.045711	0.078014	0.090935	0.08524	0.1475	0.090109	0.032367	0.07495	0.10333	0.057026	0.14689	0.28743	0.1462	0.067754	0.10038	0.4664	0.13708	0.060926	0.18129	0.06863	0.13145	0.069111	0.057712	0.067594	0.31102	0.045	0.089208	0.15855	0.0713	0.1626
SNP__MGC48595	-0.006	0.339	0.142	-0.418	0.204	-0.18	0.531	0.109	0.97	-0.06	-0.426	-0.064	0.097	-0.191	0.297	0.026	-0.187	-0.081	-1.966	-2.039	-1.651	-0.202	0.111	-0.318	-0.255	0.303	1.592	0.04	0.184	-0.121	-0.014	0.027	-2.601	0.279	-2.152	-0.052	-0.394
Meth__cg03258472__CRB3	0.079784	0.11564	0.46442	0.14385	0.89658	0.16443	0.92388	0.12442	0.11025	0.086542	0.68613	0.44686	0.54194	0.063409	0.11977	0.3015	0.27618	0.58603	0.31853	0.23197	0.89445	0.86654	0.19307	0.18168	0.8957	0.41737	0.18148	0.13792	0.10496	0.078814	0.87862	0.22324	0.11371	0.095326	0.08574	0.086335	0.10793
Meth__cg07306197__ZNF266	0.039467	0.042255	0.039351	0.048768	0.035785	0.035427	0.049889	0.076859	0.028184	0.054172	0.81828	0.033442	0.043093	0.027642	0.029444	0.033831	0.11691	0.029295	0.09339	0.051772	0.032815	0.067084	0.040441	0.0838	0.039195	0.08199	0.035018	0.048473	0.035005	0.1504	0.033032	0.03375	0.033208	0.16186	0.038732	0.068825	0.033306
Meth__cg23909343__PPP2R5A	0.10569	0.055717	0.30257	0.050322	0.43546	0.092476	0.29678	0.14385	0.56479	0.08928	0.059796	0.060769	0.12559	0.037364	0.41805	0.069177	0.098802	0.097247	0.093838	0.084502	0.26324	0.10843	0.081642	0.11395	0.09153	0.095767	0.11868	0.10131	0.43999	0.062827	0.12681	0.064078	0.057785	0.11368	0.069941	0.055129	0.057853
Meth__cg01885635__ZNF621	0.10933	0.36892	0.1165	0.098892	0.67539	0.11141	0.617	0.065856	0.37244	0.41203	0.068071	0.55305	0.18301	0.058544	0.283	0.0455	0.2815	0.37162	0.1576	0.11932	0.74541	0.27728	0.18047	0.2862	0.12438	0.26345	0.24916	0.29502	0.054143	0.37848	0.097219	0.1158	0.083996	0.099814	0.15959	0.086738	0.097889
Meth__cg20264732__RBM35B	0.046686	0.034188	0.039043	0.027442	0.95268	0.043285	0.93204	0.07562	0.02793	0.036657	0.047701	0.045649	0.076788	0.024904	0.032751	0.42705	0.07017	0.92495	0.033588	0.046215	0.93122	0.88563	0.052389	0.071887	0.93244	0.075573	0.033538	0.098937	0.83739	0.031245	0.94422	0.027784	0.030411	0.082999	0.036573	0.037412	0.041099
Meth__cg10876928__SDC4	0.049986	0.090223	0.50742	0.54627	0.38611	0.067889	0.17083	0.11458	0.064015	0.58271	0.079892	0.23649	0.50957	0.15917	0.051348	0.13545	0.68948	0.034906	0.28853	0.32607	0.22427	0.080782	0.3569	0.068525	0.09735	0.21311	0.11356	0.16833	0.035683	0.035874	0.042859	0.54246	0.17551	0.048032	0.39753	0.40324	0.44501
Meth__cg16580737__MME	0.062876	0.056435	0.046914	0.044747	0.075803	0.94741	0.084775	0.042135	0.07791	0.051231	0.055253	0.035813	0.70629	0.033282	0.061312	0.05776	0.083654	0.055859	0.95476	0.95532	0.082003	0.93239	0.84918	0.11961	0.04435	0.88218	0.059021	0.1392	0.045568	0.039729	0.038311	0.59763	0.95178	0.82761	0.94433	0.70204	0.81171
Meth__cg08319991__UCHL1	0.18203	0.18583	0.32746	0.25947	0.40383	0.9099	0.044515	0.13856	0.043743	0.90655	0.4593	0.067999	0.87175	0.03932	0.062187	0.9119	0.10094	0.073253	0.88841	0.88925	0.17515	0.79509	0.85093	0.12728	0.04954	0.62477	0.51828	0.091319	0.077381	0.25693	0.24908	0.11385	0.89806	0.1066	0.43867	0.45635	0.79802
Meth__cg23588893__FUT11	0.040925	0.028408	0.041071	0.039843	0.023471	0.054512	0.062772	0.060806	0.025546	0.50747	0.044011	0.14158	0.46865	0.091504	0.03524	0.027544	0.06934	0.029504	0.049398	0.036235	0.033744	0.066441	0.68476	0.038869	0.027943	0.074849	0.02355	0.05078	0.027835	0.022088	0.031968	0.051864	0.037477	0.4731	0.037626	0.064463	0.89208
Meth__cg04633513__AVPR1B	0.055829	0.053088	0.16914	0.32949	0.30042	0.72962	0.066929	0.69208	0.049053	0.46149	0.58999	0.14824	0.77673	0.036379	0.054623	0.68341	0.064063	0.053491	0.81512	0.61485	0.66174	0.51877	0.20534	0.10693	0.19433	0.56035	0.074732	0.11341	0.040325	0.051238	0.062868	0.25366	0.63615	0.11922	0.14528	0.34705	0.56141
Meth__cg07230446__TNRC15	0.047201	0.061416	0.12762	0.20302	0.067648	0.10398	0.15415	0.062827	0.080791	0.10605	0.065719	0.17769	0.11655	0.14167	0.077006	0.066385	0.13266	0.059615	0.14299	0.1087	0.063704	0.14305	0.13567	0.067601	0.056891	0.16667	0.096829	0.09745	0.05138	0.075095	0.074124	0.26313	0.067218	0.52037	0.1183	0.11375	0.14087
Meth__cg01909921__GFI1B	0.11511	0.10565	0.076345	0.36413	0.47679	0.4601	0.68613	0.93454	0.085725	0.079446	0.11026	0.66798	0.67034	0.10509	0.079446	0.69837	0.11587	0.07971	0.15187	0.55848	0.84052	0.66697	0.5147	0.27712	0.74041	0.76036	0.32586	0.061261	0.072898	0.10806	0.086542	0.076588	0.80817	0.17927	0.42867	0.32181	0.57731
Meth__cg19669036__SNAP29	0.017918	0.019556	0.021344	0.025859	0.037526	0.027585	0.25998	0.10607	0.023765	0.025381	0.060621	0.11428	0.035795	0.017285	0.026732	0.042409	0.039591	0.01627	0.01769	0.02	0.030767	0.17417	0.024745	0.031785	0.024627	0.037789	0.051134	0.029828	0.032908	0.029614	0.035527	0.034338	0.01912	0.019147	0.019043	0.041272	0.028602
Meth__cg10335112__ODF3	0.39787	0.043881	0.4419	0.18936	0.21188	0.17154	0.11476	0.55463	0.052566	0.23228	0.4224	0.48979	0.36181	0.23199	0.047791	0.18969	0.070907	0.036943	0.25793	0.38332	0.080958	0.22212	0.25002	0.062055	0.17964	0.46258	0.24012	0.12792	0.18691	0.057469	0.04646	0.2658	0.11851	0.071511	0.48996	0.12246	0.098633
Meth__cg21922574__NETO1	0.91668	0.10011	0.95147	0.80835	0.54552	0.92528	0.12143	0.95302	0.032414	0.03549	0.94657	0.51964	0.50737	0.92545	0.064436	0.29197	0.32972	0.29302	0.90515	0.93707	0.050312	0.87276	0.88006	0.11615	0.87577	0.85454	0.85253	0.10811	0.016888	0.52798	0.025758	0.024788	0.066987	0.041319	0.88267	0.73232	0.89467
Meth__cg16898420__PRG-3	0.061734	0.053515	0.072678	0.037593	0.44429	0.072253	0.38318	0.11345	0.04134	0.05277	0.073205	0.12747	0.32203	0.051031	0.04185	0.059145	0.1039	0.042557	0.15318	0.071773	0.16536	0.66494	0.44728	0.083954	0.04728	0.071713	0.37206	0.072538	0.041174	0.072585	0.22872	0.032883	0.058699	0.068023	0.052491	0.044285	0.050181
Meth__cg04739570__PODXL2	0.066825	0.058281	0.069193	0.044006	0.67678	0.67613	0.86933	0.052799	0.065917	0.084987	0.055498	0.61847	0.79551	0.0417	0.052468	0.11182	0.18264	0.32317	0.71109	0.28045	0.8478	0.84827	0.73387	0.12336	0.91997	0.89681	0.17671	0.098513	0.062706	0.36705	0.083231	0.10311	0.070805	0.12386	0.068793	0.058443	0.05713
Meth__cg17655614__CDH1	0.10943	0.62005	0.12414	0.13203	0.89728	0.11865	0.96584	0.087042	0.14816	0.35216	0.09251	0.13068	0.097724	0.1342	0.12425	0.099458	0.13805	0.86774	0.11541	0.12383	0.75011	0.93171	0.15081	0.18289	0.95438	0.099815	0.097428	0.42994	0.23953	0.1482	0.94121	0.12605	0.079585	0.17695	0.080185	0.116	0.12397
Meth__cg15479752__FFAR2	0.053974	0.049646	0.07805	0.16886	0.8048	0.043876	0.82199	0.40519	0.24519	0.051029	0.87594	0.36013	0.21567	0.06724	0.2363	0.62324	0.12657	0.049021	0.12591	0.1885	0.30494	0.53001	0.17385	0.10136	0.92736	0.10543	0.40871	0.13949	0.41349	0.057307	0.05642	0.12411	0.19051	0.21598	0.11779	0.13289	0.10961
Meth__cg00146096__FANCF	0.03951	0.030107	0.032788	0.026287	0.029015	0.045715	0.03388	0.030971	0.026014	0.039622	0.030002	0.035562	0.37556	0.022171	0.030198	0.027622	0.17376	0.031376	0.032192	0.037693	0.037074	0.084993	0.037343	0.061475	0.02643	0.067211	0.036347	0.088423	0.029096	0.027371	0.029159	0.038448	0.031564	0.12332	0.040288	0.036684	0.036781
Meth__cg24194539__AIM1	0.037978	0.026937	0.044614	0.076916	0.79651	0.03263	0.023602	0.94132	0.026101	0.03213	0.94127	0.036529	0.074512	0.027177	0.035299	0.32562	0.048863	0.94717	0.95832	0.95981	0.029222	0.059496	0.03478	0.041673	0.02342	0.047207	0.031971	0.054174	0.022069	0.02665	0.032126	0.025229	0.092502	0.074891	0.034574	0.051854	0.94992
Meth__cg19963797__GLT28D1	0.039963	0.026423	0.046532	0.56138	0.030446	0.042169	0.049785	0.75291	0.47755	0.80261	0.026449	0.044051	0.052625	0.020391	0.40578	0.60769	0.32057	0.02681	0.020911	0.049884	0.067835	0.058102	0.04879	0.53207	0.68502	0.56054	0.029916	0.035501	0.73186	0.028166	0.6609	0.028369	0.51646	0.078285	0.022337	0.029715	0.033673
Meth__cg17332016__FLJ10847	0.051957	0.038504	0.44518	0.28407	0.34099	0.090765	0.038331	0.096548	0.05826	0.64825	0.1629	0.10919	0.73806	0.045866	0.21864	0.12913	0.069547	0.031161	0.6453	0.31265	0.037299	0.085788	0.13357	0.12439	0.042989	0.79967	0.19706	0.089927	0.037566	0.04451	0.044406	0.28562	0.50234	0.06174	0.052873	0.10102	0.49176
