Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg27205791__COPZ1	0.026258	0.024901	0.031232	0.033768	0.027188	0.027205	0.029557	0.032844	0.028017	0.033912	0.027978	0.027746	0.052184	0.030891	0.032356	0.023124	0.066883	0.03016	0.026919	0.031532	0.02968	0.029043	0.022309	0.031534	0.050379	0.07929	0.063792	0.025853	0.025887	0.028882	0.029158	0.024414	0.022345	0.040696	0.49943	0.030453	0.027586
Meth__cg15014549__FLJ10847	0.12194	0.063515	0.68061	0.32742	0.11722	0.47659	0.13053	0.39344	0.086354	0.083011	0.1699	0.18984	0.48897	0.24557	0.25592	0.085149	0.16582	0.061444	0.40936	0.18691	0.23823	0.12257	0.79597	0.16707	0.068729	0.66768	0.072265	0.054295	0.053623	0.10926	0.075613	0.084635	0.58948	0.24388	0.073029	0.29251	0.4489
Meth__cg15696627__MSX1	0.33914	0.046718	0.062903	0.084448	0.13123	0.03652	0.064643	0.070228	0.05357	0.044652	0.043234	0.053953	0.67575	0.15213	0.074708	0.034008	0.13514	0.066894	0.029366	0.04041	0.047924	0.046266	0.054764	0.081716	0.13311	0.43952	0.068467	0.037237	0.08914	0.040665	0.066084	0.18643	0.030131	0.065712	0.04081	0.063901	0.039886
Meth__cg02493771__KRTAP13-2	0.3587	0.028339	0.022954	0.31175	0.10942	0.041199	0.15379	0.39774	0.34313	0.036197	0.27859	0.064831	0.067521	0.23958	0.10335	0.039381	0.097691	0.025376	0.027471	0.031308	0.061823	0.027689	0.07053	0.037493	0.026729	0.066356	0.036247	0.022749	0.05214	0.02913	0.40649	0.018933	0.046043	0.025337	0.034543	0.051687	0.084605
Meth__cg13332925__DKFZp451M2119	0.0326	0.025575	0.020567	0.033151	0.55266	0.028838	0.034656	0.029039	0.023799	0.034238	0.02602	0.037151	0.52361	0.031155	0.028155	0.026429	0.071435	0.027443	0.9343	0.94636	0.02866	0.027364	0.023787	0.0409	0.048574	0.16669	0.05525	0.021159	0.024082	0.022973	0.14995	0.028104	0.022809	0.32809	0.040732	0.038052	0.1042
Meth__cg08554462__BCL2	0.075484	0.073747	0.13064	0.070793	0.044266	0.058769	0.059458	0.077097	0.064577	0.070253	0.090657	0.13991	0.17626	0.06327	0.079239	0.054292	0.11103	0.035566	0.09622	0.096034	0.048317	0.090979	0.067386	0.095792	0.35033	0.10487	0.139	0.059037	0.048556	0.051248	0.06123	0.06217	0.052687	0.11137	0.086595	0.04209	0.054102
Meth__cg08097882__POU4F1	0.9762	0.031396	0.97809	0.9787	0.97753	0.027767	0.97849	0.038242	0.061332	0.98053	0.30202	0.061548	0.88453	0.07075	0.030532	0.042748	0.176	0.35387	0.97662	0.96029	0.97568	0.070794	0.9774	0.96899	0.36385	0.93363	0.50972	0.039343	0.12096	0.075376	0.97891	0.95083	0.98007	0.93953	0.98218	0.97318	0.97418
Meth__cg23660191__ZNF688	0.050862	0.035445	0.057824	0.041746	0.043034	0.039878	0.05267	0.043547	0.042152	0.04192	0.049045	0.036969	0.07304	0.034738	0.032543	0.034589	0.067587	0.027804	0.028618	0.055899	0.050825	0.09454	0.032617	0.058959	0.044917	0.074938	0.048712	0.029347	0.03456	0.03364	0.059406	0.021545	0.042816	0.060459	0.044909	0.045089	0.061672
Meth__cg14884741__PPP1R14C	0.042636	0.031801	0.054135	0.051835	0.044516	0.92851	0.050378	0.03759	0.04275	0.044679	0.28269	0.09713	0.099142	0.037791	0.04951	0.048164	0.08908	0.044028	0.52289	0.60377	0.10314	0.056405	0.034473	0.040253	0.056985	0.92219	0.062142	0.040023	0.030159	0.039983	0.033723	0.039632	0.029572	0.093315	0.049451	0.053726	0.039065
U133A__PGAP3	6.0798	7.7235	5.5166	7.8242	5.9351	5.2618	5.6344	6.0077	5.363	5.2591	5.2674	5.1176	8.224	5.914	5.4419	5.4125	5.624	5.2056	5.12	5.6348	5.6203	5.1433	5.5062	7.3947	5.4054	5.9113	6.9123	5.3523	5.1623	5.3377	5.4946	10.9139	5.4472	5.34	7.9766	5.7382	5.5235
Meth__cg07443748__CESK1	0.88322	0.12393	0.65753	0.84947	0.55211	0.052044	0.71624	0.48532	0.16396	0.61206	0.69543	0.14883	0.098286	0.20245	0.44559	0.60145	0.02948	0.031988	0.83568	0.83665	0.04405	0.1331	0.92652	0.64572	0.079212	0.11724	0.052074	0.078189	0.045546	0.11852	0.85878	0.15757	0.16906	0.18858	0.45057	0.61666	0.75867
U133A__DAAM1	5.7712	6.9394	6.7256	7.4256	9.1201	5.7426	6.5441	5.5412	5.8286	7.3134	4.3108	6.3515	5.6336	9.0542	6.947	5.6935	6.8334	4.2798	6.7682	7.0736	7.5356	5.712	6.5563	6.6937	6.402	7.1325	6.6966	5.278	5.2773	4.3674	7.2789	7.6872	5.4127	6.6933	7.2805	7.2217	7.1886
Meth__cg00892798__NGFR	0.043545	0.041405	0.60748	0.41754	0.19601	0.19058	0.059641	0.079261	0.058209	0.17907	0.43861	0.083452	0.64768	0.10155	0.025418	0.03413	0.3907	0.029144	0.26445	0.079936	0.038918	0.02794	0.28772	0.076442	0.039779	0.41539	0.061294	0.022616	0.31666	0.034916	0.11498	0.17674	0.12539	0.096233	0.031616	0.20149	0.33106
Meth__cg23898073__GFRA1	0.052894	0.043609	0.39249	0.045422	0.028975	0.030014	0.17886	0.47622	0.040035	0.039882	0.8304	0.18774	0.33802	0.04248	0.55305	0.037497	0.12057	0.11619	0.02667	0.05444	0.16311	0.05781	0.13802	0.044413	0.072127	0.67327	0.069246	0.046046	0.055439	0.09066	0.039047	0.040196	0.37933	0.11516	0.43836	0.033958	0.042983
Meth__cg24384676__SLC25A21	0.062061	0.17277	0.11251	0.24329	0.11767	0.59368	0.20415	0.047615	0.14353	0.086777	0.3156	0.12911	0.22753	0.13965	0.081887	0.044642	0.10381	0.044655	0.065928	0.064822	0.57296	0.1435	0.18479	0.075822	0.096526	0.073317	0.12611	0.042702	0.054653	0.15761	0.23826	0.049078	0.064373	0.10882	0.15842	0.07667	0.06453
Meth__cg21048501__MRPS24	0.037841	0.020228	0.023117	0.045037	0.021997	0.035122	0.062611	0.030979	0.027727	0.051528	0.018031	0.035859	0.034456	0.020587	0.03624	0.027736	0.060623	0.027699	0.044936	0.068072	0.074708	0.029925	0.029198	0.041446	0.051894	0.49254	0.033426	0.031442	0.039283	0.03151	0.042302	0.032818	0.044146	0.063532	0.026612	0.028105	0.030981
Meth__cg12402251__CALB1	0.60789	0.065808	0.24499	0.10834	0.093942	0.47137	0.19416	0.96436	0.017414	0.013468	0.43975	0.64721	0.46746	0.0647	0.053291	0.18838	0.12311	0.11717	0.26422	0.097855	0.41661	0.019125	0.084679	0.015951	0.033726	0.31662	0.038449	0.017562	0.33859	0.39124	0.053782	0.19483	0.14876	0.026089	0.021576	0.021415	0.019663
Meth__cg18587364__ZNF562	0.03916	0.052632	0.059045	0.047071	0.040278	0.035079	0.04032	0.56248	0.026926	0.052297	0.04039	0.028916	0.099301	0.031715	0.24213	0.03235	0.047154	0.033359	0.029955	0.059003	0.034727	0.043843	0.024679	0.052819	0.10318	0.053666	0.07579	0.025696	0.027715	0.030251	0.043151	0.032592	0.048805	0.11275	0.081007	0.044839	0.051582
Meth__cg13701273__EPHA5	0.41893	0.018622	0.51225	0.044628	0.052431	0.03038	0.22876	0.49233	0.036069	0.047927	0.13666	0.53666	0.30535	0.031196	0.032021	0.030827	0.041329	0.034339	0.44073	0.13078	0.2791	0.030151	0.13004	0.051659	0.033665	0.13911	0.040729	0.02349	0.025059	0.20354	0.03356	0.031121	0.45242	0.14488	0.081297	0.1848	0.26072
Meth__cg22188495__PRICKLE1	0.069533	0.060677	0.10869	0.22732	0.055923	0.057956	0.046349	0.12438	0.069416	0.11303	0.16084	0.19788	0.23128	0.056859	0.2684	0.13448	0.14349	0.056925	0.038271	0.058911	0.17574	0.06587	0.033399	0.065022	0.056869	0.082749	0.065217	0.050082	0.035818	0.06643	0.076801	0.038815	0.19564	0.12349	0.061927	0.064334	0.063139
Meth__cg07380959__TFPI2	0.038784	0.034156	0.42433	0.058055	0.032361	0.047405	0.031491	0.6634	0.016961	0.033929	0.78845	0.058958	0.64095	0.026555	0.57633	0.031973	0.048795	0.25355	0.024649	0.036276	0.082835	0.032977	0.025007	0.063808	0.078716	0.32243	0.044354	0.029971	0.026074	0.44923	0.19612	0.022905	0.87922	0.80549	0.055187	0.04013	0.034701
Meth__cg15316334__CEACAM5	0.11576	0.1825	0.49507	0.67207	0.27558	0.052383	0.64014	0.17111	0.03632	0.23206	0.094676	0.3236	0.47619	0.049208	0.1677	0.02998	0.12125	0.025568	0.69311	0.7235	0.8552	0.54386	0.26108	0.41676	0.64282	0.44194	0.25401	0.041739	0.060295	0.046868	0.83471	0.29488	0.75293	0.13299	0.43374	0.22031	0.20214
Meth__cg04507972__CRSP2	0.043939	0.041986	0.056147	0.052938	0.02883	0.033049	0.048805	0.038681	0.032245	0.027935	0.047213	0.057405	0.11714	0.037507	0.048038	0.042232	0.090326	0.034491	0.031538	0.040614	0.037862	0.038266	0.023358	0.040124	0.068826	0.078442	0.051839	0.031863	0.032574	0.023818	0.038034	0.034472	0.052687	0.07841	0.49424	0.031785	0.0362
Meth__cg09667582__UBE2Q2	0.096486	0.075549	0.76302	0.10243	0.11243	0.56876	0.087703	0.14438	0.087855	0.12456	0.083176	0.47946	0.31429	0.097936	0.19627	0.268	0.2716	0.14835	0.052646	0.057712	0.36097	0.088301	0.16282	0.067882	0.11121	0.21007	0.1716	0.052229	0.074174	0.14914	0.40783	0.086717	0.088505	0.20277	0.12924	0.09515	0.45619
Meth__cg02588309__OSRF	0.49874	0.040982	0.83697	0.19496	0.063071	0.34164	0.097627	0.081055	0.13588	0.071327	0.066118	0.12504	0.12206	0.10902	0.062055	0.06958	0.06777	0.052811	0.12266	0.15012	0.51209	0.033153	0.070965	0.088222	0.078463	0.18227	0.095683	0.033666	0.75949	0.065278	0.099203	0.060478	0.061227	0.17156	0.073234	0.081895	0.076632
Meth__cg17747005__DEPDC2	0.38529	0.12528	0.69541	0.10824	0.081305	0.71762	0.82762	0.72632	0.07899	0.21269	0.39627	0.74431	0.4	0.086831	0.22363	0.28071	0.12905	0.086471	0.76049	0.27915	0.25853	0.088723	0.71229	0.51237	0.32743	0.67422	0.12487	0.096388	0.092493	0.42636	0.095262	0.10877	0.78277	0.14201	0.72532	0.17815	0.22449
Meth__cg16989646__SLC25A15	0.036698	0.045791	0.060348	0.042108	0.02635	0.024651	0.05588	0.2568	0.025478	0.040395	0.039432	0.051436	0.076236	0.034065	0.038065	0.025909	0.065145	0.028038	0.023306	0.054899	0.034181	0.044051	0.025711	0.043227	0.04768	0.065354	0.089251	0.025428	0.021188	0.034516	0.020682	0.020314	0.02872	0.058807	0.04038	0.034867	0.032009
Meth__cg06793062__CNTNAP4	0.85177	0.087703	0.087369	0.88208	0.83149	0.084605	0.81059	0.27456	0.040622	0.41517	0.86697	0.22813	0.11681	0.03515	0.22075	0.21319	0.044883	0.031768	0.030684	0.36119	0.9084	0.034443	0.84856	0.50738	0.062114	0.83422	0.069705	0.23254	0.60134	0.92679	0.87488	0.034563	0.26958	0.028479	0.041662	0.70416	0.62346
Meth__cg02717570__ANKRD13B	0.08446	0.064552	0.077279	0.083285	0.061408	0.050664	0.068337	0.073824	0.055812	0.071508	0.081857	0.046755	0.19111	0.056917	0.051343	0.064147	0.095453	0.064207	0.048625	0.086357	0.055592	0.071637	0.060011	0.06044	0.089356	0.10035	0.060801	0.053765	0.054461	0.05596	0.041503	0.053419	0.047157	0.097055	0.065514	0.058008	0.055154
Meth__cg06722216__NOL4	0.52991	0.017395	0.42015	0.028435	0.022763	0.62269	0.031126	0.045316	0.015469	0.021478	0.57875	0.062601	0.097868	0.01905	0.034785	0.50901	0.29391	0.01833	0.21401	0.045061	0.051276	0.048119	0.024028	0.032874	0.03104	0.043399	0.039975	0.029471	0.016852	0.093633	0.02766	0.023999	0.16792	0.78514	0.027343	0.020311	0.024443
Meth__cg16869108__VHL	0.86867	0.053014	0.20402	0.42578	0.44551	0.080841	0.45449	0.06545	0.22073	0.11731	0.063186	0.57124	0.089659	0.1861	0.23331	0.059154	0.13839	0.049396	0.0829	0.079033	0.048538	0.14385	0.83483	0.43743	0.09105	0.092563	0.13697	0.033348	0.2288	0.37982	0.058014	0.068174	0.033182	0.036645	0.083549	0.044862	0.044704
U133A__TXNIP	9.0198	6.3159	6.4357	8.3832	9.4834	6.3813	7.8916	9.8559	5.7644	9.3606	6.8518	7.4178	7.8682	9.4289	7.6529	6.0667	7.4504	5.6214	6.9145	7.9565	7.329	6.5723	9.169	8.9171	8.1792	7.3859	6.7269	5.781	8.2045	7.9514	10.3303	8.9095	10.2571	7.8199	8.5902	10.4484	6.8079
Meth__cg25179291__FNBP1	0.057741	0.068589	0.12154	0.097771	0.062735	0.06691	0.078195	0.094696	0.048893	0.067392	0.11142	0.11207	0.11943	0.059752	0.044269	0.0527	0.092188	0.032123	0.045896	0.083175	0.1054	0.06051	0.047848	0.067327	0.064738	0.094954	0.065875	0.044664	0.10502	0.21492	0.062709	0.036622	0.04985	0.056988	0.052123	0.047212	0.067529
Meth__cg05874450__POPDC3	0.24532	0.061565	0.042289	0.30328	0.19359	0.42282	0.078017	0.030504	0.28913	0.071258	0.03249	0.42855	0.085886	0.14586	0.15251	0.033422	0.070481	0.21875	0.13784	0.12018	0.59825	0.041864	0.24416	0.23088	0.093739	0.27808	0.10477	0.030456	0.031905	0.18971	0.44868	0.060835	0.034947	0.13821	0.40722	0.19759	0.13645
Meth__cg24608774__STEAP1	0.062182	0.035329	0.44354	0.061245	0.067984	0.2536	0.085193	0.042351	0.038825	0.072448	0.17827	0.067965	0.46537	0.077845	0.089491	0.04127	0.10522	0.043002	0.032534	0.052047	0.17815	0.053093	0.044513	0.094266	0.059309	0.085809	0.09395	0.059716	0.057194	0.077348	0.09657	0.029419	0.10093	0.12958	0.050695	0.07247	0.1541
Meth__cg21237418__RAB34	0.023467	0.94707	0.31359	0.96542	0.88582	0.018763	0.93829	0.024551	0.082526	0.95641	0.028467	0.43625	0.95236	0.12134	0.97133	0.020995	0.059652	0.036948	0.82026	0.96915	0.9609	0.039639	0.42662	0.95489	0.082457	0.94688	0.9371	0.019285	0.022629	0.01512	0.93148	0.94437	0.9667	0.77845	0.52197	0.50792	0.93949
Meth__cg20315136__RGS2	0.34714	0.024956	0.029067	0.032629	0.012128	0.022671	0.0274	0.020005	0.016337	0.031676	0.021671	0.036193	0.38748	0.019178	0.017733	0.02519	0.050227	0.017156	0.018101	0.020293	0.033205	0.026784	0.018079	0.025258	0.055644	0.042553	0.035944	0.021286	0.014806	0.018303	0.019318	0.023419	0.025768	0.079462	0.025405	0.022413	0.01923
Meth__cg10520594__NT5C	0.026846	0.20852	0.042394	0.038953	0.026519	0.027858	0.54913	0.021068	0.03218	0.093892	0.029117	0.13807	0.072405	0.033783	0.075245	0.020604	0.053966	0.030775	0.021273	0.043383	0.031618	0.038283	0.038455	0.024666	0.060069	0.048565	0.090403	0.025969	0.026934	0.031657	0.058651	0.028126	0.022505	0.043661	0.059147	0.024658	0.022693
Meth__cg24311382__CTGF	0.064429	0.058769	0.93835	0.089286	0.077676	0.053586	0.089881	0.039353	0.068766	0.093828	0.057492	0.087349	0.095762	0.064695	0.069608	0.039416	0.1878	0.053797	0.13355	0.083791	0.88036	0.063843	0.08913	0.064545	0.33772	0.79925	0.14049	0.03803	0.043663	0.050034	0.063836	0.060988	0.055517	0.80555	0.072508	0.089574	0.066868
Meth__cg04683240__HLX1	0.028066	0.021614	0.039712	0.04166	0.019313	0.038197	0.73655	0.29582	0.028968	0.066514	0.027207	0.049622	0.068583	0.032511	0.043798	0.025771	0.06718	0.030909	0.41685	0.492	0.039769	0.029875	0.021544	0.042211	0.052421	0.047359	0.039211	0.02512	0.032145	0.029154	0.030483	0.026645	0.49069	0.055399	0.056402	0.024625	0.02705
Meth__cg10573763__COPE	0.021463	0.012473	0.02131	0.028619	0.024966	0.017824	0.021156	0.026486	0.014628	0.018026	0.030472	0.030361	0.082295	0.016867	0.021706	0.022727	0.058911	0.016421	0.022209	0.017614	0.019598	0.028467	0.013114	0.027524	0.05071	0.080971	0.039451	0.014257	0.011462	0.016807	0.018468	0.02109	0.028567	0.095088	0.025729	0.023383	0.013964
Meth__cg25438415__ZNF426	0.070015	0.090679	0.08714	0.075816	0.063588	0.19702	0.53059	0.84598	0.040938	0.12223	0.047403	0.29237	0.42845	0.051325	0.30156	0.064637	0.086061	0.05507	0.57426	0.81733	0.082783	0.055819	0.062488	0.091419	0.16167	0.17372	0.16938	0.046412	0.062479	0.067882	0.053887	0.068206	0.14518	0.18662	0.10851	0.07005	0.25475
Meth__cg16747567__PCNX	0.049125	0.024207	0.16867	0.2664	0.19088	0.36991	0.16783	0.02563	0.51043	0.076359	0.053601	0.073512	0.080247	0.32234	0.055715	0.037179	0.087822	0.035796	0.056216	0.040933	0.44112	0.05728	0.094097	0.15579	0.061398	0.15041	0.049964	0.036965	0.046069	0.04223	0.34114	0.061088	0.067426	0.070888	0.10215	0.12614	0.12125
Meth__cg04848452__EIF1B	0.11026	0.090276	0.59043	0.6968	0.52335	0.49235	0.11484	0.0532	0.16484	0.90938	0.55929	0.095442	0.88991	0.16008	0.055189	0.066964	0.11473	0.062113	0.097791	0.094086	0.13033	0.099901	0.52786	0.23304	0.18817	0.76462	0.15482	0.05012	0.6831	0.074985	0.58627	0.1015	0.63227	0.59447	0.22565	0.30054	0.10035
Meth__cg23020402__TTRAP	0.039442	0.030052	0.051453	0.034584	0.032691	0.034131	0.029417	0.069632	0.033546	0.042812	0.048109	0.060525	0.083703	0.028022	0.044457	0.02832	0.065593	0.029134	0.028681	0.028537	0.031729	0.042492	0.026104	0.038574	0.052979	0.12535	0.053326	0.022631	0.045581	0.037843	0.040539	0.025751	0.026576	0.08746	0.03635	0.03568	0.039967
Meth__cg17532978__NEUROD4	0.6077	0.021025	0.61024	0.15173	0.040591	0.12493	0.4613	0.89023	0.050367	0.031167	0.058198	0.51653	0.30626	0.096464	0.082873	0.25677	0.057848	0.020348	0.53718	0.39217	0.30382	0.050384	0.028867	0.20821	0.087958	0.57536	0.036481	0.034115	0.067234	0.03054	0.28371	0.033783	0.28775	0.039081	0.10625	0.13133	0.14834
Meth__cg06220958__MYH2	0.23574	0.037092	0.71692	0.13544	0.27725	0.035966	0.097533	0.096126	0.056668	0.13782	0.23326	0.14682	0.15288	0.069649	0.07415	0.077239	0.10347	0.068061	0.097058	0.077442	0.21619	0.11018	0.11753	0.079345	0.16946	0.32157	0.12996	0.061541	0.051586	0.15072	0.056531	0.076432	0.11432	0.35734	0.12778	0.13862	0.15214
U133A__BST2	8.7431	6.628	8.2193	4.2637	9.7762	5.2164	8.5034	5.4118	9.5469	8.8584	9.1133	10.0594	8.3263	4.4392	6.9466	4.8507	10.1508	5.5764	6.1967	6.2168	8.0857	7.5776	9.7058	4.849	8.3117	8.8676	5.8416	4.9275	8.3869	7.5466	9.1934	9.8754	7.9052	8.5472	4.5861	8.4818	8.7943
Meth__cg04878152__AGTR1	0.064804	0.057266	0.46537	0.42543	0.19453	0.082538	0.71426	0.83194	0.099409	0.20352	0.49504	0.56508	0.6597	0.095417	0.43253	0.23367	0.34082	0.072659	0.32162	0.17439	0.83751	0.13216	0.26779	0.28033	0.13025	0.7376	0.062836	0.32472	0.49373	0.32172	0.89359	0.20474	0.36451	0.25677	0.088112	0.45577	0.73323
Meth__cg14576824__RPS6KC1	0.05405	0.032316	0.18316	0.059434	0.036595	0.34393	0.099432	0.060244	0.049719	0.10886	0.05889	0.10414	0.091324	0.054469	0.05913	0.056891	0.11999	0.054686	0.059957	0.1424	0.2266	0.054551	0.039286	0.066332	0.14272	0.089176	0.10623	0.038707	0.063668	0.086599	0.049587	0.047509	0.043194	0.33954	0.056898	0.05766	0.060922
Meth__cg23957915__RCOR2	0.029039	0.01862	0.94927	0.088041	0.023602	0.074032	0.65567	0.031567	0.020598	0.023764	0.039069	0.94363	0.4389	0.021714	0.61877	0.021874	0.13899	0.015432	0.042057	0.056171	0.029058	0.076419	0.020499	0.20567	0.043439	0.090975	0.032928	0.023639	0.012979	0.033196	0.075802	0.016563	0.029947	0.042423	0.020728	0.16776	0.66277
Meth__cg12938998__GAB3	0.099894	0.050136	0.86997	0.090412	0.042788	0.4662	0.076638	0.39579	0.046529	0.042349	0.091265	0.1237	0.36623	0.040366	0.12965	0.050702	0.054169	0.072426	0.06827	0.10881	0.3498	0.031186	0.12135	0.06938	0.08966	0.25844	0.088554	0.036349	0.29997	0.31337	0.13167	0.037207	0.5257	0.2671	0.21695	0.061538	0.14214
Meth__cg16241714__CEBPD	0.034566	0.017527	0.028902	0.034711	0.025592	0.026181	0.03812	0.02346	0.022013	0.028147	0.033072	0.030785	0.038942	0.029011	0.022484	0.024633	0.044148	0.025968	0.027598	0.028845	0.03397	0.027263	0.036614	0.03273	0.078947	0.081097	0.041825	0.0226	0.023523	0.023085	0.034001	0.025709	0.95725	0.04137	0.028913	0.028733	0.025514
Meth__cg16823105__KIAA1900	0.036895	0.037984	0.043902	0.043633	0.025194	0.75377	0.065529	0.049158	0.033961	0.039533	0.054541	0.020459	0.049464	0.02976	0.031045	0.031859	0.08675	0.064492	0.028796	0.047315	0.034389	0.040639	0.02567	0.037025	0.041011	0.076293	0.064593	0.031161	0.030475	0.022308	0.03002	0.028984	0.023807	0.054008	0.04134	0.024934	0.034737
Meth__cg25013852__PGM1	0.033798	0.16499	0.038659	0.20266	0.20737	0.034664	0.62792	0.033455	0.038614	0.089124	0.037773	0.027004	0.055789	0.035654	0.042673	0.043044	0.068571	0.030089	0.03658	0.043961	0.080866	0.035194	0.048623	0.054929	0.062301	0.065602	0.072822	0.025293	0.035945	0.030531	0.68722	0.045869	0.036455	0.1284	0.042625	0.045959	0.055846
Meth__cg09239756__CKAP4	0.051788	0.64307	0.16806	0.36598	0.46991	0.039158	0.7391	0.096446	0.11543	0.5817	0.066964	0.82841	0.32701	0.087754	0.19461	0.041916	0.15385	0.055364	0.57502	0.75641	0.10624	0.064356	0.15807	0.091	0.15537	0.18458	0.20444	0.047488	0.041552	0.10132	0.91774	0.051973	0.047463	0.15739	0.35273	0.15943	0.41929
Meth__cg14228840__MICA	0.032209	0.023157	0.033804	0.036382	0.020796	0.38086	0.017343	0.018118	0.021284	0.027693	0.028581	0.026185	0.080635	0.018808	0.019766	0.014817	0.051007	0.01764	0.033124	0.0294	0.026792	0.037771	0.035943	0.036049	0.026062	0.040532	0.039561	0.024087	0.018384	0.02654	0.021377	0.020272	0.016692	0.040811	0.026669	0.02853	0.030651
Meth__cg08555772__ARMC4	0.060165	0.075835	0.94957	0.16586	0.053189	0.82196	0.62285	0.69913	0.051182	0.052063	0.073305	0.39952	0.89323	0.070443	0.39257	0.059754	0.0975	0.064174	0.48691	0.090981	0.078893	0.18922	0.054622	0.57375	0.077971	0.76296	0.1374	0.059616	0.058172	0.065875	0.62864	0.051622	0.50102	0.11484	0.062356	0.066812	0.065604
Meth__cg21982518__TMC7	0.054319	0.039281	0.060687	0.057368	0.035222	0.046473	0.059906	0.044248	0.036691	0.042518	0.051255	0.10764	0.071597	0.042472	0.037707	0.042806	0.063848	0.032464	0.031556	0.046891	0.049964	0.052342	0.042037	0.054016	0.13681	0.059716	0.097398	0.037528	0.043245	0.049089	0.040335	0.038917	0.036278	0.10643	0.036455	0.03924	0.045363
Meth__cg18676803__MYNN	0.053143	0.029407	0.073542	0.03658	0.025103	0.032864	0.058164	0.062945	0.058105	0.039768	0.042478	0.028549	0.084237	0.054474	0.048683	0.024687	0.088538	0.031348	0.037362	0.056869	0.056441	0.04601	0.028057	0.052462	0.26714	0.062511	0.056202	0.027618	0.021113	0.032738	0.037832	0.032205	0.026059	0.094997	0.071109	0.050869	0.039494
Meth__cg18959478__PRKCDBP	0.80778	0.063788	0.08549	0.91341	0.89836	0.49882	0.89536	0.073632	0.15757	0.87039	0.063649	0.05427	0.87971	0.12864	0.061776	0.061517	0.099365	0.058532	0.91957	0.88515	0.13822	0.1674	0.1144	0.86319	0.083086	0.80485	0.098406	0.061983	0.060949	0.05108	0.87469	0.068519	0.87397	0.7166	0.89005	0.6306	0.83564
U133A__S100A4	8.2788	9.1945	5.5449	6.979	6.0435	6.8913	8.9847	11.7528	8.2919	5.0293	6.0555	8.4597	5.8536	9.2656	8.6688	6.4832	7.1612	8.8848	6.2022	5.6404	5.3011	8.5526	11.2909	8.4842	9.7073	6.064	10.4085	11.1483	6.3436	10.0084	7.4983	8.2858	8.0744	7.2883	8.4956	7.1827	5.8694
Meth__cg18627852__SNRPF	0.034	0.026461	0.039955	0.033266	0.034078	0.027024	0.032711	0.33883	0.037847	0.035311	0.03988	0.05232	0.057931	0.029788	0.033664	0.025252	0.080283	0.033702	0.025743	0.033705	0.033937	0.030923	0.024611	0.029152	0.060136	0.066172	0.075371	0.023104	0.033439	0.02884	0.020971	0.026479	0.033157	0.057566	0.034645	0.028492	0.032778
Meth__cg17080277__PTPRB	0.10249	0.031277	0.47583	0.11492	0.026225	0.44647	0.044787	0.14131	0.02641	0.030766	0.46887	0.047823	0.070542	0.030753	0.055593	0.040463	0.05854	0.035853	0.34776	0.23839	0.064868	0.061347	0.037649	0.05946	0.05865	0.066351	0.08161	0.028439	0.053238	0.038477	0.92168	0.034213	0.23938	0.044264	0.038924	0.040085	0.034253
Meth__cg18428373__FRMPD1	0.06716	0.044333	0.082358	0.055968	0.039691	0.39083	0.045455	0.057951	0.035821	0.050822	0.20757	0.052618	0.15864	0.038493	0.042102	0.072939	0.10069	0.039933	0.047874	0.06092	0.052212	0.055476	0.050225	0.053136	0.086374	0.27684	0.09045	0.040419	0.0475	0.062263	0.047068	0.043756	0.055278	0.13997	0.062629	0.040769	0.052816
Meth__cg07745434__CHST13	0.61762	0.061641	0.10792	0.52033	0.39105	0.27412	0.37732	0.51683	0.044276	0.095907	0.64467	0.52456	0.6974	0.048255	0.10178	0.12197	0.10766	0.079666	0.79375	0.62273	0.40292	0.2175	0.2507	0.35889	0.061169	0.73884	0.12396	0.12384	0.13208	0.088059	0.11629	0.084342	0.55346	0.079254	0.36736	0.43205	0.44941
Meth__cg08159444__PNMA5	0.10401	0.084835	0.80373	0.79764	0.49079	0.089533	0.35319	0.8699	0.82829	0.62976	0.2479	0.69585	0.67884	0.63722	0.31986	0.73281	0.14108	0.055721	0.6638	0.53828	0.26706	0.13323	0.47047	0.16386	0.052681	0.13471	0.251	0.21964	0.039111	0.045927	0.67663	0.12766	0.17077	0.18889	0.71452	0.15713	0.24173
Meth__cg02742971__OSR1	0.61852	0.54077	0.97833	0.97306	0.95347	0.97732	0.97813	0.023001	0.036597	0.97819	0.041565	0.050982	0.9635	0.47405	0.034717	0.026228	0.083651	0.028041	0.97779	0.97755	0.97979	0.16488	0.051799	0.96614	0.042018	0.97212	0.44046	0.029153	0.064863	0.13093	0.92785	0.077748	0.98247	0.90427	0.75702	0.78879	0.73481
