Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg16772207__MYT1	0.083169	0.063827	0.40891	0.072753	0.082072	0.91204	0.084928	0.78872	0.89657	0.10856	0.91417	0.90116	0.20018	0.077371	0.59751	0.39567	0.55897	0.21709	0.19375	0.14546	0.18205	0.6681	0.67216	0.067885	0.18433	0.12749	0.094582	0.090199	0.5259	0.14954	0.1208	0.058513	0.19256	0.1276	0.056742	0.071455
Meth__cg24238205__FAM111A	0.024745	0.024604	0.025566	0.7185	0.030935	0.035817	0.28715	0.038473	0.88785	0.026974	0.66673	0.049542	0.030082	0.026435	0.89335	0.65317	0.025274	0.044356	0.022904	0.015459	0.024559	0.030196	0.045772	0.029963	0.029153	0.033633	0.067328	0.024544	0.25903	0.025328	0.020814	0.024108	0.045102	0.02997	0.030167	0.025563
Meth__cg23447996__SYK	0.13343	0.095417	0.10393	0.14174	0.082443	0.55392	0.37867	0.55779	0.084544	0.10152	0.7121	0.168	0.098669	0.20413	0.114	0.17038	0.43939	0.10948	0.085471	0.14679	0.096425	0.41967	0.34617	0.2493	0.17959	0.84099	0.26182	0.11554	0.30635	0.23107	0.75598	0.15646	0.11242	0.08708	0.1058	0.12679
Meth__cg19235307__MBD4	0.11636	0.22785	0.085818	0.53442	0.34714	0.28673	0.65814	0.28121	0.44232	0.35	0.065292	0.40224	0.10572	0.054549	0.25477	0.10408	0.029418	0.19073	0.042286	0.2072	0.12979	0.33363	0.193	0.1434	0.16255	0.092344	0.34551	0.033	0.1226	0.34267	0.19487	0.070273	0.14818	0.78492	0.082309	0.14595
Meth__cg26499286__KRTAP17-1	0.49132	0.023631	0.35201	0.49645	0.55329	0.24599	0.16404	0.75897	0.26116	0.077064	0.12933	0.58116	0.45292	0.082203	0.20651	0.24625	0.31008	0.17365	0.068338	0.28072	0.24753	0.044125	0.2358	0.089531	0.032987	0.27921	0.086641	0.03869	0.09734	0.039723	0.33673	0.25845	0.20826	0.34036	0.13973	0.10816
Meth__cg22243662__ATP6V1C2	0.040781	0.044757	0.64333	0.063401	0.0539	0.97076	0.063322	0.76644	0.048436	0.047619	0.96697	0.56563	0.69181	0.047146	0.034512	0.21121	0.10477	0.095438	0.40885	0.58983	0.32875	0.068116	0.9238	0.07969	0.17314	0.95607	0.067953	0.034934	0.16517	0.039233	0.028492	0.97103	0.060626	0.041293	0.04644	0.044161
Meth__cg18307604__LAMP2	0.54886	0.042016	0.082289	0.088422	0.16834	0.041102	0.055445	0.57793	0.073043	0.054495	0.075185	0.035273	0.10408	0.043387	0.14598	0.37262	0.55853	0.17709	0.047469	0.034277	0.056627	0.067678	0.087705	0.062121	0.16653	0.32981	0.092174	0.52051	0.039288	0.48765	0.052999	0.24785	0.10334	0.56911	0.34837	0.056873
Meth__cg19044630__C9orf65	0.10184	0.50758	0.97666	0.88926	0.16862	0.12629	0.10221	0.83494	0.046295	0.04629	0.35968	0.22852	0.64835	0.03013	0.055271	0.9467	0.073381	0.094423	0.12299	0.08685	0.071778	0.048302	0.67673	0.27516	0.40746	0.96415	0.76625	0.35049	0.032747	0.0298	0.60541	0.30243	0.062469	0.055368	0.70658	0.89011
Meth__cg16597172__MYCN	0.56518	0.042994	0.11986	0.052133	0.030873	0.67973	0.04216	0.029303	0.039237	0.045771	0.043021	0.057964	0.1212	0.029471	0.052071	0.050439	0.16689	0.12875	0.043466	0.19496	0.39466	0.054903	0.56466	0.037117	0.12706	0.096364	0.09507	0.037362	0.053361	0.049391	0.027718	0.046562	0.085796	0.049275	0.041593	0.044666
Meth__cg16111791__CACNB4	0.063205	0.066468	0.25155	0.070713	0.043092	0.22639	0.059942	0.20764	0.075307	0.045782	0.11741	0.050316	0.26019	0.051232	0.041255	0.22166	0.089577	0.056549	0.043485	0.17626	0.062977	0.11809	0.073375	0.058179	0.08321	0.81879	0.06192	0.074068	0.070873	0.069058	0.050629	0.17625	0.053642	0.066777	0.050617	0.063789
Meth__cg02718725__CNN3	0.095922	0.76956	0.65455	0.46418	0.685	0.066589	0.078282	0.1107	0.084016	0.15205	0.079197	0.086041	0.55908	0.1035	0.098818	0.092466	0.068525	0.12611	0.063976	0.87256	0.84551	0.094955	0.17061	0.097633	0.1625	0.14765	0.35906	0.062677	0.086289	0.51229	0.23058	0.080878	0.15493	0.1228	0.38835	0.78004
Meth__cg06379754__CACNA2D1	0.040611	0.083201	0.5111	0.042072	0.034305	0.55811	0.11022	0.0319	0.09378	0.031134	0.25625	0.50436	0.10849	0.15157	0.088893	0.13467	0.062907	0.30513	0.18495	0.12314	0.065049	0.037091	0.054598	0.032684	0.090751	0.38779	0.16846	0.028379	0.053558	0.26803	0.13249	0.72111	0.076806	0.092366	0.03368	0.030301
Meth__cg16691616__INPP1	0.020083	0.050768	0.56267	0.021568	0.022434	0.60404	0.029176	0.019081	0.028737	0.027808	0.023092	0.036357	0.19616	0.030259	0.028584	0.5702	0.01994	0.042406	0.018767	0.034009	0.034323	0.023653	0.027849	0.022019	0.031098	0.34971	0.041232	0.055988	0.11605	0.030403	0.13325	0.91339	0.68588	0.033032	0.034672	0.028064
Meth__cg25293251__GOLGA5	0.026376	0.013421	0.031295	0.22207	0.037177	0.55354	0.040275	0.030059	0.033714	0.035478	0.035227	0.090094	0.061903	0.018214	0.026308	0.048616	0.079688	0.026447	0.039424	0.028329	0.029036	0.036748	0.17551	0.043655	0.042659	0.04002	0.032509	0.020863	0.01681	0.059974	0.017853	0.052869	0.031459	0.025986	0.028814	0.038486
Meth__cg26799802__PHLDA2	0.023484	0.024867	0.034802	0.044648	0.02966	0.33547	0.027098	0.023858	0.051808	0.02731	0.37504	0.062222	0.046703	0.020926	0.038605	0.036187	0.024913	0.046877	0.024703	0.027586	0.035426	0.030201	0.034512	0.032773	0.031426	0.046738	0.043085	0.050592	0.028535	0.021634	0.032395	0.017055	0.048301	0.036128	0.026866	0.025178
Meth__cg24046110__LYNX1	0.064772	0.047135	0.68913	0.86566	0.40033	0.34512	0.35136	0.049591	0.062977	0.12232	0.44403	0.036445	0.4001	0.053876	0.060336	0.065209	0.082702	0.050166	0.32681	0.97061	0.95962	0.038869	0.34241	0.30971	0.074005	0.092777	0.074439	0.088275	0.28062	0.13439	0.90479	0.053618	0.12282	0.037843	0.050834	0.065321
Meth__cg15348640__ACAA1	0.030979	0.014256	0.051834	0.75985	0.035335	0.68677	0.079227	0.023302	0.034476	0.033486	0.042838	0.034649	0.067396	0.050642	0.036138	0.038117	0.028086	0.04819	0.025735	0.021958	0.036096	0.061497	0.078511	0.034924	0.074185	0.089039	0.029405	0.023973	0.025669	0.022514	0.024953	0.045823	0.056057	0.03823	0.050014	0.050414
Meth__cg01043330__RIC3	0.78485	0.062451	0.28193	0.49168	0.30708	0.2426	0.27622	0.18499	0.53046	0.51471	0.057691	0.53948	0.44023	0.065838	0.50362	0.53838	0.077662	0.13031	0.055902	0.10904	0.14578	0.11986	0.20925	0.13538	0.067607	0.24089	0.12409	0.13134	0.12184	0.11102	0.44008	0.16111	0.11975	0.087327	0.30688	0.32526
Meth__cg02017041__SCN1B	0.066506	0.36499	0.59614	0.38979	0.16237	0.29522	0.41275	0.54689	0.077586	0.64496	0.20589	0.63898	0.32404	0.17872	0.062468	0.10402	0.12595	0.13903	0.044873	0.21402	0.066177	0.17275	0.1128	0.33896	0.27579	0.84117	0.069127	0.060065	0.53302	0.16935	0.31452	0.82424	0.082885	0.056935	0.29476	0.56796
Meth__cg03776060__C9orf58	0.045382	0.046378	0.081998	0.036514	0.030119	0.92404	0.039937	0.058698	0.027848	0.039395	0.045256	0.053511	0.11436	0.026078	0.033543	0.046413	0.35297	0.096361	0.047987	0.032177	0.040356	0.93071	0.66825	0.034721	0.063578	0.073022	0.07968	0.43677	0.31268	0.78437	0.030565	0.033722	0.044254	0.040982	0.041817	0.036871
Meth__cg19111262__IGSF9	0.039211	0.051878	0.049253	0.051877	0.032709	0.87894	0.049199	0.040137	0.036842	0.055298	0.074081	0.053224	0.083688	0.024281	0.047581	0.051816	0.22488	0.08207	0.87074	0.069502	0.050441	0.95482	0.80738	0.066364	0.070038	0.062521	0.062023	0.71583	0.066415	0.94467	0.052027	0.043157	0.075828	0.059041	0.046012	0.039604
Meth__cg15736338__FAM19A2	0.056122	0.051214	0.8968	0.18771	0.043911	0.10063	0.085283	0.68502	0.074184	0.057704	0.15251	0.097281	0.18331	0.37483	0.064974	0.075134	0.061625	0.12385	0.075187	0.25004	0.10444	0.1059	0.53588	0.21871	0.10506	0.67069	0.22968	0.057973	0.062362	0.097478	0.057095	0.14087	0.091349	0.52406	0.41583	0.21665
Meth__cg17385674__ARID1A	0.051877	0.022962	0.038829	0.12355	0.063215	0.030001	0.18593	0.027416	0.48332	0.61778	0.040007	0.51283	0.10669	0.074171	0.32617	0.073968	0.047775	0.064247	0.022593	0.029274	0.062033	0.055304	0.059189	0.054147	0.097792	0.083348	0.071238	0.024082	0.017381	0.049064	0.032986	0.027377	0.0462	0.33722	0.034363	0.042217
Meth__cg15796941__BTBD11	0.15774	0.078033	0.91274	0.3507	0.069947	0.89959	0.13236	0.28175	0.13217	0.067312	0.57902	0.073529	0.56289	0.15099	0.12712	0.19079	0.18381	0.12547	0.15137	0.057253	0.14914	0.29785	0.87294	0.61737	0.10417	0.8727	0.073303	0.072097	0.067705	0.54297	0.060468	0.7019	0.11538	0.066267	0.065436	0.071443
Meth__cg18565355__RBM35A	0.053114	0.06417	0.058305	0.04936	0.045203	0.89511	0.049756	0.042357	0.055787	0.052689	0.050598	0.089882	0.10983	0.061348	0.05262	0.053972	0.68863	0.11547	0.56503	0.057271	0.051508	0.89147	0.74396	0.053287	0.09179	0.072782	0.12594	0.83076	0.041838	0.86879	0.045591	0.039021	0.054825	0.048901	0.045585	0.050395
Meth__cg26755715__FEZ2	0.06208	0.034596	0.073336	0.052396	0.046453	0.051064	0.054469	0.095547	0.058489	0.054825	0.054416	0.066775	0.10611	0.026585	0.065388	0.036295	0.048653	0.050138	0.040746	0.03118	0.03874	0.047954	0.10179	0.041611	0.057393	0.086685	0.047368	0.043376	0.044459	0.3332	0.023675	0.048422	0.21458	0.039123	0.066841	0.035122
Meth__cg01819572__IL17RD	0.038485	0.03294	0.063578	0.068215	0.04282	0.047438	0.053261	0.029306	0.027874	0.042753	0.043303	0.056133	0.084993	0.039049	0.027011	0.037396	0.047627	0.069724	0.027312	0.029727	0.058424	0.060459	0.052394	0.03957	0.049732	0.05064	0.073867	0.037959	0.03502	0.031876	0.036621	0.037776	0.095	0.03636	0.029615	0.043019
Meth__cg12053284__SYT4	0.051167	0.060019	0.5124	0.058073	0.032443	0.11462	0.097939	0.71267	0.037112	0.063823	0.2484	0.14407	0.12651	0.18272	0.044625	0.081182	0.034296	0.15525	0.057099	0.048751	0.068794	0.11149	0.44192	0.054869	0.088641	0.66718	0.094055	0.038935	0.64182	0.054295	0.044674	0.17639	0.11746	0.048161	0.32393	0.13353
Meth__cg03716999__FLJ46380	0.035866	0.61084	0.049015	0.97466	0.8172	0.97004	0.07918	0.022973	0.061911	0.14658	0.047098	0.057341	0.21238	0.95038	0.37137	0.93575	0.037791	0.073376	0.027228	0.044534	0.047934	0.6209	0.077409	0.9667	0.16281	0.9372	0.47641	0.44422	0.021854	0.027137	0.70358	0.03172	0.1142	0.04126	0.52876	0.69441
Meth__cg06173079__DGCR6	0.076813	0.093713	0.10284	0.075014	0.063845	0.52707	0.080677	0.066279	0.063256	0.062599	0.091601	0.071397	0.073274	0.053857	0.10982	0.060159	0.14846	0.1122	0.058291	0.18117	0.16139	0.078596	0.10852	0.10014	0.11679	0.24304	0.081628	0.084832	0.073325	0.070323	0.16193	0.058765	0.10161	0.061974	0.064408	0.063864
Meth__cg18507125__RPL36A	0.6717	0.055018	0.068625	0.069158	0.21535	0.062476	0.06977	0.58053	0.50698	0.74497	0.052179	0.038244	0.066554	0.064435	0.44053	0.64943	0.67022	0.11576	0.066516	0.056867	0.053979	0.077775	0.094055	0.066942	0.22966	0.51158	0.098505	0.055095	0.064622	0.3052	0.04522	0.32553	0.09426	0.69201	0.065532	0.072284
Meth__cg15016628__BRS3	0.45502	0.072065	0.86319	0.2223	0.18196	0.32388	0.13663	0.73266	0.78431	0.30861	0.43235	0.90068	0.77374	0.035477	0.56993	0.50714	0.46515	0.25479	0.095731	0.12447	0.079947	0.05469	0.38253	0.15625	0.069136	0.21444	0.15063	0.036291	0.79386	0.075859	0.77923	0.30317	0.28104	0.079197	0.10417	0.1281
Meth__cg05868316__FBXW9	0.021864	0.036116	0.034472	0.024501	0.024622	0.022939	0.025089	0.012964	0.017293	0.024699	0.023929	0.016133	0.057459	0.015519	0.029263	0.028392	0.02097	0.059167	0.013671	0.025756	0.022885	0.021732	0.35977	0.029271	0.084546	0.04692	0.042445	0.020366	0.016046	0.019969	0.024136	0.022218	0.056282	0.023768	0.023777	0.024608
Meth__cg27016990__KCNQ3	0.06018	0.013135	0.9908	0.013717	0.0089426	0.95047	0.58623	0.54976	0.012177	0.013215	0.01693	0.057715	0.50376	0.043626	0.014877	0.028787	0.050753	0.020882	0.0083918	0.51328	0.028333	0.04695	0.91569	0.12061	0.058531	0.98172	0.020972	0.0085607	0.015077	0.23414	0.0086112	0.18625	0.11497	0.017518	0.013704	0.014257
Meth__cg03534410__TMEM40	0.029676	0.030107	0.030388	0.25572	0.10104	0.8817	0.74197	0.026845	0.03656	0.03342	0.84457	0.025034	0.040458	0.59386	0.055413	0.022147	0.95733	0.11611	0.76257	0.78909	0.842	0.83707	0.81939	0.10597	0.39225	0.75236	0.037324	0.77457	0.69041	0.1286	0.024324	0.017943	0.4336	0.092292	0.059934	0.48423
Meth__cg00756058__DZIP1	0.96833	0.030265	0.97005	0.56045	0.024725	0.030488	0.62167	0.34321	0.019434	0.97643	0.026764	0.017164	0.89565	0.59635	0.024186	0.4943	0.026056	0.097789	0.018138	0.97245	0.96711	0.02222	0.9283	0.97159	0.095064	0.94587	0.046695	0.026231	0.017612	0.018472	0.030433	0.77069	0.86617	0.024053	0.66824	0.94356
Meth__cg11563860__CNTN4	0.83424	0.057111	0.10696	0.71136	0.47753	0.61884	0.8342	0.62559	0.80227	0.07344	0.82098	0.51049	0.17296	0.44294	0.65361	0.53723	0.35958	0.19589	0.055602	0.1294	0.3207	0.29204	0.23269	0.063268	0.16654	0.79616	0.06166	0.075088	0.42325	0.065084	0.066757	0.17316	0.25623	0.079894	0.80379	0.65853
Meth__cg11638200__PRKCQ	0.039644	0.026217	0.96531	0.61618	0.38287	0.8574	0.95295	0.040155	0.07169	0.73692	0.055092	0.067536	0.17508	0.89029	0.24602	0.049483	0.040014	0.34859	0.59855	0.97385	0.95191	0.12546	0.87647	0.066708	0.30926	0.82251	0.073962	0.040106	0.052332	0.06873	0.048711	0.69069	0.71087	0.056112	0.045198	0.0448
Meth__cg04096365__IFI30	0.023424	0.034122	0.033559	0.043384	0.022103	0.032788	0.028267	0.018112	0.02426	0.30813	0.020066	0.31459	0.039148	0.034322	0.020111	0.03429	0.034238	0.053942	0.017741	0.035546	0.040432	0.023108	0.051681	0.023705	0.061423	0.046659	0.065069	0.020448	0.020528	0.021221	0.1447	0.030026	0.045427	0.038636	0.077021	0.025167
Meth__cg02493771__KRTAP13-2	0.3587	0.028339	0.022954	0.31175	0.10942	0.041199	0.15379	0.39774	0.34313	0.036197	0.27859	0.064831	0.067521	0.14883	0.23958	0.10335	0.039381	0.097691	0.025376	0.027471	0.031308	0.027689	0.063416	0.037493	0.026729	0.066356	0.036247	0.022749	0.05214	0.02913	0.40649	0.046043	0.025337	0.034543	0.051687	0.084605
Meth__cg09558850__TFPI2	0.12293	0.22284	0.6713	0.43654	0.13255	0.89089	0.12485	0.92975	0.065335	0.095058	0.88899	0.69737	0.85805	0.33175	0.11426	0.8721	0.68112	0.13795	0.89413	0.1204	0.1046	0.25607	0.20803	0.15285	0.15364	0.6469	0.11449	0.12292	0.62121	0.90725	0.78237	0.94325	0.71286	0.10849	0.18847	0.12928
Meth__cg21183872__LONRF3	0.85863	0.060117	0.076542	0.081057	0.28099	0.66247	0.1008	0.33367	0.36836	0.050975	0.28812	0.10796	0.099384	0.063984	0.36246	0.88125	0.26214	0.13638	0.22302	0.90716	0.90188	0.080528	0.1383	0.058422	0.25956	0.81918	0.13705	0.44308	0.046078	0.23334	0.074927	0.88408	0.72224	0.5219	0.29935	0.07512
Meth__cg00194146__GFOD1	0.050505	0.75762	0.48871	0.17367	0.91491	0.91216	0.55706	0.057733	0.12294	0.5928	0.77207	0.21289	0.63298	0.057574	0.11878	0.59201	0.58599	0.09604	0.057325	0.61118	0.46934	0.38012	0.9099	0.31693	0.10913	0.090848	0.29861	0.29147	0.037827	0.8236	0.84082	0.91443	0.1117	0.060212	0.51581	0.92134
Meth__cg03460527__F3	0.045455	0.046371	0.39399	0.74145	0.69088	0.65871	0.1433	0.036968	0.045926	0.096301	0.14522	0.048292	0.17706	0.20065	0.0668	0.30771	0.047207	0.067568	0.042379	0.37773	0.18413	0.1569	0.11333	0.57397	0.10886	0.26529	0.074345	0.12668	0.028182	0.027674	0.70901	0.15649	0.11801	0.50807	0.50588	0.6216
Meth__cg24078828__WWTR1	0.035513	0.027857	0.054697	0.036836	0.028368	0.027298	0.038104	0.019045	0.028096	0.03407	0.027104	0.017735	0.061661	0.016678	0.030189	0.031254	0.026828	0.070647	0.026837	0.022172	0.035002	0.028471	0.093977	0.049909	0.067459	0.056227	0.067756	0.023342	0.023567	0.024631	0.093532	0.033311	0.090642	0.036914	0.034772	0.27397
Meth__cg14679587__GLS2	0.05454	0.049068	0.084072	0.13271	0.043678	0.40479	0.309	0.042036	0.070033	0.064646	0.90669	0.086657	0.097169	0.028278	0.053042	0.58478	0.49958	0.10749	0.095141	0.48915	0.058698	0.83854	0.45328	0.062739	0.13054	0.09496	0.063349	0.1135	0.073403	0.10281	0.044417	0.31079	0.18777	0.049451	0.056772	0.050358
Meth__cg00862770__FKBP5	0.027843	0.018072	0.024062	0.10604	0.030751	0.95149	0.022209	0.013509	0.017052	0.031203	0.029719	0.017038	0.05448	0.088501	0.022282	0.026428	0.031916	0.035549	0.02599	0.030609	0.026612	0.028101	0.02906	0.023507	0.032771	0.05191	0.033607	0.019212	0.019339	0.028129	0.015205	0.018488	0.049744	0.03521	0.040851	0.029725
Meth__cg15746445__TRPM8	0.52641	0.058123	0.83685	0.8337	0.43087	0.082261	0.65803	0.91442	0.37803	0.078028	0.09662	0.69966	0.62958	0.17256	0.28194	0.12248	0.26194	0.13919	0.16532	0.070709	0.096798	0.86369	0.42998	0.11328	0.082377	0.37978	0.13616	0.45305	0.28623	0.065519	0.86319	0.10046	0.19555	0.85175	0.44641	0.17042
Meth__cg13841804__ANP32E	0.090498	0.11386	0.16002	0.14925	0.068596	0.10445	0.13185	0.16056	0.055544	0.069148	0.11095	0.11489	0.13752	0.0644	0.058405	0.10416	0.084188	0.12156	0.056227	0.60004	0.36344	0.12918	0.17523	0.13019	0.11731	0.13244	0.10779	0.073875	0.051095	0.063302	0.059364	0.06144	0.13373	0.057512	0.075995	0.095561
Meth__cg17550582__SLC2A10	0.035295	0.56561	0.037308	0.028708	0.02313	0.48185	0.038585	0.55259	0.029256	0.035733	0.041853	0.065764	0.47272	0.036834	0.028898	0.79592	0.080905	0.14917	0.036164	0.026056	0.37519	0.067433	0.67741	0.040432	0.080905	0.053778	0.17487	0.028858	0.044669	0.061795	0.018173	0.025441	0.11643	0.03253	0.026035	0.034093
Meth__cg03920233__DOC2A	0.038825	0.070667	0.67481	0.065445	0.036604	0.079686	0.049627	0.085269	0.033635	0.049063	0.69988	0.30874	0.56059	0.064812	0.04367	0.75283	0.05448	0.09877	0.226	0.073176	0.032681	0.46737	0.94697	0.092224	0.11568	0.064042	0.15559	0.22252	0.29409	0.20084	0.041187	0.58425	0.055605	0.062358	0.052394	0.034351
Meth__cg17327492__FSHR	0.85778	0.073968	0.087462	0.87912	0.71675	0.089003	0.83817	0.84821	0.86175	0.28692	0.68529	0.093849	0.32314	0.7453	0.63239	0.35796	0.83475	0.38181	0.13535	0.061077	0.09776	0.17872	0.092186	0.49684	0.1886	0.55206	0.12072	0.85142	0.81418	0.12245	0.85878	0.098994	0.19494	0.084184	0.53933	0.50964
Meth__cg13682722__C14orf102	0.042561	0.042879	0.43333	0.37583	0.059223	0.91103	0.05699	0.15704	0.10911	0.061547	0.53834	0.30596	0.19161	0.37643	0.089624	0.072768	0.65025	0.11909	0.066208	0.1357	0.053443	0.095365	0.13308	0.085712	0.099121	0.22002	0.086824	0.069722	0.073323	0.17529	0.67683	0.085705	0.069616	0.058058	0.4355	0.17532
Meth__cg01820777__MICAL-L2	0.087906	0.34688	0.92573	0.87754	0.79101	0.78165	0.8951	0.85084	0.029167	0.6029	0.041824	0.48645	0.60552	0.027745	0.020671	0.72044	0.3692	0.13794	0.031703	0.835	0.86193	0.1107	0.46058	0.82046	0.060105	0.75473	0.26345	0.034696	0.026068	0.029409	0.091726	0.33407	0.047851	0.34059	0.47	0.49594
Meth__cg16243644__STAG2	0.47968	0.056451	0.05659	0.098796	0.3158	0.063721	0.074835	0.31124	0.057706	0.56445	0.065868	0.036863	0.092092	0.053511	0.07416	0.26749	0.44421	0.13274	0.077319	0.051438	0.058248	0.061921	0.069785	0.070508	0.46044	0.42879	0.099527	0.44726	0.058023	0.40148	0.070248	0.21867	0.16838	0.50622	0.29886	0.068251
Meth__cg20318748__NANP	0.13003	0.3729	0.08428	0.37939	0.065185	0.038175	0.041988	0.70953	0.27488	0.11706	0.042027	0.083496	0.11757	0.025607	0.26663	0.043056	0.027702	0.1111	0.024834	0.037661	0.071143	0.2468	0.078709	0.2465	0.064472	0.071329	0.2388	0.029014	0.037877	0.065646	0.042208	0.028762	0.054692	0.045597	0.041184	0.041697
Meth__cg25141674__C6orf155	0.048754	0.035853	0.060094	0.047706	0.039384	0.78106	0.071497	0.030592	0.87291	0.046451	0.84488	0.048046	0.89234	0.050567	0.79798	0.0379	0.030918	0.070004	0.025031	0.039287	0.045785	0.047883	0.089324	0.036941	0.055446	0.082689	0.088574	0.042209	0.040857	0.031867	0.032178	0.042056	0.10942	0.93142	0.060974	0.043501
Meth__cg08571203__FOXJ2	0.025259	0.029171	0.039893	0.19759	0.11993	0.022537	0.068938	0.024624	0.68681	0.096596	0.015795	0.061836	0.043762	0.61339	0.58017	0.029684	0.017597	0.042478	0.017284	0.024282	0.023024	0.064318	0.039918	0.024925	0.034903	0.01962	0.040961	0.014681	0.015958	0.027341	0.016236	0.037107	0.087773	0.14012	0.020545	0.027672
Meth__cg08578641__DNAI1	0.066667	0.78667	0.82294	0.41375	0.39184	0.096504	0.9083	0.94813	0.92661	0.085099	0.041338	0.68698	0.30984	0.91229	0.60966	0.19897	0.047634	0.12706	0.043075	0.26494	0.16153	0.064868	0.070178	0.045331	0.11979	0.87333	0.34881	0.9037	0.039654	0.043371	0.041543	0.043851	0.14312	0.07942	0.059715	0.059129
Meth__cg07109287__LHX2	0.021445	0.022548	0.58372	0.026067	0.032725	0.021371	0.025305	0.020163	0.060212	0.030027	0.036565	0.020039	0.055599	0.12163	0.053556	0.04196	0.023459	0.058578	0.55353	0.022621	0.03061	0.32358	0.95109	0.6901	0.064484	0.079351	0.13947	0.031559	0.04651	0.39487	0.020314	0.03067	0.06077	0.65842	0.15704	0.28818
Meth__cg08529259__GCSH	0.049529	0.04089	0.053265	0.049447	0.028045	0.034125	0.034091	0.031122	0.049246	0.037288	0.036399	0.027253	0.060568	0.030132	0.046438	0.043482	0.028777	0.081855	0.034799	0.032671	0.034466	0.045123	0.086469	0.20823	0.056174	0.095049	0.086502	0.030253	0.028823	0.035201	0.24466	0.035886	0.041893	0.034224	0.035505	0.031626
Meth__cg07864632__TRIP12	0.048921	0.40984	0.069061	0.079124	0.089538	0.046805	0.63421	0.068828	0.05293	0.75428	0.048793	0.094144	0.15128	0.42627	0.077959	0.053146	0.037898	0.088566	0.034536	0.27101	0.082685	0.32091	0.38403	0.14376	0.068167	0.10781	0.52663	0.043776	0.038172	0.096879	0.67073	0.14466	0.099951	0.10778	0.13061	0.20679
Meth__cg19973135__MARVELD3	0.047382	0.058323	0.07801	0.073955	0.02902	0.50783	0.058781	0.06442	0.038422	0.038569	0.054798	0.050381	0.055686	0.030119	0.044333	0.045663	0.05194	0.12049	0.41558	0.034451	0.055751	0.077968	0.76314	0.048225	0.058271	0.078145	0.091042	0.056112	0.040872	0.076506	0.040502	0.03332	0.089586	0.042701	0.038391	0.04114
Meth__cg06792598__CD55	0.056034	0.061138	0.061992	0.068039	0.054772	0.44384	0.06623	0.035449	0.053792	0.065696	0.048457	0.054099	0.096907	0.04177	0.060578	0.04928	0.04807	0.12817	0.053338	0.055494	0.057687	0.064409	0.086385	0.055733	0.078897	0.1152	0.063899	0.05053	0.057864	0.061282	0.054619	0.046008	0.076619	0.067396	0.055794	0.062354
Meth__cg17226343__DIRAS1	0.073719	0.069567	0.79199	0.45801	0.076869	0.44702	0.11198	0.68519	0.068014	0.11589	0.067736	0.8333	0.51135	0.15119	0.075761	0.22563	0.10605	0.16732	0.12422	0.33447	0.57417	0.46011	0.57161	0.48836	0.1201	0.73187	0.1195	0.0819	0.084456	0.40484	0.52561	0.31727	0.15978	0.52374	0.15594	0.070388
Meth__cg07979357__IL27RA	0.043361	0.22499	0.60014	0.75604	0.39332	0.12074	0.33393	0.15824	0.031485	0.45634	0.19306	0.38362	0.41798	0.065168	0.072965	0.57806	0.040725	0.084356	0.023654	0.66328	0.55146	0.27421	0.33773	0.35809	0.26315	0.42237	0.30437	0.054619	0.064683	0.10404	0.42977	0.58865	0.16727	0.22311	0.15138	0.096493
Meth__cg07671603__C7orf13	0.041116	0.024165	0.038143	0.033588	0.036366	0.027692	0.58572	0.2735	0.04638	0.037797	0.79917	0.040313	0.045031	0.033358	0.040111	0.030223	0.022602	0.10147	0.024519	0.02884	0.034871	0.04404	0.052352	0.58449	0.11469	0.054139	0.080459	0.028954	0.028339	0.026869	0.038235	0.043376	0.093144	0.044607	0.040795	0.031279
Meth__cg14265670__UPP1	0.033686	0.015627	0.028637	0.032728	0.204	0.0282	0.025038	0.01633	0.021315	0.030714	0.023243	0.024124	0.033129	0.017426	0.027695	0.029244	0.021539	0.040419	0.015752	0.02235	0.039247	0.029662	0.033724	0.042244	0.030724	0.050228	0.034549	0.026396	0.026604	0.032735	0.05322	0.022992	0.012699	0.027329	0.048788	0.035678
Meth__cg10887392__CTDSP1	0.037832	0.037813	0.05425	0.036939	0.023682	0.4297	0.048985	0.047415	0.035923	0.034578	0.046652	0.073385	0.11389	0.041065	0.033625	0.11667	0.036695	0.055457	0.047652	0.028077	0.052945	0.14524	0.051064	0.032566	0.10706	0.07048	0.054746	0.031199	0.038387	0.053219	0.025801	0.032175	0.16558	0.036134	0.029	0.036478
Meth__cg15965055__C1orf32	0.11631	0.040671	0.26036	0.089674	0.079336	0.52716	0.13896	0.080543	0.040456	0.06773	0.067412	0.11101	0.16244	0.052241	0.052331	0.058929	0.054002	0.076475	0.056492	0.58767	0.30741	0.063153	0.058341	0.060309	0.093893	0.19607	0.14781	0.041061	0.40949	0.054857	0.11936	0.73981	0.090936	0.090662	0.12771	0.051651
