Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg12181621__HIST1H3I	0.65339	0.091235	0.88595	0.94651	0.79994	0.95282	0.73507	0.94952	0.073329	0.94219	0.93684	0.085898	0.743	0.18644	0.07074	0.069962	0.20125	0.61301	0.074552	0.1135	0.95392	0.092546	0.94275	0.86845	0.096863	0.092038	0.63121	0.61263	0.093056	0.71121	0.83337	0.96363	0.13898	0.096373	0.94145	0.92523
Meth__cg12728032__ELF5	0.099195	0.044628	0.25314	0.055069	0.11541	0.20075	0.091379	0.12335	0.06333	0.063429	0.1445	0.073974	0.39871	0.054822	0.11003	0.69142	0.3814	0.085784	0.077253	0.081201	0.60534	0.57474	0.044368	0.35253	0.078688	0.39324	0.35557	0.12293	0.1659	0.21163	0.048534	0.48637	0.083481	0.051311	0.15539	0.091433
Meth__cg12220493__TITF1	0.059879	0.069678	0.97683	0.79218	0.18432	0.67538	0.11235	0.23634	0.058513	0.089691	0.70291	0.31656	0.84954	0.078299	0.8658	0.060931	0.046086	0.098949	0.61857	0.39767	0.54554	0.083574	0.060763	0.059001	0.056477	0.034151	0.79099	0.034644	0.022776	0.06903	0.31101	0.73031	0.53035	0.13813	0.093549	0.074465
Meth__cg06392241__NUDT4	0.037071	0.2122	0.044749	0.36074	0.059876	0.69862	0.036818	0.053551	0.15241	0.055729	0.037144	0.036972	0.49877	0.13808	0.0433	0.030092	0.061519	0.052156	0.76523	0.91822	0.76771	0.086548	0.19022	0.063345	0.18239	0.18511	0.46601	0.037729	0.032977	0.10012	0.067536	0.049791	0.051549	0.12321	0.22327	0.28627
Meth__cg03812679__CSF3	0.31543	0.086159	0.64779	0.11808	0.10262	0.093876	0.21823	0.35932	0.096333	0.15717	0.065402	0.59709	0.46168	0.11733	0.069737	0.20527	0.20208	0.044062	0.10943	0.13681	0.094154	0.057777	0.19298	0.37961	0.10825	0.088827	0.13998	0.053287	0.064431	0.086831	0.24792	0.37735	0.077835	0.12367	0.078254	0.069548
Meth__cg07099407__KLC4	0.017952	0.019842	0.018009	0.076751	0.022548	0.34727	0.031825	0.02799	0.035392	0.030895	0.018426	0.039024	0.043212	0.032429	0.032586	0.15795	0.024248	0.020806	0.037484	0.025659	0.021562	0.29236	0.024393	0.04954	0.037881	0.038748	0.037144	0.021583	0.019354	0.079932	0.018624	0.012304	0.031019	0.021667	0.037361	0.067485
Meth__cg03875678__GZMB	0.76693	0.13995	0.55584	0.79379	0.76556	0.074159	0.60506	0.1557	0.50367	0.20271	0.6396	0.16981	0.36327	0.34033	0.1604	0.11576	0.52789	0.10683	0.40727	0.41202	0.79602	0.13651	0.52536	0.10648	0.47075	0.16153	0.23757	0.11012	0.17575	0.13672	0.079908	0.31111	0.29551	0.10679	0.59986	0.614
Meth__cg14135551__DAAM2	0.052536	0.039751	0.21821	0.082405	0.049354	0.49706	0.45053	0.076489	0.029736	0.070137	0.043104	0.035065	0.73193	0.044087	0.047531	0.051099	0.17561	0.038733	0.076628	0.077343	0.43051	0.085574	0.049732	0.19501	0.090958	0.073292	0.11807	0.057974	0.043204	0.057321	0.036166	0.459	0.054771	0.067023	0.075515	0.26118
Meth__cg13904968__PCK1	0.22638	0.029321	0.84031	0.77681	0.30093	0.22964	0.11873	0.91737	0.17542	0.27324	0.7301	0.79833	0.73655	0.12029	0.6354	0.83553	0.080703	0.053446	0.71984	0.52464	0.4173	0.65725	0.46327	0.24246	0.069437	0.1143	0.10702	0.40072	0.046142	0.077045	0.045305	0.59085	0.18162	0.84146	0.37982	0.33507
Meth__cg11521965__PTN	0.90908	0.049189	0.37496	0.79344	0.053784	0.68448	0.87009	0.90276	0.26815	0.051856	0.83304	0.41866	0.52133	0.26012	0.62688	0.12195	0.066036	0.14149	0.11575	0.17241	0.29391	0.13568	0.70797	0.2979	0.50655	0.11315	0.87319	0.39417	0.72083	0.3686	0.13909	0.26983	0.14866	0.070537	0.12301	0.41454
Meth__cg26081162__C6orf141	0.068323	0.28075	0.083276	0.06182	0.059891	0.89109	0.07758	0.074452	0.065164	0.065237	0.11317	0.049904	0.4307	0.072964	0.87028	0.065632	0.16265	0.21837	0.047493	0.065039	0.060564	0.091435	0.059598	0.11812	0.063636	0.061656	0.31148	0.29656	0.053	0.5221	0.053581	0.44319	0.14848	0.068333	0.067889	0.069644
Meth__cg07639720__BNC1	0.70259	0.15118	0.86614	0.18854	0.50791	0.33556	0.86212	0.84776	0.44675	0.8318	0.60121	0.17163	0.45326	0.35651	0.14814	0.035921	0.075965	0.22299	0.49725	0.78595	0.42252	0.06153	0.57083	0.83083	0.60236	0.11994	0.29475	0.19236	0.047625	0.039314	0.13105	0.17807	0.39291	0.075212	0.24006	0.20858
Meth__cg25943276__C11orf39	0.82808	0.2853	0.84698	0.14788	0.055937	0.17645	0.17534	0.87213	0.040179	0.056811	0.47405	0.75288	0.41727	0.040911	0.10743	0.76615	0.15019	0.07408	0.38149	0.48562	0.20319	0.05852	0.54892	0.35166	0.092976	0.10206	0.39334	0.12862	0.043122	0.070116	0.28815	0.28381	0.060854	0.65295	0.3437	0.47836
Meth__cg12914657__GIMAP1	0.89602	0.02523	0.20713	0.92683	0.88931	0.041187	0.88033	0.4794	0.91	0.13846	0.92981	0.72339	0.71466	0.68791	0.58446	0.90651	0.082453	0.045755	0.85059	0.72608	0.94203	0.042511	0.944	0.12805	0.16241	0.080396	0.087996	0.082321	0.048199	0.036174	0.049837	0.77194	0.13182	0.90845	0.58369	0.73476
Meth__cg00547789__RAB39B	0.45571	0.065511	0.9275	0.90559	0.073125	0.040321	0.90418	0.25461	0.048997	0.040751	0.89576	0.13005	0.85234	0.25805	0.29611	0.31688	0.11554	0.36725	0.050847	0.052213	0.20631	0.33548	0.3993	0.81527	0.63551	0.10716	0.88848	0.25624	0.033202	0.3333	0.94546	0.93122	0.27802	0.50209	0.35981	0.041241
Meth__cg21019522__SLC22A18	0.031861	0.020993	0.042889	0.08039	0.24626	0.89888	0.076483	0.032572	0.037045	0.18245	0.064483	0.0925	0.061123	0.03012	0.033069	0.83915	0.063921	0.75493	0.58257	0.86266	0.85694	0.59985	0.29006	0.83137	0.15103	0.48658	0.05474	0.87874	0.57076	0.82003	0.027333	0.077951	0.19556	0.74427	0.068593	0.036887
Meth__cg24331162__SYT8	0.045889	0.038049	0.059668	0.077081	0.064811	0.61615	0.31642	0.064069	0.045162	0.043464	0.60283	0.031124	0.087455	0.056105	0.044537	0.62752	0.073361	0.10327	0.090892	0.34659	0.82155	0.79067	0.04158	0.12354	0.49	0.07621	0.21668	0.78691	0.030592	0.36943	0.034008	0.032806	0.095152	0.05194	0.45795	0.41911
Meth__cg22424108__SLC44A3	0.027992	0.026884	0.034863	0.054957	0.043779	0.87132	0.024015	0.041468	0.056901	0.040126	0.040268	0.021799	0.068895	0.062251	0.022944	0.098704	0.035124	0.34532	0.10025	0.15934	0.090439	0.34555	0.051852	0.12178	0.039782	0.0355	0.086523	0.02202	0.24842	0.15661	0.028737	0.045021	0.089041	0.045022	0.044877	0.041034
Meth__cg15812957__VCY	0.42279	0.03425	0.24121	0.76853	0.14302	0.57044	0.66698	0.68994	0.41637	0.12573	0.47066	0.48983	0.55757	0.17564	0.054054	0.11915	0.051702	0.024909	0.067445	0.18313	0.5625	0.078002	0.67216	0.17733	0.13459	0.075352	0.36418	0.053478	0.23819	0.019539	0.02662	0.26113	0.092133	0.87162	0.22573	0.41281
Meth__cg24124977__TBC1D16	0.26813	0.11219	0.17111	0.085944	0.043289	0.040198	0.077179	0.35239	0.064794	0.047522	0.090155	0.15067	0.1053	0.052464	0.052486	0.07432	0.18852	0.03825	0.039224	0.10903	0.053685	0.10533	0.049656	0.090768	0.10109	0.058752	0.11431	0.044801	0.037967	0.042093	0.037168	0.028466	0.11633	0.052106	0.047008	0.063443
Meth__cg12441928__CCR1	0.17453	0.043354	0.087832	0.36215	0.072333	0.045948	0.07397	0.73131	0.13101	0.079272	0.088458	0.17305	0.068584	0.16996	0.047957	0.071883	0.095351	0.042359	0.045893	0.080247	0.93714	0.096909	0.026983	0.071174	0.046486	0.16591	0.13501	0.039794	0.045149	0.043329	0.048854	0.24384	0.11243	0.048775	0.050426	0.053509
Meth__cg10839521__FLJ32786	0.055172	0.046084	0.083154	0.17024	0.034845	0.07914	0.10025	0.67953	0.042878	0.054115	0.16402	0.26699	0.12914	0.041427	0.046546	0.044874	0.10265	0.041274	0.057993	0.091117	0.045348	0.045955	0.26594	0.14945	0.056286	0.08539	0.46908	0.058051	0.047889	0.084104	0.058588	0.10804	0.078222	0.3592	0.049773	0.055385
Meth__cg22771603__HSPA4	0.041849	0.050578	0.073337	0.051348	0.035355	0.038096	0.04977	0.031408	0.041987	0.57907	0.037076	0.040534	0.067674	0.049774	0.055078	0.034189	0.079976	0.03499	0.3617	0.36322	0.061308	0.042818	0.028207	0.10491	0.051225	0.068391	0.07604	0.036121	0.036928	0.045035	0.031237	0.03207	0.083027	0.30731	0.043583	0.03855
Meth__cg03602500__FLJ00060	0.11584	0.05722	0.11318	0.072757	0.062924	0.12062	0.094706	0.40187	0.04751	0.071063	0.41951	0.6293	0.27524	0.048066	0.098106	0.2786	0.16778	0.0477	0.067395	0.11796	0.079068	0.065254	0.84499	0.23515	0.060248	0.10756	0.11128	0.066575	0.079573	0.070224	0.043165	0.13724	0.10147	0.10284	0.059836	0.06868
Meth__cg26538349__FLJ20035	0.038169	0.029339	0.051623	0.035153	0.028145	0.040031	0.040334	0.041885	0.041229	0.040694	0.03658	0.028647	0.12991	0.044369	0.055973	0.036302	0.080416	0.031613	0.029876	0.045748	0.035204	0.043098	0.024365	0.080743	0.038106	0.067111	0.062135	0.033667	0.025712	0.042191	0.02961	0.056096	0.068644	0.040796	0.040889	0.26668
Meth__cg26723847__hCAP-D3	0.14485	0.061849	0.9104	0.14966	0.091739	0.047099	0.12265	0.18479	0.067215	0.13066	0.08656	0.45307	0.16595	0.070068	0.15563	0.14049	0.13358	0.085191	0.080797	0.12459	0.12809	0.17173	0.1301	0.097281	0.12418	0.11447	0.15929	0.13331	0.058297	0.083	0.098111	0.0883	0.11017	0.1134	0.10492	0.091116
Meth__cg13301933__RORA	0.033625	0.032105	0.028329	0.032987	0.032708	0.034291	0.029435	0.037491	0.034729	0.042014	0.036421	0.023798	0.16727	0.037414	0.029807	0.033713	0.072933	0.045946	0.032408	0.039778	0.033164	0.037179	0.027828	0.52806	0.036263	0.053178	0.060018	0.031743	0.041189	0.38931	0.025588	0.028396	0.14138	0.030603	0.034345	0.028217
Meth__cg11719157__PITPNA	0.089367	0.080186	0.38627	0.08956	0.074867	0.70041	0.52573	0.17793	0.078278	0.096133	0.060399	0.29248	0.39681	0.086928	0.69398	0.2571	0.098322	0.47428	0.34439	0.42686	0.63727	0.31384	0.19315	0.60882	0.68938	0.13756	0.13393	0.24373	0.070171	0.13831	0.073203	0.57863	0.53847	0.12652	0.14663	0.43009
Meth__cg11269533__FEV	0.52321	0.044956	0.93562	0.36622	0.24473	0.44352	0.21792	0.49375	0.11571	0.35519	0.89488	0.92941	0.7353	0.10223	0.30395	0.11843	0.088356	0.056259	0.57328	0.63056	0.39893	0.6132	0.65292	0.26296	0.17334	0.056307	0.61421	0.084647	0.12253	0.096677	0.052689	0.20341	0.10092	0.83756	0.41576	0.25578
Meth__cg07218880__UPF3A	0.079695	0.79918	0.10096	0.25296	0.2802	0.1403	0.38834	0.12885	0.12719	0.87239	0.091535	0.21713	0.56121	0.13585	0.12367	0.084474	0.11508	0.15698	0.41085	0.26693	0.85263	0.094577	0.20911	0.24827	0.44232	0.29566	0.86236	0.10793	0.070832	0.67871	0.092414	0.20633	0.30431	0.16988	0.53173	0.85524
Meth__cg01717706__SOCS1	0.061618	0.052869	0.55281	0.28618	0.048044	0.1033	0.29389	0.034376	0.038834	0.042568	0.41749	0.12877	0.097658	0.04621	0.072562	0.038229	0.064308	0.034145	0.076163	0.038017	0.042668	0.032611	0.15708	0.43551	0.036379	0.056407	0.061682	0.070397	0.36511	0.039299	0.030412	0.039052	0.099655	0.047957	0.038474	0.045622
Meth__cg03752689__C1orf74	0.036809	0.042542	0.074764	0.067494	0.033835	0.057336	0.053621	0.046188	0.23107	0.16316	0.055865	0.076224	0.053363	0.24349	0.073661	0.082391	0.79504	0.060321	0.073316	0.15066	0.077388	0.05069	0.048673	0.10417	0.059547	0.055355	0.097663	0.041048	0.56935	0.10007	0.036005	0.056563	0.10672	0.085456	0.043748	0.032903
Meth__cg05245861__C18orf34	0.38662	0.06535	0.90374	0.87989	0.038495	0.40936	0.87739	0.93335	0.04991	0.055611	0.53705	0.87284	0.53508	0.065943	0.054519	0.15771	0.093224	0.065087	0.43406	0.36447	0.46077	0.076792	0.086052	0.84265	0.50914	0.14372	0.83819	0.051717	0.051992	0.13015	0.48299	0.81022	0.15432	0.53879	0.3914	0.46956
Meth__cg13697387__LCE2A	0.27509	0.043983	0.20308	0.65477	0.15407	0.054804	0.14731	0.13113	0.12864	0.086573	0.068216	0.10582	0.31409	0.11734	0.074821	0.066347	0.099091	0.065626	0.12432	0.14704	0.070858	0.071259	0.22852	0.084909	0.26708	0.13685	0.10434	0.046214	0.085968	0.083064	0.061221	0.068738	0.12438	0.20918	0.12555	0.2164
Meth__cg09001777__FUT3	0.018451	0.037005	0.022328	0.82171	0.72983	0.8726	0.3879	0.026597	0.08077	0.61677	0.076643	0.029805	0.050462	0.075299	0.032902	0.95755	0.057969	0.53205	0.7497	0.89409	0.93312	0.93142	0.37653	0.69152	0.70231	0.070727	0.23069	0.44707	0.023058	0.22621	0.022991	0.021086	0.18528	0.52404	0.063182	0.16174
Meth__cg10296238__C21orf56	0.082127	0.77783	0.58543	0.65587	0.88539	0.076826	0.12976	0.91094	0.10399	0.53418	0.89311	0.092672	0.15696	0.40141	0.18011	0.5394	0.21287	0.12462	0.53554	0.33068	0.10649	0.077023	0.64644	0.20121	0.66385	0.51025	0.4994	0.043885	0.051639	0.54941	0.36523	0.50896	0.1009	0.074715	0.29601	0.31011
Meth__cg03996822__RASSF6	0.074394	0.076952	0.77888	0.08213	0.15339	0.74866	0.19289	0.44389	0.87234	0.13761	0.65536	0.25514	0.32775	0.6898	0.29011	0.3778	0.21558	0.52073	0.79881	0.69215	0.094251	0.44845	0.084238	0.2693	0.081221	0.11663	0.50733	0.89184	0.42141	0.80343	0.067803	0.27146	0.14826	0.70256	0.26647	0.16686
Meth__cg12382902__CCND2	0.97477	0.014984	0.97453	0.07162	0.087623	0.97217	0.96391	0.97836	0.052404	0.9516	0.97085	0.97303	0.75998	0.075622	0.015948	0.023693	0.043749	0.42182	0.98217	0.96767	0.95917	0.035189	0.96857	0.93317	0.59793	0.032203	0.95599	0.01428	0.055846	0.015849	0.020913	0.98444	0.069026	0.51028	0.83481	0.62122
Meth__cg21081971__TRPC4	0.50825	0.043517	0.90128	0.50349	0.059865	0.033386	0.2046	0.91151	0.6903	0.066184	0.48096	0.87163	0.39908	0.64922	0.846	0.1264	0.21642	0.25508	0.15932	0.50336	0.3215	0.10642	0.14985	0.13936	0.070343	0.24892	0.39469	0.041845	0.34303	0.34292	0.041122	0.85987	0.40881	0.094181	0.074425	0.26834
Meth__cg07719737__MANBAL	0.031796	0.027906	0.017309	0.066511	0.032566	0.021273	0.037002	0.0257	0.041214	0.043221	0.017403	0.01642	0.43605	0.053805	0.033301	0.027337	0.035261	0.22024	0.031228	0.043395	0.030409	0.039293	0.025831	0.056356	0.029959	0.042731	0.034857	0.03116	0.018951	0.0355	0.026449	0.028775	0.072012	0.019226	0.033258	0.02762
Meth__cg02071305__VPS18	0.084486	0.065683	0.59119	0.32971	0.18407	0.68737	0.080694	0.23347	0.26751	0.15766	0.35339	0.74601	0.36763	0.21324	0.16549	0.093996	0.19113	0.10364	0.11258	0.19554	0.38589	0.5693	0.42278	0.27112	0.083451	0.088785	0.10745	0.056451	0.12891	0.14015	0.074974	0.069015	0.085536	0.22074	0.057622	0.051182
Meth__cg27132814__C20orf79	0.51757	0.051434	0.56885	0.79757	0.68384	0.051717	0.34161	0.87841	0.89837	0.46006	0.25412	0.6612	0.3957	0.79917	0.56897	0.25382	0.36356	0.044186	0.5387	0.57262	0.71461	0.069459	0.89586	0.066365	0.18178	0.10308	0.2409	0.090596	0.37188	0.086993	0.050194	0.23175	0.16645	0.34709	0.26514	0.29013
Meth__cg15452573__SNCA	0.93471	0.03383	0.9412	0.078443	0.58551	0.81333	0.61749	0.046018	0.061342	0.032935	0.27803	0.96813	0.95209	0.035021	0.043486	0.032237	0.063834	0.32009	0.22012	0.27234	0.83249	0.045645	0.98314	0.92071	0.16058	0.14828	0.88274	0.021963	0.031396	0.039628	0.031869	0.89114	0.76105	0.777	0.17123	0.34423
Meth__cg02787991__SECTM1	0.039954	0.18488	0.081188	0.026153	0.15645	0.96814	0.042584	0.044024	0.074472	0.031037	0.049332	0.92143	0.47398	0.15186	0.97851	0.039412	0.088431	0.75888	0.98264	0.97566	0.93836	0.65454	0.076346	0.10961	0.045131	0.050306	0.044211	0.93727	0.14753	0.032048	0.028649	0.032564	0.08004	0.048461	0.20476	0.36561
Meth__cg12555334__PSPH	0.12547	0.090641	0.15893	0.16953	0.30967	0.12875	0.33947	0.16148	0.13348	0.5726	0.055684	0.55274	0.11464	0.13086	0.1296	0.11004	0.16032	0.060182	0.14156	0.11604	0.39003	0.37109	0.14838	0.10527	0.36048	0.12352	0.10059	0.04937	0.10395	0.11426	0.14764	0.065294	0.19425	0.418	0.073542	0.05608
Meth__cg23922454__LHX5	0.24958	0.041697	0.89818	0.8938	0.63479	0.77791	0.21208	0.78779	0.051255	0.78687	0.87075	0.79889	0.83861	0.05134	0.27269	0.53921	0.091176	0.057802	0.8356	0.83733	0.050703	0.68242	0.94925	0.58255	0.53889	0.12727	0.6387	0.86288	0.063953	0.072351	0.031197	0.39626	0.080189	0.89762	0.41889	0.37647
Meth__cg21968580__DNAJB4	0.10159	0.070949	0.13507	0.13995	0.16126	0.068251	0.19164	0.11141	0.085423	0.13732	0.11027	0.1522	0.11746	0.11751	0.10196	0.089766	0.11562	0.083155	0.1	0.14572	0.087719	0.096299	0.13818	0.07203	0.10668	0.13346	0.25459	0.042037	0.10224	0.11524	0.066225	0.11908	0.23803	0.14835	0.12241	0.13805
Meth__cg01924619__B4GALT5	0.029814	0.026696	0.033231	0.028759	0.023348	0.026399	0.036217	0.017336	0.029243	0.04688	0.02314	0.032016	0.058322	0.030174	0.042765	0.03013	0.060335	0.025865	0.020427	0.030494	0.027289	0.032303	0.024002	0.065543	0.036722	0.093711	0.056385	0.026447	0.022887	0.02678	0.020831	0.024881	0.042471	0.035072	0.023157	0.028411
Meth__cg14062083__KRTAP13-4	0.3599	0.092754	0.3327	0.70426	0.18263	0.31269	0.51225	0.84213	0.75146	0.088055	0.74122	0.56026	0.136	0.56849	0.26425	0.14473	0.1518	0.10203	0.08579	0.11592	0.45137	0.11709	0.63552	0.16262	0.10766	0.15894	0.51998	0.060177	0.76776	0.12698	0.061087	0.1173	0.086162	0.093449	0.16195	0.27739
Meth__cg16639637__TUBGCP5	0.04286	0.039586	0.061504	0.035071	0.046577	0.035063	0.044047	0.02732	0.040337	0.062338	0.038117	0.036237	0.17603	0.061498	0.041598	0.040433	0.68123	0.041463	0.040452	0.045575	0.5727	0.042787	0.034813	0.099684	0.05961	0.060654	0.14413	0.048131	0.037276	0.035178	0.032986	0.047895	0.13231	0.046024	0.044059	0.034574
Meth__cg20444256__CKM	0.22579	0.066365	0.20653	0.69877	0.239	0.32458	0.47305	0.88786	0.59083	0.11714	0.62306	0.74148	0.4648	0.3283	0.50775	0.39171	0.091906	0.022029	0.38058	0.38725	0.8739	0.61916	0.75205	0.21918	0.18671	0.13038	0.17526	0.2475	0.13165	0.033946	0.064814	0.20606	0.15305	0.091372	0.10416	0.12821
Meth__cg25106814__C9orf82	0.075551	0.059226	0.092777	0.10422	0.068899	0.053647	0.076333	0.068499	0.049494	0.060571	0.058335	0.16418	0.13389	0.059222	0.057073	0.52525	0.070445	0.030869	0.060166	0.065798	0.049994	0.073585	0.064801	0.038313	0.13252	0.060877	0.067942	0.06041	0.048113	0.074683	0.057884	0.049249	0.13462	0.096038	0.08571	0.077372
Meth__cg04716261__ARPM2	0.080686	0.049545	0.5035	0.5916	0.082085	0.096335	0.087171	0.10167	0.053174	0.075272	0.17342	0.40147	0.11837	0.051572	0.074735	0.12477	0.090705	0.05668	0.26577	0.31016	0.070887	0.48953	0.69492	0.12597	0.15016	0.10867	0.13563	0.087048	0.05548	0.052443	0.052252	0.036101	0.087794	0.21668	0.083987	0.10382
Meth__cg05722552__NLGN1	0.077235	0.062436	0.092706	0.86177	0.25377	0.29756	0.4849	0.79152	0.085366	0.080921	0.17772	0.23223	0.6003	0.066834	0.073643	0.044657	0.054617	0.072177	0.07149	0.17325	0.81502	0.079528	0.51795	0.082728	0.075348	0.086839	0.54056	0.050413	0.060362	0.10112	0.048931	0.064076	0.13204	0.11576	0.38554	0.75785
Meth__cg09204187__FLJ14346	0.28527	0.33077	0.85601	0.79095	0.32857	0.051261	0.11141	0.043721	0.52666	0.56877	0.032864	0.78793	0.20076	0.5149	0.075583	0.058749	0.099806	0.23236	0.55673	0.33261	0.24761	0.59085	0.89659	0.06706	0.40741	0.11229	0.30048	0.032698	0.039689	0.060331	0.45811	0.036196	0.25966	0.62732	0.11231	0.042977
Meth__cg10224037__ZNF354A	0.049034	0.028495	0.026305	0.041613	0.018603	0.030888	0.028474	0.025311	0.033538	0.027945	0.028469	0.019896	0.060125	0.042888	0.030565	0.038384	0.05666	0.025153	0.022747	0.037529	0.035679	0.029704	0.01801	0.055442	0.031005	0.045923	0.045861	0.026931	0.023416	0.50906	0.021281	0.031583	0.090343	0.034715	0.027911	0.035505
Meth__cg19033555__DEFB1	0.1961	0.11038	0.83573	0.89048	0.074641	0.047971	0.37876	0.91306	0.93933	0.37518	0.79391	0.85897	0.84113	0.93148	0.74385	0.90991	0.69503	0.052569	0.54734	0.21381	0.11731	0.12429	0.92113	0.2122	0.20399	0.17799	0.76548	0.077799	0.45484	0.076047	0.82128	0.71953	0.15132	0.47687	0.15614	0.069029
Meth__cg08159444__PNMA5	0.10401	0.084835	0.80373	0.79764	0.49079	0.089533	0.35319	0.8699	0.82829	0.62976	0.2479	0.69585	0.67884	0.63722	0.31986	0.73281	0.14108	0.055721	0.6638	0.53828	0.26706	0.13323	0.47047	0.15356	0.16386	0.052681	0.13471	0.21964	0.039111	0.045927	0.12766	0.17077	0.18889	0.71452	0.15713	0.24173
Meth__cg01479232__C20orf54	0.23381	0.10505	0.15561	0.15093	0.53088	0.66217	0.17359	0.093385	0.20892	0.32161	0.75657	0.17097	0.25162	0.14771	0.21905	0.85649	0.248	0.12352	0.84777	0.7819	0.7172	0.55262	0.077579	0.5263	0.18592	0.146	0.23887	0.61203	0.26047	0.1575	0.090284	0.095044	0.24066	0.2092	0.33209	0.23776
Meth__cg05902852__MAGI2	0.92645	0.018264	0.34815	0.66624	0.51435	0.97038	0.66977	0.96736	0.02034	0.017279	0.94291	0.53313	0.76119	0.024076	0.7787	0.028379	0.044516	0.012171	0.26553	0.61728	0.045895	0.80708	0.68582	0.88202	0.026656	0.028813	0.7205	0.029218	0.28325	0.023195	0.025492	0.53396	0.28106	0.056331	0.61818	0.71302
Meth__cg00653387__PTN	0.89716	0.045683	0.40236	0.79197	0.053582	0.72814	0.91778	0.88911	0.27854	0.053831	0.79862	0.11823	0.29949	0.28004	0.64109	0.15572	0.16559	0.089287	0.15578	0.31242	0.18561	0.090687	0.69463	0.2767	0.42605	0.038647	0.85302	0.09352	0.42925	0.28177	0.40604	0.27582	0.15375	0.058323	0.087615	0.35434
Meth__cg22857604__RASSF5	0.047281	0.042189	0.045553	0.045565	0.047172	0.043972	0.10977	0.049145	0.70329	0.11755	0.07708	0.064442	0.098638	0.66258	0.046867	0.046701	0.10532	0.053461	0.043007	0.06377	0.047751	0.04234	0.029763	0.094734	0.075053	0.082684	0.080781	0.06778	0.043227	0.090673	0.031336	0.23529	0.074316	0.04738	0.044747	0.056846
Meth__cg11161417__SPACA3	0.43819	0.050059	0.49989	0.74198	0.7493	0.066199	0.15774	0.10031	0.27516	0.078735	0.4521	0.22549	0.37659	0.18119	0.13956	0.082687	0.075898	0.040048	0.57146	0.51375	0.89417	0.056901	0.91535	0.10209	0.12348	0.065276	0.11639	0.037772	0.05	0.029491	0.040537	0.083333	0.03902	0.58537	0.10791	0.14323
Meth__cg07215749__SOCS2	0.67709	0.068343	0.055963	0.044757	0.036325	0.03901	0.075611	0.52875	0.03925	0.12014	0.20028	0.085493	0.079746	0.042153	0.046516	0.067219	0.12212	0.044752	0.15489	0.079343	0.051356	0.053373	0.5871	0.10097	0.046743	0.3324	0.094729	0.041506	0.039772	0.073044	0.10926	0.32228	0.095445	0.045788	0.046619	0.054746
Meth__cg07330329__TRIM48	0.39161	0.065597	0.096273	0.39617	0.12532	0.062487	0.41774	0.1816	0.53834	0.080043	0.44044	0.25934	0.07149	0.31896	0.077626	0.054476	0.19588	0.12098	0.125	0.15743	0.13627	0.089044	0.3495	0.10679	0.18739	0.25077	0.10526	0.086803	0.10317	0.10251	0.036696	0.091285	0.10824	0.048917	0.21578	0.2038
Meth__cg19803984__SNRPN	0.91735	0.035401	0.27351	0.94727	0.044967	0.28995	0.9018	0.85965	0.87738	0.06949	0.71909	0.47013	0.1563	0.77396	0.31977	0.36252	0.084808	0.044217	0.067084	0.12952	0.18273	0.073982	0.44604	0.18882	0.8846	0.062084	0.76663	0.069516	0.052778	0.071532	0.065363	0.088879	0.21584	0.046319	0.10863	0.1844
Meth__cg03641225__DIRAS3	0.1618	0.022288	0.3103	0.37599	0.12301	0.58522	0.080794	0.4938	0.27028	0.40112	0.41691	0.72091	0.18454	0.29699	0.21576	0.71948	0.070414	0.040952	0.058389	0.087138	0.12571	0.31842	0.51583	0.20021	0.065258	0.031151	0.13201	0.21668	0.20152	0.15246	0.033674	0.045343	0.046878	0.10204	0.072512	0.056732
Meth__cg11981631__ABCC8	0.22307	0.047077	0.9646	0.40566	0.36807	0.9224	0.4353	0.60605	0.057564	0.068979	0.75112	0.53101	0.81354	0.084677	0.21202	0.086493	0.095734	0.046839	0.52124	0.45973	0.29183	0.33308	0.2973	0.64995	0.12119	0.082704	0.80699	0.035717	0.59081	0.035909	0.13469	0.96007	0.36543	0.093769	0.49287	0.45606
Meth__cg01351032__CIITA	0.23036	0.035263	0.65349	0.88831	0.83047	0.19094	0.66493	0.44094	0.097579	0.8078	0.71716	0.50665	0.76741	0.10176	0.43738	0.2345	0.1102	0.029429	0.42772	0.69627	0.67229	0.85056	0.61083	0.13443	0.6677	0.062677	0.21416	0.035311	0.038196	0.047863	0.17626	0.78325	0.46102	0.86145	0.4898	0.56267
Meth__cg15776355__C1R	0.07188	0.035123	0.1744	0.098706	0.059747	0.14523	0.10086	0.37406	0.45816	0.13391	0.07092	0.14896	0.14499	0.29908	0.051124	0.12344	0.080504	0.042668	0.10939	0.09224	0.14738	0.11891	0.21072	0.059638	0.060635	0.12063	0.07824	0.049387	0.048183	0.063304	0.052189	0.073282	0.45	0.065323	0.029763	0.037238
