Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg11903151__LOC388152	0.049133	0.036669	0.066246	0.033382	0.14697	0.071252	0.29665	0.37162	0.054044	0.061102	0.053338	0.15445	0.30268	0.044062	0.051105	0.045463	0.050499	0.10964	0.050249	0.03707	0.049587	0.29058	0.083598	0.046689	0.39301	0.22806	0.058655	0.50036	0.10948	0.19604	0.056618	0.042	0.044933	0.046028	0.27263	0.15419	0.047941	0.058104	0.07692
Meth__cg07708788__SLCO2A1	0.015971	0.057925	0.026432	0.023447	0.69372	0.037764	0.65383	0.60465	0.026239	0.22455	0.88384	0.19603	0.48234	0.013459	0.024212	0.081771	0.031643	0.01727	0.020986	0.081589	0.41814	0.053688	0.079545	0.12932	0.50193	0.020757	0.044095	0.24686	0.026429	0.32568	0.048191	0.017632	0.024809	0.022235	0.028196	0.24774	0.02813	0.021991	0.025982
Meth__cg09896445__GPC5	0.052953	0.07502	0.062014	0.042911	0.66027	0.59354	0.13487	0.050423	0.04713	0.089186	0.11321	0.072314	0.71434	0.87473	0.050337	0.074205	0.083188	0.10063	0.2443	0.09706	0.079939	0.085559	0.053313	0.043438	0.11976	0.09701	0.15093	0.039833	0.80108	0.074909	0.1385	0.055796	0.077021	0.1006	0.076718	0.12872	0.034884	0.07458	0.059226
Meth__cg04222374__CXorf40A	0.63178	0.035259	0.031529	0.49776	0.031079	0.035887	0.034236	0.65225	0.033443	0.60888	0.035676	0.053147	0.06765	0.53118	0.033479	0.55581	0.62658	0.20033	0.032793	0.030818	0.031528	0.60129	0.64538	0.54154	0.11481	0.035917	0.58213	0.58513	0.35101	0.031969	0.029213	0.55534	0.030697	0.60456	0.023664	0.030717	0.61812	0.49971	0.031583
Meth__cg17327492__FSHR	0.85778	0.073968	0.87912	0.71675	0.089003	0.83817	0.14008	0.84821	0.86175	0.28692	0.68529	0.093849	0.32314	0.7453	0.63239	0.35796	0.83475	0.38181	0.13535	0.061077	0.09776	0.87542	0.17872	0.8498	0.092186	0.49684	0.1886	0.10054	0.55206	0.066445	0.12072	0.85142	0.81418	0.12245	0.85878	0.098994	0.084184	0.53933	0.50964
Meth__cg19580810__RAB25	0.099988	0.050562	0.088267	0.056962	0.86798	0.089921	0.88454	0.15854	0.12851	0.14805	0.8073	0.2503	0.23371	0.038933	0.11588	0.21856	0.86002	0.07881	0.80537	0.088248	0.074521	0.21466	0.86245	0.06447	0.85185	0.14751	0.10558	0.87641	0.078888	0.074675	0.27169	0.83685	0.080202	0.84889	0.049983	0.040285	0.17464	0.037945	0.036921
Meth__cg07313155__THRA	0.031868	0.021378	0.66823	0.2082	0.13839	0.15605	0.071169	0.13667	0.09902	0.28055	0.034768	0.37335	0.091709	0.027111	0.08354	0.051279	0.041088	0.082776	0.019064	0.065456	0.15359	0.38235	0.16122	0.21282	0.040796	0.04694	0.038474	0.085473	0.10147	0.045412	0.032317	0.024198	0.029657	0.037253	0.59932	0.034985	0.48547	0.068983	0.034746
Meth__cg09558502__OVGP1	0.2228	0.042807	0.35461	0.21353	0.076273	0.090016	0.18076	0.52289	0.4775	0.23822	0.10206	0.59322	0.22141	0.079143	0.38367	0.10342	0.45608	0.077071	0.040114	0.14967	0.16152	0.58238	0.085782	0.62103	0.068871	0.15721	0.10783	0.10569	0.11159	0.144	0.08	0.069243	0.061096	0.065828	0.49916	0.43979	0.14247	0.11449	0.10048
Meth__cg25587233__PPP2R4	0.087756	0.053871	0.078611	0.49451	0.89057	0.093173	0.88604	0.70143	0.11635	0.46324	0.72419	0.88853	0.45113	0.032687	0.21706	0.62916	0.7418	0.073884	0.87954	0.65737	0.59838	0.92441	0.8944	0.69998	0.75458	0.24133	0.21616	0.17573	0.049626	0.26781	0.11718	0.40441	0.15105	0.83843	0.33253	0.47071	0.22651	0.12103	0.074319
Meth__cg26022315__SNF8	0.015484	0.02023	0.020881	0.024999	0.023189	0.020554	0.022799	0.027328	0.02787	0.021374	0.020535	0.019063	0.035334	0.020043	0.030859	0.0203	0.020319	0.051864	0.015552	0.013943	0.01967	0.038066	0.033001	0.025868	0.16712	0.020312	0.037042	0.02203	0.034974	0.033391	0.035992	0.017922	0.023986	0.019708	0.03001	0.015254	0.020048	0.023405	0.019519
Meth__cg20908204__DMPK	0.050318	0.038799	0.046159	0.048517	0.10932	0.053458	0.087132	0.72424	0.077803	0.050977	0.49608	0.05845	0.041693	0.042937	0.065129	0.040929	0.05226	0.057721	0.051146	0.052324	0.053418	0.046967	0.16643	0.060375	0.075201	0.04615	0.071073	0.056637	0.064065	0.064539	0.059916	0.05786	0.16195	0.079482	0.057769	0.03003	0.043896	0.044787	0.059066
Meth__cg21453309__FAM101A	0.090769	0.060378	0.30996	0.038409	0.96534	0.09355	0.92355	0.97152	0.018628	0.027403	0.027897	0.96664	0.96352	0.028903	0.14106	0.73371	0.13855	0.26454	0.017103	0.65472	0.054785	0.52428	0.045945	0.1864	0.89497	0.36949	0.16631	0.9727	0.038227	0.36799	0.066486	0.45693	0.78679	0.92953	0.40562	0.96192	0.03369	0.077465	0.058895
Meth__cg19764555__AHNAK	0.015786	0.013627	0.013621	0.012317	0.92115	0.25822	0.56782	0.86872	0.82266	0.022453	0.89386	0.9196	0.17739	0.0087408	0.61081	0.66885	0.52653	0.69919	0.089433	0.55467	0.68601	0.11748	0.46231	0.086698	0.04377	0.062636	0.033308	0.78325	0.53152	0.68834	0.015092	0.52003	0.019059	0.099917	0.060696	0.64981	0.019231	0.033927	0.049729
Meth__cg03495868__PTGFR	0.23126	0.049485	0.056408	0.33505	0.045487	0.085833	0.044151	0.05499	0.042466	0.05745	0.08086	0.10369	0.68079	0.15322	0.049937	0.045513	0.039923	0.067821	0.040475	0.7118	0.54085	0.20379	0.042936	0.57046	0.095482	0.55823	0.11736	0.04496	0.76571	0.073472	0.2815	0.038888	0.039607	0.031788	0.066423	0.5991	0.38121	0.34064	0.37514
Meth__cg04541078__ARCN1	0.050059	0.47368	0.2961	0.482	0.29862	0.10941	0.14865	0.065065	0.17954	0.60043	0.057282	0.045842	0.26648	0.47272	0.17279	0.056639	0.041197	0.19292	0.043824	0.13383	0.25662	0.22252	0.042764	0.092164	0.45577	0.076938	0.086863	0.031889	0.1399	0.35158	0.12236	0.039213	0.036666	0.11269	0.4957	0.047906	0.05862	0.29102	0.58486
Meth__cg21091629__FRAG1	0.022814	0.016036	0.024762	0.021006	0.038032	0.024711	0.22358	0.030894	0.016467	0.024567	0.02394	0.025718	0.025535	0.022396	0.020328	0.021172	0.098538	0.02976	0.01714	0.018889	0.021424	0.03411	0.044318	0.021977	0.09323	0.024399	0.021114	0.031611	0.027207	0.019117	0.020181	0.0255	0.023872	0.24227	0.019285	0.014646	0.022603	0.021099	0.01732
Meth__cg16245261__PRKCDBP	0.72705	0.05243	0.89555	0.73029	0.30544	0.52796	0.11111	0.052952	0.096729	0.68071	0.082096	0.26244	0.57302	0.059811	0.1117	0.092571	0.094151	0.20845	0.09409	0.42778	0.42774	0.11599	0.089734	0.42691	0.091419	0.61039	0.088987	0.098884	0.17963	0.45085	0.12772	0.069953	0.051734	0.074111	0.085013	0.33006	0.72104	0.61394	0.58942
Meth__cg08872550__CA2	0.32794	0.058366	0.20261	0.10177	0.16497	0.14689	0.14535	0.22042	0.077294	0.047818	0.045223	0.15849	0.31413	0.043011	0.081562	0.081969	0.067918	0.15011	0.034685	0.09065	0.20221	0.44683	0.17496	0.10843	0.17967	0.13066	0.097716	0.19658	0.39148	0.075802	0.11276	0.2994	0.076754	0.06371	0.34655	0.11921	0.05958	0.069973	0.094479
Meth__cg16678925__OR1A2	0.35912	0.059737	0.26526	0.092102	0.049199	0.14652	0.088294	0.20863	0.056637	0.077075	0.25049	0.2	0.18696	0.077347	0.048211	0.4041	0.50873	0.16539	0.047113	0.078709	0.14242	0.13808	0.049996	0.45299	0.083909	0.061542	0.10192	0.11282	0.16904	0.068165	0.068466	0.07235	0.050005	0.10266	0.69761	0.28671	0.16314	0.11151	0.17753
Meth__cg20670302__PSTPIP2	0.022613	0.025553	0.029314	0.019548	0.022552	0.034028	0.020838	0.24723	0.012113	0.026464	0.47842	0.079741	0.36935	0.019838	0.028239	0.035357	0.027545	0.049072	0.016884	0.024504	0.031171	0.021671	0.061892	0.021208	0.44647	0.030514	0.051963	0.030293	0.11486	0.035011	0.049114	0.26452	0.021692	0.028085	0.01887	0.97685	0.029324	0.037444	0.021875
Meth__cg11015241__ATP10A	0.8912	0.094203	0.50186	0.88716	0.25921	0.68524	0.1925	0.9275	0.081399	0.077586	0.84655	0.93807	0.17355	0.054649	0.15087	0.88458	0.89032	0.19666	0.26751	0.65833	0.52665	0.78165	0.14411	0.93221	0.8623	0.33277	0.070266	0.32585	0.22716	0.075956	0.081761	0.93265	0.038654	0.12731	0.072815	0.94716	0.87414	0.21598	0.31637
Meth__cg01140782__FAM58A	0.56571	0.046902	0.052751	0.50715	0.029134	0.052994	0.053053	0.3846	0.030086	0.035902	0.043196	0.073083	0.054692	0.028027	0.037222	0.46988	0.4624	0.22698	0.03417	0.048657	0.047961	0.52552	0.48077	0.58373	0.060303	0.048839	0.35469	0.50722	0.46682	0.042503	0.081451	0.56276	0.034994	0.1804	0.04025	0.15209	0.62925	0.45224	0.05201
Meth__cg17489897__PTEN	0.054422	0.034684	0.050493	0.052031	0.053895	0.073389	0.084989	0.06319	0.031344	0.041981	0.063575	0.67427	0.11486	0.030937	0.1354	0.10372	0.051571	0.15079	0.024098	0.032292	0.058704	0.073251	0.046439	0.046348	0.10717	0.10818	0.1312	0.041798	0.19907	0.07848	0.06115	0.042172	0.025838	0.045937	0.037413	0.048416	0.050159	0.042247	0.041701
Meth__cg16168311__APOA1BP	0.06511	0.022157	0.14415	0.085667	0.073387	0.07233	0.1189	0.88964	0.076569	0.17188	0.07316	0.11225	0.22703	0.050888	0.074836	0.068097	0.093374	0.053693	0.023383	0.10088	0.13527	0.18989	0.16032	0.17885	0.064622	0.1014	0.061848	0.070955	0.078878	0.088862	0.066501	0.047527	0.027192	0.029414	0.067247	0.03515	0.11223	0.041714	0.030127
Meth__cg06797533__ADFP	0.55927	0.072518	0.056011	0.10917	0.05701	0.075904	0.421	0.0349	0.25849	0.043526	0.035856	0.35618	0.25783	0.047978	0.22762	0.8241	0.030857	0.10296	0.94575	0.035983	0.040489	0.42579	0.040085	0.03979	0.10744	0.063345	0.094254	0.042214	0.79608	0.057559	0.077388	0.3987	0.2648	0.96713	0.069806	0.85779	0.059871	0.04496	0.54673
Meth__cg02442161__PI3	0.32468	0.096427	0.66586	0.77922	0.15441	0.24791	0.25573	0.9045	0.88475	0.19391	0.71446	0.15133	0.14944	0.11749	0.74246	0.70569	0.8853	0.13598	0.076814	0.50398	0.44377	0.90469	0.3291	0.83097	0.16976	0.17444	0.083333	0.2196	0.48438	0.11834	0.14345	0.10697	0.085726	0.13616	0.89446	0.62516	0.7537	0.52654	0.48671
Meth__cg03985136__ULBP2	0.043438	0.052763	0.084601	0.051181	0.52035	0.23123	0.17566	0.10622	0.067909	0.059994	0.12529	0.195	0.28338	0.067654	0.2003	0.093214	0.046224	0.058763	0.075452	0.11275	0.056018	0.95368	0.23238	0.070361	0.48238	0.071503	0.087897	0.068134	0.48372	0.57814	0.083777	0.041291	0.06208	0.32211	0.10077	0.35847	0.065501	0.053968	0.045998
Meth__cg21094154__TNFSF11	0.15516	0.12349	0.25304	0.089754	0.1151	0.16357	0.42308	0.63327	0.28932	0.16861	0.43652	0.65955	0.2884	0.20582	0.24498	0.55016	0.70551	0.10674	0.1881	0.076174	0.17964	0.30939	0.23208	0.75188	0.16989	0.11537	0.14073	0.15224	0.13738	0.092275	0.12044	0.06226	0.82343	0.26914	0.23919	0.20771	0.37284	0.18948	0.10703
Meth__cg23578193__LGR6	0.11042	0.037091	0.10668	0.083996	0.62655	0.30678	0.60674	0.50555	0.053826	0.092765	0.62422	0.56839	0.29728	0.033593	0.05162	0.69831	0.046476	0.076956	0.063393	0.21195	0.24559	0.44904	0.67998	0.14063	0.37511	0.10597	0.10489	0.53523	0.35977	0.062784	0.071104	0.049839	0.035864	0.042982	0.053063	0.45413	0.042608	0.077217	0.070247
Meth__cg16382322__CENTD3	0.040849	0.04779	0.22189	0.052914	0.88931	0.23714	0.024987	0.082986	0.047898	0.045874	0.45141	0.043278	0.086957	0.030793	0.045902	0.041831	0.038766	0.10737	0.038547	0.068988	0.077705	0.18449	0.045411	0.17132	0.095154	0.048815	0.08074	0.084229	0.087109	0.069808	0.087422	0.23619	0.028373	0.034011	0.043777	0.036575	0.050208	0.14806	0.16702
Meth__cg22478614__DEFB4	0.28287	0.021362	0.12257	0.35208	0.023489	0.053082	0.034359	0.47607	0.14975	0.027813	0.38095	0.87236	0.29478	0.021565	0.14991	0.36433	0.49339	0.047105	0.014241	0.85625	0.60818	0.35873	0.032531	0.90716	0.26906	0.29036	0.061768	0.34713	0.063311	0.023174	0.035241	0.026075	0.021707	0.036893	0.70779	0.14773	0.60196	0.28148	0.36487
Meth__cg12013321__GCLC	0.075061	0.088283	0.32898	0.090254	0.3013	0.44838	0.41994	0.13912	0.36124	0.12598	0.19382	0.40557	0.16502	0.048825	0.21473	0.17063	0.34157	0.07446	0.11124	0.068476	0.091423	0.40063	0.24773	0.10971	0.13418	0.43855	0.13022	0.12456	0.10694	0.14938	0.12638	0.050076	0.22158	0.097747	0.25432	0.088672	0.066647	0.65677	0.64358
Meth__cg14598387__OR1N1	0.37592	0.043395	0.68965	0.1336	0.030203	0.19357	0.11024	0.60861	0.36849	0.034598	0.21752	0.19306	0.14921	0.026155	0.30466	0.072892	0.077477	0.041537	0.039569	0.043319	0.060324	0.61344	0.034497	0.18665	0.044871	0.12951	0.0763	0.045149	0.21081	0.036558	0.039745	0.034736	0.048804	0.041352	0.33734	0.064887	0.090808	0.071598	0.10447
Meth__cg18241160__CDC2L2	0.051236	0.028507	0.049259	0.046995	0.017644	0.11881	0.15815	0.27936	0.22669	0.029282	0.051181	0.13383	0.091107	0.12899	0.16949	0.031114	0.070343	0.057386	0.036971	0.042847	0.046387	0.05457	0.064565	0.056546	0.76748	0.032341	0.087941	0.029839	0.056392	0.042479	0.034954	0.045054	0.031048	0.6789	0.026554	0.025651	0.031464	0.043225	0.04156
Meth__cg14062083__KRTAP13-4	0.3599	0.092754	0.70426	0.18263	0.31269	0.51225	0.28212	0.84213	0.75146	0.088055	0.74122	0.56026	0.136	0.12687	0.56849	0.26425	0.14473	0.1518	0.10203	0.08579	0.11592	0.45137	0.11709	0.63552	0.16262	0.10766	0.15894	0.11122	0.51998	0.073639	0.11364	0.060177	0.76776	0.12698	0.63534	0.1173	0.093449	0.16195	0.27739
Meth__cg20919556__CNKSR3	0.041463	0.090372	0.062762	0.07841	0.036221	0.11185	0.085299	0.028917	0.044266	0.057977	0.047606	0.060568	0.18218	0.087791	0.046533	0.056286	0.042559	0.1244	0.041867	0.083126	0.074187	0.067029	0.044209	0.054817	0.071062	0.056866	0.13314	0.046603	0.098561	0.046726	0.10645	0.041511	0.046712	0.056903	0.079846	0.065384	0.066654	0.063067	0.085171
Meth__cg07408740__OGDH	0.098194	0.085573	0.11141	0.1206	0.88218	0.57542	0.58288	0.8921	0.24561	0.11485	0.38082	0.17523	0.48876	0.093742	0.21611	0.15348	0.081979	0.13724	0.088368	0.069114	0.10553	0.16616	0.20705	0.074488	0.18149	0.097212	0.19107	0.25647	0.20541	0.37013	0.1626	0.39404	0.17874	0.12798	0.52531	0.47363	0.086835	0.1208	0.278
Meth__cg05045781__FHL3	0.073157	0.059329	0.40637	0.13797	0.21844	0.11833	0.17518	0.17362	0.22033	0.25619	0.089823	0.41154	0.14809	0.24726	0.2243	0.10335	0.14557	0.13788	0.12676	0.11995	0.29767	0.13443	0.1143	0.30142	0.40821	0.08839	0.10129	0.47495	0.074345	0.12778	0.1155	0.054221	0.053313	0.11675	0.66179	0.087396	0.13832	0.11363	0.11984
Meth__cg20326853__CPSF1	0.028894	0.018538	0.024627	0.020163	0.020035	0.031651	0.020166	0.030394	0.023927	0.043682	0.022919	0.038725	0.044812	0.019897	0.020358	0.0247	0.02765	0.051786	0.015984	0.019771	0.029409	0.064245	0.027552	0.02204	0.21496	0.019755	0.034375	0.026539	0.037831	0.028925	0.034868	0.021069	0.023832	0.02879	0.018418	0.018156	0.022995	0.021696	0.018379
Meth__cg09009111__EMILIN2	0.95931	0.36212	0.16975	0.6147	0.74647	0.97072	0.040483	0.17908	0.062433	0.5822	0.81768	0.39096	0.90587	0.71407	0.061625	0.061221	0.10239	0.13354	0.034717	0.96889	0.97023	0.51791	0.057141	0.96049	0.84083	0.96074	0.11742	0.037509	0.90885	0.27698	0.42463	0.068822	0.11788	0.11449	0.041485	0.90421	0.65392	0.48216	0.54448
Meth__cg03379131__ADAM15	0.038155	0.035171	0.037898	0.051904	0.031081	0.040061	0.058669	0.04088	0.032024	0.035197	0.044352	0.040233	0.088352	0.02592	0.037724	0.0471	0.038375	0.05325	0.028956	0.062654	0.073345	0.26099	0.51723	0.12724	0.080368	0.051839	0.074455	0.041167	0.070107	0.056265	0.073372	0.034303	0.028181	0.027256	0.030087	0.024483	0.079409	0.03157	0.033133
Meth__cg09871043__PKHD1	0.18957	0.076952	0.10332	0.073151	0.088207	0.10398	0.19052	0.25745	0.7	0.082903	0.3022	0.091554	0.125	0.056562	0.5613	0.22936	0.10187	0.2061	0.062946	0.064624	0.085386	0.46458	0.22628	0.077719	0.16239	0.075897	0.11888	0.14349	0.15169	0.076178	0.13624	0.084275	0.52404	0.072439	0.39321	0.1801	0.088089	0.12076	0.18092
Meth__cg04280397__PLA2G6	0.095616	0.065496	0.066962	0.046924	0.12719	0.056582	0.091341	0.66385	0.066114	0.062865	0.049498	0.10397	0.10002	0.064864	0.078808	0.057759	0.056098	0.097728	0.213	0.070337	0.070103	0.069827	0.057008	0.027695	0.080119	0.044112	0.060406	0.051589	0.089402	0.059095	0.0892	0.041341	0.039022	0.053482	0.046987	0.064474	0.061887	0.066728	0.07634
Meth__cg05840031__PAX6	0.064235	0.25073	0.16263	0.098279	0.073639	0.6062	0.4363	0.039474	0.071231	0.62385	0.17546	0.035845	0.57785	0.38973	0.075652	0.029669	0.034314	0.054499	0.043144	0.60186	0.60499	0.48527	0.066866	0.1914	0.88497	0.58773	0.078559	0.26541	0.73826	0.34183	0.15856	0.071245	0.11396	0.078372	0.034804	0.62303	0.050418	0.43749	0.3996
Meth__cg18992688__AVPR1B	0.11084	0.050239	0.52613	0.15652	0.79974	0.77234	0.19022	0.84798	0.045088	0.11804	0.77321	0.17385	0.86822	0.052814	0.05385	0.79552	0.18285	0.16985	0.059799	0.70931	0.47976	0.59587	0.36429	0.75665	0.7129	0.13055	0.053008	0.76418	0.61517	0.39859	0.061016	0.049234	0.089084	0.38947	0.32968	0.77751	0.14907	0.22689	0.27168
Meth__cg01860753__RASSF5	0.1632	0.12248	0.1831	0.087403	0.13263	0.1837	0.29093	0.14556	0.87357	0.20926	0.22644	0.22554	0.24363	0.12884	0.82285	0.17805	0.21542	0.15097	0.18531	0.11562	0.1396	0.19491	0.16867	0.15421	0.23562	0.19891	0.15523	0.2654	0.1592	0.18981	0.20138	0.19111	0.18933	0.2532	0.16298	0.1799	0.11484	0.14272	0.17472
Meth__cg03623878__MCF2L	0.019556	0.025632	0.030514	0.019958	0.45834	0.031095	0.31723	0.13625	0.020123	0.031796	0.04279	0.089331	0.09388	0.016615	0.027527	0.20627	0.75725	0.038929	0.016696	0.020634	0.044224	0.037087	0.59501	0.017721	0.048839	0.033462	0.043776	0.67552	0.062828	0.018595	0.02081	0.23603	0.081245	0.02306	0.022266	0.025015	0.057276	0.0278	0.044804
Meth__cg19226099__MC3R	0.81741	0.022764	0.33126	0.014855	0.38102	0.15598	0.18528	0.17113	0.035772	0.083085	0.12155	0.64761	0.24772	0.01348	0.13326	0.036059	0.35688	0.044033	0.012667	0.087864	0.25196	0.44112	0.027862	0.33072	0.092353	0.01976	0.028002	0.21578	0.44784	0.25436	0.024818	0.02273	0.33734	0.04997	0.032942	0.033247	0.025667	0.05543	0.019
Meth__cg05037688__EGFL7	0.60852	0.025764	0.87743	0.45817	0.28269	0.18166	0.52646	0.90601	0.19282	0.25725	0.34493	0.69217	0.62238	0.049403	0.16313	0.1349	0.58098	0.044214	0.025406	0.57121	0.67188	0.55967	0.75719	0.94846	0.095959	0.45193	0.07071	0.46701	0.080223	0.080786	0.036826	0.030985	0.024599	0.040182	0.071905	0.051787	0.82383	0.18022	0.088519
Meth__cg09264112__GCHFR	0.026848	0.017341	0.02911	0.023186	0.029893	0.02691	0.47099	0.20277	0.77288	0.040599	0.90311	0.89147	0.33502	0.024384	0.56673	0.89826	0.96592	0.053579	0.12262	0.035768	0.031224	0.031132	0.69901	0.017467	0.94071	0.03592	0.032637	0.32084	0.042022	0.02971	0.038985	0.024046	0.046633	0.014271	0.28163	0.33646	0.031284	0.02296	0.032635
Meth__cg09872616__MEST	0.9656	0.025962	0.30246	0.029133	0.96217	0.51588	0.95005	0.48581	0.4475	0.025139	0.95909	0.49318	0.61317	0.038579	0.38427	0.96188	0.034655	0.94478	0.64948	0.021396	0.041468	0.5901	0.93047	0.13707	0.50787	0.076179	0.049737	0.96582	0.1746	0.055228	0.050183	0.94682	0.95354	0.031312	0.53551	0.96117	0.026441	0.031723	0.02728
Meth__cg22209624__SERTAD4	0.022902	0.01826	0.025183	0.019585	0.022242	0.030834	0.024685	0.018327	0.022532	0.029458	0.029947	0.037657	0.067117	0.017681	0.0275	0.027614	0.025956	0.036983	0.018605	0.02616	0.030208	0.025612	0.024533	0.019461	0.068105	0.023525	0.057186	0.024202	0.047277	0.032312	0.029807	0.025983	0.019119	0.021794	0.024882	0.023781	0.028807	0.02381	0.022004
Meth__cg26259865__LOC124220	0.08778	0.19609	0.2686	0.20966	0.76944	0.15015	0.9111	0.91834	0.36771	0.23837	0.90179	0.89881	0.93517	0.070721	0.2948	0.8774	0.96788	0.43917	0.59942	0.59354	0.4395	0.092397	0.94434	0.17945	0.47292	0.12388	0.13936	0.93499	0.39456	0.92889	0.13513	0.93989	0.65395	0.89592	0.077127	0.089942	0.12096	0.33527	0.10217
Meth__cg08097755__VGF	0.3521	0.045818	0.19393	0.054893	0.047634	0.62383	0.44976	0.75837	0.099285	0.26886	0.097217	0.19269	0.56584	0.34494	0.18332	0.11433	0.78402	0.27827	0.30145	0.046483	0.051988	0.058131	0.37559	0.20465	0.85333	0.66002	0.17376	0.13715	0.49088	0.65656	0.043653	0.039292	0.051993	0.13878	0.12112	0.048334	0.071214	0.18501	0.047869
Meth__cg16336120__RAMP3	0.080631	0.051521	0.12402	0.070059	0.45946	0.12703	0.060771	0.31624	0.051222	0.077686	0.49302	0.093712	0.39474	0.066684	0.061607	0.21758	0.14473	0.11473	0.034564	0.18394	0.072022	0.066216	0.45392	0.27438	0.2416	0.070148	0.082139	0.14073	0.39172	0.088881	0.13631	0.067031	0.051461	0.049942	0.059572	0.15169	0.17551	0.068672	0.068197
Meth__cg00655307__ESR1	0.032101	0.017673	0.038249	0.039318	0.12369	0.043188	0.14592	0.94207	0.030673	0.028457	0.82135	0.096178	0.86922	0.030434	0.021974	0.83422	0.054121	0.048789	0.034307	0.15096	0.024875	0.021611	0.13478	0.035301	0.54272	0.030584	0.048395	0.70824	0.053378	0.65733	0.052716	0.033003	0.036515	0.13206	0.12319	0.2149	0.032647	0.063696	0.037287
Meth__cg16122592__MAGEB6	0.3911	0.038387	0.82669	0.13282	0.42059	0.79629	0.35824	0.84436	0.75832	0.062588	0.80982	0.41088	0.1669	0.81456	0.46801	0.77423	0.83283	0.1043	0.089068	0.059851	0.44427	0.4303	0.043587	0.56048	0.10696	0.097366	0.049409	0.21629	0.4508	0.04006	0.10037	0.18556	0.69672	0.11077	0.33442	0.27972	0.038741	0.4129	0.44396
Meth__cg24435562__PCDHB13	0.31852	0.043217	0.8031	0.051562	0.76768	0.055432	0.054212	0.87127	0.88342	0.051206	0.4714	0.43991	0.25409	0.55038	0.52514	0.53574	0.19844	0.25784	0.058379	0.038425	0.25497	0.28772	0.75624	0.47199	0.16603	0.18163	0.095828	0.38156	0.54071	0.2665	0.089725	0.055333	0.82189	0.064824	0.54078	0.20718	0.34867	0.19056	0.17755
Meth__cg25107903__SPAG11	0.43403	0.059275	0.18053	0.16433	0.055349	0.19266	0.10837	0.20772	0.13389	0.10287	0.14834	0.14945	0.23495	0.08622	0.13268	0.12	0.62381	0.13316	0.081757	0.082275	0.097497	0.091591	0.1499	0.84361	0.19628	0.17097	0.13256	0.22651	0.23717	0.077318	0.083809	0.052163	0.074352	0.070516	0.32624	0.085404	0.10406	0.31662	0.35656
Meth__cg02260587__PCDHB2	0.86158	0.028977	0.92344	0.026623	0.03984	0.34554	0.56534	0.8833	0.16324	0.048265	0.41957	0.05205	0.26046	0.028875	0.16348	0.88652	0.04831	0.1143	0.040189	0.85057	0.64029	0.48143	0.92672	0.3794	0.37807	0.052346	0.089894	0.043727	0.36292	0.052615	0.15313	0.91871	0.8079	0.074459	0.032759	0.067242	0.051172	0.61074	0.050703
Meth__cg00119079__LAMP3	0.28744	0.5045	0.13135	0.56389	0.90101	0.88932	0.90983	0.10649	0.067755	0.15789	0.4055	0.089097	0.19984	0.57947	0.074733	0.073881	0.20483	0.12892	0.31969	0.89854	0.55412	0.79131	0.42137	0.27633	0.58431	0.099018	0.079248	0.35371	0.73079	0.069779	0.30559	0.085762	0.32391	0.061996	0.29997	0.79494	0.10261	0.43625	0.6593
Meth__cg10770529__ZNF274	0.38204	0.016856	0.13648	0.022882	0.019331	0.024351	0.060565	0.019845	0.017972	0.026513	0.054063	0.013897	0.036405	0.43078	0.020852	0.032254	0.015861	0.030279	0.01615	0.050586	0.16667	0.020191	0.045724	0.023506	0.026176	0.15435	0.03086	0.019283	0.033598	0.027962	0.040006	0.024504	0.025529	0.018697	0.020368	0.033969	0.028358	0.02596	0.02984
Meth__cg14492347__ZNF592	0.026888	0.022044	0.032305	0.028751	0.03167	0.032938	0.052246	0.40505	0.030875	0.032857	0.031562	0.1249	0.054224	0.025525	0.033656	0.02994	0.027127	0.063717	0.02703	0.021358	0.031655	0.035259	0.031055	0.026306	0.054986	0.038493	0.058833	0.040104	0.063884	0.030741	0.044463	0.029806	0.025207	0.028483	0.029533	0.024915	0.023684	0.034538	0.028508
Meth__cg15365950__KLHDC1	0.033367	0.034713	0.021865	0.021175	0.032087	0.041749	0.028037	0.043146	0.028827	0.036171	0.028681	0.048659	0.56367	0.023198	0.041024	0.59057	0.025064	0.11691	0.027092	0.027783	0.032284	0.10084	0.037108	0.04109	0.083876	0.033454	0.052477	0.033067	0.16685	0.045266	0.070894	0.024751	0.031263	0.028075	0.39443	0.025764	0.037601	0.037982	0.036765
Meth__cg10735607__TMEM109	0.096134	0.050255	0.24868	0.19377	0.9158	0.17611	0.86438	0.63418	0.056767	0.12319	0.29167	0.43858	0.3463	0.12704	0.057872	0.13356	0.45399	0.15836	0.06358	0.28064	0.14571	0.7328	0.20077	0.23715	0.73328	0.11111	0.036036	0.88174	0.070612	0.17811	0.1748	0.063022	0.26023	0.058688	0.40222	0.39396	0.44396	0.072849	0.092126
