Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg10294836__DYRK1B	0.068206	0.072411	0.089036	0.11519	0.068847	0.0728	0.091466	0.063415	0.074121	0.088669	0.5352	0.44593	0.63623	0.059585	0.15893	0.075541	0.5361	0.59604	0.93363	0.088167	0.078043	0.073339	0.1043	0.072356	0.10307	0.088274	0.097552	0.095885	0.11697	0.083734	0.13582	0.080727	0.89142	0.056172	0.084668	0.13494	0.91606	0.59892	0.12813	0.38215
Meth__cg24130043__ZNF197	0.037681	0.043548	0.53424	0.057586	0.031716	0.050139	0.040409	0.92907	0.053711	0.055191	0.41337	0.078235	0.61931	0.8083	0.057106	0.04246	0.039985	0.098345	0.027779	0.165	0.14452	0.038566	0.055329	0.19011	0.060887	0.046864	0.099143	0.042813	0.089291	0.080684	0.075583	0.036033	0.033737	0.32349	0.03514	0.14978	0.038902	0.42765	0.088934	0.54838
Meth__cg25106814__C9orf82	0.075551	0.059226	0.10422	0.068899	0.053647	0.076333	0.10828	0.068499	0.049494	0.060571	0.058335	0.16418	0.13389	0.039723	0.059222	0.057073	0.52525	0.070445	0.030869	0.060166	0.065798	0.049994	0.073585	0.064801	0.038313	0.13252	0.060877	0.06556	0.067942	0.083237	0.094214	0.06041	0.074683	0.047282	0.049249	0.13462	0.096038	0.08571	0.090808	0.077372
Meth__cg04893119__PI15	0.77355	0.075998	0.56548	0.096756	0.49656	0.14649	0.33557	0.63203	0.33988	0.40414	0.093759	0.26595	0.216	0.13487	0.2891	0.44961	0.72807	0.20727	0.25308	0.088683	0.2787	0.82845	0.45765	0.26577	0.58963	0.12713	0.24729	0.17126	0.10439	0.18422	0.078378	0.50927	0.14451	0.73663	0.058219	0.10187	0.087666	0.18581	0.24898	0.10349
Meth__cg20919799__CDKN1C	0.57281	0.023225	0.14196	0.037997	0.6609	0.60686	0.66267	0.037621	0.045384	0.042184	0.69542	0.50197	0.13176	0.049168	0.047097	0.04222	0.039305	0.14228	0.13852	0.9137	0.58992	0.051878	0.047471	0.25867	0.17487	0.062481	0.065342	0.048156	0.068128	0.04506	0.048356	0.033754	0.045682	0.061075	0.039137	0.095885	0.052828	0.053412	0.27253	0.038702
Meth__cg13948987__HCRTR2	0.67377	0.022729	0.66716	0.36555	0.81381	0.9165	0.094679	0.98124	0.034487	0.030035	0.4965	0.04801	0.33855	0.7274	0.11763	0.52767	0.032308	0.069981	0.035593	0.40848	0.85279	0.88684	0.16071	0.9529	0.82127	0.92598	0.044001	0.81327	0.5418	0.46933	0.062438	0.019771	0.3958	0.59239	0.52506	0.020242	0.38517	0.31672	0.69248	0.053469
Meth__cg27342801__REG3A	0.91778	0.044174	0.90544	0.047548	0.049943	0.72488	0.027045	0.22935	0.84777	0.091364	0.78756	0.54653	0.087356	0.44337	0.64417	0.12243	0.067598	0.08749	0.052568	0.035708	0.070036	0.046803	0.04338	0.50761	0.075276	0.050462	0.12893	0.069355	0.38172	0.065164	0.06094	0.46409	0.054207	0.86386	0.15053	0.12847	0.03586	0.16304	0.079637	0.09705
Meth__cg03623878__MCF2L	0.019556	0.025632	0.030514	0.019958	0.45834	0.031095	0.31723	0.13625	0.020123	0.031796	0.04279	0.089331	0.09388	0.016615	0.027527	0.20627	0.75725	0.038929	0.016696	0.020634	0.044224	0.037087	0.59501	0.017721	0.048839	0.033462	0.043776	0.67552	0.062828	0.018595	0.02081	0.23603	0.02306	0.022266	0.025015	0.10253	0.057276	0.0278	0.058088	0.044804
Meth__cg25225238__GRM3	0.60765	0.071088	0.58193	0.16772	0.12087	0.32116	0.052176	0.53629	0.45122	0.10699	0.70752	0.148	0.30114	0.61101	0.3757	0.082604	0.067422	0.067659	0.065458	0.15061	0.11333	0.24907	0.075851	0.33462	0.49947	0.34339	0.12112	0.086248	0.3155	0.081705	0.079736	0.077087	0.20521	0.76859	0.083049	0.12667	0.30463	0.31582	0.3346	0.41367
Meth__cg23320056__ARHGEF2	0.085076	0.12809	0.51945	0.32368	0.091571	0.36413	0.046992	0.12192	0.11339	0.2047	0.085915	0.12114	0.26317	0.31918	0.1124	0.088826	0.081267	0.16114	0.074579	0.28013	0.41851	0.61574	0.12842	0.10819	0.12155	0.20731	0.37449	0.089931	0.1896	0.085683	0.15269	0.085515	0.081509	0.14974	0.061273	0.10379	0.25421	0.11504	0.29029	0.10253
Meth__cg18821742__PCDH7	0.053997	0.042042	0.055419	0.038044	0.034256	0.059003	0.030286	0.053187	0.053195	0.048532	0.095543	0.079663	0.084737	0.034746	0.046419	0.056926	0.040141	0.091911	0.035176	0.61478	0.47102	0.060592	0.047888	0.048924	0.062818	0.049686	0.088615	0.042188	0.075197	0.044657	0.065533	0.041332	0.046063	0.05098	0.47442	0.92608	0.054183	0.041093	0.11194	0.045324
Meth__cg08739282__DHX15	0.12469	0.042292	0.50049	0.12653	0.48933	0.046873	0.13687	0.38235	0.0625	0.089472	0.046218	0.042835	0.10297	0.10263	0.060571	0.067564	0.084394	0.044327	0.65187	0.12802	0.28605	0.4563	0.046396	0.099654	0.060981	0.30045	0.20309	0.032795	0.33523	0.28682	0.089732	0.080686	0.071439	0.10417	0.025153	0.042045	0.056832	0.054792	0.10817	0.050974
Meth__cg19430430__COL5A3	0.13362	0.039194	0.19476	0.090489	0.48624	0.20419	0.049354	0.075538	0.082901	0.045965	0.096268	0.056105	0.36428	0.078036	0.084856	0.15688	0.040312	0.11484	0.033522	0.16659	0.41366	0.29781	0.039033	0.51234	0.59939	0.058438	0.082196	0.047735	0.30943	0.11258	0.059107	0.076094	0.045539	0.26231	0.58872	0.079727	0.50435	0.070419	0.14152	0.13273
Meth__cg14614901__LOC401498	0.065025	0.059849	0.81894	0.033883	0.52639	0.84667	0.057381	0.54203	0.037385	0.049552	0.65292	0.068404	0.82271	0.083912	0.1347	0.23992	0.05801	0.11526	0.032087	0.82478	0.49235	0.18165	0.058238	0.87462	0.80713	0.41883	0.11741	0.042809	0.77728	0.54863	0.10234	0.050127	0.090584	0.35064	0.3153	0.054038	0.37513	0.49081	0.72089	0.55243
Meth__cg00915206__GAD1	0.047903	0.036224	0.058935	0.059461	0.050452	0.068461	0.042201	0.10682	0.050307	0.066312	0.1897	0.035007	0.070792	0.052726	0.052451	0.049727	0.045383	0.070462	0.063131	0.08082	0.051418	0.44377	0.045733	0.045028	0.098121	0.052848	0.094947	0.046851	0.071284	0.064002	0.073326	0.038581	0.057986	0.048765	0.077476	0.099105	0.099118	0.047391	0.11915	0.056631
Meth__cg18851831__DYRK1B	0.081268	0.072079	0.063353	0.11148	0.072289	0.057291	0.1813	0.034199	0.064366	0.12099	0.49103	0.66555	0.68821	0.04836	0.087508	0.062767	0.66373	0.59854	0.93642	0.06046	0.060853	0.049735	0.082756	0.052932	0.080184	0.076153	0.078246	0.11057	0.14588	0.058376	0.071058	0.045673	0.89045	0.052163	0.070407	0.067048	0.93112	0.67355	0.11459	0.37011
Meth__cg11611600__ADAMTSL3	0.93663	0.035823	0.19843	0.78601	0.81212	0.92221	0.53688	0.81738	0.051769	0.79911	0.69437	0.067752	0.6094	0.3639	0.058609	0.17344	0.035025	0.12791	0.029485	0.95477	0.94811	0.073789	0.059313	0.87357	0.91808	0.038582	0.042138	0.054875	0.87305	0.25027	0.099544	0.029218	0.039597	0.055494	0.88204	0.77807	0.047415	0.15006	0.57909	0.089336
Meth__cg11538128__ZNF354C	0.3411	0.039662	0.42772	0.023673	0.026538	0.92049	0.19993	0.29691	0.11088	0.042473	0.034506	0.022497	0.76748	0.12697	0.10655	0.028823	0.025579	0.081885	0.037631	0.24824	0.35578	0.741	0.035269	0.027479	0.83853	0.85919	0.064036	0.10634	0.087925	0.032703	0.083617	0.032161	0.069188	0.047755	0.26094	0.043846	0.037876	0.033754	0.83669	0.047652
Meth__cg03462055__TUBB2B	0.53115	0.034674	0.47668	0.068541	0.86597	0.24352	0.66942	0.53545	0.040117	0.044191	0.76671	0.068734	0.24105	0.10886	0.10688	0.96423	0.050832	0.15506	0.35066	0.55685	0.19399	0.25973	0.16435	0.23001	0.92535	0.058978	0.057286	0.19905	0.93699	0.27915	0.13532	0.092339	0.22761	0.22094	0.71918	0.04955	0.041353	0.044594	0.53708	0.039628
Meth__cg01738359__RB1	0.051467	0.048716	0.069057	0.041831	0.053045	0.056799	0.040892	0.047263	0.54809	0.050775	0.051824	0.0253	0.11255	0.051468	0.47905	0.051501	0.04948	0.07689	0.042714	0.039696	0.055284	0.05329	0.050432	0.1931	0.086682	0.049596	0.079705	0.046409	0.096209	0.045692	0.051862	0.055404	0.044655	0.044914	0.04688	0.042734	0.052536	0.044099	0.072864	0.051656
Meth__cg02361557__NTNG1	0.46897	0.22155	0.90882	0.84558	0.58124	0.89033	0.048463	0.67346	0.044703	0.054693	0.84442	0.090751	0.88493	0.24839	0.040178	0.89243	0.031067	0.13873	0.39992	0.85734	0.77663	0.50103	0.44501	0.063899	0.85525	0.037459	0.11551	0.046869	0.62507	0.065192	0.060696	0.034484	0.041016	0.40879	0.89741	0.080764	0.17354	0.589	0.092302	0.87229
Meth__cg22679003__CDH2	0.048362	0.051316	0.054004	0.044082	0.054506	0.43964	0.038178	0.066087	0.041818	0.057753	0.071864	0.10539	0.5039	0.092466	0.054089	0.052146	0.043734	0.068416	0.042462	0.15742	0.1174	0.054117	0.058723	0.098652	0.851	0.053912	0.078616	0.042878	0.075805	0.46477	0.054078	0.051388	0.04126	0.076265	0.86076	0.68269	0.067934	0.046442	0.19474	0.047333
Meth__cg25554036__WFS1	0.047094	0.30926	0.20742	0.20327	0.38233	0.058827	0.25514	0.19652	0.081251	0.081906	0.038452	0.23637	0.57216	0.031913	0.10492	0.12134	0.051587	0.093725	0.023603	0.45901	0.10806	0.16649	0.52759	0.078281	0.41202	0.11163	0.12561	0.79485	0.17822	0.07242	0.16322	0.047911	0.10878	0.097773	0.11596	0.36422	0.29446	0.15181	0.30573	0.3881
Meth__cg05786809__CKB	0.067352	0.03768	0.50526	0.77559	0.39666	0.14572	0.13628	0.28973	0.040628	0.29722	0.9252	0.175	0.59556	0.96953	0.046988	0.69089	0.032388	0.1302	0.13512	0.97487	0.92624	0.042852	0.046993	0.47699	0.87091	0.28237	0.077203	0.80188	0.092308	0.076836	0.077774	0.022652	0.54216	0.065794	0.060561	0.67792	0.040936	0.080353	0.93697	0.049088
Meth__cg08687958__PDZD8	0.027493	0.020409	0.066069	0.024557	0.048241	0.042946	0.030154	0.036602	0.027329	0.031961	0.17673	0.066312	0.12021	0.03359	0.027926	0.20754	0.027309	0.046271	0.041102	0.095533	0.065859	0.038118	0.046673	0.035141	0.11493	0.030785	0.066373	0.2781	0.067623	0.19696	0.049078	0.025241	0.04818	0.023072	0.044845	0.020488	0.027249	0.035199	0.12343	0.032631
Meth__cg19246110__ZNF671	0.93293	0.037984	0.96715	0.5773	0.10433	0.95085	0.87797	0.57022	0.96462	0.05058	0.96564	0.055314	0.93965	0.77409	0.96632	0.051801	0.61487	0.62116	0.31637	0.9655	0.59866	0.047953	0.95521	0.61172	0.90538	0.045018	0.12157	0.62846	0.52326	0.95464	0.067991	0.033814	0.41131	0.073605	0.44635	0.065594	0.044377	0.23049	0.93303	0.88628
Meth__cg01851399__PKP2	0.054199	0.037204	0.050078	0.030731	0.85238	0.044428	0.06203	0.032354	0.063067	0.06194	0.047875	0.11162	0.15477	0.041352	0.065593	0.047652	0.26211	0.10894	0.56663	0.034991	0.043366	0.040078	0.18541	0.040408	0.064107	0.052345	0.070875	0.31035	0.072304	0.053376	0.092886	0.068659	0.26088	0.036256	0.076885	0.06226	0.06128	0.049752	0.1691	0.048616
Meth__cg10521852__EDG4	0.045064	0.81502	0.33023	0.66776	0.9288	0.6538	0.93432	0.057278	0.061572	0.73513	0.09355	0.37893	0.10057	0.4872	0.063919	0.91165	0.418	0.0582	0.55415	0.58122	0.08684	0.64664	0.87664	0.19878	0.074657	0.07384	0.1123	0.043039	0.86358	0.051983	0.65297	0.72063	0.58488	0.87807	0.80533	0.88099	0.50325	0.18188	0.53809	0.50264
Meth__cg25033972__RIPK4	0.45568	0.42398	0.13054	0.22472	0.071904	0.51815	0.10128	0.04601	0.10906	0.2705	0.1482	0.092322	0.83056	0.082893	0.13059	0.80448	0.10513	0.22132	0.14335	0.53434	0.69156	0.86373	0.080329	0.26521	0.12278	0.63071	0.14233	0.27007	0.61365	0.8272	0.12389	0.044764	0.10218	0.92049	0.89442	0.090748	0.10702	0.21505	0.36925	0.20724
Meth__cg03891319__ACY1	0.043496	0.067761	0.063529	0.057028	0.1529	0.10483	0.053154	0.40392	0.048061	0.063932	0.061134	0.11928	0.19048	0.032142	0.056929	0.089607	0.041441	0.080921	0.33429	0.086526	0.051391	0.090423	0.088996	0.19994	0.15804	0.052598	0.11202	0.13245	0.080786	0.13328	0.067437	0.049142	0.043501	0.084861	0.043111	0.065182	0.067309	0.051075	0.1099	0.049409
Meth__cg12832649__SPOCK	0.60446	0.047028	0.047469	0.051485	0.078393	0.18793	0.05888	0.28407	0.030457	0.42386	0.69394	0.17779	0.6226	0.24941	0.020543	0.021766	0.020229	0.12898	0.02624	0.36524	0.48561	0.043863	0.024334	0.54261	0.90303	0.038986	0.0435	0.021352	0.919	0.34367	0.022235	0.033973	0.017963	0.022294	0.71276	0.50642	0.027815	0.039898	0.22808	0.038875
Meth__cg13759328__CDH13	0.86419	0.055337	0.661	0.14607	0.84431	0.53565	0.020673	0.3829	0.43895	0.099009	0.82114	0.16713	0.82096	0.18843	0.39882	0.20425	0.8751	0.081266	0.045208	0.63694	0.54429	0.10958	0.069336	0.21111	0.83997	0.38545	0.12033	0.047975	0.71841	0.36042	0.084885	0.083826	0.048287	0.32506	0.54433	0.10738	0.096529	0.28474	0.77462	0.10884
Meth__cg10335112__ODF3	0.39787	0.043881	0.4419	0.18936	0.21188	0.17154	0.11476	0.55463	0.052566	0.23228	0.4224	0.48979	0.36181	0.23199	0.047791	0.18969	0.19705	0.070907	0.036943	0.25793	0.38332	0.56689	0.080958	0.73102	0.22212	0.25002	0.062055	0.17964	0.46258	0.24012	0.12792	0.18691	0.04646	0.2658	0.11851	0.071511	0.48996	0.12246	0.30572	0.098633
Meth__cg00126034__WNT3	0.082697	0.039399	0.58479	0.21136	0.939	0.12281	0.91745	0.37127	0.043855	0.057898	0.93239	0.94261	0.77542	0.19831	0.27751	0.94485	0.70339	0.065499	0.05005	0.22446	0.29778	0.059906	0.94665	0.096281	0.90253	0.86124	0.075897	0.94867	0.86399	0.64446	0.14778	0.040977	0.76502	0.1352	0.92769	0.07777	0.23885	0.43219	0.14628	0.90118
Meth__cg01172899__SLC16A14	0.058537	0.38384	0.11106	0.60238	0.86698	0.11523	0.40261	0.17485	0.071455	0.21945	0.12243	0.35792	0.77848	0.064084	0.10135	0.44428	0.13639	0.10199	0.39893	0.53061	0.20053	0.23113	0.86897	0.08361	0.5538	0.089871	0.12688	0.87944	0.17717	0.20667	0.34775	0.63182	0.6174	0.22436	0.44468	0.14427	0.45268	0.096006	0.19938	0.15851
Meth__cg09263755__CCT6B	0.27995	0.043567	0.052295	0.045881	0.041318	0.055883	0.069926	0.12346	0.046695	0.061401	0.044884	0.040534	0.048878	0.034701	0.046054	0.055872	0.031276	0.072033	0.047888	0.041723	0.087788	0.036556	0.048215	0.064712	0.35808	0.039602	0.31188	0.063734	0.10445	0.058544	0.068878	0.037898	0.047492	0.044081	0.034934	0.224	0.047047	0.043632	0.10287	0.040131
Meth__cg08977371__CDH13	0.91195	0.037599	0.8441	0.43286	0.71604	0.7581	0.077384	0.8046	0.092716	0.50326	0.84708	0.79759	0.89136	0.11382	0.24919	0.51971	0.38549	0.18389	0.036289	0.60156	0.34471	0.16126	0.070535	0.9014	0.86674	0.74977	0.089187	0.039164	0.86655	0.62088	0.056123	0.098592	0.065275	0.88993	0.87744	0.12794	0.47495	0.67612	0.86891	0.27932
Meth__cg01116966__TCF7	0.29582	0.021816	0.056336	0.023155	0.62987	0.28248	0.11125	0.038427	0.020988	0.034332	0.1675	0.017862	0.12615	0.027278	0.021659	0.034669	0.018378	0.035643	0.029488	0.25765	0.02535	0.054086	0.046766	0.29196	0.070231	0.028737	0.023714	0.018439	0.83891	0.11164	0.016935	0.032791	0.22247	0.015531	0.014548	0.028966	0.018027	0.025386	0.030531	0.022346
Meth__cg02175308__SORT1	0.10448	0.081996	0.13878	0.09837	0.42763	0.058084	0.45975	0.089379	0.14557	0.12078	0.59406	0.077911	0.23285	0.073729	0.13155	0.096626	0.085468	0.068036	0.36367	0.076853	0.062677	0.59178	0.26869	0.14073	0.21353	0.14311	0.15385	0.82208	0.66309	0.10429	0.32077	0.3296	0.23101	0.064483	0.41248	0.15959	0.13618	0.17502	0.13478	0.11893
Meth__cg22338307__TPRKB	0.54312	0.066737	0.33324	0.82618	0.53138	0.39876	0.27838	0.23583	0.20426	0.13002	0.69906	0.14401	0.31608	0.6603	0.19154	0.05441	0.059604	0.092103	0.077684	0.36475	0.060606	0.16113	0.061381	0.062922	0.75869	0.0702	0.14374	0.05271	0.31112	0.91192	0.22019	0.055256	0.18336	0.30135	0.040685	0.102	0.055746	0.16615	0.19256	0.07625
Meth__cg04784672__LRFN5	0.90456	0.023474	0.032396	0.023618	0.66062	0.75786	0.64224	0.93455	0.032906	0.28292	0.95922	0.95503	0.7639	0.97893	0.16408	0.039842	0.18731	0.066732	0.067626	0.77887	0.90535	0.80727	0.031088	0.95224	0.8719	0.028117	0.086519	0.040132	0.57157	0.46725	0.042121	0.025892	0.60284	0.20847	0.52875	0.41658	0.71244	0.80176	0.54314	0.52011
Meth__cg17190608__CUTL2	0.064465	0.045588	0.17132	0.053682	0.90394	0.91102	0.034304	0.96495	0.024437	0.55136	0.86014	0.36085	0.64513	0.13678	0.020212	0.01745	0.029742	0.03102	0.012125	0.50812	0.1662	0.12012	0.044016	0.84919	0.70786	0.018285	0.023867	0.022727	0.9667	0.57441	0.035391	0.016137	0.023646	0.034727	0.15996	0.022513	0.067548	0.039102	0.52098	0.023
Meth__cg01761409__RAB38	0.78941	0.032149	0.33481	0.2083	0.54841	0.42468	0.24651	0.94792	0.027341	0.03725	0.6054	0.024677	0.8862	0.48255	0.024061	0.1142	0.014703	0.18887	0.041156	0.096237	0.32918	0.89392	0.28043	0.041208	0.20791	0.027005	0.044489	0.13736	0.51521	0.091618	0.051866	0.036478	0.036345	0.30632	0.45235	0.071111	0.093804	0.32541	0.30741	0.15736
Meth__cg21516287__LRRC61	0.045576	0.042584	0.07217	0.022794	0.88647	0.026196	0.82164	0.024344	0.041547	0.052231	0.023991	0.054569	0.20628	0.028482	0.056865	0.21338	0.027348	0.051925	0.026885	0.028019	0.029926	0.038135	0.92029	0.034743	0.15123	0.10835	0.066863	0.53994	0.075771	0.03631	0.14334	0.069608	0.21087	0.66971	0.056268	0.086938	0.063521	0.04879	0.1097	0.044863
Meth__cg14592099__PCDHB13	0.42486	0.031692	0.83858	0.024439	0.41555	0.3397	0.31398	0.8628	0.82236	0.06088	0.52474	0.22947	0.43908	0.71543	0.42554	0.44084	0.094061	0.12519	0.076299	0.053853	0.3699	0.68808	0.76535	0.60188	0.077865	0.45489	0.053525	0.23927	0.3187	0.31929	0.099615	0.098111	0.0875	0.53507	0.10903	0.073681	0.19962	0.18653	0.32653	0.34402
Meth__cg05922972__TSPAN3	0.035155	0.042797	0.17799	0.042105	0.028965	0.047341	0.046213	0.045611	0.060789	0.050935	0.041836	0.041003	0.071043	0.044609	0.040079	0.030367	0.034028	0.082556	0.025405	0.040859	0.048328	0.078263	0.047792	0.055429	0.10553	0.069773	0.087642	0.036619	0.13632	0.042966	0.053681	0.030643	0.034433	0.04054	0.034103	0.067262	0.037981	0.036393	0.062941	0.034771
Meth__cg02633817__FXYD3	0.10541	0.075244	0.090704	0.077682	0.19723	0.092865	0.84816	0.057599	0.5028	0.066457	0.87835	0.09057	0.078194	0.037933	0.50062	0.15298	0.81893	0.076626	0.071565	0.059768	0.10185	0.1057	0.93413	0.067147	0.55273	0.087961	0.09061	0.89869	0.12634	0.13985	0.15708	0.56874	0.90469	0.10321	0.098254	0.1141	0.098319	0.081073	0.10564	0.092869
Meth__cg10763288__DHCR7	0.086037	0.13677	0.12202	0.11879	0.23856	0.24493	0.42843	0.078581	0.057279	0.10299	0.065916	0.17609	0.09001	0.083589	0.087098	0.11924	0.15085	0.096828	0.71974	0.086405	0.057586	0.12194	0.66122	0.17737	0.48607	0.14242	0.067313	0.26046	0.15178	0.10306	0.15637	0.11428	0.68576	0.078679	0.09438	0.093506	0.085236	0.10229	0.23038	0.090708
Meth__cg02537838__C20orf151	0.054806	0.058138	0.053443	0.051723	0.84168	0.063223	0.90438	0.043171	0.046606	0.071374	0.05415	0.058861	0.079328	0.044371	0.060522	0.074077	0.87468	0.088135	0.3752	0.0485	0.058087	0.058253	0.85475	0.056401	0.74088	0.065833	0.090438	0.88156	0.11716	0.051624	0.067954	0.84203	0.48956	0.060225	0.071691	0.044814	0.068524	0.053769	0.091825	0.055417
Meth__cg10862848__GNMT	0.083171	0.10758	0.098375	0.11497	0.96915	0.093602	0.8012	0.45752	0.09722	0.094028	0.76394	0.27473	0.6165	0.06715	0.1132	0.28875	0.39957	0.098237	0.90082	0.29732	0.077794	0.076393	0.93883	0.12441	0.9181	0.08944	0.069352	0.94123	0.086146	0.095785	0.10795	0.74142	0.83493	0.40653	0.93574	0.17859	0.11195	0.1462	0.20375	0.56722
Meth__cg22166290__BCL11A	0.050306	0.052913	0.35795	0.20455	0.27685	0.47634	0.2663	0.66049	0.074392	0.91363	0.070505	0.33878	0.081503	0.5597	0.067263	0.059785	0.070264	0.092635	0.57183	0.6308	0.85975	0.5523	0.055664	0.56656	0.33118	0.064659	0.53649	0.060342	0.89592	0.066043	0.074774	0.061158	0.077817	0.37389	0.068663	0.22994	0.67374	0.80519	0.42174	0.066198
Meth__cg02998425__ADAM21	0.91957	0.022214	0.87992	0.61775	0.060832	0.59729	0.097906	0.96052	0.88027	0.34254	0.65188	0.48407	0.28164	0.037316	0.54179	0.43903	0.74457	0.072522	0.041828	0.14546	0.33397	0.92567	0.03813	0.94117	0.0625	0.22864	0.034629	0.12901	0.2955	0.061863	0.058077	0.14016	0.031694	0.77112	0.36878	0.023889	0.51482	0.55082	0.61029	0.31261
Meth__cg14080001__SH3PX3	0.083675	0.049276	0.25246	0.039691	0.049568	0.12499	0.033386	0.28488	0.039785	0.049744	0.067712	0.027172	0.087198	0.039419	0.053493	0.050793	0.045022	0.11571	0.037836	0.039914	0.068451	0.4076	0.059812	0.051197	0.084629	0.083026	0.16393	0.038552	0.066969	0.046032	0.055103	0.05553	0.042656	0.047872	0.034527	0.074591	0.39573	0.041862	0.25554	0.052996
Meth__cg04719491__HAS2	0.051057	0.038992	0.045648	0.029695	0.04045	0.048445	0.043478	0.021217	0.036516	0.038307	0.075687	0.08282	0.74925	0.033487	0.050005	0.68883	0.033115	0.18395	0.031074	0.07307	0.12608	0.24602	0.034771	0.11133	0.097469	0.032109	0.086952	0.046099	0.11534	0.24209	0.061538	0.040922	0.042724	0.061371	0.39173	0.067414	0.040216	0.039391	0.07254	0.041555
Meth__cg02915261__LSR	0.01703	0.016309	0.021607	0.014638	0.95564	0.022623	0.072631	0.013228	0.0098437	0.016956	0.017101	0.015379	0.039863	0.012081	0.015781	0.014933	0.034888	0.028708	0.013192	0.016132	0.018341	0.017493	0.077332	0.014506	0.027077	0.016669	0.02461	0.025407	0.066667	0.018225	0.052867	0.021249	0.019419	0.010828	0.016151	0.033209	0.020342	0.019912	0.035196	0.018393
Meth__cg18967533__KLK6	0.040336	0.046607	0.37624	0.51906	0.51775	0.399	0.38265	0.042959	0.035504	0.42903	0.12847	0.036861	0.065166	0.036253	0.047588	0.051771	0.72196	0.063182	0.040003	0.31538	0.21798	0.10864	0.45289	0.090245	0.14482	0.29214	0.076272	0.62021	0.10319	0.044537	0.11443	0.52084	0.043564	0.10681	0.22233	0.29315	0.050462	0.11025	0.25605	0.36477
Meth__cg13757640__ARHGAP8	0.019627	0.018656	0.019309	0.028167	0.95373	0.022511	0.9024	0.011898	0.018361	0.022705	0.017072	0.0177	0.049273	0.015085	0.018419	0.01995	0.085307	0.034516	0.34852	0.022994	0.029716	0.021817	0.83965	0.02389	0.76033	0.04247	0.036699	0.072184	0.038812	0.022358	0.03068	0.30019	0.057348	0.020387	0.019506	0.047453	0.021278	0.028678	0.045808	0.027353
Meth__cg10065416__MPP3	0.044404	0.046311	0.2643	0.061988	0.10324	0.051555	0.53155	0.13207	0.21416	0.057924	0.19794	0.17655	0.49197	0.17379	0.19095	0.12736	0.051081	0.1025	0.35759	0.38211	0.16088	0.072821	0.11366	0.16551	0.6319	0.27924	0.040192	0.070867	0.2525	0.40159	0.12243	0.045379	0.12546	0.22887	0.033734	0.052989	0.051959	0.051496	0.20084	0.053918
Meth__cg01615704__MALL	0.08749	0.02225	0.098615	0.092629	0.97955	0.10826	0.97136	0.052279	0.026854	0.11988	0.15753	0.055982	0.10004	0.13585	0.083367	0.095823	0.031042	0.11118	0.96144	0.10808	0.098705	0.044075	0.97427	0.12834	0.15359	0.12753	0.065475	0.57352	0.65201	0.10625	0.11344	0.54773	0.98124	0.030441	0.571	0.15582	0.10298	0.15308	0.15266	0.13721
Meth__cg03005055__HSPA2	0.05089	0.041645	0.12098	0.034438	0.05919	0.054058	0.048451	0.05878	0.067228	0.051478	0.72037	0.046215	0.10271	0.057709	0.060102	0.054858	0.046449	0.076131	0.062033	0.033147	0.048608	0.081124	0.054379	0.037598	0.086465	0.053371	0.10183	0.047649	0.081017	0.060256	0.055367	0.038608	0.055872	0.03885	0.061629	0.063952	0.047088	0.061166	0.075759	0.051876
Meth__cg25266232__DCC	0.09382	0.040821	0.61709	0.061837	0.40717	0.75241	0.87886	0.93344	0.23345	0.79308	0.72965	0.047567	0.081388	0.21288	0.24879	0.57088	0.46534	0.26438	0.035789	0.35927	0.57195	0.47117	0.053337	0.27712	0.31013	0.22315	0.21253	0.05589	0.86132	0.37275	0.050503	0.037986	0.074959	0.038038	0.7083	0.056073	0.049391	0.12524	0.79857	0.13092
Meth__cg11298412__DKFZP564O0823	0.048522	0.041904	0.077257	0.042579	0.53181	0.051726	0.036114	0.053048	0.030226	0.035386	0.86358	0.043655	0.14085	0.0514	0.0379	0.57878	0.033877	0.1047	0.067842	0.47811	0.2317	0.047978	0.10187	0.043062	0.080575	0.047779	0.061614	0.03251	0.1077	0.21781	0.091541	0.044265	0.033389	0.088613	0.4659	0.13804	0.039432	0.037448	0.073194	0.043711
Meth__cg13631913__MGC4399	0.040969	0.041971	0.05122	0.040847	0.040257	0.046841	0.047024	0.030056	0.048442	0.051784	0.061405	0.041198	0.071269	0.034304	0.042264	0.059108	0.044827	0.088994	0.86521	0.044421	0.046878	0.050107	0.043776	0.053428	0.06871	0.055672	0.075952	0.04283	0.10945	0.048185	0.090995	0.039139	0.035981	0.049546	0.036803	0.082219	0.05241	0.044258	0.15295	0.044436
