Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg01362183__MAP3K7IP2	0.071503	0.055937	0.070863	0.065296	0.060538	0.063076	0.10514	0.074879	0.061762	0.085371	0.061352	0.061639	0.063061	0.0782	0.070818	0.071814	0.065831	0.073821	0.055416	0.051763	0.076394	0.092616	0.12608	0.05782	0.062817	0.13415	0.062813	0.049537	0.053187	0.059974	0.060376	0.053606	0.067502	0.069598	0.0588	0.070673	0.066301
Meth__cg02588309__OSRF	0.49874	0.040982	0.83697	0.19496	0.063071	0.34164	0.097627	0.081055	0.13588	0.071327	0.066118	0.12504	0.12206	0.046072	0.10902	0.062055	0.06958	0.06777	0.052811	0.12266	0.15012	0.033153	0.54084	0.088222	0.078463	0.18227	0.095683	0.033666	0.75949	0.065278	0.099203	0.060478	0.061227	0.17156	0.073234	0.081895	0.076632
Meth__cg16793061__EYA1	0.056042	0.033111	0.20973	0.049565	0.10436	0.036777	0.044101	0.6036	0.027409	0.03277	0.038687	0.50381	0.30888	0.083299	0.045138	0.069727	0.026656	0.097199	0.57126	0.04722	0.046061	0.032795	0.54783	0.042499	0.080652	0.054935	0.13295	0.040263	0.029688	0.044208	0.036288	0.034873	0.50208	0.50106	0.053812	0.045076	0.039625
Meth__cg15498283__TALDO1	0.039577	0.032722	0.030315	0.033791	0.020562	0.030328	0.044119	0.03695	0.028482	0.035994	0.032256	0.076555	0.032948	0.031536	0.040093	0.031134	0.036572	0.080375	0.019123	0.029572	0.038298	0.033823	0.12136	0.037679	0.059507	0.095153	0.054237	0.026051	0.024981	0.025021	0.028258	0.023634	0.024788	0.25703	0.025914	0.03841	0.042976
Meth__cg00162401__GSTA4	0.03517	0.026356	0.042905	0.031388	0.027022	0.023592	0.029733	0.021647	0.027438	0.68135	0.021013	0.027681	0.047678	0.023375	0.035266	0.024402	0.026665	0.053233	0.023132	0.61832	0.49014	0.038049	0.092873	0.91444	0.028508	0.92573	0.045995	0.022211	0.027083	0.024256	0.28708	0.022659	0.43231	0.09373	0.047115	0.056068	0.040998
Meth__cg10076009__SMARCA1	0.62257	0.081307	0.075892	0.081633	0.40317	0.051164	0.092926	0.44971	0.077124	0.11336	0.084743	0.04067	0.14422	0.79256	0.085546	0.082291	0.43205	0.28209	0.080137	0.080385	0.078692	0.063281	0.19191	0.093854	0.40441	0.45206	0.10859	0.057078	0.051659	0.60436	0.089814	0.059319	0.26658	0.117	0.67125	0.079944	0.090069
Meth__cg09976774__FOXM1	0.032107	0.030156	0.030587	0.032342	0.024397	0.029706	0.039914	0.023937	0.023788	0.031781	0.032221	0.015837	0.03853	0.031305	0.033667	0.02323	0.020897	0.048157	0.028687	0.026036	0.036857	0.037574	0.053728	0.059185	0.026532	0.10313	0.037429	0.025231	0.026575	0.028382	0.021327	0.029228	0.029489	0.051084	0.039396	0.034137	0.026177
Meth__cg17430393__VSNL1	0.55686	0.022575	0.44812	0.064647	0.043326	0.36647	0.96147	0.040426	0.040048	0.043928	0.11242	0.075825	0.044276	0.25672	0.03543	0.15675	0.071807	0.048632	0.029414	0.37894	0.49901	0.030479	0.11237	0.93128	0.080645	0.19226	0.058126	0.034816	0.030474	0.025337	0.026956	0.031802	0.16361	0.38922	0.92099	0.42788	0.48828
Meth__cg13474734__FLJ43339	0.41018	0.29626	0.060816	0.92322	0.54145	0.72062	0.79286	0.059222	0.060045	0.56253	0.09533	0.59118	0.1019	0.88598	0.2517	0.058733	0.71303	0.089476	0.047423	0.79527	0.87033	0.79606	0.096045	0.81809	0.45641	0.88454	0.3031	0.2862	0.089642	0.2016	0.64456	0.56655	0.80699	0.44308	0.85419	0.74408	0.65138
Meth__cg10183248__UBTF	0.019173	0.094442	0.029881	0.21959	0.029781	0.027358	0.020151	0.013115	0.043932	0.029085	0.018949	0.39819	0.055977	0.061852	0.096578	0.054496	0.017555	0.03891	0.020907	0.044065	0.029156	0.29437	0.034523	0.044088	0.05206	0.048936	0.16519	0.026438	0.021953	0.027546	0.056155	0.047888	0.022244	0.035733	0.029095	0.028706	0.022114
Meth__cg27258787__ILF3	0.03792	0.040623	0.036491	0.045438	0.038078	0.04105	0.043501	0.018053	0.031431	0.046866	0.04096	0.084617	0.091937	0.031164	0.040839	0.035244	0.036534	0.090082	0.032249	0.032129	0.046945	0.038626	0.16025	0.041756	0.077711	0.072059	0.09466	0.032446	0.34645	0.038244	0.053742	0.033073	0.041685	0.090661	0.047127	0.034562	0.04753
Meth__cg04418492__CYP7B1	0.77473	0.19151	0.92586	0.96238	0.22537	0.57506	0.91716	0.17146	0.015501	0.023448	0.013628	0.018588	0.87847	0.68363	0.39395	0.02029	0.018827	0.026935	0.020835	0.24086	0.42752	0.32204	0.51616	0.59832	0.06304	0.90631	0.42705	0.022054	0.017605	0.17119	0.049885	0.053658	0.46885	0.21157	0.14181	0.46571	0.47913
Meth__cg00565075__EIF3S6IP	0.16894	0.045324	0.059138	0.16582	0.24645	0.38969	0.10767	0.059248	0.45149	0.075235	0.047376	0.30563	0.081729	0.043672	0.38618	0.15835	0.19964	0.10753	0.08944	0.043929	0.048825	0.048602	0.31292	0.49642	0.14972	0.40806	0.07376	0.048957	0.34894	0.12692	0.26038	0.0425	0.1817	0.0745	0.098402	0.050909	0.046548
Meth__cg15128898__FLJ23577	0.030984	0.033079	0.44777	0.053702	0.023799	0.60245	0.036053	0.15686	0.028571	0.035631	0.88942	0.042669	0.82127	0.02108	0.29196	0.02984	0.036686	0.082477	0.055112	0.025008	0.043611	0.6228	0.071861	0.032178	0.05598	0.0445	0.092751	0.029163	0.03845	0.029916	0.081366	0.026105	0.024997	0.12033	0.039754	0.025715	0.039388
Meth__cg09882647__C20orf35	0.19529	0.10757	0.76483	0.069343	0.061235	0.40313	0.11823	0.32004	0.14922	0.23111	0.067004	0.081363	0.28668	0.072448	0.10296	0.21147	0.51348	0.17281	0.30076	0.12278	0.051799	0.11476	0.56486	0.072495	0.076051	0.25543	0.06786	0.051347	0.90385	0.45887	0.087695	0.076548	0.22847	0.030689	0.046467	0.053007	0.10209
Meth__cg09643313__PPP1R9A	0.06392	0.051817	0.14764	0.046775	0.042374	0.046506	0.05428	0.067008	0.041445	0.048181	0.34399	0.087543	0.42851	0.044124	0.054103	0.04191	0.050343	0.078186	0.050845	0.067835	0.049751	0.082926	0.055614	0.054703	0.087821	0.064227	0.049749	0.079023	0.057647	0.052479	0.04306	0.043805	0.033837	0.10653	0.051455	0.036922	0.045048
Meth__cg25047001__GRIN2A	0.75761	0.040121	0.94078	0.69044	0.084179	0.89404	0.58742	0.94772	0.039532	0.069756	0.89949	0.9344	0.83612	0.058293	0.059773	0.66886	0.15128	0.10215	0.2505	0.89076	0.90675	0.26443	0.76089	0.59826	0.097175	0.63679	0.093706	0.10438	0.050262	0.050362	0.050829	0.063982	0.72184	0.096944	0.60399	0.50507	0.22779
Meth__cg14042128__CHMP2A	0.052171	0.048814	0.08645	0.064531	0.041207	0.044136	0.050613	0.048843	0.056986	0.04962	0.10959	0.24226	0.076659	0.040698	0.11225	0.077226	0.05696	0.41079	0.047403	0.521	0.51646	0.097141	0.10624	0.057916	0.060415	0.099958	0.04931	0.068397	0.052885	0.059817	0.044786	0.042263	0.040947	0.10747	0.057668	0.05024	0.051324
Meth__cg16419345__ACOX1	0.071153	0.047705	0.06257	0.42393	0.14123	0.050606	0.074853	0.027969	0.057497	0.6081	0.047019	0.15146	0.11817	0.95028	0.056515	0.065397	0.031589	0.047913	0.046763	0.10795	0.16112	0.040588	0.18301	0.65723	0.076476	0.12914	0.077499	0.025952	0.047732	0.075927	0.036152	0.030647	0.035521	0.057493	0.10202	0.042196	0.0448
Meth__cg02260587__PCDHB2	0.86158	0.028977	0.63079	0.92344	0.026623	0.03984	0.34554	0.8833	0.16324	0.048265	0.41957	0.05205	0.26046	0.028875	0.16348	0.88652	0.04831	0.1143	0.040189	0.85057	0.64029	0.92672	0.37807	0.052346	0.089894	0.36292	0.15313	0.91871	0.8079	0.074459	0.032759	0.032062	0.067242	0.12396	0.051172	0.61074	0.050703
Meth__cg27138018__HAPLN2	0.22953	0.14208	0.63967	0.7668	0.57385	0.48034	0.10897	0.25681	0.086971	0.74719	0.32511	0.53437	0.76718	0.054269	0.072633	0.54841	0.15047	0.10189	0.085138	0.086957	0.1279	0.6651	0.32951	0.12558	0.15876	0.098059	0.19967	0.053243	0.072264	0.074362	0.65672	0.099626	0.72743	0.11171	0.48957	0.16772	0.18507
Meth__cg03080344__METTL2B	0.02349	0.025343	0.020046	0.28572	0.016451	0.027646	0.02226	0.038163	0.022133	0.052293	0.017615	0.022379	0.081236	0.12614	0.021136	0.019504	0.017033	0.050153	0.017054	0.018644	0.019825	0.042548	0.05962	0.086267	0.068792	0.046163	0.11256	0.021771	0.025418	0.10163	0.082109	0.02731	0.021143	0.056088	0.023924	0.098522	0.19489
Meth__cg02322989__LRP1B	0.062129	0.064298	0.74125	0.068115	0.073911	0.078368	0.18471	0.071192	0.061829	0.072092	0.30791	0.11039	0.89342	0.044464	0.073095	0.077762	0.067565	0.069796	0.06858	0.1429	0.06614	0.063922	0.091416	0.066912	0.095124	0.12749	0.090365	0.068611	0.057997	0.066338	0.090681	0.061181	0.47112	0.089358	0.068953	0.063583	0.068895
Meth__cg08917718__PCBP4	0.060075	0.058189	0.061173	0.28017	0.042514	0.048059	0.24997	0.59831	0.062188	0.087259	0.14148	0.30548	0.30456	0.073191	0.069599	0.30685	0.045201	0.11142	0.035266	0.1088	0.091277	0.15017	0.36362	0.38306	0.13365	0.13356	0.070143	0.048707	0.092093	0.093298	0.76977	0.17902	0.048837	0.095935	0.081215	0.051487	0.065433
Meth__cg15895359__EFNB1	0.060639	0.030388	0.04666	0.025534	0.048561	0.029609	0.02646	0.024809	0.051282	0.031246	0.025402	0.048636	0.031671	0.057612	0.044482	0.023679	0.082108	0.05431	0.016473	0.023584	0.029742	0.10071	0.038188	0.028499	0.21309	0.089763	0.085623	0.078288	0.024989	0.15717	0.017794	0.024762	0.13112	0.028352	0.064236	0.044931	0.034497
Meth__cg24723331__ST8SIA1	0.75565	0.55296	0.95489	0.95573	0.94976	0.89576	0.95221	0.048658	0.092265	0.94039	0.052505	0.28361	0.11306	0.6338	0.13298	0.061203	0.062461	0.11494	0.31183	0.95343	0.96503	0.22166	0.91924	0.82828	0.078529	0.94862	0.44525	0.079522	0.036936	0.29661	0.92206	0.033929	0.90329	0.52341	0.38089	0.94044	0.94838
Meth__cg13676215__AHR	0.061177	0.029325	0.1844	0.13172	0.07064	0.04924	0.1732	0.10947	0.65804	0.062758	0.088562	0.11166	0.089719	0.035959	0.53676	0.066714	0.078289	0.061636	0.048017	0.055473	0.073671	0.15376	0.10571	0.081769	0.11998	0.089414	0.051548	0.062852	0.45087	0.071659	0.12299	0.12648	0.06815	0.081058	0.0585	0.065727	0.049481
Meth__cg25823578__PTGER2	0.089762	0.05354	0.94502	0.85727	0.11311	0.61724	0.33956	0.8466	0.0483	0.4929	0.84458	0.81435	0.79349	0.40286	0.11844	0.94228	0.045986	0.056402	0.52365	0.92655	0.72142	0.18399	0.81805	0.84305	0.06477	0.251	0.08196	0.050728	0.037615	0.91751	0.58146	0.3563	0.51197	0.068906	0.050568	0.14639	0.28882
Meth__cg22584335__ZNF512	0.06836	0.053771	0.074079	0.24747	0.087974	0.058876	0.087676	0.76665	0.075073	0.079328	0.95966	0.14668	0.91282	0.52599	0.088252	0.078267	0.065965	0.17638	0.081324	0.66897	0.64022	0.94767	0.12876	0.62255	0.12845	0.071511	0.13521	0.074286	0.57171	0.070397	0.89365	0.067343	0.96767	0.18635	0.28532	0.83368	0.9574
Meth__cg09472203__AP3B2	0.045147	0.038143	0.050268	0.044816	0.048083	0.038023	0.047212	0.056488	0.041621	0.051626	0.046709	0.10184	0.12245	0.048619	0.048145	0.052829	0.041547	0.093085	0.36316	0.035337	0.04485	0.04282	0.069654	0.04208	0.065282	0.90271	0.065209	0.042317	0.028769	0.034849	0.042218	0.036783	0.033559	0.050259	0.038146	0.037399	0.040672
Meth__cg07060572__MAML2	0.07611	0.043979	0.042543	0.15827	0.057164	0.034278	0.15987	0.054024	0.039454	0.053472	0.036762	0.049515	0.077854	0.047346	0.051011	0.044571	0.044474	0.067348	0.029326	0.074599	0.080755	0.038486	0.076118	0.073774	0.079022	0.093465	0.081549	0.035875	0.038987	0.053378	0.057657	0.0403	0.48585	0.098814	0.053131	0.15881	0.077039
Meth__cg13619915__SLITRK3	0.057752	0.037661	0.89323	0.070986	0.03718	0.44091	0.90929	0.9683	0.040031	0.2882	0.14127	0.39978	0.72452	0.97009	0.072177	0.046042	0.060035	0.1212	0.327	0.44147	0.60315	0.048533	0.88994	0.93927	0.11288	0.85477	0.81409	0.038317	0.039856	0.51223	0.92911	0.29915	0.91575	0.81101	0.05435	0.71739	0.93591
Meth__cg17803089__FANCE	0.048114	0.055721	0.88901	0.87025	0.10841	0.60572	0.14836	0.55885	0.36952	0.1257	0.25146	0.59345	0.80312	0.091966	0.31428	0.42465	0.062197	0.92507	0.072333	0.12836	0.058791	0.056709	0.27816	0.81446	0.11951	0.56634	0.086289	0.040876	0.060325	0.70946	0.34105	0.28035	0.16128	0.14317	0.082691	0.28729	0.20304
Meth__cg07477160__NDRG1	0.025971	0.021037	0.018228	0.032486	0.013486	0.67909	0.021902	0.032789	0.016875	0.018233	0.015422	0.023916	0.034742	0.012496	0.013617	0.01391	0.018869	0.023701	0.013649	0.020761	0.022759	0.017159	0.020311	0.021843	0.034016	0.028091	0.026774	0.015308	0.013034	0.014763	0.01243	0.01166	0.016047	0.035067	0.012815	0.018229	0.022459
Meth__cg26799802__PHLDA2	0.023484	0.024867	0.034802	0.044648	0.02966	0.33547	0.027098	0.023858	0.051808	0.02731	0.37504	0.062222	0.046703	0.020926	0.038605	0.036187	0.024913	0.046877	0.024703	0.027586	0.035426	0.030201	0.034512	0.032773	0.031426	0.046738	0.043085	0.050592	0.028535	0.021634	0.032395	0.026925	0.017055	0.048301	0.036128	0.026866	0.025178
Meth__cg15160742__C1orf121	0.021467	0.024227	0.021511	0.023757	0.028131	0.035698	0.031599	0.019295	0.018127	0.026898	0.02199	0.027989	0.023095	0.025298	0.02023	0.019782	0.016326	0.031436	0.020303	0.023545	0.02445	0.019342	0.03488	0.023749	0.040803	0.036079	0.082327	0.028978	0.022643	0.028132	0.021289	0.02494	0.017169	0.040181	0.027033	0.024108	0.025245
Meth__cg24194132__B4GALNT4	0.044362	0.1827	0.39297	0.058773	0.071659	0.042037	0.19622	0.74273	0.067303	0.036795	0.33298	0.091737	0.42786	0.04029	0.06589	0.30733	0.040729	0.16595	0.029461	0.051881	0.07161	0.056924	0.56601	0.095876	0.082912	0.06813	0.1648	0.057767	0.036299	0.11614	0.17555	0.054063	0.038125	0.04587	0.044352	0.063199	0.064711
Meth__cg24424381__PEX11A	0.089511	0.056338	0.060959	0.44298	0.081081	0.055615	0.056644	0.061267	0.12479	0.077559	0.035714	0.077298	0.099895	0.083744	0.087299	0.050523	0.065277	0.078566	0.066484	0.05665	0.066631	0.066579	0.091021	0.074637	0.084975	0.11212	0.11181	0.040479	0.064661	0.074451	0.084826	0.064026	0.10573	0.14634	0.071278	0.057838	0.069481
Meth__cg01401376__EYA4	0.54026	0.039168	0.37965	0.8415	0.061514	0.16069	0.83849	0.93866	0.050112	0.12754	0.050538	0.39212	0.56149	0.88671	0.051616	0.067081	0.18171	0.12348	0.0597	0.83295	0.91307	0.062551	0.58197	0.6755	0.0651	0.61384	0.10783	0.040617	0.051739	0.33678	0.046869	0.39497	0.83397	0.42529	0.40731	0.84721	0.89978
Meth__cg12682367__FLJ46358	0.069225	0.16463	0.89624	0.92268	0.87381	0.56699	0.36627	0.94254	0.026941	0.48171	0.52543	0.61677	0.45153	0.080248	0.045334	0.23518	0.81529	0.10648	0.022893	0.85437	0.89224	0.45095	0.19472	0.78013	0.029859	0.34485	0.14735	0.31335	0.5688	0.03021	0.73717	0.061537	0.13388	0.26906	0.91733	0.62944	0.37437
Meth__cg19439331__CXXC6	0.060526	0.044109	0.039611	0.17056	0.038837	0.035538	0.060549	0.033045	0.03544	0.052376	0.0463	0.029261	0.093309	0.0578	0.036776	0.49513	0.034318	0.075938	0.029527	0.038891	0.047928	0.050396	0.7814	0.054497	0.10412	0.22645	0.074185	0.0343	0.033641	0.039791	0.023538	0.033762	0.21595	0.083065	0.041269	0.095941	0.044586
Meth__cg12188860__TOP1MT	0.062679	0.03888	0.10043	0.8915	0.18936	0.31038	0.22458	0.25071	0.052525	0.14131	0.04558	0.68665	0.38254	0.65691	0.34455	0.045873	0.037389	0.19687	0.031049	0.35025	0.16217	0.48116	0.78213	0.94101	0.16584	0.38123	0.083369	0.0391	0.1427	0.050066	0.96509	0.54433	0.041261	0.12796	0.95245	0.13675	0.049469
Meth__cg19764555__AHNAK	0.015786	0.013627	0.95489	0.013621	0.012317	0.92115	0.25822	0.86872	0.82266	0.022453	0.89386	0.9196	0.17739	0.0087408	0.61081	0.66885	0.52653	0.69919	0.089433	0.55467	0.68601	0.46231	0.04377	0.062636	0.033308	0.53152	0.015092	0.52003	0.019059	0.099917	0.060696	0.3626	0.64981	0.021225	0.019231	0.033927	0.049729
Meth__cg12149391__DLG1	0.060346	0.038427	0.053483	0.04438	0.03268	0.93464	0.049628	0.31277	0.056491	0.040136	0.060142	0.046278	0.087053	0.02381	0.052887	0.093855	0.031438	0.11233	0.81696	0.030249	0.038581	0.25081	0.14355	0.047258	0.094878	0.070872	0.099385	0.068792	0.044634	0.058814	0.056233	0.05123	0.040331	0.055792	0.047398	0.055051	0.047404
Meth__cg10305797__UNQ467	0.83815	0.081272	0.89444	0.90325	0.80811	0.095983	0.77086	0.82757	0.026652	0.74507	0.3895	0.85683	0.84607	0.023164	0.040603	0.51905	0.46435	0.035297	0.02241	0.80646	0.84126	0.16025	0.10595	0.70273	0.10881	0.2242	0.25599	0.26242	0.23914	0.037441	0.74012	0.082409	0.69137	0.36993	0.85738	0.4162	0.70979
Meth__cg01794265__FAM105A	0.038804	0.096085	0.17493	0.08539	0.11229	0.11507	0.078544	0.059717	0.045064	0.04963	0.043336	0.27968	0.19068	0.044531	0.051505	0.12434	0.045642	0.17495	0.20514	0.1071	0.047553	0.037058	0.11785	0.04973	0.10044	0.10324	0.13745	0.074545	0.043772	0.11545	0.088449	0.046097	0.10157	0.10482	0.055076	0.055208	0.04757
Meth__cg15609321__ZNF512	0.086104	0.084627	0.11482	0.27653	0.11464	0.090125	0.15315	0.67583	0.13049	0.12995	0.88131	0.13257	0.77725	0.25161	0.14025	0.099819	0.095684	0.22825	0.11301	0.58882	0.62483	0.88039	0.1327	0.6363	0.29874	0.13752	0.10678	0.1058	0.65024	0.092242	0.83225	0.12447	0.91289	0.16564	0.25879	0.69445	0.84626
Meth__cg21178548__SAMD14	0.079662	0.14246	0.28604	0.034536	0.082963	0.33734	0.12859	0.047043	0.13561	0.093477	0.89944	0.22666	0.38579	0.03176	0.13867	0.50537	0.077666	0.15909	0.10473	0.077859	0.097669	0.15139	0.14449	0.056934	0.20658	0.088875	0.27388	0.041549	0.05763	0.082631	0.19253	0.13627	0.17283	0.17849	0.13411	0.094266	0.068594
Meth__cg10887021__PCDHB2	0.64448	0.082121	0.34713	0.90936	0.064935	0.064721	0.36651	0.70043	0.15851	0.092952	0.51425	0.19202	0.19434	0.065021	0.13203	0.88396	0.067827	0.14608	0.097206	0.80335	0.40337	0.71833	0.11835	0.098481	0.15736	0.51543	0.077164	0.65543	0.83482	0.31382	0.076358	0.049695	0.077309	0.2121	0.090652	0.12471	0.086715
Meth__cg07212894__SLC38A3	0.030135	0.032714	0.49075	0.35343	0.41863	0.88295	0.05027	0.95157	0.031685	0.032657	0.043102	0.30781	0.73062	0.021479	0.033214	0.54785	0.032773	0.035788	0.020179	0.95029	0.61079	0.204	0.68475	0.057107	0.068148	0.039259	0.074212	0.033644	0.025869	0.018141	0.32741	0.028142	0.62746	0.061604	0.032439	0.25362	0.29665
Meth__cg11827595__C3orf10	0.076609	0.093968	0.10199	0.097395	0.058192	0.27334	0.082879	0.054883	0.29852	0.088806	0.045192	0.19524	0.15472	0.090455	0.2754	0.18976	0.11974	0.15433	0.056714	0.063045	0.070944	0.054365	0.13624	0.078729	0.12729	0.12809	0.1667	0.050641	0.45256	0.084285	0.079752	0.072817	0.095602	0.17761	0.14668	0.086377	0.064174
Meth__cg22377998__ARVCF	0.022152	0.11817	0.048539	0.18316	0.031163	0.20169	0.030472	0.10628	0.081493	0.058167	0.28179	0.066277	0.17078	0.034812	0.043938	0.097227	0.080452	0.026812	0.018289	0.10577	0.034794	0.15559	0.61794	0.04672	0.025067	0.14563	0.064949	0.023382	0.38902	0.34514	0.01882	0.022829	0.043424	0.101	0.024478	0.025046	0.026241
Meth__cg00076645__DC-UbP	0.0555	0.045732	0.062389	0.10204	0.046428	0.40607	0.052673	0.048141	0.098928	0.074639	0.054316	0.060504	0.12044	0.029167	0.084888	0.080919	0.043059	0.11043	0.041402	0.03982	0.17718	0.035641	0.14618	0.075634	0.14204	0.44123	0.10404	0.046718	0.051683	0.061865	0.55017	0.037781	0.098272	0.094747	0.053807	0.054264	0.11907
Meth__cg14322224__DDAH1	0.04673	0.065107	0.046109	0.053136	0.07377	0.091511	0.09591	0.054988	0.15674	0.056833	0.076281	0.030788	0.3495	0.039772	0.13372	0.034778	0.044105	0.068943	0.051264	0.063687	0.057376	0.066484	0.27049	0.053545	0.054795	0.047511	0.072332	0.059986	0.72599	0.9313	0.046013	0.045902	0.040387	0.1072	0.045983	0.05199	0.056058
Meth__cg01120308__PICALM	0.10948	0.057783	0.1458	0.69281	0.37181	0.060406	0.80778	0.046029	0.85136	0.50536	0.054097	0.057689	0.17855	0.80186	0.54096	0.047176	0.15733	0.39901	0.039891	0.86158	0.87457	0.061223	0.075167	0.37706	0.70669	0.5674	0.10477	0.055519	0.051273	0.059003	0.11608	0.12682	0.17651	0.22813	0.11697	0.18105	0.4761
Meth__cg04662594__EPB49	0.14413	0.057739	0.6964	0.72603	0.43097	0.20208	0.13383	0.42758	0.54008	0.54104	0.20677	0.91205	0.57936	0.081503	0.51442	0.43806	0.83929	0.28194	0.029777	0.50257	0.29226	0.36075	0.51277	0.22274	0.069732	0.14622	0.10254	0.2259	0.084931	0.046752	0.15904	0.091194	0.56983	0.10303	0.16409	0.081246	0.060638
Meth__cg17853587__NDST3	0.049418	0.04951	0.38191	0.14902	0.11258	0.089272	0.089234	0.059754	0.052538	0.052301	0.068285	0.14228	0.16231	0.065151	0.062835	0.091229	0.084261	0.11755	0.15004	0.092503	0.076842	0.041907	0.13653	0.059035	0.10305	0.084718	0.098684	0.057066	0.055796	0.056286	0.14055	0.045441	0.56605	0.2547	0.077331	0.069909	0.060868
Meth__cg04970117__SLC6A20	0.93259	0.035729	0.90868	0.43629	0.58236	0.8895	0.96842	0.60351	0.024633	0.979	0.29665	0.2883	0.96487	0.16862	0.021016	0.95635	0.028054	0.10192	0.096087	0.98238	0.97074	0.051796	0.95151	0.96299	0.092067	0.95375	0.061897	0.3956	0.027538	0.5821	0.55218	0.020785	0.96721	0.77139	0.034661	0.62104	0.96997
Meth__cg03309050__ZNF688	0.044148	0.044872	0.10898	0.052165	0.039392	0.038417	0.039677	0.036455	0.037376	0.049486	0.063588	0.044355	0.067758	0.036274	0.047905	0.041542	0.05354	0.14222	0.048259	0.043643	0.044594	0.046021	0.17656	0.041396	0.085876	0.10768	0.073175	0.044202	0.039162	0.042419	0.054515	0.034293	0.034693	0.03935	0.04806	0.042189	0.042724
Meth__cg21245372__NUP98	0.47557	0.83623	0.95616	0.7524	0.1623	0.75827	0.52971	0.51504	0.78495	0.41848	0.35873	0.1647	0.20044	0.74342	0.60324	0.17136	0.084416	0.11138	0.5039	0.87108	0.70772	0.21853	0.86896	0.91267	0.043697	0.064904	0.35671	0.024354	0.085252	0.79063	0.46706	0.054477	0.1197	0.10784	0.055911	0.15109	0.2818
Meth__cg08996521__CISH	0.040589	0.051954	0.40845	0.71234	0.58164	0.45941	0.24995	0.73488	0.50696	0.78159	0.18028	0.60195	0.61243	0.29449	0.54968	0.14442	0.44986	0.12449	0.031246	0.43149	0.19336	0.3336	0.13053	0.77503	0.15511	0.13452	0.14414	0.036562	0.28475	0.03652	0.86932	0.24325	0.83155	0.070989	0.90924	0.87915	0.45756
Meth__cg00202702__MGC13040	0.034315	0.020151	0.40332	0.21435	0.030206	0.24888	0.89574	0.017226	0.027409	0.034114	0.032083	0.043251	0.67969	0.04085	0.0365	0.032009	0.033378	0.093387	0.02196	0.0317	0.0402	0.031321	0.43246	0.89851	0.074548	0.10726	0.048595	0.028018	0.022101	0.026554	0.055266	0.023592	0.25191	0.10579	0.038096	0.089027	0.87905
Meth__cg07850604__INSM2	0.30374	0.042459	0.044131	0.037172	0.36843	0.031894	0.45441	0.028696	0.052325	0.04551	0.067819	0.043812	0.094032	0.028305	0.042239	0.030937	0.038991	0.080029	0.055758	0.46057	0.29286	0.037121	0.8441	0.040543	0.065477	0.10341	0.059125	0.027579	0.02783	0.69495	0.028538	0.026447	0.39975	0.065059	0.073807	0.096814	0.05586
Meth__cg22862656__SCGB2A2	0.055845	0.047079	0.21466	0.24138	0.22013	0.70361	0.095397	0.84339	0.37538	0.36142	0.87111	0.17338	0.22479	0.069192	0.32953	0.46196	0.671	0.090973	0.84613	0.13823	0.13718	0.91532	0.82923	0.129	0.082081	0.16283	0.054846	0.59018	0.30056	0.88767	0.45253	0.043506	0.146	0.12228	0.18009	0.076393	0.074453
Meth__cg17615007__ZNF134	0.025968	0.015959	0.029149	0.043306	0.01671	0.020589	0.028307	0.052721	0.017221	0.016214	0.022515	0.024148	0.034007	0.011338	0.015297	0.01655	0.016759	0.048457	0.025849	0.029801	0.029365	0.027905	0.029765	0.019625	0.080836	0.44973	0.018877	0.022054	0.036893	0.019972	0.013948	0.025122	0.026079	0.02426	0.030433	0.039299	0.01824
Meth__cg22368262__C10orf35	0.039651	0.037429	0.062606	0.051952	0.043801	0.31666	0.057255	0.030565	0.041697	0.03719	0.065916	0.063094	0.079209	0.046544	0.18977	0.043717	0.038946	0.059878	0.14659	0.043221	0.047038	0.11875	0.077159	0.08073	0.065163	0.076933	0.038881	0.051578	0.039051	0.040027	0.037651	0.067186	0.029615	0.11812	0.056295	0.054744	0.06348
Meth__cg14869028__TINAGL1	0.068228	0.062479	0.067893	0.83979	0.84893	0.8138	0.83406	0.051463	0.068701	0.81607	0.060682	0.045756	0.097581	0.87674	0.071189	0.05152	0.092365	0.10536	0.64931	0.88914	0.86253	0.45233	0.10531	0.50548	0.148	0.7986	0.075731	0.10345	0.062399	0.18042	0.39098	0.060991	0.82313	0.099106	0.11027	0.79607	0.79316
Meth__cg14590817__ADARB2	0.043823	0.036339	0.11685	0.045595	0.033916	0.17098	0.26772	0.024951	0.029412	0.036761	0.29112	0.17649	0.12938	0.035679	0.03221	0.030566	0.066423	0.07293	0.036223	0.057368	0.074554	0.03541	0.14169	0.040908	0.051289	0.30501	0.051664	0.03408	0.028385	0.032301	0.022286	0.031286	0.46793	0.049035	0.040389	0.039094	0.040408
