Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg10226546__NFATC2	0.13682	0.074806	0.60618	0.39783	0.08771	0.88973	0.15567	0.10393	0.25237	0.16795	0.82509	0.19669	0.61321	0.096805	0.18656	0.27873	0.7492	0.2771	0.8454	0.091945	0.051511	0.89691	0.38647	0.11003	0.26394	0.75312	0.087212	0.50658	0.16447	0.88409	0.086852	0.088675	0.78513	0.15241	0.17553	0.14022	0.12496
Meth__cg07997737__NRTN	0.16461	0.20494	0.47987	0.23982	0.15686	0.23703	0.12488	0.82267	0.10978	0.29868	0.84916	0.64207	0.68844	0.061492	0.098994	0.65751	0.66927	0.41086	0.053234	0.48228	0.47454	0.68617	0.16821	0.13173	0.13955	0.09283	0.3792	0.072664	0.052992	0.098102	0.71981	0.10466	0.27753	0.18228	0.067509	0.086437	0.10518
Meth__cg17878972__HRASLS	0.062828	0.3283	0.79106	0.63805	0.038612	0.057541	0.080825	0.028549	0.054197	0.063224	0.068438	0.050309	0.12714	0.26967	0.070258	0.22127	0.080075	0.099439	0.10906	0.68877	0.81626	0.068956	0.43245	0.16463	0.12999	0.27989	0.18618	0.096731	0.051574	0.055961	0.054715	0.037705	0.065148	0.15132	0.060294	0.060324	0.059576
Meth__cg17914753__CYP2S1	0.055127	0.042515	0.47684	0.074429	0.21509	0.65718	0.094511	0.069396	0.041518	0.060988	0.34068	0.091251	0.19433	0.039709	0.039661	0.29473	0.049868	0.12815	0.026195	0.077849	0.096916	0.77048	0.42564	0.062998	0.051105	0.1276	0.087675	0.073398	0.046945	0.04098	0.26673	0.031027	0.27329	0.089325	0.10146	0.08165	0.27592
Meth__cg08590939__OXCT1	0.052523	0.080204	0.048738	0.20992	0.85325	0.029701	0.91022	0.041699	0.035581	0.91788	0.052928	0.037889	0.4535	0.6434	0.041804	0.034303	0.028064	0.051387	0.032012	0.92022	0.67333	0.057413	0.55231	0.19414	0.067456	0.051032	0.099256	0.035851	0.041438	0.029812	0.8242	0.025674	0.53131	0.83674	0.067649	0.24821	0.90935
Meth__cg00410419__COMMD6	0.049339	0.041656	0.053594	0.046582	0.041186	0.034297	0.046848	0.054294	0.07873	0.064257	0.041759	0.045806	0.081503	0.031399	0.059082	0.03901	0.062139	0.44287	0.038032	0.041872	0.057739	0.050645	0.082154	0.052999	0.0862	0.19008	0.07796	0.048444	0.041521	0.054604	0.051866	0.03482	0.062906	0.063541	0.040079	0.044728	0.042405
Meth__cg08296824__OSBPL3	0.059198	0.072006	0.07041	0.38759	0.057762	0.054956	0.58115	0.053581	0.055152	0.059854	0.049535	0.03295	0.068639	0.27268	0.062568	0.053468	0.057462	0.096723	0.052325	0.63634	0.39058	0.060407	0.10572	0.068429	0.10274	0.10265	0.083671	0.051688	0.05802	0.06219	0.056839	0.061716	0.056051	0.081385	0.067113	0.060543	0.065587
Meth__cg07408740__OGDH	0.098194	0.085573	0.09206	0.11141	0.1206	0.88218	0.57542	0.8921	0.24561	0.11485	0.38082	0.17523	0.48876	0.093742	0.21611	0.15348	0.081979	0.13724	0.088368	0.069114	0.10553	0.20705	0.18149	0.097212	0.19107	0.20541	0.1626	0.39404	0.17874	0.12798	0.52531	0.13036	0.47363	0.21852	0.086835	0.1208	0.278
Meth__cg26791905__PHGDH	0.042046	0.042928	0.11385	0.049856	0.046446	0.043146	0.065604	0.047124	0.031877	0.041954	0.076067	0.057467	0.1302	0.03131	0.054646	0.043863	0.042978	0.093178	0.039788	0.038405	0.047592	0.057091	0.67556	0.041364	0.074838	0.08963	0.054405	0.04652	0.036841	0.042663	0.053494	0.038602	0.037657	0.055817	0.046756	0.043637	0.055209
Meth__cg15982419__RALBP1	0.44467	0.64928	0.10159	0.47046	0.40804	0.55645	0.88673	0.53391	0.47395	0.11134	0.20619	0.40334	0.90311	0.86828	0.4106	0.067908	0.033909	0.067009	0.42059	0.23935	0.045581	0.22709	0.79283	0.49126	0.93355	0.79932	0.25659	0.038107	0.037499	0.92259	0.094593	0.12103	0.80557	0.0571	0.046709	0.93356	0.95962
Meth__cg20239740__SYT5	0.2466	0.032104	0.033829	0.78203	0.16466	0.026508	0.95653	0.039291	0.059895	0.024502	0.51797	0.9186	0.91879	0.19382	0.13686	0.042828	0.7758	0.033548	0.66167	0.64625	0.74034	0.023881	0.94295	0.95488	0.22376	0.94384	0.077487	0.027345	0.52082	0.033427	0.024182	0.022041	0.026258	0.064427	0.95497	0.035885	0.039519
Meth__cg12300353__KCTD8	0.061157	0.020782	0.97341	0.030195	0.70852	0.64549	0.97831	0.05313	0.015128	0.036799	0.97973	0.52772	0.67419	0.98654	0.34455	0.020822	0.67589	0.077853	0.32709	0.98737	0.95447	0.042894	0.94808	0.83668	0.50178	0.96404	0.044636	0.019931	0.016044	0.41941	0.014403	0.018947	0.98314	0.93671	0.48886	0.18136	0.44185
Meth__cg01962086__TNK2	0.067974	0.058146	0.74908	0.31516	0.051635	0.67953	0.070043	0.081739	0.50065	0.09101	0.073748	0.5403	0.90242	0.071194	0.40257	0.087437	0.41347	0.49145	0.11995	0.061308	0.0658	0.14252	0.16482	0.063283	0.091937	0.086845	0.060301	0.058497	0.093386	0.085991	0.051847	0.61767	0.050717	0.062908	0.086562	0.12579	0.51015
Meth__cg19191883__PTD008	0.019516	0.020328	0.024615	0.022397	0.026678	0.020268	0.019872	0.51057	0.021029	0.031699	0.021922	0.055152	0.032823	0.0094381	0.020299	0.021472	0.019926	0.032781	0.015873	0.010031	0.017341	0.023543	0.021759	0.030734	0.029431	0.049376	0.026416	0.018198	0.01618	0.02013	0.021527	0.02469	0.02166	0.18499	0.033089	0.030965	0.032775
Meth__cg13722123__GRM1	0.20062	0.064437	0.16076	0.48291	0.15217	0.15279	0.41528	0.49595	0.30261	0.081916	0.72913	0.10587	0.24535	0.079689	0.29997	0.31827	0.3195	0.15603	0.067488	0.16974	0.17702	0.093652	0.3185	0.11892	0.12372	0.2694	0.11808	0.1347	0.16879	0.075909	0.10926	0.0931	0.48428	0.14754	0.29361	0.091734	0.098739
Meth__cg20878850__AR	0.20097	0.56474	0.92547	0.073502	0.65492	0.24217	0.050238	0.87557	0.41214	0.040189	0.87117	0.64143	0.73833	0.030648	0.33386	0.44332	0.39721	0.081752	0.29316	0.093521	0.071313	0.2241	0.79492	0.051235	0.039851	0.34135	0.44485	0.039281	0.031181	0.056504	0.23424	0.079198	0.90249	0.15231	0.69154	0.22541	0.66857
Meth__cg19125999__C1orf172	0.074993	0.030801	0.050074	0.058096	0.044485	0.20764	0.034081	0.043977	0.074663	0.041112	0.057514	0.057778	0.061305	0.033389	0.067221	0.054933	0.39165	0.072659	0.050393	0.043712	0.058484	0.73115	0.71607	0.056483	0.059149	0.055103	0.088105	0.45386	0.026993	0.81534	0.031176	0.035013	0.044297	0.29478	0.090963	0.056438	0.055575
Meth__cg23583739__KDELR3	0.050493	0.57089	0.057216	0.10046	0.056546	0.041348	0.69652	0.047301	0.049108	0.048226	0.044365	0.04484	0.15308	0.36345	0.052632	0.050599	0.044922	0.091523	0.036565	0.053559	0.057388	0.062081	0.15686	0.085541	0.049093	0.51243	0.25534	0.049352	0.033905	0.030807	0.22362	0.035548	0.56431	0.11028	0.068311	0.19084	0.046658
Meth__cg07917796__DIAPH2	0.24901	0.049409	0.086742	0.05129	0.054298	0.049259	0.065359	0.22436	0.074504	0.05436	0.061158	0.04392	0.085702	0.032384	0.06142	0.06509	0.057836	0.10063	0.034868	0.065212	0.060971	0.084816	0.070749	0.058059	0.081398	0.44434	0.076978	0.040725	0.039381	0.073535	0.044711	0.049296	0.26422	0.068069	0.47063	0.047629	0.058515
Meth__cg09197965__TUBA1	0.043133	0.044593	0.25205	0.052695	0.032588	0.13339	0.047072	0.1055	0.040482	0.051316	0.075599	0.064175	0.16451	0.032524	0.04078	0.88945	0.02933	0.048608	0.036206	0.044282	0.049412	0.047515	0.080431	0.043292	0.092178	0.099136	0.080367	0.047384	0.036665	0.027641	0.12124	0.037008	0.40759	0.10526	0.045907	0.053112	0.050477
Meth__cg13518195__NUDT16	0.024716	0.027362	0.039192	0.024772	0.026321	0.028462	0.026243	0.037045	0.079161	0.022747	0.048732	0.027235	0.063437	0.014815	0.06607	0.022887	0.020306	0.061924	0.023412	0.030701	0.035927	0.029741	0.054983	0.026459	0.031369	0.053904	0.031798	0.024855	0.02047	0.03302	0.027808	0.02136	0.024727	0.041476	0.029523	0.023464	0.025129
Meth__cg24723331__ST8SIA1	0.75565	0.55296	0.95489	0.95573	0.94976	0.89576	0.95221	0.048658	0.092265	0.94039	0.052505	0.28361	0.11306	0.6338	0.13298	0.061203	0.062461	0.11494	0.31183	0.95343	0.96503	0.22166	0.91924	0.82828	0.078529	0.94862	0.44525	0.079522	0.036936	0.29661	0.92206	0.033929	0.90329	0.52341	0.38089	0.94044	0.94838
Meth__cg05920090__HSPA1A	0.018208	0.015678	0.045214	0.048192	0.018742	0.013577	0.022451	0.014991	0.022007	0.021161	0.021858	0.036877	0.024017	0.01619	0.022129	0.35652	0.019954	0.033891	0.018398	0.018452	0.025566	0.026061	0.72826	0.022547	0.027993	0.039151	0.03524	0.028059	0.02338	0.045577	0.020295	0.022942	0.017226	0.037056	0.021429	0.01722	0.023623
Meth__cg01557989__SLC24A3	0.027612	0.8211	0.98091	0.022911	0.043104	0.84653	0.019666	0.018013	0.018013	0.68885	0.027193	0.10095	0.47933	0.016355	0.023298	0.24515	0.15527	0.03942	0.0143	0.56991	0.026056	0.063027	0.88402	0.026813	0.027778	0.04031	0.60577	0.42178	0.037054	0.1872	0.28475	0.021421	0.024671	0.028118	0.21829	0.022579	0.051689
Meth__cg05661838__MOS	0.55064	0.025489	0.40308	0.78511	0.18028	0.43625	0.58524	0.83057	0.05344	0.22479	0.6783	0.24283	0.33786	0.034678	0.13338	0.69459	0.13011	0.11346	0.035843	0.27015	0.2424	0.64868	0.46893	0.096899	0.057642	0.32947	0.058949	0.084129	0.48926	0.085487	0.37429	0.050467	0.46875	0.10784	0.60336	0.36567	0.58984
Meth__cg03835332__ELL3	0.069965	0.069059	0.11619	0.054079	0.046694	0.051978	0.05682	0.045936	0.057151	0.059999	0.061218	0.050863	0.075359	0.04273	0.050741	0.055444	0.052738	0.13903	0.049908	0.043963	0.062595	0.55798	0.088843	0.055612	0.082335	0.087146	0.081719	0.048917	0.060855	0.062759	0.045221	0.045944	0.045084	0.10186	0.063851	0.055685	0.055906
Meth__cg08056146__SOX7	0.89398	0.23643	0.95995	0.65105	0.17343	0.89943	0.97038	0.083296	0.024424	0.14337	0.62864	0.045337	0.93106	0.51354	0.066663	0.56007	0.028877	0.092923	0.15546	0.97623	0.95465	0.040623	0.9327	0.91788	0.087733	0.91658	0.1332	0.040554	0.027685	0.031104	0.72079	0.038615	0.91664	0.86888	0.96465	0.90127	0.95223
Meth__cg21351994__EMX1	0.064597	0.19839	0.090284	0.06795	0.056574	0.051397	0.91365	0.17361	0.047226	0.063208	0.18415	0.19494	0.17047	0.20477	0.053278	0.098326	0.21854	0.10203	0.45476	0.071076	0.085846	0.17916	0.91217	0.083695	0.12925	0.53046	0.19998	0.055725	0.089417	0.083326	0.052291	0.051088	0.046601	0.098868	0.061853	0.055796	0.074593
Meth__cg06276653__C8ORFK32	0.8494	0.0515	0.094418	0.89647	0.04093	0.079771	0.49104	0.70741	0.035667	0.096887	0.88454	0.66948	0.13993	0.033301	0.078235	0.71585	0.46372	0.0821	0.037597	0.040236	0.042983	0.046921	0.12648	0.054398	0.076528	0.32567	0.091195	0.42556	0.31164	0.047428	0.052351	0.036792	0.6451	0.06813	0.65826	0.27985	0.12771
Meth__cg25705900__RNF144	0.06793	0.035627	0.45138	0.043002	0.042328	0.095482	0.057739	0.24556	0.048481	0.055769	0.24247	0.071832	0.19151	0.034535	0.057135	0.042534	0.060634	0.070309	0.044347	0.067664	0.055307	0.061631	0.89481	0.055456	0.15813	0.15613	0.069711	0.050225	0.1147	0.57175	0.046934	0.035337	0.045032	0.10295	0.1238	0.042402	0.04056
Meth__cg04454259__CBR3	0.055416	0.067784	0.085868	0.09093	0.038872	0.044366	0.084637	0.09828	0.043201	0.03521	0.069186	0.044566	0.081238	0.033332	0.047772	0.048491	0.049954	0.20129	0.032917	0.03293	0.10551	0.079994	0.12263	0.057869	0.086391	0.11677	0.078414	0.27438	0.043649	0.030034	0.03236	0.038425	0.61834	0.073087	0.038456	0.045191	0.059139
Meth__cg21859434__CXCR4	0.21883	0.18397	0.11052	0.024599	0.026005	0.94208	0.028216	0.013046	0.023924	0.026126	0.8329	0.051084	0.5378	0.020264	0.027483	0.14199	0.027733	0.3169	0.029496	0.020306	0.024364	0.031665	0.89604	0.025663	0.062981	0.032588	0.042498	0.02079	0.033734	0.87231	0.024489	0.020218	0.87619	0.071086	0.030983	0.038267	0.031072
Meth__cg27096144__MSX2	0.067427	0.060491	0.064949	0.068335	0.032816	0.5947	0.080544	0.34127	0.47259	0.046397	0.086549	0.048794	0.068418	0.040438	0.48498	0.32356	0.14614	0.088427	0.044517	0.047081	0.067768	0.25712	0.83405	0.065878	0.068574	0.086446	0.075631	0.68743	0.054821	0.04458	0.039092	0.038556	0.046571	0.078282	0.054848	0.053536	0.062085
Meth__cg08918749__LPL	0.87543	0.15588	0.878	0.18739	0.13548	0.88038	0.86145	0.19538	0.048357	0.11513	0.25774	0.062179	0.79618	0.61913	0.41532	0.525	0.071348	0.13319	0.42502	0.88035	0.83867	0.077495	0.80762	0.15806	0.12142	0.8505	0.12977	0.047672	0.043854	0.25616	0.071505	0.065518	0.87765	0.28798	0.061029	0.5333	0.41344
Meth__cg19572242__IRAK1	0.36002	0.053612	0.061108	0.060417	0.28595	0.038619	0.053545	0.24307	0.039273	0.39925	0.042687	0.068364	0.086222	0.0345	0.045933	0.27507	0.24364	0.10986	0.052148	0.026831	0.055154	0.39837	0.061197	0.063227	0.22512	0.24196	0.087979	0.31368	0.032502	0.17774	0.041393	0.033292	0.13147	0.13971	0.43743	0.21774	0.041471
Meth__cg20881888__ZMYND10	0.029907	0.0187	0.034666	0.4262	0.031289	0.56993	0.031474	0.030219	0.028307	0.036122	0.68542	0.51105	0.8715	0.015415	0.031063	0.05161	0.044217	0.073877	0.020707	0.23688	0.036455	0.4117	0.15812	0.036873	0.064326	0.63565	0.02877	0.018317	0.047208	0.68422	0.56163	0.73197	0.13429	0.046769	0.02482	0.26196	0.6122
Meth__cg15783027__NFKBIL2	0.30593	0.099826	0.27722	0.10904	0.10175	0.10164	0.057504	0.050488	0.070853	0.12067	0.05886	0.48763	0.26254	0.024468	0.076923	0.23037	0.045312	0.1008	0.027678	0.084644	0.18275	0.48282	0.28591	0.1224	0.080675	0.26383	0.25	0.039134	0.030536	0.17354	0.062392	0.060606	0.052078	0.40856	0.072257	0.046165	0.0373
Meth__cg13997435__S100A2	0.051686	0.15071	0.049348	0.38887	0.55394	0.040764	0.6049	0.020118	0.35763	0.63282	0.65598	0.024283	0.053787	0.61173	0.34525	0.03444	0.040098	0.08549	0.0314	0.57216	0.77358	0.049118	0.094232	0.51519	0.15065	0.49597	0.27491	0.036023	0.033339	0.049017	0.27137	0.05212	0.047993	0.34487	0.67144	0.55196	0.43255
Meth__cg06489804__FBXW9	0.051413	0.041767	0.068842	0.074586	0.039474	0.059964	0.051626	0.081995	0.052683	0.041488	0.055118	0.037315	0.11228	0.027297	0.06058	0.039552	0.036346	0.081525	0.036464	0.029035	0.072258	0.051455	0.60235	0.060573	0.07343	0.11067	0.054774	0.046589	0.039599	0.040436	0.043845	0.048026	0.036687	0.044543	0.046852	0.045384	0.052735
Meth__cg06981182__C10orf59	0.61137	0.070592	0.087392	0.91535	0.08291	0.90222	0.068847	0.034723	0.048838	0.61946	0.56736	0.1383	0.90052	0.032272	0.068891	0.073012	0.047696	0.0895	0.050917	0.042279	0.060715	0.23261	0.12711	0.4904	0.10013	0.11615	0.17001	0.28538	0.53793	0.17021	0.097911	0.055253	0.88652	0.43443	0.057492	0.20871	0.48137
Meth__cg14696348__MC1R	0.047648	0.089092	0.97473	0.71196	0.1274	0.036569	0.04325	0.049651	0.05608	0.047858	0.035193	0.66583	0.20369	0.058627	0.087566	0.19321	0.041352	0.61386	0.027895	0.026014	0.039102	0.046856	0.073609	0.50391	0.065985	0.43933	0.19223	0.03612	0.041752	0.33196	0.95478	0.035606	0.96612	0.96105	0.047694	0.03974	0.52808
Meth__cg23306832__KIAA0999	0.12917	0.28571	0.10366	0.77848	0.1466	0.075892	0.14904	0.10899	0.091907	0.14736	0.06777	0.27951	0.22117	0.11887	0.1923	0.099824	0.13674	0.098092	0.23954	0.20934	0.26899	0.096544	0.38502	0.18559	0.13434	0.098275	0.5904	0.076769	0.071506	0.1268	0.14592	0.22941	0.12441	0.29313	0.72414	0.32	0.47305
Meth__cg01401376__EYA4	0.54026	0.039168	0.37965	0.8415	0.061514	0.16069	0.83849	0.93866	0.050112	0.12754	0.050538	0.39212	0.56149	0.88671	0.051616	0.067081	0.18171	0.12348	0.0597	0.83295	0.91307	0.062551	0.58197	0.6755	0.0651	0.61384	0.10783	0.040617	0.051739	0.33678	0.046869	0.39497	0.83397	0.42529	0.40731	0.84721	0.89978
Meth__cg18219951__GABRG2	0.16308	0.060276	0.52009	0.37071	0.085969	0.07614	0.11421	0.19981	0.29191	0.084848	0.68721	0.095469	0.17578	0.076949	0.22915	0.15073	0.098958	0.1468	0.095361	0.071571	0.10273	0.10928	0.11689	0.088433	0.089539	0.20181	0.077028	0.057186	0.10966	0.28276	0.28195	0.047553	0.069846	0.090738	0.088407	0.11147	0.097542
Meth__cg13176979__HMGN3	0.074923	0.083766	0.8857	0.3415	0.14069	0.60626	0.13627	0.097706	0.83732	0.25852	0.15213	0.57352	0.33718	0.035826	0.61544	0.35248	0.27111	0.69867	0.81906	0.23297	0.19711	0.36415	0.3159	0.089257	0.13887	0.11114	0.11382	0.068275	0.47312	0.48731	0.25694	0.17346	0.23624	0.29317	0.25092	0.1937	0.16356
Meth__cg13397379__OR2C3	0.66172	0.017001	0.21709	0.38944	0.048304	0.62305	0.58342	0.67434	0.01717	0.030705	0.56886	0.79678	0.1192	0.025338	0.08287	0.48027	0.49497	0.048011	0.018126	0.027299	0.031291	0.12127	0.40912	0.056057	0.046202	0.428	0.035371	0.066727	0.75452	0.049427	0.35521	0.045074	0.074362	0.029918	0.05713	0.24402	0.26688
Meth__cg01657408__FLJ31951	0.056304	0.019914	0.030911	0.78202	0.69986	0.02413	0.39119	0.02268	0.023422	0.055705	0.02247	0.01303	0.0276	0.091871	0.030309	0.01793	0.022291	0.037063	0.020359	0.084332	0.29784	0.033927	0.036342	0.80535	0.047826	0.92188	0.041725	0.021192	0.025951	0.023311	0.73507	0.13015	0.021771	0.039444	0.32079	0.37812	0.82648
Meth__cg10541755__EIF5A2	0.65877	0.68829	0.8008	0.82091	0.57554	0.045486	0.94564	0.74079	0.099487	0.055826	0.37656	0.26218	0.92862	0.78157	0.42621	0.27817	0.045576	0.1688	0.046512	0.90882	0.45554	0.067737	0.11467	0.88709	0.10956	0.8227	0.46127	0.059665	0.0528	0.055668	0.15426	0.4254	0.93955	0.70477	0.70474	0.55335	0.60877
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10457	0.10611	0.064654	0.5951	0.11245	0.59318	0.076529	0.11617	0.2313	0.14534	0.1777	0.039736	0.054874	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.15407	0.46397	0.093381	0.25091	0.13924	0.10808	0.40976	0.11321	0.35144	0.3118	0.07333	0.10159	0.10894	0.057143	0.073786	0.10372
Meth__cg12576145__AMMECR1	0.44308	0.031657	0.042054	0.048755	0.082143	0.038323	0.052395	0.3584	0.067821	0.26031	0.037575	0.058747	0.08672	0.032847	0.068102	0.38481	0.31284	0.12758	0.036339	0.050803	0.034284	0.1122	0.15086	0.060225	0.20653	0.32196	0.061009	0.44187	0.032475	0.12452	0.041734	0.032804	0.18882	0.048482	0.48822	0.088324	0.039658
Meth__cg21229859__MYEF2	0.054479	0.23617	0.31135	0.056921	0.040498	0.044654	0.046327	0.074722	0.054798	0.062031	0.21816	0.056998	0.59312	0.041457	0.056442	0.059199	0.052067	0.077192	0.053544	0.0544	0.055881	0.068866	0.10587	0.068066	0.26443	0.068714	0.074814	0.24792	0.044929	0.064922	0.046513	0.038526	0.044128	0.11688	0.065853	0.051999	0.056526
Meth__cg01043330__RIC3	0.78485	0.062451	0.28193	0.49168	0.30708	0.2426	0.27622	0.18499	0.53046	0.51471	0.057691	0.53948	0.44023	0.065838	0.50362	0.53838	0.077662	0.13031	0.055902	0.10904	0.14578	0.11986	0.20925	0.13538	0.067607	0.24089	0.12409	0.13134	0.12184	0.11102	0.44008	0.07502	0.16111	0.11975	0.087327	0.30688	0.32526
Meth__cg26689483__QDPR	0.058962	0.85369	0.86999	0.099822	0.70647	0.054573	0.50643	0.45751	0.057149	0.85393	0.08317	0.1519	0.20555	0.57653	0.14257	0.063258	0.062644	0.18405	0.06362	0.86165	0.85767	0.57833	0.57082	0.7946	0.26166	0.26189	0.66361	0.078431	0.058416	0.088161	0.81632	0.47314	0.16981	0.10413	0.26835	0.73413	0.8749
Meth__cg24256211__SAMD4A	0.25445	0.32127	0.060854	0.76729	0.68995	0.038066	0.75559	0.082467	0.16908	0.33409	0.22815	0.31118	0.27128	0.18784	0.12834	0.082049	0.021355	0.14011	0.040153	0.54842	0.35634	0.20628	0.081409	0.67088	0.1095	0.50788	0.25002	0.05856	0.034255	0.073037	0.75977	0.1694	0.03643	0.082951	0.22215	0.66461	0.63614
Meth__cg13043509__GIMAP5	0.90812	0.020276	0.89079	0.77423	0.72687	0.15434	0.58642	0.5064	0.92601	0.67303	0.93038	0.32281	0.67326	0.016962	0.73466	0.87493	0.91521	0.19976	0.026992	0.56925	0.34928	0.044946	0.21834	0.090788	0.053406	0.28039	0.034524	0.023248	0.38193	0.033053	0.90633	0.042787	0.32209	0.07185	0.50926	0.58894	0.45356
Meth__cg02765328__CCND2	0.49722	0.03368	0.69268	0.080451	0.066181	0.96614	0.66837	0.95937	0.080732	0.067905	0.96926	0.77828	0.54768	0.9184	0.10595	0.050696	0.35723	0.086547	0.42526	0.96559	0.89328	0.05819	0.9057	0.47593	0.095794	0.93685	0.096048	0.024801	0.24462	0.087489	0.043471	0.03524	0.7729	0.18026	0.079979	0.33784	0.45137
Meth__cg27132814__C20orf79	0.51757	0.051434	0.56885	0.79757	0.68384	0.051717	0.34161	0.87841	0.89837	0.46006	0.25412	0.6612	0.3957	0.051443	0.79917	0.56897	0.25382	0.36356	0.044186	0.5387	0.57262	0.069459	0.066365	0.18178	0.10308	0.2409	0.087176	0.090596	0.37188	0.086993	0.48375	0.050194	0.23175	0.16645	0.34709	0.26514	0.29013
Meth__cg23751724__C20orf133	0.056922	0.018299	0.043397	0.021794	0.016134	0.057186	0.020019	0.01558	0.012029	0.026751	0.03648	0.020375	0.12546	0.013994	0.018587	0.018727	0.023218	0.072817	0.016123	0.015828	0.033901	0.01858	0.43454	0.028673	0.044622	0.035291	0.026982	0.024428	0.024476	0.06197	0.016296	0.023876	0.018709	0.028334	0.025607	0.023192	0.016048
Meth__cg14506552__NPPB	0.23237	0.019227	0.96276	0.40736	0.43147	0.91428	0.46021	0.59589	0.024631	0.072859	0.94043	0.40909	0.95754	0.071819	0.11652	0.45172	0.66544	0.17091	0.024873	0.26198	0.83467	0.069968	0.92429	0.1429	0.036201	0.90484	0.038932	0.43063	0.55953	0.50758	0.097328	0.10512	0.8794	0.052182	0.039446	0.43932	0.47383
Meth__cg18552413__DARC	0.39641	0.025968	0.14875	0.18826	0.075529	0.1914	0.039489	0.047051	0.19746	0.036696	0.071566	0.22553	0.56608	0.019753	0.14085	0.12059	0.055925	0.03531	0.020933	0.18371	0.11811	0.040045	0.1319	0.044091	0.040609	0.079894	0.038542	0.023939	0.54605	0.61807	0.016684	0.045373	0.030888	0.031135	0.15681	0.13601	0.25059
Meth__cg11140785__ZNF264	0.026863	0.024425	0.035768	0.027875	0.025434	0.029618	0.036554	0.050246	0.023486	0.031731	0.03232	0.016231	0.93105	0.48656	0.037365	0.032291	0.026934	0.043379	0.024853	0.86126	0.8522	0.058558	0.28403	0.037748	0.030193	0.080161	0.040707	0.032671	0.031718	0.027227	0.027443	0.019731	0.022155	0.055778	0.035581	0.040462	0.028191
Meth__cg07693270__RPL39L	0.064848	0.032108	0.17665	0.18755	0.69804	0.40706	0.034549	0.040701	0.94949	0.061887	0.022022	0.83672	0.040763	0.70975	0.76797	0.11367	0.042175	0.03842	0.7867	0.56583	0.53731	0.027058	0.073343	0.95756	0.12649	0.9591	0.062588	0.02431	0.020174	0.98113	0.86316	0.55095	0.02639	0.42463	0.033429	0.97398	0.95477
Meth__cg27067618__CYP4F3	0.08855	0.089527	0.12026	0.53711	0.37852	0.079858	0.19628	0.17027	0.066329	0.21437	0.23001	0.17965	0.14566	0.39841	0.070621	0.19431	0.091667	0.29572	0.074648	0.33822	0.53127	0.08717	0.14756	0.62848	0.23643	0.47864	0.27521	0.11335	0.070583	0.10191	0.46678	0.10514	0.16484	0.54781	0.25907	0.40497	0.19539
Meth__cg00948524__RNF135	0.025061	0.064434	0.029812	0.028212	0.02418	0.46966	0.040306	0.047157	0.054104	0.10567	0.02759	0.079675	0.061829	0.029792	0.04445	0.032299	0.025079	0.054474	0.030952	0.032944	0.054691	0.04137	0.26302	0.035023	0.041673	0.10438	0.036844	0.03711	0.030841	0.050356	0.097749	0.028373	0.027511	0.041164	0.036888	0.037101	0.48106
Meth__cg24680924__EPHB6	0.040422	0.034107	0.047542	0.051553	0.06567	0.69007	0.04877	0.032353	0.02523	0.068449	0.7021	0.051616	0.056778	0.021014	0.034678	0.072343	0.066088	0.073849	0.021367	0.83666	0.68127	0.21459	0.9426	0.041512	0.1485	0.86226	0.051155	0.033642	0.022625	0.041968	0.53623	0.024554	0.59315	0.087021	0.13539	0.029774	0.048278
Meth__cg18017908__C17orf76	0.089155	0.19105	0.30644	0.11994	0.24517	0.616	0.15913	0.19476	0.065094	0.13261	0.56744	0.41306	0.43513	0.10402	0.1148	0.14825	0.73764	0.16665	0.075222	0.17006	0.17442	0.37132	0.32175	0.15135	0.20723	0.21824	0.19426	0.84405	0.046303	0.74036	0.10311	0.15937	0.29847	0.13803	0.31355	0.20538	0.11744
Meth__cg04733302__TTC18	0.067138	0.030458	0.094873	0.0866	0.085997	0.065968	0.11834	0.88023	0.05178	0.082706	0.093983	0.1956	0.15077	0.04637	0.05982	0.074523	0.075105	0.11223	0.070866	0.067636	0.082955	0.24824	0.10884	0.07829	0.12748	0.1743	0.063786	0.38476	0.070754	0.07079	0.058107	0.067568	0.095089	0.23301	0.068988	0.067047	0.048474
Meth__cg15736338__FAM19A2	0.056122	0.051214	0.8968	0.18771	0.043911	0.10063	0.085283	0.68502	0.074184	0.057704	0.15251	0.097281	0.18331	0.37483	0.064974	0.075134	0.061625	0.12385	0.075187	0.25004	0.10444	0.1059	0.53588	0.21871	0.10506	0.67069	0.22968	0.057973	0.062362	0.097478	0.057095	0.091367	0.14087	0.091349	0.52406	0.41583	0.21665
