Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg05674444__C21orf99	0.096849	0.10673	0.24527	0.1332	0.10315	0.24778	0.44173	0.66817	0.11859	0.43303	0.13062	0.14513	0.54105	0.4987	0.22598	0.16163	0.13658	0.21978	0.19328	0.41704	0.18908	0.12452	0.089165	0.14433	0.08493	0.11475	0.080916	0.1345	0.12959	0.08734	0.21556	0.11277	0.118	0.1184	0.087619
Meth__cg20909686__OVOL1	0.088069	0.069777	0.13726	0.086874	0.97643	0.12061	0.095068	0.1036	0.083642	0.49847	0.77619	0.14138	0.10482	0.95575	0.79925	0.13779	0.77941	0.09988	0.11669	0.97623	0.95658	0.13472	0.15399	0.27786	0.090363	0.78106	0.14531	0.9805	0.05763	0.13551	0.11476	0.054725	0.17166	0.6407	0.57205
Meth__cg27025856__HDAC11	0.053353	0.70867	0.47145	0.56287	0.92511	0.77129	0.097671	0.049185	0.21619	0.056302	0.17443	0.54809	0.05676	0.12708	0.08578	0.13033	0.69588	0.056601	0.063515	0.80216	0.16607	0.21125	0.36138	0.16768	0.71838	0.043625	0.046992	0.1565	0.084269	0.074174	0.084629	0.14435	0.079824	0.084647	0.059659
Meth__cg00873937__ATOH7	0.031575	0.021222	0.092145	0.038967	0.17385	0.040172	0.10974	0.037651	0.028476	0.062693	0.070791	0.10651	0.036556	0.053897	0.032147	0.093449	0.040273	0.03011	0.03855	0.062376	0.085501	0.040251	0.04051	0.050303	0.029361	0.038537	0.033302	0.078839	0.039632	0.030279	0.081451	0.060383	0.035868	0.038939	0.059402
Meth__cg12799835__FLJ31204	0.074972	0.036908	0.093822	0.052135	0.64925	0.08453	0.11915	0.052035	0.17094	0.17595	0.083715	0.078836	0.058803	0.051141	0.054266	0.055504	0.07855	0.039059	0.070827	0.054815	0.095963	0.038348	0.059843	0.24583	0.073947	0.069707	0.038801	0.070894	0.040712	0.037516	0.18095	0.09611	0.027178	0.053927	0.060354
SNP__POU6F2	0.01	0.649	0.2	0.468	-2.998	0.082	-0.437	0.427	0.256	-0.078	0.092	0.559	0.197	-0.399	-0.026	0.566	0.253	0.141	-0.291	0.406	0.104	0.17	0.191	-0.085	0.578	0.431	-0.201	-0.027	0.546	-1.934	0.126	0.315	0.335	0.558	0.36
Meth__cg00331237__CSRP2	0.25239	0.54608	0.46467	0.73612	0.042699	0.66618	0.13641	0.12935	0.18227	0.063394	0.34348	0.66212	0.26461	0.074577	0.034175	0.28723	0.044619	0.34247	0.27764	0.050055	0.0684	0.10953	0.099048	0.14823	0.16969	0.035962	0.038256	0.047198	0.91295	0.12494	0.81657	0.75682	0.43282	0.7327	0.66995
Meth__cg10487127__ATXN1	0.031048	0.016482	0.019657	0.030239	0.028549	0.024813	0.023439	0.2333	0.021586	0.039272	0.064111	0.064743	0.21108	0.022886	0.014967	0.052545	0.019507	0.029594	0.02431	0.024238	0.084788	0.029507	0.048712	0.074814	0.041329	0.02829	0.015346	0.014637	0.020719	0.022501	0.023456	0.044305	0.026917	0.037827	0.033781
Meth__cg27610561__SLC2A10	0.084748	0.19747	0.94814	0.059762	0.89157	0.095835	0.89039	0.92983	0.49355	0.9582	0.89256	0.90539	0.55302	0.8837	0.95718	0.89835	0.95577	0.39821	0.68533	0.93058	0.85798	0.069955	0.066386	0.10163	0.26406	0.6479	0.94005	0.70686	0.027151	0.032595	0.028574	0.20765	0.06148	0.057998	0.075305
Meth__cg04956511__PTPN6	0.03225	0.022618	0.031017	0.038527	0.9805	0.040832	0.31457	0.053368	0.032539	0.095867	0.049161	0.040184	0.047216	0.026186	0.98352	0.10567	0.98399	0.020275	0.032936	0.97769	0.59746	0.034722	0.058024	0.060752	0.07638	0.96965	0.021993	0.68302	0.033035	0.02673	0.023815	0.062668	0.033818	0.028054	0.029209
Meth__cg25692323__ZNF485	0.087108	0.15162	0.2213	0.033591	0.44061	0.046127	0.78223	0.50887	0.039526	0.59286	0.43867	0.47698	0.45543	0.39686	0.31686	0.13512	0.11028	0.040486	0.035356	0.31127	0.63543	0.037032	0.073809	0.089084	0.11232	0.2858	0.65739	0.68933	0.045598	0.053071	0.060431	0.079449	0.040326	0.040716	0.033674
Meth__cg01261503__POLG2	0.3366	0.17823	0.097408	0.10034	0.091284	0.099676	0.061334	0.083586	0.11814	0.095438	0.20519	0.19569	0.13162	0.10018	0.063872	0.10043	0.07802	0.11722	0.15459	0.093648	0.11552	0.10707	0.15409	0.1421	0.16383	0.052749	0.063636	0.09043	0.14866	0.11963	0.16216	0.21183	0.12271	0.24593	0.084346
Meth__cg09666654__MYO1B	0.043646	0.61817	0.04846	0.046571	0.04049	0.049447	0.032843	0.043413	0.043407	0.036544	0.055168	0.064489	0.043944	0.049825	0.037383	0.11801	0.032335	0.040005	0.033693	0.04536	0.071266	0.061145	0.10706	0.41185	0.085913	0.036131	0.027308	0.031589	0.023986	0.032112	0.48511	0.063301	0.057078	0.069944	0.30376
Meth__cg14377593__TFPI2	0.052222	0.18472	0.52509	0.059552	0.035669	0.056639	0.49504	0.033993	0.045105	0.65895	0.052514	0.4865	0.038267	0.59648	0.04946	0.080742	0.34979	0.042525	0.045265	0.058205	0.065539	0.042852	0.087285	0.63887	0.061178	0.042012	0.039235	0.38343	0.18087	0.043335	0.8736	0.8872	0.046292	0.034451	0.044756
SNP__LOC646663	0.003	-0.119	-2.47	0.093	0.219	0.1	0.152	0.408	-2.377	-0.364	0.594	-2.083	0.593	-0.392	0.016	0.095	-2.244	-0.019	-0.177	0.619	0.119	0.189	0.666	-0.021	0.042	-0.159	-0.223	0.002	-1.959	-2.285	0.802	-0.286	0.078	0.066	0.001
Meth__cg05040429__SAMD12	0.051656	0.011538	0.051168	0.029887	0.42853	0.037337	0.02934	0.047865	0.046499	0.58447	0.015383	0.036139	0.031844	0.043676	0.033142	0.033652	0.026078	0.025699	0.032639	0.037488	0.20462	0.028881	0.066898	0.053871	0.02294	0.031379	0.025397	0.046949	0.043438	0.024204	0.03052	0.1014	0.04007	0.046505	0.03257
Meth__cg23970089__ATP5I	0.034402	0.031159	0.10151	0.067217	0.062311	0.040224	0.046048	0.081541	0.039045	0.04128	0.047944	0.062962	0.077819	0.036382	0.047075	0.060668	0.51674	0.029172	0.041004	0.21013	0.40636	0.055858	0.055783	0.070662	0.061447	0.028785	0.036755	0.061434	0.077779	0.031284	0.032329	0.051549	0.045303	0.032055	0.032446
Meth__cg00066816__IL12B	0.060987	0.047143	0.14915	0.52105	0.5711	0.50049	0.08661	0.058991	0.058147	0.095852	0.58085	0.83323	0.068351	0.084994	0.11857	0.12041	0.86557	0.082321	0.16143	0.88479	0.27145	0.072914	0.11443	0.79863	0.083999	0.054437	0.061571	0.1298	0.35338	0.051495	0.88138	0.21251	0.23852	0.095459	0.047229
Meth__cg10061117__SORL1	0.016696	0.013689	0.74631	0.021845	0.44619	0.021847	0.023665	0.01197	0.018013	0.081166	0.15029	0.11838	0.01507	0.08672	0.042547	0.2004	0.01206	0.052458	0.059021	0.033392	0.83941	0.011425	0.038462	0.053218	0.020979	0.024111	0.22595	0.029946	0.23923	0.014094	0.01447	0.022636	0.016701	0.01898	0.031188
Meth__cg26374101__ARRDC1	0.035939	0.042679	0.043988	0.036489	0.16274	0.034814	0.04174	0.02674	0.033582	0.063952	0.029713	0.081002	0.039945	0.035997	0.05375	0.044843	0.3569	0.038475	0.052027	0.73131	0.071728	0.029703	0.048351	0.05934	0.099701	0.039975	0.026916	0.061672	0.02834	0.023986	0.021949	0.061266	0.034212	0.028491	0.036881
Meth__cg27177839__JAG2	0.08899	0.060645	0.60567	0.31013	0.94036	0.10147	0.61393	0.088866	0.15169	0.58553	0.86708	0.82718	0.10766	0.66996	0.56537	0.45224	0.066413	0.35718	0.37195	0.93782	0.82227	0.077262	0.079014	0.074331	0.11406	0.24268	0.49836	0.51875	0.42621	0.037549	0.24427	0.11777	0.082431	0.20086	0.088566
Meth__cg24058120__MFI2	0.052167	0.039965	0.6361	0.53384	0.68277	0.03973	0.090594	0.03314	0.041962	0.037503	0.089155	0.66511	0.037388	0.046287	0.069035	0.31298	0.34965	0.021882	0.064335	0.041514	0.078923	0.070674	0.043617	0.56133	0.07097	0.035307	0.027253	0.28086	0.044633	0.024447	0.026692	0.0894	0.038104	0.038713	0.034552
Meth__cg07356771__CHDH	0.026199	0.68475	0.029897	0.031692	0.43945	0.036983	0.041484	0.022654	0.026497	0.023215	0.025638	0.10288	0.021177	0.36616	0.029444	0.054787	0.50864	0.021048	0.035629	0.25344	0.92074	0.032423	0.035239	0.05302	0.41344	0.027247	0.02763	0.080016	0.44051	0.031413	0.96754	0.035192	0.029138	0.034941	0.023572
Meth__cg01934790__FBXL16	0.051527	0.1927	0.60033	0.27971	0.16109	0.54812	0.43969	0.078774	0.047925	0.68644	0.4825	0.78443	0.081153	0.63273	0.33832	0.28018	0.038323	0.35667	0.39315	0.7464	0.75061	0.11512	0.11098	0.16179	0.10304	0.053463	0.10091	0.066274	0.092326	0.13848	0.054936	0.12806	0.062885	0.15221	0.1294
Meth__cg02197293__FBXO27	0.17585	0.54089	0.12411	0.92084	0.92746	0.91801	0.069474	0.090888	0.86491	0.73878	0.52228	0.85423	0.26581	0.91794	0.092248	0.11782	0.27599	0.090925	0.49539	0.93735	0.30155	0.27511	0.287	0.87348	0.3183	0.1284	0.11144	0.87683	0.12801	0.73332	0.3258	0.1666	0.083194	0.2002	0.79184
Meth__cg15014458__LYPD3	0.022762	0.015946	0.02478	0.0206	0.9626	0.028331	0.02388	0.022456	0.018656	0.10169	0.042575	0.024098	0.019666	0.026175	0.33324	0.024142	0.075374	0.017774	0.021623	0.29879	0.85454	0.021726	0.038514	0.07516	0.03547	0.86683	0.020285	0.024045	0.019967	0.019013	0.016825	0.035497	0.024875	0.020836	0.020043
Meth__cg23696834__GNMT	0.04329	0.029849	0.055872	0.037572	0.92639	0.042716	0.065705	0.029387	0.040277	0.2738	0.033355	0.099523	0.044029	0.029772	0.03954	0.10053	0.63321	0.027718	0.040101	0.90656	0.84646	0.03602	0.050961	0.099786	0.066837	0.27245	0.030988	0.094434	0.038535	0.030219	0.045157	0.061272	0.040513	0.037318	0.046433
Meth__cg00616129__STYK1	0.051211	0.044281	0.097431	0.092377	0.69054	0.077649	0.057729	0.042107	0.064352	0.056382	0.052474	0.24573	0.055378	0.059216	0.094055	0.1153	0.28818	0.059272	0.064288	0.053178	0.20678	0.068774	0.067521	0.31169	0.087672	0.042336	0.04816	0.05007	0.11003	0.035587	0.084263	0.25701	0.055201	0.043259	0.057516
Meth__cg26381783__ANKRD15	0.092698	0.16341	0.49184	0.046106	0.87046	0.072404	0.10366	0.052233	0.04701	0.50836	0.064554	0.095326	0.060064	0.036732	0.16343	0.15581	0.48817	0.44825	0.31383	0.21534	0.73822	0.057934	0.37277	0.079035	0.44049	0.041773	0.035719	0.27478	0.40988	0.036615	0.064096	0.073009	0.040296	0.038904	0.051056
Meth__cg21602160__AOC3	0.11882	0.10507	0.35813	0.52162	0.34316	0.16892	0.82081	0.37593	0.18767	0.29037	0.78503	0.27364	0.25571	0.20615	0.44181	0.16472	0.073569	0.12156	0.14726	0.55568	0.32335	0.31855	0.11785	0.24326	0.10149	0.12325	0.28906	0.13469	0.58488	0.10513	0.14666	0.056917	0.14286	0.11211	0.092162
Meth__cg23217005__MT1F	0.065846	0.50595	0.082793	0.43504	0.9517	0.06783	0.56787	0.071708	0.062787	0.060957	0.58913	0.13741	0.075295	0.69242	0.08819	0.090309	0.73115	0.058965	0.095663	0.59145	0.79067	0.064845	0.086209	0.11265	0.12197	0.53543	0.042141	0.51786	0.22654	0.058045	0.060862	0.099422	0.061651	0.049219	0.071936
Meth__cg20070077__GADD45G	0.050047	0.058704	0.04248	0.043245	0.94254	0.051551	0.074353	0.054223	0.033434	0.049035	0.037748	0.072132	0.025447	0.62843	0.066822	0.11897	0.28323	0.021862	0.050543	0.10586	0.51212	0.038018	0.043409	0.07106	0.058737	0.42171	0.21749	0.10498	0.046127	0.023758	0.01816	0.15608	0.027308	0.02236	0.028388
Meth__cg00504595__TNFRSF19	0.84773	0.10349	0.88679	0.36793	0.66939	0.17391	0.71858	0.081712	0.13642	0.54895	0.11405	0.45973	0.070509	0.29817	0.8452	0.084654	0.63305	0.076776	0.12411	0.35073	0.35368	0.62945	0.1437	0.2797	0.070363	0.17726	0.84055	0.10573	0.45816	0.065212	0.40501	0.17208	0.11147	0.19208	0.34924
Meth__cg10046620__HIST1H2AI	0.076016	0.47635	0.085605	0.065733	0.91719	0.63168	0.12923	0.8391	0.24264	0.53642	0.10999	0.77938	0.67951	0.13791	0.052913	0.12738	0.91268	0.060626	0.071775	0.081435	0.81366	0.054475	0.14752	0.086928	0.1748	0.21848	0.044699	0.70358	0.078455	0.47703	0.89939	0.084574	0.11893	0.069076	0.070221
Meth__cg24921089__AMPD3	0.57167	0.44068	0.18457	0.065099	0.64503	0.056171	0.29428	0.045497	0.1003	0.43117	0.0355	0.7508	0.48018	0.84268	0.043508	0.074582	0.74292	0.58756	0.55025	0.85797	0.49597	0.041634	0.06026	0.13649	0.31561	0.051028	0.035349	0.48764	0.55292	0.039406	0.86764	0.044636	0.043001	0.036169	0.045103
Meth__cg05468303__DGCR6	0.049874	0.36945	0.82682	0.16823	0.73025	0.081757	0.13167	0.481	0.081883	0.037057	0.23862	0.30046	0.38467	0.29121	0.10502	0.17558	0.26363	0.099421	0.067009	0.10171	0.57943	0.048959	0.074846	0.077299	0.20432	0.042269	0.042834	0.65241	0.091826	0.10824	0.048932	0.14376	0.072568	0.048064	0.057202
Meth__cg24453353__HIST1H4C	0.051082	0.040824	0.10364	0.04909	0.43313	0.058815	0.054567	0.032664	0.072172	0.070417	0.029209	0.11698	0.042908	0.051943	0.041933	0.11577	0.039746	0.05807	0.047736	0.044956	0.058577	0.059994	0.05832	0.085081	0.050218	0.039843	0.050667	0.054195	0.053766	0.043583	0.035771	0.089011	0.048801	0.048502	0.047356
Meth__cg21091629__FRAG1	0.022814	0.016036	0.019512	0.024762	0.038032	0.024711	0.030894	0.016467	0.024567	0.02394	0.025718	0.025535	0.020328	0.021172	0.098538	0.02976	0.01714	0.018889	0.021424	0.044318	0.09323	0.024399	0.021114	0.027207	0.020181	0.0255	0.023872	0.24227	0.019285	0.020743	0.014646	0.034792	0.022603	0.021099	0.01732
Meth__cg22762180__PERP	0.038065	0.050166	0.058363	0.045861	0.37717	0.050992	0.026063	0.035773	0.050543	0.12366	0.041052	0.11214	0.03755	0.035885	0.075398	0.04712	0.067503	0.095328	0.04282	0.17739	0.09559	0.041905	0.044971	0.13786	0.060436	0.064476	0.037387	0.042898	0.47154	0.03697	0.046966	0.048658	0.045376	0.11257	0.10509
Meth__cg22375192__IGF1R	0.028776	0.084317	0.026505	0.022384	0.066515	0.034949	0.024074	0.97802	0.025335	0.027419	0.030464	0.056968	0.83428	0.023813	0.020336	0.10245	0.023386	0.033274	0.025055	0.032322	0.054197	0.030384	0.087121	0.03268	0.049093	0.84217	0.015195	0.012787	0.017347	0.02185	0.019366	0.06531	0.036448	0.036613	0.030418
Meth__cg13741802__RIBC1	0.053612	0.049982	0.045601	0.04653	0.040935	0.043684	0.032325	0.041736	0.045062	0.040245	0.33595	0.076483	0.048602	0.037978	0.038124	0.49961	0.036396	0.037681	0.045826	0.046042	0.078689	0.058329	0.076248	0.40025	0.092525	0.044288	0.03889	0.039839	0.047445	0.037139	0.041004	0.063347	0.049664	0.049956	0.044339
Meth__cg10822172__CREB5	0.29674	0.04953	0.21504	0.128	0.1405	0.15324	0.64048	0.067411	0.1457	0.23612	0.44351	0.68499	0.10202	0.2327	0.35853	0.13978	0.086753	0.091725	0.11935	0.10404	0.28478	0.1395	0.14243	0.17241	0.12219	0.11268	0.1568	0.17991	0.50757	0.097386	0.67446	0.19578	0.17871	0.10541	0.081254
Meth__cg10362591__SLC6A2	0.57122	0.051729	0.59688	0.29628	0.91925	0.7833	0.72219	0.040084	0.09965	0.96986	0.029585	0.81515	0.47105	0.9726	0.11233	0.092183	0.08092	0.74195	0.55942	0.078799	0.8717	0.62879	0.40324	0.89168	0.11099	0.057239	0.2259	0.5784	0.045858	0.032911	0.85622	0.089044	0.050396	0.050068	0.080227
Meth__cg16213655__PPL	0.033254	0.087996	0.24405	0.062749	0.95985	0.03659	0.1373	0.033354	0.06143	0.59075	0.077557	0.064036	0.034746	0.071759	0.033193	0.030056	0.39879	0.15449	0.28334	0.95903	0.87526	0.067848	0.047144	0.080569	0.13101	0.1433	0.033059	0.88401	0.26274	0.024802	0.027211	0.041948	0.028075	0.2452	0.49936
Meth__cg04532229__SLC9A2	0.055949	0.94744	0.96153	0.046421	0.95686	0.60376	0.92478	0.049744	0.0599	0.62344	0.67027	0.90065	0.11746	0.86581	0.052242	0.41312	0.039778	0.033478	0.044728	0.26427	0.92107	0.046618	0.13376	0.25639	0.10538	0.04	0.073177	0.060583	0.1712	0.11167	0.75528	0.15628	0.044902	0.23378	0.62447
Meth__cg05593325__GALNT12	0.047858	0.069214	0.11438	0.049	0.68364	0.062393	0.95556	0.066501	0.054137	0.61865	0.76862	0.2865	0.075813	0.86222	0.61069	0.24941	0.65437	0.047898	0.057826	0.605	0.83304	0.041789	0.12041	0.08356	0.079646	0.085818	0.082019	0.14232	0.040747	0.026389	0.78032	0.11093	0.068765	0.063438	0.041036
Meth__cg18239253__DEFB32	0.060377	0.034154	0.84487	0.045063	0.53082	0.048587	0.88952	0.51576	0.094085	0.77554	0.28682	0.58762	0.37034	0.83556	0.90843	0.10023	0.037838	0.056621	0.071396	0.079314	0.51251	0.06768	0.10135	0.071702	0.050897	0.49939	0.15518	0.069534	0.30356	0.036648	0.049831	0.099953	0.040135	0.071488	0.063272
Meth__cg24387380__GABRA5	0.8703	0.098072	0.12174	0.83515	0.068296	0.7505	0.31692	0.12544	0.17962	0.8	0.20725	0.11828	0.12666	0.25162	0.16112	0.1326	0.089679	0.4154	0.36815	0.11355	0.10245	0.21664	0.11155	0.20479	0.14851	0.29151	0.042511	0.088707	0.094359	0.090281	0.18989	0.34483	0.43818	0.24836	0.35064
Meth__cg16377880__CYP4F3	0.027607	0.042208	0.031953	0.12671	0.036736	0.021581	0.65409	0.021643	0.027085	0.3217	0.0089177	0.03332	0.02709	0.36219	0.68497	0.02691	0.034334	0.027884	0.062342	0.072872	0.20342	0.14622	0.023034	0.19024	0.087544	0.28473	0.018927	0.057891	0.041902	0.13897	0.031443	0.083032	0.026808	0.13954	0.034045
Meth__cg12402251__CALB1	0.60789	0.065808	0.24499	0.10834	0.47137	0.19416	0.96436	0.017414	0.013468	0.43975	0.64721	0.46746	0.0647	0.053291	0.18838	0.12311	0.11717	0.26422	0.097855	0.019125	0.58601	0.015951	0.033726	0.31662	0.038449	0.017562	0.33859	0.39124	0.053782	0.19483	0.14876	0.026089	0.021576	0.021415	0.019663
Meth__cg15900980__GPX1	0.040667	0.94337	0.053815	0.051706	0.029646	0.18086	0.028742	0.9451	0.45459	0.95722	0.095941	0.063996	0.9552	0.033965	0.038094	0.066721	0.1622	0.9691	0.96247	0.90008	0.055759	0.088757	0.056099	0.065529	0.92836	0.034062	0.033818	0.029214	0.9744	0.036206	0.86217	0.94103	0.94246	0.94083	0.93726
Meth__cg25598083__ACOT2	0.14148	0.086233	0.27707	0.12698	0.5112	0.093897	0.14279	0.88051	0.15135	0.13225	0.46723	0.2268	0.73579	0.86211	0.19211	0.15181	0.25242	0.13793	0.090193	0.91994	0.19482	0.10723	0.24074	0.20109	0.12553	0.31408	0.10289	0.84034	0.1023	0.17128	0.072256	0.16391	0.085832	0.12879	0.19039
Meth__cg04726446__MGC16372	0.5166	0.20065	0.90058	0.83452	0.89356	0.276	0.89099	0.029824	0.055629	0.61343	0.78049	0.87379	0.31607	0.48014	0.050844	0.091344	0.04128	0.15478	0.056118	0.55276	0.85818	0.66336	0.07676	0.85139	0.064567	0.063295	0.036951	0.421	0.88576	0.81636	0.64857	0.83956	0.04065	0.67102	0.84202
Meth__cg22374901__TESC	0.044337	0.038243	0.20756	0.40528	0.063486	0.88629	0.7302	0.038204	0.039568	0.91139	0.1896	0.69537	0.052804	0.059091	0.30593	0.1441	0.3871	0.10561	0.091574	0.049762	0.48576	0.07693	0.11239	0.8538	0.078453	0.0357	0.044207	0.036605	0.058642	0.089372	0.13799	0.068246	0.06202	0.048696	0.044533
Meth__cg10520887__UNC5C	0.040814	0.030599	0.71163	0.036433	0.038146	0.33724	0.053964	0.033552	0.045346	0.51705	0.062731	0.11002	0.035414	0.48738	0.045833	0.045446	0.058654	0.032243	0.054033	0.049803	0.82981	0.059694	0.079757	0.13916	0.077297	0.035555	0.040654	0.057414	0.089186	0.038809	0.78564	0.14634	0.46114	0.047758	0.044515
Meth__cg23641145__PGR	0.083237	0.043481	0.35823	0.097412	0.44383	0.069574	0.2033	0.12558	0.070646	0.7168	0.19315	0.20206	0.10976	0.82687	0.052906	0.16607	0.060934	0.065194	0.062508	0.058472	0.59159	0.053998	0.15938	0.28277	0.075145	0.056275	0.54288	0.32652	0.32764	0.058414	0.2426	0.08908	0.043607	0.13787	0.055656
Meth__cg00653387__PTN	0.89716	0.045683	0.40236	0.79197	0.72814	0.91778	0.88911	0.27854	0.053831	0.79862	0.11823	0.29949	0.28004	0.64109	0.15572	0.16559	0.089287	0.15578	0.31242	0.090687	0.2767	0.42605	0.038647	0.85302	0.076012	0.09352	0.42925	0.28177	0.8883	0.40604	0.27582	0.15375	0.058323	0.087615	0.35434
Meth__cg23686014__TFPI2	0.060061	0.41559	0.58974	0.16057	0.049021	0.31365	0.7994	0.031557	0.047166	0.726	0.054173	0.71434	0.0429	0.81227	0.15488	0.12303	0.53971	0.18185	0.14033	0.20424	0.14544	0.057912	0.11258	0.59586	0.1683	0.037266	0.048627	0.5534	0.08949	0.055335	0.90179	0.78502	0.057885	0.052924	0.13391
Meth__cg24877842__TRAK1	0.037565	0.11983	0.51597	0.12011	0.93465	0.4348	0.055518	0.92012	0.19917	0.91072	0.20744	0.91649	0.66271	0.45395	0.9406	0.066457	0.34872	0.32593	0.096173	0.91469	0.038547	0.063018	0.07409	0.58969	0.25198	0.89007	0.061286	0.60397	0.077674	0.30113	0.035884	0.11558	0.09839	0.40417	0.86247
Meth__cg17285325__ECGF1	0.090872	0.0359	0.46101	0.80506	0.94767	0.20092	0.064642	0.058333	0.88954	0.35669	0.83839	0.19621	0.057912	0.94795	0.15067	0.088726	0.72823	0.96581	0.94062	0.18352	0.91781	0.86329	0.089991	0.069192	0.097944	0.062785	0.046317	0.048651	0.27217	0.068705	0.033006	0.10741	0.058711	0.0654	0.062718
Meth__cg16080552__TACSTD2	0.081532	0.063337	0.15106	0.16135	0.89737	0.17764	0.061114	0.067008	0.12645	0.86069	0.057481	0.13114	0.065351	0.86655	0.34635	0.17581	0.68714	0.17831	0.075019	0.8426	0.11497	0.08963	0.12395	0.16571	0.10363	0.376	0.068312	0.87973	0.069596	0.059489	0.87634	0.087156	0.090214	0.10215	0.4387
Meth__cg03292149__CBLC	0.075403	0.077924	0.067632	0.081752	0.94914	0.058719	0.090366	0.072123	0.063818	0.29016	0.13326	0.15985	0.061311	0.2534	0.94787	0.12642	0.92253	0.064227	0.06458	0.8948	0.84596	0.066317	0.13019	0.23308	0.12181	0.42397	0.065908	0.89286	0.052733	0.048075	0.036512	0.28048	0.067153	0.0586	0.065107
Meth__cg23989635__CDH1	0.050655	0.64228	0.09478	0.063581	0.96862	0.048779	0.0549	0.040911	0.045953	0.050443	0.093967	0.077402	0.039968	0.045505	0.10406	0.076948	0.66219	0.038011	0.068377	0.10807	0.94931	0.055096	0.045754	0.066226	0.41594	0.049494	0.044189	0.12654	0.028337	0.060104	0.032951	0.052377	0.047912	0.041385	0.036959
Meth__cg19734228__DAPK1	0.5303	0.071775	0.96214	0.33332	0.43517	0.90288	0.03846	0.032479	0.83677	0.7755	0.035752	0.17315	0.036508	0.58932	0.031482	0.099833	0.58261	0.60488	0.6733	0.20736	0.74439	0.28333	0.094099	0.17	0.10997	0.031871	0.041292	0.18585	0.25237	0.062379	0.44707	0.23992	0.037416	0.2504	0.048396
Meth__cg10917602__HSD3B7	0.040123	0.02716	0.045585	0.033577	0.20863	0.036675	0.02489	0.032806	0.047785	0.57088	0.4705	0.08041	0.039537	0.031081	0.53144	0.061189	0.46819	0.032272	0.039978	0.76073	0.28072	0.033089	0.051509	0.063392	0.080223	0.06939	0.80735	0.74138	0.086218	0.1858	0.033582	0.071201	0.85141	0.028323	0.038991
Meth__cg01340005__SOX2	0.021458	0.014427	0.059582	0.028035	0.90991	0.029604	0.023274	0.020664	0.031615	0.023128	0.041721	0.089	0.027265	0.036847	0.25878	0.038462	0.1237	0.014977	0.030026	0.059487	0.044706	0.024451	0.039803	0.048588	0.042602	0.018769	0.020482	0.015469	0.022386	0.023787	0.074096	0.052971	0.02502	0.041217	0.021993
SNP__ADAM32	0.027	-0.542	-0.174	-0.204	0.534	0.98	-0.335	0.152	0.27	0.859	-0.54	-0.59	-0.036	-0.376	0.243	-1.129	0.042	-0.433	-0.696	0.258	-0.275	0.134	-0.446	0.072	-0.599	-0.199	-0.194	0.026	0.061	0.725	1.672	0.319	0.595	-0.507	-0.445
Meth__cg22740783__CGREF1	0.14409	0.067183	0.8973	0.5419	0.74918	0.61844	0.67328	0.087258	0.34826	0.23817	0.6774	0.82585	0.080945	0.63247	0.046464	0.13687	0.041588	0.44046	0.049205	0.76971	0.74728	0.77275	0.15013	0.19346	0.10243	0.095652	0.05266	0.08914	0.59054	0.43329	0.28795	0.13628	0.090625	0.54461	0.38686
Meth__cg27648946__RHOBTB1	0.094307	0.074576	0.089362	0.13993	0.79831	0.20646	0.84827	0.19471	0.058956	0.70694	0.52147	0.24935	0.17597	0.3361	0.31514	0.18854	0.67314	0.07189	0.080154	0.1215	0.3759	0.14613	0.18424	0.75419	0.072351	0.085406	0.35233	0.073378	0.17787	0.084916	0.30742	0.06972	0.071443	0.10163	0.15385
Meth__cg05461841__LOC124220	0.033648	0.033748	0.12145	0.041517	0.58875	0.028438	0.33093	0.03767	0.030119	0.18722	0.3864	0.83042	0.033631	0.51852	0.55548	0.018457	0.48161	0.090583	0.072588	0.86547	0.49481	0.027432	0.047399	0.054307	0.057189	0.31228	0.088952	0.043283	0.025832	0.025407	0.032073	0.049677	0.046297	0.039787	0.034642
Meth__cg01653445__BAI2	0.045048	0.04977	0.11115	0.054524	0.10711	0.043242	0.041562	0.040475	0.038162	0.090995	0.37094	0.47494	0.036472	0.099126	0.075106	0.095353	0.19504	0.04406	0.077159	0.054621	0.47052	0.041934	0.052408	0.11824	0.082661	0.036506	0.086057	0.43086	0.044631	0.025653	0.035405	0.092047	0.048189	0.041716	0.04589
Meth__cg23423382__ZNF287	0.039958	0.036423	0.053842	0.046041	0.04018	0.061495	0.070653	0.046727	0.075701	0.053215	0.04	0.92316	0.04245	0.04626	0.040404	0.075442	0.031161	0.040351	0.050843	0.039319	0.90292	0.063478	0.038913	0.48043	0.051261	0.043927	0.035609	0.072172	0.044389	0.052421	0.030605	0.052797	0.048403	0.054118	0.05068
