Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	ZR751	ZR75B
Meth__cg19007602__SOCS2	0.04373	0.039806	0.051026	0.043915	0.039266	0.052892	0.052231	0.055305	0.050309	0.044443	0.065505	0.046535	0.067969	0.038881	0.068914	0.045015	0.037739	0.14516	0.038895	0.051321	0.051597	0.3107	0.046875	0.043097	0.10312	0.036655	0.074362	0.055638	0.10766	0.052565	0.07028	0.042331	0.032603	0.045346	0.15182	0.17353	0.084917	0.042161	0.055917
Meth__cg04887278__RWDD2	0.034996	0.023841	0.01826	0.04139	0.18252	0.045917	0.91198	0.12612	0.024532	0.034131	0.56475	0.26393	0.19504	0.016819	0.030293	0.041415	0.029792	0.59098	0.81045	0.037658	0.032752	0.83629	0.086115	0.033528	0.67829	0.02715	0.052314	0.11913	0.035987	0.12466	0.064266	0.026441	0.025709	0.9081	0.055914	0.02022	0.039494	0.029523	0.021736
Meth__cg16127845__GPR30	0.04384	0.02329	0.058195	0.028086	0.96054	0.039745	0.31846	0.053954	0.023284	0.042635	0.94349	0.051788	0.47497	0.02511	0.029704	0.050983	0.026228	0.045038	0.044864	0.041058	0.16394	0.040664	0.84111	0.029278	0.061755	0.055352	0.053005	0.023683	0.096112	0.042291	0.035058	0.023995	0.022109	0.034251	0.9571	0.25499	0.10788	0.088681	0.10043
Meth__cg08651674__RREB1	0.039981	0.050356	0.039015	0.025463	0.034668	0.038743	0.043175	0.77748	0.043731	0.048246	0.047026	0.044628	0.043281	0.063357	0.042006	0.042873	0.04284	0.06013	0.045472	0.049563	0.040111	0.045674	0.055567	0.05513	0.067212	0.04227	0.062188	0.045112	0.053315	0.049233	0.070848	0.059956	0.058511	0.045683	0.032544	0.035355	0.085338	0.045139	0.047315
Meth__cg07294774__DIO2	0.58509	0.090031	0.82858	0.24897	0.59457	0.49651	0.70884	0.88608	0.1274	0.11569	0.23188	0.13783	0.54785	0.25119	0.18708	0.66559	0.15159	0.23542	0.73469	0.081017	0.11146	0.67538	0.11748	0.10275	0.59706	0.32909	0.27024	0.16262	0.20826	0.47732	0.15198	0.10465	0.48477	0.16426	0.52469	0.35914	0.1513	0.16461	0.16831
Meth__cg18452600__MSRA	0.057967	0.21066	0.93347	0.75465	0.3386	0.40583	0.26692	0.67323	0.24432	0.18311	0.11229	0.40562	0.26405	0.11618	0.21127	0.15372	0.044152	0.20175	0.061519	0.061473	0.11911	0.92891	0.81287	0.044013	0.11803	0.11521	0.24748	0.04497	0.12356	0.6076	0.18498	0.040786	0.043497	0.082704	0.23159	0.44478	0.2104	0.18668	0.19439
Meth__cg22050705__ZNF197	0.038339	0.068831	0.33009	0.04429	0.027164	0.06519	0.045663	0.32455	0.046468	0.037892	0.06793	0.088889	0.73003	0.42024	0.042803	0.049327	0.03754	0.066955	0.027078	0.061933	0.14277	0.038378	0.048216	0.14333	0.050061	0.042418	0.11209	0.037282	0.059847	0.04353	0.056561	0.031537	0.041616	0.037042	0.034825	0.026679	0.080407	0.44793	0.6805
Meth__cg12149391__DLG1	0.060346	0.038427	0.04438	0.03268	0.93464	0.049628	0.058145	0.31277	0.056491	0.040136	0.060142	0.046278	0.087053	0.02381	0.052887	0.093855	0.031438	0.11233	0.81696	0.030249	0.038581	0.046833	0.25081	0.045771	0.14355	0.047258	0.094878	0.061951	0.070872	0.0639	0.099385	0.068792	0.044634	0.058814	0.056233	0.040331	0.055792	0.055051	0.047404
Meth__cg05399360__MICB	0.029567	0.037392	0.10049	0.024397	0.018353	0.026087	0.022792	0.02395	0.026125	0.028031	0.17271	0.091327	0.57535	0.010673	0.02172	0.52157	0.023442	0.038865	0.22724	0.020324	0.03035	0.04544	0.040935	0.032748	0.052285	0.03442	0.04065	0.041173	0.051429	0.027127	0.057482	0.048872	0.020076	0.16854	0.030734	0.020403	0.028615	0.033035	0.034643
Meth__cg00818693__TTC14	0.046846	0.050201	0.69562	0.036749	0.042307	0.40868	0.035355	0.12799	0.040366	0.044588	0.18129	0.036825	0.069172	0.7951	0.048675	0.038849	0.038516	0.13669	0.042606	0.29496	0.21431	0.43952	0.040718	0.041879	0.18086	0.049398	0.054295	0.039659	0.093109	0.041972	0.061155	0.044491	0.037534	0.05244	0.036759	0.037691	0.063503	0.036773	0.042388
Meth__cg02631622__SIAH1	0.040756	0.029217	0.031266	0.020284	0.034136	0.042879	0.054024	0.40024	0.029057	0.037454	0.033057	0.026588	0.047057	0.048794	0.037459	0.032425	0.029177	0.07197	0.025845	0.035659	0.03778	0.046665	0.042501	0.025976	0.081599	0.037856	0.10006	0.036302	0.050432	0.041669	0.053495	0.029978	0.024034	0.030351	0.031327	0.032093	0.076912	0.042243	0.035199
Meth__cg13492340__ITGA8	0.42744	0.040959	0.55906	0.043771	0.64919	0.26928	0.10193	0.74213	0.36156	0.072187	0.89179	0.65828	0.66535	0.53238	0.40006	0.1491	0.35799	0.13346	0.43083	0.14567	0.13592	0.082534	0.077908	0.71865	0.66374	0.068259	0.041274	0.24415	0.52996	0.47505	0.18375	0.43937	0.52583	0.30434	0.099144	0.31875	0.085639	0.66726	0.44125
Meth__cg09775312__PPP1R3C	0.34143	0.82096	0.031241	0.15308	0.41718	0.05432	0.035557	0.95889	0.063634	0.035324	0.94472	0.032018	0.82697	0.026501	0.065676	0.93313	0.027463	0.055997	0.52085	0.031919	0.030973	0.55108	0.51581	0.029518	0.46437	0.041419	0.067626	0.89626	0.30524	0.034395	0.068457	0.038344	0.26313	0.037223	0.33057	0.68832	0.094364	0.62876	0.91163
Meth__cg13613532__MGC33948	0.06776	0.040194	0.076229	0.043335	0.055901	0.076623	0.091584	0.05885	0.045584	0.038203	0.045081	0.019873	0.19235	0.038265	0.053685	0.041645	0.045364	0.096731	0.042331	0.054503	0.077496	0.13501	0.058046	0.06943	0.078737	0.063913	0.084093	0.064028	0.21448	0.061315	0.071337	0.047061	0.048676	0.052187	0.072201	0.067656	0.09884	0.11713	0.071358
Meth__cg02275830__ZADH1	0.035947	0.029276	0.032598	0.034036	0.034652	0.035883	0.028295	0.03148	0.030778	0.03796	0.038819	0.027323	0.048117	0.018782	0.035105	0.033861	0.031306	0.04407	0.032891	0.02026	0.033851	0.037946	0.034624	0.021468	0.076317	0.035942	0.059994	0.040259	0.07549	0.030055	0.043081	0.029172	0.033986	0.028104	0.35269	0.032472	0.062396	0.035283	0.038218
Meth__cg22854223__CD82	0.037569	0.024287	0.038012	0.047712	0.04768	0.032392	0.036327	0.043518	0.028276	0.032802	0.0454	0.043397	0.069674	0.025295	0.038753	0.035996	0.029773	0.19487	0.02969	0.079197	0.22536	0.10797	0.040618	0.028576	0.066189	0.041329	0.056178	0.039737	0.047286	0.03432	0.059135	0.034368	0.027548	0.031103	0.045214	0.036996	0.045144	0.035395	0.045759
Meth__cg09102409__NDRG1	0.21242	0.12436	0.10188	0.075975	0.82728	0.14087	0.2293	0.054133	0.14847	0.13908	0.0875	0.17034	0.23559	0.11747	0.095835	0.13938	0.2861	0.18287	0.082765	0.11706	0.12193	0.20087	0.098994	0.13217	0.15957	0.10859	0.18	0.077583	0.10966	0.12971	0.11735	0.15925	0.1154	0.12343	0.63288	0.22054	0.16837	0.14148	0.41853
Meth__cg16293088__NF2	0.056414	0.051903	0.048775	0.064123	0.053973	0.05532	0.062749	0.057548	0.051185	0.056121	0.056831	0.088646	0.063631	0.041832	0.069835	0.057489	0.050108	0.10494	0.048785	0.051783	0.061543	0.06104	0.060626	0.048557	0.11229	0.0532	0.073271	0.4567	0.10142	0.060096	0.073052	0.050389	0.036224	0.044357	0.049674	0.05286	0.11122	0.049232	0.055325
Meth__cg08747889__PTK7	0.02308	0.024687	0.13158	0.48748	0.03203	0.59666	0.15932	0.03492	0.050105	0.82385	0.020014	0.13585	0.10703	0.85717	0.035422	0.044237	0.027633	0.14392	0.027763	0.24206	0.34302	0.41267	0.038395	0.34965	0.32375	0.087031	0.037054	0.16849	0.034929	0.032757	0.097797	0.022599	0.03372	0.023991	0.083973	0.73147	0.16061	0.43355	0.65632
Meth__cg00504595__TNFRSF19	0.84773	0.10349	0.36793	0.099263	0.66939	0.17391	0.51453	0.71858	0.081712	0.13642	0.54895	0.11405	0.45973	0.10064	0.070509	0.29817	0.8452	0.084654	0.63305	0.076776	0.12411	0.84043	0.35073	0.18776	0.35368	0.62945	0.1437	0.77772	0.2797	0.16954	0.070363	0.17726	0.84055	0.10573	0.45816	0.40501	0.17208	0.19208	0.34924
Meth__cg02104644__SYT7	0.091047	0.053017	0.042296	0.04431	0.90859	0.099982	0.78885	0.5855	0.030261	0.26317	0.035846	0.74153	0.61506	0.046388	0.041405	0.36514	0.2077	0.075754	0.058131	0.078958	0.25716	0.031047	0.56458	0.050995	0.80424	0.068984	0.049462	0.44212	0.14466	0.044431	0.17046	0.038845	0.041624	0.91618	0.048662	0.055244	0.097149	0.056814	0.055619
Meth__cg08300622__SCML2	0.5394	0.12846	0.12808	0.39913	0.045729	0.095973	0.06422	0.063393	0.059462	0.60997	0.055903	0.37315	0.43248	0.44555	0.057708	0.050098	0.076931	0.41986	0.31721	0.054774	0.092505	0.60128	0.24682	0.48863	0.12461	0.40911	0.40204	0.040067	0.40703	0.059685	0.47735	0.49243	0.054874	0.50927	0.3225	0.066801	0.084811	0.32803	0.065877
Meth__cg05882691__HIST1H3H	0.18797	0.14451	0.16943	0.46288	0.1493	0.15854	0.21951	0.20064	0.15816	0.24261	0.78739	0.13964	0.23321	0.12172	0.18261	0.16214	0.16889	0.20065	0.21711	0.16361	0.19601	0.19008	0.17397	0.84158	0.34661	0.16025	0.27202	0.2456	0.24114	0.14789	0.2984	0.14023	0.1528	0.16557	0.19528	0.88547	0.28469	0.2101	0.26521
Meth__cg08699435__NAT5	0.044262	0.027857	0.049407	0.024685	0.30048	0.051551	0.21892	0.060654	0.045152	0.042727	0.030235	0.25377	0.14054	0.031895	0.052429	0.041042	0.1606	0.10906	0.061391	0.077543	0.061385	0.053647	0.038143	0.020844	0.11003	0.09749	0.06437	0.063984	0.071842	0.088401	0.040553	0.043065	0.030175	0.059803	0.0438	0.049274	0.10962	0.049131	0.069127
Meth__cg00162401__GSTA4	0.03517	0.026356	0.031388	0.027022	0.023592	0.029733	0.078329	0.021647	0.027438	0.68135	0.021013	0.027681	0.047678	0.023375	0.035266	0.024402	0.026665	0.053233	0.023132	0.61832	0.49014	0.028292	0.038049	0.032552	0.092873	0.91444	0.028508	0.034202	0.92573	0.023958	0.045995	0.022211	0.027083	0.024256	0.28708	0.43231	0.09373	0.056068	0.040998
Meth__cg27342801__REG3A	0.91778	0.044174	0.90544	0.047548	0.049943	0.72488	0.027045	0.22935	0.84777	0.091364	0.78756	0.54653	0.087356	0.44337	0.64417	0.12243	0.067598	0.08749	0.052568	0.035708	0.070036	0.046803	0.04338	0.50761	0.075276	0.050462	0.12893	0.069355	0.38172	0.065164	0.06094	0.46409	0.6386	0.054207	0.86386	0.15053	0.12847	0.16304	0.09705
Meth__cg10316381__SNX10	0.045696	0.041532	0.050536	0.02985	0.84289	0.049226	0.0298	0.049896	0.036634	0.041314	0.047838	0.036284	0.085114	0.025201	0.041305	0.049113	0.044935	0.061016	0.14083	0.03641	0.048294	0.28731	0.074795	0.038615	0.20982	0.043141	0.057357	0.039367	0.098512	0.048491	0.07882	0.034613	0.039113	0.041578	0.050691	0.039323	0.10144	0.041017	0.04794
Meth__cg13828839__FXYD6	0.10484	0.063816	0.092644	0.061233	0.93566	0.10147	0.16322	0.060358	0.059855	0.077617	0.066675	0.037706	0.46493	0.059668	0.067318	0.063972	0.086148	0.11742	0.070266	0.057734	0.053102	0.10628	0.076507	0.083786	0.8702	0.087942	0.14421	0.076809	0.47504	0.071542	0.13167	0.055151	0.059771	0.071074	0.10026	0.10614	0.11641	0.082894	0.071081
Meth__cg07879727__WNT3	0.1148	0.052474	0.55782	0.24624	0.90415	0.08437	0.62939	0.36275	0.042752	0.068102	0.89032	0.66031	0.62996	0.041319	0.047063	0.49488	0.50763	0.090893	0.063213	0.27018	0.55562	0.0612	0.88899	0.099029	0.54853	0.29999	0.085743	0.85864	0.86583	0.52393	0.078588	0.44838	0.041954	0.063796	0.20933	0.24238	0.05545	0.13921	0.14641
Meth__cg05266781__IRX5	0.047458	0.041386	0.040053	0.027248	0.033539	0.04978	0.094597	0.047705	0.031002	0.035765	0.042755	0.041552	0.068599	0.035962	0.037429	0.037353	0.0334	0.097005	0.033355	0.031206	0.052817	0.041384	0.04559	0.03024	0.073303	0.059375	0.075372	0.037458	0.089609	0.031745	0.083093	0.039467	0.039522	0.11443	0.036893	0.033778	0.080867	0.031652	0.037237
Meth__cg00308133__GAMT	0.015776	0.39432	0.58424	0.021738	0.36172	0.048655	0.25532	0.0099573	0.020156	0.13413	0.017666	0.5975	0.97988	0.69569	0.5865	0.94574	0.055437	0.19092	0.032923	0.76751	0.82329	0.012257	0.37241	0.014803	0.031053	0.026423	0.035489	0.018397	0.048905	0.57663	0.76319	0.013969	0.51183	0.055457	0.18106	0.015728	0.044081	0.020253	0.02284
Meth__cg03703325__HEMK1	0.023362	0.03081	0.027766	0.022185	0.021421	0.036522	0.075524	0.024209	0.019896	0.027496	0.019913	0.021179	0.042361	0.020749	0.02659	0.018988	0.024422	0.043677	0.020798	0.016665	0.047329	0.028697	0.046385	0.019515	0.053599	0.023078	0.040501	0.023869	0.046368	0.026668	0.047069	0.023387	0.022575	0.017534	0.71812	0.024115	0.12592	0.028799	0.025352
Meth__cg00826384__PTPRZ1	0.058576	0.041804	0.057591	0.039588	0.42201	0.79201	0.18854	0.11019	0.042609	0.051843	0.071679	0.082441	0.56139	0.030157	0.044125	0.071764	0.047812	0.091686	0.038668	0.078026	0.083411	0.062348	0.04918	0.074747	0.094258	0.36867	0.17857	0.055786	0.84692	0.1343	0.054481	0.04635	0.037603	0.044749	0.037942	0.4685	0.081648	0.06368	0.047152
Meth__cg01282074__NKX2-5	0.17686	0.066015	0.80104	0.4557	0.51228	0.82886	0.68504	0.89391	0.11958	0.53276	0.51171	0.092417	0.54041	0.081775	0.10102	0.06492	0.057899	0.1149	0.088694	0.72744	0.87743	0.066994	0.75478	0.085113	0.13407	0.12412	0.065654	0.073496	0.43696	0.10585	0.19845	0.10092	0.10231	0.095015	0.232	0.24092	0.51186	0.16214	0.68733
Meth__cg03565323__ZNF287	0.060874	0.043499	0.17582	0.064147	0.37708	0.47693	0.42194	0.48439	0.069502	0.84078	0.099785	0.13106	0.8125	0.31337	0.122	0.16926	0.1806	0.16919	0.060854	0.3937	0.17628	0.23076	0.10728	0.19126	0.73095	0.079709	0.10133	0.2482	0.63786	0.3623	0.14019	0.3076	0.066501	0.09805	0.091611	0.28546	0.15246	0.23701	0.087475
Meth__cg14348532__CALCA	0.73256	0.077792	0.78627	0.34984	0.4948	0.83638	0.18936	0.86675	0.081011	0.1136	0.92886	0.16052	0.77653	0.06286	0.086717	0.62926	0.44458	0.16363	0.091196	0.8186	0.83855	0.13351	0.11455	0.11633	0.50465	0.19091	0.089957	0.17808	0.5477	0.097971	0.067879	0.46949	0.16864	0.09146	0.39068	0.28643	0.27233	0.22243	0.28131
Meth__cg26709950__RRAD	0.07174	0.058442	0.94458	0.72912	0.94304	0.85949	0.91239	0.20332	0.46357	0.25851	0.9518	0.5652	0.92407	0.71306	0.40944	0.61344	0.20739	0.065565	0.18867	0.95095	0.905	0.9543	0.62512	0.79839	0.85858	0.19083	0.12341	0.097059	0.82165	0.94831	0.15234	0.049555	0.030975	0.063289	0.072489	0.95235	0.098897	0.70405	0.93684
Meth__cg07981910__DAB2IP	0.57093	0.96791	0.027196	0.34701	0.023875	0.94056	0.033635	0.016687	0.6013	0.024603	0.97624	0.69297	0.95871	0.25318	0.63412	0.15132	0.020868	0.96641	0.021275	0.62076	0.021669	0.024576	0.5292	0.98745	0.05987	0.026292	0.049527	0.024203	0.96453	0.83755	0.59257	0.97709	0.015264	0.022875	0.97872	0.97963	0.6881	0.58797	0.29672
Meth__cg03101664__SNX15	0.058084	0.094733	0.48582	0.19458	0.27039	0.38849	0.31511	0.33866	0.22724	0.075806	0.12017	0.43351	0.41603	0.058526	0.16986	0.29737	0.18643	0.1657	0.032891	0.12953	0.15119	0.1318	0.090318	0.077207	0.11168	0.20409	0.10891	0.69949	0.13032	0.2853	0.15001	0.053133	0.046913	0.050204	0.52948	0.34772	0.10716	0.093658	0.33503
Meth__cg22253036__DDX6	0.14914	0.1775	0.22629	0.10466	0.9153	0.61018	0.37753	0.27173	0.89617	0.89516	0.22552	0.66996	0.5064	0.82443	0.74587	0.33704	0.11805	0.1578	0.10042	0.24932	0.15096	0.14266	0.76072	0.092668	0.12218	0.096768	0.24226	0.43016	0.23377	0.83503	0.14196	0.080699	0.075577	0.14707	0.81593	0.11796	0.11897	0.11513	0.14042
Meth__cg09103232__SLC2A4	0.036767	0.037674	0.044732	0.031089	0.032379	0.033718	0.039477	0.026588	0.030548	0.033028	0.032765	0.029001	0.083767	0.041179	0.037465	0.033184	0.40682	0.08353	0.025092	0.026692	0.038924	0.034688	0.032525	0.028173	0.057958	0.082017	0.053928	0.031715	0.054939	0.031531	0.061117	0.032231	0.077927	0.030462	0.033071	0.027056	0.076999	0.037265	0.033666
Meth__cg06812033__NKD1	0.079715	0.046651	0.046272	0.040356	0.092438	0.56627	0.10137	0.056944	0.049621	0.052797	0.042656	0.040571	0.10881	0.025661	0.037893	0.047355	0.051921	0.057282	0.04505	0.043014	0.055093	0.049476	0.054889	0.042297	0.83612	0.053151	0.052425	0.049142	0.14321	0.060438	0.10917	0.049981	0.061679	0.044389	0.029889	0.025882	0.10217	0.049826	0.051179
Meth__cg12799835__FLJ31204	0.074972	0.036908	0.052135	0.029721	0.64925	0.08453	0.23346	0.11915	0.052035	0.17094	0.17595	0.083715	0.078836	0.028302	0.058803	0.051141	0.054266	0.055504	0.07855	0.039059	0.070827	0.20379	0.054815	0.025749	0.095963	0.038348	0.059843	0.042902	0.24583	0.059799	0.073947	0.069707	0.038801	0.070894	0.040712	0.18095	0.09611	0.053927	0.060354
Meth__cg26660414__SLC7A8	0.089981	0.083658	0.86328	0.40122	0.89037	0.084633	0.63108	0.92933	0.086597	0.38148	0.86811	0.91943	0.86861	0.14047	0.12852	0.91157	0.23034	0.66788	0.5971	0.92373	0.8887	0.077953	0.74028	0.049862	0.67306	0.051548	0.10422	0.93919	0.1539	0.81768	0.20126	0.043478	0.91456	0.49966	0.90458	0.14877	0.10077	0.88919	0.85983
Meth__cg15043975__RASSF1	0.11396	0.12291	0.16085	0.15702	0.17033	0.13314	0.097605	0.084924	0.4897	0.53376	0.14084	0.40436	0.83477	0.089381	0.43278	0.14124	0.10287	0.10449	0.10404	0.42663	0.12891	0.14217	0.60659	0.16378	0.12301	0.17912	0.11735	0.086975	0.13471	0.32696	0.13634	0.077685	0.077633	0.32139	0.10475	0.075955	0.26568	0.071496	0.092214
Meth__cg06736444__SRRM2	0.17802	0.60944	0.91976	0.47069	0.071374	0.02697	0.082339	0.034064	0.67231	0.62382	0.022995	0.9382	0.57582	0.13975	0.58978	0.63599	0.93804	0.31431	0.68182	0.02278	0.2588	0.54078	0.51625	0.25077	0.075171	0.79393	0.67711	0.028189	0.047786	0.57759	0.82819	0.024177	0.30548	0.9107	0.63005	0.15586	0.044965	0.028273	0.027279
Meth__cg08197122__DCC1	0.028681	0.1817	0.21942	0.052707	0.029089	0.033455	0.055086	0.030134	0.069591	0.14858	0.025072	0.013252	0.03857	0.54909	0.048351	0.02045	0.018672	0.030422	0.043072	0.029773	0.024693	0.033851	0.034099	0.036945	0.046306	0.13954	0.047165	0.025799	0.038079	0.027874	0.046035	0.020744	0.04985	0.040604	0.086386	0.037109	0.12396	0.17734	0.12477
Meth__cg26616347__IRF5	0.14677	0.058382	0.33128	0.43503	0.81039	0.2491	0.9133	0.84899	0.12392	0.13907	0.73231	0.76733	0.31242	0.046891	0.10286	0.31604	0.29645	0.098395	0.1091	0.40374	0.1771	0.75665	0.47389	0.41427	0.46016	0.18779	0.094738	0.63628	0.11156	0.28777	0.06692	0.60522	0.12047	0.055207	0.62283	0.19644	0.17922	0.31227	0.45994
Meth__cg21068339__DSP	0.02415	0.012627	0.027021	0.017682	0.53132	0.021204	0.05378	0.021068	0.012155	0.041313	0.024723	0.019416	0.042355	0.011165	0.012531	0.019694	0.018435	0.039302	0.013093	0.016966	0.023168	0.0179	0.087944	0.017923	0.056379	0.023621	0.032933	0.047998	0.96199	0.016981	0.037544	0.020284	0.014137	0.015599	0.018551	0.019779	0.085861	0.023812	0.027418
Meth__cg13401681__GRPR	0.066817	0.032792	0.041023	0.049679	0.04789	0.090223	0.16866	0.46783	0.12786	0.04157	0.068	0.11816	0.088365	0.039757	0.099099	0.050355	0.14185	0.11722	0.055779	0.068079	0.10462	0.052938	0.043534	0.042851	0.14761	0.038709	0.05512	0.061646	0.084449	0.069565	0.062358	0.060781	0.098853	0.0511	0.08111	0.076349	0.13701	0.058035	0.068632
Meth__cg07143898__SLIT1	0.8965	0.016454	0.069338	0.030331	0.92839	0.9428	0.32176	0.64839	0.030709	0.024027	0.52664	0.067108	0.80964	0.025597	0.032867	0.0454	0.054324	0.057854	0.015193	0.1778	0.2218	0.036843	0.066399	0.039551	0.91316	0.037309	0.024811	0.3833	0.95595	0.21265	0.031985	0.059445	0.06458	0.02201	0.018989	0.67541	0.060924	0.048428	0.063217
Meth__cg20449833__RHOQ	0.04074	0.020125	0.41544	0.073431	0.029872	0.31959	0.10345	0.031139	0.13286	0.036006	0.031496	0.86853	0.067349	0.021952	0.097332	0.044096	0.032869	0.069371	0.01863	0.024477	0.027775	0.035586	0.023005	0.26444	0.25586	0.039291	0.062834	0.036758	0.92868	0.47044	0.027472	0.026533	0.016238	0.02362	0.96827	0.98239	0.10802	0.58877	0.92213
Meth__cg14147105__LOC93343	0.037149	0.037515	0.98077	0.024276	0.049231	0.042653	0.069913	0.061187	0.61279	0.044181	0.041148	0.031651	0.064622	0.040079	0.53419	0.035611	0.030562	0.064872	0.06727	0.052388	0.046594	0.045897	0.041592	0.227	0.064456	0.045426	0.052264	0.043768	0.07254	0.054875	0.073059	0.052401	0.077699	0.031555	0.035949	0.024947	0.069131	0.037993	0.043489
Meth__cg13320626__ST8SIA4	0.65218	0.091759	0.58249	0.072299	0.57281	0.52881	0.18743	0.90216	0.066968	0.066717	0.82454	0.13157	0.80021	0.81234	0.25826	0.90112	0.077039	0.16421	0.23519	0.049091	0.36395	0.82655	0.079452	0.61215	0.16378	0.91619	0.09196	0.20897	0.82919	0.10589	0.18961	0.43641	0.080973	0.82514	0.67642	0.75193	0.78216	0.38474	0.83472
Meth__cg23066860__GPRASP2	0.50862	0.091992	0.099321	0.28962	0.052416	0.14221	0.087692	0.74688	0.48172	0.18491	0.11061	0.093106	0.20274	0.33141	0.45876	0.45935	0.55019	0.1965	0.060634	0.1581	0.086935	0.47388	0.11062	0.27573	0.18661	0.099613	0.36183	0.44934	0.62757	0.10135	0.13158	0.084087	0.074891	0.30445	0.16972	0.63517	0.15634	0.076287	0.084623
Meth__cg25177452__PRP2	0.039336	0.037851	0.028633	0.021762	0.50097	0.092711	0.060869	0.04352	0.032162	0.041161	0.082245	0.058512	0.21157	0.029698	0.038043	0.039497	0.030573	0.061644	0.032405	0.095496	0.037624	0.36439	0.041247	0.031641	0.45965	0.041334	0.052859	0.032839	0.9656	0.043389	0.079001	0.029491	0.027925	0.4984	0.31214	0.54588	0.057478	0.058686	0.069802
Meth__cg01151699__CACNG2	0.10254	0.052545	0.072727	0.084303	0.06527	0.46665	0.22985	0.69083	0.14651	0.08121	0.11266	0.29098	0.37544	0.061382	0.14156	0.058039	0.05928	0.12227	0.28694	0.061132	0.097848	0.43443	0.072393	0.045748	0.83529	0.062753	0.10342	0.075817	0.74103	0.071924	0.092317	0.062981	0.060345	0.074886	0.046089	0.097116	0.095286	0.086593	0.059938
Meth__cg04721098__CACNG3	0.31984	0.05241	0.090597	0.055241	0.17352	0.073183	0.18452	0.10313	0.051514	0.064454	0.12175	0.8532	0.78384	0.090646	0.042834	0.06599	0.080867	0.080342	0.092283	0.040435	0.058925	0.060922	0.1212	0.50635	0.17276	0.063939	0.10658	0.15039	0.10568	0.099045	0.18605	0.076538	0.072665	0.28551	0.071544	0.0838	0.11235	0.068169	0.05497
Meth__cg18693704__CMTM4	0.095148	0.09389	0.10924	0.064051	0.42797	0.063931	0.36316	0.047874	0.1424	0.060015	0.13277	0.060944	0.16113	0.055236	0.10462	0.082569	0.05685	0.054896	0.11087	0.11753	0.13949	0.17084	0.56793	0.06822	0.35468	0.053798	0.17514	0.11532	0.1766	0.074111	0.16929	0.046293	0.032296	0.090734	0.27591	0.077186	0.23444	0.058875	0.092754
Meth__cg22136753__CSRP2BP	0.064948	0.16367	0.065169	0.05074	0.85064	0.057402	0.17242	0.13655	0.048869	0.063526	0.054964	0.073171	0.48746	0.050566	0.053618	0.2502	0.23228	0.11372	0.0396	0.059929	0.061021	0.52522	0.29748	0.043016	0.78357	0.10287	0.090592	0.82813	0.083261	0.11235	0.10363	0.052823	0.46246	0.37905	0.38374	0.13478	0.032714	0.08038	0.3179
Meth__cg00089071__PCGF2	0.028417	0.025363	0.031913	0.028094	0.029455	0.037387	0.038035	0.030654	0.032055	0.038693	0.0302	0.027446	0.081208	0.016653	0.032501	0.61204	0.031799	0.054616	0.022489	0.026073	0.044091	0.030482	0.12447	0.025391	0.051418	0.03553	0.12162	0.033236	0.059725	0.030582	0.066001	0.031359	0.020892	0.025673	0.037073	0.025116	0.056139	0.026499	0.026787
Meth__cg03424436__CEP250	0.077554	0.67439	0.1583	0.054219	0.035102	0.1955	0.11182	0.039068	0.065949	0.13606	0.029911	0.22297	0.1803	0.063497	0.056374	0.044032	0.034214	0.078914	0.041163	0.035684	0.053815	0.035064	0.064253	0.033947	0.08381	0.045004	0.10774	0.032499	0.071149	0.064129	0.12376	0.042918	0.053675	0.088564	0.037903	0.048284	0.21233	0.048777	0.074562
Meth__cg20367961__EDN2	0.056359	0.051505	0.072609	0.23695	0.65201	0.050534	0.90969	0.19795	0.036938	0.10127	0.77935	0.20644	0.32688	0.034867	0.051388	0.34326	0.5923	0.10634	0.84114	0.058672	0.10921	0.083138	0.89922	0.084393	0.78352	0.074444	0.10997	0.90247	0.15478	0.076064	0.063587	0.42947	0.05472	0.5225	0.8427	0.14629	0.17677	0.070379	0.074824
Meth__cg10245048__TNFRSF10A	0.05495	0.061891	0.057781	0.039848	0.44423	0.071079	0.64863	0.033004	0.041212	0.058477	0.050554	0.047024	0.11681	0.04186	0.047952	0.61982	0.048464	0.13701	0.071875	0.049466	0.059873	0.81596	0.069318	0.036565	0.093719	0.061353	0.066295	0.05032	0.090141	0.055172	0.14547	0.055459	0.040233	0.041128	0.056972	0.050737	0.059535	0.044814	0.045251
Meth__cg21215336__LRRC8E	0.02064	0.023121	0.022375	0.029599	0.015966	0.020701	0.018885	0.011308	0.37015	0.028653	0.015012	0.0093306	0.022297	0.014792	0.35587	0.21991	0.019605	0.06011	0.011753	0.019746	0.028889	0.064147	0.38018	0.022695	0.046138	0.019801	0.035292	0.018962	0.52968	0.018786	0.038899	0.01708	0.01303	0.01423	0.020504	0.52957	0.056089	0.018325	0.019345
