Cell lines	AU565	BT474	BT483	BT549	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	ZR751	ZR75B
Meth__cg06790324__GRB10	0.029236	0.029391	0.026686	0.76044	0.038335	0.044538	0.022733	0.024045	0.028278	0.027343	0.042168	0.01269	0.023738	0.027516	0.038745	0.037123	0.040643	0.020475	0.031217	0.021197	0.034179	0.073741	0.1097	0.033744	0.040874	0.01855	0.067736	0.029827	0.017421	0.019674	0.016846	0.021786	0.045768	0.03015	0.028468
Meth__cg25011395__CNTROB	0.039344	0.68558	0.080987	0.080343	0.33821	0.37847	0.88509	0.45812	0.053134	0.95333	0.094578	0.25182	0.89777	0.12471	0.14142	0.55589	0.43692	0.062362	0.081381	0.073631	0.22346	0.17022	0.16517	0.37836	0.098185	0.12071	0.4474	0.36752	0.034559	0.060927	0.054851	0.41081	0.051896	0.075056	0.053749
Meth__cg12727374__MAP6D1	0.94029	0.03423	0.027967	0.032154	0.04	0.37606	0.029402	0.02483	0.05205	0.024788	0.33176	0.027052	0.49443	0.030898	0.04583	0.12663	0.46501	0.024596	0.045628	0.041042	0.032708	0.27878	0.08624	0.047956	0.056232	0.030321	0.08639	0.04375	0.21007	0.027536	0.102	0.34202	0.96843	0.58872	0.54989
Meth__cg05060602__DCTD	0.051295	0.071471	0.033477	0.15462	0.44515	0.037251	0.048952	0.06438	0.034163	0.036207	0.082713	0.059515	0.040544	0.087468	0.024066	0.10943	0.0333	0.035709	0.062174	0.06111	0.041342	0.035705	0.058324	0.036915	0.033434	0.04404	0.05138	0.040469	0.032608	0.020384	0.078874	0.039202	0.038289	0.03573	0.035604
Meth__cg23606079__CRISPLD2	0.18027	0.34272	0.39306	0.22782	0.38427	0.42435	0.046424	0.61745	0.43991	0.13204	0.39595	0.051354	0.054087	0.091622	0.3646	0.15766	0.038577	0.48404	0.31569	0.82608	0.077484	0.5339	0.51416	0.30763	0.6923	0.13227	0.89806	0.21618	0.046374	0.058401	0.37359	0.05735	0.36551	0.7838	0.28537
Meth__cg22886089__SCG3	0.053479	0.61057	0.41321	0.90779	0.31686	0.95027	0.053033	0.94164	0.1755	0.95311	0.94867	0.11526	0.14503	0.039077	0.20305	0.2282	0.42748	0.91268	0.88636	0.94099	0.043843	0.95371	0.85722	0.90383	0.066227	0.048901	0.84789	0.058831	0.03567	0.59231	0.04578	0.079683	0.64004	0.91641	0.92232
Meth__cg04660617__RABL2B	0.032493	0.17024	0.039913	0.045899	0.021894	0.054179	0.051672	0.054897	0.038178	0.039391	0.088393	0.042174	0.049297	0.041947	0.033709	0.095559	0.037852	0.094633	0.056745	0.042429	0.078272	0.036665	0.11235	0.055255	0.071209	0.30307	0.16934	0.059476	0.038168	0.035263	0.048761	0.14549	0.048473	0.041711	0.048543
Meth__cg03421300__SFN	0.17243	0.73084	0.70092	0.93658	0.044646	0.027856	0.93891	0.93343	0.93787	0.04737	0.076029	0.036945	0.78265	0.048657	0.87348	0.083192	0.43023	0.051179	0.063101	0.56112	0.93627	0.041981	0.078703	0.057689	0.0952	0.93461	0.10052	0.051775	0.75603	0.022778	0.030144	0.031924	0.031509	0.048947	0.04539
Meth__cg00145348__APEX2	0.04065	0.057324	0.36955	0.035767	0.13771	0.077667	0.50966	0.50907	0.057024	0.47465	0.28324	0.51075	0.40634	0.57177	0.043946	0.52702	0.05	0.038246	0.07527	0.5126	0.44116	0.41305	0.14932	0.37874	0.11535	0.47687	0.43286	0.052201	0.46581	0.031869	0.51846	0.035509	0.037774	0.46265	0.051919
Meth__cg01928902__ZFP36L1	0.030899	0.030086	0.044731	0.032755	0.037119	0.034073	0.048719	0.038061	0.049679	0.033907	0.047336	0.042377	0.039179	0.032666	0.033965	0.056945	0.046634	0.038093	0.048143	0.65112	0.052965	0.030995	0.085423	0.039574	0.12107	0.051825	0.049627	0.040342	0.032181	0.031109	0.033222	0.019757	0.038489	0.030242	0.033447
Meth__cg05045781__FHL3	0.059329	0.40637	0.13797	0.21844	0.17518	0.17362	0.22033	0.25619	0.089823	0.41154	0.14809	0.24726	0.2243	0.10335	0.14557	0.13788	0.12676	0.11995	0.29767	0.13443	0.1143	0.30142	0.40821	0.08839	0.10129	0.47495	0.074345	0.12778	0.054221	0.053313	0.11675	0.66179	0.087396	0.11363	0.11984
Meth__cg02932689__MAP1LC3B	0.072285	0.11092	0.040359	0.4567	0.065198	0.18403	0.11555	0.088311	0.076246	0.30158	0.10306	0.4458	0.11325	0.097151	0.090058	0.15259	0.47787	0.042837	0.061417	0.081791	0.17061	0.058834	0.34406	0.12479	0.079357	0.092665	0.13505	0.090749	0.045574	0.04582	0.079906	0.074795	0.057201	0.051517	0.054965
Meth__cg09204187__FLJ14346	0.33077	0.79095	0.32857	0.051261	0.15697	0.043721	0.52666	0.56877	0.032864	0.78793	0.20076	0.91657	0.5149	0.075583	0.058749	0.099806	0.23236	0.55673	0.33261	0.24761	0.59085	0.89659	0.06706	0.40741	0.11229	0.049447	0.30048	0.66238	0.032698	0.039689	0.060331	0.74909	0.036196	0.11231	0.042977
Meth__cg12119029__CDK10	0.043857	0.55254	0.096321	0.55768	0.80663	0.85827	0.27817	0.17168	0.043423	0.61857	0.33203	0.20258	0.35607	0.065205	0.35143	0.16889	0.073689	0.51587	0.25009	0.079891	0.1438	0.3525	0.16947	0.54609	0.085075	0.12248	0.51336	0.85239	0.039517	0.80919	0.13215	0.05903	0.079398	0.32833	0.23771
Meth__cg11189837__ADAMTS1	0.048319	0.49629	0.089054	0.94082	0.159	0.73061	0.048763	0.45826	0.078378	0.12498	0.42212	0.05161	0.47346	0.9501	0.055038	0.11468	0.93178	0.17821	0.077026	0.81465	0.70151	0.073591	0.66616	0.071801	0.11831	0.39512	0.41948	0.90662	0.047369	0.055498	0.068289	0.4866	0.80547	0.066054	0.059429
Meth__cg24435562__PCDHB13	0.043217	0.8031	0.051562	0.76768	0.054212	0.87127	0.88342	0.051206	0.4714	0.43991	0.25409	0.55038	0.52514	0.53574	0.19844	0.25784	0.058379	0.038425	0.25497	0.28772	0.75624	0.47199	0.16603	0.18163	0.095828	0.38156	0.54071	0.2665	0.055333	0.82189	0.064824	0.54078	0.20718	0.19056	0.17755
Meth__cg09045681__TCF19	0.21336	0.95437	0.86156	0.24607	0.13793	0.067063	0.9305	0.8799	0.095432	0.94513	0.64136	0.81622	0.89156	0.065584	0.047587	0.12895	0.04877	0.93211	0.9108	0.87905	0.082328	0.9096	0.057589	0.69016	0.079724	0.89091	0.073402	0.92752	0.045522	0.037704	0.06237	0.87199	0.046234	0.41833	0.22328
Meth__cg17329164__PPT2	0.55638	0.91941	0.15386	0.094227	0.159	0.65233	0.94907	0.89111	0.10445	0.49729	0.82755	0.96435	0.89814	0.61973	0.067594	0.71788	0.05041	0.080522	0.42695	0.098488	0.76911	0.082993	0.12453	0.11027	0.21326	0.093622	0.15118	0.9285	0.06516	0.077514	0.1339	0.91524	0.93043	0.24232	0.8584
Meth__cg10189695__GPR78	0.038164	0.039971	0.035127	0.85632	0.58955	0.28214	0.030642	0.037196	0.48693	0.5546	0.14212	0.026515	0.040233	0.040379	0.32935	0.080673	0.89762	0.057822	0.045559	0.032963	0.093041	0.030703	0.93888	0.053009	0.064763	0.031266	0.6487	0.037186	0.032754	0.04257	0.52402	0.024228	0.034336	0.035034	0.043472
Meth__cg10845200__DRD1IP	0.027938	0.04583	0.056463	0.41884	0.20343	0.039156	0.018677	0.022774	0.21037	0.27157	0.55289	0.0546	0.022635	0.027297	0.024561	0.047803	0.02032	0.52126	0.39267	0.049667	0.023729	0.31508	0.52679	0.040309	0.17341	0.026235	0.92104	0.10171	0.02201	0.023177	0.028837	0.026534	0.43238	0.024749	0.040572
Meth__cg04726446__MGC16372	0.20065	0.83452	0.88331	0.89356	0.65067	0.89099	0.029824	0.055629	0.61343	0.78049	0.87379	0.71617	0.31607	0.48014	0.050844	0.091344	0.04128	0.15478	0.056118	0.075857	0.55276	0.07828	0.85818	0.66336	0.07676	0.041954	0.85139	0.4417	0.063295	0.036951	0.421	0.88576	0.64857	0.67102	0.84202
Meth__cg08198102__PTPLA	0.078743	0.065773	0.064796	0.048583	0.12983	0.18652	0.045791	0.072501	0.04805	0.081354	0.12002	0.077881	0.066861	0.057924	0.046283	0.1157	0.061796	0.048691	0.058496	0.075185	0.049376	0.25745	0.17854	0.079008	0.1241	0.071986	0.33935	0.07802	0.060735	0.069712	0.058695	0.38274	0.25788	0.081191	0.12925
Meth__cg04460372__ST6GALNAC6	0.19635	0.36012	0.10014	0.11408	0.20152	0.23255	0.054313	0.056544	0.047551	0.67222	0.21688	0.036086	0.063589	0.20395	0.073775	0.1204	0.035566	0.37758	0.071686	0.11024	0.22793	0.13311	0.084252	0.56684	0.085669	0.040557	0.1444	0.13159	0.036975	0.048618	0.05237	0.038251	0.36413	0.054503	0.083852
Meth__cg16483916__PLAC2	0.062593	0.082285	0.038757	0.95649	0.37737	0.097129	0.050623	0.039532	0.12251	0.047206	0.096797	0.025672	0.076176	0.081172	0.17003	0.079127	0.80321	0.027514	0.080213	0.05193	0.092526	0.044876	0.85646	0.12691	0.064756	0.038979	0.11727	0.093045	0.37176	0.28642	0.18452	0.032644	0.49958	0.045858	0.083556
Meth__cg01161597__TAF2	0.078922	0.073331	0.04803	0.064894	0.12678	0.055078	0.070592	0.074074	0.07288	0.072788	0.066619	0.056789	0.08494	0.056912	0.075497	0.094082	0.070667	0.096295	0.075889	0.07557	0.071474	0.072788	0.10078	0.087221	0.10002	0.065794	0.093446	0.071252	0.075942	0.081275	0.083542	0.063252	0.046349	0.070712	0.073297
Meth__cg00746083__CHD8	0.046485	0.040164	0.035523	0.041837	0.036936	0.042345	0.048052	0.04367	0.042765	0.030797	0.088698	0.030629	0.058451	0.033588	0.046863	0.097249	0.036376	0.039234	0.044381	0.046551	0.040603	0.033462	0.10109	0.041627	0.058406	0.045154	0.06234	0.038858	0.049105	0.049147	0.59693	0.03542	0.043708	0.049414	0.04643
Meth__cg25808906__DGKG	0.044096	0.073445	0.04123	0.85536	0.23946	0.5288	0.05435	0.060456	0.20811	0.4117	0.15454	0.048306	0.064124	0.066113	0.084417	0.088207	0.12142	0.85392	0.91359	0.22229	0.052145	0.90512	0.84297	0.17224	0.1874	0.05116	0.71869	0.18886	0.066408	0.18893	0.29446	0.047358	0.14023	0.080827	0.060333
Meth__cg21443584__MBIP	0.034585	0.033921	0.029041	0.034319	0.051118	0.032146	0.043597	0.036883	0.045129	0.059593	0.095989	0.75327	0.12819	0.038634	0.029275	0.11735	0.045905	0.037681	0.041423	0.20808	0.039284	0.027972	0.071027	0.051028	0.071053	0.041432	0.089709	0.11558	0.032797	0.037438	0.043795	0.38933	0.032321	0.044711	0.040498
Meth__cg14354749__EIF1AX	0.048636	0.046585	0.048461	0.048928	0.05884	0.083251	0.080301	0.053284	0.066581	0.066965	0.094238	0.042116	0.083346	0.061867	0.062318	0.095769	0.04246	0.054022	0.071613	0.038758	0.040353	0.035419	0.088299	0.048393	0.064575	0.047624	0.093849	0.046806	0.052956	0.053911	0.60182	0.062205	0.063488	0.069876	0.054081
Meth__cg27465531__MBTPS2	0.037569	0.072932	0.348	0.069083	0.10623	0.099821	0.11937	0.063885	0.073781	0.2059	0.34877	0.18214	0.12326	0.065227	0.11665	0.16203	0.52272	0.075313	0.094012	0.48568	0.051665	0.57696	0.14359	0.48656	0.21943	0.065509	0.5113	0.066778	0.61528	0.10551	0.55434	0.10129	0.028971	0.28131	0.074199
Meth__cg16924616__DLX5	0.1086	0.39425	0.14641	0.93601	0.10826	0.024187	0.032921	0.50429	0.031693	0.91253	0.13295	0.93903	0.051339	0.042455	0.036687	0.30841	0.031771	0.56542	0.54657	0.23523	0.045858	0.46129	0.89313	0.048207	0.73679	0.069702	0.81025	0.081	0.046199	0.10841	0.26663	0.040611	0.95006	0.66985	0.39188
Meth__cg01130192__ACO1	0.52847	0.16667	0.37497	0.029263	0.036237	0.030953	0.033556	0.11474	0.024571	0.10472	0.054967	0.013935	0.02795	0.04385	0.029661	0.036226	0.017779	0.072178	0.048833	0.22994	0.037187	0.22676	0.044446	0.065356	0.036326	0.020777	0.17918	0.055142	0.027928	0.019355	0.30824	0.024029	0.043975	0.23624	0.34702
Meth__cg16534233__FAM80A	0.057807	0.048013	0.033276	0.077058	0.12581	0.076459	0.037381	0.053194	0.22323	0.03834	0.48308	0.028922	0.046003	0.035899	0.048911	0.090006	0.29266	0.031473	0.045569	0.036507	0.052943	0.042283	0.59876	0.044994	0.11406	0.033802	0.059681	0.038138	0.039255	0.058894	0.40565	0.029094	0.062574	0.050687	0.064749
Meth__cg11934695__ADRA1D	0.44314	0.10138	0.042337	0.92337	0.051967	0.43383	0.095136	0.090769	0.90489	0.1606	0.16549	0.57655	0.094289	0.042429	0.26041	0.32195	0.25515	0.9676	0.94767	0.090924	0.040507	0.38648	0.92884	0.4383	0.12573	0.043505	0.82717	0.56269	0.14752	0.053351	0.10631	0.044819	0.95312	0.6243	0.92087
Meth__cg06284322__TAF7	0.040821	0.14696	0.07168	0.053418	0.28604	0.080219	0.10385	0.11468	0.48487	0.052048	0.11771	0.078378	0.091354	0.12388	0.076612	0.09344	0.099291	0.039974	0.076315	0.06138	0.048281	0.071155	0.078851	0.098032	0.06723	0.057087	0.079383	0.13771	0.045881	0.079325	0.09987	0.076152	0.066627	0.081933	0.074691
Meth__cg17688525__L3MBTL4	0.023344	0.97819	0.097095	0.97544	0.60768	0.030222	0.019732	0.026168	0.02715	0.26105	0.93282	0.36319	0.43944	0.019772	0.064812	0.089705	0.1605	0.95616	0.96272	0.032291	0.26747	0.028125	0.96234	0.90432	0.056613	0.02665	0.9542	0.37955	0.045274	0.031255	0.14933	0.02866	0.98446	0.72474	0.52759
Meth__cg02248486__HOXA5	0.19504	0.62093	0.45163	0.47729	0.096438	0.034478	0.37397	0.62043	0.067124	0.077656	0.40564	0.95366	0.4758	0.074411	0.055672	0.06056	0.052122	0.052438	0.051508	0.87986	0.041698	0.94373	0.9035	0.53479	0.14283	0.044686	0.9223	0.04666	0.4491	0.052507	0.058033	0.059939	0.94598	0.95036	0.94801
Meth__cg16692761__TAF1B	0.050564	0.048334	0.03642	0.045195	0.071885	0.4674	0.060215	0.054433	0.047298	0.060225	0.081522	0.033277	0.051461	0.067497	0.096154	0.11361	0.047738	0.047236	0.053977	0.047415	0.040808	0.049185	0.10514	0.047809	0.1389	0.035368	0.16087	0.039471	0.053294	0.034804	0.048959	0.045797	0.044276	0.056013	0.061822
Meth__cg07473175__AMIGO2	0.043518	0.057197	0.038041	0.03376	0.30815	0.02472	0.049633	0.051827	0.8596	0.047224	0.082188	0.049438	0.39211	0.26337	0.25893	0.12306	0.043465	0.054569	0.044907	0.85862	0.049553	0.031229	0.080373	0.039247	0.064333	0.051621	0.11935	0.05041	0.045313	0.03788	0.03696	0.81204	0.12505	0.047539	0.04433
Meth__cg09009111__EMILIN2	0.36212	0.16975	0.6147	0.74647	0.040483	0.17908	0.062433	0.5822	0.81768	0.39096	0.90587	0.71407	0.061625	0.061221	0.10239	0.13354	0.034717	0.96889	0.97023	0.51791	0.057141	0.96049	0.84083	0.96074	0.11742	0.037509	0.90885	0.27698	0.068822	0.11788	0.11449	0.041485	0.90421	0.48216	0.54448
Meth__cg20047732__TTC14	0.038215	0.55988	0.049408	0.041959	0.029082	0.064588	0.04744	0.041289	0.10129	0.03135	0.093979	0.60982	0.050249	0.043435	0.04912	0.070774	0.038624	0.12548	0.14493	0.31635	0.055978	0.03362	0.070193	0.050607	0.067016	0.055474	0.23583	0.069476	0.051702	0.041566	0.034133	0.047125	0.039897	0.055857	0.05099
Meth__cg19959519__NF1	0.11284	0.05733	0.062264	0.031581	0.12539	0.058796	0.093478	0.2975	0.050606	0.16366	0.074095	0.051979	0.25748	0.0497	0.034535	0.062224	0.092235	0.04522	0.054881	0.04946	0.063143	0.086012	0.071316	0.047725	0.094103	0.070675	0.039591	0.10116	0.045296	0.036734	0.038276	0.23808	0.039914	0.046934	0.029727
Meth__cg19914607__SLC38A3	0.36973	0.34744	0.40292	0.80303	0.37022	0.92876	0.20083	0.12527	0.065338	0.61582	0.87968	0.10005	0.26564	0.50357	0.085543	0.15626	0.17657	0.87032	0.62744	0.23301	0.16575	0.2621	0.52035	0.12127	0.22256	0.37543	0.12744	0.13947	0.29456	0.10212	0.065826	0.34169	0.62972	0.45889	0.69383
Meth__cg02756845__MAPK8IP2	0.19146	0.25071	0.056626	0.40026	0.60665	0.43584	0.062519	0.18548	0.11698	0.58127	0.78422	0.15463	0.11198	0.082465	0.14007	0.1921	0.44619	0.33026	0.34181	0.068071	0.075866	0.24598	0.90323	0.16304	0.071409	0.11581	0.94498	0.33964	0.06414	0.56442	0.52127	0.15749	0.15485	0.21921	0.11194
Meth__cg12104707__ZNF426	0.069364	0.063372	0.058201	0.11025	0.11787	0.83789	0.038959	0.08273	0.040115	0.1052	0.52293	0.041775	0.042865	0.32854	0.052657	0.093783	0.034173	0.80018	0.19855	0.0622	0.03927	0.054004	0.086276	0.28407	0.17568	0.079351	0.085628	0.085246	0.041878	0.037366	0.053497	0.069118	0.17542	0.13651	0.094727
Meth__cg08631151__RPRML	0.032445	0.13574	0.2473	0.17751	0.022867	0.15562	0.039468	0.082607	0.057027	0.30971	0.42409	0.041167	0.041651	0.06148	0.025111	0.076509	0.03905	0.57921	0.616	0.043602	0.042983	0.39224	0.55354	0.18247	0.19137	0.069985	0.84591	0.13739	0.029058	0.12929	0.14115	0.22907	0.33662	0.20358	0.10949
Meth__cg15556558__STRN	0.042686	0.036446	0.037686	0.89577	0.12824	0.26465	0.035102	0.037796	0.04579	0.04137	0.09818	0.021459	0.04572	0.045089	0.034486	0.077926	0.029216	0.031867	0.041084	0.031585	0.039271	0.026921	0.052657	0.041427	0.088271	0.12898	0.06318	0.035223	0.037571	0.043839	0.051946	0.025193	0.039773	0.031459	0.041794
Meth__cg04195127__WFDC1	0.060436	0.62937	0.75313	0.039273	0.18084	0.95425	0.032723	0.34888	0.91084	0.26098	0.78577	0.056954	0.031148	0.76046	0.046368	0.037198	0.026183	0.40485	0.58624	0.94535	0.56949	0.11871	0.080925	0.18602	0.04999	0.7235	0.062592	0.28567	0.027295	0.028976	0.03284	0.49539	0.08684	0.08101	0.06488
Meth__cg03002480__UBR1	0.040404	0.043466	0.032604	0.031601	0.10188	0.033419	0.0402	0.055382	0.055052	0.051865	0.10113	0.079081	0.053962	0.50197	0.038377	0.077593	0.035777	0.027766	0.042486	0.043076	0.04461	0.036391	0.099669	0.049371	0.051794	0.048464	0.043387	0.048934	0.038847	0.03079	0.038358	0.035124	0.032375	0.042639	0.04553
Meth__cg27546237__COL4A1	0.0527	0.15725	0.19443	0.25777	0.039243	0.68436	0.11391	0.066684	0.052902	0.36587	0.8176	0.27139	0.28051	0.053038	0.049646	0.10342	0.049382	0.92143	0.93456	0.13127	0.073447	0.91778	0.096087	0.89816	0.065865	0.087307	0.83748	0.12152	0.41738	0.049297	0.50287	0.15428	0.87511	0.26178	0.4231
Meth__cg19042950__IGF2BP3	0.022141	0.074151	0.059886	0.038413	0.20828	0.07899	0.038621	0.15113	0.058	0.08216	0.19585	0.032514	0.055994	0.059848	0.051703	0.06561	0.030277	0.12979	0.21904	0.097343	0.03963	0.29401	0.12889	0.30437	0.12349	0.030662	0.30128	0.037037	0.061299	0.041075	0.050845	0.049394	0.37884	0.045096	0.034156
Meth__cg17811228__PSD2	0.020259	0.047467	0.034316	0.38486	0.060868	0.078023	0.027933	0.028459	0.039421	0.036656	0.098838	0.02497	0.023541	0.027962	0.031309	0.029058	0.020558	0.032835	0.037183	0.026214	0.037254	0.027446	0.093674	0.039342	0.037972	0.049366	0.06202	0.034364	0.030715	0.025757	0.033274	0.025322	0.084409	0.043442	0.034078
Meth__cg06816106__SPDY1	0.35728	0.049432	0.038993	0.50374	0.068138	0.94323	0.037666	0.049243	0.50601	0.05957	0.65682	0.92734	0.038402	0.033891	0.043542	0.088035	0.63764	0.052957	0.050008	0.29616	0.043476	0.039297	0.87754	0.63851	0.16667	0.060628	0.92679	0.046693	0.058762	0.047409	0.67159	0.049388	0.58384	0.90264	0.92739
Meth__cg18389752__AMOT	0.051598	0.078411	0.23812	0.026687	0.089202	0.51903	0.03698	0.030112	0.05469	0.076775	0.084888	0.078422	0.040806	0.15775	0.19447	0.11343	0.085041	0.034739	0.039956	0.34832	0.036159	0.27238	0.48944	0.081218	0.082103	0.025178	0.32313	0.061802	0.37221	0.047404	0.45098	0.10758	0.085684	0.2314	0.038538
Meth__cg26673943__CDKN2A	0.11268	0.18592	0.11181	0.076797	0.15762	0.06428	0.096291	0.088826	0.086129	0.28075	0.13037	0.065157	0.091331	0.074852	0.5575	0.19616	0.10416	0.20153	0.19166	0.098416	0.079961	0.079747	0.54856	0.13778	0.1877	0.11607	0.18182	0.12219	0.54809	0.44345	0.21411	0.10309	0.11009	0.087979	0.085354
Meth__cg27522780__ACADS	0.93236	0.61378	0.03838	0.90669	0.082546	0.070684	0.059688	0.051587	0.067793	0.045218	0.90492	0.9594	0.21392	0.042916	0.060234	0.074826	0.039682	0.037993	0.054974	0.084471	0.051346	0.065356	0.27217	0.9326	0.16179	0.04117	0.8247	0.05568	0.052332	0.087211	0.078226	0.043056	0.041032	0.93336	0.92335
Meth__cg17163751__H2AFY2	0.034247	0.039532	0.034766	0.15559	0.022907	0.040102	0.026305	0.034642	0.057076	0.088701	0.081989	0.027476	0.06239	0.040009	0.034047	0.047497	0.033375	0.044547	0.034654	0.03898	0.038814	0.024913	0.91478	0.050282	0.10664	0.031173	0.15146	0.34647	0.034279	0.038452	0.040169	0.033809	0.17037	0.043588	0.040034
Meth__cg26551843__RPS6KL1	0.041156	0.047187	0.042974	0.042429	0.036175	0.24348	0.83103	0.050692	0.78221	0.031336	0.74692	0.035152	0.65579	0.075109	0.039093	0.088331	0.070789	0.045614	0.049128	0.050551	0.66637	0.040293	0.062549	0.16214	0.068792	0.047717	0.085059	0.343	0.042084	0.036051	0.75386	0.04283	0.045145	0.040208	0.046512
Meth__cg01184522__ZNF496	0.86648	0.16598	0.48796	0.021103	0.035762	0.064435	0.020647	0.95939	0.018235	0.046538	0.13207	0.38373	0.026963	0.021369	0.016264	0.054804	0.017	0.029389	0.042118	0.068669	0.38599	0.029846	0.049809	0.06764	0.031197	0.14528	0.033694	0.15453	0.024451	0.017943	0.022162	0.89644	0.020742	0.02587	0.030071
Meth__cg01428678__GPHN	0.28518	0.077652	0.042816	0.076208	0.13689	0.052808	0.085004	0.079851	0.092892	0.089646	0.18468	0.057432	0.075303	0.095087	0.051839	0.093993	0.08693	0.037762	0.061835	0.087684	0.14196	0.056445	0.11245	0.077601	0.086784	0.44651	0.089979	0.10559	0.068068	0.065584	0.091483	0.080476	0.085072	0.079123	0.061347
Meth__cg02257681__DDAH2	0.035318	0.02537	0.033954	0.038042	0.03746	0.031442	0.021468	0.037218	0.052859	0.062824	0.59966	0.016409	0.039181	0.032771	0.04227	0.067267	0.025251	0.031014	0.040102	0.037691	0.03843	0.027677	0.11014	0.035806	0.056073	0.042752	0.070446	0.029286	0.022942	0.12564	0.61389	0.037888	0.03585	0.052493	0.045156
Meth__cg07099407__KLC4	0.019842	0.076751	0.022548	0.34727	0.054703	0.02799	0.035392	0.030895	0.018426	0.039024	0.043212	0.015844	0.032429	0.032586	0.15795	0.024248	0.020806	0.037484	0.025659	0.021562	0.29236	0.024393	0.04954	0.037881	0.038748	0.036622	0.037144	0.023841	0.021583	0.019354	0.079932	0.01982	0.012304	0.037361	0.067485
Meth__cg18568653__SERGEF	0.058774	0.07247	0.070765	0.10955	0.53229	0.060558	0.0473	0.044032	0.044687	0.49405	0.58697	0.029248	0.063284	0.052958	0.060542	0.12229	0.04383	0.04557	0.071594	0.062005	0.061501	0.050905	0.32625	0.060438	0.066076	0.066238	0.09211	0.098062	0.043425	0.52557	0.085392	0.13476	0.0675	0.15054	0.17736
Meth__cg24166097__NPM3	0.12197	0.074263	0.085901	0.050821	0.22787	0.078624	0.1029	0.10826	0.10949	0.27509	0.7705	0.072014	0.30916	0.079809	0.090545	0.14536	0.090708	0.043999	0.07428	0.064831	0.067081	0.06923	0.091625	0.07877	0.14247	0.060439	0.15209	0.087906	0.086241	0.086689	0.088866	0.087317	0.096934	0.93161	0.90764
Meth__cg02237119__WBSCR27	0.098979	0.29833	0.11318	0.65562	0.6953	0.061874	0.7111	0.13405	0.11677	0.53299	0.38777	0.069247	0.66452	0.11975	0.067718	0.074277	0.17208	0.4447	0.37427	0.13395	0.42609	0.12214	0.14058	0.25371	0.086914	0.2538	0.086967	0.62078	0.043724	0.084316	0.065748	0.18571	0.061316	0.059934	0.060017
Meth__cg25033144__FLJ00060	0.039945	0.38034	0.024942	0.41298	0.4872	0.50396	0.038025	0.035511	0.3938	0.8189	0.29618	0.028647	0.060017	0.062421	0.036716	0.047801	0.026288	0.46688	0.3589	0.066713	0.13794	0.79852	0.1969	0.046485	0.041825	0.37249	0.52624	0.043803	0.045665	0.06761	0.05616	0.023865	0.40397	0.047436	0.10053
Meth__cg11011938__SEMA5A	0.039829	0.044464	0.037753	0.79315	0.039275	0.9199	0.22395	0.043145	0.86468	0.69113	0.83829	0.037116	0.23286	0.049153	0.52086	0.20932	0.024274	0.42871	0.079254	0.039251	0.24495	0.03493	0.80352	0.072596	0.14678	0.037091	0.8171	0.83658	0.84864	0.064089	0.035805	0.033962	0.88347	0.15375	0.050544
Meth__cg19796273__MYO10	0.020011	0.020648	0.026965	0.048172	0.032333	0.41185	0.027299	0.026708	0.022653	0.0088093	0.026747	0.015457	0.022743	0.018125	0.02742	0.038022	0.010897	0.022112	0.021587	0.050033	0.023189	0.027229	0.042505	0.023903	0.024122	0.030761	0.047151	0.021346	0.058058	0.025133	0.02335	0.02011	0.018905	0.026661	0.035227
Meth__cg25632203__ZNF643	0.03827	0.025286	0.031089	0.026707	0.0625	0.050668	0.023437	0.026468	0.028795	0.071146	0.1544	0.023961	0.0232	0.026273	0.018417	0.054711	0.025265	0.046118	0.033945	0.032505	0.037731	0.043125	0.06958	0.031763	0.055652	0.022139	0.06694	0.02343	0.02734	0.023402	0.02041	0.03294	0.022807	0.055676	0.038553
Meth__cg10943191__TMEM52	0.025577	0.36107	0.030853	0.97311	0.89821	0.023051	0.024734	0.034277	0.037463	0.057664	0.065926	0.025476	0.033914	0.027148	0.95842	0.052044	0.20979	0.030896	0.033973	0.029018	0.14913	0.029453	0.66492	0.43245	0.073596	0.035077	0.055556	0.03925	0.043531	0.03668	0.12137	0.024197	0.029058	0.60426	0.051371
Meth__cg26036443__EHD2	0.04708	0.90683	0.82286	0.045626	0.08067	0.1139	0.068352	0.18485	0.90394	0.30208	0.10675	0.038588	0.059523	0.068838	0.048639	0.28776	0.046894	0.045916	0.14278	0.17826	0.07628	0.48062	0.14294	0.69298	0.13265	0.92438	0.087145	0.91163	0.051464	0.036489	0.056873	0.30518	0.17823	0.060969	0.071972
Meth__cg03833566__C3orf54	0.11105	0.18784	0.099402	0.04031	0.1013	0.18359	0.04747	0.046009	0.19285	0.43026	0.2877	0.047355	0.052809	0.068475	0.052316	0.063111	0.020417	0.056458	0.067547	0.049021	0.057669	0.090364	0.049247	0.050609	0.1122	0.029617	0.10631	0.068757	0.034413	0.030034	0.032115	0.049677	0.50368	0.22369	0.078997
