Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg17827767__LRRC21	0.62183	0.17726	0.838	0.94227	0.8664	0.077655	0.63996	0.83861	0.58386	0.17983	0.91993	0.31077	0.4265	0.52902	0.9078	0.082295	0.03775	0.66707	0.75731	0.504	0.061509	0.94794	0.064497	0.32436	0.047016	0.41783	0.094905	0.32277	0.05735	0.042791	0.52179	0.045438	0.13488	0.044926	0.77008	0.33146	0.42426
Meth__cg26656135__EYA4	0.54159	0.02681	0.93915	0.60781	0.023364	0.52373	0.96369	0.95811	0.022388	0.96447	0.032942	0.13066	0.25619	0.067862	0.31349	0.085655	0.042872	0.95007	0.62932	0.49274	0.023191	0.52154	0.60057	0.16976	0.051748	0.9513	0.06326	0.026754	0.021767	0.41608	0.026265	0.40301	0.97728	0.93872	0.95605	0.040736	0.040579
Meth__cg04329382__FLJ27365	0.40057	0.85458	0.064645	0.8226	0.67788	0.68875	0.84172	0.056457	0.062846	0.86849	0.85108	0.097449	0.31112	0.093929	0.33913	0.63559	0.03723	0.89502	0.88391	0.42962	0.80544	0.89358	0.47729	0.85648	0.49429	0.45237	0.75062	0.041198	0.076272	0.10046	0.044448	0.82426	0.052548	0.19722	0.87459	0.34806	0.064757
Meth__cg22885821__GNAS	0.036338	0.22593	0.19947	0.037829	0.19204	0.2672	0.24922	0.06126	0.028251	0.1453	0.32724	0.051083	0.036632	0.060873	0.03105	0.082214	0.040239	0.24801	0.10314	0.069853	0.056677	0.24642	0.34544	0.88658	0.06891	0.066108	0.082075	0.031735	0.05148	0.029654	0.034358	0.034264	0.19424	0.15954	0.069243	0.050201	0.43169
Meth__cg18846362__CA12	0.033493	0.084139	0.88368	0.041844	0.032705	0.24464	0.042444	0.29235	0.03868	0.039455	0.25556	0.10428	0.036898	0.38957	0.033982	0.061906	0.035648	0.028781	0.035712	0.030906	0.27967	0.03268	0.09404	0.041325	0.076869	0.14622	0.059118	0.033327	0.037937	0.032895	0.10829	0.045716	0.12114	0.1277	0.03916	0.032214	0.035911
Meth__cg00673191__DOPEY2	0.068182	0.072102	0.57709	0.091344	0.086237	0.83658	0.090206	0.86324	0.68077	0.058868	0.65159	0.2425	0.47178	0.65658	0.56674	0.16736	0.29676	0.061847	0.090241	0.092583	0.775	0.068129	0.081341	0.12534	0.24718	0.17652	0.10886	0.80671	0.69971	0.41973	0.077041	0.080774	0.070452	0.10426	0.086177	0.085878	0.089568
Meth__cg14590817__ADARB2	0.043823	0.036339	0.11685	0.045595	0.033916	0.17098	0.26772	0.024951	0.029412	0.036761	0.29112	0.17649	0.03221	0.030566	0.066423	0.07293	0.036223	0.057368	0.074554	0.035925	0.03541	0.032026	0.14169	0.040908	0.051289	0.30501	0.051664	0.03408	0.028385	0.032301	0.022286	0.031286	0.46793	0.049035	0.040389	0.039094	0.040408
Meth__cg01401376__EYA4	0.54026	0.039168	0.37965	0.8415	0.061514	0.16069	0.83849	0.93866	0.050112	0.12754	0.050538	0.39212	0.051616	0.067081	0.18171	0.12348	0.0597	0.83295	0.91307	0.13584	0.062551	0.80905	0.58197	0.6755	0.0651	0.61384	0.10783	0.040617	0.051739	0.33678	0.046869	0.39497	0.83397	0.42529	0.40731	0.84721	0.89978
Meth__cg02873524__PAPPA	0.50807	0.084937	0.58096	0.054931	0.051937	0.039642	0.64503	0.36696	0.029329	0.05136	0.84219	0.28002	0.040273	0.038856	0.034249	0.066472	0.037193	0.8226	0.63098	0.40735	0.041259	0.15813	0.37232	0.047599	0.12488	0.88446	0.052424	0.045774	0.025973	0.070457	0.049116	0.03516	0.19501	0.35694	0.056796	0.042787	0.042719
Meth__cg23306832__KIAA0999	0.12917	0.28571	0.10366	0.77848	0.1466	0.075892	0.14904	0.10899	0.091907	0.14736	0.06777	0.27951	0.1923	0.099824	0.13674	0.098092	0.23954	0.20934	0.26899	0.1302	0.096544	0.57341	0.38502	0.18559	0.13434	0.098275	0.5904	0.076769	0.071506	0.1268	0.14592	0.22941	0.12441	0.29313	0.72414	0.32	0.47305
Meth__cg07248310__HOOK1	0.056178	0.037432	0.043628	0.054967	0.049321	0.86922	0.074866	0.41777	0.021745	0.062432	0.86304	0.03843	0.042222	0.037242	0.077994	0.070103	0.15619	0.03897	0.050086	0.046723	0.05315	0.045612	0.18446	0.063604	0.059634	0.092447	0.074568	0.031195	0.032619	0.079691	0.037384	0.035707	0.034896	0.18116	0.062428	0.060689	0.049295
Meth__cg09558850__TFPI2	0.12293	0.22284	0.6713	0.43654	0.13255	0.89089	0.12485	0.92975	0.065335	0.095058	0.88899	0.69737	0.11426	0.8721	0.68112	0.13795	0.89413	0.1204	0.1046	0.35783	0.25607	0.15769	0.20803	0.15285	0.15364	0.6469	0.11449	0.12292	0.62121	0.90725	0.78237	0.11469	0.94325	0.71286	0.10849	0.18847	0.12928
Meth__cg04084157__VGF	0.096468	0.055263	0.095094	0.089861	0.042585	0.044898	0.080985	0.048595	0.24848	0.062039	0.10372	0.92626	0.23033	0.046732	0.059562	0.23951	0.87165	0.04824	0.096779	0.059002	0.064363	0.11056	0.88487	0.082092	0.098429	0.88941	0.0756	0.043426	0.070242	0.059642	0.035773	0.042211	0.067304	0.051869	0.063261	0.050518	0.050005
Meth__cg23548479__CDKN1C	0.42417	0.043658	0.068091	0.14917	0.041503	0.6786	0.55551	0.05901	0.065132	0.046651	0.51951	0.56413	0.069579	0.049054	0.049649	0.10759	0.35438	0.86438	0.6635	0.076381	0.058388	0.34119	0.26951	0.070897	0.12729	0.12508	0.078551	0.043645	0.049717	0.0427	0.056701	0.051618	0.043608	0.20814	0.049974	0.049163	0.051621
U133A__DUSP4	10.5675	7.7073	7.2673	8.7557	6.0843	4.1033	3.6137	3.1114	3.4129	3.194	3.6057	3.8377	8.2093	3.5935	6.8971	3.1519	5.7101	6.7026	5.4863	8.3122	5.4229	10.2336	8.0304	8.4695	6.9283	6.4106	9.2095	3.1016	6.4878	3.4488	10.6614	8.006	8.6117	6.152	9.8113	8.4149	6.4699
Meth__cg17471102__FUT3	0.059478	0.060576	0.055797	0.57666	0.25621	0.13819	0.3217	0.069551	0.10836	0.30272	0.039457	0.051667	0.083074	0.053543	0.067583	0.077479	0.077349	0.2988	0.3739	0.45629	0.16272	0.28111	0.088784	0.44367	0.087529	0.26743	0.10251	0.074708	0.058576	0.055757	0.074773	0.055085	0.045038	0.3677	0.57142	0.10895	0.19294
Meth__cg16419345__ACOX1	0.071153	0.047705	0.06257	0.42393	0.14123	0.050606	0.074853	0.027969	0.057497	0.6081	0.047019	0.15146	0.056515	0.065397	0.031589	0.047913	0.046763	0.10795	0.16112	0.28847	0.040588	0.10129	0.18301	0.65723	0.076476	0.12914	0.077499	0.025952	0.047732	0.075927	0.036152	0.030647	0.035521	0.057493	0.10202	0.042196	0.0448
U133A__TMEM97	7.9988	7.4968	7.8134	8.0862	8.2533	8.169	8.1593	6.9567	8.4639	6.6066	8.3934	6.7473	7.4076	7.1745	7.9142	7.8347	7.7135	8.5816	8.5359	9.5737	7.8827	8.5164	8.8979	7.8895	7.5503	8.4304	7.6014	6.1747	7.2433	7.5153	7.243	10.8166	6.1129	8.4702	9.4899	6.622	8.3972
Meth__cg24311382__CTGF	0.064429	0.058769	0.93835	0.089286	0.077676	0.053586	0.089881	0.039353	0.068766	0.093828	0.057492	0.087349	0.064695	0.069608	0.039416	0.1878	0.053797	0.13355	0.083791	0.88036	0.063843	0.08913	0.11979	0.064545	0.33772	0.79925	0.14049	0.03803	0.043663	0.050034	0.063836	0.060988	0.055517	0.80555	0.072508	0.089574	0.066868
Meth__cg25059792__EIF3S4	0.043772	0.050404	0.048866	0.052069	0.042599	0.04774	0.049162	0.034025	0.044518	0.058846	0.046674	0.041811	0.05014	0.049517	0.041082	0.1381	0.085909	0.070405	0.10783	0.042665	0.044168	0.060858	0.28041	0.05936	0.081706	0.13812	0.24721	0.039931	0.042792	0.052808	0.050442	0.045484	0.040671	0.14755	0.054682	0.058491	0.046829
Meth__cg18408326__CACNB2	0.27802	0.042508	0.76881	0.73495	0.48067	0.06669	0.4214	0.63171	0.052307	0.18947	0.8285	0.53467	0.041377	0.14031	0.037956	0.054891	0.053872	0.36645	0.31295	0.62805	0.05959	0.19697	0.59874	0.36219	0.16047	0.30064	0.077633	0.046185	0.18884	0.071775	0.12502	0.045019	0.23727	0.060041	0.51583	0.53668	0.52214
Meth__cg08798523__MTMR6	0.046699	0.031903	0.057973	0.048894	0.030139	0.029474	0.049512	0.032117	0.033523	0.038462	0.041804	0.0198	0.033158	0.032663	0.039125	0.051101	0.03021	0.028231	0.046151	0.037686	0.041744	0.037655	0.061484	0.039529	0.068536	0.076587	0.063454	0.040282	0.031476	0.037455	0.035097	0.034168	0.030428	0.26006	0.047124	0.041787	0.043299
Meth__cg26689483__QDPR	0.058962	0.85369	0.86999	0.099822	0.70647	0.054573	0.50643	0.45751	0.057149	0.85393	0.08317	0.1519	0.14257	0.063258	0.062644	0.18405	0.06362	0.86165	0.85767	0.64304	0.57833	0.42171	0.57082	0.7946	0.26166	0.26189	0.66361	0.078431	0.058416	0.088161	0.81632	0.47314	0.16981	0.10413	0.26835	0.73413	0.8749
Meth__cg13666729__ZBTB8	0.083947	0.032991	0.27712	0.20949	0.036817	0.16847	0.1509	0.57617	0.035969	0.040586	0.13793	0.027546	0.048726	0.029921	0.25433	0.12495	0.38019	0.46153	0.35253	0.041457	0.04977	0.031084	0.88812	0.69195	0.050089	0.84013	0.074698	0.030012	0.030698	0.044128	0.042979	0.22653	0.41199	0.18691	0.054534	0.033949	0.086032
U133A__STK17A	4.9501	5.586	8.279	5.9762	6.0216	6.566	5.4767	6.4057	6.6561	5.4821	6.0291	5.8604	5.3348	6.9874	7.7161	7.9924	7.3272	6.1679	5.637	4.929	8.7568	5.3935	7.6759	6.849	5.6005	6.2104	5.4237	7.6464	7.6153	7.0711	5.235	7.7935	5.8133	6.2781	5.7631	5.1737	6.3458
U133A__C10orf116	9.1902	8.2899	5.318	9.178	8.9706	4.472	9.695	10.0032	4.7791	9.3951	5.1718	4.3801	9.8931	6.1048	6.8811	4.7923	4.7919	6.3825	5.6946	10.1961	4.8802	11.1909	5.2037	11.2659	10.0249	6.4343	9.0689	5.2127	7.5886	5.4465	4.9414	8.3863	10.4616	9.125	9.852	9.5303	10.8611
Meth__cg21271753__TMPRSS6	0.86671	0.49855	0.8115	0.92521	0.89766	0.078594	0.65993	0.70067	0.03768	0.86466	0.33681	0.76466	0.033462	0.268	0.44706	0.041503	0.023826	0.91706	0.92671	0.94495	0.83386	0.96446	0.43117	0.82939	0.050457	0.49035	0.32965	0.028834	0.046778	0.095556	0.88811	0.067583	0.23005	0.12993	0.93928	0.66753	0.64867
Meth__cg02248486__HOXA5	0.63573	0.19504	0.96565	0.62093	0.45163	0.47729	0.94717	0.034478	0.37397	0.62043	0.067124	0.077656	0.4758	0.074411	0.055672	0.06056	0.052122	0.052438	0.051508	0.87986	0.041698	0.94373	0.9035	0.53479	0.14283	0.9223	0.60598	0.4491	0.052507	0.058033	0.059939	0.46593	0.94598	0.93058	0.073473	0.95036	0.94801
Meth__cg18917378__BCAS1	0.064876	0.044466	0.26067	0.047498	0.04833	0.27358	0.047544	0.89978	0.19452	0.046767	0.30694	0.1488	0.1287	0.5417	0.82707	0.26178	0.039681	0.037449	0.05945	0.049269	0.15956	0.041126	0.59626	0.044455	0.061076	0.14137	0.046566	0.42585	0.70947	0.1484	0.04078	0.050008	0.048967	0.084935	0.051877	0.039871	0.038021
Meth__cg21693321__MED12	0.58342	0.064877	0.091122	0.067233	0.16232	0.065901	0.088111	0.062395	0.57158	0.52791	0.063235	0.10141	0.51376	0.55572	0.49154	0.30183	0.070112	0.086498	0.072581	0.61757	0.069132	0.5513	0.13529	0.080688	0.52739	0.44157	0.48081	0.071961	0.054724	0.11843	0.057369	0.056251	0.51528	0.094435	0.55909	0.41974	0.075215
Meth__cg02047577__UCKL1	0.026607	0.016279	0.026547	0.019782	0.012165	0.019848	0.023584	0.016772	0.020648	0.02626	0.020861	0.026568	0.027994	0.030244	0.022143	0.14895	0.021352	0.030565	0.024569	0.031076	0.021904	0.013424	0.045844	0.018154	0.062178	0.044695	0.043634	0.01972	0.022539	0.023477	0.02336	0.019081	0.017174	0.089416	0.028099	0.028161	0.033386
Meth__cg17530977__GLI3	0.052272	0.041106	0.45957	0.048425	0.035995	0.047563	0.067987	0.19884	0.040311	0.056055	0.070301	0.19544	0.047572	0.15839	0.043372	0.096359	0.047764	0.068124	0.057342	0.050654	0.045225	0.055104	0.11944	0.052044	0.098724	0.14416	0.041753	0.039144	0.047207	0.046746	0.039306	0.038589	0.027032	0.050289	0.0519	0.049908	0.045574
Meth__cg22166290__BCL11A	0.050306	0.052913	0.67222	0.35795	0.20455	0.27685	0.47634	0.66049	0.074392	0.91363	0.070505	0.33878	0.067263	0.059785	0.070264	0.092635	0.57183	0.6308	0.85975	0.5523	0.055664	0.56656	0.33118	0.064659	0.53649	0.89592	0.074774	0.061158	0.054308	0.077817	0.37389	0.072031	0.068663	0.22994	0.67374	0.80519	0.066198
Meth__cg11078738__ANTXR1	0.062496	0.049723	0.046373	0.063115	0.046764	0.044273	0.056383	0.050796	0.044985	0.05141	0.057561	0.031034	0.047127	0.041285	0.055513	0.15517	0.052283	0.24917	0.15928	0.13418	0.054385	0.041163	0.081331	0.052523	0.083559	0.17057	0.072223	0.044699	0.042844	0.049589	0.044607	0.048535	0.079085	0.071491	0.062463	0.041061	0.05636
Meth__cg08590939__OXCT1	0.052523	0.080204	0.048738	0.20992	0.85325	0.029701	0.91022	0.041699	0.035581	0.91788	0.052928	0.037889	0.041804	0.034303	0.028064	0.051387	0.032012	0.92022	0.67333	0.14732	0.057413	0.41786	0.55231	0.19414	0.067456	0.051032	0.099256	0.035851	0.041438	0.029812	0.8242	0.025674	0.53131	0.83674	0.067649	0.24821	0.90935
Meth__cg23739862__PRMT8	0.90807	0.021894	0.62787	0.033604	0.024637	0.82095	0.84136	0.40691	0.33093	0.034873	0.54599	0.60433	0.28739	0.082418	0.057212	0.11044	0.2832	0.21807	0.59425	0.041337	0.42753	0.11567	0.87733	0.3588	0.062279	0.94708	0.05745	0.028829	0.54959	0.050963	0.027755	0.0216	0.058169	0.047042	0.049334	0.43048	0.042168
Meth__cg25724441__KCNJ2	0.86973	0.040716	0.66379	0.44238	0.34906	0.043877	0.84907	0.077946	0.031177	0.068456	0.049976	0.038528	0.038789	0.037469	0.039789	0.071695	0.034823	0.71815	0.56338	0.27503	0.10523	0.038715	0.87907	0.62038	0.40324	0.79143	0.072477	0.061517	0.039553	0.043264	0.033625	0.036865	0.78267	0.43868	0.059427	0.41634	0.046457
Meth__cg03698393__HAPLN3	0.79335	0.05615	0.96692	0.89057	0.91525	0.061785	0.91627	0.51816	0.033535	0.90386	0.30202	0.19205	0.041688	0.093175	0.035821	0.6847	0.036875	0.92575	0.90665	0.33423	0.4844	0.44196	0.060245	0.89874	0.099755	0.9258	0.065798	0.16299	0.034869	0.027255	0.61049	0.27284	0.86925	0.49604	0.91962	0.80404	0.85078
Meth__cg03544525__PFKFB2	0.040681	0.042421	0.057251	0.04656	0.031848	0.030731	0.051977	0.048239	0.030835	0.033015	0.050495	0.044088	0.041102	0.040026	0.03815	0.096739	0.032719	0.032151	0.049694	0.036123	0.037875	0.034812	0.071068	0.051032	0.042544	0.070832	0.086156	0.035419	0.030699	0.031753	0.03159	0.032778	0.034629	0.045602	0.035437	0.036685	0.03621
Meth__cg03117949__USP16	0.79301	0.20569	0.83304	0.26837	0.31529	0.44988	0.5662	0.31764	0.22456	0.12244	0.12553	0.13814	0.21578	0.12807	0.22002	0.24012	0.15127	0.28538	0.20133	0.55631	0.090531	0.31153	0.41182	0.14164	0.25119	0.45919	0.22545	0.073702	0.096095	0.1406	0.11347	0.098499	0.65139	0.33012	0.10353	0.74768	0.76773
Meth__cg07570142__MOXD1	0.097419	0.16061	0.94698	0.19887	0.071734	0.23745	0.92328	0.2452	0.044068	0.059526	0.68058	0.30732	0.65902	0.060802	0.066806	0.11755	0.058473	0.85387	0.69114	0.66673	0.064922	0.30679	0.85904	0.068447	0.24881	0.86912	0.14821	0.054846	0.072488	0.052588	0.043619	0.041739	0.87949	0.68745	0.060181	0.086663	0.10646
Meth__cg22767079__BIVM	0.020705	0.015456	0.027934	0.024342	0.017199	0.014666	0.029275	0.014119	0.014015	0.023491	0.026361	0.016077	0.016475	0.022266	0.015091	0.067101	0.018168	0.019055	0.029255	0.029409	0.01707	0.02037	0.047221	0.02736	0.027912	0.058202	0.04598	0.022357	0.01956	0.025318	0.013804	0.020588	0.27177	0.043888	0.040868	0.024954	0.024573
Meth__cg15746620__EMR3	0.11815	0.083875	0.14927	0.6386	0.4658	0.064548	0.6275	0.20718	0.057713	0.48686	0.18606	0.11956	0.064658	0.19728	0.35845	0.10536	0.082281	0.41653	0.62254	0.5752	0.14376	0.27357	0.093798	0.11849	0.16606	0.33088	0.14035	0.049468	0.060765	0.10622	0.52257	0.076509	0.31525	0.1335	0.81972	0.17602	0.37103
U133A__CYBA	7.5824	8.4801	6.1991	8.2641	9.4769	5.9814	9.258	6.4165	8.8793	7.1529	9.324	10.2521	9.1399	6.2252	9.4901	5.747	6.4921	9.1755	10.2423	8.7674	8.5241	9.1094	8.7282	6.2271	7.4685	9.3142	7.853	6.143	10.2727	7.7619	6.4983	5.6748	6.4006	6.3661	8.2007	9.3755	9.5046
Meth__cg08296824__OSBPL3	0.059198	0.072006	0.07041	0.38759	0.057762	0.054956	0.58115	0.053581	0.055152	0.059854	0.049535	0.03295	0.062568	0.053468	0.057462	0.096723	0.052325	0.63634	0.39058	0.19782	0.060407	0.058613	0.10572	0.068429	0.10274	0.10265	0.083671	0.051688	0.05802	0.06219	0.056839	0.061716	0.056051	0.081385	0.067113	0.060543	0.065587
U133A__OPTN	6.6894	6.7093	6.5911	5.5393	6.345	8.1659	6.364	7.7235	9.3179	7.3846	7.9131	7.1387	6.655	7.9647	8.647	8.9296	7.0793	4.8093	6.1075	7.0115	8.782	5.5732	6.5546	5.5827	6.3509	5.1888	6.4005	8.6671	7.8784	6.3001	6.4963	6.6209	5.9897	6.853	7.3481	5.5903	6.235
U133A__ST3GAL5	9.5805	6.4839	6.6923	7.1715	6.4751	6.5116	7.1656	6.8297	6.4177	6.6646	6.2875	7.4825	6.7829	6.2111	6.6579	6.0716	7.1331	6.6666	7.2166	7.8029	7.2347	7.3281	7.1366	8.5636	7.8383	6.8596	6.6984	6.6962	6.5316	6.736	6.7353	6.6495	8.4997	6.4642	6.9124	8.0021	6.7229
Meth__cg12406559__ZNF532	0.91344	0.93042	0.23596	0.86113	0.65717	0.065192	0.83474	0.076037	0.7128	0.83341	0.12665	0.16352	0.69876	0.1885	0.032781	0.11551	0.073847	0.89921	0.91448	0.93584	0.13701	0.88756	0.19709	0.47903	0.32182	0.24529	0.91357	0.10545	0.050257	0.067582	0.9119	0.12405	0.9	0.16723	0.39293	0.34716	0.78647
Meth__cg19848683__EVI1	0.90371	0.052835	0.13324	0.15614	0.20816	0.89129	0.43896	0.58241	0.054314	0.057414	0.23292	0.070052	0.070504	0.51574	0.24897	0.12079	0.045477	0.86726	0.92411	0.89836	0.11328	0.88106	0.078437	0.89913	0.12304	0.87101	0.10769	0.045736	0.058213	0.061444	0.89293	0.053061	0.89447	0.52288	0.8777	0.89135	0.89736
U133A__G6PD	7.419	10.257	10.9347	7.6085	8.2352	8.511	8.3055	7.1968	6.9496	9.2814	8.0679	7.6264	7.7827	8.1939	8.8272	8.4124	9.0366	10.2266	10.4884	8.2878	7.8584	9.4783	7.5137	10.8347	8.9439	11.0569	9.6004	7.0779	9.3761	8.2127	10.0446	10.6344	8.6083	7.5745	8.9033	8.575	9.736
Meth__cg03548857__FFAR2	0.079875	0.087769	0.13936	0.080786	0.10593	0.77832	0.081151	0.817	0.11076	0.079142	0.84925	0.76767	0.1227	0.89507	0.94083	0.14705	0.086095	0.13614	0.15012	0.10788	0.28511	0.18836	0.69346	0.095972	0.10841	0.16752	0.099801	0.88278	0.49872	0.64525	0.2088	0.056999	0.22451	0.24822	0.083093	0.095078	0.076451
Meth__cg18635110__C20orf116	0.068293	0.064308	0.064769	0.057546	0.046624	0.044366	0.070425	0.036992	0.05093	0.46486	0.047904	0.041511	0.053205	0.075788	0.040466	0.078092	0.055481	0.059754	0.076833	0.06892	0.05233	0.042235	0.07065	0.06644	0.074467	0.12055	0.085202	0.054306	0.065625	0.063331	0.041763	0.053476	0.049937	0.092281	0.070743	0.077949	0.071939
Meth__cg07065941__KLF10	0.06181	0.062867	0.078804	0.061321	0.064106	0.05965	0.078499	0.064929	0.063864	0.071387	0.075192	0.095364	0.07823	0.072182	0.063996	0.15809	0.067501	0.067116	0.066714	0.065323	0.070681	0.0656	0.11794	0.068533	0.12756	0.086968	0.11251	0.063031	0.054316	0.049776	0.055801	0.068196	0.055872	0.10816	0.077082	0.065778	0.064557
Meth__cg15910208__KLK10	0.085643	0.055867	0.95581	0.50333	0.26313	0.51875	0.48264	0.037851	0.041635	0.08114	0.13663	0.039091	0.04103	0.61557	0.062531	0.072841	0.042038	0.87052	0.93067	0.62154	0.66336	0.54281	0.66981	0.5322	0.34834	0.9042	0.12569	0.062375	0.034558	0.050064	0.11345	0.032881	0.94977	0.092333	0.4356	0.27874	0.068856
Meth__cg07782113__HIVEP1	0.018414	0.010182	0.014348	0.012397	0.013963	0.011865	0.022444	0.019421	0.010395	0.013349	0.018699	0.0085566	0.010024	0.010989	0.011495	0.031774	0.013087	0.019152	0.01219	0.015186	0.018646	0.012966	0.045643	0.01924	0.015685	0.024031	0.10608	0.022298	0.016623	0.0080596	0.0078895	0.012576	0.014997	0.019043	0.017311	0.018313	0.017481
Meth__cg19714749__TPK1	0.079348	0.046687	0.080053	0.063873	0.047116	0.039443	0.05967	0.068775	0.046834	0.043817	0.089121	0.044267	0.043225	0.059336	0.17976	0.074398	0.48596	0.038592	0.081085	0.04561	0.048308	0.035497	0.084911	0.051063	0.03997	0.14749	0.063881	0.050696	0.030843	0.039216	0.030635	0.034548	0.04372	0.060873	0.037955	0.041662	0.046921
Meth__cg05511752__MED12	0.58699	0.050011	0.07376	0.069292	0.30696	0.043432	0.077703	0.067767	0.3993	0.096675	0.058677	0.066476	0.39661	0.49151	0.53344	0.33952	0.057463	0.063074	0.067658	0.52131	0.055122	0.54125	0.10625	0.076201	0.34	0.48518	0.53615	0.056409	0.042327	0.37637	0.059588	0.047476	0.41107	0.1314	0.5055	0.25139	0.054461
Meth__cg07031996__MTF1	0.73507	0.039499	0.41702	0.44024	0.10082	0.047448	0.2619	0.23157	0.20246	0.18537	0.14455	0.157	0.20813	0.062423	0.023207	0.085354	0.10585	0.084842	0.056903	0.12121	0.062582	0.90034	0.37892	0.15474	0.048267	0.29812	0.06485	0.02577	0.0232	0.042664	0.4267	0.11106	0.1262	0.056683	0.050524	0.15297	0.067504
Meth__cg14833385__HLA-DMA	0.055157	0.032845	0.081138	0.75122	0.44865	0.74249	0.091769	0.54357	0.089969	0.13254	0.23746	0.17671	0.086136	0.50161	0.76054	0.20608	0.14073	0.060226	0.07306	0.41362	0.18531	0.048464	0.38829	0.16749	0.099474	0.072768	0.10644	0.43999	0.3504	0.12477	0.22328	0.032711	0.15158	0.087402	0.052176	0.061522	0.10205
U133A__CBX1	8.4414	6.701	8.4954	8.128	8.569	8.3009	8.5655	8.5777	8.5155	8.4208	8.4249	8.1699	8.5637	8.7994	9.1475	7.7093	7.9956	9.3734	9.1815	8.776	8.3982	8.2793	8.7068	9.3827	7.8836	9.1379	6.7832	8.6748	7.5322	8.0114	7.2854	8.7875	8.6622	8.8604	8.3903	8.4396	8.951
Meth__cg06048156__ITGB3	0.61284	0.077247	0.90222	0.052252	0.040181	0.043626	0.41676	0.063778	0.044474	0.036365	0.054858	0.083131	0.045009	0.040261	0.043169	0.098183	0.12554	0.64073	0.58413	0.037911	0.058672	0.054965	0.58089	0.049134	0.083581	0.81678	0.13203	0.050015	0.36238	0.032029	0.040771	0.037809	0.88857	0.11774	0.046679	0.14872	0.51607
Meth__cg27375072__SMPDL3A	0.031578	0.027269	0.039496	0.049984	0.024679	0.029798	0.065823	0.037275	0.024866	0.050524	0.034554	0.025353	0.035392	0.032062	0.024449	0.06382	0.034642	0.021625	0.032524	0.40074	0.03501	0.035417	0.050513	0.042425	0.039859	0.064491	0.033901	0.028466	0.025561	0.018126	0.040723	0.020942	0.026914	0.078478	0.041571	0.04069	0.035046
Meth__cg24824266__SV2B	0.052085	0.040116	0.81603	0.089974	0.042937	0.44821	0.37248	0.077658	0.03359	0.052406	0.11132	0.036726	0.13594	0.042705	0.047773	0.066451	0.029565	0.81572	0.69292	0.1092	0.069707	0.048712	0.57315	0.047656	0.062374	0.81337	0.086874	0.03791	0.34118	0.042372	0.041773	0.048331	0.088291	0.079139	0.04915	0.04373	0.047496
Meth__cg00449941__SPAG5	0.039351	0.024775	0.053508	0.036007	0.038374	0.03441	0.040696	0.032109	0.036162	0.057065	0.031711	0.054206	0.036394	0.040225	0.032609	0.05172	0.038358	0.051784	0.033441	0.058775	0.044473	0.034868	0.083406	0.42143	0.092888	0.10192	0.042421	0.032836	0.030932	0.030773	0.047594	0.022764	0.031894	0.03959	0.017909	0.052302	0.043686
Meth__cg23061578__SLC9A3	0.17977	0.04784	0.49812	0.57394	0.1292	0.50215	0.37704	0.56478	0.62757	0.34284	0.6548	0.83315	0.44691	0.059699	0.083819	0.086964	0.03644	0.57872	0.78423	0.48055	0.2679	0.86937	0.22688	0.66509	0.084843	0.57464	0.086658	0.053345	0.046373	0.047315	0.051218	0.053634	0.090601	0.20124	0.5165	0.22613	0.073716
U133A__AKR1C2	5.4605	6.4464	9.0657	5.9221	5.7432	6.1651	5.4722	7.525	8.0987	5.4578	6.006	8.7393	5.8194	8.3491	9.221	7.9785	9.3591	5.9496	6.9475	8.881	8.398	7.346	5.5549	6.8639	7.5265	6.1791	5.8097	6.0822	7.791	7.9192	9.6358	11.5116	5.6004	5.3554	5.4338	5.3534	5.4075
Meth__cg21388029__CREG2	0.032214	0.021701	0.60958	0.61866	0.034425	0.61708	0.84035	0.024369	0.043634	0.75231	0.85046	0.11918	0.036466	0.12819	0.038497	0.062291	0.90395	0.63681	0.10997	0.054842	0.047242	0.069761	0.86786	0.17337	0.051252	0.89601	0.062427	0.032023	0.034585	0.95716	0.25381	0.03922	0.93372	0.065786	0.23403	0.18135	0.80393
Meth__cg21284880__LHFP	0.038032	0.026134	0.90187	0.071197	0.024507	0.025844	0.28442	0.02395	0.032296	0.043045	0.058449	0.056781	0.034668	0.038905	0.039111	0.060917	0.046564	0.21544	0.042501	0.071849	0.060208	0.024549	0.073235	0.045224	0.065614	0.060499	0.058107	0.019636	0.020343	0.018146	0.040548	0.029806	0.5252	0.065144	0.037306	0.059983	0.039093
Meth__cg04452095__SEPT9	0.365	0.60638	0.59394	0.64321	0.24993	0.054685	0.48911	0.038227	0.048382	0.5369	0.046433	0.0693	0.12759	0.058175	0.045712	0.068739	0.050199	0.8768	0.87637	0.84491	0.052272	0.88724	0.048703	0.83436	0.057143	0.87587	0.065075	0.37679	0.055856	0.051028	0.1754	0.66038	0.82915	0.52253	0.83154	0.73164	0.78828
