Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg04697119__IGSF8	0.045214	0.050448	0.11299	0.055816	0.036892	0.052359	0.05512	0.090458	0.043739	0.076243	0.088531	0.11611	0.069103	0.049527	0.048312	0.048261	0.081469	0.05017	0.50082	0.6	0.06368	0.23224	0.082877	0.087461	0.069412	0.074837	0.056244	0.081788	0.072148	0.038907	0.053403	0.03651	0.18877	0.05951	0.058291	0.063596
Meth__cg00019495__HOP	0.065804	0.054208	0.069195	0.076923	0.053654	0.77097	0.053447	0.40221	0.078713	0.085434	0.83632	0.094268	0.1004	0.064161	0.76049	0.80696	0.12057	0.15878	0.046522	0.063906	0.4149	0.82704	0.063696	0.08346	0.10296	0.06139	0.085053	0.12873	0.80788	0.08619	0.035855	0.13704	0.2076	0.083678	0.042567	0.046419
Meth__cg21546057__FIBP	0.042839	0.1956	0.05433	0.068868	0.040679	0.053846	0.07481	0.045564	0.047296	0.049626	0.051776	0.04796	0.17821	0.059394	0.086062	0.034149	0.068881	0.045423	0.048242	0.045267	0.04674	0.064641	0.041918	0.06834	0.087743	0.06776	0.036193	0.048239	0.039674	0.28334	0.052347	0.27513	0.0513	0.037881	0.047743	0.041008
Meth__cg12927153__PTGS1	0.02298	0.022427	0.98923	0.98687	0.52848	0.79574	0.94246	0.97818	0.033889	0.028033	0.86027	0.60335	0.97226	0.053258	0.98402	0.18374	0.049411	0.12051	0.83952	0.97421	0.68918	0.79427	0.65345	0.042462	0.97891	0.075095	0.55709	0.022429	0.019372	0.78331	0.040063	0.98776	0.036214	0.7062	0.96245	0.9696
Meth__cg16747567__PCNX	0.049125	0.024207	0.16867	0.2664	0.19088	0.36991	0.16783	0.02563	0.51043	0.076359	0.053601	0.073512	0.080247	0.32234	0.055715	0.037179	0.087822	0.035796	0.056216	0.040933	0.05728	0.078374	0.15579	0.061398	0.15041	0.049964	0.036965	0.046069	0.04223	0.34114	0.061088	0.067426	0.070888	0.10215	0.12614	0.12125
Meth__cg03729431__ADORA2B	0.065507	0.049642	0.54048	0.11676	0.022561	0.3541	0.042873	0.056604	0.027751	0.04396	0.038986	0.12465	0.072258	0.035654	0.58387	0.035088	0.078435	0.027091	0.024332	0.057976	0.042046	0.70541	0.051352	0.064616	0.14705	0.1005	0.033601	0.026876	0.042612	0.039522	0.030054	0.0406	0.071773	0.039378	0.040256	0.039285
Meth__cg11538128__ZNF354C	0.3411	0.039662	0.035596	0.42772	0.023673	0.026538	0.92049	0.29691	0.11088	0.042473	0.034506	0.022497	0.76748	0.10655	0.028823	0.025579	0.081885	0.037631	0.24824	0.35578	0.035269	0.83853	0.85919	0.064036	0.087925	0.083617	0.032161	0.33072	0.069188	0.047755	0.023204	0.26094	0.043846	0.037876	0.033754	0.047652
Meth__cg22956483__IGF2	0.085362	0.039229	0.47481	0.42583	0.2577	0.64768	0.45575	0.83901	0.04672	0.060473	0.55822	0.17406	0.43208	0.055069	0.20541	0.12735	0.092169	0.051638	0.87331	0.70527	0.88837	0.59533	0.72477	0.10134	0.56355	0.076923	0.053354	0.072295	0.05571	0.3154	0.049607	0.15718	0.15451	0.62337	0.0559	0.11066
Meth__cg09374949__ISYNA1	0.054859	0.46293	0.068084	0.62426	0.052458	0.58406	0.065715	0.059676	0.052122	0.049591	0.068799	0.44104	0.36624	0.051148	0.59179	0.062387	0.079556	0.9626	0.64923	0.2449	0.099305	0.97288	0.066482	0.057238	0.12983	0.063644	0.054183	0.032957	0.68779	0.26454	0.099259	0.044358	0.052059	0.051379	0.063939	0.067021
Meth__cg13160888__NIPSNAP3B	0.043839	0.035642	0.14838	0.033269	0.024731	0.28827	0.050132	0.047241	0.028674	0.029972	0.030382	0.034372	0.10685	0.034097	0.053026	0.029358	0.034329	0.028141	0.032268	0.037276	0.035057	0.27507	0.033171	0.039169	0.068336	0.063191	0.028881	0.024222	0.025196	0.036392	0.024174	0.4243	0.074685	0.041986	0.069033	0.063176
Meth__cg00445824__ISYNA1	0.097191	0.42488	0.084203	0.72755	0.092059	0.68815	0.076027	0.094179	0.090795	0.073036	0.060648	0.42156	0.32719	0.067436	0.68889	0.13385	0.091971	0.91691	0.7722	0.44601	0.14335	0.95786	0.11505	0.098154	0.086121	0.099371	0.065374	0.09077	0.61628	0.29182	0.093041	0.062677	0.13515	0.126	0.094522	0.10542
Meth__cg05769161__B4GALNT3	0.084152	0.063291	0.91161	0.086316	0.048758	0.94607	0.10674	0.38667	0.052327	0.049691	0.071288	0.10787	0.13257	0.06	0.051946	0.11121	0.11055	0.2229	0.088777	0.097242	0.11074	0.92315	0.061646	0.20119	0.12965	0.094615	0.035299	0.0571	0.10526	0.049098	0.047312	0.20694	0.057005	0.0855	0.069481	0.21815
Meth__cg17132967__ZNF83	0.097468	0.29339	0.79411	0.63885	0.46186	0.29599	0.71719	0.79059	0.099693	0.76738	0.088081	0.23484	0.66099	0.077216	0.081462	0.093768	0.10467	0.059474	0.58612	0.6295	0.072718	0.63084	0.73412	0.60273	0.54263	0.44813	0.050353	0.68503	0.33589	0.095746	0.30035	0.43141	0.13091	0.047205	0.50432	0.34528
Meth__cg08997253__GRIN3A	0.48422	0.041323	0.80002	0.048495	0.031791	0.4957	0.77281	0.87536	0.029098	0.047896	0.56649	0.84917	0.50826	0.040793	0.15806	0.039889	0.1611	0.026198	0.18206	0.2697	0.15844	0.71348	0.25828	0.076366	0.46237	0.050063	0.03237	0.14745	0.20984	0.62156	0.029329	0.48861	0.1127	0.17987	0.029336	0.043857
Meth__cg27304754__CALB2	0.080045	0.031923	0.13833	0.23168	0.021669	0.036604	0.20661	0.29	0.038644	0.034947	0.050404	0.11044	0.44359	0.041724	0.2385	0.074035	0.037224	0.031469	0.023174	0.18393	0.086835	0.29779	0.034561	0.048151	0.18958	0.049432	0.026563	0.034871	0.025618	0.079229	0.027625	0.34774	0.043242	0.041652	0.039501	0.052761
Meth__cg07864632__TRIP12	0.048921	0.40984	0.069061	0.079124	0.089538	0.046805	0.63421	0.068828	0.05293	0.75428	0.048793	0.094144	0.15128	0.077959	0.053146	0.037898	0.088566	0.034536	0.27101	0.082685	0.32091	0.38403	0.14376	0.068167	0.10781	0.52663	0.043776	0.038172	0.096879	0.67073	0.098928	0.14466	0.099951	0.10778	0.13061	0.20679
Meth__cg09511421__NDST4	0.16173	0.090701	0.14242	0.12682	0.050981	0.14309	0.090736	0.89632	0.7306	0.063819	0.31407	0.42035	0.28911	0.53982	0.17225	0.092474	0.12954	0.099766	0.077198	0.14065	0.11773	0.41758	0.14988	0.12531	0.42646	0.11718	0.082781	0.16167	0.14175	0.12161	0.071374	0.13469	0.13721	0.10768	0.085979	0.13323
Meth__cg00247489__CR2	0.033014	0.040394	0.050226	0.037051	0.016815	0.68663	0.51459	0.63859	0.024766	0.032683	0.49381	0.039196	0.17671	0.032356	0.71646	0.031371	0.051122	0.043415	0.25858	0.23036	0.048814	0.67417	0.028066	0.11634	0.71134	0.07141	0.029978	0.028856	0.046683	0.028122	0.033727	0.35461	0.053524	0.021581	0.020406	0.026084
Meth__cg03167275__CXADR	0.054828	0.066197	0.22562	0.052805	0.29368	0.086342	0.079974	0.077376	0.056392	0.44429	0.096213	0.067061	0.092291	0.059087	0.067486	0.062356	0.073852	0.59917	0.10243	0.19546	0.10562	0.14597	0.043237	0.078301	0.083742	0.081477	0.07698	0.046956	0.092662	0.05923	0.050885	0.043437	0.07334	0.064317	0.039805	0.055588
Meth__cg06071083__SLC12A4	0.04084	0.039895	0.063592	0.29418	0.065095	0.029434	0.47459	0.050396	0.027879	0.042738	0.04694	0.035931	0.055816	0.04389	0.032262	0.068591	0.061526	0.022293	0.93706	0.46124	0.039149	0.066589	0.043282	0.074287	0.10657	0.050756	0.033651	0.021805	0.034251	0.031213	0.021559	0.82787	0.071167	0.038698	0.52791	0.61216
Meth__cg03547797__GAS2	0.8394	0.070856	0.074524	0.87853	0.40818	0.078118	0.70245	0.8524	0.8606	0.1116	0.53258	0.70606	0.17899	0.66583	0.58797	0.81852	0.29483	0.091724	0.069352	0.15652	0.12233	0.099643	0.52959	0.13396	0.76272	0.091236	0.32335	0.86517	0.074102	0.84139	0.052882	0.29784	0.073263	0.085931	0.62973	0.35332
Meth__cg06793062__CNTNAP4	0.85177	0.087703	0.087369	0.88208	0.83149	0.084605	0.81059	0.27456	0.040622	0.41517	0.86697	0.22813	0.11681	0.03515	0.22075	0.21319	0.044883	0.031768	0.030684	0.36119	0.034443	0.044343	0.50738	0.062114	0.83422	0.069705	0.23254	0.60134	0.92679	0.87488	0.034563	0.26958	0.028479	0.041662	0.70416	0.62346
Meth__cg04474832__ABHD14A	0.068445	0.080941	0.16949	0.11527	0.038479	0.58031	0.073987	0.25902	0.06648	0.055791	0.1	0.39732	0.22071	0.071402	0.10309	0.074044	0.12749	0.053764	0.22242	0.25058	0.65164	0.53585	0.18975	0.21403	0.079615	0.089812	0.058591	0.087296	0.079449	0.3181	0.048583	0.045114	0.05642	0.07399	0.066024	0.11342
Meth__cg22425806__TGFA	0.037144	0.040102	0.255	0.064014	0.040808	0.50824	0.034849	0.040077	0.042161	0.046123	0.048117	0.073773	0.10687	0.049735	0.033583	0.043298	0.21057	0.35404	0.030457	0.038683	0.11523	0.069288	0.047826	0.064468	0.21566	0.049338	0.032491	0.032869	0.041163	0.058545	0.049134	0.029539	0.12836	0.096439	0.044216	0.044787
Meth__cg01438829__TMEM97	0.04727	0.052098	0.044444	0.039409	0.032446	0.04136	0.049993	0.025034	0.044474	0.05343	0.040757	0.031876	0.063936	0.048323	0.046412	0.038441	0.067579	0.03929	0.041543	0.040099	0.051475	0.06512	0.35487	0.08663	0.11708	0.088324	0.079501	0.043068	0.15674	0.040724	0.047833	0.034686	0.036808	0.047175	0.045212	0.044973
Meth__cg06366981__HPGD	0.04251	0.63145	0.19723	0.046679	0.030321	0.9231	0.07358	0.38507	0.032723	0.048223	0.033474	0.46031	0.35223	0.042409	0.17563	0.044308	0.072003	0.39247	0.05638	0.041045	0.18808	0.27517	0.033486	0.11529	0.09516	0.12637	0.3139	0.023813	0.27005	0.056777	0.037511	0.93937	0.074282	0.049049	0.053	0.034397
Meth__cg17328659__STUB1	0.069154	0.066441	0.94099	0.84198	0.11303	0.70846	0.094113	0.50842	0.060906	0.11535	0.15856	0.94274	0.77776	0.11213	0.82826	0.94609	0.63393	0.35372	0.38332	0.13	0.93165	0.90063	0.69159	0.1199	0.18702	0.1143	0.072848	0.90168	0.63468	0.16606	0.34137	0.066421	0.55757	0.748	0.65541	0.10111
Meth__cg17718322__OPHN1	0.086837	0.016807	0.029244	0.022154	0.034436	0.027204	0.030797	0.028142	0.021938	0.018435	0.021377	0.033911	0.035214	0.019131	0.096538	0.061641	0.028592	0.019157	0.023949	0.032339	0.030798	0.048842	0.03385	0.028459	0.103	0.021317	0.35759	0.016483	0.021322	0.033543	0.020473	0.21275	0.04384	0.16023	0.027751	0.021848
Meth__cg27567335__RAMP1	0.091111	0.10214	0.19814	0.15525	0.10092	0.45824	0.1049	0.86398	0.090568	0.097119	0.16281	0.52166	0.73514	0.10494	0.82404	0.1044	0.24639	0.082788	0.087113	0.11776	0.31701	0.19951	0.30685	0.19804	0.38215	0.17572	0.12645	0.096107	0.082693	0.45532	0.10295	0.61865	0.12827	0.099738	0.11897	0.24162
Meth__cg08980578__KCNK6	0.052421	0.0447	0.3556	0.29239	0.035123	0.67341	0.051334	0.96312	0.070294	0.041792	0.04981	0.82971	0.13202	0.067288	0.31506	0.30451	0.069226	0.055813	0.043379	0.04993	0.4554	0.64351	0.38255	0.045137	0.52792	0.071906	0.04988	0.073424	0.056481	0.093217	0.062155	0.11978	0.14196	0.067559	0.059537	0.05426
Meth__cg02742971__OSR1	0.61852	0.54077	0.97833	0.97306	0.95347	0.97732	0.97813	0.023001	0.036597	0.97819	0.041565	0.050982	0.9635	0.47405	0.034717	0.026228	0.083651	0.028041	0.97779	0.97755	0.16488	0.057526	0.96614	0.042018	0.97212	0.44046	0.029153	0.064863	0.13093	0.92785	0.077748	0.98247	0.90427	0.75702	0.78879	0.73481
Meth__cg20880234__ZNF198	0.29514	0.02326	0.024547	0.045587	0.021192	0.47252	0.030839	0.035484	0.028012	0.052617	0.6307	0.033555	0.66873	0.07816	0.96312	0.026712	0.0544	0.027447	0.023707	0.028676	0.62574	0.60569	0.24726	0.04754	0.15632	0.055937	0.3084	0.017172	0.080463	0.065965	0.026004	0.94027	0.10091	0.038517	0.042267	0.031487
Meth__cg23503501__RIBC2	0.060055	0.094974	0.044818	0.040833	0.027809	0.33056	0.046689	0.48071	0.038957	0.042076	0.047087	0.090665	0.14866	0.030672	0.33503	0.031644	0.053699	0.060678	0.50067	0.041824	0.55301	0.058598	0.036693	0.061182	0.065549	0.19894	0.03548	0.14301	0.064183	0.03631	0.018186	0.02599	0.083089	0.037592	0.063898	0.5522
Meth__cg01086868__AR	0.57787	0.42676	0.1411	0.078896	0.065601	0.070335	0.075871	0.5052	0.37905	0.072225	0.64015	0.28025	0.32689	0.35276	0.14508	0.50146	0.24521	0.62158	0.10818	0.064651	0.15231	0.53336	0.089073	0.083155	0.38736	0.12084	0.39508	0.071268	0.43166	0.048817	0.057268	0.52619	0.17303	0.4477	0.064756	0.085471
Meth__cg09847234__NCK1	0.095958	0.12415	0.092589	0.0823	0.060817	0.083534	0.10317	0.10607	0.087469	0.10272	0.092714	0.26622	0.13633	0.12081	0.10398	0.081092	0.17566	0.095896	0.076343	0.088713	0.61511	0.16983	0.092596	0.11182	0.14641	0.15607	0.086562	0.084674	0.086028	0.065301	0.076046	0.075302	0.17757	0.096141	0.093601	0.097283
Meth__cg19803671__UBE2E2	0.044704	0.047818	0.047158	0.047616	0.045649	0.041877	0.067243	0.031202	0.050119	0.050028	0.047942	0.0659	0.13584	0.054683	0.058934	0.049447	0.094689	0.042837	0.075934	0.048242	0.055016	0.1693	0.063115	0.095301	0.15636	0.129	0.047406	0.059094	0.060375	0.045061	0.058698	0.053603	0.064403	0.055558	0.061828	0.049619
Meth__cg04513422__LOC283487	0.49463	0.12456	0.044338	0.65108	0.83539	0.049121	0.85199	0.1521	0.057214	0.8543	0.84342	0.22335	0.36535	0.065228	0.058811	0.059166	0.20007	0.029201	0.63988	0.62284	0.035941	0.10028	0.51746	0.065162	0.81037	0.15542	0.038551	0.051638	0.047799	0.83531	0.12228	0.84775	0.75645	0.77443	0.73714	0.82718
Meth__cg17441778__MYO7A	0.041543	0.026715	0.80241	0.5204	0.13517	0.15432	0.94153	0.090965	0.029441	0.082496	0.54726	0.084782	0.94667	0.076833	0.8669	0.057487	0.051386	0.029372	0.020918	0.30169	0.63978	0.31507	0.041935	0.070552	0.36831	0.031131	0.030424	0.032995	0.029151	0.048078	0.024592	0.93453	0.84677	0.49887	0.039541	0.037856
Meth__cg13531842__ZNF37A	0.038916	0.096827	0.070416	0.13236	0.038048	0.03463	0.041301	0.10048	0.14728	0.10737	0.036783	0.39112	0.11655	0.14153	0.044861	0.033441	0.10419	0.032571	0.052895	0.040176	0.056299	0.21544	0.40138	0.074697	0.059599	0.13906	0.033245	0.041796	0.094196	0.039074	0.030026	0.027609	0.068864	0.032399	0.058632	0.044237
Meth__cg20740029__SLC5A8	0.033465	0.043007	0.95094	0.037138	0.027493	0.9337	0.032161	0.1294	0.030049	0.02777	0.57968	0.0445	0.45626	0.032272	0.60086	0.10041	0.14727	0.033132	0.052451	0.034557	0.073101	0.8755	0.04642	0.060042	0.91739	0.091179	0.041016	0.054781	0.059406	0.035947	0.26354	0.27871	0.050903	0.033009	0.93686	0.91547
Meth__cg16588061__CTSC	0.044584	0.031372	0.036042	0.04487	0.023297	0.025234	0.067611	0.028566	0.030817	0.042185	0.036249	0.033158	0.048005	0.038522	0.03566	0.02028	0.076435	0.027534	0.041053	0.058907	0.032902	0.057574	0.046809	0.089705	0.064193	0.061077	0.038388	0.028532	0.030143	0.24005	0.022237	0.083703	0.060871	0.03139	0.045508	0.040363
Meth__cg05429895__TLR4	0.82148	0.085859	0.67707	0.92976	0.60637	0.8525	0.91777	0.23875	0.94487	0.46294	0.81041	0.57857	0.17203	0.79668	0.36166	0.55639	0.1223	0.094574	0.25046	0.096661	0.13286	0.13167	0.83904	0.16783	0.90043	0.12244	0.095861	0.3595	0.077899	0.66924	0.096519	0.78151	0.15867	0.10421	0.83125	0.89997
Meth__cg22994720__CHRDL2	0.080503	0.016126	0.87902	0.69408	0.54129	0.63981	0.67678	0.93712	0.058125	0.91175	0.89279	0.68426	0.68472	0.056969	0.1182	0.21361	0.044082	0.016661	0.6529	0.74426	0.75802	0.6894	0.26619	0.039024	0.72558	0.045866	0.053155	0.32541	0.03223	0.12265	0.027473	0.2685	0.13316	0.90012	0.5842	0.3511
Meth__cg26264314__NALP5	0.52213	0.10505	0.4139	0.29003	0.087779	0.3019	0.6522	0.14929	0.04279	0.05931	0.40746	0.50704	0.29776	0.087056	0.11008	0.32294	0.11429	0.070866	0.26136	0.56491	0.19169	0.4574	0.054332	0.16885	0.7319	0.077142	0.45839	0.078236	0.15819	0.066713	0.057304	0.15962	0.061014	0.63416	0.10879	0.062364
Meth__cg25549459__POU3F3	0.4366	0.037951	0.89735	0.048207	0.093211	0.74605	0.7856	0.72274	0.08577	0.03552	0.22888	0.2914	0.18733	0.10884	0.028708	0.30886	0.081527	0.044328	0.55009	0.84385	0.11352	0.52658	0.15807	0.096038	0.69885	0.13216	0.03762	0.042044	0.072252	0.049783	0.070746	0.63961	0.67064	0.87682	0.53989	0.57206
Meth__cg15309006__LOC63928	0.57507	0.094617	0.9591	0.41898	0.045934	0.78244	0.41741	0.96667	0.12006	0.031713	0.96234	0.46776	0.26844	0.0903	0.50591	0.43373	0.31914	0.34487	0.65307	0.9536	0.23784	0.90237	0.13884	0.092423	0.89879	0.11321	0.059679	0.69948	0.22436	0.35886	0.030443	0.68632	0.19995	0.032908	0.17597	0.19843
Meth__cg21681756__NDUFS3	0.016083	0.021694	0.072687	0.034081	0.023798	0.023013	0.025551	0.038838	0.022771	0.018764	0.020997	0.13012	0.046731	0.021069	0.042711	0.014149	0.03987	0.01954	0.035886	0.022108	0.031852	0.23893	0.027769	0.024249	0.026615	0.03527	0.022426	0.017286	0.017601	0.013951	0.026956	0.012959	0.021655	0.020534	0.02401	0.023996
Meth__cg17386185__GLYCTK	0.065569	0.064684	0.41598	0.5791	0.63356	0.1012	0.17306	0.089602	0.12093	0.2084	0.053343	0.52126	0.23754	0.11206	0.386	0.045445	0.080121	0.086957	0.12296	0.1402	0.16101	0.068986	0.59343	0.14186	0.51058	0.13829	0.044369	0.45698	0.16493	0.65429	0.11551	0.10966	0.15537	0.15328	0.10222	0.097167
Meth__cg23422659__WNT9B	0.27006	0.041181	0.59813	0.18927	0.050338	0.97931	0.89313	0.18442	0.045904	0.039032	0.51464	0.11536	0.95542	0.12975	0.039465	0.053554	0.052017	0.28726	0.079912	0.43575	0.042076	0.96003	0.14391	0.10189	0.92951	0.20731	0.038024	0.055019	0.085679	0.97145	0.16679	0.30085	0.831	0.060827	0.10409	0.19808
Meth__cg24625388__NEBL	0.1676	0.095977	0.071449	0.10198	0.11038	0.91554	0.11052	0.10135	0.077672	0.090854	0.2206	0.08732	0.15515	0.090221	0.82146	0.67341	0.1386	0.43309	0.099786	0.12267	0.77423	0.33256	0.10882	0.14297	0.16136	0.12146	0.85177	0.16292	0.89489	0.0963	0.10417	0.099572	0.19281	0.10856	0.11305	0.096147
Meth__cg19937039__SERPINA10	0.64774	0.042989	0.17923	0.78556	0.46636	0.098803	0.4085	0.93283	0.53037	0.14964	0.53551	0.44723	0.56938	0.39371	0.36016	0.87777	0.12491	0.15	0.22955	0.20259	0.58863	0.11139	0.21542	0.11117	0.10148	0.08529	0.72054	0.066276	0.066321	0.4955	0.06967	0.33286	0.53932	0.67268	0.21574	0.14878
Meth__cg16555388__TNFSF10	0.094425	0.1482	0.8276	0.12146	0.14779	0.86874	0.19718	0.49902	0.088787	0.0756	0.84883	0.052411	0.14735	0.086892	0.22654	0.89794	0.074466	0.70235	0.65885	0.40394	0.096774	0.18236	0.070637	0.085505	0.082134	0.45828	0.75395	0.37843	0.13361	0.068139	0.064638	0.058063	0.11455	0.072697	0.20884	0.4967
Meth__cg00910067__SLC7A10	0.089718	0.040066	0.89636	0.40303	0.46092	0.85569	0.3011	0.37025	0.13343	0.19514	0.84059	0.098422	0.83527	0.11129	0.76737	0.161	0.10741	0.062435	0.84157	0.6575	0.58646	0.73893	0.25924	0.039404	0.81522	0.064539	0.11343	0.087924	0.23914	0.086224	0.049898	0.71674	0.094464	0.17835	0.097774	0.34671
Meth__cg23428445__GPR37	0.02418	0.020698	0.023007	0.030871	0.015011	0.95024	0.02737	0.037873	0.015745	0.025733	0.070373	0.095712	0.13839	0.019256	0.023276	0.031188	0.03305	0.019309	0.087524	0.026247	0.027472	0.045936	0.029303	0.027168	0.074981	0.028523	0.025354	0.017955	0.09069	0.014847	0.022353	0.020038	0.072211	0.031687	0.026007	0.02841
SNP__RNF152	0.013	-0.2	-0.881	0.086	-0.162	-2.938	-0.178	0.299	-0.247	-0.079	-0.426	-1.002	-0.56	-0.825	-0.456	0.725	-0.217	-0.028	-0.461	-0.556	-0.637	-1.075	-0.73	-0.548	-0.031	-0.216	0.137	-0.198	-0.015	-0.16	-3.815	-0.793	-0.615	-0.284	0.239	0.234
Meth__cg27225570__DUSP15	0.10069	0.059048	0.619	0.053923	0.022166	0.61548	0.17754	0.15651	0.023285	0.027743	0.029709	0.20446	0.93576	0.028244	0.12959	0.020053	0.057174	0.028693	0.42806	0.29613	0.025035	0.54836	0.025988	0.04947	0.91954	0.043677	0.04567	0.07292	0.12141	0.12441	0.025842	0.93907	0.071783	0.044101	0.024232	0.17299
Meth__cg18114671__NOL4	0.48012	0.091236	0.76694	0.10399	0.22576	0.17096	0.47258	0.069506	0.055037	0.33153	0.79174	0.26515	0.5096	0.072025	0.72623	0.065552	0.20225	0.10629	0.68184	0.64663	0.2025	0.79103	0.11097	0.21414	0.82918	0.17867	0.13674	0.070671	0.13619	0.21493	0.108	0.65179	0.2466	0.31955	0.22128	0.13103
Meth__cg10731022__EIF4EBP3	0.036839	0.032045	0.9566	0.17039	0.029405	0.91162	0.036821	0.041378	0.040551	0.25068	0.024428	0.48815	0.11712	0.041889	0.050084	0.029006	0.074761	0.045532	0.69781	0.09431	0.5847	0.89012	0.44535	0.051986	0.46029	0.042882	0.027785	0.041765	0.8965	0.27968	0.49488	0.039097	0.77376	0.95168	0.90477	0.91439
Meth__cg12167239__SLC25A1	0.034986	0.05488	0.041002	0.65455	0.032978	0.054008	0.035378	0.1509	0.027802	0.042114	0.031796	0.079957	0.2599	0.034052	0.029524	0.038	0.064036	0.084563	0.029622	0.035388	0.81515	0.057847	0.033865	0.055095	0.087082	0.080557	0.026309	0.022515	0.027257	0.044246	0.072102	0.027535	0.047164	0.039258	0.024372	0.028811
Meth__cg11289251__DUS2L	0.024765	0.028941	0.071812	0.021536	0.012375	0.07468	0.03366	0.024415	0.019996	0.02272	0.029052	0.0271	0.038154	0.024505	0.019895	0.027404	0.048463	0.039674	0.016998	0.034117	0.033375	0.41085	0.026707	0.068852	0.039739	0.043119	0.018227	0.015048	0.021753	0.016083	0.012446	0.017287	0.064573	0.024474	0.022054	0.019645
Meth__cg15703512__MGC50721	0.062373	0.053744	0.069844	0.67727	0.15249	0.06878	0.082344	0.48189	0.053414	0.096072	0.062483	0.046823	0.11927	0.069108	0.051397	0.073137	0.20116	0.043626	0.055811	0.073048	0.096333	0.09021	0.098763	0.08579	0.20661	0.1124	0.053337	0.073674	0.052795	0.091042	0.065033	0.082409	0.11316	0.31946	0.10153	0.065029
Meth__cg05037688__EGFL7	0.60852	0.025764	0.40687	0.87743	0.45817	0.28269	0.18166	0.90601	0.19282	0.25725	0.34493	0.69217	0.62238	0.16313	0.1349	0.58098	0.044214	0.025406	0.57121	0.67188	0.75719	0.095959	0.45193	0.07071	0.080223	0.036826	0.030985	0.024599	0.040182	0.071905	0.028588	0.051787	0.064121	0.82383	0.18022	0.088519
Meth__cg17560327__ZNF417	0.049128	0.04975	0.054045	0.035167	0.04633	0.055129	0.062982	0.12709	0.039564	0.052868	0.5252	0.08935	0.078829	0.043372	0.052309	0.036292	0.10403	0.048652	0.055808	0.043121	0.053331	0.12846	0.048311	0.065932	0.077704	0.080067	0.037822	0.038144	0.045647	0.048617	0.038822	0.049032	0.067325	0.046713	0.039642	0.049249
Meth__cg25473396__MPG	0.22116	0.38866	0.61936	0.617	0.43326	0.70085	0.40837	0.031927	0.5742	0.5083	0.16368	0.17392	0.32445	0.51468	0.11679	0.050247	0.10385	0.015296	0.21512	0.33065	0.034695	0.032377	0.65229	0.27277	0.79813	0.43867	0.022141	0.016362	0.014739	0.089029	0.063592	0.17705	0.1831	0.71466	0.41193	0.18544
Meth__cg18050213__FAM14A	0.020882	0.016926	0.02931	0.12416	0.026805	0.3119	0.022372	0.032859	0.071195	0.025075	0.035689	0.032552	0.04484	0.069513	0.31199	0.020848	0.048724	0.018318	0.019469	0.060252	0.021587	0.075067	0.028661	0.04298	0.043209	0.029691	0.023961	0.017853	0.015347	0.019876	0.021694	0.025942	0.092427	0.030149	0.020956	0.024602
Meth__cg25776555__ZNF614	0.0318	0.018464	0.038693	0.021395	0.018873	0.021446	0.055069	0.41305	0.018927	0.022379	0.037513	0.014317	0.19964	0.048232	0.024519	0.015988	0.035752	0.018715	0.023274	0.071144	0.035998	0.026688	0.023664	0.031618	0.042288	0.029465	0.040533	0.036253	0.027338	0.017146	0.03728	0.014871	0.036765	0.028104	0.027327	0.018847
Meth__cg11221513__C22orf9	0.11619	0.043502	0.82331	0.12068	0.040869	0.55649	0.045073	0.036901	0.031409	0.049543	0.13926	0.51212	0.1948	0.039156	0.10878	0.04443	0.057425	0.030262	0.20031	0.077313	0.062436	0.84438	0.1043	0.062717	0.3967	0.074429	0.041808	0.039735	0.034391	0.053621	0.15457	0.18073	0.067811	0.044532	0.1133	0.03885
Meth__cg14950072__LAMA1	0.86176	0.061177	0.87752	0.46649	0.086907	0.41559	0.81447	0.8267	0.13488	0.3244	0.87628	0.47221	0.25307	0.15512	0.43897	0.18504	0.096697	0.041944	0.5211	0.36267	0.05983	0.40285	0.68601	0.13781	0.7364	0.13232	0.25459	0.054838	0.051794	0.29258	0.090824	0.37771	0.39477	0.75061	0.49819	0.18975
Meth__cg06668300__MAL	0.9292	0.458	0.9638	0.65462	0.08941	0.76125	0.49711	0.23086	0.046718	0.12633	0.92218	0.028258	0.88582	0.040751	0.59393	0.078421	0.12633	0.065698	0.78186	0.67536	0.036734	0.86028	0.4297	0.11388	0.86439	0.2253	0.43638	0.063553	0.18597	0.055057	0.032156	0.93752	0.49274	0.45933	0.36258	0.68764
Meth__cg16072462__PF4	0.473	0.054258	0.8117	0.33941	0.44131	0.88185	0.6641	0.89851	0.067938	0.064976	0.59639	0.57356	0.74177	0.12827	0.68738	0.42698	0.18243	0.071913	0.11227	0.10756	0.53117	0.59927	0.15005	0.067679	0.55838	0.093232	0.10358	0.39894	0.74943	0.78849	0.075833	0.29733	0.07424	0.070183	0.080563	0.33198
