Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg17918089__SETDB1	0.014242	0.014435	0.027819	0.024177	0.01544	0.01893	0.020985	0.014114	0.010999	0.021878	0.028749	0.031799	0.041419	0.020925	0.011334	0.021142	0.017756	0.031101	0.019561	0.013378	0.01913	0.023448	0.025723	0.038391	0.029852	0.032171	0.036255	0.027739	0.024618	0.02915	0.061476	0.15299	0.017813	0.020268	0.021422	0.016747	0.030951	0.019877
Meth__cg06437004__LDHB	0.71664	0.046459	0.91188	0.58354	0.4522	0.045803	0.9131	0.037061	0.031974	0.057247	0.047387	0.06485	0.56611	0.67372	0.047277	0.42439	0.038202	0.070586	0.030881	0.8885	0.89914	0.051113	0.090638	0.061648	0.058185	0.13333	0.86239	0.1302	0.033337	0.044269	0.037619	0.92681	0.03705	0.48461	0.041992	0.71358	0.10523	0.86612
Meth__cg22438810__LCN2	0.096322	0.082367	0.077039	0.91478	0.77873	0.69911	0.84289	0.12421	0.079803	0.55347	0.07845	0.060536	0.11655	0.2856	0.081367	0.091684	0.2564	0.1315	0.56287	0.88305	0.89348	0.79054	0.69375	0.64329	0.87664	0.39209	0.61878	0.14833	0.20988	0.059498	0.58788	0.8106	0.6635	0.64901	0.71867	0.58609	0.33366	0.68639
Meth__cg07882831__TTYH2	0.034502	0.026096	0.4748	0.12211	0.036396	0.66423	0.050546	0.050552	0.028959	0.030416	0.031516	0.03598	0.6953	0.018116	0.041816	0.027276	0.049629	0.057893	0.02356	0.083454	0.18688	0.53406	0.028421	0.40207	0.1498	0.08042	0.55416	0.055813	0.17214	0.032563	0.046167	0.034288	0.32236	0.051663	0.033447	0.072452	0.11883	0.037708
Meth__cg03853987__CHST10	0.097867	0.3835	0.10244	0.19364	0.085206	0.088215	0.47994	0.069777	0.10603	0.11241	0.12007	0.3089	0.52221	0.17737	0.17298	0.082591	0.086417	0.21482	0.11118	0.097763	0.095915	0.096463	0.21117	0.35382	0.17611	0.32694	0.87024	0.13355	0.085144	0.086732	0.62096	0.73127	0.93939	0.22949	0.11347	0.15056	0.43055	0.13262
Meth__cg26580095__BTBD8	0.10082	0.08093	0.27064	0.71731	0.30389	0.86931	0.27092	0.14169	0.16017	0.14014	0.080717	0.58851	0.53797	0.11739	0.15782	0.22377	0.55969	0.089175	0.33461	0.11524	0.19415	0.1619	0.15913	0.075161	0.25363	0.10865	0.67079	0.24814	0.036312	0.57146	0.05499	0.62306	0.12543	0.075823	0.071367	0.20818	0.11092	0.19362
Meth__cg09882647__C20orf35	0.19529	0.10757	0.76483	0.069343	0.061235	0.40313	0.11823	0.32004	0.14922	0.23111	0.067004	0.081363	0.28668	0.072448	0.10296	0.21147	0.51348	0.17281	0.30076	0.12278	0.051799	0.11476	0.22312	0.56486	0.072495	0.076051	0.25543	0.06786	0.051347	0.90385	0.45887	0.087695	0.22847	0.030689	0.046467	0.053007	0.10403	0.10209
Meth__cg17749443__ZFP37	0.71083	0.021507	0.028475	0.97393	0.018479	0.019686	0.6997	0.02128	0.023233	0.026442	0.024116	0.015272	0.74645	0.74024	0.27067	0.032156	0.0207	0.055728	0.024789	0.91971	0.62849	0.026189	0.018505	0.4551	0.44766	0.031776	0.072778	0.037789	0.028431	0.028122	0.030686	0.13421	0.31613	0.046866	0.034275	0.52598	0.10551	0.14375
Meth__cg07690018__CPNE7	0.41937	0.047221	0.97426	0.95424	0.095273	0.096535	0.72585	0.034637	0.072187	0.10593	0.033084	0.96758	0.85173	0.11449	0.18609	0.61248	0.16298	0.10966	0.54694	0.90398	0.9631	0.96452	0.069941	0.94704	0.97127	0.065901	0.086002	0.10069	0.068211	0.97529	0.039336	0.20618	0.97708	0.18197	0.081192	0.058118	0.11242	0.072077
Meth__cg05594230__INGX	0.57364	0.43734	0.90674	0.27633	0.61582	0.94436	0.048715	0.0563	0.048822	0.29027	0.044463	0.048626	0.91455	0.46477	0.1322	0.87617	0.33297	0.13852	0.077873	0.93712	0.68987	0.30958	0.35825	0.85131	0.14735	0.05957	0.35179	0.12756	0.049096	0.034366	0.14827	0.40777	0.92863	0.89548	0.29009	0.050258	0.46424	0.914
Meth__cg10636246__AIM2	0.90503	0.078349	0.055518	0.42648	0.80235	0.10706	0.29387	0.89499	0.40348	0.072034	0.48964	0.77098	0.18747	0.07601	0.41184	0.60802	0.85491	0.051833	0.12641	0.20325	0.21065	0.12165	0.038783	0.41574	0.25737	0.094659	0.44243	0.10576	0.21646	0.86453	0.050966	0.052246	0.26087	0.488	0.08654	0.57979	0.37914	0.78215
Meth__cg00901493__YBX2	0.035067	0.036062	0.056282	0.60146	0.055533	0.95157	0.047868	0.036085	0.04268	0.056777	0.047596	0.10758	0.090122	0.04615	0.0475	0.32026	0.10358	0.1237	0.43951	0.034767	0.055342	0.85617	0.055416	0.83843	0.43328	0.053123	0.10598	0.046332	0.50119	0.085473	0.95672	0.09875	0.033836	0.076683	0.037995	0.051802	0.23235	0.054314
Meth__cg09944147__COL27A1	0.042006	0.030654	0.15427	0.030878	0.02397	0.040414	0.036199	0.041829	0.024641	0.029691	0.027166	0.017138	0.20545	0.017186	0.027529	0.032692	0.022658	0.04581	0.021806	0.25151	0.18251	0.040745	0.029851	0.044822	0.032234	0.066667	0.21869	0.037414	0.02303	0.040383	0.034424	0.027098	0.35651	0.056138	0.035906	0.032247	0.081413	0.025104
Meth__cg25912611__STK6	0.092496	0.048683	0.071335	0.10033	0.26573	0.15684	0.79946	0.28236	0.21466	0.3499	0.096405	0.38866	0.142	0.71766	0.21172	0.15422	0.1028	0.16417	0.12542	0.071248	0.091432	0.70085	0.096201	0.19509	0.28286	0.14123	0.10009	0.079354	0.37039	0.063735	0.12252	0.54953	0.20694	0.12297	0.79417	0.094997	0.26453	0.058698
Meth__cg14580567__HHIP	0.096272	0.066859	0.90705	0.12158	0.044508	0.14202	0.86553	0.08369	0.04861	0.062727	0.56452	0.053475	0.75277	0.048913	0.06708	0.069216	0.059609	0.10254	0.044939	0.62919	0.52019	0.066154	0.25405	0.31396	0.74115	0.49094	0.84809	0.090094	0.055291	0.072687	0.052248	0.043441	0.62572	0.097641	0.23866	0.1001	0.10554	0.087369
Meth__cg06201642__ST6GALNAC5	0.3758	0.04974	0.89913	0.096771	0.046682	0.05237	0.080059	0.059039	0.043464	0.084767	0.062299	0.042672	0.85752	0.90921	0.048567	0.049547	0.052242	0.071447	0.048767	0.080451	0.052198	0.05615	0.048051	0.88312	0.4198	0.11545	0.82741	0.075662	0.047532	0.055733	0.080657	0.098937	0.36279	0.10739	0.07361	0.054308	0.1076	0.060495
Meth__cg09835543__DIRAS2	0.07165	0.050945	0.60471	0.039852	0.024273	0.87754	0.047918	0.08965	0.060302	0.036615	0.46044	0.06169	0.74632	0.043282	0.066922	0.068182	0.095034	0.18249	0.48571	0.046522	0.038075	0.2491	0.031434	0.92308	0.039681	0.079304	0.094153	0.077511	0.041806	0.10616	0.23889	0.81196	0.62641	0.068734	0.032229	0.051539	0.13948	0.054733
Meth__cg03421300__SFN	0.056569	0.17243	0.05075	0.73084	0.70092	0.93658	0.049643	0.027856	0.93891	0.93343	0.93787	0.04737	0.076029	0.036945	0.78265	0.048657	0.87348	0.083192	0.43023	0.051179	0.063101	0.93627	0.041981	0.078703	0.057689	0.0952	0.10052	0.409	0.75603	0.022778	0.030144	0.031924	0.031509	0.17641	0.11395	0.048947	0.13704	0.04539
Meth__cg14869028__TINAGL1	0.068228	0.062479	0.067893	0.83979	0.84893	0.8138	0.83406	0.051463	0.068701	0.81607	0.060682	0.045756	0.097581	0.87674	0.071189	0.05152	0.092365	0.10536	0.64931	0.88914	0.86253	0.45233	0.058668	0.10531	0.50548	0.148	0.7986	0.075731	0.10345	0.062399	0.18042	0.39098	0.82313	0.099106	0.11027	0.79607	0.53434	0.79316
Meth__cg20163288__GJA7	0.068425	0.12114	0.048331	0.48714	0.24857	0.8613	0.62668	0.025081	0.036326	0.86892	0.061929	0.45343	0.33283	0.036511	0.047448	0.46641	0.036938	0.07528	0.20597	0.91021	0.89693	0.56572	0.08147	0.83207	0.29306	0.062448	0.80667	0.067346	0.03718	0.038287	0.053739	0.050241	0.15679	0.046942	0.045376	0.048155	0.6249	0.037509
Meth__cg09916572__ZP3	0.048773	0.030785	0.048823	0.25155	0.041586	0.67466	0.072164	0.040514	0.040831	0.048721	0.048004	0.13488	0.11074	0.070254	0.050972	0.081507	0.061989	0.12211	0.03945	0.038948	0.052846	0.25054	0.037906	0.56027	0.29295	0.12792	0.64239	0.055211	0.044124	0.035193	0.054797	0.042197	0.062878	0.074106	0.067493	0.053702	0.14725	0.056257
Meth__cg00512374__IGFBP4	0.039019	0.17056	0.73212	0.045583	0.026289	0.038611	0.036017	0.025474	0.026224	0.036427	0.041428	0.053654	0.88136	0.029158	0.033356	0.25959	0.035694	0.055902	0.033113	0.043203	0.043687	0.042195	0.029138	0.067978	0.030704	0.047754	0.070992	0.072526	0.027244	0.029867	0.028511	0.025094	0.89333	0.081357	0.036087	0.029941	0.054529	0.03818
Meth__cg05477024__KIAA1804	0.042171	0.05547	0.054894	0.7115	0.07499	0.95555	0.38025	0.1294	0.099291	0.10481	0.12273	0.12661	0.1409	0.076768	0.083836	0.04945	0.36513	0.15555	0.72905	0.16474	0.090833	0.62023	0.047776	0.415	0.072545	0.12454	0.93919	0.13434	0.062241	0.043208	0.15847	0.13379	0.080794	0.093571	0.081494	0.12233	0.10183	0.14707
Meth__cg00145348__APEX2	0.5109	0.04065	0.086284	0.057324	0.36955	0.035767	0.053983	0.077667	0.50966	0.50907	0.057024	0.47465	0.28324	0.51075	0.40634	0.57177	0.043946	0.52702	0.05	0.038246	0.07527	0.44116	0.41305	0.14932	0.37874	0.11535	0.43286	0.45909	0.46581	0.031869	0.51846	0.035509	0.037774	0.12925	0.41891	0.46265	0.41317	0.051919
Meth__cg02545106__KM-HN-1	0.070123	0.29365	0.55687	0.10673	0.11435	0.32793	0.10255	0.35449	0.074061	0.084953	0.062787	0.13833	0.16733	0.056999	0.13164	0.2286	0.05745	0.25435	0.095981	0.097244	0.11842	0.082272	0.1311	0.70291	0.28161	0.11697	0.60471	0.20019	0.06016	0.18949	0.080303	0.056459	0.19152	0.15102	0.081468	0.1386	0.21348	0.26949
Meth__cg15316334__CEACAM5	0.11576	0.1825	0.49507	0.67207	0.27558	0.052383	0.64014	0.17111	0.03632	0.23206	0.094676	0.3236	0.47619	0.08907	0.049208	0.1677	0.02998	0.12125	0.025568	0.69311	0.7235	0.54386	0.26108	0.068001	0.41676	0.64282	0.44194	0.25401	0.041739	0.060295	0.046868	0.83471	0.75293	0.13299	0.43374	0.22031	0.44989	0.20214
Meth__cg09837943__ZIM2	0.66324	0.064601	0.25069	0.34218	0.87892	0.23367	0.6952	0.53941	0.078779	0.087402	0.7686	0.73891	0.12215	0.11386	0.10136	0.78077	0.26018	0.11506	0.052262	0.083826	0.1392	0.17949	0.70836	0.15335	0.073446	0.097	0.32727	0.096524	0.65414	0.13955	0.066224	0.040831	0.66171	0.13566	0.82494	0.083886	0.29787	0.067368
Meth__cg21546057__FIBP	0.042839	0.1956	0.05433	0.068868	0.040679	0.053846	0.07481	0.045564	0.047296	0.049626	0.051776	0.04796	0.17821	0.041068	0.059394	0.086062	0.034149	0.068881	0.045423	0.048242	0.045267	0.04674	0.038843	0.064641	0.041918	0.06834	0.087743	0.06776	0.036193	0.048239	0.039674	0.28334	0.27513	0.0513	0.037881	0.047743	0.085752	0.041008
Meth__cg10313673__CILP2	0.056788	0.035169	0.97226	0.94993	0.04935	0.97414	0.034576	0.9814	0.021346	0.034055	0.060641	0.807	0.89547	0.97639	0.021802	0.97126	0.97398	0.26437	0.16495	0.96482	0.88255	0.96427	0.042774	0.93958	0.96565	0.042187	0.85141	0.056239	0.075658	0.018269	0.10099	0.74166	0.937	0.83382	0.74244	0.3482	0.77999	0.096996
Meth__cg16114640__THSD1	0.14028	0.12103	0.21383	0.16121	0.1219	0.10231	0.13749	0.65188	0.09106	0.091426	0.16279	0.21739	0.25919	0.25063	0.13138	0.17717	0.13842	0.19622	0.19456	0.17044	0.20392	0.19064	0.52361	0.26254	0.79773	0.16601	0.52182	0.16145	0.09035	0.13389	0.48606	0.84858	0.76589	0.75263	0.17236	0.38332	0.25408	0.62417
Meth__cg10588377__HTRA1	0.052268	0.043518	0.92195	0.062881	0.050154	0.45064	0.056788	0.25641	0.038864	0.037202	0.12332	0.062056	0.24663	0.051277	0.066556	0.30295	0.038325	0.11379	0.024272	0.94799	0.72095	0.21798	0.059144	0.43809	0.22203	0.04591	0.37497	0.070201	0.034145	0.030835	0.032104	0.11651	0.65424	0.10873	0.059878	0.16176	0.42502	0.20208
Meth__cg10604168__RASL12	0.81057	0.12718	0.92658	0.92162	0.047391	0.87279	0.75716	0.9095	0.1392	0.059181	0.61405	0.076112	0.8863	0.13675	0.12689	0.90925	0.05765	0.16152	0.2305	0.61525	0.53251	0.14537	0.48407	0.83201	0.22578	0.064718	0.86338	0.14557	0.39685	0.086577	0.71662	0.26129	0.83815	0.12512	0.050525	0.47934	0.3961	0.7008
Meth__cg13823136__ST6GALNAC5	0.066034	0.032333	0.95303	0.084793	0.038063	0.027752	0.067712	0.05006	0.025177	0.047301	0.046171	0.044105	0.92443	0.96998	0.035655	0.040558	0.024932	0.13005	0.029527	0.067618	0.047695	0.040749	0.050869	0.91222	0.40175	0.11449	0.93111	0.069852	0.031728	0.036501	0.046964	0.050163	0.36364	0.16215	0.051474	0.051409	0.096672	0.047177
Meth__cg14892066__DCTD	0.050701	0.14792	0.078983	0.30249	0.050185	0.89033	0.050902	0.30563	0.074648	0.070555	0.055807	0.12472	0.71378	0.067045	0.060215	0.48836	0.089824	0.09196	0.052841	0.046523	0.07975	0.20994	0.056295	0.086563	0.046716	0.10831	0.1417	0.16407	0.046468	0.11571	0.84363	0.05554	0.17652	0.13626	0.064637	0.1023	0.26753	0.085964
Meth__cg16330965__SNAPC5	0.24942	0.080318	0.22225	0.23486	0.39785	0.07524	0.092328	0.55567	0.24476	0.1189	0.79012	0.6688	0.36718	0.12116	0.4802	0.18202	0.20372	0.19814	0.53266	0.41749	0.40002	0.17742	0.8453	0.14978	0.18121	0.13447	0.28856	0.1714	0.25539	0.076956	0.069992	0.1405	0.049528	0.14331	0.17374	0.43671	0.46101	0.12769
Meth__cg22359217__FBXO4	0.040693	0.077998	0.036093	0.051488	0.032664	0.029586	0.043372	0.025736	0.02964	0.035576	0.025675	0.034313	0.53461	0.029232	0.030717	0.032951	0.033581	0.052093	0.01921	0.027812	0.035114	0.04189	0.039672	0.033685	0.088709	0.04003	0.082317	0.11277	0.026033	0.033725	0.022711	0.82941	0.03685	0.073127	0.038719	0.041577	0.05408	0.034887
Meth__cg22385764__ASB8	0.49647	0.041256	0.089747	0.072231	0.050955	0.050392	0.039274	0.043462	0.073846	0.077239	0.10488	0.066422	0.40297	0.026359	0.089893	0.067044	0.035499	0.13568	0.051764	0.033083	0.053638	0.045827	0.044772	0.095068	0.034967	0.033898	0.0762	0.048723	0.048439	0.13734	0.05237	0.055095	0.36541	0.26932	0.23601	0.064382	0.064583	0.053297
Meth__cg22451189__MRPS22	0.039479	0.016731	0.024865	0.030273	0.019002	0.018868	0.032239	0.24209	0.037413	0.02774	0.032585	0.031065	0.055261	0.025656	0.032747	0.02388	0.016763	0.025478	0.016233	0.023714	0.029394	0.031562	0.023076	0.10465	0.028125	0.063544	0.034134	0.027572	0.025239	0.021799	0.027622	0.032011	0.028977	0.044115	0.035052	0.036899	0.038506	0.024764
Meth__cg21548414__CLIC5	0.037993	0.03062	0.36158	0.036062	0.023897	0.32039	0.032498	0.21258	0.024221	0.028473	0.045856	0.026382	0.094739	0.019564	0.034271	0.46811	0.040601	0.13359	0.035631	0.028126	0.034428	0.04671	0.029118	0.077976	0.044236	0.05477	0.080587	0.048947	0.026337	0.030601	0.031928	0.039073	0.36457	0.073907	0.034643	0.035477	0.05573	0.038643
Meth__cg14415300__HIST2H2AA	0.42132	0.050705	0.091196	0.060556	0.037313	0.05724	0.39261	0.046298	0.038771	0.036477	0.46952	0.034569	0.15338	0.032729	0.046658	0.037799	0.040327	0.087335	0.074365	0.094967	0.068334	0.057637	0.47243	0.41363	0.044715	0.10257	0.13766	0.1153	0.040011	0.2838	0.090209	0.53113	0.39096	0.08545	0.044313	0.039035	0.29225	0.045423
Meth__cg12771281__SLC38A6	0.024421	0.029326	0.043443	0.033125	0.022667	0.028224	0.027688	0.023465	0.021583	0.025773	0.030546	0.021811	0.053817	0.51001	0.02407	0.022124	0.025112	0.055389	0.019087	0.027765	0.032294	0.030238	0.023282	0.05588	0.028723	0.048392	0.045888	0.037684	0.022387	0.019953	0.030057	0.023052	0.021766	0.04459	0.029846	0.023908	0.046461	0.030312
Meth__cg26384034__C6orf117	0.46051	0.14066	0.45564	0.32301	0.068437	0.11569	0.85551	0.062951	0.037819	0.05992	0.057433	0.14639	0.23368	0.051195	0.062564	0.31775	0.12087	0.11411	0.04941	0.85894	0.84457	0.17718	0.0673	0.14441	0.39308	0.067493	0.53292	0.094495	0.085158	0.048866	0.06133	0.19112	0.14514	0.088048	0.16639	0.12542	0.089	0.082299
Meth__cg17793621__ATP10A	0.084717	0.097461	0.93887	0.94765	0.059434	0.80384	0.93564	0.34835	0.22148	0.092305	0.095668	0.028191	0.26242	0.35796	0.1963	0.10122	0.078653	0.15849	0.045524	0.92545	0.91576	0.10956	0.040004	0.25316	0.6293	0.084108	0.83827	0.10726	0.066525	0.36951	0.37068	0.050716	0.040707	0.11748	0.06002	0.04993	0.91962	0.13219
Meth__cg24832140__ZNF114	0.10182	0.089733	0.087438	0.16592	0.076812	0.41738	0.080735	0.072491	0.10871	0.071328	0.17429	0.091126	0.14958	0.049166	0.063996	0.31667	0.076897	0.16251	0.088248	0.078776	0.10281	0.18551	0.073234	0.16421	0.075482	0.12126	0.12836	0.10552	0.08342	0.069116	0.19173	0.12393	0.65081	0.13912	0.076276	0.12977	0.20295	0.13131
Meth__cg09419670__PSMD5	0.089707	0.060252	0.081589	0.070972	0.07881	0.7722	0.061577	0.052425	0.059646	0.055376	0.063649	0.062187	0.09825	0.046459	0.052811	0.074865	0.066581	0.13638	0.14847	0.069717	0.067077	0.064534	0.053691	0.10697	0.093932	0.12491	0.10898	0.1153	0.053264	0.055837	0.053215	0.064623	0.066048	0.15612	0.074882	0.32105	0.15129	0.11728
Meth__cg26873164__SNAI1	0.047345	0.13833	0.29395	0.20388	0.083101	0.774	0.076615	0.10965	0.052494	0.064004	0.63402	0.28995	0.3935	0.03969	0.06858	0.18122	0.6087	0.20486	0.80043	0.12643	0.10051	0.55017	0.099284	0.29236	0.094837	0.11353	0.093786	0.1671	0.40104	0.40105	0.18248	0.10926	0.091599	0.086283	0.084615	0.11129	0.22547	0.089908
Meth__cg12914657__GIMAP1	0.89602	0.02523	0.20713	0.92683	0.88931	0.041187	0.88033	0.4794	0.91	0.13846	0.92981	0.72339	0.71466	0.021571	0.68791	0.58446	0.90651	0.082453	0.045755	0.85059	0.72608	0.042511	0.944	0.12805	0.16241	0.080396	0.087996	0.069163	0.082321	0.048199	0.036174	0.89387	0.77194	0.13182	0.90845	0.58369	0.50555	0.73476
Meth__cg14974772__FBLN5	0.056653	0.04998	0.53549	0.71337	0.50912	0.54436	0.75882	0.87269	0.034082	0.11121	0.057403	0.13949	0.73701	0.034329	0.050331	0.66586	0.057523	0.16441	0.6061	0.79503	0.81806	0.27782	0.058126	0.3486	0.82081	0.078274	0.44702	0.10987	0.32276	0.063048	0.22185	0.81893	0.44153	0.087413	0.34643	0.66956	0.18568	0.7436
Meth__cg17832674__CALM3	0.055748	0.040473	0.21115	0.055468	0.031053	0.26401	0.077624	0.033642	0.044525	0.036762	0.21775	0.074704	0.094085	0.18556	0.029203	0.12525	0.037496	0.0463	0.03281	0.25488	0.043935	0.059209	0.064321	0.12481	0.053413	0.37251	0.3542	0.096482	0.041012	0.047424	0.060703	0.084665	0.059982	0.067953	0.073125	0.034385	0.041274	0.056075
Meth__cg08108311__WNK4	0.065682	0.025472	0.97731	0.51977	0.03664	0.15725	0.038513	0.98097	0.054403	0.038284	0.037218	0.96865	0.96836	0.9804	0.42295	0.97857	0.73925	0.15596	0.97216	0.98002	0.039776	0.96749	0.32397	0.94317	0.58244	0.048405	0.95082	0.10018	0.35941	0.97865	0.97644	0.18393	0.94778	0.68901	0.045993	0.76413	0.1494	0.9731
Meth__cg18329349__CAV1	0.1564	0.16375	0.14442	0.19635	0.10783	0.17077	0.21783	0.096633	0.096371	0.10471	0.13184	0.13896	0.23465	0.11369	0.070105	0.79962	0.10323	0.085796	0.10748	0.1002	0.12339	0.12521	0.15473	0.20089	0.15592	0.17466	0.1908	0.11546	0.14162	0.084659	0.1095	0.82986	0.77627	0.14922	0.19334	0.14176	0.24494	0.13403
Meth__cg21360828__CENPA	0.1967	0.085288	0.36824	0.22229	0.048972	0.533	0.31791	0.17552	0.12118	0.064301	0.13811	0.27274	0.52492	0.12022	0.10097	0.22206	0.54317	0.096748	0.063619	0.066543	0.054887	0.51381	0.096655	0.69872	0.25021	0.11102	0.11729	0.11067	0.058662	0.47476	0.16302	0.099069	0.50108	0.13427	0.08476	0.081531	0.25062	0.70725
Meth__cg07480567__HS3ST3A1	0.95241	0.04934	0.95865	0.049905	0.039264	0.9366	0.058157	0.96541	0.44564	0.14752	0.69029	0.24425	0.49001	0.71258	0.56751	0.43373	0.046039	0.11559	0.024327	0.13597	0.096806	0.035698	0.71093	0.85978	0.063467	0.070618	0.93504	0.067335	0.61525	0.026422	0.036432	0.027784	0.24759	0.42382	0.10777	0.035504	0.92347	0.047416
Meth__cg11323198__CDH8	0.64167	0.032154	0.98781	0.041348	0.046771	0.93412	0.98201	0.99283	0.95841	0.04471	0.9844	0.98531	0.86372	0.29619	0.96551	0.13892	0.52592	0.37828	0.022256	0.96226	0.42857	0.12723	0.090603	0.96398	0.1893	0.065542	0.97758	0.043903	0.9436	0.59137	0.025404	0.020793	0.85213	0.18507	0.84925	0.70301	0.23304	0.063626
Meth__cg25807810__DKFZp434N062	0.04136	0.42248	0.045407	0.051939	0.040243	0.038839	0.036848	0.022955	0.034304	0.085366	0.032572	0.025494	0.065558	0.060387	0.055634	0.031193	0.028536	0.08247	0.030775	0.41356	0.28502	0.03946	0.059956	0.11706	0.041409	0.058845	0.09256	0.35228	0.035365	0.049974	0.025695	0.17572	0.031902	0.05638	0.041314	0.033696	0.11323	0.29407
Meth__cg15725933__SLC19A1	0.043428	0.031285	0.041194	0.046808	0.035535	0.033438	0.047135	0.014545	0.04171	0.045721	0.035019	0.046405	0.078724	0.026654	0.034575	0.045254	0.044828	0.072752	0.0491	0.048224	0.046151	0.033778	0.02992	0.90186	0.064726	0.062612	0.087125	0.13449	0.033828	0.037275	0.053487	0.053127	0.037685	0.1622	0.042065	0.058711	0.087568	0.058679
Meth__cg07181349__KIT	0.033982	0.054159	0.97219	0.0537	0.72194	0.8329	0.7566	0.015063	0.048453	0.32136	0.34507	0.043841	0.95068	0.75468	0.043184	0.50564	0.032974	0.098405	0.28878	0.57837	0.046801	0.030383	0.047983	0.92698	0.028066	0.072989	0.93064	0.10064	0.028961	0.03875	0.051218	0.9657	0.98206	0.64288	0.038012	0.25719	0.07494	0.29958
Meth__cg21966410__AR	0.56933	0.032125	0.30088	0.039161	0.23654	0.034815	0.03352	0.82621	0.43431	0.046639	0.92674	0.93937	0.048535	0.025605	0.40183	0.93539	0.6363	0.35405	0.029977	0.047704	0.039575	0.2869	0.82955	0.69698	0.047297	0.30636	0.36496	0.054207	0.53563	0.056747	0.55628	0.027654	0.94602	0.049418	0.51909	0.33454	0.603	0.060654
Meth__cg11896271__PANX2	0.034005	0.65514	0.68666	0.69098	0.7091	0.91634	0.62226	0.15199	0.25425	0.049744	0.071108	0.48211	0.95602	0.95694	0.20634	0.099884	0.047044	0.37392	0.093133	0.93755	0.81645	0.83033	0.071678	0.8615	0.64714	0.066568	0.82121	0.055091	0.028461	0.1957	0.51295	0.37054	0.96987	0.58916	0.73723	0.23031	0.47845	0.031267
Meth__cg12078929__SERHL	0.013216	0.028747	0.98345	0.86183	0.98834	0.98911	0.13865	0.62445	0.01337	0.98092	0.014956	0.96952	0.97087	0.99225	0.08894	0.93122	0.98463	0.57647	0.7614	0.99104	0.98778	0.92886	0.010608	0.96872	0.98868	0.028275	0.9794	0.75361	0.22278	0.031379	0.61596	0.9847	0.28798	0.031542	0.014384	0.016963	0.60312	0.019912
Meth__cg01322134__WNT3A	0.46391	0.054177	0.54397	0.081977	0.042682	0.76468	0.85676	0.19086	0.036575	0.059634	0.69004	0.032743	0.65963	0.084855	0.03244	0.049331	0.060454	0.13778	0.064287	0.78131	0.47134	0.044296	0.92695	0.91768	0.065161	0.28062	0.93662	0.047922	0.27127	0.053939	0.061807	0.027247	0.68693	0.19365	0.053061	0.38549	0.4508	0.6287
Meth__cg27544190__C21orf63	0.043804	0.48067	0.74511	0.16569	0.1622	0.48942	0.043413	0.035357	0.048907	0.06769	0.070186	0.026404	0.32621	0.037354	0.050449	0.46492	0.042147	0.065794	0.095496	0.691	0.2639	0.87002	0.28211	0.084387	0.30576	0.051297	0.094259	0.21809	0.32103	0.031556	0.25807	0.059266	0.32055	0.09009	0.23378	0.054075	0.2717	0.042667
Meth__cg22799321__TFPI2	0.056681	0.37046	0.79963	0.27828	0.04642	0.047719	0.50186	0.8009	0.04306	0.057605	0.73124	0.1271	0.84502	0.074432	0.044075	0.86713	0.34864	0.21136	0.63623	0.4317	0.2229	0.32328	0.042968	0.094056	0.06687	0.35587	0.85168	0.23994	0.054118	0.29688	0.45942	0.06884	0.9368	0.79975	0.060223	0.073411	0.58954	0.24297
Meth__cg11378840__HHEX	0.036745	0.022116	0.97507	0.82377	0.032911	0.025344	0.046472	0.013242	0.13519	0.019045	0.020028	0.028635	0.42753	0.77269	0.11014	0.72767	0.01928	0.053749	0.89196	0.018111	0.019965	0.027879	0.38174	0.05382	0.022813	0.053913	0.9639	0.08452	0.02423	0.018088	0.026208	0.01802	0.98396	0.029861	0.022975	0.97911	0.60903	0.98272
Meth__cg19328294__PRSS22	0.021852	0.020362	0.026036	0.023586	0.021236	0.69016	0.022946	0.015955	0.018075	0.019341	0.021374	0.023912	0.038798	0.023044	0.024721	0.021978	0.028694	0.03687	0.065508	0.01937	0.024906	0.63151	0.018553	0.038796	0.01998	0.02636	0.034607	0.033072	0.030829	0.019135	0.024328	0.017659	0.021393	0.067745	0.01882	0.022646	0.03224	0.028868
Meth__cg10501128__FLT1	0.037101	0.042476	0.18557	0.036963	0.024731	0.51835	0.045839	0.052079	0.029389	0.04267	0.052557	0.05421	0.087704	0.031042	0.036706	0.03894	0.040067	0.053319	0.066478	0.15764	0.065036	0.042103	0.024061	0.34103	0.045334	0.045991	0.39395	0.12072	0.035057	0.034379	0.038808	0.034336	0.050913	0.11551	0.034605	0.05702	0.076123	0.061115
